id	name	var	cameraState	path	moduleTag	back	home	resources	bgm	backAni	goods	status	descr	descr_zh_TW	descr_en_UK	descr_ja_JP	descr_ko_KR	descr_th_TH
132	养成觉醒成功页面	CardProgressionBreakSuccess	1	Prefabs/CultivateOversea/CultivateOverseaBreakSuccess.prefab		0	0	0	0	1		1						
133	养成属性提升成功页面	CardProgressionAttributePromoteSuccess	1	Prefabs/CultivateOversea/CultivateOverseaAttributePromoteSuccess.prefab		0	0	0	0	1		1						
134	养成收集奖励界面	CardProgressionCollectRewardsDialog	3	Prefabs/CultivateOversea/CultivateOverseaCollectRewardPopup.prefab		1	1	0	0	1		1						
135	养成职业总览界面	CardProgressionCareerPreview	3	Prefabs/CultivateOversea/CultivateOverseaCareerPreview.prefab		0	0	0	0	1		1						
136	养成好感度弹窗界面	CardProgressionFavorPopup	1	Prefabs/CultivateOversea/CultivateOverseaFeelingPopup.prefab		0	0	0	0	1		1						
137	养成专武升级弹窗界面	CardProgressionExclusiveWeaponLevelUp	1	Prefabs/CultivateOversea/CultivateOverseaSpecialWeaponLevelUp.prefab		0	0	0	0	1		1						
121	等级指引	LevelGuideDialog		Prefabs/LevelGuide/LevelGuide.prefab		0	0	0	0	1		1						
122	卡牌职业与属性详情展示	UICultivateCardCareerDescView		Prefabs/Cultivate/UICultivateCardCareerDescView.prefab		0	0	0	0	1		1						
123	养成突破预览页面	CardProgressionBreakPreview	1	Prefabs/CultivateOversea/CultivateOverseaBreakPreview.prefab		0	0	0	0	1		1						
124	养成升级成功页面	CardProgressionLevelUpSuccess	1	Prefabs/CultivateOversea/CultivateOverseaLevelupSuccess.prefab		0	0	0	0	1		1						
125	养成升阶成功页面	CardProgressionAdvanceLevelUpSuccess	1	Prefabs/CultivateOversea/CultivateOverseaEvolutonSuccess.prefab		0	0	0	0	1		1						
126	养成升星成功页面	CardProgressionStarUpSuccess	1	Prefabs/CultivateOversea/CultivateOverseaStarupSuccess.prefab		0	0	0	0	1		1						
127	养成升星预览页面	CardProgressionStarUpPreview	1	Prefabs/CultivateOversea/CultivateOverseaStarupPreview.prefab		0	0	0	0	1		1						
128	养成资料(档案与羁绊)页面	CardProgressionIntroduction	1	Prefabs/CultivateOversea/CultivateOverseaIllustratedHandbookAndFetter.prefab		1	1	0	0	0		1						
129	养成资料羁绊提示页面	CardProgressionSynergiesTips	1	Prefabs/CultivateOversea/CultivateOverseaFetterPopupTips.prefab		1	1	0	0	0		1						
130	养成好感度页面	CardProgressionFavor	1	Prefabs/CultivateOversea/CultivateOverseaFeeling.prefab		1	1	0	0	0		1						
300	风暴巅峰-主界面	PVPArenaMain	2	Prefabs/PVP/PVPMain.prefab		1	1	0	bgm_action	1		1						
301	风暴巅峰-对抗界面弹窗	PVPArenaAgainstDialog	2	Prefabs/PVP/PVPAgainstDialog.prefab		1	1	1	bgm_action	1		1						
302	风暴巅峰-玩家信息弹窗	PVPArenaPlayerMatcherInfoDialog	2	Prefabs/PVP/PVPPlayerInfoDialog.prefab		0	0	0	bgm_action	1		1						
303	风暴巅峰-回放弹窗	PVPArenaReplayDialog	2	Prefabs/PVP/PVPReplayDialog.prefab		1	1	0	bgm_action	1		1						
304	风暴巅峰-编队弹窗	PVPArenaFormationDialog	2	Prefabs/PVP/PVPFormationDialog.prefab		1	1	0	bgm_action	1		1						
305	风暴巅峰-投票弹窗	PVPArenaPlayerQuizDialog	2	Prefabs/PVP/PVPElectDialog.prefab		1	1	0	bgm_action	1		1						
306	风暴巅峰-准备弹窗	PVPPlayerReadyDialog	2	Prefabs/PVP/PVPPlayerReadyDialog.prefab		0	0	0	bgm_action	1		1						
307	风暴巅峰-投票结果弹窗	PVPArenaQuizResultDialog	2	Prefabs/PVP/PVPQuizResults.prefab		0	0	0	bgm_action	1		1						
308	风暴巅峰-排行奖励弹窗	PVPArenaRankRewardDialog	2	Prefabs/PVP/PVPRewardPreview.prefab		0	0	0	bgm_action	1		1						
309	风暴巅峰-比赛结果弹窗	PVPArenaMatchResultDialog	2	Prefabs/PVP/PVPResult.prefab		0	0	0	bgm_action	1		1						
310	风暴巅峰-荣誉榜单弹窗	PVPArenaHonorListDialog	2	Prefabs/PVP/PVPHonorListDialog.prefab		1	1	0	bgm_action	1		1						
311	风暴巅峰-投票列表弹窗	PVPArenaQuizListDialog	2	Prefabs/PVP/PVPSelectionListDialog.prefab		0	0	0	bgm_action	1		1						
403	关卡掉落弹窗	UIQuestDropDetailDialog		Prefabs/Common/QuestDropDetailDialog.prefab		1	1	0	0	1		1						
404	boss详情弹窗	UIBossDetailDialog	2	Prefabs/FightReady/BossDetailDialog.prefab		1	0	0	0	0		1						
405	抽卡道具副本主界面	UIGachaCoinQuestDialog		Prefabs/BattleSelection/GachaCoinQuest/GachaCoinQuestDialog.prefab		1	1	1	0	1		1						
406	新的行动入口	ActionEntryDialog	1	Prefabs/BattleSelection/ActionDialog.prefab	html	1	1	1	0	1		1	行动	行動	Action	行動	행동	ลงมือ
500	任务弹窗	UITasksDialog	2	Prefabs/OverseaTasks/OverseaTasksDialog.prefab	任务	1	1	0	0	1		1	任务	任務	Mission	任務	미션	ภารกิจ
514	材料合成入口页面	UICompositeEntryDialog		Prefabs/MaterialComposite/MaterialComposite.prefab	合成	1	1	1	bgm_action	1		1	合成	合成	Fusion	合成	합성	การผสาน
515	材料合成确认页面	UICompositePreviewDialog		Prefabs/MaterialComposite/MaterialPreview.prefab		0	0	0	bgm_action	1		1						
50	实名认证弹窗	UIRealAuthenticationDialog		Prefabs/CreateRole/UIRealAuthenticationDialog.prefab		1	1	0	0	1		1						
700	关卡选择	UIFightMap		Prefabs/FightReady/FightMap.prefab	html	1	1	0	0	1		1	材料补给	材料補給	Material Supply	素材補給	재료 보급	เสบียงวัตถุดิบ
701	英雄选择	UIFightChoose	2	Prefabs/FightReady/FightChoose.prefab		1	1	0	0	1		1						
702	准备详情	UIFightReady	2	Prefabs/FightReady/FightReady.prefab		1	1	0	0	1		1						
703	战前剧情	UIFightStory		Prefabs/FightReady/FightStory.prefab		0	0	0	0	1		1						
704	奖励信息	UIFightBonus		Prefabs/FightReady/FightBonus.prefab		0	0	0	0	1		1						
706	技能描述弹框	UISkillDes		Prefabs/Common/SkillDes.prefab		1	1	0	0	1		1						
600	新战斗开始界面	UIBattleStartDialog	3	Prefabs/UIBattling/UIBattleStartDialog.prefab		0	0	0	0	1		1						
601	新战斗中界面	UIBattlingDialog	3	Prefabs/UIBattling/UIBattlingDialog.prefab		0	0	0	0	1		1						
603	战中CutIn界面	UIBattlingCutInDialog	3	Prefabs/UIBattling/UIBattlingCutInDialog.prefab		0	0	0	0	1		1						
602	战中人物战斗信息界面	UIBattlingCharactorBattleInfoDialog	3	Prefabs/UIBattling/UIBattlingCharactorBattleInfoDialog.prefab		0	0	0	0	1		1						
604	战中CharactorInfo界面	UIBattlingCharactorInfoDialog	3	Prefabs/UIBattling/UIBattlingCharactorInfoDialog.prefab		0	0	0	0	1		1						
608	新战斗结算界面	UIBattleEndDialog	3	Prefabs/UIBattling/BattleEnd/UIBattleEndDialog.prefab		0	0	1	0	1		1						
1001	新战斗界面	BattleScene		Scenes/BattleLoading.unity		0	0	0	0	1		2						
1002	新手引导图	UIGuideDialog		Prefabs/Guide/Guide.prefab		0	0	0	0	1		1						
803	体力界面	UIHPDialog	1	Prefabs/Common/StengthDialog.prefab		0	0	0	0	1		1						
1101	通用奖励界面	UICommonRewardPop	2	Prefabs/Common/CommonRewardPopWinDialog.prefab		1	1	0	0	1		1						
1102	通用奖励界面2	UICommonRewardPop2	3	Prefabs/Common/CommonRewardPopWinDialog2.prefab		0	0	0	0	1		1						
51	防沉迷提示	AntiIndulgenceDialog		Prefabs/CreateRole/AntiIndulgenceDialog.prefab		1	1	0	0	1		1						
710	战斗选择	BattleSelection		Prefabs/BattleSelection/BattleSelectionDialog.prefab	行动	1	1	1	bgm_action	1		1	行动	行動	Action	行動	행동	ลงมือ
2101	夜间巡逻地图	UIPatrolMazePrimaryMapDialog		Prefabs/Patrol/PatrolPrimaryMapDialog130201.prefab	html	1	0	0	0	0		1	夜间巡逻	夜間巡邏	Nightly Patrol	夜間パトロール	야간 순찰	ลาดตระเวนยามราตรี
2102	迷宫背包	UIMazeBagDialog		Prefabs/Maze/UIMazeBagDialog.prefab		1	1	0	bgm_action	1		1						
2103	迷宫战斗界面	UIMazeBattle		Prefabs/Maze/UIMazeBattle.prefab		0	0	0	bgm_action	1		1						
2104	迷宫阵容界面	UIMazeTeamDialog		Prefabs/Maze/UIMazeTeamDialog.prefab		1	1	0	bgm_action	1		1						
2105	迷宫迷宫常看点信息界面	UIViewPointEventDialog		Prefabs/Maze/UIViewPointEventDialog.prefab		0	0	0	bgm_action	1		1						
711	章节奖励	UIChapterReward		Prefabs/BattleSelection/ChapterRewardDialog.prefab		1	1	0	0	1		1						
720	编队选择	UIFightTeamCardChoose	2	Prefabs/FightTeam/FightChooseCardsDialog.prefab	战斗员选择	1	0	0	0	1		1	战斗员选择	戰鬥員選擇	Combatant	戦闘員選択	전투원 선택	เลือกตัวละคร
721	编队卡牌详情	UIFightTeamChoose	2	Prefabs/FightTeam/FightTeamDialog.prefab	战斗员编队	1	0	1	0	0		1	战斗员编队	戰鬥員編隊	Team	戦闘員編成	전투원 편성	จัดทีมตัวละคร
2106	迷宫剧情点激活界面	UIMazeStoryEventDialog		Prefabs/Maze/UIMazeStoryEventDialog.prefab		1	1	0	0	1		1						
2201	剧情对话	ChapterDialog		Prefabs/Chapter/ChapterDialog.prefab		0	0	0	0	1		1						
605	战中属性详情界面	UIBattlingAttributeCircleDialog	3	Prefabs/UIBattling/UIBattlingAttributeCircleDialog.prefab		1	1	0	0	1		1						
606	战中波次变化展示界面	UIBattlingWaveChangeDialog	3	Prefabs/UIBattling/UIBattlingWaveChangeDialog.prefab		1	1	0	0	1		1						
2107	迷宫选择圣物界面	UIMazeChooseBuffDialog		Prefabs/Maze/UIMazeChooseBuffDialog.prefab		0	0	0	0	1		1						
2108	迷宫助阵界面	UIMazeJoinBattleEventDialog		Prefabs/Maze/UIMazeJoinBattleEventDialog.prefab		1	1	0	0	1		1						
2109	夜间巡逻道具选择角色	UIPatrolMazeGoodsChooseRoleDialog		Prefabs/Patrol/PatrolChooseRolePopup130201.prefab		0	0	0	0	0		1						
2110	夜间巡逻出战选择	UIPatrolMazeEnterTeamPopup		Prefabs/Patrol/PatrolPrepareBeforeFightPopup130201.prefab		0	0	0	0	0		1						
2111	夜间巡逻主界面	UIPatrolMazeMainDialog		Prefabs/Patrol/PatrolMainDialog130201.prefab	html	1	0	1	0	0		1	夜间巡逻	夜間巡邏	Nightly Patrol	夜間パトロール	야간 순찰	ลาดตระเวนยามราตรี
2112	夜间巡逻任务界面	UIPatrolPrimaryMapAreaTaskDialog		Prefabs/Patrol/PatrolPrimaryMapAreaTaskDialog130201.prefab		0	0	0	0	0		1						
2113	夜间巡逻阵容推荐界面	UIPatrolEnterRecommendDialog		Prefabs/Patrol/PatrolPrepareRecommendDialog130201.prefab	1	1	0	0	0	0		1	初始阵容推荐	初始陣容推薦	Starting Lineup	おすすめ編成	디폴트 진영 추천	แนะนำทีมเริ่มต้น
2114	夜间巡逻阵容推荐圣物预览	UIPatrolEnterBuffPreviewDialog		Prefabs/Patrol/PatrolPrepareRecommendBuffPreview130201.prefab	0	0	0	0	0	0		1						
607	战中退出二级确认界面	UIBattlingBackToFightReadyDialog	3	Prefabs/UIBattling/UIBattlingSuspendDialog.prefab		0	0	0	0	1		1						
712	副本奖励	UIDailyEnergyBox		Prefabs/BattleSelection/EnergyBoxDialog.prefab		1	1	0	0	1		1						
2211	新抽卡界面	GachaponEntry	3	Prefabs/Gachapon/GachaponEntry.prefab	召唤	1	1	1	0	1		1	召唤	召喚	Summon	召喚	소환	รับสมัคร
2212	新抽卡成员	GachaponMember	3	Prefabs/Gachapon/GachaponMember.prefab		0	0	0	0	1		1						
2213	新抽卡确认	GachaponConfirm	3	Prefabs/Gachapon/GachaponConfirm.prefab		0	0	1	0	1		1						
2214	新抽卡结果3d	GachaponResult	2	Prefabs/Gachapon/GachaponResult.prefab		0	0	0	0	1		1						
2220	用户协议	UIUserAgreementDialog		Prefabs/Notice/UIUserAgreementDialog.prefab		1	1	0	0	1		1						
851	商品详情	StoreItemDetailsDialog	2	Prefabs/Store/StoreItemDetailsDialog.prefab		0	0	0	0	1		1						
852	商店入口	StoreEntry	2	Prefabs/Store/StoreEntry.prefab	商城	1	1	1	0	1		1	商城	商城	Shop	ショップ	캐시샵	มอลล์
853	物品商店	StoreItem	2	Prefabs/Store/StoreItem.prefab		1	1	1	0	1		1						
854	免费钻商店	StoreFreeDiamond	2	Prefabs/Store/StoreFreeDiamond.prefab	猫眼石商店	1	1	1	0	1		1	猫眼石商店	貓眼石商店	Opal Shop	キャッツアイ	캣츠아이 상점	ร้านค้าโอปอล
856	钻石不足弹窗	RechargePopUp		Prefabs/Store/RechargePopUp.prefab		0	0	0	0	1		1						
871	委托战斗结算界面	UIEntrustEndDialog		Prefabs/FightTeam/UIEntrustEndDialog.prefab		0	0	0	0	1		1						
872	战前合卡界面	UISkillCompoundDialog		Prefabs/FightTeam/UISkillCompoundDialog.prefab		1	1	0	0	1		1						
873	委托选择界面	UIEntrustTasksDialog		Prefabs/FightTeam/EntrustTasksDialog.prefab	委托	1	1	0	0	1		1	委托	委託	Commission	依頼	의뢰	ภารกิจ
857	碎片兑换	StoreExchange	3	Prefabs/Store/StoreExchange.prefab		1	1	0	0	1		1						
858	月卡	StoreMonthCard		Prefabs/Store/StoreMonthCard.prefab	月卡	0	0	1	0	1		1	月卡	月卡	Monthly Plan	月間プラン	월간 구독	บัตรรายเดือน
859	礼包	StoreChests		Prefabs/Store/StoreGiftBag.prefab	礼包	1	1	1	0	1		1	礼包	禮包	Bundle	ギフトパック	패키지	แพ็กเกจ
860	礼包购买	StoreChestsPurchase		Prefabs/Store/StoreGiftBagPurchaseDialog.prefab		0	0	1	0	1		1	礼包购买	禮包購買	Pack Purchase	ギフトパック購入	패키지 구매	ซื้อแพ็ก
609	战斗结算试炼等级提升界面	BattleEndTrialLvDialog	3	Prefabs/UIBattling/BattleEnd/BattleEndTrialLvDialog.prefab		0	0	0	0	1		1						
1100	试炼主界面	TrailStageMain	2	Prefabs/TrailStage/TrailStageMain.prefab	1099;trial_index.html	1	1	0	0	1		1	风暴挑战	風暴挑戰	Challenge of Storms	ストームチャレンジ	폭풍 도전	ท้าทายคลื่นพายุ
1107	试炼弹出提示	TrailStagePopupShow	2	Prefabs/TrailStage/TrailStagePopupShow.prefab		0	0	0	0	1		1						
1103	试炼关卡	TrailStageChallenge	2	Prefabs/TrailStage/TrailStageChallenge.prefab	挑战关卡	1	1	0	0	1		1	挑战关卡	挑戰關卡	Challenge Mission	挑戦ステージ	스테이지 도전	ด่านท้าทาย
1104	试炼排名	UITrailStageRankDialog	2	Prefabs/TrailStage/TrailStageRankDialog.prefab	风暴排行榜	1	1	0	0	1		1	风暴排行榜	風暴排行榜	Rankings	ストームランキング	스톰아이 랭킹	บอร์ดอันดับสตอร์มอาย
1105	试炼奖励预览	TrailStageParagraphReward	2	Prefabs/TrailStage/TrailStageParagraphReward.prefab		1	1	0	0	1		1						
1106	试炼任务	UITrailStageTasks	2	Prefabs/TrailStage/TrailTaskDialog.prefab		1	1	0	0	1		1						
1109	试炼队伍预览(新版没了)	UITrailStageTeamPreviewDialog		Prefabs/TrailStage/TrailTeamPreviewDialog.prefab		1	1	0	0	1		1						
1215	海外图鉴档案界面	IllustratedHandbookMainDialog	2	Prefabs/IllustratedHandbook/IllustratedHandbookMainDialog.prefab	1	1	1	0	0	0		1	战斗员档案	戰鬥員檔案	Combatant Archive	戦闘員プロファイル	전투원 파일	ไฟล์ตัวละคร
1216	海外图鉴入口界面	IllustratedHandbookEntryDialog	2	Prefabs/IllustratedHandbook/IllustbookEntryDialog.prefab	1	1	1	0	0	1		1	图鉴	圖鑑	Gallery	図鑑	도감	สมุดภาพ
1217	海外图鉴名词百科	IllustratedHandbookProperNounDialog	2	Prefabs/IllustratedHandbook/IllustbookProperNounDialog.prefab	1	1	1	0	0	0		1						
1218	海外图鉴区域介绍	IllustratedHandbookAreaIntroDialog	2	Prefabs/IllustratedHandbook/IllustbookAreaDescriptionDialog.prefab	1	1	1	0	0	0		1	区域介绍	區域介紹	Introduction	エリア紹介	지역 소개	แนะนำเขตพื้นที่
1219	海外图鉴猫球列表	IllustratedHandbookCatballListDialog	2	Prefabs/IllustratedHandbook/IllustbookCatballListDialog.prefab	1	1	1	0	0	0		1	猫球档案	貓球檔案	Cato Archive	ガト一覧	냥냥볼 파일	ไฟล์แคทบอล
2202	剧情qte	ChapterQTE		Prefabs/Chapter/ChapterQTE.prefab		0	0	0	0	1		1						
1110	礼包码兑换	UISettingCDKExchange	2	Prefabs/Setting/SettingSecondPopUpExchangeGift.prefab		0	0	0	0	1		1						
1108	设置页面	UISettingDialog	2	Prefabs/Setting/SettingDialog.prefab	设置	1	1	0	0	1		1	设置	設置	Settings	設定	설정	ตั้งค่า
610	战中跳过回合确认	UIBattlingPassRoundDialog	3	Prefabs/UIBattling/UIBattlingPassRoundDialog.prefab		0	0	0	0	1		1						
2203	剧情loading	ChapterLoading		Prefabs/Chapter/ChapterLoading.Prefab		0	0	0	0	1		2						
2310	看板娘切换	UIChangeCharacterBillboard		Prefabs/Cultivate/UIHomeRoleChangeDialog.prefab		1	1	0	0	0		1						
620	战中玩法引导界面	UIGamePlayGuideDialog	3	Prefabs/UIGamePlayGuide/UIGamePlayGuideDialog.prefab		0	0	0	0	1		1						
2320	主线关卡选择界面	UIMainChapterDialog	2	Prefabs/MainChapter/MainChapterDialog.prefab		1	1	1	0	1	4190001;3000004	1						
2324	角色副本关卡界面	UIRolePlotDialog	2	Prefabs/RolePlot/RolePlot.prefab		1	1	0	0	0		1						
2330	手机玩法主界面	UIFeelingMainDialog		Prefabs/Feeling/FeelingMain.prefab		0	0	0	0	1		1						
2331	手机信息主界面	UIFeelingCommunicationDialog		Prefabs/Feeling/FeelingCommunicationDialog.prefab		1	1	0	0	1		1						
2332	手机购物主界面	UIFeelingShopDialog		Prefabs/Feeling/FeelingShopDialog.prefab		1	1	1	0	1		1						
2333	手机消息记录界面	UIFeelingMessageRecordDialog		Prefabs/Feeling/FeelingMessageRecordDialog.prefab		0	0	0	0	1		1						
2334	手机好感度界面	UIFeelingFavorabilityDialog		Prefabs/Feeling/FeelingFavorabilityDialog.prefab		1	1	0	0	1		1						
2335	手机好感度奖励界面	UIFeelingFavorabilityRewardDialog		Prefabs/Feeling/FeelingFavorabilityRewardDialog.prefab		0	0	0	0	1		1						
2336	手机好感度换装界面	UIFeelingFavorabilityFigureDialog		Prefabs/Feeling/FeelingFavorabilityFigureDialog.prefab		1	1	0	0	1		1						
2337	手机角色陪伴天数信息界面	UIFeelingFavorabilityRewardDetailsDialog		Prefabs/Feeling/FeelingFavorabilityRewardDetailsDialog.prefab		0	0	0	0	1		1						
2338	送礼反馈界面	UIFeelingShopOpenPresentsDialog		Prefabs/Feeling/FeelingShopOpenPresentsDialog.prefab		0	0	0	0	1		1						
2339	手机通话界面	UIFeelingCallDialog		Prefabs/Feeling/FeelingCallDialog.prefab		1	1	0	0	1		1						
2340	摇一摇界面	UIFeelingNaughtyDialog		Prefabs/Feeling/FeelingNaughtyDialog.prefab		1	1	0	0	1		1						
2341	一个单独的对话界面	UIFeelingNaughtyFrameMessageDialog		Prefabs/Feeling/FeelingNaughtyFrameMessageDialog.prefab		0	0	0	0	1		1						
2342	好感度升级界面	UIFeelingShopAscensionDialog		Prefabs/Feeling/FeelingShopAscensionDialog.prefab		0	0	0	0	1		1						
2343	明信片界面	UIFeelingNaughtyPostcardsDialog		Prefabs/Feeling/FeelingNaughtyPostcardsDialog.prefab		1	1	0	bgm_city	1		1						
2344	成就界面	AchievementDialog		Prefabs/Achievement/AchievementDialog.prefab	荣誉室	1	1	1	0	1		1	荣誉室	榮譽室	Hall of Honor	栄誉室	영예의 방	หอเกียรติยศ
2400	新手活动界面	BeginnerEventDialog	1	Prefabs/BeginnerEvent/BeginnerEventDialog.prefab		0	0	1	0	1		1						
2401	新手活动奖励选择界面	RewardSelect	1	Prefabs/BeginnerEvent/RewardSelect.prefab		1	1	0	0	1		1						
611	战斗统计界面	BattleStatisticPopupDialog	3	Prefabs/UIBattling/BattleEnd/BattleStatisticPopup.prefab		0	0	0	0	1		1						
621	战中玩法手册界面	UIGamePlayGuideBookDialog	3	Prefabs/UIGamePlayGuide/UIGamePlayGuideBookDialog.prefab		0	0	0	0	1		1						
2610	爬塔主界面	UIClimbTowerMainDialog	2	Prefabs/ClimbTower/ClimbTowerMain.prefab	html	1	1	0	bgm_action	1		1	绪能采集	緒能採集	Pathos Collection	エネルギー採集	이모션 에너지 채집	รวบรวมพลังงานพาโธส
2611	爬塔录像界面	UIClimbTowerVideoDialog		Prefabs/ClimbTower/ClimbTowerVideoDialog.prefab		1	1	0	bgm_action	0		1						
2612	世界boss主界面	UIWorldBossMainDialog	2	Prefabs/WorldBoss/WorldBossMain.prefab	1099;boss_index.html	1	1	1	bgm_world_boss	0		1	世界首领	世界首領	World Boss	ワールドBOSS	월드 보스	เวิลด์บอส
2613	世界boss场景	WorldBossEntry		Scenes/WorldBossSceneEnter.unity		1	1	0	bgm_world_boss	1		2						
