id	group	floor	reward	rewardNum	stock	grandReward	weight	minimum	leastCallTimes	highLight	status
286	1	16	4102201	100	2	0	100				1
287	1	16	4102101	100	2	0	100				1
288	1	16	4101001	10	1	0	100				1
289	1	17	4190004	1000	1	1	1000	24	12	1	1
290	1	17	4103003	2	1	0	50				1
291	1	17	4101002	2	1	0	100				1
292	1	17	4110001	10	3	0	100				1
293	1	17	4198002	2	1	0	100				1
294	1	17	4198001	20	1	0	100				1
295	1	17	4197002	3	1	0	100				1
296	1	17	3000018	100	1	0	100				1
297	1	17	4199001	10	1	0	100				1
298	1	17	4199002	10	1	0	100				1
299	1	17	4100032	1	1	0	100				1
300	1	17	4102901	1	1	0	100				1
301	1	17	4102501	50	2	0	100				1
302	1	17	4102401	50	2	0	100				1
303	1	17	4102301	100	2	0	100				1
304	1	17	4102201	100	2	0	100				1
305	1	17	4102101	100	2	0	100				1
306	1	17	4101001	10	1	0	100				1
307	1	18	4190001	200	1	1	1000	24	14	1	1
308	1	18	4103003	2	1	0	50				1
309	1	18	4101002	2	1	0	100				1
310	1	18	4110001	10	3	0	100				1
311	1	18	4198002	2	1	0	100				1
312	1	18	4198001	20	1	0	100				1
313	1	18	4197002	3	1	0	100				1
314	1	18	3000018	100	1	0	100				1
315	1	18	4199001	10	1	0	100				1
316	1	18	4199002	10	1	0	100				1
317	1	18	4100032	1	1	0	100				1
318	1	18	4102901	1	1	0	100				1
319	1	18	4102501	50	2	0	100				1
320	1	18	4102401	50	2	0	100				1
321	1	18	4102301	100	2	0	100				1
322	1	18	4102201	100	2	0	100				1
323	1	18	4102101	100	2	0	100				1
324	1	18	4101001	10	1	0	100				1
325	1	19	4190004	1000	1	1	1000	24	16	1	1
326	1	19	4103003	2	1	0	50				1
327	1	19	4101002	2	1	0	100				1
328	1	19	4110001	10	3	0	100				1
329	1	19	4198002	2	1	0	100				1
330	1	19	4198001	20	1	0	100				1
331	1	19	4197002	3	1	0	100				1
332	1	19	3000018	100	1	0	100				1
333	1	19	4199001	10	1	0	100				1
334	1	19	4199002	10	1	0	100				1
335	1	19	4100032	1	1	0	100				1
336	1	19	4102901	1	1	0	100				1
337	1	19	4102501	50	2	0	100				1
338	1	19	4102401	50	2	0	100				1
339	1	19	4102301	100	2	0	100				1
340	1	19	4102201	100	2	0	100				1
341	1	19	4102101	100	2	0	100				1
342	1	19	4101001	10	1	0	100				1
343	1	20	4105031	1	1	1	1000	24	20	1	1
344	1	20	5100001	2	1	0	50				1
345	1	20	4101002	2	1	0	100				1
346	1	20	4110001	10	3	0	100				1
347	1	20	4198002	2	1	0	100				1
348	1	20	4198001	20	1	0	100				1
349	1	20	4197002	3	1	0	100				1
350	1	20	3000018	100	1	0	100				1
351	1	20	4199001	10	1	0	100				1
352	1	20	4199002	10	1	0	100				1
353	1	20	4100032	1	1	0	100				1
354	1	20	4102901	1	1	0	100				1
355	1	20	4102501	50	2	0	100				1
356	1	20	4102401	50	2	0	100				1
357	1	20	4102301	100	2	0	100				1
358	1	20	4102201	100	2	0	100				1
359	1	20	4102101	100	2	0	100				1
360	1	20	4101001	10	1	0	100				1
361	2	1	4190001	200	1	1	1000	24	5	1	1
362	2	1	4100031	5	1	0	50				1
363	2	1	4101003	5	1	0	100				1
364	2	1	4110001	10	3	0	100				1
365	2	1	4198002	2	1	0	100				1
366	2	1	4198001	50	1	0	100				1
367	2	1	4197002	3	1	0	100				1
368	2	1	3000018	100	1	0	100				1
369	2	1	4102902	1	1	0	100				1
370	2	1	4102903	1	1	0	100				1
371	2	1	4102901	1	1	0	100				1
372	2	1	4100032	5	1	0	100				1
373	2	1	4102502	20	2	0	100				1
374	2	1	4102402	20	2	0	100				1
375	2	1	4102301	40	2	0	100				1
376	2	1	4102202	40	2	0	100				1
377	2	1	4102102	40	2	0	100				1
378	2	1	4101002	10	1	0	100				1
379	2	2	4190004	100	1	1	1000	24	6	1	1
380	2	2	4100031	5	1	0	50				1
381	2	2	4101003	5	1	0	100				1
382	2	2	4110001	10	3	0	100				1
383	2	2	4198002	2	1	0	100				1
384	2	2	4198001	50	1	0	100				1
385	2	2	4197002	3	1	0	100				1
386	2	2	3000018	100	1	0	100				1
387	2	2	4102902	1	1	0	100				1
388	2	2	4102903	1	1	0	100				1
389	2	2	4102901	1	1	0	100				1
390	2	2	4100032	5	1	0	100				1
391	2	2	4102502	20	2	0	100				1
392	2	2	4102402	20	2	0	100				1
393	2	2	4102301	40	2	0	100				1
394	2	2	4102202	40	2	0	100				1
395	2	2	4102102	40	2	0	100				1
396	2	2	4101002	10	1	0	100				1
397	2	3	4190001	200	1	1	1000	24	7	1	1
398	2	3	4100031	5	1	0	50				1
399	2	3	4101003	5	1	0	100				1
400	2	3	4110001	10	3	0	100				1
401	2	3	4198002	2	1	0	100				1
402	2	3	4198001	50	1	0	100				1
403	2	3	4197002	3	1	0	100				1
404	2	3	3000018	100	1	0	100				1
405	2	3	4102902	1	1	0	100				1
406	2	3	4102903	1	1	0	100				1
407	2	3	4102901	1	1	0	100				1
408	2	3	4100032	5	1	0	100				1
409	2	3	4102502	20	2	0	100				1
410	2	3	4102402	20	2	0	100				1
411	2	3	4102301	40	2	0	100				1
412	2	3	4102202	40	2	0	100				1
413	2	3	4102102	40	2	0	100				1
414	2	3	4101002	10	1	0	100				1
415	2	4	4190004	100	1	1	1000	24	8	1	1
416	2	4	4100031	5	1	0	50				1
417	2	4	4101003	5	1	0	100				1
418	2	4	4110001	10	3	0	100				1
419	2	4	4198002	2	1	0	100				1
420	2	4	4198001	50	1	0	100				1
421	2	4	4197002	3	1	0	100				1
422	2	4	3000018	100	1	0	100				1
423	2	4	4102902	1	1	0	100				1
424	2	4	4102903	1	1	0	100				1
425	2	4	4102901	1	1	0	100				1
426	2	4	4100032	5	1	0	100				1
427	2	4	4102502	20	2	0	100				1
428	2	4	4102402	20	2	0	100				1
429	2	4	4102301	40	2	0	100				1
430	2	4	4102202	40	2	0	100				1
431	2	4	4102102	40	2	0	100				1
432	2	4	4101002	10	1	0	100				1
433	2	5	9000033	5	1	1	1000	24	13	1	1
434	2	5	4100031	5	1	0	50				1
435	2	5	4101003	5	1	0	100				1
436	2	5	4110001	10	3	0	100				1
437	2	5	4198002	2	1	0	100				1
438	2	5	4198001	50	1	0	100				1
439	2	5	4197002	3	1	0	100				1
440	2	5	3000018	100	1	0	100				1
441	2	5	4102902	1	1	0	100				1
442	2	5	4102903	1	1	0	100				1
443	2	5	4102901	1	1	0	100				1
444	2	5	4100032	5	1	0	100				1
445	2	5	4102502	20	2	0	100				1
446	2	5	4102402	20	2	0	100				1
447	2	5	4102301	40	2	0	100				1
448	2	5	4102202	40	2	0	100				1
449	2	5	4102102	40	2	0	100				1
450	2	5	4101002	10	1	0	100				1
451	2	6	4190001	200	1	1	1000	24	8	1	1
452	2	6	4100031	5	1	0	50				1
453	2	6	4101003	5	1	0	100				1
454	2	6	4110001	10	3	0	100				1
455	2	6	4198002	2	1	0	100				1
456	2	6	4198001	50	1	0	100				1
457	2	6	4197002	3	1	0	100				1
458	2	6	3000018	100	1	0	100				1
459	2	6	4102902	1	1	0	100				1
460	2	6	4102903	1	1	0	100				1
461	2	6	4102901	1	1	0	100				1
462	2	6	4100032	5	1	0	100				1
463	2	6	4102502	20	2	0	100				1
464	2	6	4102402	20	2	0	100				1
465	2	6	4102301	40	2	0	100				1
466	2	6	4102202	40	2	0	100				1
467	2	6	4102102	40	2	0	100				1
468	2	6	4101002	10	1	0	100				1
469	2	7	4190004	200	1	1	1000	24	9	1	1
470	2	7	4100031	5	1	0	50				1
471	2	7	4101003	5	1	0	100				1
472	2	7	4110001	10	3	0	100				1
473	2	7	4198002	2	1	0	100				1
474	2	7	4198001	50	1	0	100				1
475	2	7	4197002	3	1	0	100				1
476	2	7	3000018	100	1	0	100				1
477	2	7	4102902	1	1	0	100				1
478	2	7	4102903	1	1	0	100				1
479	2	7	4102901	1	1	0	100				1
480	2	7	4100032	5	1	0	100				1
481	2	7	4102502	20	2	0	100				1
482	2	7	4102402	20	2	0	100				1
483	2	7	4102301	40	2	0	100				1
484	2	7	4102202	40	2	0	100				1
485	2	7	4102102	40	2	0	100				1
486	2	7	4101002	10	1	0	100				1
487	2	8	4190001	200	1	1	1000	24	11	1	1
488	2	8	4100031	5	1	0	50				1
489	2	8	4101003	5	1	0	100				1
490	2	8	4110001	10	3	0	100				1
491	2	8	4198002	2	1	0	100				1
492	2	8	4198001	50	1	0	100				1
493	2	8	4197002	3	1	0	100				1
494	2	8	3000018	100	1	0	100				1
495	2	8	4102902	1	1	0	100				1
496	2	8	4102903	1	1	0	100				1
497	2	8	4102901	1	1	0	100				1
498	2	8	4100032	5	1	0	100				1
499	2	8	4102502	20	2	0	100				1
500	2	8	4102402	20	2	0	100				1
501	2	8	4102301	40	2	0	100				1
502	2	8	4102202	40	2	0	100				1
503	2	8	4102102	40	2	0	100				1
504	2	8	4101002	10	1	0	100				1
505	2	9	4190004	200	1	1	1000	24	13	1	1
506	2	9	4100031	5	1	0	50				1
507	2	9	4101003	5	1	0	100				1
508	2	9	4110001	10	3	0	100				1
509	2	9	4198002	2	1	0	100				1
510	2	9	4198001	50	1	0	100				1
511	2	9	4197002	3	1	0	100				1
512	2	9	3000018	100	1	0	100				1
513	2	9	4102902	1	1	0	100				1
514	2	9	4102903	1	1	0	100				1
515	2	9	4102901	1	1	0	100				1
516	2	9	4100032	5	1	0	100				1
517	2	9	4102502	20	2	0	100				1
518	2	9	4102402	20	2	0	100				1
519	2	9	4102301	40	2	0	100				1
520	2	9	4102202	40	2	0	100				1
521	2	9	4102102	40	2	0	100				1
522	2	9	4101002	10	1	0	100				1
523	2	10	9000033	5	1	1	1000	24	15	1	1
524	2	10	4100031	5	1	0	50				1
525	2	10	4101003	5	1	0	100				1
526	2	10	4110001	10	3	0	100				1
527	2	10	4198002	2	1	0	100				1
528	2	10	4198001	50	1	0	100				1
529	2	10	4197002	3	1	0	100				1
530	2	10	3000018	100	1	0	100				1
531	2	10	4102902	1	1	0	100				1
532	2	10	4102903	1	1	0	100				1
533	2	10	4102901	1	1	0	100				1
534	2	10	4100032	5	1	0	100				1
535	2	10	4102502	20	2	0	100				1
536	2	10	4102402	20	2	0	100				1
537	2	10	4102301	40	2	0	100				1
538	2	10	4102202	40	2	0	100				1
539	2	10	4102102	40	2	0	100				1
540	2	10	4101002	10	1	0	100				1
541	2	11	4190001	200	1	1	1000	24	10	1	1
542	2	11	4100031	5	1	0	50				1
543	2	11	4101003	5	1	0	100				1
544	2	11	4110001	10	3	0	100				1
545	2	11	4198002	2	1	0	100				1
546	2	11	4198001	50	1	0	100				1
547	2	11	4197002	3	1	0	100				1
548	2	11	3000018	100	1	0	100				1
549	2	11	4102902	1	1	0	100				1
550	2	11	4102903	1	1	0	100				1
551	2	11	4102901	1	1	0	100				1
552	2	11	4100032	5	1	0	100				1
553	2	11	4102502	20	2	0	100				1
554	2	11	4102402	20	2	0	100				1
555	2	11	4102301	40	2	0	100				1
556	2	11	4102202	40	2	0	100				1
557	2	11	4102102	40	2	0	100				1
558	2	11	4101002	10	1	0	100				1
559	2	12	4190004	500	1	1	1000	24	12	1	1
560	2	12	4100031	5	1	0	50				1
561	2	12	4101003	5	1	0	100				1
562	2	12	4110001	10	3	0	100				1
563	2	12	4198002	2	1	0	100				1
564	2	12	4198001	50	1	0	100				1
565	2	12	4197002	3	1	0	100				1
566	2	12	3000018	100	1	0	100				1
567	2	12	4102902	1	1	0	100				1
568	2	12	4102903	1	1	0	100				1
569	2	12	4102901	1	1	0	100				1
570	2	12	4100032	5	1	0	100				1
571	2	12	4102502	20	2	0	100				1
572	2	12	4102402	20	2	0	100				1
573	2	12	4102301	40	2	0	100				1
574	2	12	4102202	40	2	0	100				1
575	2	12	4102102	40	2	0	100				1
576	2	12	4101002	10	1	0	100				1
577	2	13	4190001	200	1	1	1000	24	14	1	1
578	2	13	4100031	5	1	0	50				1
579	2	13	4101003	5	1	0	100				1
580	2	13	4110001	10	3	0	100				1
581	2	13	4198002	2	1	0	100				1
582	2	13	4198001	50	1	0	100				1
583	2	13	4197002	3	1	0	100				1
584	2	13	3000018	100	1	0	100				1
585	2	13	4102902	1	1	0	100				1
586	2	13	4102903	1	1	0	100				1
587	2	13	4102901	1	1	0	100				1
588	2	13	4100032	5	1	0	100				1
589	2	13	4102502	20	2	0	100				1
590	2	13	4102402	20	2	0	100				1
591	2	13	4102301	40	2	0	100				1
592	2	13	4102202	40	2	0	100				1
593	2	13	4102102	40	2	0	100				1
594	2	13	4101002	10	1	0	100				1
595	2	14	4190004	500	1	1	1000	24	16	1	1
596	2	14	4100031	5	1	0	50				1
597	2	14	4101003	5	1	0	100				1
598	2	14	4110001	10	3	0	100				1
599	2	14	4198002	2	1	0	100				1
600	2	14	4198001	50	1	0	100				1
601	2	14	4197002	3	1	0	100				1
602	2	14	3000018	100	1	0	100				1
603	2	14	4102902	1	1	0	100				1
604	2	14	4102903	1	1	0	100				1
605	2	14	4102901	1	1	0	100				1
606	2	14	4100032	5	1	0	100				1
607	2	14	4102502	20	2	0	100				1
608	2	14	4102402	20	2	0	100				1
609	2	14	4102301	40	2	0	100				1
610	2	14	4102202	40	2	0	100				1
611	2	14	4102102	40	2	0	100				1
612	2	14	4101002	10	1	0	100				1
613	2	15	4105031	1	1	1	1000	24	20	1	1
614	2	15	4100031	5	1	0	50				1
615	2	15	4101003	5	1	0	100				1
616	2	15	4110001	10	3	0	100				1
617	2	15	4198002	2	1	0	100				1
618	2	15	4198001	50	1	0	100				1
619	2	15	4197002	3	1	0	100				1
620	2	15	3000018	100	1	0	100				1
621	2	15	4102902	1	1	0	100				1
622	2	15	4102903	1	1	0	100				1
623	2	15	4102901	1	1	0	100				1
624	2	15	4100032	5	1	0	100				1
625	2	15	4102502	20	2	0	100				1
626	2	15	4102402	20	2	0	100				1
627	2	15	4102301	40	2	0	100				1
628	2	15	4102202	40	2	0	100				1
629	2	15	4102102	40	2	0	100				1
630	2	15	4101002	10	1	0	100				1
631	2	16	4190001	200	1	1	1000	24	10	1	1
632	2	16	4100031	5	1	0	50				1
633	2	16	4101003	5	1	0	100				1
634	2	16	4110001	10	3	0	100				1
635	2	16	4198002	2	1	0	100				1
636	2	16	4198001	50	1	0	100				1
637	2	16	4197002	3	1	0	100				1
638	2	16	3000018	100	1	0	100				1
639	2	16	4102902	1	1	0	100				1
640	2	16	4102903	1	1	0	100				1
641	2	16	4102901	1	1	0	100				1
642	2	16	4100032	5	1	0	100				1
643	2	16	4102502	20	2	0	100				1
644	2	16	4102402	20	2	0	100				1
645	2	16	4102301	40	2	0	100				1
646	2	16	4102202	40	2	0	100				1
647	2	16	4102102	40	2	0	100				1
648	2	16	4101002	10	1	0	100				1
649	2	17	4190004	800	1	1	1000	24	13	1	1
650	2	17	4100031	5	1	0	50				1
651	2	17	4101003	5	1	0	100				1
652	2	17	4110001	10	3	0	100				1
653	2	17	4198002	2	1	0	100				1
654	2	17	4198001	50	1	0	100				1
655	2	17	4197002	3	1	0	100				1
656	2	17	3000018	100	1	0	100				1
657	2	17	4102902	1	1	0	100				1
658	2	17	4102903	1	1	0	100				1
659	2	17	4102901	1	1	0	100				1
660	2	17	4100032	5	1	0	100				1
661	2	17	4102502	20	2	0	100				1
662	2	17	4102402	20	2	0	100				1
663	2	17	4102301	40	2	0	100				1
664	2	17	4102202	40	2	0	100				1
665	2	17	4102102	40	2	0	100				1
666	2	17	4101002	10	1	0	100				1
667	2	18	4190001	200	1	1	1000	24	15	1	1
668	2	18	4100031	5	1	0	50				1
669	2	18	4101003	5	1	0	100				1
670	2	18	4110001	10	3	0	100				1
671	2	18	4198002	2	1	0	100				1
672	2	18	4198001	50	1	0	100				1
673	2	18	4197002	3	1	0	100				1
674	2	18	3000018	100	1	0	100				1
675	2	18	4102902	1	1	0	100				1
676	2	18	4102903	1	1	0	100				1
677	2	18	4102901	1	1	0	100				1
678	2	18	4100032	5	1	0	100				1
679	2	18	4102502	20	2	0	100				1
680	2	18	4102402	20	2	0	100				1
