id	attackType	oneStarsPosition	oneStarsDirection	twoStarsPosition	twoStarsDirection	threeStarsPosition	threeStartDirection	threeStarsCam	mixTime	ifLook	ifOpenCam	ifLookTarget	endCam	skill3EndCam	status
62101002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101002_skill2_TL_new	0	0	0	0	1	0	1
63101002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101003_skill1_TL_new	0	0	0	0	1	0	1
62101003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101003_skill2_TL_new	0	0	0	0	1	0	1
63101003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101004_skill1_TL_new	0	0	0	0	1	0	1
62101004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101004_skill2_TL_new	0	0	0	0	1	0	1
63101004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101005_skill1_TL_new	0	0	0	0	1	0	1
62101005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101005_skill2_TL_new	0	0	0	0	1	0	1
63101005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101006_skill1_TL_new	0	0	0	0	1	0	1
62101006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101006_skill2_TL_new	0	0	0	0	1	0	1
63101006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101007_skill1_TL_new	0	0	0	0	1	0	1
62101007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101007_skill2_TL_new	0	0	0	0	1	0	1
63101007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101008_skill1_TL_new	0	0	0	0	1	0	1
62101008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101008_skill2_TL_new	0	0	0	0	1	0	1
63101008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101009_skill1_TL_new	0	0	0	0	1	0	1
62101009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101009_skill2_TL_new	0	0	0	0	1	0	1
63101009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101010_skill1_TL_new	0	0	0	0	1	0	1
62101010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101010_skill2_TL_new	0	0	0	0	1	0	1
63101010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101011_skill1_TL_new	0	0	0	0	1	0	1
62101011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101011_skill2_TL_new	0	0	0	0	1	0	1
63101011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101012_skill1_TL_new	0	0	0	0	1	0	1
62101012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101012_skill2_TL_new	0	0	0	0	1	0	1
63101012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101013_skill1_TL_new	0	0	0	0	1	0	1
62101013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101013_skill2_TL_new	0	0	0	0	1	0	1
63101013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62101014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63101014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101017_skill1_TL_new	0	0	0	0	1	0	1
62101017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101017_skill2_TL_new	0	0	0	0	1	0	1
63101017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61101018	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101018_skill1_TL_new	0	0	0	0	1	0	1
62101018	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			101018_skill2_TL_new	0	0	0	0	1	0	1
63101018	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102001_skill1_TL_new	0	0	0	0	1	0	1
62102001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102001_skill2_TL_new	0	0	0	0	1	0	1
63102001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102002_skill1_TL_new	0	0	0	0	1	0	1
62102002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102002_skill2_TL_new	0	0	0	0	1	0	1
63102002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102003_skill1_TL_new	0	0	0	0	1	0	1
62102003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102003_skill2_TL_new	0	0	0	0	1	0	1
63102003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102004_skill1_TL_new	0	0	0	0	1	0	1
62102004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102004_skill2_TL_new	0	0	0	0	1	0	1
63102004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102005_skill1_TL_new	0	0	0	0	1	0	1
62102005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102005_skill2_TL_new	0	0	0	0	1	0	1
63102005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102006_skill1_TL_new	0	0	0	0	1	0	1
62102006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102006_skill2_TL_new	0	0	0	0	1	0	1
63102006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102007_skill1_TL_new	0	0	0	0	1	0	1
62102007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102007_skill2_TL_new	0	0	0	0	1	0	1
63102007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102008_skill1_TL_new	0	0	0	0	1	0	1
62102008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102008_skill2_TL_new	0	0	0	0	1	0	1
63102008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102009_skill1_TL_new	0	0	0	0	1	0	1
62102009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102009_skill2_TL_new	0	0	0	0	1	0	1
63102009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102010_skill1_TL_new	0	0	0	0	1	0	1
62102010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102010_skill2_TL_new	0	0	0	0	1	0	1
63102010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102016	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102016_skill1_TL_new	0	0	0	0	1	0	1
62102016	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102016_skill2_TL_new	0	0	0	0	1	0	1
63102016	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102011_skill1_TL_new	0	0	0	0	1	0	1
62102011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102011_skill2_TL_new	0	0	0	0	1	0	1
63102011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102012_skill1_TL_new	0	0	0	0	1	0	1
62102012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102012_skill2_TL_new	0	0	0	0	1	0	1
63102012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102013_skill1_TL_new	0	0	0	0	1	0	1
62102013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102013_skill2_TL_new	0	0	0	1	1	0	1
63102013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102014_skill1_TL_new	0	0	0	0	1	0	1
62102014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102014_skill2_TL_new	0	0	0	0	1	0	1
63102014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102017_skill1_TL_new	0	0	0	0	1	0	1
62102017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102017_skill2_TL_new	0	0	0	0	1	0	1
63102017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61102018	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102018_skill1_TL_new	0	0	0	0	1	0	1
62102018	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			102018_skill2_TL_new	0	0	0	0	1	0	1
63102018	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103001_skill1_TL_new	0	0	0	0	1	0	1
62103001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103001_skill2_TL_new	0	0	0	0	1	0	1
63103001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103002_skill1_TL_new	0	0	0	0	1	0	1
62103002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103002_skill2_TL_new	0	0	0	0	1	0	1
63103002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103003_skill1_TL_new	0	0	0	0	1	0	1
62103003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103003_skill2_TL_new	0	0	0	0	1	0	1
63103003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103004_skill1_TL_new	0	0	0	0	1	0	1
62103004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103004_skill2_TL_new	0	0	0	0	1	0	1
63103004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103005_skill1_TL_new	0	0	0	0	1	0	1
62103005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103005_skill2_TL_new	0	0	0	0	1	0	1
63103005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103006_skill1_TL_new	0	0	0	0	1	0	1
62103006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103006_skill2_TL_new	0	0	0	0	1	0	1
63103006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103007_skill1_TL_new	0	0	0	0	1	0	1
62103007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103007_skill2_TL_new	0	0	0	0	1	0	1
63103007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103008_skill1_TL_new	0	0	0	0	1	0	1
62103008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103008_skill2_TL_new	0	0	0	0	1	0	1
63103008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103009_skill1_TL_new	0	0	0	0	1	0	1
62103009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103009_skill2_TL_new	0	0	0	0	1	0	1
63103009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103010_skill1_TL_new	0	0	0	0	1	0	1
62103010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103010_skill2_TL_new	0	0	0	0	1	0	1
63103010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103011_skill1_TL_new	0	0	0	0	1	0	1
62103011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103011_skill2_TL_new	0	0	0	0	1	0	1
63103011	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103012_skill1_TL_new	0	0	0	0	1	0	1
62103012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103012_skill2_TL_new	0	0	0	0	1	0	1
64103012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103012_skill4_TL_new	0	0	0	0	1	0	1
65103012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103012_skill5_TL_new	0	0	0	0	1	0	1
63103012	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103013_skill1_TL_new	0	0	0	0	1	0	1
62103013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103013_skill2_TL_new	0	0	0	0	1	0	1
63103013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103014_skill1_TL_new	0	0	0	0	1	0	1
62103014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103014_skill2_TL_new	0	0	0	0	1	0	1
63103014	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103017_skill1_TL_new	0	0	0	0	1	0	1
62103017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103017_skill2_TL_new	0	0	0	0	1	0	1
63103017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61103019	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103019_skill1_TL_new	0	0	0	0	1	0	1
62103019	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			103019_skill2_TL_new	0	0	0	0	1	0	1
63103019	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104001_skill1_TL_new	0	0	0	0	1	0	1
62104001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104001_skill2_TL_new	0	0	0	0	1	0	1
63104001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104002_skill1_TL_new	0	0	0	0	1	0	1
62104002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104002_skill2_TL_new	0	0	0	0	1	0	1
63104002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104003_skill1_TL_new	0	0	0	0	1	0	1
62104003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104003_skill2_TL_new	0	0	0	0	1	0	1
63104003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104004_skill1_TL_new	0	0	0	0	1	0	1
62104004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104004_skill2_TL_new	0	0	0	0	1	0	1
63104004	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104005_skill1_TL_new	0	0	0	0	1	0	1
62104005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104005_skill2_TL_new	0	0	0	0	1	0	1
63104005	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104006_skill1_TL_new	0	0	0	0	1	0	1
62104006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104006_skill2_TL_new	0	0	0	0	1	0	1
63104006	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104007_skill1_TL_new	0	0	0	0	1	0	1
62104007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104007_skill2_TL_new	0	0	0	0	1	0	1
63104007	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104008_skill1_TL_new	0	0	0	0	1	0	1
62104008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104008_skill2_TL_new	0	0	0	0	1	0	1
63104008	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
62104009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	1	0	1
63104009	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104010_skill1_TL_new	0	0	0	0	1	0	1
62104010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104010_skill2_TL_new	0	0	0	0	1	0	1
63104010	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104013_skill1_TL_new	0	0	0	0	1	0	1
62104013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104013_skill2_TL_new	0	0	0	0	1	0	1
63104013	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104016	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104016_skill1_TL_new	0	0	0	0	1	0	1
62104016	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104016_skill2_TL_new	0	0	0	0	1	0	1
63104016	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61104017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104017_skill1_TL_new	0	0	0	0	1	0	1
62104017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104017_skill2_TL_new	0	0	0	0	1	0	1
63104017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
64104017	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			104017_skill4_TL_new	0	0	0	0	1	0	1
61105001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105001_skill1_TL_new	0	0	0	0	1	0	1
62105001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105001_skill2_TL_new	0	0	0	0	1	0	1
63105001	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61105002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105002_skill1_TL_new	0	0	0	0	1	0	1
62105002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105002_skill2_TL_new	0	0	0	0	1	0	1
63105002	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			61100004	0	0	0	0	0	0	1
61105003	1	0;1.8;-5	0;1.5;0	0;1.8;-5	0;1.5;0			105003_skill1_TL_new	0	0	0	0	1	0	1
