id	chapterId	pic	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
10	103	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时134天。确定柴郡猫乐园为关键绪能点（已破坏），剩余关键绪能点6/7。寻找失踪案新线索。	倒數計時134天。確定柴郡貓樂園為關鍵緒能點（已破壞），剩餘關鍵緒能點6/7。尋找失蹤案新線索。	134 days remain. Cheshire Cat Park has been identified as a key Pathos Drop Point (now destroyed), leaving 6 out of 7 key Pathos Drop Points remaining. Investigate new leads in the missing persons case.	残り134日。チェシャ猫パラダイスがキー・オグヴェ・ポイント（破壊）と確認され、キー・オグヴェ・ポイント6/7が残っている。	D-134. 체셔 캣 랜드가 메인 이모션 에너지 스팟(파괴됨)임을 확정했습니다. 남은 메인 이모션 에너지 스팟은 6/7입니다. 실종 사건의 새로운 실마리를 찾았습니다.	นับ​ถอยหลัง​ 134​ วัน​ มี​การ​ยืนยัน​ว่า​สวนสนุก​แมว​เชสเชียร์​เป็น​จุด​พา​โธส​รั่วไหล​ที่​สำคัญ​ (​ถูก​ทํา​ลาย​แล้ว​)​ และ​จุด​พา​โธส​รั่วไหล​ที่​สำคัญ​เหลือ​ 6/7​ ค้นหา​เบาะแส​ใหม่​เกี่ยวกับ​คดี​คน​หาย​ต่อไป​
11	103	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月1日 周五 气温：14~23℃ 多云转晴 西北风3~4级	9月1日 週五 氣溫：14~23℃ 多雲轉晴 西北風3~4級	Sept. 1, Friday: 14-23℃, Partly cloudy clearing to sunny. NW wind at force 3-4.	9月1日（金） 気温：14~23℃ 曇りのち晴れ 北西の風 3~4	9월 1일 금요일 기온: 14~23℃ 구름 많음 뒤 맑음 북서풍 4~7m/s	วัน​ศุกร์​ที่​ 1​ กันยายน​:​ อุณหภูมิ​ 14​ -​ 23​ ℃​ มี​เมฆมาก​ ฟ้า​โปร่ง​ มี​ลม​ตะวันตกเฉียงเหนือ​ ระดับ​ 3​ -​ 4​
12	103	41:main_ico_bubble_1	1	美食指南	美食指南	Culinary Guide	フードガイド	맛집 가이드	คู่มือทำอาหาร	一年一度的美食星评选即将开始。指南的专业评审员将在接下来的两个月内，匿名造访全部在营业的餐厅酒店，为广大新海市民评选出指南推荐餐厅。	一年一度的美食星評選即將開始。指南的專業評審員將在接下來的兩個月內，匿名造訪全部在營業的餐廳酒店，為廣大新海市民評選出指南推薦餐廳。	Get ready for the highly anticipated annual Gourmet Star Selection. Over the next two months, professional critics from the guide will anonymously visit every restaurant and hotel to determine the best establishments for the citizens of Catto City.	年に一度のフードスター・アワードが始まる。 ガイドのプロの審査員が今後2ヶ月間、匿名で活動中のすべてのレストランとホテルを訪れ、新海の一般市民に向けてガイドが推薦するレストランを選出する。	한 해 한 번 있는 미식 평가가 곧 시작됩니다. 전문 평가원이 두 달 내 익명으로 모든 호텔 카페테리아에 방문할 예정이며, 수많은 뉴오션 시티 주민들이 추천 카페테리아를 엄선할 겁니다.	การ​จัดอันดับ​อาหาร​ยอดเยี่ยม​ประจำปี​ใกล้​จะ​เริ่ม​ขึ้น​แล้ว​!​ ใน​ช่วง​สอง​เดือน​ต่อจากนี้​ผู้ตัดสิน​มืออาชีพ​จะ​เยี่ยมชม​ร้านอาหาร​และ​โรงแรม​ทั้งหมด​ใน​เมือง​ โดยไม่เปิดเผย​ตัว​ เพื่อ​คัดเลือก​สถานที่​แนะนำ​สำหรับ​ชาว​แค​ทโตะ​ ซิตี้​ทุกคน​
13	104	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时132天。南港区疑似存在关键绪能点，着手调查「工厂怪谈」。	倒數計時132天。南港區疑似存在關鍵緒能點，著手調查「工廠怪談」。	132 days remain. A suspected key Pathos Drop Point has been identified in Southport. Begin investigating the Factory Paranormals.	残り132日。 南港区に荻エネルギー基点の存在が疑われ、「工場奇談」の調査が開始される。	D-132. 사우스포트에 메인 이모션 에너지 스팟이 존재하는 것 같습니다. 「공장괴담」조사에 착수합니다.	นับ​ถอยหลัง​ 132​ วัน​ สัณ​นิ​ษ​ฐาน​ว่า​เขต​ทะเล​ใต้​มี​จุด​พา​โธส​รั่วไหล​ ดำเนินการ​ตรวจสอบ​ [​เรื่อง​ประหลาด​โรงงาน​]​
14	104	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月3日 周日 气温：11~21℃ 阴 西南风4~5级	9月3日 周日 氣溫：11~21℃ 陰 西南風4~5級	Sept. 3, Sunday: 11-21℃, Overcast. SW wind at force 4-5.	9月3日（日） 気温：11~21℃ 曇り 南西の風 4~5	9월 3일 일요일 기온 11~21℃ 흐림 남서풍 6~10m/s	วันอาทิตย์​ที่​ 3​ กันยายน​:​ อุณหภูมิ​ 11​ -​ 21​ ℃​ มืดครึ้ม​ มี​ลม​ตะวันตกเฉียงใต้​ ระดับ​ 4​ -​ 5​
15	104	41:main_ico_bubble_1	1	情绪科学社	情緒科學社	Pathos Science Community	気分科学倶楽部	이모션 과학 학회	สมาคม​วิทยาศาสตร์​พา​โธส​	猫球科技迎来重大突破，本期情绪科学社将一次性测评市面上最受欢迎的二十种猫球，快来看看哪一种适合你！	貓球科技迎來重大突破，本期情緒科學社將一次性測評市面上最受歡迎的二十種貓球，快來看看哪一種適合你！	The Cato technology has achieved a groundbreaking advancement. In this edition of the Pathos Science Community, we will conduct a comprehensive evaluation of the top 20 Catos currently available. Join us and discover which one suits you best!	猫ボールの技術が大躍進を遂げました。今号の情緒科学研究会では、市場で最も人気のある20種類の猫ボールを一挙に評価します。どれが自分に合っているか、ぜひ見に来てください！	냥냥볼 과학 기술이 중요한 발전을 이뤄냈습니다. 이번 이모션 과학 학회에서 도시에서 가장 많은 사랑을 적용되는 냥냥볼 스무 종을 한번 측정평가한다고 하니, 오셔서 어떤 냥냥볼이 나에게 맞는지 확인해 보세요!	เทคโนโลยี​แค​ทบ​อล​ได้​นำไปสู่​ความก้าวหน้า​ครั้ง​ใหญ่​ ใน​ตอนนี้​ สมาคม​วิทยาศาสตร์​พา​โธส​จะ​ทำ​การประเมิน​แค​ทบ​อล​ยี่สิบ​ประเภท​ที่​ได้รับ​ความนิยม​สูงสุด​ใน​ตลาด​ มา​ดู​กัน​ว่า​แบบ​ไหน​เหมาะกับ​คุณ​มาก​ที่สุด​!​
16	105	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时131天。升级情绪餐厅。前往星光福利院调查。潜入织巢纺织厂。	倒數計時131天。升級情緒餐廳。前往星光福利院調查。潛入織巢紡織廠。	131 days remain. Level up the Pathos Cafe. Head to Starlight Orphanage for an investigation. Infiltrate Nestweave's Textiles.	残り131日。エモーション・レストランをアップグレード スターライト孤児院に調査に行く 織物工場「ウィーバーズ・ネスト」に潜入せよ。	D-131. 이모션 카페테리아를 레벨업 하세요. 홀리라이트 복지 센터으로 가서 조사를 진행하세요. 베뉴 방직공장에 잠입하세요.	นับ​ถอยหลัง​ 131​ วัน​ อัปเกรด​ร้าน​พา​โธส​คาเฟ่​ เดินทาง​ไป​สอบสวน​ที่​สถานสงเคราะห์​สตาร์​ไช​น์​ แอบ​เข้าไป​ใน​โรงงานทอผ้า​วี​ฟ​วิง​
17	105	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月4日 周一 气温：15~24℃ 阴转多云 东北风5级	9月4日 週一 氣溫：15~24℃ 陰轉多雲 東北風5級	Sept. 4, Monday: 15-24℃, Overcast becoming partly cloudy. NE wind at force 5.	9月4日（月） 気温：15～24℃ 曇りのち北東の風5号	9월 4일 월요일 기온: 15~24℃ 흐림 뒤 구름 많음 북동풍 8~10m/s	วัน​จันทร์​ที่​ 4​ กันยายน​:​ อุณหภูมิ​ 15​ -​ 24​ ℃​ มืดครึ้ม​ มี​เมฆมาก​ มี​ลม​ตะวันออกเฉียงเหนือ​ ระดับ​ 5​
18	105	41:main_ico_bubble_1	1	娱乐快讯	娛樂快訊	Entertainment Buzz	エンターテイメント・エクスプレス	엔터테인먼트 뉴스	ข่าวบันเทิง	当红偶像艾琳娜拒绝天价邀约，续签老东家弗露依亚事务所。	當紅偶像艾琳娜拒絕天價邀約，續簽老東家弗露依亞事務所。	Emerging star Erina has turned down a lucrative offer and has chosen to extend her contract with her long-time agency, Fluvia Agency.	人気アイドルのイレーナが高額オファーを断り、古巣のフルアイア・エージェンシーとの契約を更新する。	유명 아이돌 에리나가 초고가 연봉계약을 거절하고 기존의 플루비아 에이전시와 계약을 연장했습니다.	เมื่อ​เอ​ริ​นา​ไอดอล​คนดัง​ปฏิเสธ​คํา​เชิญ​ราคา​สูง​ และ​ต่อสัญญา​กับ​ต้นสังกัด​เก่า​อย่าง​สำนักงาน​ฟลู​ย่า​
19	106	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时129天。福利院遭遇袭击，紧急前往支援！	倒數計時129天。福利院遭遇襲擊，緊急前往支援！	129 days remain. Urgent! The orphanage is under attack! Hasten your arrival to provide much-needed support!	残り129日。施設が襲撃された！急いで支援に！	D-129. 복지 센터가 습격당했다. 긴급 지원이 필요하다!	นับ​ถอยหลัง​ 129​ วัน​ สถานสงเคราะห์​โดน​โจมตี​ รีบ​ไป​สนับสนุน​!​
20	106	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月6日 周三 气温：12~20℃ 阴转小雨 五持续风向＜三级	9月6日 週三 氣溫：12~20℃ 陰轉小雨 五持續風向＜三級	Sept. 6, Wednesday: 12~20℃; Overcast to light rain. Variable wind at less than force 3.	9月6日（水） 気温：12～20℃  曇りのち小雨	9월 6일 수요일 온도: 12~20℃ 흐린 뒤 이슬비 바람 방향 일정하지 않음 <3	วัน​พุธ​ที่​ 6​ กันยายน​:​ อุณหภูมิ​ 12​ -​ 20​ ℃​ มืดครึ้ม​ ฝนตก​เล็กน้อย​ ลม​พัด​ต่อเนื่อง​ น้อยกว่า​ระดับ​ 3​
21	106	41:main_ico_bubble_1	1	美食指南	美食指南	Culinary Guide	フードガイド	맛집 가이드	คู่มือทำอาหาร	懒人自救，6款简单易学的情绪饮品，学会在家就能做。	懶人自救，6款簡單易學的情緒飲品，學會在家就能做。	Simplifying Pathos Drinks for the lazy: Discover 6 effortless recipes to create in the comfort of your own home.	おすすめ！自宅でも簡単に作れる6つのパトスドリンク。	게으른 사람들에게 도움을 주는 6가지 이모션 음료, 배우면 집에서 만들 수 있답니다.	สูตร​เครื่องดื่ม​ปรับ​พา​โธ​สง่า​ย​ ๆ​ สำหรับ​คน​ขี้เกียจ​ 6​ แบบ​ ทำ​เอง​ได้ที่​บ้าน​
22	107	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时127天。提升小队实力。高度怀疑织巢纺织厂为关键绪能点！！着重调查纺织厂。	倒數計時127天。提升小隊實力。高度懷疑織巢紡織廠為關鍵緒能點！！著重調查紡織廠。	127 days remain. Power up the team. We strongly suspect that Nestweave's Textiles is a key Pathos Drop Point! Prioritize the investigation at the textile factory.	残り127日。 チーム力アップなるか。 織機の巣繊維工場がおでんのキーポイントになる疑いが濃厚！ 繊維工場の調査に集中する。	D-127. 팀의 능력을 키우세요. 베뉴 방직공장이 높은 확률로 메인 이모션 에너지 스팟으로 의심됩니다! 방직공장을 집중적으로 조사하세요.	นับ​ถอยหลัง​ 127​ วัน​ อัปเกรด​พลัง​ของ​ทีม​ สงสัย​ว่า​โรงงานทอผ้า​วี​ฟ​วิง​เป็น​จุด​พา​โธส​รั่วไหล​!!​ เน้น​การ​ตรวจสอบ​โรงงานทอผ้า​วี​ฟ​วิง​
23	107	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月8日 周五 气温：11~21℃ 阴 西南风4~5级	9月8日 週五 氣溫：11~21℃ 陰 西南風4~5級	Sept. 8, Friday: 11-21℃, Overcast. SW wind at force 4-5.	9月8日（金） 気温：11～21℃ 曇り 南西の風 4～5	9월 8일 금요일 기온 11~21℃ 흐림 남서풍 6~10m/s	วัน​ศุกร์​ที่​ 8​ กันยายน​:​ อุณหภูมิ​ 11​ -​ 21​ ℃​  มืดครึ้ม​ มี​ลม​ตะวันตกเฉียงใต้​ ระดับ​ 4​ -​ 5​
24	107	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	破案有速度，守护有温度——暴风眼贝克猫新人小队侦破9.07重大案件！为市民安全保驾护航！	破案有速度，守護有溫度——暴風眼貝克貓新人小隊偵破9.07重大案件！為市民安全保駕護航！	Speedy Justice and Warm Guardianship—The Baker Squad, a rookie team at StormEye, successfully cracked the significant 9/07 case, ensuring the safety of our citizens!	スピードで事件を解決し、温度でガードする-ストームアイ・ベイカー・キャット新人隊は907件の重大事件を解決した！ 市民の安全を守る！	적극적으로 사건을 해결하기 위해 속도가 붙었습니다——스톰아이 베이커캣의 새로운 팀이 9.07중대 사건 수사에 착수했습니다! 시민 여러분의 안전을 위해!	ไข​คดี​ด้วย​ความเร็ว​ คุ้มกัน​ด้วย​ความอบอุ่น​—​ทีม​เบเกอร์​หน้าใหม่​จาก​สตอร์ม​อาย​ คลี่คลาย​คดี​สำคัญ​ 9.07​ เสร็จสิ้น​!​ เพื่อ​ความปลอดภัย​ของ​ประชาชน​!​
25	108	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时109天。继续调查绪能点，找机会向特莉丝了解退队详情。	倒數計時109天。繼續調查緒能點，找機會向特莉絲瞭解退隊詳情。	109 days remain. Continue investigating the Pathos Drop Points and seize an opportunity to learn from Triss about her departure from the team.	残り109日。引き続きオジェネレーションポイントを調査し、トリスから隊を抜ける詳細を知るチャンスをうかがう。	D-109. 이모션 에너지 스팟을 계속 조사하세요. 기회를 봐서 트리스에게 전투 철수에 관한 상세한 정보를 공유해주세요	นับ​ถอยหลัง​ 109​ วัน​ ตรวจสอบ​จุด​พา​โธส​รั่วไหล​ต่อไป​ หา​โอกาส​สอบ​ถา​มท​ริ​ส​เรื่อง​รายละเอียด​ของ​การ​ถอนตัว​ออกจาก​ทีม​
26	108	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月21日 周四 气温：17~26℃ 晴 东北风2~3级	9月21日 週四 氣溫：17~26℃ 晴 東北風2~3級	Sept. 21, Thursday: 17-26℃, Sunny. NE wind at force 2-3.	9月21日（木） 気温：17～26℃ 晴れ 北東の風 2～3	9월 21일 목요일 기온: 17~26℃ 맑음 북동풍 2~5m/s	วัน​พฤหัสบดี​ที่​ 21​ กันยายน​:​ อุณหภูมิ​ 17​ -​ 26​ ℃​ ฟ้า​โปร่ง​ มี​ลม​ตะวันออกเฉียงเหนือ​ระดับ​ 2​ -​ 3​
27	108	41:main_ico_bubble_1	1	新海速报	新海速報	News Flash Catto City	ニューシー・エクスプレス	뉴오션 속보	ข่าวด่วนแคทโตะ	知名偶像特莉丝宣布暂停活动，粉丝留言挽留热度高涨，再次登顶「喵博」明星榜NO.1!	知名偶像特莉絲宣佈暫停活動，粉絲留言挽留熱度高漲，再次登頂「喵博」明星榜NO.1!	The idol Triss has made the heartfelt decision to take a temporary break from her active engagements. Overwhelmed by the support from her fans on social media, her popularity has skyrocketed, propelling her back to the coveted number one position on the "Meowblog" celebrity rankings!	名物アイドルのトリスが活動休止を発表し、ファンからの留任メッセージの熱気が急上昇。"ニャーブログ "のスターランキングで再び1位を獲得した！	유명한 아이돌인 트리스가 활동 일시 중단을 발표했습니다. 팬들은 댓글을 통해 극구 말리면서, 다시 한번 「냥차트」1위에 올라 달라 부탁했습니다.	ไอดอล​ชื่อดัง​ท​ริ​ส​ประกาศ​หยุด​กิจกรรม​ทุกอย่าง​ชั่วคราว​ ข้อความ​ต่อต้าน​ให้​ตัดสินใจ​ใหม่​จาก​แฟนคลับ​ ทำให้​กระแส​ความนิยม​พุ่ง​สูง​ขึ้น​ จน​ติด​ TOP​ อันดับ​ดารา​ NO.1​ ของ​ [​บล็อก​เหมียว​]​ อีกครั้ง​!​
28	109	41:main_ico_bubble_3	1	备忘录	備忘錄	Memo	メモ	메모	บันทึกช่วยจำ	倒计时106天。等待旧城区通行证，完成耀州区古董商人暗访。	倒數計時106天。等待舊城區通行證，完成耀州區古董商人暗訪。	106 days remain. Await clearance for Oldtown and proceed with the covert investigation of the antique dealer in Yaozhou.	残り106日。 オールド・タウン・パスを待って、イエウツリー地区の骨董品商を抜き打ち訪問完了。	D-106. 구시가지 통행증 발급을 기다리세요. 요주 타운 골동품 상인이 몰래 들어오도록 협조하세요.	นับ​ถอยหลัง​ 106​ วัน​ รอ​บัตร​ผ่าน​ไป​เขตเมือง​โบราณ​ สืบ​ข่าว​พ่อค้า​โบราณวัตถุ​อย่าง​ลับ​ๆ​ เสร็จ​แล้ว​
29	109	41:main_ico_bubble_2	1	喵喵天气	喵喵天氣	Meow Weather Report	ニャー天気	냥냥 날씨	พยากรณ์อากาศเมี้ยวๆ	9月29日 周五 气温：11~20℃ 多云 西南风3~4级	9月29日 週五 氣溫：11~20℃ 多雲 西南風3~4級	Sept. 29, Friday: 11-20℃, Partly cloudy. SW wind at force 3-4.	9月29日（金） 気温：11～20℃ 曇り 南西の風 3～4	9월 29일 금요일 기온: 11~20℃ 구름 많음 남서풍 4~7m/s	วัน​ศุกร์​ที่​ 29​ กันยายน​:​ อุณหภูมิ​ 11​ -​ 20​ ℃​ มี​เมฆมาก​ มี​ลม​ตะวันตกเฉียงใต้​ ระดับ​ 3​ -​ 4​
30	109	41:main_ico_bubble_1	1	怪谈协会	怪談協會	Strange Tales Society	怪談研究会	괴담 협회	สมาคมเรื่องลี้ลับ	今日热帖：你知道吗？废弃多年的利兹丹姆时期地铁通道，隐藏着恐怖的秘密。	今日熱帖：你知道嗎？廢棄多年的利茲丹姆時期地鐵通道，隱藏著恐怖的秘密。	Trending Today: You won't believe it! The abandoned subway tunnels from the Leidsdam era reveal some spine-chilling secrets.	今日の話題：ご存知ですか？ 長年放置されていたリーダム時代の地下通路には恐ろしい秘密が隠されている。	오늘의 핫이슈: 아시나요? 오래전 버려진 리즈덤 시절의 지하철 통로에는, 무서운 비밀이 숨겨져 있습니다.	ประเด็น​ร้อน​วันนี้​:​ คุณ​รู้​หรือไม่​?​ ทางเดิน​รถไฟใต้ดิน​ใน​ยุค​ของ​ลิ​ซแดนม์​ที่​ถูก​ทิ้ง​ร้าง​นั้น​ มี​ความลับ​ที่​น่ากลัว​ซ่อน​อยู่​
