"Kingdom_Obj_Cafe_1","Str_UI_Kingdom_Obj_Cafe_Name","Str_UI_Kingdom_Obj_Cafe_Desc","Cafe","StageClear","Stage_Normal_0037","1","","","Cafe","","SRNPCS001","Tutorial_Popup_BattleParty_01_jp","Obj_Restaurant"
"Kingdom_Obj_Cafe_2","Str_UI_Kingdom_Obj_Cafe_Name","Str_UI_Kingdom_Obj_Cafe_Desc","Cafe","StageClear","Stage_Normal_0037","2","ScheduleCount","3","Cafe","","SRNPCS001","Tutorial_Popup_BattleParty_01_jp","Obj_Restaurant"
"Kingdom_Obj_Cafe_3","Str_UI_Kingdom_Obj_Cafe_Name","Str_UI_Kingdom_Obj_Cafe_Desc","Cafe","StageClear","Stage_Normal_0037","3","ScheduleCount","10","Cafe","","SRNPCS001","Tutorial_Popup_BattleParty_01_jp","Obj_Restaurant"
"Kingdom_Obj_Cafe_4","Str_UI_Kingdom_Obj_Cafe_Name","Str_UI_Kingdom_Obj_Cafe_Desc","Cafe","StageClear","Stage_Normal_0037","4","ScheduleCount","25","Cafe","","SRNPCS001","Tutorial_Popup_BattleParty_01_jp","Obj_Restaurant"
"Kingdom_Obj_Cafe_5","Str_UI_Kingdom_Obj_Cafe_Name","Str_UI_Kingdom_Obj_Cafe_Desc","Cafe","StageClear","Stage_Normal_0037","5","ScheduleCount","50","Cafe","","SRNPCS001","Tutorial_Popup_BattleParty_01_jp","Obj_Restaurant"
"Kingdom_Obj_Fashion_1","Str_UI_Kingdom_Obj_Fashion_Name","Str_UI_Kingdom_Obj_Fashion_Desc","Fashion","StageClear","Stage_Normal_0037","1","","","Fashion","","SCNPCS001","Tutorial_Popup_AITypeInfo_02","Obj_Cafe"
"Kingdom_Obj_Fashion_2","Str_UI_Kingdom_Obj_Fashion_Name","Str_UI_Kingdom_Obj_Fashion_Desc","Fashion","StageClear","Stage_Normal_0037","2","ScheduleCount","3","Fashion","","SCNPCS001","Tutorial_Popup_AITypeInfo_02","Obj_Cafe"
"Kingdom_Obj_Fashion_3","Str_UI_Kingdom_Obj_Fashion_Name","Str_UI_Kingdom_Obj_Fashion_Desc","Fashion","StageClear","Stage_Normal_0037","3","ScheduleCount","10","Fashion","","SCNPCS001","Tutorial_Popup_AITypeInfo_02","Obj_Cafe"
"Kingdom_Obj_Fashion_4","Str_UI_Kingdom_Obj_Fashion_Name","Str_UI_Kingdom_Obj_Fashion_Desc","Fashion","StageClear","Stage_Normal_0037","4","ScheduleCount","25","Fashion","","SCNPCS001","Tutorial_Popup_AITypeInfo_02","Obj_Cafe"
"Kingdom_Obj_Fashion_5","Str_UI_Kingdom_Obj_Fashion_Name","Str_UI_Kingdom_Obj_Fashion_Desc","Fashion","StageClear","Stage_Normal_0037","5","ScheduleCount","50","Fashion","","SCNPCS001","Tutorial_Popup_AITypeInfo_02","Obj_Cafe"
"Kingdom_Obj_Souvenir_1","Str_UI_Kingdom_Obj_Souvenir_Name","Str_UI_Kingdom_Obj_Souvenir_Desc","Souvenir","KingdomRank","3","1","","","Souvenir","","SFNPCS001","Tutorial_Popup_BattleParty_02_jp","Obj_Fashion"
"Kingdom_Obj_Souvenir_2","Str_UI_Kingdom_Obj_Souvenir_Name","Str_UI_Kingdom_Obj_Souvenir_Desc","Souvenir","KingdomRank","3","2","ScheduleCount","3","Souvenir","","SFNPCS001","Tutorial_Popup_BattleParty_02_jp","Obj_Fashion"
"Kingdom_Obj_Souvenir_3","Str_UI_Kingdom_Obj_Souvenir_Name","Str_UI_Kingdom_Obj_Souvenir_Desc","Souvenir","KingdomRank","3","3","ScheduleCount","10","Souvenir","","SFNPCS001","Tutorial_Popup_BattleParty_02_jp","Obj_Fashion"
"Kingdom_Obj_Souvenir_4","Str_UI_Kingdom_Obj_Souvenir_Name","Str_UI_Kingdom_Obj_Souvenir_Desc","Souvenir","KingdomRank","3","4","ScheduleCount","25","Souvenir","","SFNPCS001","Tutorial_Popup_BattleParty_02_jp","Obj_Fashion"
"Kingdom_Obj_Souvenir_5","Str_UI_Kingdom_Obj_Souvenir_Name","Str_UI_Kingdom_Obj_Souvenir_Desc","Souvenir","KingdomRank","3","5","ScheduleCount","50","Souvenir","","SFNPCS001","Tutorial_Popup_BattleParty_02_jp","Obj_Fashion"
"Kingdom_Obj_Beauty_1","Str_UI_Kingdom_Obj_Beauty_Name","Str_UI_Kingdom_Obj_Beauty_Desc","Beauty","KingdomRank","5","1","","","Beauty","","SSNPCS001","Tutorial_Popup_EquipmentGrowth_03","Obj_Souvenir"
"Kingdom_Obj_Beauty_2","Str_UI_Kingdom_Obj_Beauty_Name","Str_UI_Kingdom_Obj_Beauty_Desc","Beauty","KingdomRank","5","2","ScheduleCount","3","Beauty","","SSNPCS001","Tutorial_Popup_EquipmentGrowth_03","Obj_Souvenir"
"Kingdom_Obj_Beauty_3","Str_UI_Kingdom_Obj_Beauty_Name","Str_UI_Kingdom_Obj_Beauty_Desc","Beauty","KingdomRank","5","3","ScheduleCount","10","Beauty","","SSNPCS001","Tutorial_Popup_EquipmentGrowth_03","Obj_Souvenir"
"Kingdom_Obj_Beauty_4","Str_UI_Kingdom_Obj_Beauty_Name","Str_UI_Kingdom_Obj_Beauty_Desc","Beauty","KingdomRank","5","4","ScheduleCount","25","Beauty","","SSNPCS001","Tutorial_Popup_EquipmentGrowth_03","Obj_Souvenir"
"Kingdom_Obj_Beauty_5","Str_UI_Kingdom_Obj_Beauty_Name","Str_UI_Kingdom_Obj_Beauty_Desc","Beauty","KingdomRank","5","5","ScheduleCount","50","Beauty","","SSNPCS001","Tutorial_Popup_EquipmentGrowth_03","Obj_Souvenir"
"Kingdom_Obj_Amuse_1","Str_UI_Kingdom_Obj_Amuse_Name","Str_UI_Kingdom_Obj_Amuse_Desc","Amuse","KingdomRank","7","1","","","Amuse","","SBNPCS001","Tutorial_Popup_HeroGrowth_05_jp","Obj_Beauty"
"Kingdom_Obj_Amuse_2","Str_UI_Kingdom_Obj_Amuse_Name","Str_UI_Kingdom_Obj_Amuse_Desc","Amuse","KingdomRank","7","2","ScheduleCount","3","Amuse","","SBNPCS001","Tutorial_Popup_HeroGrowth_05_jp","Obj_Beauty"
"Kingdom_Obj_Amuse_3","Str_UI_Kingdom_Obj_Amuse_Name","Str_UI_Kingdom_Obj_Amuse_Desc","Amuse","KingdomRank","7","3","ScheduleCount","10","Amuse","","SBNPCS001","Tutorial_Popup_HeroGrowth_05_jp","Obj_Beauty"
"Kingdom_Obj_Amuse_4","Str_UI_Kingdom_Obj_Amuse_Name","Str_UI_Kingdom_Obj_Amuse_Desc","Amuse","KingdomRank","7","4","ScheduleCount","25","Amuse","","SBNPCS001","Tutorial_Popup_HeroGrowth_05_jp","Obj_Beauty"
"Kingdom_Obj_Amuse_5","Str_UI_Kingdom_Obj_Amuse_Name","Str_UI_Kingdom_Obj_Amuse_Desc","Amuse","KingdomRank","7","5","ScheduleCount","50","Amuse","","SBNPCS001","Tutorial_Popup_HeroGrowth_05_jp","Obj_Beauty"
"Kingdom_Obj_Lucky_1","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","1","","","Lucky","KingdomLucky_Group_Rank1","","","Obj_Lucky"
"Kingdom_Obj_Lucky_2","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","2","KingdomRank","2","Lucky","KingdomLucky_Group_Rank2","","","Obj_Lucky"
"Kingdom_Obj_Lucky_3","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","3","KingdomRank","3","Lucky","KingdomLucky_Group_Rank3","","","Obj_Lucky"
"Kingdom_Obj_Lucky_4","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","4","KingdomRank","4","Lucky","KingdomLucky_Group_Rank4","","","Obj_Lucky"
"Kingdom_Obj_Lucky_5","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","5","KingdomRank","5","Lucky","KingdomLucky_Group_Rank5","","","Obj_Lucky"
"Kingdom_Obj_Lucky_6","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","6","KingdomRank","6","Lucky","KingdomLucky_Group_Rank6","","","Obj_Lucky"
"Kingdom_Obj_Lucky_7","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","7","KingdomRank","7","Lucky","KingdomLucky_Group_Rank7","","","Obj_Lucky"
"Kingdom_Obj_Lucky_8","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","8","KingdomRank","8","Lucky","KingdomLucky_Group_Rank8","","","Obj_Lucky"
"Kingdom_Obj_Lucky_9","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","9","KingdomRank","9","Lucky","KingdomLucky_Group_Rank9","","","Obj_Lucky"
"Kingdom_Obj_Lucky_10","Str_UI_Kingdom_Obj_Lucky_Name","Str_UI_Kingdom_Obj_Lucky_Desc","Lucky","StageClear","Stage_Normal_0026","10","KingdomRank","10","Lucky","KingdomLucky_Group_Rank10","","","Obj_Lucky"
"Kingdom_Obj_Vending_Machine_1","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","1","","","VendingMachine","2","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_2","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","2","KingdomRank","2","VendingMachine","3","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_3","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","3","KingdomRank","3","VendingMachine","4","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_4","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","4","KingdomRank","4","VendingMachine","5","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_5","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","5","KingdomRank","5","VendingMachine","6","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_6","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","6","KingdomRank","6","VendingMachine","7","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_7","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","7","KingdomRank","7","VendingMachine","8","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_8","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","8","KingdomRank","8","VendingMachine","9","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_9","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","9","KingdomRank","9","VendingMachine","10","","","Obj_VendingMachine"
"Kingdom_Obj_Vending_Machine_10","Str_UI_Kingdom_Gift_Vending_Machine","","VendingMachine","StageClear","Stage_Normal_0030","10","KingdomRank","10","VendingMachine","12","","","Obj_VendingMachine"
"Kingdom_Obj_Open_Kitchen","Str_UI_Dinner_OpenKitchen","","OpenKitchen","ComingSoon","","1","","","OpenKitchen","","","","Obj_OpenKitchen"
"Kingdom_Obj_Adventure_ShortCut","","","AdventureShortCut","None","","1","","","Adventure","","","",""
