"Base_EquipExp_Item_Need_Gold","3","","","","","","","","",""
"Base_Ing_TargetLine_Offset_Y","0.5","","","","","","","","",""
"Base_Ing_Blance_AvoRate_ControlValue","0","","","","","","","","",""
"Base_Ing_Blance_AvoRate_Max","0","","","","","","","","",""
"Base_Ing_Blance_AvoRate_Min","0","","","","","","","","",""
"Base_Ing_Blance_LevelDiffValue","0.05","","","","","","","","",""
"Base_Ing_Blance_LevelDiffMax","5","","","","","","","","",""
"Base_Ing_Blance_DmgReduction_Max","0.7","","","","","","","","",""
"Base_Ing_Blance_DmgReduction_Min","0.3","","","","","","","","",""
"Base_Ing_Blance_CriRate_ControlValue","-1.5","","","","","","","","",""
"Base_Ing_Blance_CriRate_Max","0.6","","","","","","","","",""
"Base_Ing_Blance_CriRate_Min","0.1","","","","","","","","",""
"Base_Ing_Blance_FinalCriDmgRate_Max","2","","","","","","","","",""
"Base_Ing_Blance_FinalCriDmgRate_Min","1.1","","","","","","","","",""
"Base_Ing_Blance_Elemental_Increase_Value","0.1","","","","","","","","",""
"Base_Ing_Blance_Elemental_Decrease_Value","-0.1","","","","","","","","",""
"Base_Ing_Blance_Dmg_RangeRate_Max","0.9","","","","","","","","",""
"Base_Ing_Blance_Dmg_RangeRate_Min","1.1","","","","","","","","",""
"Base_Ing_Blance_FinalHPRecoveryRate_Max","2","","","","","","","","",""
"Base_Ing_Blance_FinalHPRecoveryRate_Min","0.1","","","","","","","","",""
"Base_Ing_Action_ShoutBubble_Show_Rate","1","","","","","","","","",""
"Base_Ing_Action_ShoutBubble_Show_Max","5","","","","","","","","",""
"Temp_Arena_Start_CameraValue","8.5","","","","","","","","",""
"Temp_Arena_Start_CameraDuration","2.5","","","","","","","","",""
"Base_Ing_Char_CollisionArea_Radius","0.1","","","","","","","","",""
"Base_Dialogue_FastFowardTime","0.1","","","","","","","","",""
"Base_Ing_BossHpBar_Divide","1000","","","","","","","","",""
"Base_Ing_Char_MoveSpeed","9","","","","","","","","",""
"Base_Ing_Char_ArenaMoveSpeed","9","","","","","","","","",""
"Base_Ing_Char_Wave_MoveSpeed","1.8","","","","","","","","",""
"Base_Ing_Char_AtkSpeed_Max","2","","","","","","","","",""
"Base_Ing_Char_AtkSpeed_Min","0.2","","","","","","","","",""
"Base_Ing_FloaterHudOffsetX","0.5","","","","","","","","",""
"Base_Ing_FloaterHudOffsetY","0.5","","","","","","","","",""
"Base_Ing_Edge_Margin","0.01","","","","","","","","",""
"Base_Eq_EXPItem_Max_Count","20","","","","","","","","",""
"Base_Kingdom_Knights_Select_Max","5","","","","","","","","",""
"Base_HeroParty_MaxHero_Count","5","","","","","","","","",""
"Base_PartyPreset_Group_Count","5","","","","","","","","",""
"Base_PartyPreset_Preset_Count","5","","","","","","","","",""
"Base_Summon_Result_Save_Count","200","","","","","","","","",""
"Base_HeroGradeUp_Summon","20","50","150","","","","","","",""
"Base_BattleLimit_FirstCost","40","","","","","","","","",""
"Base_BattleLimit_AddCost","0.25","","","","","","","","",""
"Base_MainLobby_Hero_Select_Max","10","","","","","","","","",""
"Base_Friendship_FavoriteGift_Factor","2","","","","","","","","",""
"Base_Friendship_Most_FavoriteGift_Factor","2","","","","","","","","",""
"Base_Mail_Load_Max","50","","","","","","","","",""
"Base_Mail_Record_Max","400","","","","","","","","",""
"Base_Mail_Send_Item_Max","5","","","","","","","","",""
"Base_Mail_AcceptOnce_Max","20","","","","","","","","",""
"Base_Mirrorgram_HeroFollow_FriendshipRank","20","","","","","","","","",""
"Base_KingdomSchedule_HeroPiece_DropPer","800","","","","","","","","",""
"Base_KingdomVisit_Count","6","","","","","","","","",""
"Base_KingdomVisit_RenewalTime","8","","","","","","","","",""
"Base_KingdomInviteTicket_RenewalTime","8","","","","","","","","",""
"Base_KingdomInteraction_FriendshipExp","15","30","","","","","","","",""
"Base_CoinShop_Monthly_Reset_Rule","28","","","","","","","","",""
"KINGDOM_VIEW_TILE_COUNT_MIN","8","","","","","","","","",""
"KINGDOM_VIEW_TILE_COUNT_MAX","26","","","","","","","","",""
"KINGDOM_VIEW_TILE_COUNT_DEFAULT","26","","","","","","","","",""
"DefRateFormulaArgument","600","","","","","","","","",""
"Base_CoinShop_ExtraCharge_Max_Cost","5","","","","","","","","",""
"Base_Friend_Count_Max","30","","","","","","","","",""
"Base_Friend_Request_Count_Max","30","","","","","","","","",""
"Base_Friend_Received_Count_Max","30","","","","","","","","",""
"Base_UserAccount_Nickname_EditCoolTime","24","","","","","","","","",""
"Base_UserAccount_Anniversary_EditCoolTime","1","","","","","","","","",""
"Base_Attd_Fixed_Greeting","NPC_Char_001_28","NPC_Char_001_29","NPC_Char_001_30","","","","","","",""
"Base_Attd_Fixed_Completed","NPC_Char_001_31","NPC_Char_001_32","NPC_Char_001_33","","","","","","",""
"Base_TotalWar_Ticket_MaxCharge","99","","","","","","","","",""
"Base_TotalWar_GroggyRate","100","","","","","","","","",""
"Base_TotalWar_Penalty","200","","","","","","","","",""
"Base_TotalWar_FirstRankingList","100","","","","","","","","",""
"Base_TotalWar_AddRankingList","25","","","","","","","","",""
"Base_TotalWar_MaxRankingListSize","500","","","","","","","","",""
"Base_Food_Hunger_Max","5","","","","","","","","",""
"Base_Food_Hunger_CoolTime","90","","","","","","","","",""
"Base_Food_Desert_MakeExp","3","","","","","","","","",""
"Base_Food_Meat_MakeExp","6","","","","","","","","",""
"Base_Food_Dish_MakeExp","6","","","","","","","","",""
"Base_Food_Invite_Max","5","","","","","","","","",""
"Base_Food_InviteFriendShip","15","","","","","","","","",""
"Base_Food_AutoMake_GoldUse","8000","","","","","","","","",""
"Base_Food_LikeFoodFriendShip","30","","","","","","","","",""
"Base_Tutorial_LobbyDorothyOn","Tutorial_Mirrorgram3","","","","","","","","",""
"Base_Dialogue_AutoSelectTime","4","","","","","","","","",""
"Base_First_KingdomVisit","Char_001_S01_B","Char_078_S01_R","Char_084_S01_G","","","","","","",""
"Base_Tutorial_KingdomFirst","Tutorial_Kingdom5","","","","","","","","",""
"Base_Attendance_Fixed_Condition","Tutorial_GuideMission1","","","","","","","","",""
"Base_Sound_BgmMax","1","","","","","","","","",""
"Base_Sound_UIMax","10","","","","","","","","",""
"Base_Sound_BattleSfxMax","30","","","","","","","","",""
"Base_Sound_VoiceMax","5","","","","","","","","",""
"Base_Sound_EnvironmentMax","5","","","","","","","","",""
"Base_BattleDefeatResults_Delay","1","","","","","","","","",""
"Base_AtkM_Voice_Rate","60","","","","","","","","",""
"Base_Link_Voice_Rate","100","","","","","","","","",""
"Base_AtkE_Voice_Rate","100","","","","","","","","",""
"Base_Active_Voice_Rate","100","","","","","","","","",""
"Base_Dialogue_Interaction_SocketRadius","140","","","","","","","","",""
"Base_Dialogue_Interaction_HoldingTime","2.5","","","","","","","","",""
"Base_Kingdom_Voice_Cooltime","5","10","","","","","","","",""
"Base_Arena_FirstSeason_GroupCount","3","","","","","","","","",""
"Base_Arena_Blind_Tier_1","800","","","","","","","","",""
"Base_Arena_Blind_Tier_2","500","","","","","","","","",""
"Base_Arena_ReflashCoolTime","1","","","","","","","","",""
"Base_Arena_StackReward_Min","1","","","","","","","","",""
"Base_Arena_FirstRankingList","10","","","","","","","","",""
"Base_Arena_AddRankingList","10","","","","","","","","",""
"Base_Arena_MaxRankingListSize","100","","","","","","","","",""
"Base_Arena_ChargeMaxCount","5","","","","","","","","",""
"Base_Arena_PlayTime","90","","","","","","","","",""
"Base_Arena_BoosterTime","70","","","","","","","","",""
"Base_Arena_Report_MaxList","6","","","","","","","","",""
"Base_Arena_Report_Period","30","","","","","","","","",""
"Base_Arena_Report_FirstLoad","5","","","","","","","","",""
"Base_Arena_Report_AddLoad","10","","","","","","","","",""
"Base_Bal_Acc_Rate_Min","500","","","","","","","","",""
"Base_Voice_Delay","1.5","","","","","","","","",""
"Base_AutoSkillDelay","1","","","","","","","","",""
"Base_Ing_Delay_ApplyParticleType","1","","","","","","","","",""
"Base_Bal_SkillGradeNum_CountLevel","1,3","4,6","7,9","10,10","","","","","",""
"Base_Bal_SkillGradeNum_CountLevel_WriterPower","1","10","20","30","40","","","","",""
"Base_Arena_BoosterTimeStart","30","","","","","","","","",""
"Base_Arena_Booster_IncomingDmgUp","2000","","","","","","","","",""
"Base_Arena_Booster_TickTime","3","","","","","","","","",""
"DefRateFormulaArgumentLv","15","","","","","","","","",""
"Base_Summon_Tutorial_FixedGrade","3","","","","","","","","",""
"Base_Equip_Put_In_LvUp_Material","5","","","","","","","","",""
"Base_Summon_Reverse_Probability","1000","","","","","","","","",""
"Base_Tutorial_RollingBannerFixed","Tutorial_GuideMission1","","","","","","","","",""
"Base_Account_Lv_Max_Return","Point_ArcanaCoin","12000","","","","","","","",""
"Base_Char_Overlap_HeroGradeUp_Value","1","5","30","","","","","","",""
"BaseSetting_AdminTool_Notice_Duration","30","","","","","","","","",""
"Base_AdminTool_Notice_CycleTime","10","","","","","","","","",""
"Base_MvpScoreModifier","1.5","","","","","","","","",""
"Base_DM_Message_FastDelayRate","0.7","","","","","","","","",""
"Base_DM_Message_NormalDelayRate","1","","","","","","","","",""
"Base_DM_Message_SlowDelayRate","1.3","","","","","","","","",""
"Base_Monster_MaxLv","75","","","","","","","","",""
"Base_Ing_BattleStart_Delay","0.3","","","","","","","","",""
"Base_SummonVideo_Replay_CoolTime","120","","","","","","","","",""
"Base_Ing_BossHpBar_Decrease_Min","0.1","","","","","","","","",""
"Base_Ing_BossHpBar_Decrease_Max","0.5","","","","","","","","",""
"Base_Ing_BossHpBar_Decrease_Delay","0.1","","","","","","","","",""
"Base_Tutorial_CharacterGuide_Skip_Cooltime","1","","","","","","","","",""
"Base_CashShop_Bonus_Item","Point_Gold","Item_Ticket_GachaTicket","Item_Ticket_TenRoll_GachaTicket","Item_Ticket_TenRoll_GachaTicket_Event","Item_Ticket_GachaTicket_Event","","","","",""
