"Skill_C_501_01_B_LinkSkill_1","Skill_C_501_01_B_LinkSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","0","1","2","False","0.5"
"Skill_C_507_01_G_LinkSkill_1","Skill_C_507_01_G_LinkSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","Closest","1","Attach","Single","ATK_SINGLE_CIRCLE","0","","0.5","0.2","6","2","False","0.5"
"Skill_C_508_01_R_LinkSkill_1","Skill_C_508_01_R_LinkSkill","1","Target","FindNewTarget","CAST_LARGE_RECTANGLE_B","Enemy","Closest","1","Attach","Single","ATK_SINGLE_CIRCLE","0","","0.5","0.2","6","2","False","0.5"
"Skill_C_509_01_G_AtkM_1","Skill_C_509_01_G_AtkM","1","Target","FindNewTarget","CAST_MEDIUM_RECTANGLE","Enemy","None","1","Attach","Area","ATK_SMALL_CIRCLE","0","","0","0","1","2","False","0.5"
"Skill_C_509_01_G_LinkSkill_1","Skill_C_509_01_G_LinkSkill","1","Target","FindNewTarget","ALL","Player","OutsideX","1","Attach","Single","ATK_SINGLE_CIRCLE","0","","0","0","1","2","False","0.5"
"Skill_C_511_01_G_AtkM_1","Skill_C_511_01_G_AtkM","1","Target","FindNewTarget","CAST_MEDIUM_RECTANGLE","Enemy","None","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","0","1","3","False","0.5"
"SKILL_CST001S01G_BOSS_LINKSKILL_1","Skill_CST_001_01_G_LinkSkill","1","Caster","","","","","","Attach","Area","ATK_C085_ACTIVE","0","","0","0","1","2","False","0.5"
"SKILL_CST001S01G_BOSS_LINKSKILL_2","Skill_CST_001_01_G_LinkSkill","2","Target","FindNewTarget","ALL","Enemy","OutsideX","1","Position","Area","ATK_SMALL_CIRCLE","0","","0","0","1","2","False","0.5"
"SKILL_CST001S01G_BOSS_ACTIVESKILL_1","Skill_CST_001_01_G_ActiveSkill","1","Caster","","","","","","Attach","Area","ATK_C085_ACTIVE","0","","0","0","1","2","False","0.5"
"SKILL_CST001S01G_BOSS_ACTIVESKILL_2","Skill_CST_001_01_G_ActiveSkill","2","Target","FindNewTarget","ALL","Enemy","OutsideX","3","Position","Area","ATK_SMALL_CIRCLE","0","","0","0","1","2","False","0.5"
