"PracticeBook_Buff_Challenge_001_04","PracticeBook_Buff_Challenge_001","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_1F"
"PracticeBook_Buff_Challenge_002_01","PracticeBook_Buff_Challenge_002","Element","Green","ICON_CHAR_ELEMENTTYPE_GREEN","Str_UI_Element_Green","Str_Skill_BuffDesc_Element_2F"
"PracticeBook_Buff_Challenge_002_02","PracticeBook_Buff_Challenge_002","RoleType","Knight","ICON_CHAR_ROLETYPE_KNIGHT","Str_UI_RoleTypeName_Knight","Str_Skill_BuffDesc_Role_2F"
"PracticeBook_Buff_Challenge_002_03","PracticeBook_Buff_Challenge_002","CharacterGroup","Id_Food_Distributor_Department","ICON_EMBLEM_Group_Food_Distributor_Department","Str_UI_UserTitleName_Food_Distributor_Department","Str_Skill_BuffDesc_Group_2F"
"PracticeBook_Buff_Challenge_002_04","PracticeBook_Buff_Challenge_002","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_2F"
"PracticeBook_Buff_Challenge_003_01","PracticeBook_Buff_Challenge_003","Element","Blue","ICON_CHAR_ELEMENTTYPE_BLUE","Str_UI_Element_Blue","Str_Skill_BuffDesc_Element_3F"
"PracticeBook_Buff_Challenge_003_02","PracticeBook_Buff_Challenge_003","RoleType","Fighter","ICON_CHAR_ROLETYPE_FIGHTER","Str_UI_RoleTypeName_Fighter","Str_Skill_BuffDesc_Role_3F"
"PracticeBook_Buff_Challenge_003_03","PracticeBook_Buff_Challenge_003","CharacterGroup","Id_Emerald_Relief_Corps","ICON_EMBLEM_Group_Emerald_Relief_Corps","Str_UI_UserTitleName_Emerald_Relief_Corps","Str_Skill_BuffDesc_Group_3F"
"PracticeBook_Buff_Challenge_003_04","PracticeBook_Buff_Challenge_003","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_3F"
"PracticeBook_Buff_Challenge_004_01","PracticeBook_Buff_Challenge_004","Element","Blue","ICON_CHAR_ELEMENTTYPE_BLUE","Str_UI_Element_Blue","Str_Skill_BuffDesc_Element_4F"
"PracticeBook_Buff_Challenge_004_02","PracticeBook_Buff_Challenge_004","RoleType","Sorcerer","ICON_CHAR_ROLETYPE_SORCERER","Str_UI_RoleTypeName_Sorcerer","Str_Skill_BuffDesc_Role_4F"
"PracticeBook_Buff_Challenge_004_03","PracticeBook_Buff_Challenge_004","CharacterGroup","Id_The_Witch_Return_Oarganization","ICON_EMBLEM_Group_The_Witch_Return_Oarganization","Str_UI_UserTitleName_The_Witch_Return_Oarganization","Str_Skill_BuffDesc_Group_4F"
"PracticeBook_Buff_Challenge_004_04","PracticeBook_Buff_Challenge_004","AllCondition","","ICON_PracticeBook_MainChar","Str_UI_PracticeBook_MainCharBuff","Str_Skill_BuffDesc_MainChar_4F"
