"TotalWar_Season015_Resh","15","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season016_Zephyus","16","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season017_Resh","17","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season018_Zephyus","18","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season019_Resh","19","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season020_Zephyus","20","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season021_Resh","21","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season022_Zephyus","22","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season023_Resh","23","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season024_Zephyus","24","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season025_Resh","25","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season026_Zephyus","26","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season027_Resh","27","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season028_Zephyus","28","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season029_Resh","29","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season030_Zephyus","30","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season031_Resh","31","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season032_Zephyus","32","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season033_Resh","33","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season034_Zephyus","34","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season035_Resh","35","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season036_Zephyus","36","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season037_Resh","37","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season038_Zephyus","38","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
"TotalWar_Season039_Resh","39","TW_Resh","5","3","60","999","1001","TotalWar_Btn_Resh.png","TotalWar_Bg_Resh.png","Story_TotalWar_Resh"
"TotalWar_Season040_Zephyus","40","TW_Zephyrus","5","3","60","999","1001","TotalWar_Btn_Zephyrus.png","TotalWar_Bg_Zephyrus.png","Story_TotalWar_Resh"
