"sharon","Assets/Data/Character/OutGame/C064_S01R/CL064_S01R.prefab","Str_Char_064_S01_R_Name","C064_S01R_ICON_L"
"Mimir","Assets/Data/Character/OutGame/C066_S01B/CL066_S01B.prefab","Str_Char_066_S01_B_Name","C066_S01B_ICON_L"
"Paine","Assets/Data/Character/OutGame/C067_S01B/CL067_S01B.prefab","Str_Char_067_S01_B_Name","C067_S01B_ICON_L"
"JamieHook","Assets/Data/Character/OutGame/C072_S01R/CL072_S01R.prefab","Str_Char_072_S01_R_Name","C072_S01R_ICON_L"
"leaf","Assets/Data/Character/OutGame/C073_S01G/CL073_S01G.prefab","Str_Char_073_S01_G_Name","C073_S01G_ICON_L"
"Tally","Assets/Data/Character/OutGame/C074_S01R/CL074_S01R.prefab","Str_Char_074_S01_R_Name","C074_S01R_ICON_L"
"Angel","Assets/Data/Character/OutGame/C077_S01G/CL077_S01G.prefab","Str_Char_077_S01_G_Name","C077_S01G_ICON_L"
"Roxy","Assets/Data/Character/OutGame/C078_S01R/CL078_S01R.prefab","Str_Char_078_S01_R_Name","C078_S01R_ICON_L"
"Chichi","Assets/Data/Character/OutGame/C080_S01G/CL080_S01G.prefab","Str_Char_080_S01_G_Name","C080_S01G_ICON_L"
"Rin","Assets/Data/Character/OutGame/C083_S01B/CL083_S01B.prefab","Str_Char_083_S01_B_Name","C083_S01B_ICON_L"
"Bell","Assets/Data/Character/OutGame/C084_S01G/CL084_S01G.prefab","Str_Char_084_S01_G_Name","C084_S01G_ICON_L"
"Kaoru","Assets/Data/Character/OutGame/C085_S01B/CL085_S01B.prefab","Str_Char_085_S01_B_Name","C085_S01B_ICON_L"
"Amelia","Assets/Data/Character/OutGame/C087_S01B/CL087_S01B.prefab","Str_Char_087_S01_B_Name","C087_S01B_ICON_L"
"Belladonna","Assets/Data/Character/OutGame/C088_S01R/CL088_S01R.prefab","Str_Char_088_S01_R_Name","C088_S01R_ICON_L"
"Camilla","Assets/Data/Character/OutGame/C089_S01D/CL089_S01D.prefab","Str_Char_089_S01_D_Name","C089_S01D_ICON_L"
"Hilde","Assets/Data/Character/OutGame/C090_S01L/CL090_S01L.prefab","Str_Char_090_S01_L_Name","C090_S01L_ICON_L"
"Jax","Assets/Data/Character/OutGame/C091_S01G/CL091_S01G.prefab","Str_Char_091_S01_G_Name","C091_S01G_ICON_L"
"Snow","Assets/Data/Character/OutGame/C097_S01D/CL097_S01D.prefab","Str_Char_097_S01_D_Name","C097_S01D_ICON_L"
"miki","Assets/Data/Character/OutGame/C098_S01R/CL098_S01R.prefab","Str_Char_098_S01_R_Name","C098_S01R_ICON_L"
"Harvester","Assets/Data/Character/OutGame/C099_S01G/CL099_S01G.prefab","Str_Char_099_S01_G_Name","C099_S01G_ICON_L"
"Kohaku","Assets/Data/Character/OutGame/C100_S01G/CL100_S01G.prefab","Str_Char_100_S01_G_Name","C100_S01G_ICON_L"
"Aria","Assets/Data/Character/OutGame/C101_S01B/CL101_S01B.prefab","Str_Char_101_S01_B_Name","C101_S01B_ICON_L"
"Bari","Assets/Data/Character/OutGame/C102_S01B/CL102_S01B.prefab","Str_Char_102_S01_B_Name","C102_S01B_ICON_L"
"chloe","Assets/Data/Character/OutGame/C103_S01G/CL103_S01G.prefab","Str_Char_103_S01_G_Name","C103_S01G_ICON_L"
"Lens","Assets/Data/Character/OutGame/C201_S01L/CL201_S01L.prefab","Str_Char_201_S01_L_Name","C201_S01L_ICON_L"
"Laura","Assets/Data/Character/OutGame/C105_S01B/CL105_S01B.prefab","Str_Char_105_S01_B_Name","C105_S01B_ICON_L"
"Eleonora","Assets/Data/Character/OutGame/C104_S01G/CL104_S01G.prefab","Str_Char_104_S01_G_Name","C104_S01G_ICON_L"
"Iel","Assets/Data/Character/OutGame/C110_S01G/CL110_S01G.prefab","Str_Char_110_S01_G_Name","C110_S01G_ICON_L"
"Marie","Assets/Data/Character/OutGame/C112_S01B/CL112_S01B.prefab","Str_Char_112_S01_B_Name","C112_S01B_ICON_L"
"Khatimah","Assets/Data/Character/OutGame/C114_S01B/CL114_S01B.prefab","Str_Char_114_S01_B_Name","C114_S01B_ICON_L"
"Capeline","Assets/Data/Character/OutGame/C106_S01R/CL106_S01R.prefab","Str_Char_106_S01_R_Name","C106_S01R_ICON_L"
"Lily","Assets/Data/Character/OutGame/C111_S01B/CL111_S01B.prefab","Str_Char_111_S01_B_Name","C111_S01B_ICON_L"
"Astia","Assets/Data/Character/OutGame/C113_S01B/CL113_S01B.prefab","Str_Char_113_S01_B_Name","C113_S01B_ICON_L"
"Otohime","Assets/Data/Character/OutGame/C115_S01B/CL115_S01B.prefab","Str_Char_115_S01_B_Name","C115_S01B_ICON_L"
"konety","Assets/Data/Character/OutGame/N001/NL001.prefab","Str_NPC_Char_001_Name","N001_ICON_L"
"user","Assets/Data/Character/OutGame/R001_S01/RL001_S01.prefab","","R001_S01_ICON_L"
"dummy","Assets/Data/Character/Dialogue/Dummy/Dummy.prefab","Str_Dlg_Chr_bin_title",""
"prologuehokaiser","Assets/Data/Character/OutGame/C537_Prologue/CL537_Prologue.prefab","Str_Char_537_S01_R_Name","C537_Prologue_ICON_L"
"Hokaiser","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_537_S01_R_Name","C537_S01R_ICON_L"
"HokaiserHurt","Assets/Data/Character/OutGame/C537_S02R/CL537_S02R.prefab","Str_Char_537_S01_R_Name","C537_S02R_ICON_L"
"box","Assets/Data/Character/Dialogue/CL051_S01B_Box/CL051_S01B_Box.prefab","Str_Dlg_Chr_box_name","C051_S01B_Box_ICON_L"
"cask","Assets/Data/Character/Dialogue/CL051_S01B_OakCask/CL051_S01B_OakCask.prefab","Str_Dlg_Chr_cask_name","C051_S01B_OakCask_ICON_L"
"bin","Assets/Data/Character/Dialogue/CL051_S01B_WasteBasket/CL051_S01B_WasteBasket.prefab","Str_Char_051_S01_B_Name",""
"mob1","Assets/Data/Character/OutGame/NPC001_S01/NLPC001_S01.prefab","Str_Dlg_mob1_Bandit_Name",""
"Holexander","Assets/Data/Character/OutGame/C021_S01R/CL021_S01R.prefab","Str_Char_021_S01_R_Name","C021_S01R_ICON_L"
"kalidah","Assets/Data/Character/OutGame/C023_S01R/CL023_S01R.prefab","Str_Char_023_S01_R_Name","C023_S01R_ICON_L"
"Irius","Assets/Data/Character/OutGame/C022_S01B/CL022_S01B.prefab","Str_Char_022_S01_B_Name","C022_S01B_ICON_L"
"lena","Assets/Data/Character/OutGame/C10000_S01G/CL10000_S01G.prefab","",""
"Blank","Assets/Data/Character/OutGame/N999/NL999.prefab","",""
"NL002","Assets/Data/Character/OutGame/N002/NL002.prefab","",""
"NL003","Assets/Data/Character/OutGame/N003/NL003.prefab","","N003_ICON_L"
"NL004","Assets/Data/Character/OutGame/N004/NL004.prefab","","N004_ICON_L"
"NL005","Assets/Data/Character/OutGame/N005/NL005.prefab","","N005_ICON_L"
"NL006","Assets/Data/Character/OutGame/N006/NL006.prefab","","N006_ICON_L"
"NL007","Assets/Data/Character/OutGame/N007/NL007.prefab","","N007_ICON_L"
"NL008","Assets/Data/Character/OutGame/N008/NL008.prefab","","N008_ICON_L"
"NL009","Assets/Data/Character/OutGame/N009/NL009.prefab","","N009_ICON_L"
"NL010","Assets/Data/Character/OutGame/N010/NL010.prefab","","N010_ICON_L"
"NL011","Assets/Data/Character/OutGame/N011/NL011.prefab","","N011_ICON_L"
"NL012","Assets/Data/Character/OutGame/N012/NL012.prefab","","N012_ICON_L"
"NL013","Assets/Data/Character/OutGame/N013/NL013.prefab","","N013_ICON_L"
"NL014","Assets/Data/Character/OutGame/N014/NL014.prefab","","N014_ICON_L"
"NL015","Assets/Data/Character/OutGame/N015/NL015.prefab","","N015_ICON_L"
"NL016","Assets/Data/Character/OutGame/N016/NL016.prefab","","N016_ICON_L"
"NL017","Assets/Data/Character/OutGame/N017/NL017.prefab","","N017_ICON_L"
"NL018","Assets/Data/Character/OutGame/N018/NL018.prefab","","N018_ICON_L"
"NL019","Assets/Data/Character/OutGame/N019/NL019.prefab","","N019_ICON_L"
"NL020","Assets/Data/Character/OutGame/N020/NL020.prefab","","N020_ICON_L"
"NL021","Assets/Data/Character/OutGame/N021/NL021.prefab","","N021_ICON_L"
"NL022","Assets/Data/Character/OutGame/N022/NL022.prefab","Str_Dlg_Choco","N022_ICON_L"
"NL023","Assets/Data/Character/OutGame/N023/NL023.prefab","","N023_ICON_L"
"NL024","Assets/Data/Character/OutGame/N024/NL024.prefab","","N024_ICON_L"
"NL025","Assets/Data/Character/OutGame/N025/NL025.prefab","","N025_ICON_L"
"NL026","Assets/Data/Character/OutGame/N026/NL026.prefab","","N026_ICON_L"
"NL027","Assets/Data/Character/OutGame/N027/NL027.prefab","","N027_ICON_L"
"NL028","Assets/Data/Character/OutGame/N028/NL028.prefab","","N028_ICON_L"
"NL029","Assets/Data/Character/OutGame/N029/NL029.prefab","","N029_ICON_L"
"NL030","Assets/Data/Character/OutGame/N030/NL030.prefab","","N030_ICON_L"
"NL031","Assets/Data/Character/OutGame/N031/NL031.prefab","","N031_ICON_L"
"NL032","Assets/Data/Character/OutGame/N032/NL032.prefab","","N032_ICON_L"
"NL033","Assets/Data/Character/OutGame/N033/NL033.prefab","","N033_ICON_L"
"NL034","Assets/Data/Character/OutGame/N034/NL034.prefab","","N034_ICON_L"
"NL035","Assets/Data/Character/OutGame/N035/NL035.prefab","","N035_ICON_L"
"NL036","Assets/Data/Character/OutGame/N999/NL999.prefab","","N036_ICON_L"
"NL807","Assets/Data/Character/OutGame/N807/NL807.prefab","",""
"NL808","Assets/Data/Character/OutGame/N808/NL808.prefab","","N808_ICON_L"
"NL809","Assets/Data/Character/OutGame/N809/NL809.prefab","",""
"NL998","Assets/Data/Character/OutGame/N998/NL998.prefab","","N998_ICON_L"
"CL001_S02B","Assets/Data/Character/OutGame/C001_S02B/CL001_S02B.prefab","Str_Dlg_CL001_S02B","C001_S02B_ICON_L"
"CL040_S02R","Assets/Data/Character/OutGame/C040_S02R/CL040_S02R.prefab","Str_Dlg_CL040_S02R","C040_S02R_ICON_L"
"ProDorothy1","Assets/Data/Content/Dialogue/Prefab/Backgrounds/Intro_DrothyDm01.prefab","",""
"ProDorothy2","Assets/Data/Content/Dialogue/Prefab/Backgrounds/Intro_DrothyDm02.prefab","",""
"ProMeetDorothy","Assets/Data/Content/Dialogue/Prefab/Backgrounds/Intro_MeetDorothy01.prefab","",""
"PowerfulFatterCat","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_592_S01_R_Name","C592_S01R_ICON_L"
"EliteWolfAssaulter","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_596_S01_R_Name","C596_S01R_ICON_L"
"C024_S01G","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_024_S01_G_Name","C024_S01G_ICON_L"
"C024_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_024_S01_R_Name","C024_S01R_ICON_L"
"C025_S01G","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_025_S01_G_Name","C025_S01G_ICON_L"
"C025_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_025_S01_R_Name","C025_S01R_ICON_L"
"C052_S01G","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_052_S01_G_Name","C052_S01G_ICON_L"
"C052_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_052_S01_R_Name","C052_S01R_ICON_L"
"C524_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_524_S01_R_Name","C524_S01R_ICON_L"
"C525_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_525_S01_R_Name","C525_S01R_ICON_L"
"C536_S01G","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_536_S01_G_Name","C536_S01G_ICON_L"
"C588_S01G","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_588_S01_G_Name","C588_S01G_ICON_L"
"C589_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_589_S01_R_Name","C589_S01R_ICON_L"
"C558_S01G","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_558_S01_G_Name","C558_S01G_ICON_L"
"C559_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_559_S01_R_Name","C559_S01R_ICON_L"
"C900_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_900_S01_R_Name","C900_S01R_ICON_L"
"C901_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_901_S01_R_Name","C901_S01R_ICON_L"
"C902_S01R","Assets/Data/Character/OutGame/C537_S01R/CL537_S01R.prefab","Str_Char_902_S01_R_Name","C902_S01R_ICON_L"
