"SB_004_001_2","읏, 귀여운 고양이를 아프게 하고 싶진 않았는데...","","うっ、かわいいネコちゃんに痛い思いをさせたくないけど…","",""
"SB_004_001_3","숲냥이 항복 확인, 온순해졌습니다.","","森のにゃんこの降伏を確認、おとなしくなりました。","",""
"SB_004_001_4","역시 용사 파티는 지지 않는다는 거네~","","やっぱり勇者パーティーは負けないってことね～。","",""
"SB_004_001_5","나, 나 혼자 남았다냥. 큰일이다냥.","","ひ、一人ぼっちになっちゃったにゃん。マズいにゃん。","",""
"SB_004_004_1","여왕! 해치워 버리면 되는 거지?!","","女王！ やっちまっていいんだよな⁉","",""
"SB_004_004_2","똥개 3호, 후방 전력을 모두 해치웠습니다.","","野良犬3号、後方の戦力をすべて撃破しました。","",""
"SB_004_004_3","여왕님! 이 노예가 한 건 했습니다!","","女王様！ ワタクシメが一仕事いたしました！","",""
"SB_004_004_4","여, 여왕은 기쁘답니다. 오-호호홋호호호홋호!!","","じょ、女王はうれしゅうございますわっ。オーッホッホッホッ！","",""
"SB_004_004_5","이, 이런 이상한 애들한테 지고 싶진 않다고오~!!","","こ、こんなおかしな奴らに負けたくねぇよ～！","",""
"SB_004_009_1","처참하게 도륙 내주마...!","","八つ裂きにしてやる…！","",""
"SB_004_009_2","...칼리다 님. 제가 도와드릴게요.","","…カリダ様。私が楽にしてあげます。","",""
"SB_004_009_3","죽인다죽인다죽인다죽인다죽인다죽인다죽인다","","殺す殺す殺す殺す殺す殺す殺す","",""
"SB_004_009_4","이제 그만 세뇌에서 깨어나 주면 좋겠는데.","","もうそろそろ洗脳が解けてくれるといいんだけど。","",""
"SB_004_009_5","도와... 줘......","","助けて…くれ…","",""
"SB_005_002_1","초대권을 어디서 훔친 건지 순순히 말하도록 하세요!","","招待券をどこで盗んだのか、正直に白状なさい！","",""
"SB_005_002_2","아가씨의 말을 무시하다니, 죽고 싶습니까?","","お嬢様のお言葉を無視するとは、死にたいのですか？","",""
"SB_005_002_3","대답할 시간도 안 줬잖아...?","","答える暇もくれなかったでしょ…？","",""
"SB_005_002_4","읏, 이러다간 내 옷이 품위 없게 흐트러지겠어요!","","うっ、このままでは私の服が品位無く乱れてしまいますわ！","",""
"SB_005_002_5","그러니까 폭력 반대! 이제 좀 대화 하자구요~!!","","ですから、暴力反対！ ちょっと話し合いましょうってば～!!","",""
"SB_005_006_1","아가씨에게 음흉한 마음을 품은 자들, 척살하겠습니다.","","お嬢様に汚らわしい下心を抱いた者たちを、抹殺します。","",""
"SB_005_006_2","선배가 그럴 리가 없다고 말했잖아요?!","","先輩がそんなことするはずないって言ったじゃないですか⁉","",""
"SB_005_006_3","여왕! 말해 봤자 소용없어, 나한테 맡기라고!","","女王！ 言っても無駄だ、俺に任せろ！","",""
"SB_005_006_4","지난번보다 300% 힘든 전투였습니다....","","前回よりも300%苦しい戦闘でした…。","",""
"SB_005_006_5","제발 마지막으로 하자고, 이런 바보 같은 전투.","","こんなバカげた戦い、これで最後にしてよね。","",""
"TB_001","자, 어떤 놈이
제일 먼저 죽고 싶냐!","","さあ、真っ先に
死にたいのはどいつだ！","",""
"TB_002","하! 이 정도는 이 라이가 님
혼자만으로도 한입 거리라고?!","","ハッ！これくらいは
俺一人で十分だぜ！","",""
"TB_003","어림없다!
이 몸이 직접 상대해 주마!","","ほざきやがって！
この俺が相手をしてやろう！","",""
"TB_004","라이가 혼자서는 귀찮겠네.
제노아, 합류하자.","","ライガーだけじゃ
手こずりそうね。
ゼノア、合流しよう。","",""
"TB_005","적 전력 분석 완료.
후방 집중 포화하겠습니다.","","敵戦力、分析完了。
後方に集中砲火します。","",""
"TB_006","이 자식들!
우습게 보는 거냐!!","","貴様ら！
馬鹿にしてるのか⁉","",""
"TB_007","대체 무슨 결론이야, 그게?!","","どういう結びつきなのよ
それ!?","",""
"TB_008","큭, 이 자식들
생각보다 강하잖아?!","","クッ、こいつら…
意外とやるじゃねぇか！","",""
"TB_009","쓰려트려도 끝이 없어!","","倒しても倒しても
キリがないわ！","",""
"TB_010","출력이 점점
떨어지고 있습니다....","","出力が
落ちつつあります。","",""
"TB_011","나도 도울게!","","私も手伝うよ！","",""
"TB_012","선배!
선배는 피해 있어요!","","先輩！
先輩は離れてください！","",""
"TB_013","으윽…
역부족이야......!","","うぅ…
力が…入らない…！","",""
"TB_014","이럴 수가.......","","そ、そんな……","",""
"TB_015","?!
선배? 피하라고 했는데 왜 아직...!","","⁉
先輩？ 離れてって言ったのに、どうして…！","",""
"TB_016","네놈도 죽여 주마!!","","貴様も殺してやる！","",""
"TB_017","안... 안 돼,
선배!! 피해요!!","","だ…ダメぇ！
先輩!! 避けて!!","",""
"TB_018","이... 힘은...?","","この…力は…？","",""
"TB_019","몸에 다시 힘이...?!","","体に…力が戻って…？","",""
"TB_020","가득 채워지는 게 느껴져!","","力が満たされていくのを感じる！","",""
"TB_021","마력이 빠르게
차오르고 있습니다. 60... 80...","","魔力の急上昇を確認。
60…80…","",""
"TB_022","충전 100! 적을 섬멸합니다.","","フルチャージ！
敵を殲滅します！","",""
"Test_BotName_Prefix_1","잠자는 숲속의","","眠れる森の","",""
"Test_BotName_Prefix_2","이상한 나라의","","不思議の国の","",""
"Test_BotName_Prefix_3","높은 탑 속의","","塔の上の","",""
"Test_BotName_Prefix_4","거울 나라의","","鏡の国の","",""
"Test_BotName_Prefix_5","용궁에 다녀온","","竜宮へ行って来た","",""
"Test_BotName_Prefix_6","장화 신은","","長靴をはいた","",""
"Test_BotName_Prefix_7","빨간 구두를 신은","","赤い靴の","",""
"Test_BotName_Prefix_8","요술램프를 발견한","","魔法のランプを発見した","",""
"Test_BotName_Prefix_9","사슴을 구해준","","鹿を助けた","",""
"Test_BotName_Prefix_10","과자집을 발견한","","お菓子の家を発見した","",""
"Test_BotName_Prefix_11","오작교를 건넌","","鵲橋を渡った","",""
"Test_BotName_Prefix_12","독사과를 먹은","","毒リンゴを食べた","",""
"Test_BotName_Prefix_13","해와 달이 된","","太陽と月になった","",""
"Test_BotName_Prefix_14","벽돌집을 지은","","レンガの家を作った","",""
"Test_BotName_Prefix_15","빨간 모자를 쓴","","赤い帽子をかぶった","",""
"Test_BotName_Prefix_16","영원히 어리게 사는","","永遠に若いままの","",""
"Test_BotName_Prefix_17","콩나무를 잘 키운","","豆の木を立派に育てた","",""
"Test_BotName_Prefix_18","유리구두를 벗은","","ガラスの靴を脱いだ","",""
"Test_BotName_Prefix_19","물거품이 된","","泡になった","",""
"Test_BotName_Prefix_20","양탄자를 탄","","絨毯に乗った","",""
"Test_BotName_Suffix_1","용사","","勇者","",""
"Test_BotName_Suffix_2","전생자","","転生者","",""
"Test_BotName_Suffix_3","소환자","","召喚者","",""
"Test_BotName_Suffix_4","구세주","","救世主","",""
"Test_BotName_Suffix_5","지구인","","地球人","",""
"Test_BotName_Suffix_6","주인공","","主人公","",""
"Test_BotName_Suffix_7","대장","","隊長","",""
"Test_BotName_Suffix_8","히어로","","ヒーロー","",""
"Test_BotName_Suffix_9","히로인","","ヒロイン","",""
"Test_BotName_Suffix_10","환영","","幻影","",""
"Str_Char_001_S01_G_Name","도로시","","ドロシー","",""
"Str_Char_001_S01_G_Desc","도로시_설명","","ドロシー_概要","",""
"Str_Char_001_S01_B_Name","도로시","","ドロシー","",""
"Str_Char_001_S01_B_Desc","런던에서 태어난 도로시는 고등학교 때 시부야 도쿄로 전학을 갔으며 그곳에서 「주인공」를 만났다.
이후 글린다의 부름으로 인해 메르헨 대륙에 도착했고, 먼치킨 왕국의 여왕이 된다.
위기에 처한 먼치킨 왕국을 도와줄 용사를 소환하며 「주인공」을 다시 만나고, 느닷없이 「주인공」을 용사로 추대해 버린다.
선량하고 활발한 성품으로 평범한 소녀 같지만, 지구에서는 외롭게 살아온 그녀이기에 다른 사람의 입장과 상황도 깊게 고민하고 배려하며 왕국을 따뜻하게 다스려 간다.
그녀의 행동 원리는 어디까지나 [먼치킨 왕국의, 아니 이 세상 모든 이들의 행복]을 위해서다.","","父親は地球人で、地球にやってきた「グリンダ」が
母親である。

ロンドンで生まれたドロシーは、高校時代に東京・渋谷に
転校し、そこで「主人公」と出会う。

その後、グリンダによりメルヘン大陸に呼び戻され、
マンチキン王国の女王となる。

危機に陥ったマンチキン王国を救うため、
勇者の召喚を試み、「主人公」と再会すると、
いきなり勇者に任命してしまう。

朗らかで活発な性格で、ごく普通の少女のようだが、
地球で孤独に過ごしてきた彼女だからこそ、
他人の立場や状況を深く考え、思いやりながら、
温かく王国を治めていく。

彼女の行動は、「マンチキン王国の垣根を超え、すべての種族の幸せ」という理想に基づいている。","",""
"Str_Char_001_S01_B_From","영국","","イギリス","",""
"Str_Char_001_S01_B_Type","마녀","","魔女","",""
"Str_Char_001_S01_B_Gender","여성","","女性","",""
"Str_Char_001_S01_B_Age","17세","","17歳","",""
"Str_Char_001_S01_B_Birth","12월 24일","","12月24日","",""
"Str_Char_001_S01_B_High","162 cm","","162 cm","",""
"Str_Char_001_S01_B_Weight","47 kg","","47 kg","",""
"Str_Char_001_S01_B_Bloodtype","B형","","B型","",""
"Str_Char_001_S01_B_VoiceActor","하세가와 이쿠미","","長谷川 育美","",""
"Str_Char_002_S01_R_Name","라이가","","ライガー","",""
"Str_Char_002_S01_R_Desc","비스트림 출신의 수인 쿼터(¼) 전사. 
할아버지는 용감한 사자왕 리처드로 비스트림 시바야 자치구의 초대 의장이었다. 
먼치킨 왕국이 건립되자 자신의 힘을 인정받기 위해서 스스로 찾아왔다.
단순하고 호쾌한 성격으로, 그 단순함은 ""뇌까지 근육으로 이루어져 있을지 정밀검사를 해보고 싶네요"" 라는 누군가의 평을 들을 정도.
1:1 로 싸운다면 메르헨 대륙에서도 상대를 찾기 어려울 정도로 강자이나, 마법이나 전술적인 이해가 매우 낮아서 쉽게 당하기도 한다.
하지만 그의 최대 강점은 바보라는 평가와는 별개로, 전투에서는 동료들을 지키기 위해 가장 명확한 해답을 본능적으로 발견해 내는 직관력이다.","","ビーストリム出身で、獣人クォーター(1/4)の戦士。

祖父は勇敢な獅子王リチャードで、ビーストリムの柴谷自治区初代議長だった。
自身の力を証明するため、マンチキン王国が建国されると自ら訪れた。

単純かつ豪快な性格で、その単純さは「脳まで筋肉になっているか確かめてみたい」と誰かに言われるほど。

一対一で戦えばメルヘン大陸で右に出る者はいないほどの強者だが、魔法や頭脳的な戦術に長ける相手には、全く歯が立たない時もある。

そんな彼の最大の長所は、戦闘で仲間を守るために最も的確な答えを本能的に発見する直感力である。","",""
"Str_Char_002_S01_R_From","비스트림","","ビーストリム","",""
"Str_Char_002_S01_R_Type","반수인","","半獣人","",""
"Str_Char_002_S01_R_Gender","남성","","男性","",""
"Str_Char_002_S01_R_Age","23세","","23歳","",""
"Str_Char_002_S01_R_Birth","8월 21일","","8月21日","",""
"Str_Char_002_S01_R_High","182 cm","","182 cm","",""
"Str_Char_002_S01_R_Weight","77 kg","","77 kg","",""
"Str_Char_002_S01_R_Bloodtype","B형","","B型","",""
"Str_Char_002_S01_R_VoiceActor","오카모토 노부히코","","岡本 信彦","",""
"Str_Char_003_S01_B_Name","제노아","","ゼノア","",""
"Str_Char_003_S01_B_Desc","먼치킨 왕국의 숲에서 발견된 기인.
코어가 없어 보통은 재기동 할 수 없었겠지만, 도로시를 만나 그녀의 마력을 흡수하며 기동할 수 있게 되었다.
어떤 원리로 작동하고 있는지 알 수 없는 자신의 존재에 대해서 가끔 사유할 때가 있지만, 대부분의 경우 크게 신경 쓰지 않고 자신을 깨워준 도로시를 주인으로 여기며 지내고 있다.
재기동한 지 7년밖에 되지 않은 탓인지 기인 중에서도 아직 감정 표현이 서툴고 기계적인 말투를 구사하지만 기본적으로 마음 씀씀이는 선하며, 나름의 유머를 구사하려고 노력한다.
신체의 변화를 정밀하게 인지해 감정을 추측하고 계산하는 특기 아닌 특기가 있다.","","マンチキン王国の森で発見された機械人。

コアが失われており、
通常であれば再起動はできないはずだったが、
ドロシーと出会い、彼女の魔力を吸収したことで
目を覚ました。

どのような原理で作動しているのかは
彼女自身もわかっていない。

普段はあまり気にせず、自分を目覚めさせたドロシーを
主人だと思って過ごしているが、
時折自分の存在について考えることもある。

再起動後、7年しか経っていないためか、
機械人の中でも感情表現が苦手で、機械的な話し方を
することが多いが、基本的には心優しい性格。
ユーモアを駆使しようと努力している。

身体の変化を精密に感知し、
感情を推測して計算する機械的な特技がある。","",""
"Str_Char_003_S01_B_From","먼치킨 왕국","","マンチキン王国","",""
"Str_Char_003_S01_B_Type","기인","","機械人","",""
"Str_Char_003_S01_B_Gender","여성","","女性","",""
"Str_Char_003_S01_B_Age","7년","","7年","",""
"Str_Char_003_S01_B_Birth","11월 11일","","11月11日","",""
"Str_Char_003_S01_B_High","160 cm","","160 cm","",""
"Str_Char_003_S01_B_Weight","80 kg","","80 kg","",""
"Str_Char_003_S01_B_Bloodtype","알파형","","アルファ型","",""
"Str_Char_003_S01_B_VoiceActor","키토우 아카리","","鬼頭 明里","",""
"Str_Char_004_S01_G_Name","칩","","チップ","",""
"Str_Char_004_S01_G_Desc","칩_설명","","チップ_概要","",""
"Str_Char_005_S01_D_Name","아브닐","","アヴニール","",""
"Str_Char_005_S01_D_Desc","아브닐은 두냐자드가 관리하는 「라딘 상회」의 수석 경호원이다.
지금의 고리타분한 모습에서 상상할 수 없겠지만 과거 그는 유명한 골동품 수집가로, 델마르의 거의 모든 유적을 독파하며 유물을 쓸어 모았다.
그러던 와중 도적떼의 습격을 받아 큰 위기에 빠진 적이 있었다.
그때 그 도적들을 토벌하기 위해 왔던 「라딘 상회」의 두냐자드가 우연히 그를 구해주게 된다.
감사 인사를 건네려던 순간 두냐자드가 패용한 희귀한 장신구와 가신들이 짊어진 유물 보따리와 눈이 마주친 아브닐. 그 길로 목숨 값을 갚고 싶다며 자신을 고용해달라 부탁하고, 두냐자드는 그를 보고 재미있을 것 같다며 고용하였다. 
그 이후로 그는 두냐자드(혹은 그녀의 골동품으로 가득 찬 창고)를 위해서라면 어떤 소원이든 들어줄 충실한 요정이 되었다.","","アヴニールはドニアザードが管理する「ラジン商会」の
首席警護員である。

現在の古ぼけた姿からは想像できないが、
かつて彼は有名な骨董品蒐集家として、
デルマールのほぼ全ての遺跡を独断と偏見で巡回し、
遺物を集めていた。

そんな彼が、盗賊の襲撃に遭い、
大きな危機に陥ったことがある。
それを救ったのが、盗賊を討伐しにきた「ラジン商会」の
ドニアザードだった。

礼を伝えようとした瞬間、ドニアザードが携行する珍しい
宝飾品や、従者たちの背負う遺物の山と目が合った
アヴニール。

その方法で命の恩を返したいと頼みこむと、ドニアザードは面白そうだと思い、彼を雇うことにした。

それ以来、彼はドニアザード
（あるいは彼女の骨董品でいっぱいの倉庫）のためなら
どんな願いも叶えてくれる忠実な妖精となった。","",""
"Str_Char_005_S01_D_From","델마르","","デルマール","",""
"Str_Char_005_S01_D_Type","요정","","妖精","",""
"Str_Char_005_S01_D_Gender","남성","","男性","",""
"Str_Char_005_S01_D_Age","44세","","44歳","",""
"Str_Char_005_S01_D_Birth","4월 13일","","4月13日","",""
"Str_Char_005_S01_D_High","179 cm","","179 cm","",""
"Str_Char_005_S01_D_Weight","72 kg","","72 kg","",""
"Str_Char_005_S01_D_Bloodtype","O형","","O型","",""
"Str_Char_005_S01_D_VoiceActor","오오츠카 타케오","","大塚 剛央","",""
"Str_Char_006_S01_G_Name","시드","","シード","",""
"Str_Char_006_S01_G_Desc","먼치킨 마을의 소악마였던 시드는 자신의 만족을 위해 미미르, 플로리를 부하로 임명하고 데리고 다녔다. 그러나 미미르가 마을을 떠나 그 유명한 ‘에메랄드 구호단’에 합류하게 되고, 플로리마저 입단 문턱이 높은 아카데미에 들어가게 되자 자신보다 유명해진 부하들을 참지 못했다. 
명성이 대단한 압펠하임의 총학생회에 입단해서 부하들보다 유명해지려는 시드. 그러나 입단 시험에 탈락하고, 대단한 자신이 탈락한 것을 말도 안된다고 생각한 시드는 스노우를 직접 찾아가기로 마음먹는다. 
당당히 스노우를 찾아가는 시드. 우연히 경비가 없던 탓에 상처 하나없이 스노우를 만난다. 스노우는 시드가 대단한 능력을 가진 것으로 착각하고 총학생회에 입단시킨다. ","","マンチキンにある村の小悪魔だったシードは、
自己満足のためにミーミル、フローリーを部下に任命し、
連れまわしていた。

だが、ミーミルが村を離れ、
高名な「エメラルド救護団」に入団し、
フローリーまで難関なアカデミーに入ることが決まると、
自分より有名になった部下たちに負けじと行動を始める。

アッペルハイムの総生徒会に所属し、
部下よりも有名になろうと企むシードだったが、
入団試験に落ち、偉大な自分を落第させたことを
馬鹿馬鹿しいと考えるうちに、
直接スノーを訪ねるという暴挙に出ることになる。

たまたま警備が不在で、
傷一つなくスノーの前に登場したシードだったが、
あまりにも堂々とした姿に、彼女が高い能力を持つと
錯覚を引き起こし、総生徒会への所属が決まった。","",""
"Str_Char_006_S01_G_From","셀라른","","セラールン","",""
"Str_Char_006_S01_G_Type","요정","","妖精","",""
"Str_Char_006_S01_G_Gender","여성","","女性","",""
"Str_Char_006_S01_G_Age","25세","","25歳","",""
"Str_Char_006_S01_G_Birth","5월 1일","","5月1日","",""
"Str_Char_006_S01_G_High","136 cm","","136 cm","",""
"Str_Char_006_S01_G_Weight","28 kg","","28 kg","",""
"Str_Char_006_S01_G_Bloodtype","A형","","A型","",""
"Str_Char_006_S01_G_VoiceActor","와타다 미사키","","和多田 美咲","",""
"Str_Char_007_S01_D_Name","가몬","","ガモン","",""
"Str_Char_007_S01_D_Desc","델마르의 마인의 피를 이어받은 가몬은 인간을 초월하는 식탐을 지녔다.
그녀를 홀로 키우던 어머니는 가몬의 먹성을 맞추며 외지에서 살기 힘들어서 어린 가몬을 데리고 고향인 카이난으로 돌아왔지만, 계속 생활고를 겪을 수밖에 없었다.
그 모습을 보며 괴로워하던 가몬은 일을 할 수 있는 나이가 되자 바로 일을 찾았고, 마인의 피를 이어받아서 누구보다 힘이 세다는 장점을 활용해서 전장을 떠돌게 된다. 전투가 벌어지면 선두에 서서 수많은 적을 물리쳤고, 「악귀 가몬」이라고 불리게 되었다.
수년간 반복된 전투와 살생으로 회의감이 들어 때려치우고 떠돌던 중, 츠키시마에서 그녀에게 아무런 대가 없이 음식을 건네는 모모의 인품에 반해 곁에 머물다가, 함께 여행을 떠나게 된다.","","デルマールの魔人の血を受け継いだガモンは、
人間を超越した食欲の持ち主だ。

母は女手一つで彼女を育てていたが、
その食欲を満たすことは難しく、
幼いガモンを連れて故郷のカイナンに戻るも、
生活苦に悩まされ続けた。

母が苦労している姿を見ていたガモンは、
働ける年齢になるとすぐに仕事を探し、
魔人の血を継ぎ、誰よりも力強いという長所を活かして
戦場を放浪するようになる。

戦いが起こると先頭に立って数々の敵を倒し、
「悪鬼ガモン」と呼ばれるようになる。

長年に渡る戦いと殺生に嫌気がさし、
月島の地を放浪していたところ、
何の対価もなく食べ物を差し出すモモヒメと出会い、
その人柄に惚れ、忠誠を誓い、共に旅に出ることになる。","",""
"Str_Char_007_S01_D_From","델마르","","デルマール","",""
"Str_Char_007_S01_D_Type","반마인","","半魔人","",""
"Str_Char_007_S01_D_Gender","여성","","女性","",""
"Str_Char_007_S01_D_Age","29세","","29歳","",""
