"Prologue_001","","","","","","","","","",""
"Char_080","Id_Princess_Entertainment","Str_Char_080_S01_G_From","Str_Char_080_S01_G_Type","Str_Char_080_S01_G_Birth","Str_Char_080_S01_G_Gender","Str_Char_080_S01_G_Weight","Str_Char_080_S01_G_Age","Str_Char_080_S01_G_Bloodtype","Str_Char_080_S01_G_High","Str_Char_080_S01_G_VoiceActor"
"Char_083","Id_Order_of_Truth","Str_Char_083_S01_B_From","Str_Char_083_S01_B_Type","Str_Char_083_S01_B_Birth","Str_Char_083_S01_B_Gender","Str_Char_083_S01_B_Weight","Str_Char_083_S01_B_Age","Str_Char_083_S01_B_Bloodtype","Str_Char_083_S01_B_High","Str_Char_083_S01_B_VoiceActor"
"Char_084","Id_Bell_Airlines","Str_Char_084_S01_G_From","Str_Char_084_S01_G_Type","Str_Char_084_S01_G_Birth","Str_Char_084_S01_G_Gender","Str_Char_084_S01_G_Weight","Str_Char_084_S01_G_Age","Str_Char_084_S01_G_Bloodtype","Str_Char_084_S01_G_High","Str_Char_084_S01_G_VoiceActor"
"Char_085","Id_Reconnaissance_Rangers","Str_Char_085_S01_B_From","Str_Char_085_S01_B_Type","Str_Char_085_S01_B_Birth","Str_Char_085_S01_B_Gender","Str_Char_085_S01_B_Weight","Str_Char_085_S01_B_Age","Str_Char_085_S01_B_Bloodtype","Str_Char_085_S01_B_High","Str_Char_085_S01_B_VoiceActor"
"Char_088","Id_Red_Wolf_Construction","Str_Char_088_S01_R_From","Str_Char_088_S01_R_Type","Str_Char_088_S01_R_Birth","Str_Char_088_S01_R_Gender","Str_Char_088_S01_R_Weight","Str_Char_088_S01_R_Age","Str_Char_088_S01_R_Bloodtype","Str_Char_088_S01_R_High","Str_Char_088_S01_R_VoiceActor"
"Char_089","Id_Order_of_Truth","Str_Char_089_S01_D_From","Str_Char_089_S01_D_Type","Str_Char_089_S01_D_Birth","Str_Char_089_S01_D_Gender","Str_Char_089_S01_D_Weight","Str_Char_089_S01_D_Age","Str_Char_089_S01_D_Bloodtype","Str_Char_089_S01_D_High","Str_Char_089_S01_D_VoiceActor"
"Char_090","Id_Order_of_Truth","Str_Char_090_S01_L_From","Str_Char_090_S01_L_Type","Str_Char_090_S01_L_Birth","Str_Char_090_S01_L_Gender","Str_Char_090_S01_L_Weight","Str_Char_090_S01_L_Age","Str_Char_090_S01_L_Bloodtype","Str_Char_090_S01_L_High","Str_Char_090_S01_L_VoiceActor"
"Char_091","Id_Hotel_Aurora","Str_Char_091_S01_G_From","Str_Char_091_S01_G_Type","Str_Char_091_S01_G_Birth","Str_Char_091_S01_G_Gender","Str_Char_091_S01_G_Weight","Str_Char_091_S01_G_Age","Str_Char_091_S01_G_Bloodtype","Str_Char_091_S01_G_High","Str_Char_091_S01_G_VoiceActor"
"Char_097","Id_General_Students_Association","Str_Char_097_S01_D_From","Str_Char_097_S01_D_Type","Str_Char_097_S01_D_Birth","Str_Char_097_S01_D_Gender","Str_Char_097_S01_D_Weight","Str_Char_097_S01_D_Age","Str_Char_097_S01_D_Bloodtype","Str_Char_097_S01_D_High","Str_Char_097_S01_D_VoiceActor"
"Char_098","Id_Black_Cat_Industry","Str_Char_098_S01_R_From","Str_Char_098_S01_R_Type","Str_Char_098_S01_R_Birth","Str_Char_098_S01_R_Gender","Str_Char_098_S01_R_Weight","Str_Char_098_S01_R_Age","Str_Char_098_S01_R_Bloodtype","Str_Char_098_S01_R_High","Str_Char_098_S01_R_VoiceActor"
"Char_100","Id_Reconnaissance_Rangers","Str_Char_100_S01_G_From","Str_Char_100_S01_G_Type","Str_Char_100_S01_G_Birth","Str_Char_100_S01_G_Gender","Str_Char_100_S01_G_Weight","Str_Char_100_S01_G_Age","Str_Char_100_S01_G_Bloodtype","Str_Char_100_S01_G_High","Str_Char_100_S01_G_VoiceActor"
"Char_101","Id_The_Witch_Return_Oarganization","Str_Char_101_S01_B_From","Str_Char_101_S01_B_Type","Str_Char_101_S01_B_Birth","Str_Char_101_S01_B_Gender","Str_Char_101_S01_B_Weight","Str_Char_101_S01_B_Age","Str_Char_101_S01_B_Bloodtype","Str_Char_101_S01_B_High","Str_Char_101_S01_B_VoiceActor"
"Char_103","Id_Munchkin_Kingdom_Committee","Str_Char_103_S01_G_From","Str_Char_103_S01_G_Type","Str_Char_103_S01_G_Birth","Str_Char_103_S01_G_Gender","Str_Char_103_S01_G_Weight","Str_Char_103_S01_G_Age","Str_Char_103_S01_G_Bloodtype","Str_Char_103_S01_G_High","Str_Char_103_S01_G_VoiceActor"
"Char_104","Id_Food_Distributor_Department","Str_Char_104_S01_G_From","Str_Char_104_S01_G_Type","Str_Char_104_S01_G_Birth","Str_Char_104_S01_G_Gender","Str_Char_104_S01_G_Weight","Str_Char_104_S01_G_Age","Str_Char_104_S01_G_Bloodtype","Str_Char_104_S01_G_High","Str_Char_104_S01_G_VoiceActor"
"Char_105","Id_Emerald_Relief_Corps","Str_Char_105_S01_B_From","Str_Char_105_S01_B_Type","Str_Char_105_S01_B_Birth","Str_Char_105_S01_B_Gender","Str_Char_105_S01_B_Weight","Str_Char_105_S01_B_Age","Str_Char_105_S01_B_Bloodtype","Str_Char_105_S01_B_High","Str_Char_105_S01_B_VoiceActor"
"Char_106","Id_Emerald_Relief_Corps","Str_Char_106_S01_R_From","Str_Char_106_S01_R_Type","Str_Char_106_S01_R_Birth","Str_Char_106_S01_R_Gender","Str_Char_106_S01_R_Weight","Str_Char_106_S01_R_Age","Str_Char_106_S01_R_Bloodtype","Str_Char_106_S01_R_High","Str_Char_106_S01_R_VoiceActor"
"Char_110","Id_Hotel_Aurora","Str_Char_110_S01_G_From","Str_Char_110_S01_G_Type","Str_Char_110_S01_G_Birth","Str_Char_110_S01_G_Gender","Str_Char_110_S01_G_Weight","Str_Char_110_S01_G_Age","Str_Char_110_S01_G_Bloodtype","Str_Char_110_S01_G_High","Str_Char_110_S01_G_VoiceActor"
"Char_111","Id_Bell_Airlines","Str_Char_111_S01_B_From","Str_Char_111_S01_B_Type","Str_Char_111_S01_B_Birth","Str_Char_111_S01_B_Gender","Str_Char_111_S01_B_Weight","Str_Char_111_S01_B_Age","Str_Char_111_S01_B_Bloodtype","Str_Char_111_S01_B_High","Str_Char_111_S01_B_VoiceActor"
"Char_112","Id_Hotel_Aurora","Str_Char_112_S01_B_From","Str_Char_112_S01_B_Type","Str_Char_112_S01_B_Birth","Str_Char_112_S01_B_Gender","Str_Char_112_S01_B_Weight","Str_Char_112_S01_B_Age","Str_Char_112_S01_B_Bloodtype","Str_Char_112_S01_B_High","Str_Char_112_S01_B_VoiceActor"
"Char_113","Id_The_Witch_Return_Oarganization","Str_Char_113_S01_B_From","Str_Char_113_S01_B_Type","Str_Char_113_S01_B_Birth","Str_Char_113_S01_B_Gender","Str_Char_113_S01_B_Weight","Str_Char_113_S01_B_Age","Str_Char_113_S01_B_Bloodtype","Str_Char_113_S01_B_High","Str_Char_113_S01_B_VoiceActor"
"Char_114","Id_Laddin_Guild","Str_Char_114_S01_B_From","Str_Char_114_S01_B_Type","Str_Char_114_S01_B_Birth","Str_Char_114_S01_B_Gender","Str_Char_114_S01_B_Weight","Str_Char_114_S01_B_Age","Str_Char_114_S01_B_Bloodtype","Str_Char_114_S01_B_High","Str_Char_114_S01_B_VoiceActor"
