"Memorial_CAM015_S01B_1_4","Memorial_CAM015_S01B_1","Default","4","S01_Idle","","Voice_Char_015_S01_B_Memorial_3","","4","2","","","","","","","","","",""
"Memorial_CAM015_S01B_1_5","Memorial_CAM015_S01B_1","Default","5","S01_Idle","","Voice_Char_015_S01_B_Memorial_4","","5","2","","","","","","","","","",""
"Memorial_CAM015_S01B_1_6","Memorial_CAM015_S01B_1","Default","6","S01_Idle","","Voice_Char_015_S01_B_Memorial_5","","6","0","","","","","","","","","",""
"Memorial_CAM015_S01B_1_7","Memorial_CAM015_S01B_1","Default","7","Shoot, S02_Idle","","Voice_Char_015_S01_B_Photo_1","5.5","7","0","","","Sfx_Env_C015_S01B_Memorial_02","5.4","","","","","",""
"Memorial_CAM044_S01D_1_1","Memorial_CAM044_S01D_1","Default","1","S01_Idle","Sfx_Bgm_Music_05","","","1","0","","","","","","","","","",""
"Memorial_CAM044_S01D_1_2","Memorial_CAM044_S01D_1","Default","2","S01_Idle","","Voice_Char_044_S01_D_Memorial_1","","2","1","","","","","","","","","",""
"Memorial_CAM044_S01D_1_3","Memorial_CAM044_S01D_1","Default","3","S01_Idle","","Voice_Char_044_S01_D_Memorial_2","","2","1","","","","","","","","","",""
"Memorial_CAM044_S01D_1_4","Memorial_CAM044_S01D_1","Default","4","S01_Idle","","Voice_Char_044_S01_D_Memorial_3","","2","1","","","","","","","","","",""
"Memorial_CAM044_S01D_1_5","Memorial_CAM044_S01D_1","Default","5","S01_Idle","","Voice_Char_044_S01_D_Memorial_4","","3","2","","","","","","","","","",""
"Memorial_CAM044_S01D_1_6","Memorial_CAM044_S01D_1","Default","6","S01_Idle","","Voice_Char_044_S01_D_Memorial_5","","3","0","","","","","","","","","",""
"Memorial_CAM044_S01D_1_7","Memorial_CAM044_S01D_1","Default","7","Shoot, S02_Idle","","Voice_Char_044_S01_D_Photo_1","5.2","4","0","","","","","","","","","",""
"Memorial_CAM067_S01B_1_1","Memorial_CAM067_S01B_1","Default","1","S01_Idle","Sfx_Bgm_Music_08","","","1","0","","","","","","","","","",""
"Memorial_CAM067_S01B_1_2","Memorial_CAM067_S01B_1","Default","2","S01_Idle","","Voice_Char_067_S01_B_Memorial_1","","2","2","","","","","","","","","",""
"Memorial_CAM067_S01B_1_3","Memorial_CAM067_S01B_1","Default","3","S01_Idle","","Voice_Char_067_S01_B_Memorial_2","","3","2","","","","","","","","","",""
"Memorial_CAM067_S01B_1_4","Memorial_CAM067_S01B_1","Default","4","S01_Idle","","Voice_Char_067_S01_B_Memorial_3","","3","1","","","","","","","","","",""
"Memorial_CAM067_S01B_1_5","Memorial_CAM067_S01B_1","Default","5","S01_Idle","","Voice_Char_067_S01_B_Memorial_4","","4","2","","","","","","","","","",""
"Memorial_CAM067_S01B_1_6","Memorial_CAM067_S01B_1","Default","6","S01_Idle","","Voice_Char_067_S01_B_Memorial_5","","5","2","","","","","","","","","",""
"Memorial_CAM067_S01B_1_7","Memorial_CAM067_S01B_1","Default","7","S01_Idle","","Voice_Char_067_S01_B_Memorial_6","","6","2","","","","","","","","","",""
"Memorial_CAM067_S01B_1_8","Memorial_CAM067_S01B_1","Default","8","Shoot, S02_Idle","","Voice_Char_067_S01_B_Photo_1","5","7","0","Sfx_Env_C067_S01B_Memorial_01","2.7","Sfx_Env_C067_S01B_Memorial_01","2.9","Sfx_Env_C067_S01B_Memorial_01","","","","",""
"Memorial_CAM072_S01R_1_1","Memorial_CAM072_S01R_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_02","","","1","0","Sfx_Env_C001_S01B_Memorial_01","","","","","","","","",""
"Memorial_CAM072_S01R_1_2","Memorial_CAM072_S01R_1","Default","2","S01_Idle","","Voice_Char_072_S01_R_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM072_S01R_1_3","Memorial_CAM072_S01R_1","Default","3","S01_Idle","","Voice_Char_072_S01_R_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM072_S01R_1_4","Memorial_CAM072_S01R_1","Default","4","S01_Idle","","Voice_Char_072_S01_R_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM072_S01R_1_5","Memorial_CAM072_S01R_1","Default","5","S01_Idle","","Voice_Char_072_S01_R_Memorial_4","","5","0","","","","","","","","","",""
"Memorial_CAM072_S01R_1_6","Memorial_CAM072_S01R_1","Default","6","Shoot, S02_Idle","","Voice_Char_072_S01_R_Photo_1","4.5","6","0","","","","","","","","","",""
"Memorial_CAM011_S01R_1_1","Memorial_CAM011_S01R_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_04","","","1","0","","","","","","","","","",""
"Memorial_CAM011_S01R_1_2","Memorial_CAM011_S01R_1","Default","2","S01_Idle","","Voice_Char_011_S01_R_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM011_S01R_1_3","Memorial_CAM011_S01R_1","Default","3","S01_Idle","","Voice_Char_011_S01_R_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM011_S01R_1_4","Memorial_CAM011_S01R_1","Default","4","S01_Idle","","Voice_Char_011_S01_R_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM011_S01R_1_5","Memorial_CAM011_S01R_1","Default","5","S01_Idle","","Voice_Char_011_S01_R_Memorial_4","","5","0","","","","","","","","","",""
"Memorial_CAM011_S01R_1_6","Memorial_CAM011_S01R_1","Default","6","Shoot, S02_Idle","","Voice_Char_011_S01_R_Photo_1","5.5","6","0","","","","","","","","","",""
"Memorial_CAM005_S01D_1_1","Memorial_CAM005_S01D_1","Default","1","S01_Idle","Sfx_Bgm_Music_04","","","1","0","Sfx_Env_C005_S01D_Memorial_01","","","","","","","","",""
"Memorial_CAM005_S01D_1_2","Memorial_CAM005_S01D_1","Default","2","S01_Idle","","Voice_Char_005_S01_D_Memorial_1","","2","2","","","","","","","","","",""
"Memorial_CAM005_S01D_1_3","Memorial_CAM005_S01D_1","Default","3","S01_Idle","","Voice_Char_005_S01_D_Memorial_2","","3","2","","","","","","","","","",""
"Memorial_CAM005_S01D_1_4","Memorial_CAM005_S01D_1","Default","4","S01_Idle","","Voice_Char_005_S01_D_Memorial_3","","4","1","","","","","","","","","",""
"Memorial_CAM005_S01D_1_5","Memorial_CAM005_S01D_1","Default","5","S01_Idle","","Voice_Char_005_S01_D_Memorial_4","","4","1","","","","","","","","","",""
"Memorial_CAM005_S01D_1_6","Memorial_CAM005_S01D_1","Default","6","Shoot, S02_Idle","","Voice_Char_005_S01_D_Photo_1","5.1","5","2","","","","","","","","","",""
"Memorial_CAM001_S01B_2_1","Memorial_CAM001_S01B_2","Default","1","S01_Idle","Sfx_Bgm_Music_04","","","1","0","Sfx_Env_C001_S01B_Memorial_02","","","","","","","","",""
"Memorial_CAM001_S01B_2_2","Memorial_CAM001_S01B_2","Default","2","S01_Idle","","Voice_Char_001_S01_B_Memorial_5","","2","0","","","","","","","","","",""
"Memorial_CAM001_S01B_2_3","Memorial_CAM001_S01B_2","Default","3","S01_Idle","","Voice_Char_001_S01_B_Memorial_6","","3","0","","","","","","","","","",""
"Memorial_CAM001_S01B_2_4","Memorial_CAM001_S01B_2","Default","4","S01_Idle","","Voice_Char_001_S01_B_Memorial_7","","4","0","","","","","","","","","",""
"Memorial_CAM001_S01B_2_5","Memorial_CAM001_S01B_2","Default","5","S01_Idle","","Voice_Char_001_S01_B_Memorial_8","","4","0","","","","","","","","","",""
"Memorial_CAM001_S01B_2_6","Memorial_CAM001_S01B_2","Default","6","Shoot, S02_Idle","","Voice_Char_001_S01_B_Photo_2","6","5","0","","","","","","","","","",""
"Memorial_CAM099_S01G_1_1","Memorial_CAM099_S01G_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_02","","","1","0","","","","","","","","","",""
"Memorial_CAM099_S01G_1_2","Memorial_CAM099_S01G_1","Default","2","S01_Idle","","","","1","0","","","","","","","","","",""
"Memorial_CAM099_S01G_1_3","Memorial_CAM099_S01G_1","Default","3","S01_Idle","","","","2","0","","","","","","","","","",""
"Memorial_CAM099_S01G_1_4","Memorial_CAM099_S01G_1","Default","4","S01_Idle","","","","3","0","","","","","","","","","",""
"Memorial_CAM099_S01G_1_5","Memorial_CAM099_S01G_1","Default","5","Shoot, S02_Idle","","","","4","0","","","","","","","","","",""
"Memorial_CAM041_S01R_1_1","Memorial_CAM041_S01R_1","Default","1","S01_Idle","Sfx_Bgm_Music_04","","","1","0","","","","","","","","","",""
"Memorial_CAM041_S01R_1_2","Memorial_CAM041_S01R_1","Default","2","S01_Idle","","Voice_Char_041_S01_R_Memorial_1","","1","1","","","","","","","","","",""
"Memorial_CAM041_S01R_1_3","Memorial_CAM041_S01R_1","Default","3","S01_Idle","","Voice_Char_041_S01_R_Memorial_2","","2","1","","","","","","","","","",""
"Memorial_CAM041_S01R_1_4","Memorial_CAM041_S01R_1","Default","4","S01_Idle","","Voice_Char_041_S01_R_Memorial_3","","2","1","","","","","","","","","",""
"Memorial_CAM041_S01R_1_5","Memorial_CAM041_S01R_1","Default","5","S01_Idle","","Voice_Char_041_S01_R_Memorial_4","","3","0","","","","","","","","","",""
"Memorial_CAM041_S01R_1_6","Memorial_CAM041_S01R_1","Default","6","Shoot, S02_Idle","","Voice_Char_041_S01_R_Photo_1","5.5","3","0","","","","","","","","","",""
"Memorial_CAM106_S01R_1_1","Memorial_CAM106_S01R_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_12","","","1","0","","","","","","","","","",""
"Memorial_CAM106_S01R_1_2","Memorial_CAM106_S01R_1","Default","2","S01_Idle","","Voice_Char_106_S01_R_Memorial_1","","1","1","","","","","","","","","",""
"Memorial_CAM106_S01R_1_3","Memorial_CAM106_S01R_1","Default","3","S01_Idle","","Voice_Char_106_S01_R_Memorial_2","","1","1","","","","","","","","","",""
"Memorial_CAM106_S01R_1_4","Memorial_CAM106_S01R_1","Default","4","S01_Idle","","Voice_Char_106_S01_R_Memorial_3","","2","1","","","","","","","","","",""
"Memorial_CAM106_S01R_1_5","Memorial_CAM106_S01R_1","Default","5","S01_Idle","","Voice_Char_106_S01_R_Memorial_4","","2","1","","","","","","","","","",""
"Memorial_CAM106_S01R_1_6","Memorial_CAM106_S01R_1","Default","6","S01_Idle","","Voice_Char_106_S01_R_Memorial_5","","3","0","","","","","","","","","",""
"Memorial_CAM106_S01R_1_7","Memorial_CAM106_S01R_1","Default","7","Shoot, S02_Idle","","Voice_Char_106_S01_R_Photo_1","5","3","0","","","","","","","","","",""
"Memorial_CAM006_S01G_1_1","Memorial_CAM006_S01G_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_05","","","1","0","","","","","","","","","",""
"Memorial_CAM006_S01G_1_2","Memorial_CAM006_S01G_1","Default","2","S01_Idle","","Voice_Char_006_S01_G_Memorial_1","","1","0","","","","","","","","","",""
"Memorial_CAM006_S01G_1_3","Memorial_CAM006_S01G_1","Default","3","S01_Idle","","Voice_Char_006_S01_G_Memorial_2","","1","0","","","","","","","","","",""
"Memorial_CAM006_S01G_1_4","Memorial_CAM006_S01G_1","Default","4","S01_Idle","","Voice_Char_006_S01_G_Memorial_3","","2","0","","","","","","","","","",""
"Memorial_CAM006_S01G_1_5","Memorial_CAM006_S01G_1","Default","5","S01_Idle","","Voice_Char_006_S01_G_Memorial_4","","3","0","","","","","","","","","",""
"Memorial_CAM006_S01G_1_6","Memorial_CAM006_S01G_1","Default","6","Shoot, S02_Idle","","Voice_Char_006_S01_G_Photo_1","5","3","0","","","","","","","","","",""
"Memorial_CAM003_S01B_1_1","Memorial_CAM003_S01B_1","Default","1","S01_Idle","StudioDOMA_OZ_SYNOPSIS_DIRECTION_BGM_150_44_full_m_20230119","","","1","0","Sfx_Env_C003_S01B_Memorial_01","","","","","","","","",""
"Memorial_CAM003_S01B_1_2","Memorial_CAM003_S01B_1","Default","2","S01_Idle","","Voice_Char_003_S01_B_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM003_S01B_1_3","Memorial_CAM003_S01B_1","Default","3","S01_Idle","","Voice_Char_003_S01_B_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM003_S01B_1_4","Memorial_CAM003_S01B_1","Default","4","S01_Idle","","Voice_Char_003_S01_B_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM003_S01B_1_5","Memorial_CAM003_S01B_1","Default","5","S01_Idle","","Voice_Char_003_S01_B_Memorial_4","","4","0","","","","","","","","","",""
"Memorial_CAM003_S01B_1_6","Memorial_CAM003_S01B_1","Default","6","Shoot, S02_Idle","","Voice_Char_003_S01_B_Photo_1","5.5","5","0","","","","","","","","","",""
"Memorial_CAM007_S01D_1_1","Memorial_CAM007_S01D_1","Default","1","S01_Idle","Sfx_Bgm_Music_03","","","1","0","Sfx_Env_C007_S01D_Memorial_01","","","","","","","","",""
"Memorial_CAM007_S01D_1_2","Memorial_CAM007_S01D_1","Default","2","S01_Idle","","Voice_Char_007_S01_D_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM007_S01D_1_3","Memorial_CAM007_S01D_1","Default","3","S01_Idle","","Voice_Char_007_S01_D_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM007_S01D_1_4","Memorial_CAM007_S01D_1","Default","4","S01_Idle","","Voice_Char_007_S01_D_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM007_S01D_1_5","Memorial_CAM007_S01D_1","Default","5","S01_Idle","","Voice_Char_007_S01_D_Memorial_4","","5","0","","","","","","","","","",""
"Memorial_CAM007_S01D_1_6","Memorial_CAM007_S01D_1","Default","6","Shoot, S02_Idle","","Voice_Char_007_S01_D_Photo_1","4.2","6","0","","","Sfx_Env_C007_S01D_Memorial_02","8.1","","","","","",""
"Memorial_CAM008_S01B_1_1","Memorial_CAM008_S01B_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_02","","","1","0","Sfx_Env_C008_S01B_Memorial_01","","","","","","","","",""
"Memorial_CAM008_S01B_1_2","Memorial_CAM008_S01B_1","Default","2","S01_Idle","","Voice_Char_008_S01_B_Memorial_1","","2","0","mute","","","","","","","","",""
"Memorial_CAM008_S01B_1_3","Memorial_CAM008_S01B_1","Default","3","S01_Idle","","Voice_Char_008_S01_B_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM008_S01B_1_4","Memorial_CAM008_S01B_1","Default","4","Shoot, S02_Idle","","Voice_Char_008_S01_B_Photo_1","4.5","4","0","","","","","","","","","",""
"Memorial_CAM009_S01G_1_1","Memorial_CAM009_S01G_1","Default","1","S01_Idle","Sfx_Bgm_Music_06","","","1","0","","","","","","","","","",""
"Memorial_CAM009_S01G_1_2","Memorial_CAM009_S01G_1","Default","2","S01_Idle","","Voice_Char_009_S01_G_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM009_S01G_1_3","Memorial_CAM009_S01G_1","Default","3","S01_Idle","","Voice_Char_009_S01_G_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM009_S01G_1_4","Memorial_CAM009_S01G_1","Default","4","S01_Idle","","Voice_Char_009_S01_G_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM009_S01G_1_5","Memorial_CAM009_S01G_1","Default","5","Shoot, S02_Idle","","Voice_Char_009_S01_G_Photo_1","4.3","5","0","","","","","","","","","",""
"Memorial_CAM010_S01B_1_1","Memorial_CAM010_S01B_1","Default","1","S01_Idle","Sfx_Bgm_Music_01","","","1","0","Sfx_Env_C010_S01B_Memorial_01","","Sfx_Env_C010_S01B_Memorial_02","","","","","","",""
"Memorial_CAM010_S01B_1_2","Memorial_CAM010_S01B_1","Default","2","S01_Idle","","Voice_Char_010_S01_B_Memorial_1","","2","1.5","","","","","","","","","",""
"Memorial_CAM010_S01B_1_3","Memorial_CAM010_S01B_1","Default","3","S01_Idle","","Voice_Char_010_S01_B_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM010_S01B_1_4","Memorial_CAM010_S01B_1","Default","4","S01_Idle","","Voice_Char_010_S01_B_Memorial_3","","3","2","","","","","","","","","",""
"Memorial_CAM010_S01B_1_5","Memorial_CAM010_S01B_1","Default","5","S01_Idle","","Voice_Char_010_S01_B_Memorial_4","","4","0","","","","","","","","","",""
"Memorial_CAM010_S01B_1_6","Memorial_CAM010_S01B_1","Default","6","Shoot, S02_Idle","","Voice_Char_010_S01_B_Photo_1","3.8","5","0","","","","","","","","","",""
"Memorial_CAM014_S01D_1_1","Memorial_CAM014_S01D_1","Default","1","S01_Idle","Sfx_Bgm_Music_02","","","1","0","Sfx_Env_C014_S01D_Memorial_01","","","","","","","","",""
"Memorial_CAM014_S01D_1_2","Memorial_CAM014_S01D_1","Default","2","S01_Idle","","Voice_Char_014_S01_D_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM014_S01D_1_3","Memorial_CAM014_S01D_1","Default","3","S01_Idle","","Voice_Char_014_S01_D_Memorial_2","","2","0","","","","","","","","","",""
"Memorial_CAM014_S01D_1_4","Memorial_CAM014_S01D_1","Default","4","S01_Idle","","Voice_Char_014_S01_D_Memorial_3","","3","0","","","","","","","","","",""
"Memorial_CAM014_S01D_1_5","Memorial_CAM014_S01D_1","Default","5","S01_Idle","","Voice_Char_014_S01_D_Memorial_4","","4","0","","","","","","","","","",""
"Memorial_CAM014_S01D_1_6","Memorial_CAM014_S01D_1","Default","6","S01_Idle","","Voice_Char_014_S01_D_Memorial_5","","5","0","","","","","","","","","",""
"Memorial_CAM014_S01D_1_7","Memorial_CAM014_S01D_1","Default","7","Shoot, S02_Idle","","Voice_Char_014_S01_D_Photo_1","3.8","6","0","","","","","","","","","",""
"Memorial_CAM016_S01B_1_1","Memorial_CAM016_S01B_1","Default","1","S01_Idle","Sfx_Bgm_Music_09","","","1","0","","","","","","","","","",""
"Memorial_CAM016_S01B_1_2","Memorial_CAM016_S01B_1","Default","2","S01_Idle","","Voice_Char_016_S01_B_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM016_S01B_1_3","Memorial_CAM016_S01B_1","Default","3","S01_Idle","","Voice_Char_016_S01_B_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM016_S01B_1_4","Memorial_CAM016_S01B_1","Default","4","S01_Idle","","Voice_Char_016_S01_B_Memorial_3","","3","0","","","","","","","","","",""
"Memorial_CAM016_S01B_1_5","Memorial_CAM016_S01B_1","Default","5","S01_Idle","","Voice_Char_016_S01_B_Memorial_4","","3","0","","","","","","","","","",""
"Memorial_CAM016_S01B_1_6","Memorial_CAM016_S01B_1","Default","6","S01_Idle","","Voice_Char_016_S01_B_Memorial_5","","3","2","","","","","","","","","",""
"Memorial_CAM016_S01B_1_7","Memorial_CAM016_S01B_1","Default","7","Shoot, S02_Idle","","Voice_Char_016_S01_B_Photo_1","","4","0","","","","","","","","","",""
"Memorial_CAM017_S01G_1_1","Memorial_CAM017_S01G_1","Default","1","Idle","StudioDOMA_OZ_SYNOPSIS_DIRECTION_BGM_150_44_full_m_20230119","","","1","0","","","","","","","","","",""
"Memorial_CAM017_S01G_1_2","Memorial_CAM017_S01G_1","Default","2","Idle","","","","2","0","","","","","","","","","",""
"Memorial_CAM017_S01G_1_3","Memorial_CAM017_S01G_1","Default","3","Idle","","","","3","0","","","","","","","","","",""
"Memorial_CAM017_S01G_1_4","Memorial_CAM017_S01G_1","Default","4","Idle","","","","4","0","","","","","","","","","",""
"Memorial_CAM034_S01B_1_1","Memorial_CAM034_S01B_1","Default","1","S01_Idle","Sfx_Bgm_Music_03","","","1","0","Sfx_Env_C034_S01B_Memorial_01","","","","","","","","",""
"Memorial_CAM034_S01B_1_2","Memorial_CAM034_S01B_1","Default","2","S01_Idle","","Voice_Char_034_S01_B_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM034_S01B_1_3","Memorial_CAM034_S01B_1","Default","3","S01_Idle","","Voice_Char_034_S01_B_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM034_S01B_1_4","Memorial_CAM034_S01B_1","Default","4","S01_Idle","","Voice_Char_034_S01_B_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM034_S01B_1_5","Memorial_CAM034_S01B_1","Default","5","S01_Idle","","Voice_Char_034_S01_B_Memorial_4","","4","0","","","","","","","","","",""
"Memorial_CAM034_S01B_1_6","Memorial_CAM034_S01B_1","Default","6","S01_Idle","","Voice_Char_034_S01_B_Memorial_5","","5","0","","","","","","","","","",""
"Memorial_CAM034_S01B_1_7","Memorial_CAM034_S01B_1","Default","7","Shoot, S02_Idle","","Voice_Char_034_S01_B_Photo_1","5.5","6","0","","","Sfx_Env_C034_S01B_Memorial_02","4","","","","","",""
"Memorial_CAM037_S01L_1_1","Memorial_CAM037_S01L_1","Default","1","S01_Idle","Sfx_Bgm_Music_04","","","1","0","","","","","","","","","",""
"Memorial_CAM037_S01L_1_2","Memorial_CAM037_S01L_1","Default","2","S01_Idle","","Voice_Char_037_S01_L_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM037_S01L_1_3","Memorial_CAM037_S01L_1","Default","3","S01_Idle","","Voice_Char_037_S01_L_Memorial_2","","3","0","","","","","","","","","",""
"Memorial_CAM037_S01L_1_4","Memorial_CAM037_S01L_1","Default","4","S01_Idle","","Voice_Char_037_S01_L_Memorial_3","","4","0","","","","","","","","","",""
"Memorial_CAM037_S01L_1_5","Memorial_CAM037_S01L_1","Default","5","Shoot, S02_Idle","","Voice_Char_037_S01_L_Photo_1","","5","0","","","","","","","","","",""
"Memorial_CAM038_S01L_1_1","Memorial_CAM038_S01L_1","Default","1","S01_Idle","Sfx_Bgm_Music_02","","","1","0","","","","","","","","","",""
"Memorial_CAM038_S01L_1_2","Memorial_CAM038_S01L_1","Default","2","S01_Idle","","Voice_Char_038_S01_L_Memorial_1","","2","1","","","","","","","","","",""
"Memorial_CAM038_S01L_1_3","Memorial_CAM038_S01L_1","Default","3","S01_Idle","","Voice_Char_038_S01_L_Memorial_2","","3","1","","","","","","","","","",""
"Memorial_CAM038_S01L_1_4","Memorial_CAM038_S01L_1","Default","4","S01_Idle","","Voice_Char_038_S01_L_Memorial_3","","3","2","","","","","","","","","",""
"Memorial_CAM038_S01L_1_5","Memorial_CAM038_S01L_1","Default","5","S01_Idle","","Voice_Char_038_S01_L_Memorial_4","","4","1","","","","","","","","","",""
"Memorial_CAM038_S01L_1_6","Memorial_CAM038_S01L_1","Default","6","S01_Idle","","Voice_Char_038_S01_L_Memorial_5","","4","1","","","","","","","","","",""
"Memorial_CAM038_S01L_1_7","Memorial_CAM038_S01L_1","Default","7","Shoot, S02_Idle","","Voice_Char_038_S01_L_Photo_1","4","5","0","","","","","","","","","",""
"Memorial_CAM040_S01R_1_1","Memorial_CAM040_S01R_1","Default","1","S01_Idle","Sfx_Bgm_Dialogue_08","","","1","0","","","","","","","","","",""
"Memorial_CAM040_S01R_1_2","Memorial_CAM040_S01R_1","Default","2","S01_Idle","","Voice_Char_040_S01_R_Memorial_1","","2","2","","","","","","","","","",""
"Memorial_CAM040_S01R_1_3","Memorial_CAM040_S01R_1","Default","3","S01_Idle","","Voice_Char_040_S01_R_Memorial_2","","3","2","","","","","","","","","",""
"Memorial_CAM040_S01R_1_4","Memorial_CAM040_S01R_1","Default","4","S01_Idle","","Voice_Char_040_S01_R_Memorial_3","","3","1","","","","","","","","","",""
"Memorial_CAM040_S01R_1_5","Memorial_CAM040_S01R_1","Default","5","S01_Idle","","Voice_Char_040_S01_R_Memorial_4","","4","2","","","","","","","","","",""
"Memorial_CAM040_S01R_1_6","Memorial_CAM040_S01R_1","Default","6","Shoot, S02_Idle","","Voice_Char_040_S01_R_Photo_1","","5","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_1","Memorial_CAM051_S01B_1","Default","1","S01_Idle","Sfx_Bgm_Music_06","","","1","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_2","Memorial_CAM051_S01B_1","Default","2","S01_Idle","","Voice_Char_051_S01_B_Memorial_1","","2","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_3","Memorial_CAM051_S01B_1","Default","3","S01_Idle","","Voice_Char_051_S01_B_Memorial_2","","2","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_4","Memorial_CAM051_S01B_1","Default","4","S01_Idle","","Voice_Char_051_S01_B_Memorial_3","","3","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_5","Memorial_CAM051_S01B_1","Default","5","S01_Idle","","Voice_Char_051_S01_B_Memorial_4","","3","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_6","Memorial_CAM051_S01B_1","Default","6","S01_Idle","","Voice_Char_051_S01_B_Memorial_5","","4","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_7","Memorial_CAM051_S01B_1","Default","7","S01_Idle","","Voice_Char_051_S01_B_Memorial_6","","5","0","","","","","","","","","",""
"Memorial_CAM051_S01B_1_8","Memorial_CAM051_S01B_1","Default","8","Shoot, S02_Idle","","Voice_Char_051_S01_B_Photo_1","3.6","6","0","Sfx_Env_C051_S01B_Memorial_01","4.2","","","","","","","",""
"Memorial_CAM062_S01G_1_1","Memorial_CAM062_S01G_1","Default","1","S01_Idle","StudioDOMA_OZ_SYNOPSIS_DIRECTION_BGM_150_44_full_m_20230119","","","1","0","","","","","","","","","",""
