id	label	engName	pointID	foodType	levelType	listImageId	monsteType	type	unlockType	unlockId	unlockNum	unlockLevel	level	exp	cardExp	battleRules	proposalLevel	chapter	costItem	costNum	costNumLose	SceneId	rounds	petLineup	roleNun	anniWarPoint	repeatButton	powerRatioTeamID	showContinueBtn	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	describe	describe_zh_TW	describe_en_UK	describe_ja_JP	describe_ko_KR	describe_th_TH	effect	effect_zh_TW	effect_en_UK	effect_ja_JP	effect_ko_KR	effect_th_TH
2020108	2	Ingredients	204	2	2	29:story_list_000_01	1	0	25	0	0	2020107	0	5	100	1	20700	204	3000004	4	1	13401	12	0	4	0	1	12	1	1	花园街·甜品	花園街·甜品	Garden Street: Desserts	ガーデンストリート・デザート	가든 스트리트 디저트	ถนนการ์เด้น-ขนมหวาน	条件普通的居住区，拥有南港最大的农贸市场。白猫侦探社总部坐落于此。	條件普通的居住區，擁有南港最大的農貿市場。白貓偵探社總部坐落於此。	A typical residence area, it is home to the largest farmers' market in Southport. Furrmeow Detectives HQ is located here.	南港区最大のファーマーズマーケットがある平凡な住宅街。白猫探偵社の本社がここにある。	일반 조건의 거주지에는 사우스포트에서 가장 큰 농산물 시장이 있다. 화이트캣 탐정사무소 또한 그 곳에 위치해 있다.	เขต​ที่อยู่อาศัย​ธรรมดา​ ซึ่ง​มี​ตลาด​เกษตรกรรม​ที่​ใหญ่​ที่สุด​ใน​ทะเล​ใต้​ สำนักงานใหญ่​ของ​สำนักงาน​นักสืบ​ไวท์​แค​ท​ตั้งอยู่​ที่นี่​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2020109	3	Ingredients	204	2	2	29:story_list_001_05	1	0	25	0	0	2020108	0	5	100	1	37300	204	3000004	4	1	13401	12	0	4	0	1	12	1	1	花园街·甜品	花園街·甜品	Garden Street: Desserts	ガーデンストリート・デザート	가든 스트리트 디저트	ถนนการ์เด้น-ขนมหวาน	条件普通的居住区，拥有南港最大的农贸市场。白猫侦探社总部坐落于此。	條件普通的居住區，擁有南港最大的農貿市場。白貓偵探社總部坐落於此。	A typical residence area, it is home to the largest farmers' market in Southport. Furrmeow Detectives HQ is located here.	南港区最大のファーマーズマーケットがある平凡な住宅街。白猫探偵社の本社がここにある。	일반 조건의 거주지에는 사우스포트에서 가장 큰 농산물 시장이 있다. 화이트캣 탐정사무소 또한 그 곳에 위치해 있다.	เขต​ที่อยู่อาศัย​ธรรมดา​ ซึ่ง​มี​ตลาด​เกษตรกรรม​ที่​ใหญ่​ที่สุด​ใน​ทะเล​ใต้​ สำนักงานใหญ่​ของ​สำนักงาน​นักสืบ​ไวท์​แค​ท​ตั้งอยู่​ที่นี่​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2015101	1	Equip	203		1	29:story_list_001_05	2	0	25	0	0	0	0	10	200	1	25000	203	3000004	9	1	13901	10	0	4	1;5	1	12	1	1	废弃工厂	廢棄工廠	Derelict Factory	廃工場	폐공장 지대	โรงงานร้าง	废弃的厂区，经常被当做地下交易的场所，隐匿着各种暴力和犯罪。	廢棄的廠區，經常被當做地下交易的場所，隱匿著各種暴力和犯罪。	Abandoned factories, often used for underground transactions, conceal various acts of violence and crime.	廃墟となった工場。しばしば地下取引の場所として利用され、様々な暴力や犯罪が潜んでいる。	폐기된 공단은 뒷거래의 장소로 쓰이며, 폭력과 범죄로 숨겨져 있다.	พื้นที่​โรงงาน​ร้าง​ ซึ่ง​มัก​ถูก​ใช้​เป็น​สถานที่​สำหรับ​การซื้อขาย​ใต้ดิน​ และ​เป็น​แหล่ง​ความรุนแรง​และ​อาชญา​กรม​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2015102	2	Equip	203		1	29:story_list_000_01	2	0	25	0	0	2015101	0	12	240	1	38300	203	3000004	11	1	13901	10	0	4	3;10	1	12	1	1	废弃工厂	廢棄工廠	Derelict Factory	廃工場	폐공장 지대	โรงงานร้าง	废弃的厂区，经常被当做地下交易的场所，隐匿着各种暴力和犯罪。	廢棄的廠區，經常被當做地下交易的場所，隱匿著各種暴力和犯罪。	Abandoned factories, often used for underground transactions, conceal various acts of violence and crime.	廃墟となった工場。しばしば地下取引の場所として利用され、様々な暴力や犯罪が潜んでいる。	폐기된 공단은 뒷거래의 장소로 쓰이며, 폭력과 범죄로 숨겨져 있다.	พื้นที่​โรงงาน​ร้าง​ ซึ่ง​มัก​ถูก​ใช้​เป็น​สถานที่​สำหรับ​การซื้อขาย​ใต้ดิน​ และ​เป็น​แหล่ง​ความรุนแรง​และ​อาชญา​กรม​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2015103	3	Equip	203		1	29:story_list_001_05	2	0	25	0	0	2015102	0	14	280	1	66500	203	3000004	13	1	13901	10	0	4	7;15	1	12	1	1	废弃工厂	廢棄工廠	Derelict Factory	廃工場	폐공장 지대	โรงงานร้าง	废弃的厂区，经常被当做地下交易的场所，隐匿着各种暴力和犯罪。	廢棄的廠區，經常被當做地下交易的場所，隱匿著各種暴力和犯罪。	Abandoned factories, often used for underground transactions, conceal various acts of violence and crime.	廃墟となった工場。しばしば地下取引の場所として利用され、様々な暴力や犯罪が潜んでいる。	폐기된 공단은 뒷거래의 장소로 쓰이며, 폭력과 범죄로 숨겨져 있다.	พื้นที่​โรงงาน​ร้าง​ ซึ่ง​มัก​ถูก​ใช้​เป็น​สถานที่​สำหรับ​การซื้อขาย​ใต้ดิน​ และ​เป็น​แหล่ง​ความรุนแรง​และ​อาชญา​กรม​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2015104	4	Equip	203		1	29:story_list_001_05	2	0	25	0	0	2015103	0	16	320	1	88700	203	3000004	15	1	13901	10	0	4	1;5	1	12	1	1	废弃工厂	廢棄工廠	Derelict Factory	廃工場	폐공장 지대	โรงงานร้าง	废弃的厂区，经常被当做地下交易的场所，隐匿着各种暴力和犯罪。	廢棄的廠區，經常被當做地下交易的場所，隱匿著各種暴力和犯罪。	Abandoned factories, often used for underground transactions, conceal various acts of violence and crime.	廃墟となった工場。しばしば地下取引の場所として利用され、様々な暴力や犯罪が潜んでいる。	폐기된 공단은 뒷거래의 장소로 쓰이며, 폭력과 범죄로 숨겨져 있다.	พื้นที่​โรงงาน​ร้าง​ ซึ่ง​มัก​ถูก​ใช้​เป็น​สถานที่​สำหรับ​การซื้อขาย​ใต้ดิน​ และ​เป็น​แหล่ง​ความรุนแรง​และ​อาชญา​กรม​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2015105	5	Equip	203		1	29:story_list_000_01	2	0	25	0	0	2015104	0	18	360	1	114100	203	3000004	17	1	13901	10	0	4	3;10	1	12	1	1	废弃工厂	廢棄工廠	Derelict Factory	廃工場	폐공장 지대	โรงงานร้าง	废弃的厂区，经常被当做地下交易的场所，隐匿着各种暴力和犯罪。	廢棄的廠區，經常被當做地下交易的場所，隱匿著各種暴力和犯罪。	Abandoned factories, often used for underground transactions, conceal various acts of violence and crime.	廃墟となった工場。しばしば地下取引の場所として利用され、様々な暴力や犯罪が潜んでいる。	폐기된 공단은 뒷거래의 장소로 쓰이며, 폭력과 범죄로 숨겨져 있다.	พื้นที่​โรงงาน​ร้าง​ ซึ่ง​มัก​ถูก​ใช้​เป็น​สถานที่​สำหรับ​การซื้อขาย​ใต้ดิน​ และ​เป็น​แหล่ง​ความรุนแรง​และ​อาชญา​กรม​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2015106	6	Equip	203		1	29:story_list_001_05	2	0	25	0	0	2015105	0	20	400	1	135300	203	3000004	19	1	13901	10	0	4	7;15	1	12	1	1	废弃工厂	廢棄工廠	Derelict Factory	廃工場	폐공장 지대	โรงงานร้าง	废弃的厂区，经常被当做地下交易的场所，隐匿着各种暴力和犯罪。	廢棄的廠區，經常被當做地下交易的場所，隱匿著各種暴力和犯罪。	Abandoned factories, often used for underground transactions, conceal various acts of violence and crime.	廃墟となった工場。しばしば地下取引の場所として利用され、様々な暴力や犯罪が潜んでいる。	폐기된 공단은 뒷거래의 장소로 쓰이며, 폭력과 범죄로 숨겨져 있다.	พื้นที่​โรงงาน​ร้าง​ ซึ่ง​มัก​ถูก​ใช้​เป็น​สถานที่​สำหรับ​การซื้อขาย​ใต้ดิน​ และ​เป็น​แหล่ง​ความรุนแรง​และ​อาชญา​กรม​	<color=#66b032>区域效果</color>:南港区中回合内未行动的敌我双方都会被附加【病毒】效果。	<color=#66b032>區域效果</color>:南港區中回合內未行動的敵我雙方都會被附加【病毒】效果。	<color=#66b032>District Effect</color>: In Southport, both allies and enemies who haven't taken any action in a turn will be afflicted with the [Disease] effect.	<color=#66b032>エリア効果</color>:南港区で、1ターンの間行動を取らない敵と味方に【病毒】が付与される。	<color=#66b032>지역 효과</color>: 사우스포트에선 턴 내 움직이지 않은 적과 아군 모두에게 [바이러스] 효과가 적용됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​ทะเล​ใต้​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​ที่​ไม่​ได้​ใช้​สกิล​จะ​ติด​เอฟเฟกต์​ [​ไวรัส​]​
2030501	1	Ingredients	308	3	2	29:story_list_000_01	1	0	4	0	105010	0	0	5	100	1	7900	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·饮品	美食街·飲品	Food Court: Drinks	屋台街･ドリンク	맛남의 거리 음료	ถนนเลิศรส-เครื่องดื่ม	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
2030502	2	Ingredients	308	3	2	29:story_list_001_05	1	0	25	0	0	2030501	0	5	100	1	21100	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·饮品	美食街·飲品	Food Court: Drinks	屋台街･ドリンク	맛남의 거리 음료	ถนนเลิศรส-เครื่องดื่ม	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
2030503	3	Ingredients	308	3	2	29:story_list_000_01	1	0	25	0	0	2030502	0	5	100	1	34000	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·饮品	美食街·飲品	Food Court: Drinks	屋台街･ドリンク	맛남의 거리 음료	ถนนเลิศรส-เครื่องดื่ม	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
2030504	1	Ingredients	308	1	2	29:story_list_001_05	1	0	4	0	105010	0	0	5	100	1	8000	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·主食	美食街·主食	Food Court: Main Dish	屋台街･メインディッシュ	맛남의 거리 메인요리	ถนนเลิศรส-จานหลัก	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
2030505	2	Ingredients	308	1	2	29:story_list_000_01	1	0	25	0	0	2030504	0	5	100	1	21300	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·主食	美食街·主食	Food Court: Main Dish	屋台街･メインディッシュ	맛남의 거리 메인요리	ถนนเลิศรส-จานหลัก	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
2030506	3	Ingredients	308	1	2	29:story_list_001_05	1	0	25	0	0	2030505	0	5	100	1	33900	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·主食	美食街·主食	Food Court: Main Dish	屋台街･メインディッシュ	맛남의 거리 메인요리	ถนนเลิศรส-จานหลัก	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
2030507	1	Ingredients	308	2	2	29:story_list_001_05	1	0	4	0	105010	0	0	5	100	1	7900	308	3000004	4	1	16001	10	0	4	0	1	12	1	1	美食街·甜品	美食街·甜品	Food Court: Desserts	屋台街･デザート	맛남의 거리 디저트	ถนนเลิศรส-ขนมหวาน	声名远扬的美食圣地，汇集了各色耀州的特色小吃，吸引众多游客前往品鉴。	聲名遠揚的美食聖地，彙集了各色耀州的特色小吃，吸引眾多遊客前往品鑒。	A renowned culinary haven that has all Yaozhou specialties, attracting many tourists.	名高い美食の殿堂には光耀大陸の名物がずらりと並び、多くの観光客を魅了している。	명성이 자자한 미식가들의 성지인 맛남의 거리이다. 요주에서만 맛볼 수 있는 특별한 먹거리들이 모여 있어 수많은 관광객들이 찾아온다.	ดินแดน​แห่ง​อาหาร​ชื่อดัง​ รวบรวม​อาหารว่าง​อันเป็น​เอกลักษณ์​ของ​เหยา​โจว​ไว้​ ดึงดูด​นักท่องเที่ยว​มากมาย​ให้​มา​ลิ้มลอง​	<color=#66b032>区域效果</color>:耀州区中每两回合敌我双方都会回复生命值。	<color=#66b032>區域效果</color>:耀州區中每兩回合敵我雙方都會回復生命值。	<color=#66b032>District Effect</color>: In Yaozhou, both allies and enemies will regenerate HP every 2 turns.	<color=#66b032>エリア効果</color>:耀州区で、2ターンごとに、敵と味方全体のHPが回復する。	<color=#66b032>지역 효과</color>: 요주 타운에선 매 두 턴마다 적과 아군의 HP가 회복됩니다.	<color=#66b032>เอฟเฟกต์สถานที่</color>:​ ใน​เขต​เหยา​โจว​ ทั้ง​ฝ่าย​เรา​และ​ฝ่าย​ศัตรู​จะ​ฟื้นฟู​ HP​ ทุกๆ​ 2​ เทิร์น​
