id	regionBelong	areaLv	taskGroup	before	startType	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
103010	1	3	10301	0	2	1110	2010502	5	5600014;5600092	5;5	228	2010502	1	通关5次「贝克街·饮品2」	通關5次「貝克街·飲品2」	Clear "Baker Street - Drinks II" 5 times.	「ベイカーストリート・ドリンク」を5回クリアする	「베이커 가 음료 2」 5회 클리어	ผ่านด่าน [ถนนเบเกอร์-เครื่องดื่ม 2] 5 ครั้ง
103011	1	3	10301	103010	1	1412	5710002	2	4198001;3000003	25;50000	511	5510002	1	将「柠檬快乐水」升至评级C	將「檸檬快樂水」升至評級C	Raise the "Happy Lemonade" rating to C.	「レモンコーラ」がランクCに達する	「레몬 해피워터」를 C급까지 업그레이드	อัป [น้ำเลม่อนแฮปปี้] ถึงระดับ C
103020	1	3	10302	0	2	1110	2010508	5	5600050;5600040	5;5	228	2010508	1	通关5次「贝克街·甜品2」	通關5次「貝克街·甜品2」	Clear "Baker Street - Dessert II" 5 times.	「ベイカーストリート・デザート2」を5回クリアする	「베이커 가 디저트 2」 5회 클리어	ผ่านด่าน [ถนนเบเกอร์-ขนมหวาน 2] 5 ครั้ง
103021	1	3	10302	103020	1	1412	5720002	2	4198001;3000003	25;50000	512	5520002	1	将「满足芝士汉堡」升至评级C	將「滿足芝士漢堡」升至評級C	Raise the "Hearty Cheese Burger" rating to C.	「大満足チーズバーガー」がランクCに達する	「만족의 치즈버거」를 C급까지 업그레이드	อัป [เบอร์เกอร์ชีสจุใจ] ถึงระดับ C
103030	1	3	10303	0	2	1110	2010506	5	5600029;5600093	5;5	228	2010506	1	通关5次「贝克街·主食3」	通關5次「貝克街·主食3」	Clear "Baker Street - Main Dish III" 5 times.	「ベイカーストリート・メインディッシュ3」を5回クリアする	「베이커 가 메인요리 3」 5회 클리어	ผ่านด่าน [ถนนเบเกอร์-จานหลัก 3] 5 ครั้ง
103031	1	3	10303	103030	1	1412	5740002	2	4198001;3000003	25;50000	514	5540002	1	将「忧郁甜甜圈」升至评级C	將「憂鬱甜甜圈」升至評級C	Raise the "Sorrowful Donut" rating to C.	「憂鬱ドーナツ」がランクCに達する	「우울의 도넛」을 C급까지 업그레이드	อัป [โดนัทกลุ้มใจ] ถึงระดับ C
103040	1	3	10304	0	1	1404	1	5	4104041;3000016	30;300	517	1	1	累计派送5单昆士区外卖	累計派送5單昆士區外賣	Complete 5 delivery orders in Quince.	コンシ区出前を5回完了する	퀸즈 타운으로 누적 5회 배달	ส่งอาหารในเขตควินซ์ 5 ออเดอร์
103060	1	3	10306	0	2	1110	2015003	1	4102021;3000003	1;50000	223	2015003	1	通关1次「五城广场3」	通關1次「五城廣場3」	Clear "Quintupolis Plaza III" 1 time.	「五城広場3」を1回クリアする	「펜타폴리스 3」1회 클리어	ผ่านด่าน [จัตุรัสควินซ์ 3] 1 ครั้ง
103070	1	3	10307	0	2	6	8000131	10	4199001;3000003	3;25000	230	8000131	1	获得10条「花鲢鱼」	獲得10條「花鰱魚」	Obtain 10 "Silver Carp".	「コクレン」を10匹獲得する	「연어」 10마리 획득	ได้รับ [ปลาคาร์ปเงิน] 10 ตัว
103071	1	3	10307	103070	1	1412	5730028	2	4198001;3000003	25;50000	513	5530028	1	将「红烧花鲢鱼」升至评级C	將「紅燒花鰱魚」升至評級C	Raise the "Braised Silver Carp" rating to C.	「コクレンの醤油煮」がランクCに達する	「연어조림」을 C급까지 업그레이드	อัป [ปลาคาร์ปเงินตุ๋นซอสแดง] ถึงระดับ C
103080	1	3	10308	0	2	1110	2010103	1	4101002;3000003	8;45000	224	2010103	1	通关1次「经验副本3」	通關1次「經驗副本3」	Clear the "EXP Stage III" 1 time.	「EXPステージ3」を1回クリアする	「EXP 던전 3」 1회 클리어	ผ่านด่าน [ดันเจี้ยน EXP 3] 1 ครั้ง
103090	1	3	10309	0	2	204	30503	1	4102303;3000003	3;45000	285	30503	1	通关1次「蓝色芯片副本3」	通關1次「藍色晶片副本3」	Clear the "Blue Chip Stage III" 1 time.	「チップ・青ステージ3」を1回クリアする	「블루 칩 던전 3」 1회 클리어	ผ่านด่าน [ดันเจี้ยนชิปสีน้ำเงิน 3] 1 ครั้ง
104010	1	4	10401	0	2	1110	2010505	5	5600093;5600049	5;5	228	2010505	1	通关5次「贝克街·主食2」	通關5次「貝克街·主食2」	Clear "Baker Street - Main Dish II" 5 times.	「ベイカーストリート・メインディッシュ2」を5回クリアする	「베이커 가 메인요리 2」 5회 클리어	ผ่านด่าน [ถนนเบเกอร์-จานหลัก 2] 5 ครั้ง
104011	1	4	10401	104010	1	1412	5710003	2	4198001;3000003	25;50000	511	5510003	1	将「猫咪快乐水」升至评级C	將「貓咪快樂水」升至評級C	Raise the "Neko Soda" rating to C.	「ネココーラ」がランクCに達する	「냥냥 해피워터」를 C급까지 업그레이드	อัป [น้ำแมวเหมียวแฮปปี้] ถึงระดับ C
104020	1	4	10402	0	2	1110	2010503	5	5600008;5600014	5;5	228	2010503	1	通关5次「贝克街·饮品3」	通關5次「貝克街·飲品3」	Clear "Baker Street - Drinks III" 5 times.	「ベイカーストリート・ドリンク3」を5回クリアする	「베이커 가 음료 3」 5회 클리어	ผ่านด่าน [ถนนเบเกอร์-เครื่องดื่ม 3] 5 ครั้ง
104021	1	4	10402	104020	1	1412	5720003	2	4198001;3000003	25;50000	512	5520003	1	将「狂热牛肉汉堡」升至评级C	將「狂熱牛肉漢堡」升至評級C	Raise the "Zealous Beef Burger" rating to C.	「狂熱ビーフバーガー」がランクCに達する	「열광의 소고기 버거」를 C급까지 업그레이드	อัป [เบอร์เกอร์เนื้อคลั่งไคล้] ถึงระดับ C
104030	1	4	10403	0	2	1110	2010509	5	5600016;5600050	5;5	228	2010509	1	通关5次「贝克街·甜品3」	通關5次「貝克街·甜品3」	Clear "Baker Street - Dessert III" 5 times.	「ベイカーストリート・デザート3」を5回クリアする	「베이커 가 디저트 3」 5회 클리어	ผ่านด่าน [ถนนเบเกอร์-ขนมหวาน 3] 5 ครั้ง
104031	1	4	10403	104030	1	1412	5740003	2	4198001;3000003	25;50000	514	5540003	1	将「心碎甜甜圈」升至评级C	將「心碎甜甜圈」升至評級C	Raise the "Heartbroken Donut" rating to C.	「ハートブレイクドーナツ」がランクCに達する	「슬픔의 도넛」을 C급까지 업그레이드	อัป [โดนัทอกหัก] ถึงระดับ C
104040	1	4	10404	0	1	1404	1	7	4104041;3000016	40;400	517	1	1	累计派送7单昆士区外卖	累計派送7單昆士區外賣	Complete 7 delivery orders in Quince.	コンシ区出前を7回完了する	퀸즈 타운으로 누적 7회 배달	ส่งอาหารในเขตควินซ์ 7 ออเดอร์
104060	1	4	10406	0	2	1110	2015004	1	4102021;3000003	2;50000	223	2015004	1	通关1次「五城广场4」	通關1次「五城廣場4」	Clear "Quintupolis Plaza IV" 1 time.	「五城広場4」を1回クリアする	「펜타폴리스 4」1회 클리어	ผ่านด่าน [จัตุรัสควินซ์ 4] 1 ครั้ง
104070	1	4	10407	0	2	6	8000151	10	4199001;3000003	4;25000	230	8000151	1	获得10条「凤尾鱼」	獲得10條「鳳尾魚」	Obtain 10 "Coilia mystus".	「カタクチイワシ」を10匹獲得する	「엔초비」 10마리 획득	ได้รับ [ปลาแอนโชวี่] 10 ตัว
104071	1	4	10407	104070	1	1412	5730001	2	4198001;3000003	25;50000	513	5530001	1	将「凤尾炸鱼」升至评级C	將「鳳尾炸魚」升至評級C	Raise the "Pan-Fried Fish" rating to C.	「カタクチイワシの唐揚げ」がランクCに達する	「엔초비튀김」을 C급까지 업그레이드	อัป [ปลาทอดแอนโชวี่] ถึงระดับ C
104080	1	4	10408	0	2	1110	2010104	1	4101002;3000003	16;60000	224	2010104	1	通关1次「经验副本4」	通關1次「經驗副本4」	Clear the "EXP Stage IV" 1 time.	「EXPステージ4」を1回クリアする	「EXP 던전 4」 1회 클리어	ผ่านด่าน [ดันเจี้ยน EXP 4] 1 ครั้ง
104090	1	4	10409	0	2	204	30304	1	4102103;3000003	4;60000	283	30304	1	通关1次「红色芯片副本4」	通關1次「紅色晶片副本4」	Clear the "Red Chip Stage IV" 1 time.	「チップ・赤ステージ4」を1回クリアする	「레드 칩 던전 4」 1회 클리어	ผ่านด่าน [ดันเจี้ยนชิปสีแดง 4] 1 ครั้ง
105010	1	5	10501	0	2	1110	2010501	10	5600092;3000003	20;50000	228	2010501	1	通关10次「贝克街·饮品1」	通關10次「貝克街·飲品1」	Clear "Baker Street - Drinks I" 10 times.	「ベイカーストリート・ドリンク1」を10回クリアする	「베이커 가 음료 1」 10회 클리어	ผ่านด่าน [ถนนเบเกอร์-เครื่องดื่ม 1] 10 ครั้ง
105011	1	5	10501	105010	1	1412	5710001	3	4198001;3000003	50;100000	511	5510001	1	将「快乐水」升至评级B	將「快樂水」升至評級B	Raise the "Happy Soda" rating to B.	「コーラ」がランクBに達する	「해피워터」를 B급까지 업그레이드	อัป [แฮปปี้โซดา] ถึงระดับ B
105020	1	5	10502	0	2	1110	2010504	10	5600049;3000003	20;50000	228	2010504	1	通关10次「贝克街·主食1」	通關10次「貝克街·主食1」	Clear "Baker Street - Main Dish I" 10 times.	「ベイカーストリート・メインディッシュ1」を10回クリアする	「베이커 가 메인요리 1」 10회 클리어	ผ่านด่าน [ถนนเบเกอร์-จานหลัก 1] 10 ครั้ง
105021	1	5	10502	105020	1	1412	5720001	3	4198001;3000003	50;100000	512	5520001	1	将「幸福芝士棒」升至评级B	將「幸福芝士棒」升至評級B	Raise the "Blessed Cheese Stick" rating to B.	「幸せスティックチーズ」がランクBに達する	「행복의 치즈스틱」을 B급까지 업그레이드	อัป [แท่งชีสแห่งความสุข] ถึงระดับ B
105030	1	5	10503	0	2	1110	2010507	10	5600040;3000003	20;50000	228	2010507	1	通关10次「贝克街·甜品1」	通關10次「貝克街·甜品1」	Clear "Baker Street - Dessert I" 10 times.	「ベイカーストリート・デザート1」を10回クリアする	「베이커 가 디저트 1」 10회 클리어	ผ่านด่าน [ถนนเบเกอร์-ขนมหวาน 1] 10 ครั้ง
105031	1	5	10503	105030	1	1412	5740001	3	4198001;3000003	50;100000	514	5540001	1	将「伤感甜甜圈」升至评级B	將「傷感甜甜圈」升至評級B	Raise the "Sad Donut" rating to B.	「感傷ドーナツ」がランクBに達する	「상심의 도넛」을 B급까지 업그레이드	อัป [โดนัทโศกเศร้า] ถึงระดับ B
105040	1	5	10504	0	1	1404	1	10	4104041;3000016	50;500	517	1	1	累计派送10单昆士区外卖	累計派送10單昆士區外賣	Complete 10 delivery orders in Quince.	コンシ区出前を10回完了する	퀸즈 타운으로 누적 10회 배달	ส่งอาหารในเขตควินซ์ 10 ออเดอร์
105060	1	5	10506	0	2	1110	2015005	1	4102031;3000003	1;50000	223	2015005	1	通关1次「五城广场5」	通關1次「五城廣場5」	Clear "Quintupolis Plaza V" 1 time.	「五城広場5」を1回クリアする	「펜타폴리스 5」1회 클리어	ผ่านด่าน [จัตุรัสควินซ์ 5] 1 ครั้ง
105070	1	5	10507	0	2	6	8000141	10	4199001;3000003	5;25000	230	8000141	1	获得10条「香鱼」	獲得10條「香魚」	Obtain 10 "Sweetfish".	「アユ」を10匹獲得する	「은어」 10마리 획득	ได้รับ [ปลาอายุ (Ayu)] 10 ตัว
105071	1	5	10507	105070	1	1412	5730004	2	4198001;3000003	25;50000	513	5530004	1	将「香鱼葱花面」升至评级C	將「香魚蔥花麵」升至評級C	Raise the "Scallion Oil Noodle with Sweetfish" rating to C.	「鮎ラーメン」がランクCに達する	「은어 파 탕면」를 C급까지 업그레이드	อัป [บะหมี่ปลาอายุ] ถึงระดับ C
105080	1	5	10508	0	2	1110	2010105	1	4101003;3000003	5;75000	224	2010105	1	通关1次「经验副本5」	通關1次「經驗副本5」	Clear the "EXP Stage V" 1 time.	「EXPステージ5」を1回クリアする	「EXP 던전 5」 1회 클리어	ผ่านด่าน [ดันเจี้ยน EXP 5] 1 ครั้ง
105090	1	5	10509	0	2	204	30405	1	4102203;3000003	5;75000	284	30405	1	通关1次「绿色芯片副本5」	通關1次「綠色晶片副本5」	Clear the "Green Chip Stage V" 1 time.	「チップ・緑ステージ5」を1回クリアする	「그린 칩 던전 5」 1회 클리어	ผ่านด่าน [ดันเจี้ยนชิปสีเขียว 5] 1 ครั้ง
201010	2	1	20101	0	2	1110	2020101	3	5600002;3000003	6;15000	234	2020101	1	通关3次「花园街·饮品1」	通關3次「花園街·飲品1」	Clear "Garden Street - Drinks I" 3 times.	「ガーデンストリート・ドリンク1」を3回クリアする	「가든 스트리트 음료 1」 3회 클리어	ผ่านด่าน [ถนนเบเกอร์-เครื่องดื่ม 1] 3 ครั้ง
201011	2	1	20101	201010	1	1412	5710004	2	4198001;3000003	25;50000	511	5510004	1	将「苦涩咖啡」升至评级C	將「苦澀咖啡」升至評級C	Raise the "Bitter Coffee" rating to C.	「にがにがコーヒー」がランクCに達する	「쓰디쓴 커피」를 C급까지 업그레이드	อัป [กาแฟขม] ถึงระดับ C
201020	2	1	20102	0	1	1404	2	1	4104041;3000016	10;100	517	2	1	累计派送1单南港区外卖	累計派送1單南港區外賣	Complete 1 delivery order in Southport.	南港区出前を1回完了する	사우스포트로 누적 1회 배달	ส่งอาหารในเขตทะเลใต้ 1 ออเดอร์
201030	2	1	20103	0	2	1110	2015101	1	4100011;3000003	5;50000	233	2015101	1	通关1次「废弃工厂1」	通關1次「廢棄工廠1」	Clear "Derelict Factory I" 1 time.	「廃工場1」を1回クリアする	「폐공장 지대 1」1회 클리어	ผ่านด่าน [โรงงานร้าง 1] 1 ครั้ง
201040	2	1	20104	0	2	6	8000211	10	4199001;3000003	1;25000	240	8000211	1	获得10条「小黄鱼」	獲得10條「小黃魚」	Obtain 10 "Small Yellow Croakers".	「キグチ」を10匹獲得する	「조기」 10마리 획득	ได้รับ [ปลาเหลืองตัวเล็ก] 10 ตัว
201041	2	1	20104	201040	1	1412	5730029	2	4198001;3000003	25;50000	513	5530029	1	将「酥炸小黄鱼」升至评级C	將「酥炸小黃魚」升至評級C	Raise the "Fried Small Yellow Croaker" rating to C.	「キグチの揚げ物」がランクCに達する	「조기튀김」을 C급까지 업그레이드	อัป [คร็อกเกอร์ทอดกรอบ] ถึงระดับ C
201050	2	1	20105	0	1	1103		1	4102021;3000003	1;50000	236		1	累计通关1次「协力战」	累計通關1次「協力戰」	Complete the Invasion 1 time.	「協同作戦」を1回クリアする	협력전 누적 1회 클리어	ผ่านด่าน [ผนึกกำลัง] 1 ครั้ง
202010	2	2	20201	0	2	1110	2020104	3	5600094;3000003	6;15000	234	2020104	1	通关3次「花园街·主食1」	通關3次「花園街·主食1」	Clear "Garden Street - Main Dish I" 3 times.	「ガーデンストリート・メインディッシュ1」を3回クリアする	「가든 스트리트 메인요리 1」 3회 클리어	ผ่านด่าน [ถนนการ์เด้น-จานหลัก 1] 1 ครั้ง
202011	2	2	20201	202010	1	1412	5720004	2	4198001;3000003	25;50000	512	5520004	1	将「狂欢烤肠」升至评级C	將「狂歡烤腸」升至評級C	Raise the "Party Grill Sausage" rating to C.	「カーニバルソーセージ」がランクCに達する	「광란의 소시지」를 C급까지 업그레이드	อัป [ไส้กรอกคาร์นิวัล] ถึงระดับ C
202020	2	2	20202	0	2	1110	2020107	3	5600095;3000003	6;15000	234	2020107	1	通关3次「花园街·甜品1」	通關3次「花園街·甜品1」	Clear "Garden Street - Dessert I" 3 times.	「ガーデンストリート・デザート1」を3回クリアする	「가든 스트리트 디저트 1」 3회 클리어	ผ่านด่าน [ถนนการ์เด้น-ขนมหวาน 1] 3 ครั้ง
202021	2	2	20202	202020	1	1412	5740004	2	4198001;3000003	25;50000	514	5540004	1	将「满足薄饼」升至评级C	將「滿足薄餅」升至評級C	Raise the "Hearty Pancake" rating to C.	「大満足パンケーキ」がランクCに達する	「만족의 팬케이크」를 C급까지 업그레이드	อัป [พิซซ่าแห่งความสุข] ถึงระดับ C
202030	2	2	20203	0	1	1404	2	3	4104041;3000003	20;1000	517	2	1	累计派送3单南港区外卖	累計派送3單南港區外賣	Complete 3 delivery orders in Southport.	南港区出前を3回完了する	사우스포트로 누적 3회 배달	ส่งอาหารในเขตทะเลใต้ 3 ออเดอร์
202050	2	2	20205	0	2	1110	2015102	1	4100011;3000003	10;50000	233	2015102	1	通关1次「废弃工厂2」	通關1次「廢棄工廠2」	Clear "Derelict Factory II" 1 time.	「廃工場2」を1回クリアする	「폐공장 지대 2」1회 클리어	ผ่านด่าน [โรงงานร้าง 2] 1 ครั้ง
202051	2	2	20205	202050	1	1723	104	3	4100011;3000003	5;10000	701		1	将任意「暴击套」装备升至+3	將任意「爆擊套」裝備升至+3	Upgrade any Critical Set piece to +3.	「会心セット」の任意装備が＋3に達する	임의의「크리티컬 세트」장비 +3까지 강화	อัปเกรดอุปกรณ์ [เซ็ตคริติคอล] ใดก็ได้ถึง +3
202060	2	2	20206	0	2	6	8000241	10	4199001;3000003	2;25000	240	8000241	1	获得10条「白带鱼」	獲得10條「白帶魚」	Obtain 10 "Largehead Hairtails".	「タチウオ」を10匹獲得する	「은갈치」 10마리 획득	ได้รับ [ปลาดาบเงิน] 10 ตัว
202061	2	2	20206	202060	1	1412	5730014	2	4198001;3000003	25;50000	513	5530014	1	将「香脆白带鱼」升至评级C	將「香脆白帶魚」升至評級C	Raise the "Crispy Hairtail" rating to C.	「タチウオのかりかり唐揚げ」がランクCに達する	「은갈치튀김」를 C급까지 업그레이드	อัป [ปลาดาบเงินทอดกรอบ] ถึงระดับ C
202070	2	2	20207	0	1	1103		2	4102021;3000003	2;100000	236		1	累计通关2次「协力战」	累計通關2次「協力戰」	Complete the Invasion 2 times.	「協同作戦」を2回クリアする	협력전 누적 2회 클리어	ผ่านด่าน [ผนึกกำลัง] 2 ครั้ง
203010	2	3	20301	0	2	1110	2020102	5	5600019;3000003	5;25000	234	2020102	1	通关5次「花园街·饮品2」	通關5次「花園街·飲品2」	Clear "Garden Street - Drinks II" 5 times.	「ガーデンストリート・ドリンク2」を5回クリアする	「가든 스트리트 음료 2」 5회 클리어	ผ่านด่าน [ถนนการ์เด้น-เครื่องดื่ม 2] 5 ครั้ง
203011	2	3	20301	203010	1	1412	5710005	2	4198001;3000003	25;50000	511	5510005	1	将「催眠拿铁」升至评级C	將「催眠拿鐵」升至評級C	Raise the "Hypnosis Latte" rating to C.	「うとうとラテ」がランクCに達する	「최면 라테」를 C급까지 업그레이드	อัป [ลาเต้สะกดจิต] ถึงระดับ C
203020	2	3	20302	0	2	1110	2020108	5	5600088;3000003	5;25000	234	2020108	1	通关5次「花园街·甜品2」	通關5次「花園街·甜品2」	Clear "Garden Street - Dessert II" 5 times.	「ガーデンストリート・デザート2」を5回クリアする	「가든 스트리트 디저트 2」 5회 클리어	ผ่านด่าน [ถนนการ์เด้น-ขนมหวาน 2] 5 ครั้ง
203021	2	3	20302	203020	1	1412	5720005	2	4198001;3000003	25;50000	512	5520005	1	将「狂欢热狗」升至评级C	將「狂歡熱狗」升至評級C	Raise the "Carnival Hot Dog" rating to C.	「カーニバルドッグ」がランクCに達する	「광란의 핫도그」를 C급까지 업그레이드	อัป [ฮอทดอกคาร์นิวัล] ถึงระดับ C
203030	2	3	20303	0	2	1110	2020106	5	5600031;3000003	5;25000	234	2020106	1	通关5次「花园街·主食3」	通關5次「花園街·主食3」	Clear "Garden Street - Main Dish III" 5 times.	「ガーデンストリート・メインディッシュ3」を5回クリアする	「가든 스트리트 메인요리 3」 5회 클리어	ผ่านด่าน [ถนนการ์เด้น-จานหลัก 3] 5 ครั้ง
203031	2	3	20303	203030	1	1412	5740005	2	4198001;3000003	25;50000	514	5540005	1	将「满足奶酪馅饼」升至评级C	將「滿足乳酪餡餅」升至評級C	Raise the "Hearty Cheese Pie" rating to C.	「大満足チーズパンケーキ」がランクCに達する	「만족의 치즈파이」를 C급까지 업그레이드	อัป [พายชีสอิ่มใจ] ถึงระดับ C
203040	2	3	20304	0	1	1404	2	5	4104041;3000003	30;1500	517	2	1	累计派送5单南港区外卖	累計派送5單南港區外賣	Complete 5 delivery orders in Southport.	南港区出前を5回完了する	사우스포트로 누적 5회 배달	ส่งอาหารในเขตทะเลใต้ 5 ออเดอร์
203060	2	3	20306	0	2	1110	2015103	1	4100011;3000003	15;75000	233	2015103	1	通关1次「废弃工厂3」	通關1次「廢棄工廠3」	Clear "Derelict Factory III" 1 time.	「廃工場3」を1回クリアする	「폐공장 지대 3」1회 클리어	ผ่านด่าน [โรงงานร้าง 3] 1 ครั้ง
203061	2	3	20306	203060	1	1724	104	1	4100011;3000003	10;20000	701		1	将任意「暴击套」装备升至1星	將任意「爆擊套」裝備升至1星	Upgrade any Critical Set piece to 1★.	「会心セット」の任意装備が★1に達する	임의의「크리티컬 세트」장비 1★으로 승급	อัปเกรดอุปกรณ์ [เซ็ตคริติคอล] ใดก็ได้ถึง 1★
203070	2	3	20307	0	2	6	8000232	10	4199001;3000003	3;25000	240	8000232	1	获得10条「鳗鱼」	獲得10條「鰻魚」	Obtain 10 "Eels".	「ウナギ」を10匹獲得する	「장어」 10마리 획득	ได้รับ [ปลาไหล] 10 ตัว
203071	2	3	20307	203070	1	1412	5730015	2	4198001;3000003	25;50000	513	5530015	1	将「蒲烧鳗鱼」升至评级C	將「蒲燒鰻魚」升至評級C	Raise the "Grilled Eel" rating to C.	「鰻のかば焼き」がランクCに達する	「장어구이」를 C급까지 업그레이드	อัป [ปลาไหลย่างซอสเทอริยากิ] ถึงระดับ C
