id	ensureRewardNum	ensureReward	regularReward	regularRewardNum	rareReward	rareRewardRandom	rareRewardMinNum	rareRewardMaxNum	rareRewardShow	fristRewards	fristRewardsNum	starRewardId	starRewardNum	showItem	showItemTag	showItemNum	showReward	status
21110	0	0	419002	250	500115;500125;500225;500114;500124;500224;500113;500123;500223;501023	0.2;0.2;0.2;1.2;1.2;1.2;0.8;0.8;0.8;0.04	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500115;500125;500225;500114;500124;500224;500113;500123;500223;501023	419002	2500	0	0	300021;419002;419002;500115;500125;500225;500114;500124;500224;500113;500123;500223;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	50;2500;250;0;0;0;0;0;0;0;0;0;0	500115;500125;500225;300021	1
21111	3;3;3	500115;500125;500225	419002	500	500115;500125;500225;500114;500124;500224;500113;500123;500223;501023	0.3;0.3;0.3;2.4;2.4;2.4;2;2;2;0.05	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500115;500125;500225;500114;500124;500224;500113;500123;500223;501023	419002	5000	0	0	300021;419002;419002;500115;500125;500225;500114;500124;500224;500113;500123;500223;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	100;5000;500;0;0;0;0;0;0;0;0;0;0	500115;500125;500225;300021	1
21201	0	0	419002	100	500152;500172;500292;500151;500171;500291;501021	0.5;0.5;0.5;1;1;1;0.2	1;1;1;1;1;1;1	1;1;1;1;1;1;1	500152;500172;500292;500151;500171;500291;501021	419002	1000	0	0	300021;419002;419002;500152;500172;500292;500151;500171;500291;501021	1;3;1;2;2;2;2;2;2;2	20;1000;100;0;0;0;0;0;0;0	500152;500172;500292;300021	1
21202	0	0	419002	110	500153;500173;500293;500152;500172;500292;500151;500171;500291;501021	0.2;0.2;0.2;0.6;0.6;0.6;1;1;1;0.25	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500153;500173;500293;500152;500172;500292;500151;500171;500291;501021	419002	1100	0	0	300021;419002;419002;500153;500173;500293;500152;500172;500292;500151;500171;500291;501021	1;3;1;2;2;2;2;2;2;2;2;2;2	22;1100;110;0;0;0;0;0;0;0;0;0;0	500153;500173;500293;300021	1
21203	0	0	419002	120	500153;500173;500293;500152;500172;500292;500151;500171;500291;501022;501021	0.4;0.4;0.4;0.8;0.8;0.8;1;1;1;0.2;0.3	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	500153;500173;500293;500152;500172;500292;500151;500171;500291;501022;501021	419002	1200	0	0	300021;419002;419002;500153;500173;500293;500152;500172;500292;500151;500171;500291;501022;501021	1;3;1;2;2;2;2;2;2;2;2;2;2;2	24;1200;120;0;0;0;0;0;0;0;0;0;0;0	500153;500173;500293;300021	1
21204	0	0	419002	130	500154;500174;500294;500153;500173;500293;500152;500172;500292;501022;501021	0.08;0.08;0.08;0.6;0.6;0.6;1;1;1;0.23;0.35	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	500154;500174;500294;500153;500173;500293;500152;500172;500292;501022;501021	419002	1300	0	0	300021;419002;419002;500154;500174;500294;500153;500173;500293;500152;500172;500292;501022;501021	1;3;1;2;2;2;2;2;2;2;2;2;2;2	26;1300;130;0;0;0;0;0;0;0;0;0;0;0	500154;500174;500294;300021	1
21205	0	0	419002	140	500154;500174;500294;500153;500173;500293;500152;500172;500292;501022	0.2;0.2;0.2;0.8;0.8;0.8;1;1;1;0.26	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500154;500174;500294;500153;500173;500293;500152;500172;500292;501022	419002	1400	0	0	300021;419002;419002;500154;500174;500294;500153;500173;500293;500152;500172;500292;501022	1;3;1;2;2;2;2;2;2;2;2;2;2	28;1400;140;0;0;0;0;0;0;0;0;0;0	500154;500174;500294;300021	1
21206	0	0	419002	150	500154;500174;500294;500153;500173;500293;500152;500172;500292;501022	0.4;0.4;0.4;1;1;1;1;1;1;0.29	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500154;500174;500294;500153;500173;500293;500152;500172;500292;501022	419002	1500	0	0	300021;419002;419002;500154;500174;500294;500153;500173;500293;500152;500172;500292;501022	1;3;1;2;2;2;2;2;2;2;2;2;2	30;1500;150;0;0;0;0;0;0;0;0;0;0	500154;500174;500294;300021	1
21207	0	0	419002	175	500154;500174;500294;500153;500173;500293;500152;500172;500292;501023	0.6;0.6;0.6;1;1;1;0.8;0.8;0.8;0.01	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500154;500174;500294;500153;500173;500293;500152;500172;500292;501023	419002	1750	0	0	300021;419002;419002;500154;500174;500294;500153;500173;500293;500152;500172;500292;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	35;1750;175;0;0;0;0;0;0;0;0;0;0	500154;500174;500294;300021	1
21208	0	0	419002	200	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	0.08;0.08;0.08;0.8;0.8;0.8;1;1;1;0.02	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	419002	2000	0	0	300021;419002;419002;500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	40;2000;200;0;0;0;0;0;0;0;0;0;0	500155;500175;500295;300021	1
21209	0	0	419002	225	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	0.12;0.12;0.12;1;1;1;1;1;1;0.03	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	419002	2250	0	0	300021;419002;419002;500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	45;2250;225;0;0;0;0;0;0;0;0;0;0	500155;500175;500295;300021	1
21210	0	0	419002	250	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	0.2;0.2;0.2;1.2;1.2;1.2;0.8;0.8;0.8;0.04	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	419002	2500	0	0	300021;419002;419002;500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	50;2500;250;0;0;0;0;0;0;0;0;0;0	500155;500175;500295;300021	1
21211	3;3;3	500155;500175;500295	419002	500	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	0.3;0.3;0.3;2.4;2.4;2.4;2;2;2;0.05	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	419002	5000	0	0	300021;419002;419002;500155;500175;500295;500154;500174;500294;500153;500173;500293;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	100;5000;500;0;0;0;0;0;0;0;0;0;0	500155;500175;500295;300021	1
21301	0	0	419002	100	500162;500272;500182;500161;500271;500181;501021	0.5;0.5;0.5;1;1;1;0.2	1;1;1;1;1;1;1	1;1;1;1;1;1;1	500162;500272;500182;500161;500271;500181;501021	419002	1000	0	0	300021;419002;419002;500162;500272;500182;500161;500271;500181;501021	1;3;1;2;2;2;2;2;2;2	20;1000;100;0;0;0;0;0;0;0	500162;500272;500182;300021	1
21302	0	0	419002	110	500163;500273;500183;500162;500272;500182;500161;500271;500181;501021	0.2;0.2;0.2;0.6;0.6;0.6;1;1;1;0.25	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500163;500273;500183;500162;500272;500182;500161;500271;500181;501021	419002	1100	0	0	300021;419002;419002;500163;500273;500183;500162;500272;500182;500161;500271;500181;501021	1;3;1;2;2;2;2;2;2;2;2;2;2	22;1100;110;0;0;0;0;0;0;0;0;0;0	500163;500273;500183;300021	1
21303	0	0	419002	120	500163;500273;500183;500162;500272;500182;500161;500271;500181;501022;501021	0.4;0.4;0.4;0.8;0.8;0.8;1;1;1;0.2;0.3	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	500163;500273;500183;500162;500272;500182;500161;500271;500181;501022;501021	419002	1200	0	0	300021;419002;419002;500163;500273;500183;500162;500272;500182;500161;500271;500181;501022;501021	1;3;1;2;2;2;2;2;2;2;2;2;2;2	24;1200;120;0;0;0;0;0;0;0;0;0;0;0	500163;500273;500183;300021	1
21304	0	0	419002	130	500164;500274;500184;500163;500273;500183;500162;500272;500182;501022;501021	0.08;0.08;0.08;0.6;0.6;0.6;1;1;1;0.23;0.35	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	500164;500274;500184;500163;500273;500183;500162;500272;500182;501022;501021	419002	1300	0	0	300021;419002;419002;500164;500274;500184;500163;500273;500183;500162;500272;500182;501022;501021	1;3;1;2;2;2;2;2;2;2;2;2;2;2	26;1300;130;0;0;0;0;0;0;0;0;0;0;0	500164;500274;500184;300021	1
21305	0	0	419002	140	500164;500274;500184;500163;500273;500183;500162;500272;500182;501022	0.2;0.2;0.2;0.8;0.8;0.8;1;1;1;0.26	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500164;500274;500184;500163;500273;500183;500162;500272;500182;501022	419002	1400	0	0	300021;419002;419002;500164;500274;500184;500163;500273;500183;500162;500272;500182;501022	1;3;1;2;2;2;2;2;2;2;2;2;2	28;1400;140;0;0;0;0;0;0;0;0;0;0	500164;500274;500184;300021	1
21306	0	0	419002	150	500164;500274;500184;500163;500273;500183;500162;500272;500182;501022	0.4;0.4;0.4;1;1;1;1;1;1;0.29	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500164;500274;500184;500163;500273;500183;500162;500272;500182;501022	419002	1500	0	0	300021;419002;419002;500164;500274;500184;500163;500273;500183;500162;500272;500182;501022	1;3;1;2;2;2;2;2;2;2;2;2;2	30;1500;150;0;0;0;0;0;0;0;0;0;0	500164;500274;500184;300021	1
21307	0	0	419002	175	500164;500274;500184;500163;500273;500183;500162;500272;500182;501023	0.6;0.6;0.6;1;1;1;0.8;0.8;0.8;0.01	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500164;500274;500184;500163;500273;500183;500162;500272;500182;501023	419002	1750	0	0	300021;419002;419002;500164;500274;500184;500163;500273;500183;500162;500272;500182;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	35;1750;175;0;0;0;0;0;0;0;0;0;0	500164;500274;500184;300021	1
21308	0	0	419002	200	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	0.08;0.08;0.08;0.8;0.8;0.8;1;1;1;0.02	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	419002	2000	0	0	300021;419002;419002;500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	40;2000;200;0;0;0;0;0;0;0;0;0;0	500165;500275;500185;300021	1
21309	0	0	419002	225	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	0.12;0.12;0.12;1;1;1;1;1;1;0.03	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	419002	2250	0	0	300021;419002;419002;500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	45;2250;225;0;0;0;0;0;0;0;0;0;0	500165;500275;500185;300021	1
21310	0	0	419002	250	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	0.2;0.2;0.2;1.2;1.2;1.2;0.8;0.8;0.8;0.04	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	419002	2500	0	0	300021;419002;419002;500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	50;2500;250;0;0;0;0;0;0;0;0;0;0	500165;500275;500185;300021	1
21311	3;3;3	500165;500275;500185	419002	500	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	0.3;0.3;0.3;2.4;2.4;2.4;2;2;2;0.05	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	419002	5000	0	0	300021;419002;419002;500165;500275;500185;500164;500274;500184;500163;500273;500183;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	100;5000;500;0;0;0;0;0;0;0;0;0;0	500165;500275;500185;300021	1
21401	0	0	419002	100	500192;500242;500212;500191;500241;500211;501021	0.5;0.5;0.5;1;1;1;0.2	1;1;1;1;1;1;1	1;1;1;1;1;1;1	500192;500242;500212;500191;500241;500211;501021	419002	1000	0	0	300021;419002;419002;500192;500242;500212;500191;500241;500211;501021	1;3;1;2;2;2;2;2;2;2	20;1000;100;0;0;0;0;0;0;0	500192;500242;500212;300021	1
21402	0	0	419002	110	500193;500243;500213;500192;500242;500212;500191;500241;500211;501021	0.2;0.2;0.2;0.6;0.6;0.6;1;1;1;0.25	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500193;500243;500213;500192;500242;500212;500191;500241;500211;501021	419002	1100	0	0	300021;419002;419002;500193;500243;500213;500192;500242;500212;500191;500241;500211;501021	1;3;1;2;2;2;2;2;2;2;2;2;2	22;1100;110;0;0;0;0;0;0;0;0;0;0	500193;500243;500213;300021	1
21403	0	0	419002	120	500193;500243;500213;500192;500242;500212;500191;500241;500211;501022;501021	0.4;0.4;0.4;0.8;0.8;0.8;1;1;1;0.2;0.3	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	500193;500243;500213;500192;500242;500212;500191;500241;500211;501022;501021	419002	1200	0	0	300021;419002;419002;500193;500243;500213;500192;500242;500212;500191;500241;500211;501022;501021	1;3;1;2;2;2;2;2;2;2;2;2;2;2	24;1200;120;0;0;0;0;0;0;0;0;0;0;0	500193;500243;500213;300021	1
21404	0	0	419002	130	500194;500244;500214;500193;500243;500213;500192;500242;500212;501022;501021	0.08;0.08;0.08;0.6;0.6;0.6;1;1;1;0.23;0.35	1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1	500194;500244;500214;500193;500243;500213;500192;500242;500212;501022;501021	419002	1300	0	0	300021;419002;419002;500194;500244;500214;500193;500243;500213;500192;500242;500212;501022;501021	1;3;1;2;2;2;2;2;2;2;2;2;2;2	26;1300;130;0;0;0;0;0;0;0;0;0;0;0	500194;500244;500214;300021	1
21405	0	0	419002	140	500194;500244;500214;500193;500243;500213;500192;500242;500212;501022	0.2;0.2;0.2;0.8;0.8;0.8;1;1;1;0.26	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500194;500244;500214;500193;500243;500213;500192;500242;500212;501022	419002	1400	0	0	300021;419002;419002;500194;500244;500214;500193;500243;500213;500192;500242;500212;501022	1;3;1;2;2;2;2;2;2;2;2;2;2	28;1400;140;0;0;0;0;0;0;0;0;0;0	500194;500244;500214;300021	1
21406	0	0	419002	150	500194;500244;500214;500193;500243;500213;500192;500242;500212;501022	0.4;0.4;0.4;1;1;1;1;1;1;0.29	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500194;500244;500214;500193;500243;500213;500192;500242;500212;501022	419002	1500	0	0	300021;419002;419002;500194;500244;500214;500193;500243;500213;500192;500242;500212;501022	1;3;1;2;2;2;2;2;2;2;2;2;2	30;1500;150;0;0;0;0;0;0;0;0;0;0	500194;500244;500214;300021	1
21407	0	0	419002	175	500194;500244;500214;500193;500243;500213;500192;500242;500212;501023	0.6;0.6;0.6;1;1;1;0.8;0.8;0.8;0.01	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500194;500244;500214;500193;500243;500213;500192;500242;500212;501023	419002	1750	0	0	300021;419002;419002;500194;500244;500214;500193;500243;500213;500192;500242;500212;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	35;1750;175;0;0;0;0;0;0;0;0;0;0	500194;500244;500214;300021	1
21408	0	0	419002	200	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	0.08;0.08;0.08;0.8;0.8;0.8;1;1;1;0.02	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	419002	2000	0	0	300021;419002;419002;500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	40;2000;200;0;0;0;0;0;0;0;0;0;0	500195;500245;500215;300021	1
21409	0	0	419002	225	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	0.12;0.12;0.12;1;1;1;1;1;1;0.03	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	419002	2250	0	0	300021;419002;419002;500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	45;2250;225;0;0;0;0;0;0;0;0;0;0	500195;500245;500215;300021	1
21410	0	0	419002	250	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	0.2;0.2;0.2;1.2;1.2;1.2;0.8;0.8;0.8;0.04	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	419002	2500	0	0	300021;419002;419002;500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	50;2500;250;0;0;0;0;0;0;0;0;0;0	500195;500245;500215;300021	1
21411	3;3;3	500195;500245;500215	419002	500	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	0.3;0.3;0.3;2.4;2.4;2.4;2;2;2;0.05	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	419002	5000	0	0	300021;419002;419002;500195;500245;500215;500194;500244;500214;500193;500243;500213;501023	1;3;1;2;2;2;2;2;2;2;2;2;2	100;5000;500;0;0;0;0;0;0;0;0;0;0	500195;500245;500215;300021	1
