id	icon	skillId1	skillId2	skillId3	skillId4	overCondition	overConditionPara	overSkill1	overSkill2	overSkill3	overSkill4	cardBehavior	cardBehaviorPara	cardTrigger	triggerEffect	triggerPara	delayTriggerTarget	delayTriggerType	delayTriggereffectId	usefulnessAI	usefulnessNumAI	isAoe	skillType	isPowerful	label	showLabel	autoLabel	skillLvMax	clickType	isEveryone	descOther	abstractLabel	cardActive	ignoreTaunt	status	skillName	skillName_zh_TW	skillName_en_UK	skillName_ja_JP	skillName_ko_KR	skillName_th_TH	skillDesc1	skillDesc1_zh_TW	skillDesc1_en_UK	skillDesc1_ja_JP	skillDesc1_ko_KR	skillDesc1_th_TH	skillDesc2	skillDesc2_zh_TW	skillDesc2_en_UK	skillDesc2_ja_JP	skillDesc2_ko_KR	skillDesc2_th_TH	skillDesc3	skillDesc3_zh_TW	skillDesc3_en_UK	skillDesc3_ja_JP	skillDesc3_ko_KR	skillDesc3_th_TH	skillDesc4	skillDesc4_zh_TW	skillDesc4_en_UK	skillDesc4_ja_JP	skillDesc4_ko_KR	skillDesc4_th_TH	specialDesc1	specialDesc1_zh_TW	specialDesc1_en_UK	specialDesc1_ja_JP	specialDesc1_ko_KR	specialDesc1_th_TH	specialDesc2	specialDesc2_zh_TW	specialDesc2_en_UK	specialDesc2_ja_JP	specialDesc2_ko_KR	specialDesc2_th_TH	specialDesc3	specialDesc3_zh_TW	specialDesc3_en_UK	specialDesc3_ja_JP	specialDesc3_ko_KR	specialDesc3_th_TH	specialDesc4	specialDesc4_zh_TW	specialDesc4_en_UK	specialDesc4_ja_JP	specialDesc4_ko_KR	specialDesc4_th_TH
571004001	12:master_skill_img_3	571004001																				0	3		2	2		1	2	1			0	0	1	「奥义技能」	「奧義技能」	Ultimate	「SP技」	「필살기」	[สกิลอัลติเมท]	按_#skill_effectper_0_0_1_攻击力，对敌方全体造成<color="#FF7F50">「破裂伤害」</color>\n<color="#FF7F50">「破裂伤害」</color>：对拥有增益的目标造成的伤害提升至_#type_num_9_1_倍	按_#skill_effectper_0_0_1_攻擊力，對敵方全體造成<color="#FF7F50">「破裂傷害」</color>\n<color="#FF7F50">「破裂傷害」</color>：對擁有增益的目標造成的傷害提升至_#type_num_9_1_倍	Deals _#skill_effectper_0_0_1_ ATK as <color="#FF7F50">Overload DMG</color> to all enemies.\n<color="#FF7F50">Overload DMG</color>: Deals _#type_num_9_1_x damage to buffed targets.	敵全体に攻撃力_#skill_effectper_0_0_1_の<color="#FF7F50">「バフ特攻ダメージ」</color>を与える。\n<color="#FF7F50">「バフ特攻ダメージ」</color>：バフを保有する対象に与えるダメージが_#type_num_9_1_倍に上昇する。	적 전체에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파열 대미지」</color>를 부여한다.\n<color="#FF7F50">「파열 대미지」</color>: 버프가 있는 목표에게 부여하는 대미지가 _#type_num_9_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​ทั้งหมด​เป็น​ <color="#FF7F50">[ดาเมจฉีกกระชาก]</color>​ _#skill_effectper_0_0_1_​ ของ​ ATK​ \n<color="#FF7F50">[​ดา​เม​จ​ฉีก​กระชาก​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_9_1_​ เท่า​																																										
511005001	12:master_skill_img_1	511005001																				0	1		2	6		1	2	1			0	0	1	「技能1」	「技能1」	Skill 1	「スキル1」	「스킬Ⅰ」	[สกิล 1]	按_#skill_effectper_0_0_1_攻击力，对敌方单体造成伤害，并对受到伤害的目标施加<color="#FF7F50">「点燃」</color>3回合\n<color="#FF7F50">「点燃」</color>：回合结束时，造成伤害量40%的伤害	按_#skill_effectper_0_0_1_攻擊力，對敵方單體造成傷害，並對受到傷害的目標施加<color="#FF7F50">「點燃」</color>3回合\n<color="#FF7F50">「點燃」</color>：回合結束時，造成傷害量40%的傷害	Deals _#skill_effectper_0_0_1_ ATK as DMG to one enemy and inflicts <color="#FF7F50">Burning</color> on hit target for 3 turns.\n<color="#FF7F50">Burning</color>: At the end of turns, deals damage equal to 40% of the initial damage.	敵単体に攻撃力_#skill_effectper_0_0_1_のダメージを与える。ダメージを受けた対象に3ターン持続する<color="#FF7F50">「燃焼」</color>を付与する。\n<color="#FF7F50">「燃焼」</color>：ターン終了時、このスキルで最初に与えたダメージの40%分のダメージを与える。	단일 적에게 공격력의 _#skill_effectper_0_0_1_에 해당하는 대미지를 부여하고, 3턴 동안 대미지가 적용된 목표에게 <color="#FF7F50">「연소」</color> 효과를 부여한다.\n<color="#FF7F50">「연소」</color>: 턴 종료 시 40%의 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectper_0_0_1_​ ของ​ ATK​ และ​ติด​เอฟเฟกต์​ <color="#FF7F50">[ไฟไหม้]</color>​ ใส่​เป้าหมาย​ที่​โดน​ดา​เม​จ​ เป็นเวลา​ 3​ เทิร์น​\n<color="#FF7F50">[​ไฟไหม้​]</color>:​ เมื่อ​จบ​เทิร์น​ จะ​สร้าง​ดา​เม​จ​ 40%​ ของ​ปริมาณ​ดา​เม​จ​ที่​สร้าง​ไว้​																																										
521005001	12:master_skill_img_2	521005001																				1	2		2	2		1	2	1			0	0	1	「技能2」	「技能2」	Skill 2	「スキル2」	「스킬Ⅱ」	[สกิล 2]	按_#skill_effectper_0_0_1_攻击力，对敌方全体造成伤害	按_#skill_effectper_0_0_1_攻擊力，對敵方全體造成傷害	Deals _#skill_effectper_0_0_1_ ATK as DMG to all enemies.	敵全体に攻撃力_#skill_effectper_0_0_1_のダメージを与える。	적 전체에게 공격력의 _#skill_effectper_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​ทั้งหมด​ _#skill_effectper_0_0_1_​ ของ​ ATK​																																										
571005001	12:master_skill_img_3	571005001																				0	3		2	2		1	2	1			0	0	1	「奥义技能」	「奧義技能」	Ultimate	「SP技」	「필살기」	[สกิลอัลติเมท]	按_#skill_effectper_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破盾伤害」</color>\n<color="#FF7F50">「破盾伤害」</color>：对拥有护盾的目标的护盾部分造成的伤害提升至_#type_num_7_1_倍	按_#skill_effectper_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破盾傷害」</color>\n<color="#FF7F50">「破盾傷害」</color>：對擁有護盾的目標的護盾部分造成的傷害提升至_#type_num_7_1_倍	Deals _#skill_effectper_0_0_1_ ATK as <color="#FF7F50">Shield Break DMG</color> to one enemy.\n<color="#FF7F50">Shield Break DMG</color>: Deals _#type_num_7_1_x damage to targets' shields.	敵単体に攻撃力_#skill_effectper_0_0_1_の<color="#FF7F50">「シールドダメージ」</color>を与える。\n<color="#FF7F50">「シールドダメージ」</color>：シールドへの与ダメージが_#type_num_7_1_倍になる	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「실드 파괴」</color>를 적용한다. \n<color="#FF7F50">「실드 파괴」</color>: 실드를 보유한 목표의 실드에 부여하는 대미지가 _#type_num_7_1_배로 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ <color="#FF7F50">[ดาเมจทำลายโล่]</color>​ _#skill_effectper_0_0_1_​ ของ​ ATK​ \n<color="#FF7F50">[​ดา​เม​จ​ทำลาย​โล่​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​โล่​ป้องกัน​เพิ่มขึ้น​เป็น​ _#type_num_7_1_​ เท่า​																																										
511005002	12:master_skill_img_1	511005002																				0	1		2	2		1	2	1			0	0	1	「技能1」	「技能1」	Skill 1	「スキル1」	「스킬Ⅰ」	[สกิล 1]	按_#skill_effectper_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectper_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectper_0_0_1_ ATK as DMG to one enemy.	敵単体に攻撃力_#skill_effectper_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectper_0_0_1_​ ของ​ ATK​																																										
521005003	12:master_skill_img_2	521005003																				1	2		2	2		1	2	1			0	0	1	「技能2」	「技能2」	Skill 2	「スキル2」	「스킬Ⅱ」	[สกิล 2]	按_#skill_effectper_0_0_1_攻击力，对敌方全体造成伤害，并按自身_#buff_effectper_0_3_0_1_1_最大生命值，对自身施加护盾_#round_num_0_3_0_回合	按_#skill_effectper_0_0_1_攻擊力，對敵方全體造成傷害，並按自身_#buff_effectper_0_3_0_1_1_最大生命值，對自身施加護盾_#round_num_0_3_0_回合	Deals _#skill_effectper_0_0_1_ ATK as DMG to all enemies and grants this Combatant a shield equal to _#buff_effectper_0_3_0_1_1_ of their max HP for _#round_num_0_3_0_ turn(s).	敵全体に攻撃力_#skill_effectper_0_0_1_のダメージを与え、自身に最大HP_#buff_effectper_0_3_0_1_1_のシールドを付与する。_#round_num_0_3_0_ターン持続する。	적 전체에게 공격력의 _#skill_effectper_0_0_1_에 해당하는 대미지를 부여하고,  _#round_num_0_3_0_턴 동안 자신에게 자체 최대 HP의 _#buff_effectper_0_3_0_1_1_에 해당하는 실드를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​ทั้งหมด​ _#skill_effectper_0_0_1_​ ของ​ ATK​ และ​สร้าง​โล่​ป้องกัน​ให้​กับ​ตนเอง​ _#buff_effectper_0_3_0_1_1_​ ของ​ MaxHP​ ตนเอง​ เป็นเวลา​ _#round_num_0_3_0_​ เทิร์น​																																										
521005002	12:master_skill_img_2	521005002																				1	2		2	5		1	2	1			0	0	1	「技能2」	「技能2」	Skill 2	「スキル2」	「스킬Ⅱ」	[สกิล 2]	按_#skill_effectper_0_0_1_攻击力，对敌方全体造成伤害，并使自身下一次伤害攻击力提升_#buff_effectper_0_3_0_1_1_	按_#skill_effectper_0_0_1_攻擊力，對敵方全體造成傷害，並使自身下一次傷害攻擊力提升_#buff_effectper_0_3_0_1_1_	Deals _#skill_effectper_0_0_1_ ATK as DMG to all enemies and increases this Combatant's ATK by _#buff_effectper_0_3_0_1_1_ on their next attack.	敵全体に攻撃力_#skill_effectper_0_0_1_のダメージを与える。次回のダメージの攻撃力＋_#buff_effectper_0_3_0_1_1_	적 전체에게 공격력의 _#skill_effectper_0_0_1_에 해당하는 대미지를 부여하고, 자신의 다음 공격력 +_#buff_effectper_0_3_0_1_1_ 	สร้าง​ดา​เม​จ​ใส่​ศัตรู​ทั้งหมด​ _#skill_effectper_0_0_1_​ ของ​ ATK​ และ​เพิ่ม​ดา​เม​จ​การ​โจมตี​ครั้ง​ถัดไป​ขึ้น​ _#buff_effectper_0_3_0_1_1_​																																										
571005002	12:master_skill_img_3	571005002																				0	3		2	2		1	2	1			0	0	1	「奥义技能」	「奧義技能」	Ultimate	「SP技」	「필살기」	[สกิลอัลติเมท]	按_#skill_effectper_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破盾伤害」</color>\n<color="#FF7F50">「破盾伤害」</color>：对拥有护盾的目标的护盾部分造成的伤害提升至_#type_num_7_1_倍	按_#skill_effectper_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破盾傷害」</color>\n<color="#FF7F50">「破盾傷害」</color>：對擁有護盾的目標的護盾部分造成的傷害提升至_#type_num_7_1_倍	Deals _#skill_effectper_0_0_1_ ATK as <color="#FF7F50">Shield Break DMG</color> to one enemy.\n<color="#FF7F50">Shield Break DMG</color>: Deals _#type_num_7_1_x damage to targets' shields.	敵単体に攻撃力_#skill_effectper_0_0_1_の<color="#FF7F50">「シールドダメージ」</color>を与える。\n<color="#FF7F50">「シールドダメージ」</color>：シールドへの与ダメージが_#type_num_7_1_倍になる	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「실드 파괴」</color>를 적용한다. \n<color="#FF7F50">「실드 파괴」</color>: 실드를 보유한 목표의 실드에 부여하는 대미지가 _#type_num_7_1_배로 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ <color="#FF7F50">[ดาเมจทำลายโล่]</color>​ _#skill_effectper_0_0_1_​ ของ​ ATK​ \n<color="#FF7F50">[​ดา​เม​จ​ทำลาย​โล่​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​โล่​ป้องกัน​เพิ่มขึ้น​เป็น​ _#type_num_7_1_​ เท่า​																																										
511005003	12:master_skill_img_1	511005003																				0	1		2	2		1	2	1			0	0	1	「技能1」	「技能1」	Skill 1	「スキル1」	「스킬Ⅰ」	[สกิล 1]	按_#skill_effectper_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectper_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectper_0_0_1_ ATK as DMG to one enemy.	敵単体に攻撃力_#skill_effectper_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectper_0_0_1_​ ของ​ ATK​																																										
511006001	12:master_skill_img_1	511006001																				0	1		2	2		1	2	1			0	0	1	「技能1」	「技能1」	Skill 1	「スキル1」	「스킬Ⅰ」	[สกิล 1]	按_#skill_effectper_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectper_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectper_0_0_1_ ATK as DMG to one enemy.	敵単体に攻撃力_#skill_effectper_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectper_0_0_1_​ ของ​ ATK​																																										
