id	desc	effects	refresh	isUnique	isUniqueAll	levelUpType	buffType	endType	endNum	endOrder	stackingType	sameBuffStackingType	effectTrigger	triggerCd	triggerClickType	effectTarget	effectType	triggerOrder	effectId	isClear	isStolen	isIgnore	removeByMaster	showId	showDesc	buffTags	status
141101851	耀州情绪蘑菇-1技能-子效果-感染-无法获得治疗	407020155;407020157		1			2			2	2	1								1	1	0		210319	210319		1
141102251	耀州电线杆-2技能-降低受到治疗效果50%，2回合	411602151		1			2			2	2	1								1	1	0		201401	201401		1
141102051	旧城区小老鼠-大招-子效果3-受到护盾效果提升50%，3回合	412102152		1			1			2	2	1						2		1	1	0		101801	101801		1
141104151	旧城区剑鼠-大招-子效果-禁止使用buff技能2回合	404030151		1			2			2	2	1								1	1	0		210306	210306		1
141106051	中心区血液病人B-大招-子效果3-无法获得buff	407020156		1			2			2	2	1								1	1	0		210312	210312		1
104010152	高压炉-技能B-冰封禁止行动，额外真伤	404010151		0			2	1004	999	2	2	1	1004	2		301	2	1	201120551	1	1	0		210309;3000131;3000132	210309		1
103010151	胶囊怪-技能B-根据100攻击力HOT治疗	403010151		0			1			2	2	1								1	1	0		110201	110201		1
111701151	【只用作预效果】100%吸血固定值	411701151		0			0	1002	1	2	2	1								0	0	1					1
111701152	【只用作预效果】30%吸血固定值	411701153		0			0	1002	1	2	2	1								0	0	1					1
111701153	【只用作预效果】50%吸血固定值	411701152		0			0	1002	1	2	2	1								0	0	1					1
111701154	100%吸血固定值	411701151		1			0	1001	1	2	2	1								0	0	1		101501	111701154		1
101102152	傀女-技能B-友方提升30%攻击力	401102152		1			1			2	2	1								1	1	0		100101	100101		1
112010152	小魔方-技能B-降低10%防御，最高5层	412010152		1			2			2	2	3								1	1	0		200201	200201		1
111303151	小兔子-技能B-降低30%忍耐	411303151		1			2			2	2	1								1	1	0		201001	201001		1
104040151	小兔子-大招-恐惧，无法使用攻击技能	404040151		0			2			2	2	1								1	1	0		210304	210304		1
104030151	海鸥流氓-大招-禁BUFF无法使用增益	404030151		0			2			2	2	4								1	1	0		210306	210306		1
111303152	傀化平板-技能B-友方提升30%忍耐	411303152		0			1			2	2	2								1	1	0		101001	101001		1
111303153	傀化平板-技能B-友方提升30%防御	412010153		1			1			2	2	1								1	1	0		100201	100201		1
111602151	键盘鹿-技能B-降低受到的治疗效果50%	411602151		1			2			2	2	1								1	1	0		201401	201401		1
101102153	架子鼓蜘蛛-技能B-降低20%攻击力	401102153		1			2			2	2	1								1	1	0		200101	200101		1
101102154	架子鼓蜘蛛-技能B-降低30%防御力	412010154		1			2			2	2	1								1	1	0		200201	200201		1
104060151	架子鼓蜘蛛-大招-禁止恢复类技能	404060151		0			2			2	2	4								1	1	0		210305	210305		1
104020151	医用垃圾-大招-睡眠2回合	404020151		0			2	1004	999	2	2	4								1	1	0		210308	210308		1
104020152	医用垃圾-判断睡眠是否自然消失产生治疗	10001		0			0			2	2	4	9087	2		301	2	2	202010451	1	1	0					1
112010153	肖特朗门-技能A-提升30%防御	412010153		1			1			2	2	1								1	1	0		100201	100201		1
101009001	贩卖机-大招-子效果3-提升30%防御力3回合	412010153		1			1			2	2	1								1	1	0		100201	100201		1
101104051	兔子骑士-技能B-反击释放技能1	10001		0			1			2	2	1	1004	2	0	101	4	2	511104001	0	0	1		300006	300006		1
104002051	男忍者-技能D-提升50%受到治疗	411602154		1			1			2	2	1						2		1	1	0		101401	101401		1
104002052	男忍者-技能D-提升50%受到护盾	412102152		1			1			2	2	1						2		1	1	0		101801	101801		1
104002053	男忍者-爬塔技能1/3-降低生命上限10%	413020151		0			2			2	2	3								1	1	0		200301	200301		1
104003051	豚鼠-技能B-降低20%穿透	411203153		1			2			2	2	1						2		1	1	0		200901	200901		1
104003052	豚鼠-技能C-自身提升30%忍耐	411303152		1			1			2	2	1								1	1	0		101001	101001		1
104004051	人偶怪-技能B-自身提升45%暴击	416030152		1			1			2	2	1								1	1	0		100501	100501		1
104004052	人偶怪-技能B-降低30%暴击抵抗	418030151		1			2			2	2	1								1	1	0		200701	200701		1
104004053	人偶怪-升级技能A-子效果3-沉默2回合	404070151		0			2			2	2	1								1	1	0		210303	210303		1
104004054	人偶怪-升级技能B-主效果-生命能力+30%	413020153;411601152;412101154;412102153;411602155					1			2	2	1								1	1	0		110103	110103		1
104004055	人偶怪-升级大招标记	10001		0			0	9244	1	2	2	3								1	1	0					1
104005051	狂人剑客-技能5-根据攻击生成单体护盾	405010155		0			1			2	1	1								0	0	0		110202	110202		1
104005052	狂人剑客-大招-永久禁疗	407020155;407020157		1			2			2	2	1								1	1	0		210319	210319		1
104005053	狂人剑客-区域被动-自身获得治疗时攻击力提升10%	10001		0			0			2	2	1	9236	2		301	1	2	104005054	0	0	1		300014	104005053		1
104005054	狂人剑客-区域被动-攻击每层+10%	401102158		0			1			2	2	3								1	1	0		100101	100101		1
104006051	小学生-技能C-一层护盾，护盾存在时暴击抵抗提升100%	405010152		0			1			2	1	1								0	0	0		110202	110202		1
104006052	小学生-技能C-提升100%暴击抵抗	418030152		1			1	1106	999	2	2	1								1	1	0		100701	100701		1
104008051	挖掘机-技能C-根据防御100生成单体护盾	405020152		0			1			2	1	1								0	0	0		110202	110202		1
104008052	挖掘机-技能E-debuff屏蔽	409020152		1			1			2	2	1								1	1	0		110203	110203		1
104008053	挖掘机-技能E-降低目标15%攻击力	411020108		1			1			2	2	1								1	1	0		200101	200101		1
104008054	挖掘机-技能C-根据生命值30%生成单体护盾	405040151		0			1			2	1	1								0	0	0		110202	110202		1
104009051	小丑-技能C-全体友军护盾	405010151		0			1			2	1	1						2		0	0	0		110202	110202		1
104009052	小丑-技能D-炸弹，35%概率爆炸	10001		0			2			2	2	1	9055	2		301	2	2	201020101	1	1	0					1
104009053	小丑-技能D-提升30%穿透	411203151		1			1			2	2	1						2		1	0	0		100901	100901		1
104010051	黑帮潮男-技能3-群体嘲讽	410001151		0			0			2	2	1						2		1	1	0		300001	300001		1
104010052	黑帮潮男-技能3-降低受到的最终伤害30%	411502151		1			1			2	2	1								1	1	0		101101	101101		1
104014051	小女孩-技能2-提升20%受到的治疗效果	411602152		1			1			2	2	1								1	1	0		101401	101401		1
104014052	小女孩-大招-恐惧，无法使用攻击技能	404040151		0			2			2	2	1								1	1	0		210304	210304		1
104014053	小女孩-技能1-降低受到的治疗效果50%	411602151		1			2			2	2	1								1	1	0		201401	201401		1
104016051	【怪物通用】攻击力下降10%，最高6层	401102161		1			2			2	2	3						2		1	1	1		200101	200101		1
104016052	键盘鹿-技能3-根据250攻击生成单体护盾	405010155		0			1			2	1	1						2		0	0	0		110202	110202		1
104017051	话筒蜥蜴-技能C-提升50%暴击抵抗	418030153		1			1			2	2	1								1	1	0		100701	100701		1
104017052	话筒蜥蜴-技能1-降低防御力，1层10%，最高10层	412010152		1			2			2	2	3								1	1	0		200201	200201		1
104017053	话筒蜥蜴-技能C-提升50%忍耐率	411303157		1			1			2	2	1								1	1	0		101001	101001		1
104020051	杰克皇-技能2-提升15%攻击相关能力	411020114;416030110;417030111;411203109		1			1			2	2	1								1	1	0		110210	110101		1
104020052	杰克皇-大招-沉默2回合	404070151		0			2			2	2	4								1	1	0		210303	210303		1
104021051	熊猫悦悦-技能3-自身单体250护盾	405010155		0			1			2	1	1						2		0	0	0		110212	110202		1
104021052	熊猫悦悦-技能5-友方全体提升30%忍耐	411303152		1			1			2	2	1								1	1	0		101001	101001		1
104025051	兔子绅士-技能B-30%最大生命值护盾	405040151		0			1			2	1	1						2		0	0	0		110202	110202		1
104025052	兔子绅士-大招-提升140%防御力	412010157		0			1			2	2	1								1	1	0		100201	100201		1
104025053	兔子绅士-区域BOSS被动-蓝色，回合结束时换红	10001		0			0	3012	1	3	2	1	1103	3		301	1;2	2;2	104025054;215010152	0	0	1		300014	104025053		1
104025054	兔子绅士-区域BOSS被动-红色，回合结束时换绿	10001		0			0	3012	1	3	2	1	1103	3		301	1;2	2;2	104025055;215010153	0	0	1		300014	104025054		1
104025055	兔子绅士-区域BOSS被动-绿色，回合结束时换蓝	10001		0			0	3012	1	3	2	1	1103	3		301	1;2	2;2	104025053;215010151	0	0	1		300014	104025055		1
104025056	兔子绅士-爬塔1技能-叠层加防15%	412010155		0			1			3	2	3								1	1	0		100201	100201		1
104025057	兔子绅士-大招-提升50%防御力	412010158		0			1			2	2	1								1	1	0		100201	100201		1
104026051	兔子贵妇-技能3-每回合生命恢复10%	401302151		0			1			2	2	1								1	1	0		110201	110201		1
104026052	兔子贵妇-爬塔2技能-提升20%生命上限	413020152		0			1			2	2	3								1	1	0		100301	100301		1
104030051	战马骑士-技能3-自身提升50%暴击	416030153		1			1			2	2	1								1	1	0		100501	100501		1
104030052	战马骑士-大招-恐惧，无法使用攻击技能	404040151		0			2			2	2	1								1	1	0		210304	210304		1
104030053	战马骑士-区域被动-攻击时无视对方增益(AOE)	10001		0			0			2	2	1	9268	2		102	1	2	104030055	0	0	1		300014	104030053		1
104030054	战马骑士-区域被动-攻击时无视对方增益(单体)	10001		0			0			2	2	1	9269	2		101	1	2	104030055	0	0	1					1
104030055	战马骑士-区域被动-屏蔽增益效果	409020151		1			2	7061	1	2	2	1								0	0	1					1
104031051	铠甲骑士-技能2-眩晕	404010151		1			2			2	2	1								1	1	0		210301	210301		1
104031054	铠甲骑士-技能5-提升30%防御	412010153		1			1			2	2	1								1	1	0		100201	100201		1
104031052	铠甲骑士-技能3-根据250攻击生成单体护盾，护盾存在嘲讽	405010155		0			1			2	1	1								0	0	0		110202	110202		1
104031053	铠甲骑士-群体嘲讽	410001151		0			0	3005	999	2	2	1								1	1	0		300001	300001		1
104031055	铠甲骑士-技能6-额外真伤buff	10001		0			0			2	2	1	9052	2		101	2	2	201020151	1	1	0		300012	300007		1
104031056	铠甲骑士-守护者主要BUFF	406040151		1			0			2	2	1						2		0	0	1		300005	300005		1
104031057	铠甲骑士-守护者次要BUFF	10001		0			0			2	2	1						2		0	0	1		300004	300004		1
104031060	铠甲骑士-技能3-根据150攻击生成单体护盾，护盾存在嘲讽	405010152		0			1			2	1	1								0	0	0		110202	110202		1
104034051	情绪病粉丝A-技能2-3回合无法获得SP	404080151		0			2			2	1	1				0		2	0	1	1	0		210310	210310		1
104035051	双面格斗游戏机-技能3-自身提升30%暴击	416030155		1			1			2	2	1								1	1	0		100501	100501		1
104040051	傀化茶壶-技能3-攻击250护盾	405010155		0			1			2	1	1						2		0	0	0		110202	110202		1
104040052	傀化茶壶-大招-降低30%暴击伤害抵抗	419030151		1			2			2	2	1								1	1	0		200801	200801		1
104041051	血液病人A-提升20%攻击力	401102151		1			1			2	2	1								1	1	0		100101	100101		1
108001051	愤怒猪-技能2-降低20%防御	412010154		1			2			2	2	1								1	1	0		200201	200201		1
108001052	愤怒猪-技能3-提升30%忍耐	411303152		1			1			2	2	1								1	1	0		101001	101001		1
108002051	肖特朗-技能3-提升30%穿透	411203154		1			1			2	2	1						2		1	0	0		110211	100901		1
104020053	杰克皇-技能2-提升15%能力	401102155;416030154;417030151;411203155;412010155;418030155;419030152;411303153;413020152;411602153;412102151;411601151;412101151		1			1			2	2	1								1	1	0		110210	110104		1
104020054	杰克皇-被动-自身获得增益，添加104020056	10001		0			0			2	2	1	1019	1		301	1	2	104020056	0	0	0					1
104020055	杰克皇-被动-自身获得减益，添加104020056	10001		0			0			2	2	1	1019	1		301	1	2	104020056	0	0	0					1
104020056	杰克皇-被动-获得效果时的标记	10001		0			0			2	2	1								0	0	0					1
104020057	杰克皇-被动-检测标记，如存在+3SP	10001		0			0			2	2	1	1104	1		301	2	2	210010103	0	0	0		300014	10402001		1
104021053	熊猫悦悦-技能2-自身提升20%忍耐	411303154		1			1			2	2	1								1	1	0		101001	101001		1
104021054	熊猫悦悦-技能3-降低20%忍耐	411303155		1			2			2	2	1								1	1	0		201001	201001		1
104021055	熊猫悦悦-技能5-攻击250护盾	405010155		0			1			2	1	1						2		0	0	0		110202	110202		1
104021058	熊猫悦悦-技能5-护盾效果提升50%	412101152		0			1			2	1	1						2		1	1	0		101701	101701		1
104021059	熊猫悦悦-技能5-触发护盾	10001		0			0			2	1	1	9451	1		301	1	2	104021055	0	0	1		300014	14021055		1
104031058	铠甲骑士-技能2-2回合无法获得SP	404080151		0			2			2	1	1				0		2	0	1	1	0		210310	210310		1
104031059	铠甲骑士-大招-提升40忍耐率	411303156		1			1			2	2	1								1	1	0		101001	101001		1
101040051	战马铠甲-技能3-提升100%防御	412010160		0			1			2	1	1						2		0	0	0		100201	100201		1
101040052	战马铠甲-被动-没有减少生命触发标记	10001		0			0			2	2	1	1102	1		301	1	2	101040054	0	0	0					1
101040054	战马铠甲-被动-标记	10001		0			0	7313	999	2	2	1						2		0	0	0					1
101040053	战马铠甲-被动-生命值没有减少，恢复SP	10001		0			0			2	2	1	1104	1		301	2	2	210010101	0	0	0		300014	10104001		1
104021056	怪物通用-被动-免疫控制效果	407020151		0			0			2	2	1						2		0	0	1		310204	110204		1
104021057	怪物通用-被动-免疫SP影响	407020152;407020153		0			0			2	2	1						2		0	0	1		310214	110214		1
104021061	怪物通用-被动-免疫控制效果（无特效）	407020151		0			0			2	2	1						2		0	0	1		310205	110204		1
104021062	怪物通用-被动-免疫控制效果（有icon无特效）	407020151		0			0			2	2	1						2		0	0	1		310206	110204		1
100000050	怪物通用-被动-行动次数+3，空效果，只有描述	10001		0			0			2	2	1						2		0	0	1		300014	10000050		1
100000051	怪物通用-被动-行动次数+1，空效果，只有描述	10001		0			0			2	2	1						2		0	0	1		300014	10000051		1
100000052	怪物通用-被动-行动次数+2，空效果，只有描述	10001		0			0			2	2	1						2		0	0	1		300014	10000052		1
100000053	怪物通用-被动-触发忍耐率	10001		0			0			2	2	3	1102	1		301	3	2	1010004	0	0	1		300014	10000053		1
100000054	怪物通用-被动-每回合开始时，获得50%忍耐率，每次受到伤害，加成值会降低5%	411303158		0			0	1004	1	2	2	3								0	0	1					1
100000055	怪物通用-被动-半血转阶段	10002		0			0			2	2	1	7252	1		301	1	2		0	0	1					1
111200851	米娅-技能1-提升20攻击力	401102151		0			0			2	2	1								1	1	0		100101	100101		1
111200852	米娅-技能2-单体护盾	405010155		0			1			2	1	1						2		0	0	1		110202	110202		1
104033051	傀化手机男-技能2-禁止受到增益3回合	409020151		0		3	2			2	2	1								1	1	0		210313	210313		1
104033052	傀化手机男-大招-禁止使用治疗2回合	404060151		0			2			2	2	1								1	1	0		210305	210305		1
104033053	傀化手机男-技能3-主效果-降低目标20%防御，不超过自己防御力的20%2回合	412029052		1			2				2	1								1	1	0	1				1
104033054	傀化手机男-技能3-子效果3-施加给敌方，立即生效对手机男施加104033055	10001					0				2	1	9083	3		134	1	2	104033055	0	0	1	1				1
104033055	傀化手机男-技能3-触发器效果-增加目标20%防御，不超过目标防御力的20%2回合	412029051		1			0				2	3								1	1	0	1				1
101041051	傀化剑鼠-被动-自身提升15%暴击	416030154		0			0			2	2	1								0	0	1		100501	10000054		1
104021060	怪物通用-被动-提升15%暴击率	416030154		0			0			2	2	1						2		0	0	1					1
111500851	奥尔嘉-技能2-降低忍耐率30%，持续2回合	411303155		1			2				2	1								1	1	0		201001	201001		1
101054051	胜利格斗游戏机-技能B-提升30%攻击力	401102152		1			1			2	2	1								1	1	0		100101	100101		1
101055051	失败格斗游戏机-技能B-降低30%攻击力	401102153		1			2			2	2	1								1	1	0		200101	200101		1
104023051	小型莫布-技能2-免疫所有负面状态效果2回合	407020154		1			1			2	1	1						2		0	0	1		110203	110203		1
104023052	小型莫布-大招-子效果3-禁止进攻技能2回合	404040101					2				2	1								1	1	0		210304	210304		1
141100501	换皮气球-2技能-单次攻击提升20%	401102151		1			1	1002	1	2	2	3						2		1	1	0		100101	100101		1
141101251	凛北雷达人-2技能-子效果-沉默2回合	404070151		1			2			2	2	1						2		1	1	0		210303	210303		1
108010001	医生-技能1-单技能吸血100%。	411701154		1			0	1002	1	2	2	1						2		0	0	1					1
108010002	医生-技能2-每回合回复SP点数1	10002					1				2	1	1103			301	2	3	210010101	1	1	0		110207	320002		1
108010003	医生-技能4-造成最终伤害提高5%	411501152		1			1	1108	5	1	2	3								1	1	0		110101	320008		1
108010004	医生-技能4-获得减益效果时提高自身造成的最终伤害	10002					0				2	1	1019			301	1	2	108010003	0	0	1		340001	320009		1
108010005	医生-技能5-被克制单位受到伤害额外增加20%	467051		1			0	1002	1	2	2	1								0	0	1					1
99999991	昆士区光环技，受到克制伤害提升200%	467052		1			0			2	2	1						2		0	0	1		310001	310001		1
99999972	南港区光环技，有标记则获得病毒	10001		0			0				2	1	8001	3		301	1	2	102050101	0	0	1					1
99999982	南港区光环技，行动标记	10001		0			0	1002	1	2	2	1						2		0	0	1					1
99999992	南港区光环技，回合开始时获得标记	10001		0			0				2	1	1102	3		301	1	2	99999982	0	0	1		310002	310002		1
99999993	耀州区光环技，每2回合结束时，所有单位恢复最大生命值20%	10001		0			0				2	1	9267	3		301	2	2	202010299	0	0	1		310003	310003		1
99999994	旧城区光环技，每2回合结束时，所有单位获得攻击力300%护盾	10001		0			0				2	1	9267	3		301	1	2	99999984	0	0	1		310004	310004		1
99999984	旧城区光环技，攻击力300%护盾	405010155		1			1				1	1								0	0	0		110202	110202		1
99999995	中心区光环技，每回合开始获得10层防御buff	10001		0			0				2	1	1102	3		301	3	2	502009	0	0	1		310005	310005		1
99999985	中心区光环技，防御力提升30%，最高10层	412010153		1			1	1004	1	2	2	3								1	1	0		100201	100201		1
99999996	凛北区光环技，释放标记，下回合获得5sp	10001		0			0	9097	1	3	2	1	9097			301	2	2	210010105	0	0	1		310006	310006		1
99999986	凛北区光环技，上帝，每2回合开始时给随机敌方挂标记	10001		0			0				2	1	1102	1		123	1	2	99999996	0	0	1					1
99999976	凛北区光环技，上帝，每2回合开始时给随机我方挂标记	10001		0			0				2	1	1102	1		223	1	2	99999996	0	0	1					1
414031051	歼灭战，怪物通用，受到三相种的伤害提升20%	414031051		1			0			2	2	1						2		0	0	1		303601	203501		1
414031052	歼灭战，怪物通用，受到三相种的伤害降低20%	414031052		1			0			2	2	1						2		0	0	1		303501	103501		1
414071051	歼灭战，怪物通用，受到星流种的伤害提升20%	414071051		1			0			2	2	1						2		0	0	1		304001	203901		1
414071052	歼灭战，怪物通用，受到星流种的伤害降低20%	414071052		1			0			2	2	1						2		0	0	1		303901	103901		1
414071053	歼灭战，怪物通用，受到星流种的伤害提升40%	414071054		1			0			2	2	1						2		0	0	1		304001	203901		1
414051051	歼灭战，怪物通用，受到方波种的伤害提升20%	414051051		1			0			2	2	1						2		0	0	1		303801	203701		1
414051052	歼灭战，怪物通用，受到方波种的伤害降低20%	414051052		1			0			2	2	1						2		0	0	1		303701	103701		1
467051	歼灭战，怪物通用，受到克制伤害提升20%	467051		1			0			2	2	1						2		0	0	1			104501		1
413011151	歼灭战，怪物通用，受到真实伤害提升30%	413011151		1			0			2	2	1						2		0	0	1		302101	202101		1
413071151	歼灭战，怪物通用，受到破碎伤害提升30%	413071151		1			0			2	2	1						2		0	0	1		302701	202701		1
413111151	歼灭战，怪物通用，受到破灭伤害提升30%	413111151		1			0			2	2	1						2		0	0	1		303101	203101		1
414111151	歼灭战，怪物通用，受到间接伤害提升30%	414111151		1			2			2	2	1						2		0	0	1		201901	201901		1
102121101	怪物通用-毒	402121101				3	2				2	3								1	1	0		210201	210201		1
102221101	怪物通用-流血	402221101				3	2				2	2								1	1	0		330007	210202		1
102221102	怪物通用-点燃	402221102				3	2				2	2								1	1	0		210203	210203		1
102221103	怪物通用-余震	402221103				3	2				2	2								1	1	0		210204	210204		1
102321101	怪物通用-诅咒-小技能正常升星	402321101				3	2				2	2								1	1	0		210205	210205		1
102421101	怪物通用-腐蚀	402421101				3	2				2	2								1	1	0		210206	210206		1
102521101	怪物通用-病毒	402521101				3	2				2	3								1	1	0		210208	210208		1
102121111	怪物通用-毒-2回合	402121101				3	2				2	3								1	1	0		210201	210201		1
102221111	怪物通用-流血-2回合	402221101				3	2				2	2								1	1	0		210202	210202		1
102221112	怪物通用-点燃-2回合	402221102				3	2				2	2								1	1	0		210203	210203		1
102221113	怪物通用-余震-2回合	402221103				3	2				2	2								1	1	0		210204	210204		1
102321111	怪物通用-诅咒-小技能正常升星-2回合	402321101				3	2				2	2								1	1	0		210205	210205		1
102421111	怪物通用-腐蚀-2回合	402421101				3	2				2	2								1	1	0		210206	210206		1
108004051	歼灭战-魔方-降低目标30%穿透率。效果唯一	411203153		1			2			2	2	1						2		1	0	0		200901	200901		1
108004052	歼灭战-魔方-单技能吸血50%，效果唯一	411701152		1			0	1002	1	2	2	1						2		0	0	1					1
108004053	歼灭战-魔方-降低目标防御力20%最高3层持续5回合。效果唯一	412010151		1			2			2	2	3						2		1	0	0		200201	200201		1
108004054	歼灭战-魔方-每当战场上存在其他友方时，提升自身忍耐率30%。效果唯一	411303152		1			1			2	2	1						2		1	0	0		101001	101001		1
108004055	歼灭战-魔方-当自身死亡时，消灭场上其他友方	10001		1			0			2	2	1	1007	3		202	2	2	209010152	0	0	1					1
108004056	歼灭战-魔方-回合结束时，恢复自身最大生命15%	10001		1			1			3	2	1	1103			301	2	3	202010252	0	0	1		300014	500002		1
108004057	歼灭战-魔方-忍耐率提升10%	411303153		1			1				2	1								0	0	1		101001	101001		1
108003051	歼灭战-大兔子-提升自身防御力10%最高5层，持续3回合。	412020107		1			1			2	2	3						2		1	0	0		100201	100201		1
108003052	歼灭战-大兔子-禁止释放debuff技能，持续3回合。	400405151		1			2			2	2	1						2		1	0	0		210307	210307		1
108003053	歼灭战-大兔子-提升自身穿透20%。	411203154		1			1			2	2	1						2		1	0	0		100901	100901		1
108003054	歼灭战-大兔子-提升自身忍耐15%，最高2层。	411303153		1			1			2	2	3						2		1	0	0		101001	101001		1
108003055	歼灭战-大兔子-免疫debuff效果，持续2回合。	409020152		1			1			2	2	1						2		1	0	0		110203	110203		1
108003056	歼灭战-大兔子-每回合添加5层防甲，持续1回合。	10001		1			0			2	2	1	1102			301	1	2	108003057	0	0	0		300014	104022001		1
108003057	歼灭战-大兔子-防甲，持续1回合。	412010156		1			1			2	2	3	1004	2		301	2	2	209010153	0	0	0		100201	104022002		1
104022001	歼灭战-大死神-禁止使用治疗技能，持续3回合。	404060151		1			2			2	2	1						2		1	0	0		210305	210305		1
104022002	歼灭战-大死神-扣除目标生命上限10%，最高9层。	413020151		1			2			2	2	3						2		1	0	0		200301	200301		1
104022003	歼灭战-大死神-单技能吸血50%。	411701152		1			0	1002	1	2	2	1						2		0	0	1					1
101025051	歼灭战-小魔方-被动-出生2回合后释放自爆技能	10001		1			0				2	1	3012	3		301	4	2	521025001	0	0	1					1
101025052	歼灭战-小魔方-被动-自爆技能后死亡	10001		1			0			2	2	1	7034	3		301	2	2	209010152	0	0	1					1
102010101	角色通用-毒	402010101				3	2				2	3								1	1	0		210201	210201		1
102020101	角色通用-流血	402020101				3	2				2	2								1	1	0		210202	210202		1
102020104	角色通用-血魔法	402010101				3	2				2	3								1	1	0		330010	210209		1
102020102	角色通用-点燃	402020102				3	2				2	2								1	1	0		210203	210203		1
102020103	角色通用-余震	402020103				3	2				2	2								1	1	0		210204	210204		1
102030101	角色通用-诅咒-小技能正常升星，1/2/3回合	402030101					2				2	2								1	1	0		210205	210205		1
102030102	角色通用-诅咒-小技能正常升星，1/1/2回合	402030101					2				2	2								1	1	0		210205	210205		1
102030103	角色通用-诅咒-小技能正常升星，1/1/1回合	402030101					2				2	2								1	1	0		210205	210205		1
102040101	角色通用-腐蚀	402040101				3	2				2	2								1	1	0		210206	210206		1
102050101	角色通用-病毒	402050101				3	2				2	3								1	1	0		210208	210208		1
111502102	技能通用-易伤	411502102		1		3	2				2	3								1	1	0		210321	210321		1
111502103	大招通用-易伤	411502102		1		3	2				2	3								1	1	0		210321	210321		1
104010101	角色通用-伤害量施加标记	10001					0				2	1								0	0	1					1
104030101	角色通用-治疗量施加标记	10001					0				2	1								0	0	1					1
110101101	棒球龙魂-被动-每有一点sp，暴击率+5.41%/6.76%/8.11%/9.46%	401603701	1				0				2	1								0	0	1	1	61101011		2	1
110100501	涂鸦战争-被动-所有蓝色友方防御力提升13.5%/16.5%/19.5%/22.5%	412020101					0				2	1								0	0	1	1			2	1
110100502	涂鸦战争-被动-战斗开始对所有蓝色友方添加110100501	10001					0				2	1	7322	3	3	240	1	2	110100501	0	0	1	1	61101005		2	1
110100801	自由轮滑-被动-回合开始时添加110100802	10001					0				2	1	1102	3		301	1	2	110100802	0	0	1	1	61101008		2	1
110100802	自由轮滑-被动-标记，受攻击后清除	10001					0	1004	1	3	2	1								0	0	1	1			2	1
110100803	自由轮滑-被动-回合结束时，有110100802则添加110100804	10001					0				2	1	7004	3		301	1	2	110100804	0	0	1	1			2	1
110100804	自由轮滑-被动-暴击率+16%/19.33%/22.67%/26%	416030102					0				2	1								0	0	1	1			2	1
