Id	roleId	attackId	hitId	delayHitId	aoeHitId	aoeDelayHitId	bulletId	effectScale	isAoe	attackType	actionId	readyId	readyFrame	scriptName	actionSe	hitSe	readySe	superSkillBgm	soundCard	weight	interval	camSkillId	ifScale	ifLobby	status
4110100399	101003	10100311;101003151	0	10100312	0	0	10100341	1	0	2	31101003	prepare1	69	0	role_101003_atk_skill_01		role_101003_pos_skill_01	superskill1		30	8	61101003	1	0	1
4210100399	101003	10100321	0	10100322	0	0	0	1	0	1	32101003	prepare2	69	0	role_101003_atk_skill_02		role_101003_pos_skill_02			30	8	62101003	1	0	1
4010100399	101003	10100331	10100332	0	0	0	0	1	0	4	33101003	prepare1	69	0	role_101003_atk_skill_03	role_101003_hit_skill_03		superskill1		30	8	63101003	1	1	1
41101004	101004	10100411	10100412	0	0	0	10100414	1	0	2	31101004	prepare1	50	0	role_101004_atk_skill_01	role_101004_hit_skill_01	role_101004_pos_skill_01			30	8	61101004	1	0	1
42101004	101004	10100421	0	10100422	0	0	0	1	0	3	32101004	prepare2	50	0	role_101004_atk_skill_02		role_101004_pos_skill_02			0	8	62101004	1	0	1
40101004	101004	10100431	0	0	10100432	0	0	1	1	4	33101004	prepare1	50	0	role_101004_atk_skill_03	role_101004_hit_skill_03		superskill1		30	8	63101004	1	1	1
4110100499	101004	10100411	10100412	0	0	0	10100414	1	0	2	31101004	prepare1	50	0	role_101004_atk_skill_01	role_101004_hit_skill_01	role_101004_pos_skill_01			30	8	61101004	1	0	1
4210100499	101004	10100421	0	10100422	0	0	0	1	0	3	32101004	prepare2	50	0	role_101004_atk_skill_02		role_101004_pos_skill_02			0	8	62101004	1	0	1
4010100499	101004	10100431	0	0	10100432	0	0	1	1	4	33101004	prepare1	50	0	role_101004_atk_skill_03	role_101004_hit_skill_03		superskill1		30	8	63101004	1	1	1
41101005	101005	10100511	0	0	0	0	0	1	0	1	31101005	prepare1	55	0	role_101005_atk_skill_01		role_101005_pos_skill_01			30	8	61101005	1	0	1
42101005	101005	10100521	0	0	0	0	0	1	0	1	32101005	prepare2	39	0	role_101005_atk_skill_02		role_101005_pos_skill_02			30	8	62101005	1	0	1
40101005	101005	10100531	10100532	0	0	0	0	1	0	4	33101005	prepare1	55	0	role_101005_atk_skill_03	role_101005_hit_skill_03		superskill1		30	8	63101005	1	1	1
4110100599	101005	10100511	0	0	0	0	0	1	0	1	31101005	prepare1	55	0	role_101005_atk_skill_01		role_101005_pos_skill_01			30	8	61101005	1	0	1
4210100599	101005	10100521	0	0	0	0	0	1	0	1	32101005	prepare2	39	0	role_101005_atk_skill_02		role_101005_pos_skill_02			30	8	62101005	1	0	1
4010100599	101005	10100531	10100532	0	0	0	0	1	0	4	33101005	prepare1	55	0	role_101005_atk_skill_03	role_101005_hit_skill_03		superskill1		30	8	63101005	1	1	1
41101006	101006	10100611;101006151	0	10100612	0	0	10100641	1	0	2	31101006	prepare1	69	0	role_101006_atk_skill_01		role_101006_pos_skill_01			30	8	61101006	1	0	1
42101006	101006	10100621	0	0	0	0	0	1	0	1	32101006	prepare2	86	0	role_101006_atk_skill_02		role_101006_pos_skill_01			30	8	62101006	1	0	1
40101006	101006	10100631;101006351;101006352;101006353	10100632	0	0	0	0	1	0	4	33101006	prepare1	50	0	role_101006_atk_skill_03	role_101006_hit_skill_03		superskill1		30	8	63101006	1	1	1
4110100699	101006	10100611;101006151	0	10100612	0	0	10100641	1	0	2	31101006	prepare1	69	0	role_101006_atk_skill_01		role_101006_pos_skill_01			30	8	61101006	1	0	1
4210100699	101006	10100621	0	0	0	0	0	1	0	1	32101006	prepare2	86	0	role_101006_atk_skill_02		role_101006_pos_skill_01			30	8	62101006	1	0	1
4010100699	101006	10100631;101006351;101006352;101006353	10100632	0	0	0	0	1	0	4	33101006	prepare1	50	0	role_101006_atk_skill_03	role_101006_hit_skill_03		superskill1		30	8	63101006	1	1	1
41101007	101007	10100711	10100712	0	0	0	10100714	1	0	2	31101007	prepare1	59	0	role_101007_atk_skill_01	role_101007_hit_skill_01	role_101007_pos_skill_01			30	8	61101007	1	0	1
42101007	101007	10100721	10100722	0	0	0	0	1	0	3	32101007	prepare2	65	0	role_101007_atk_skill_02		role_101007_pos_skill_02			0	8	62101007	1	0	1
40101007	101007	10100731	10100732	0	0	0	0	1	0	4	33101007	prepare1	59	0	role_101007_atk_skill_03	role_101007_hit_skill_03		superskill1		30	8	63101007	1	1	1
4110100799	101007	10100711	10100712	0	0	0	10100714	1	0	2	31101007	prepare1	59	0	role_101007_atk_skill_01	role_101007_hit_skill_01	role_101007_pos_skill_01			30	8	61101007	1	0	1
4210100799	101007	10100721	10100722	0	0	0	0	1	0	3	32101007	prepare2	65	0	role_101007_atk_skill_02		role_101007_pos_skill_02			0	8	62101007	1	0	1
4010100799	101007	10100731	10100732	0	0	0	0	1	0	4	33101007	prepare1	59	0	role_101007_atk_skill_03	role_101007_hit_skill_03		superskill1		30	8	63101007	1	1	1
41101008	101008	10100811	0	0	0	0	0	1	0	1	31101008	prepare1	60	0	role_101008_atk_skill_01		role_101008_pos_skill_01			30	8	61101008	1	0	1
42101008	101008	10100821	0	0	0	0	0	1	0	1	32101008	prepare2	50	0	role_101008_atk_skill_02		role_101008_pos_skill_02			30	8	62101008	1	0	1
40101008	101008	10100831;101008351;101008352;101008353;101008354	10100832	0	0	0	0	1	0	4	33101008	prepare1	66	0	role_101008_atk_skill_03	role_101008_hit_skill_03		superskill1		30	8	63101008	1	1	1
4110100899	101008	10100811	0	0	0	0	0	1	0	1	31101008	prepare1	60	0	role_101008_atk_skill_01		role_101008_pos_skill_01			30	8	61101008	1	0	1
4210100899	101008	10100821	0	0	0	0	0	1	0	1	32101008	prepare2	50	0	role_101008_atk_skill_02					30	8	62101008	1	0	1
4010100899	101008	10100831;101008351;101008352;101008353;101008354	10100832	0	0	0	0	1	0	4	33101008	prepare1	66	0	role_101008_atk_skill_03	role_101008_hit_skill_03		superskill1		30	8	63101008	1	1	1
41101009	101009	10100911	0	0	0	0	0	1	0	1	31101009	prepare1	20	0	role_101009_atk_skill_01		role_101009_pos_skill_01			30	8	61101009	1	0	1
42101009	101009	10100921	0	0	0	10100922	0	1	1	5	32101009	prepare2	69	0	role_101009_atk_skill_02		role_101009_pos_skill_02			30	8	62101009	1	0	1
40101009	101009	10100931	10100932	0	0	0	0	1	0	4	33101009	prepare1	74	0	role_101009_atk_skill_03	role_101009_hit_skill_03		superskill1		30	8	63101009	1	1	1
4110100999	101009	10100911	0	0	0	0	0	1	0	1	31101009	prepare1	20	0	role_101009_atk_skill_01	role_101009_hit_skill_01	role_101009_pos_skill_01			30	8	61101009	1	0	1
4210100999	101009	10100921	0	0	0	10100922	0	1	1	5	32101009	prepare2	69	0	role_101009_atk_skill_02		role_101009_pos_skill_02			30	8	62101009	1	0	1
4010100999	101009	10100931	10100932	0	0	0	0	1	0	4	33101009	prepare1	74	0	role_101009_atk_skill_03	role_101009_hit_skill_03		superskill1		30	8	63101009	1	1	1
41101010	101010	10101011;101010151	0	10101012	0	0	10101014	1	0	2	31101010	prepare1	59	0	role_101010_atk_skill_01	role_101010_hit_skill_01	role_101010_pos_skill_01			30	8	61101010	1	0	1
42101010	101010	10101021	10101022	0	0	0	0	1	0	3	32101010	prepare2	59	0	role_101010_atk_skill_02		role_101010_pos_skill_02			0	8	62101010	1	0	1
40101010	101010	10101031	0	0	10101032	0	0	1	1	4	33101010	prepare1	59	0	role_101010_atk_skill_03	role_101010_hit_skill_03		superskill1		30	8	63101010	1	1	1
4110101099	101010	10101011;101010151	0	10101012	0	0	10101014	1	0	2	31101010	prepare1	59	0	role_101010_atk_skill_01	role_101010_hit_skill_01	role_101010_pos_skill_01			30	8	61101010	1	0	1
4210101099	101010	10101021	10101022	0	0	0	0	1	0	3	32101010	prepare2	59	0	role_101010_atk_skill_02		role_101010_pos_skill_02			0	8	62101010	1	0	1
4010101099	101010	10101031	0	0	10101032	0	0	1	1	4	33101010	prepare1	59	0	role_101010_atk_skill_03	role_101010_hit_skill_03		superskill1		30	8	63101010	1	1	1
41101011	101011	10101111	10101112;10101112;10101112;10101112;101011121	0	0	0	10101114;10101114;10101114;10101114;101011141	1	0	2	31101011	prepare1	56	0	role_101011_atk_skill_01	role_101011_hit_skill_02	role_101011_pos_skill_01			30	8	61101011	1	0	1
42101011	101011	10101121;101011251	10101122	0	0	0	10101124	1	0	1	32101011	prepare2	32	0	role_101011_atk_skill_02		role_101011_pos_skill_02			30	8	62101011	1	0	1
40101011	101011	10101131;101011351;101011352;101011353;101011354;101011355	10101132	0	0	0	0	1	0	4	33101011	prepare1	57	0	role_101011_atk_skill_03	role_101011_hit_skill_03		superskill1		30	8	63101011	1	1	1
4110101199	101011	10101111	10101112;10101112;10101112;10101112;101011121	0	0	0	10101114;10101114;10101114;10101114;101011141	1	0	2	31101011	prepare1	56	0	role_101011_atk_skill_01	role_101011_hit_skill_02	role_101011_pos_skill_01			30	8	61101011	1	0	1
4210101199	101011	10101121;101011251	10101122	0	0	0	10101124	1	0	1	32101011	prepare2	32	0	role_101011_atk_skill_02		role_101011_pos_skill_02			30	8	62101011	1	0	1
4010101199	101011	10101131;101011351;101011352;101011353;101011354;101011355	10101132	0	0	0	0	1	0	4	33101011	prepare1	57	0	role_101011_atk_skill_03	role_101011_hit_skill_03		superskill1		30	8	63101011	1	1	1
41101012	101012	10101211;101012151;101012152;101012153;101012154	101012121;101012122;101012123;101012124	0	0	0	10101214;10101224;10101234;10101244	1	0	2	31101012	prepare1	59	0	role_101012_atk_skill_01	role_101012_hit_skill_01	role_101012_pos_skill_01			30	8	61101012	1	0	1
42101012	101012	10101221;101012251;101012252;101012253;101012254;101012255	0	0	0	0	0	1	1	5	32101012	prepare2	50	0	role_101012_atk_skill_02		role_101012_pos_skill_02			30	8	62101012	1	0	1
40101012	101012	10101231	10101232;0;0;0;0	0	0	0	0	1	0	4	33101012	prepare1	59	0	role_101012_atk_skill_03	role_101012_hit_skill_03		superskill1		30	8	63101012	1	1	1
4110101299	101012	10101211;101012151;101012152;101012153;101012154	101012121;101012122;101012123;101012124	0	0	0	10101214;10101224;10101234;10101244	1	0	2	31101012	prepare1	59	0	role_101012_atk_skill_01	role_101012_hit_skill_01	role_101012_pos_skill_01			30	8	61101012	1	0	1
4210101299	101012	10101221;101012251;101012252;101012253;101012254;101012255	0	0	0	0	0	1	1	5	32101012	prepare2	50	0	role_101012_atk_skill_02		role_101012_pos_skill_02			30	8	62101012	1	0	1
4010101299	101012	10101231	10101232;0;0;0;0	0	0	0	0	1	0	4	33101012	prepare1	59	0	role_101012_atk_skill_03	role_101012_hit_skill_03		superskill1		30	8	63101012	1	1	1
4110101202	101012	10101211;101012151;101012152;101012153;101012154	101012121;101012122;101012123;101012124	0	0	0	10101214;10101224;10101234;10101244	1	0	2	31101012	prepare1	59	0	role_101012_atk_skill_01	role_101012_hit_skill_01	role_101012_pos_skill_01			30	8	61101012	1	0	1
4210101202	101012	10101221;101012251;101012252;101012253;101012254;101012255	0	0	0	0	0	1	1	5	32101012	prepare2	50	0	role_101012_atk_skill_02		role_101012_pos_skill_02			30	8	62101012	1	0	1
4010101202	101012	10101231	10101232;0;0;0;0	0	0	0	0	1	0	4	33101012	prepare1	59	0	role_101012_atk_skill_03	role_101012_hit_skill_03		superskill1		30	8	63101012	1	1	1
41101013	101013	10101311	10101312	0	0	0	10101314	1	0	2	31101013	prepare1	54	0	role_101013_atk_skill_01	role_101013_hit_skill_01	role_101013_pos_skill_01			30	8	61101013	1	0	1
42101013	101013	10101321	10101322	0	0	0	10101324	1	0	2	32101013	prepare2	79	0	role_101013_atk_skill_02	role_101013_hit_skill_02	role_101013_pos_skill_02			30	8	62101013	1	0	1
40101013	101013	10101331	10101332	0	0	0	0	1	0	4	33101013	prepare1	54	0	role_101013_atk_skill_03	role_101013_hit_skill_03		superskill1		30	8	63101013	1	1	1
4110101302	101013	10101311	10101312	0	0	0	10101314	1	0	2	31101013	prepare1	54	0	role_101013_atk_skill_01	role_101013_hit_skill_01	role_101013_pos_skill_01			30	8	61101013	1	0	1
4210101302	101013	10101321	10101322	0	0	0	10101324	1	0	2	32101013	prepare2	79	0	role_101013_atk_skill_02	role_101013_hit_skill_02	role_101013_pos_skill_02			30	8	62101013	1	0	1
4010101302	101013	10101331	10101332	0	0	0	0	1	0	4	33101013	prepare1	54	0	role_101013_atk_skill_03	role_101013_hit_skill_03		superskill1		30	8	63101013	1	1	1
4110101399	101013	10101311	10101312	0	0	0	10101314	1	0	2	31101013	prepare1	54	0	role_101013_atk_skill_01	role_101013_hit_skill_01	role_101013_pos_skill_01			30	8	61101013	1	0	1
4210101399	101013	10101321	10101322	0	0	0	10101324	1	0	2	32101013	prepare2	79	0	role_101013_atk_skill_02	role_101013_hit_skill_02	role_101013_pos_skill_02			30	8	62101013	1	0	1
4010101399	101013	10101331	10101332	0	0	0	0	1	0	4	33101013	prepare1	54	0	role_101013_atk_skill_03	role_101013_hit_skill_03		superskill1		30	8	63101013	1	1	1
4110101303	101013	10101311	10101312	0	0	0	10101314	1	0	2	31101013	prepare1	54	0	role_101013_atk_skill_01	role_101013_hit_skill_01	role_101013_pos_skill_01			30	8	61101013	1	0	1
4210101303	101013	10101321	10101322	0	0	0	10101324	1	0	2	32101013	prepare2	79	0	role_101013_atk_skill_02	role_101013_hit_skill_02	role_101013_pos_skill_02			30	8	62101013	1	0	1
4010101303	101013	10101331	10101332	0	0	0	0	1	0	4	33101013	prepare1	54	0	role_101013_atk_skill_03	role_101013_hit_skill_03		superskill1		30	8	63101013	1	1	1
4110101304	101013	10101311	10101312	0	0	0	10101314	1	0	2	31101013	prepare1	54	0	role_101013_atk_skill_01	role_101013_hit_skill_01	role_101013_pos_skill_01			30	8	61101013	1	0	1
4210101304	101013	10101321	10101322	0	0	0	10101324	1	0	2	32101013	prepare2	79	0	role_101013_atk_skill_02	role_101013_hit_skill_02	role_101013_pos_skill_02			30	8	62101013	1	0	1
4010101304	101013	10101331	10101332	0	0	0	0	1	0	4	33101013	prepare1	54	0	role_101013_atk_skill_03	role_101013_hit_skill_03		superskill1		30	8	63101013	1	1	1
41101014	101014	10101411	0	10101412	0	0	10101414	1	0	2	31101014	prepare1	44	0	role_101014_atk_skill_01					30	8	61101014	1	0	1
42101014	101014	10101421	0	0	0	0	0	1	0	3	32101014	prepare2	74	0	role_101014_atk_skill_02		role_101014_pos_skill_01			0	8	62101014	1	0	1
40101014	101014	10101431	0	0	10101432	0	0	1	1	4	33101014	prepare1	44	0	role_101014_atk_skill_03	role_101014_hit_skill_03	role_101014_pos_skill_02	superskill1		30	8	63101014	1	1	1
4110101499	101014	10101411	0	10101412	0	0	10101414	1	0	2	31101014	prepare1	44	0	role_101014_atk_skill_01					30	8	61101014	1	0	1
4210101499	101014	10101421	0	0	0	0	0	1	0	3	32101014	prepare2	74	0	role_101014_atk_skill_02		role_101014_pos_skill_01			0	8	62101014	1	0	1
4010101499	101014	10101431	10101432	0	0	0	0	1	0	4	33101014	prepare1	44	0	role_101014_atk_skill_03	role_101014_hit_skill_03	role_101014_pos_skill_02	superskill1		30	8	63101014	1	1	1
41101017	101017	10101711	0	0	0	0	0	1	0	1	31101017	prepare1	50	0	role_101017_atk_skill_01					30	8	61101017	1	0	1
42101017	101017	10101721	0	10101722	0	0	0	1	0	5	32101017	prepare2	70	0	role_101017_atk_skill_02		role_101017_pos_skill_02			30	8	62101017	1	0	1
40101017	101017	10101731	0	0	10101732	0	0	1	1	4	33101017	prepare1	50	0	role_101017_atk_skill_03	role_101017_hit_skill_03		superskill1		30	8	63101017	1	1	1
41101018	101018	10101811	0	0	0	0	0	1	0	1	31101018	prepare1	60	0	role_101018_atk_skill_01		role_101018_pos_skill_01			30	8	61101018	1	0	1
42101018	101018	10101821;101018251;101018252;101018253	0	101018221	0	0	101018143;101018142;101018141	1	0	3	32101018	prepare2	60	0	role_101018_atk_skill_02		role_101018_pos_skill_02			0	8	62101018	1	0	1
40101018	101018	10101831	10101832	0	0	0	0	1	0	4	33101018	prepare1	60	0	role_101018_atk_skill_03	role_101018_hit_skill_03		superskill1		30	8	63101018	1	1	1
4110101802	101018	10101811	0	0	0	0	0	1	0	1	31101018	prepare1	60	0	role_101018_atk_skill_01		role_101018_pos_skill_01			30	8	61101018	1	0	1
4210101802	101018	10101821;101018251;101018252;101018253	0	101018221	0	0	101018143;101018142;101018141	1	0	3	32101018	prepare2	60	0	role_101018_atk_skill_02		role_101018_pos_skill_02			0	8	62101018	1	0	1
4010101802	101018	10101831	10101832	0	0	0	0	1	0	4	33101018	prepare1	60	0	role_101018_atk_skill_03	role_101018_hit_skill_03		superskill1		30	8	63101018	1	1	1
4110101899	101018	10101811	0	0	0	0	0	1	0	1	31101018	prepare1	60	0	role_101018_atk_skill_01		role_101018_pos_skill_01			30	8	61101018	1	0	1
4210101899	101018	10101821;101018251;101018252;101018253	0	101018221	0	0	101018143;101018142;101018141	1	0	3	32101018	prepare2	60	0	role_101018_atk_skill_02		role_101018_pos_skill_02			0	8	62101018	1	0	1
4010101899	101018	10101831	10101832	0	0	0	0	1	0	4	33101018	prepare1	60	0	role_101018_atk_skill_03	role_101018_hit_skill_03		superskill1		30	8	63101018	1	1	1
41102001	102001	10200111	10200112	0	0	0	10200114	1	0	2	31102001	prepare1	52	0	role_102001_atk_skill_01		role_102001_pos_skill_01			30	8	61102001	1	0	1
42102001	102001	10200121;102001252;102001253	10200122	0	0	0	10200124	1	0	2	32102001	prepare2	27	0	role_102001_atk_skill_02		role_102001_pos_skill_02			30	8	62102001	1	0	1
40102001	102001	10200131	10200132	0	0	0	0	1	0	4	33102001	prepare1	53	0	role_102001_atk_skill_03	role_102001_hit_skill_03		superskill1		30	8	63102001	1	1	1
4110200199	102001	10200111	10200112	0	0	0	10200114	1	0	2	31102001	prepare1	52	0	role_102001_atk_skill_01		role_102001_pos_skill_01			30	8	61102001	1	0	1
4210200199	102001	10200121;102001252;102001253	10200122	0	0	0	10200124	1	0	2	32102001	prepare2	27	0	role_102001_atk_skill_02		role_102001_pos_skill_02			30	8	62102001	1	0	1
4010200199	102001	10200131;102001351	10200132	0	0	0	0	1	0	4	33102001	prepare1	53	0	role_102001_atk_skill_03	role_102001_hit_skill_03		superskill1		30	8	63102001	1	1	1
41102002	102002	10200211	0	0	0	0	0	1	0	1	31102002	prepare1	52	0	role_102002_atk_skill_01		role_102002_pos_skill_01			30	8	61102002	1	0	1
42102002	102002	10200221	0	0	0	0	0	1	0	3	32102002	prepare2	60	0	role_102002_atk_skill_02		role_102002_pos_skill_01			30	8	62102002	1	0	1
40102002	102002	10200231	10200232	0	0	0	0	1	0	4	33102002	prepare1	45	0	role_102002_atk_skill_03	role_102002_hit_skill_03		superskill1		30	8	63102002	1	1	1
4110200299	102002	10200211	0	0	0	0	0	1	0	1	31102002	prepare1	52	0	role_102002_atk_skill_01		role_102002_pos_skill_01			30	8	61102002	1	0	1
4210200299	102002	10200221	0	0	0	0	0	1	0	3	32102002	prepare2	60	0	role_102002_atk_skill_02		role_102002_pos_skill_01			30	8	62102002	1	0	1
4010200299	102002	10200231	10200232	0	0	0	0	1	0	4	33102002	prepare1	45	0	role_102002_atk_skill_03	role_102002_hit_skill_03		superskill1		30	8	63102002	1	1	1
41102003	102003	10200311	0	10200312	0	0	0	1	0	5	31102003	prepare1	79	0	role_102003_atk_skill_01		role_102003_pos_skill_01			30	8	61102003	1	0	1
42102003	102003	10200321	10200322	0	0	0	10200324	1	0	2	32102003	prepare2	59	0	role_102003_atk_skill_02		role_102003_pos_skill_02			30	8	62102003	1	0	1
40102003	102003	10200331	0	0	10200332	0	0	1	1	4	33102003	prepare1	46	0	role_102003_atk_skill_03	role_102003_hit_skill_03		superskill1		30	8	63102003	1	1	1
4110200399	102003	10200311	0	10200312	0	0	0	1	0	5	31102003	prepare1	79	0	role_102003_atk_skill_01		role_102003_pos_skill_01			30	8	61102003	1	0	1
4210200399	102003	10200321	10200322	0	0	0	10200324	1	0	2	32102003	prepare2	59	0	role_102003_atk_skill_02		role_102003_pos_skill_02			30	8	62102003	1	0	1
4010200399	102003	10200331	0	0	10200332	0	0	1	1	4	33102003	prepare1	46	0	role_102003_atk_skill_03	role_102003_hit_skill_03		superskill1		30	8	63102003	1	1	1
41102004	102004	10200411	10200412	0	0	0	10200414	1	0	2	31102004	prepare1	50	0	role_102004_atk_skill_01	role_102004_hit_skill_01	role_102004_pos_skill_01			30	8	61102004	1	0	1
42102004	102004	10200421;102004251;102004252	0	0	0	0	0	1	0	3	32102004	prepare2	50	0	role_102004_atk_skill_02		role_102004_pos_skill_01			0	8	62102004	1	0	1
40102004	102004	10200431;102004351;102004352;102004353	0	0	10200432	0	0	1	1	4	33102004	prepare1	50	0	role_102004_atk_skill_03	role_102004_hit_skill_03		superskill1		30	8	63102004	1	1	1
4110200499	102004	10200411	10200412	0	0	0	10200414	1	0	2	31102004	prepare1	50	0	role_102004_atk_skill_01	role_102004_hit_skill_01	role_102004_pos_skill_01			30	8	61102004	1	0	1
4210200499	102004	10200421;102004251;102004252	0	0	0	0	0	1	0	3	32102004	prepare2	50	0	role_102004_atk_skill_02		role_102004_pos_skill_01			0	8	62102004	1	0	1
4010200499	102004	10200431;102004351;102004352;102004353	0	0	10200432	0	0	1	1	4	33102004	prepare1	50	0	role_102004_atk_skill_03	role_102004_hit_skill_03		superskill1		30	8	63102004	1	1	1
41102005	102005	10200511	0	0	10200512	0	10200513	1	1	5	31102005	prepare1	44	0	role_102005_atk_skill_01		role_102005_pos_skill_01			30	8	61102005	1	0	1
42102005	102005	10200521	0	10200522	0	0	0	1	0	1	32102005	prepare2	54	0	role_102005_atk_skill_02		role_102005_pos_skill_02			30	8	62102005	1	0	1
40102005	102005	10200531	0	0	10200532	0	0	1	1	4	33102005	prepare1	44	0	role_102005_atk_skill_03	role_102005_hit_skill_03		superskill1		30	8	63102005	1	1	1
4110200599	102005	10200511	0	0	10200512	0	10200513	1	1	5	31102005	prepare1	44	0	role_102005_atk_skill_01		role_102005_pos_skill_01			30	8	61102005	1	0	1
4210200599	102005	10200521	0	10200522	0	0	0	1	0	1	32102005	prepare2	54	0	role_102005_atk_skill_02		role_102005_pos_skill_02			30	8	62102005	1	0	1
4010200599	102005	10200531	0	0	10200532	0	0	1	1	4	33102005	prepare1	44	0	role_102005_atk_skill_03	role_102005_hit_skill_03		superskill1		30	8	63102005	1	1	1
41102006	102006	10200611	0	10200612	0	0	0	1	0	5	31102006	prepare1	59	0	role_102006_atk_skill_01		role_102006_pos_skill_01			30	8	61102006	1	0	1
42102006	102006	10200621	0	0	0	0	0	1	0	1	32102006	prepare2	54	0	role_102006_atk_skill_02		role_102006_pos_skill_02			30	8	62102006	1	0	1
40102006	102006	10200631	10200632	0	0	0	0	1	0	4	33102006	prepare1	59	0	role_102006_atk_skill_03	role_102006_hit_skill_03		superskill1		30	8	63102006	1	1	1
4110200699	102006	10200611	0	10200612	0	0	0	1	0	5	31102006	prepare1	59	0	role_102006_atk_skill_01		role_102006_pos_skill_01			30	8	61102006	1	0	1
4210200699	102006	10200621	0	0	0	0	0	1	0	1	32102006	prepare2	54	0	role_102006_atk_skill_02		role_102006_pos_skill_02			30	8	62102006	1	0	1
4010200699	102006	10200631	10200632	0	0	0	0	1	0	4	33102006	prepare1	59	0	role_102006_atk_skill_03	role_102006_hit_skill_03		superskill1		30	8	63102006	1	1	1
41102007	102007	10200711;102007151;102007152	0	0	0	0	0	1	0	1	31102007	prepare1	59	0	role_102007_atk_skill_01		role_102007_pos_skill_01			30	8	61102007	1	0	1
42102007	102007	10200721	10200722	0	0	0	0	1	0	3	32102007	prepare2	55	0	role_102007_atk_skill_02		role_102007_pos_skill_02			0	8	62102007	1	0	1
40102007	102007	10200731	10200732	0	0	0	0	1	0	4	33102007	prepare1	59	0	role_102007_atk_skill_03	role_102007_hit_skill_03		superskill1		30	8	63102007	1	1	1
4110200799	102007	10200711;102007151;102007152	0	0	0	0	0	1	0	1	31102007	prepare1	59	0	role_102007_atk_skill_01		role_102007_pos_skill_01			30	8	61102007	1	0	1
