id	type	desc	mainType	condition1	condition1IsTure	condition2	condition2IsTure	condition3	condition3IsTure	condition4	condition4IsTure	condition5	condition5IsTure	isFinal	status
7074	1	增益效果消失时，有概率触发	50	43	1	1	1	0	0	0	0	0	0		1
7075	1	技能结束时，如果是恢复技能，则获取标记	12	88	1	0	0	0	0	0	0	0	0		1
7079	1	释放技能结束时，目标的血量>NUM1	11	11	1	0	0	0	0	0	0	0	0		1
7084	1	其他施放技能开始时，如果客体是携带者自己，技能为Sp技则触发	56	86	1	82	1	0	0	0	0	0	0		1
7086	1	技能结束时，如果技能id=条件参数1_1，并且目标身上的buffId=条件参数2_1的buff层数>条件参数2_2则触发	11	76	1	87	1	0	0	0	0	0	0		1
7087	1	技能结束时，如果技能id=条件参数1_1，并且目标死亡则触发	11	76	1	60	1	0	0	0	0	0	0		1
7089	1	队友开始释放Sp技能时	60	80	1	86	1	0	0	0	0	0	0		1
7092	1	队友开始释放Sp技能时，且SP点<xxx	60	80	1	86	1	85	0	0	0	0	0		1
7093	1	技能开始时，如果目标身上某个类型的buff层数>条件参数1_5则触发	12	35	1	0	0	0	0	0	0	0	0		1
7094	1	技能释放结束后，如果技能id=条件参数1_1，并且目标没有死亡则触发	11	76	1	60	0	0	0	0	0	0	0		1
7096	1	技能开始时，如果技能id=43103006，目标血量<=0.4则触发	12	76	1	11	0	0	0	0	0	0	0		1
7097	1	技能结束时，如果技能id=条件参数1_1，并且目标身上的buffId=条件参数2_1的buff层数>条件参数2_2，并且目标血量<=条件参数3_1则触发	11	76	1	87	1	11	0	0	0	0	0		1
7098	1	SP点处于某个NUM1；NUM2之间	33	85	1	85	0	0	0	0	0	0	0		1
7099	1	技能命中时，判断身上没有某个ID的BUFF	11	40	0	0	0	0	0	0	0	0	0		1
7100	1	技能结束时，概率判断,非Sp技能	11	1	1	86	0	0	0	0	0	0	0		1
7101	1	技能命中时，判断目标的血量	10	11	1	0	0	0	0	0	0	0	0		1
7202	1	如果增益效果不大于X层	11	32	0	0	0	0	0	0	0	0	0		1
7205	1	技能结束时，判断身上有某个ID=num_1_1的BUFF，层数>num_1_2，并有某个ID=num_2_1的BUFF，层数>num_2_2，则触发	11	40	1	40	0	0	0	0	0	0	0		1
7206	1	攻击时，目标有增益BUFF	12	32	1	0	0	0	0	0	0	0	0		1
7208	1	被攻击时，自身有减益BUFF	30	31	1	0	0	0	0	0	0	0	0		1
7209	1	BUFF将消而消失	52	41	1	44	1	0	0	0	0	0	0		1
7210	1	敌方释放某ID的技能时	59	81	1	76	1	0	0	0	0	0	0		1
7211	1	非自己角色死亡时触发	41	0	0	0	0	0	0	0	0	0	0		1
7212	1	释放技能开始时，如果目标身上某个id=条件参数1_1的BUFF的层数>条件参数1_2，并且这个技能卡label类型=条件参数2_1则触发	12	87	1	88	1	0	0	0	0	0	0		1
7213	1	被攻击时，如果携带者身上某个id的BUFF>条件参数1_1层，则概率条件参数2_1触发	20	40	1	1	1	81	1	0	0	0	0		1
7214	1	造成伤害后，如果目标身上某个id=条件参数1_1的buff>条件参数1_2层，并且携带者身上id=条件参数2_1的buff<=条件参数2_2层则触发	10	87	1	40	0	0	0	0	0	0	0		1
7215	1	造成伤害时，如果目标身上条件参数1_1的buff>条件参数1_2层，条件参数2_1概率触发	10	87	1	1	1	0	0	0	0	0	0		1
7216	1	低于条件1的BUFF（NUM1），num2层时，且条件2的BUFF(NUM3)，NUM4层时不生效。	50	40	0	40	0	0	0	0	0	0	0		1
7217	1	大回合开始时，自己身上某个BUFF（id=条件参数1_1）的叠加层数<=条件参数1_2	32	40	0	0	0	0	0	0	0	0	0		1
7218	1	被攻击时，如果攻击者身上某个id的BUFF>条件参数1_1层，则概率条件参数2_1触发	20	88	1	87	1	1	1	0	0	0	0		1
7219	1	技能开始时，判断技能ID，判断自身的增减益数量是否大于>条件2_2层	12	76	1	31	1	0	0	0	0	0	0		1
7222	1	被攻击时，身上ID的BUFF层数小于等于0时	20	40	0	0	0	0	0	0	0	0	0		1
7223	1	我方回合开始时，概率触发	30	1	1	0	0	0	0	0	0	0	0		1
7230	1	攻击时，生命值低于x%,概率触发	10	12	0	1	1	0	0	0	0	0	0		1
7232	1	血量低于X%，概率触发	30	12	0	1	1	0	0	0	0	0	0		1
7233	1	攻击时，目标SP点大于X点	10	88	1	34	1	87	0	0	0	0	0		1
7234	1	释放进攻技能时，目标SP小于X点	12	88	1	34	0	0	0	0	0	0	0		1
7235	1	存活的友方单位小于X时	1	74	0	0	0	0	0	0	0	0	0		1
7236	1	被攻击时，技能是SP技能	20	86	1	0	0	0	0	0	0	0	0		1
7237	1	受到进攻技能攻击时，血量低于2点	20	88	1	10	0	0	0	0	0	0	0		1
7238	1	回合结束，血量低于2点	31	10	0	0	0	0	0	0	0	0	0		1
7239	1	自身合开始时，自己身上某个BUFF（id=条件参数1_1）的叠加层数<=条件参数1_2	30	40	0	0	0	0	0	0	0	0	0		1
7240	1	自身合开始时，自己身上某个BUFF（id=条件参数1_1）的叠加层数>条件参数1_2	30	40	1	0	0	0	0	0	0	0	0		1
7241	1	我方回合结束时，概率触发	31	1	1	0	0	0	0	0	0	0	0		1
7242	1	其他人释放技能开始时，如果施法者为友方，技能为sp技则触发	60	86	1	80	1	0	0	0	0	0	0		1
7243	1	技能释放结束时，如果自身hp<=50%则触发	11	12	0	0	0	0	0	0	0	0	0		1
7244	1	技能HIT结束时，如果技能id=条件参数1_1，并且目标死亡则触发	10	76	1	60	1	0	0	0	0	0	0		1
7245	1	生命值低于50%时，受到伤害	20	12	0	0	0	0	0	0	0	0	0		1
7246	1	自身回合结束时，身上ID的BUFF大于X层	31	40	1	0	0	0	0	0	0	0	0		1
7247	1	免疫BUFF时	62	0	0	0	0	0	0	0	0	0	0		1
7248	1	获得效果时，自己身上某个BUFF（id=条件参数1_1）的叠加层数>条件参数1_2	51	40	1	0	0	0	0	0	0	0	0		1
7249	1	敌方存活目标大于2	1	73	1	0	0	0	0	0	0	0	0		1
7250	1	攻击自身的人技能释放结束时	59	81	1	0	0	0	0	0	0	0	0		1
7251	1	攻击自身的人技能开始释放时	60	88	1	81	1	1	1	0	0	0	0		1
7252	1	回合结束时，自身生命值低于	33	12	0	0	0	0	0	0	0	0	0		1
7253	1	技能命中时，目标身上没有BUFFID	10	88	1	87	0	101	0	81	1	0	0		1
7254	1	技能命中时，目标身上没有BUFFID，概率触发	10	88	1	87	0	1	1	101	0	81	1		1
7255	1	攻击自己的人技能释放结束时	59	0	0	0	0	0	0	0	0	0	0		1
7256	1	技能命中时，	10	88	1	101	1	81	1	0	0	0	0		1
7257	1	技能命中时，概率触发	10	88	1	1	1	101	1	81	1	0	0		1
7258	1	己方阵营（除开自己）释放sp技能结束时触发	55	86	1	81	1	1	1	0	0	0	0		1
7259	1	大回合开始时，自身sp>参数1则触发	32	85	1	40	0	0	0	0	0	0	0		1
7260	1	释放技能开始时，如果是sp技则触发	56	86	1	0	0	0	0	0	0	0	0		1
7261	1	大回合开始时，如果sp>5，并且自己身上某个buff层数<=0参数2则触发	32	85	1	40	0	0	0	0	0	0	0		1
7262	1	己方阵营释放sp技能开始时触发	60	86	1	80	1	82	0	0	0	0	0		1
7263	1	获得BUFF时，如果其大、二、三类符合（参数1_1到参数1_3）则触发	51	83	1	0	0	0	0	0	0	0	0		1
7264	1	获得BUFF时，如果参数1BUFF的层数足够，层数2BUFF的层数也足够则触发	32	40	1	40	1	0	0	0	0	0	0		1
7265	1	技能结束时，如果技能ID=条件参数1则触发	11	76	1	1	1	0	0	0	0	0	0		1
7266	1	技能释放结束后，如果技能id=条件参数1，目标身上条件参数2的BUFF满足层数，则概率触发	11	76	1	87	1	1	1	0	0	0	0		1
7267	1	受到hit时，如果自己身上参数1的buff层数满足，参数2概率触发	20	40	1	1	1	0	0	0	0	0	0		1
7268	1	除自己外的友方释放技能结束后，如果为进攻卡则触发	55	88	1	81	1	0	0	0	0	0	0		1
7269	1	攻击克制目标时	10	92	0	0	0	0	0	0	0	0	0		1
7270	1	开始释放某个ID=条件参数1的技能时，条件参数2概率触发	12	76	1	1	1	0	0	0	0	0	0		1
7271	1	被攻击时判断技能ID	20	76	1	1	1	0	0	0	0	0	0		1
7272	1	技能开始时，如果携带者身上存在【大类=参数1_1，二类=参数1_2，三类=参数1_3，增减益=参数1_4】的Buff数量<=参数1_5则触发	12	36	0	0	0	0	0	0	0	0	0		1
7273	1	敌方的技能结束后，条件参数2概率触发，条件参数3判定技能卡类型	59	81	1	1	1	88	1	0	0	0	0		1
7274	1	携带者施加升星技能时	64	96	1	0	0	0	0	0	0	0	0		1
7275	1	携带者技能开始释放时，若目标maxHp/自身maxHp>1+条件参数1	12	95	1	0	0	0	0	0	0	0	0		1
7276	1	技能开始时，如果携带者身上存在【大类=参数1_1，二类=参数1_2，三类=参数1_3，增减益=参数1_4】的Buff数量>参数1_5，技能LABEL为参数2，则有参数3概率触发	12	36	1	88	1	1	1	0	0	0	0		1
7277	1	技能开始时，目标身上有某个id=条件参数1的buff的层数>条件参数2	11	87	1	0	0	0	0	0	0	0	0		1
7278	1	其他人造成hit时（客体施法者），如果阵营为友方，造成暴击，则有参数3的概率触发	58	80	1	72	1	1	1	0	0	0	0		1
7279	1	v3版主线-某个BUFF消失时，判断是否是BUFF自身	52	44	1	41	0	0	0	0	0	0	0		1
7280	1	释放技能时，自身存自某个ID = 条件参数1的BUFF层数>条件2	12	40	1	0	0	0	0	0	0	0	0		1
7281	1	释放技能时，自身存自某个ID = 条件参数1的BUFF层数>条件2，有概率条件3	12	40	1	1	1	0	0	0	0	0	0		1
7282	1	其他友方释放技能结束后，如果LABEL为条件参数1，有条件参数2的概率发动	59	88	1	1	1	80	1	0	0	0	0		1
7283	1	其他人释放（与运算条件参数1_1）星级的技能后，则触发	55	93	1	86	0	0	0	0	0	0	0		1
7284	1	被HIT时，（与运算条件参数1_1）星级的技能	20	93	1	0	0	0	0	0	0	0	0		1
7285	1	被hit后，如果技能类型为条件参数1，则触发	20	88	1	0	0	0	0	0	0	0	0		1
7286	1	技能开始时，如果目标身上某个类型的buff层数<=条件参数1_5则触发	12	35	0	0	0	0	0	0	0	0	0		1
7287	1	被攻击时-该攻击命中	20	70	1	0	0	0	0	0	0	0	0		1
7288	1	被攻击时-该攻击被闪避	20	71	1	0	0	0	0	0	0	0	0		1
7289	1	其他角色释放技能时，如果客体（被攻击者）是敌方，并且技能id=条件参数1，则触发	55	76	1	81	1	0	0	0	0	0	0		1
7290	1	被攻击时，如果携带者身上存在【大类=参数1_1，二类=参数1_2，三类=参数1_3，增减益=参数1_4】的Buff数量>参数1_5，有概率触发	20	36	1	1	1	81	1	0	0	0	0		1
7291	2	目标身上的负面BUFF数量>条件参数1_1个，有概率-参数2 触发	1	33	1	1	1	0	0	0	0	0	0		1
7292	1	被攻击时，BUFF1>?,BUFF<?	20	40	1	40	0	0	0	0	0	0	0		1
7293	1	v3版主线-某个BUFF消失时，判断是否是BUFF自身	52	44	1	0	0	0	0	0	0	0	0		1
7294	1	v3版主线-某个BUFF消失时，判断是否是BUFF自身	52	44	1	41	1	0	0	0	0	0	0		1
7295	1	被hit后，如果技能类型为条件参数1，并且技能id<>条件参数2，则触发	20	88	1	76	0	0	0	0	0	0	0		1
7296	1	释放技能结束时，目标的血量<NUM1	11	11	0	0	0	0	0	0	0	0	0		1
7297	1	攻击时，生命值低于50%，又几率触发	10	11	0	1	1	0	0	0	0	0	0		1
7298	1	回合结束时，自身生命值大于	33	12	1	0	0	0	0	0	0	0	0		1
7299	1	释放进攻技能时，目标数量大于X	12	88	1	90	1	81	1	0	0	0	0		1
