id	produceId	loopId	triggerId	disappearId	uiTriggerId	showRegisterValue	isWord	bulletId	effectSe	triggerSe	specialIdle	specialIdlePriority	addBuffSwitchController	removeBuffSwitchController	icon	showText	passiveShow	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
103201	10035	0	0	0	0		1	0			0	0			16:buff_icon_103201	0		1	造成破灭伤害提升	造成破滅傷害提升	Dire DMG Boost	与える弱体特攻ダメージアップ	파멸 대미지 증가	สร้าง​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​
103301	10036	0	0	0	0		1	0			0	0			16:buff_icon_103301	0		1	受传奇种伤害减免	受傳奇種傷害減免	DMG from Mythic Down	ミシックの敵から受けるダメージダウン	적용되는 전설종 대미지 감면	ดา​เม​จ​ที่​ได้รับ​จาก​สาย​ตำนาน​ลดลง​
103401	10037	0	0	0	0		1	0			0	0			16:buff_icon_103401	0		1	对传奇种伤害提升	對傳奇種傷害提升	DMG to Mythic UP	ミシックの敵に対するダメージアップ	전설종에게 부여하는 대미지 증가	ดา​เม​จ​ต่อสาย​ตำนาน​เพิ่มขึ้น​
103501	10038	0	0	0	0		1	0			0	0			16:buff_icon_103501	0		1	受纯血种伤害减免	受純血種傷害減免	DMG from Purebreeds Down	純血種の敵から受けるダメージダウン	적용되는 순혈종 대미지 감면	ดา​เม​จ​ที่​ได้รับ​จาก​สายเลือด​บริสุทธิ์​ลดลง​
103601	10039	0	0	0	0		1	0			0	0			16:buff_icon_103601	0		1	对纯血种伤害提升	對純血種傷害提升	DMG to Purebreed UP	純血種の敵に対するダメージアップ	순혈종에게 부여하는 대미지 증가	ดา​เม​จ​ต่อ​สายเลือด​บริสุทธิ์​เพิ่มขึ้น​
103701	10040	0	0	0	0		1	0			0	0			16:buff_icon_103701	0		1	受异化种伤害减免	受異化種傷害減免	DMG from Mutants Down	変異種の敵から受けるダメージダウン	적용되는 변이종 대미지 감면	ดา​เม​จ​ที่​ได้รับ​จาก​สาย​กลายพันธุ์​ลดลง​
103801	10041	0	0	0	0		1	0			0	0			16:buff_icon_103801	0		1	对异化种伤害提升	對異化種傷害提升	DMG to Mutants UP	変異種の敵に対するダメージアップ	변이종에게 부여하는 대미지 증가	ดา​เม​จ​ต่อสาย​กลายพันธุ์​เพิ่มขึ้น​
103901	10042	0	0	0	0		1	0			0	0			16:buff_icon_103901	0		1	受混血种伤害减免	受混血種傷害減免	DMG from Hybrids Down	混血種の敵から受けるダメージダウン	적용되는 혼혈종 대미지 감면	ดา​เม​จ​ที่​ได้รับ​จาก​สาย​เลือดผสม​ลดลง​
104001	10043	0	0	0	0		1	0			0	0			16:buff_icon_104001	0		1	对混血种伤害提升	對混血種傷害提升	DMG to Hybrids UP	混血種の敵に対するダメージアップ	혼혈종에게 부여하는 대미지 증가	ดา​เม​จ​ต่อสาย​เลือดผสม​เพิ่มขึ้น​
110101	10048	0	0	0	0		1	0			0	0			16:buff_icon_110101	0		1	攻击相关能力提升	攻擊相關能力提升	Offensive Stats Boost	攻撃に関連する能力アップ	공격 관련 속성 증가	ทักษะ​ที่​เกี่ยวกับ​ ATK​ เพิ่มขึ้น​
110102	10049	0	0	0	0		1	0			0	0			16:buff_icon_110102	0		1	防御相关能力提升	防禦相關能力提升	Defense Stats Boost	防御に関連する能力アップ	방어 관련 속성 증가	ทักษะ​ที่​เกี่ยวกับ​ DEF​ เพิ่มขึ้น​
110103	10050	0	0	0	0		1	0			0	0			16:buff_icon_110103	0		1	生命相关能力提升	生命相關能力提升	HP Stats Boost	HPに関連する能力アップ	HP 관련 속성 증가	ทักษะ​ที่​เกี่ยวกับ​ HP​ เพิ่มขึ้น​
110104	10051	0	0	0	0		1	0			0	0			16:buff_icon_110104	0		1	所有能力值提升	所有能力值提升	All Stats Boost	すべての能力アップ	모든 속성 증가	ค่า​ทักษะ​ทั้งหมด​เพิ่มขึ้น​
110105	10052	0	0	0	0		1	0			0	0			16:buff_icon_110105	0		1	基础能力值提升	基礎能力值提升	Base Stats Boost	ステータスアップ	기본 속성 증가	ทักษะพื้นฐานเพิ่มขึ้น
110201	0	10053	0	0	0		1	0			0	0			16:buff_icon_110201	0		1	治愈	治癒	Healing	ヒーリング	치유	ฟื้นฟู
110202	0	43001	0	43003	0		1	0			0	0			16:buff_icon_110202	0		1	护盾	護盾	Shield	シールド	실드	โล่ป้องกัน
110203	0	40002	0	41002	0		1	0			0	0			16:buff_icon_110203	0		1	免疫减益	免疫減益	Immune to Debuffs	デバフ無効	면역 디버프	ต้านทานดีบัฟ
110204	0	50002	0	51002	0		1	0			0	0			16:buff_icon_110204	0		1	免疫控制	免疫控制	Control Immunity	行動制限無効	제어 면역	ต้านทานผลควบคุม
110205	0	50002	0	51002	0		1	0			0	0			16:buff_icon_110205	0		1	锁血	鎖血	HP Lock	即死回避	쇄혈	ล็อกพลังชีวิต
110206	10054	0	0	0	0		1	0			0	0			16:buff_icon_110206	0		1	免疫减益属性改写	免疫減益屬性改寫	Immune to Debuffs	Pending免疫减益属性改写	면역 디버프 속성 수정	แก้ไข​คุณสมบัติ​ต้านทาน​ดี​บัฟ​
110207	10055	0	0	0	0		1	0			0	0			16:buff_icon_110207	0		1	奥义能量持续获得	奧義能量持續獲得	Gain SP over time	SPが持続的に回復する	필살기 게이지 지속 획득	ได้รับ​พลังงาน​อัล​ติ​เมท​อย่าง​ต่อเนื่อง​
110208	10056	0	0	0	0		1	0			0	0			16:buff_icon_110208	0		1	屏障	屏障	Barrier	シールド	장벽	ม่านพลัง
110209	10057	0	0	0	0		1	0			0	0			16:buff_icon_110209	0		1	闪避	閃避	Evasion	回避	스킬 회피	หลบหลีก
110210	0	4020221	0	0	0		0	0			0	0			16:buff_icon_110101	0		1	攻击相关能力提升	攻擊相關能力提升	Offensive Stats Boost	攻撃に関連する能力アップ	공격 관련 속성 증가	ทักษะ​ที่​เกี่ยวกับ​ ATK​ เพิ่มขึ้น​
110211	8002622	0	0	0	0		0	0			0	0			16:buff_icon_100901	0		1	穿透率提升	穿透率提升	Armor PEN UP	貫通率アップ	관통률 증가	อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​
110212	4012521	4012522	0	4012523	0		0	0			0	0			16:buff_icon_110202	0		1	护盾	護盾	Shield	シールド	실드	โล่ป้องกัน
110213	10701002	10701003	10701004	10701005	0		0	0			0	0			16:buff_icon_101201	0		1	造成伤害提升	造成傷害提升	DMG UP	与ダメージアップ	대미지 증가	ดาเมจที่สร้างเพิ่มขึ้น
110214	0	0	0	0	0		0	0			0	0			16:buff_icon_110214	0		1	免疫奥义能量影响	免疫奧義能量影響	Immune to SP Effects	SPによる影響を受けない	필살기 게이지 영향 면역	ต้านทาน​ผลกระทบ​ของ​พลังงาน​อัล​ติ​เมท​
110215	0	109002351	0	109002352	0		1	0			0	0			16:buff_icon_110103	0		1	寒生	寒生	Chill	寒威	추위	หนาวสะท้าน
110216	109002353	0	0	0	0		1	0			0	0			16:buff_icon_210202	0		1	竭力	竭力	Last Ditch	力尽き	최선	สุดกำลัง
110217	0	0	0	0	0		1	0			0	0			16:buff_icon_302201	0		1	寒冰之力	寒冰之力	Power of Frost	氷の力	얼음의 힘	พลังเยือกแข็ง
110218	0	10900226	0	109002262	0		1	0			0	0			16:buff_icon_102301	0		1	冰盾	冰盾	Frost Shield	氷の盾	얼음 실드	โล่น้ำแข็ง
200101	20001	0	0	0	0		1	0			0	0			16:buff_icon_200101	0		1	攻击力降低	攻擊力降低	ATK Down	攻撃力ダウン	공격력 감소	ATK ลดลง
200201	20002	0	0	0	0		1	0			0	0			16:buff_icon_200201	0		1	防御力降低	防禦力降低	DEF Down	防御力ダウン	방어력 감소	DEF ลดลง
200301	20003	0	0	0	0		1	0			0	0			16:buff_icon_200301	0		1	生命值降低	生命值降低	HP Down	HPダウン	HP 감소	HP ลดลง
200401	20004	0	0	0	0		1	0			0	0			16:buff_icon_200401	0		1	幸运值降低	幸運值降低	LUCK Down	幸運値低下	행운 감소	ค่า โชค ลดลง
200501	20005	0	0	0	0		1	0			0	0			16:buff_icon_200501	0		1	暴击率降低	爆擊率降低	CRIT Rate Down	会心率ダウン	크리티컬율 감소	อัตราคริติคอลลดลง
200601	20006	0	0	0	0		1	0			0	0			16:buff_icon_200601	0		1	暴击伤害降低	爆擊傷害降低	CRIT DMG Down	会心ダメージダウン	크리티컬 대미지 감소	ดาเมจคริติคอลลดลง
200701	20007	0	0	0	0		1	0			0	0			16:buff_icon_200701	0		1	暴击率抵抗降低	爆擊率抵抗降低	CRIT RES Down	会心回避率低下	크리티컬율 저항 감소	ต้านทานอัตราคริลดลง
200801	20008	0	0	0	0		1	0			0	0			16:buff_icon_200801	0		1	暴击伤害抵抗降低	爆擊傷害抵抗降低	CRIT DMG RES Down	会心ダメージ抵抗率低下	크리티컬 대미지 저항 감소	ต้านทานดาเมจคริลดลง
200901	20011	0	0	0	0		1	0			0	0			16:buff_icon_200901	0		1	穿透率降低	穿透率降低	Armor PEN Down	貫通率ダウン	관통률 감소	อัตราเจาะเกราะลดลง
201001	20012	0	0	0	0		1	0			0	0			16:buff_icon_201001	0		1	忍耐率降低	忍耐率降低	END Down	忍耐率ダウン	인내율 감소	อัตราอดทนลดลง
201101	20016	0	0	0	0		1	0			0	0			16:buff_icon_201101	0		1	伤害减免降低	傷害減免降低	DMG Reduction Down	ダメージ軽減効果低下	대미지 감면 감소	อัตราลดดาเมจลดลง
201201	20015	0	0	0	0		1	0			0	0			16:buff_icon_201201	0		1	造成伤害降低	造成傷害降低	DMG Down	ダメージ低下	부여하는 대미지 감소	ดาเมจที่สร้างลดลง
201301	20018	0	0	0	0		1	0			0	0			16:buff_icon_201801	0		1	造成治疗效果降低	造成治療效果降低	Healing Effect Down	与回復効果低下	부여하는 치유 효과 감소	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ลดลง​
201401	20019	0	0	0	0		1	0			0	0			16:buff_icon_201401	0		1	受到治疗效果降低	受到治療效果降低	Healing Received Down	被回復効果低下	적용되는 치유 효과 감소	เอฟเฟกต์​ฟื้นฟู​ที่​ได้รับ​ลดลง​
201501	20020	0	0	0	0		1	0			0	0			16:buff_icon_201501	0		1	吸血降低	吸血降低	Lifesteal Down	吸血低下	흡혈 감소	ดูดเลือดลดลง
201701	20021	0	0	0	0		1	0			0	0			16:buff_icon_201701	0		1	造成护盾效果降低	造成護盾效果降低	Shield Effect Down	与シールド耐久ダウン	부여하는 실드 효과 감소	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ลดลง​
201801	20022	0	0	0	0		1	0			0	0			16:buff_icon_201301	0		1	受到护盾效果降低	受到護盾效果降低	Shield Gained Down	被シールド耐久ダウン	적용되는 실드 효과 감소	เอฟเฟกต์​โล่​ป้อง​กันที่​ได้รับ​ลดลง​
201901	20023	0	0	0	0		1	0			0	0			16:buff_icon_201901	0		1	受到间接伤害提升	受到間接傷害提升	Indirect DMG Taken UP	受ける間接ダメージアップ	적용되는 간접 대미지 증가	ได้รับ​ดา​เม​จ​ต่อเนื่อง​เพิ่มขึ้น​
202001	20024	0	0	0	0		1	0			0	0			16:buff_icon_202001	0		1	造成间接伤害降低	造成間接傷害降低	Indirect DMG Down	与える間接ダメージダウン	부여하는 간접 대미지 감소	สร้าง​ดา​เม​จ​ต่อเนื่อง​ลดลง​
202101	20025	0	0	0	0		1	0			0	0			16:buff_icon_202101	0		1	受到真实伤害提升	受到真實傷害提升	True DMG Taken UP	受ける直撃ダメージアップ	적용되는 고정 대미지 증가	ได้รับ​ดา​เม​จ​จริง​เพิ่มขึ้น​
202201	20026	0	0	0	0		1	0			0	0			16:buff_icon_202201	0		1	造成真实伤害降低	造成真實傷害降低	True DMG Down	直撃ダメージダウン	고정 대미지 감소	สร้างดาเมจจริงลดลง
202301	20027	0	0	0	0		1	0			0	0			16:buff_icon_202301	0		1	受到穿透伤害提升	受到穿透傷害提升	Piercing DMG Taken UP	受ける貫通ダメージアップ	적용되는 관통 대미지 증가	ได้รับ​ดา​เม​จ​เจาะ​เกราะ​เพิ่มขึ้น​
202401	20028	0	0	0	0		1	0			0	0			16:buff_icon_202401	0		1	造成穿透伤害降低	造成穿透傷害降低	Piercing DMG Down	貫通ダメージダウン	관통 대미지 감소	สร้าง​ดา​เม​จ​เจาะ​เกราะ​ลดลง​
202501	20029	0	0	0	0		1	0			0	0			16:buff_icon_202501	0		1	受到穿刺伤害提升	受到穿刺傷害提升	Jab DMG Taken UP	受ける穿刺ダメージアップ	적용되는 크리티컬 관통 대미지 증가	ได้รับ​ดา​เม​จ​ทะลวง​เพิ่มขึ้น​
202601	20030	0	0	0	0		1	0			0	0			16:buff_icon_202601	0		1	造成穿刺伤害降低	造成穿刺傷害降低	Jab DMG Down	穿刺ダメージダウン	부여하는 크리티컬 관통 대미지 감소	สร้างดาเมจทะลวงลดลง
202701	20031	0	0	0	0		1	0			0	0			16:buff_icon_202701	0		1	受到破碎伤害提升	受到破碎傷害提升	Sunder DMG Taken UP	受ける超会心ダメージアップ	적용되는 파쇄 대미지 증가	ได้รับ​ดา​เม​จบ​ด​ขยี้​เพิ่มขึ้น​
202801	20032	0	0	0	0		1	0			0	0			16:buff_icon_202801	0		1	造成破碎伤害降低	造成破碎傷害降低	Sunder DMG Down	超会心ダメージダウン	부여하는 파쇄 대미지 감소	สร้างดาเมจบดขยี้ลดลง
202901	20033	0	0	0	0		1	0			0	0			16:buff_icon_202901	0		1	受到破裂伤害提升	受到破裂傷害提升	Overload DMG Taken UP	受けるバフ特攻ダメージアップ	적용되는 파열 대미지 증가	ได้รับ​ดา​เม​จ​ฉีก​กระชาก​เพิ่มขึ้น​
203001	20034	0	0	0	0		1	0			0	0			16:buff_icon_203001	0		1	造成破裂伤害降低	造成破裂傷害降低	Overload DMG Down	バフ特攻ダメージダウン	부여하는 파열 대미지 감소	สร้าง​ดา​เม​จ​ฉีก​กระชาก​ลดลง​
203101	20035	0	0	0	0		1	0			0	0			16:buff_icon_203101	0		1	受到破灭伤害提升	受到破滅傷害提升	Dire DMG Taken UP	受ける弱体特攻ダメージアップ	적용되는 파멸 대미지 증가	ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​
203201	20036	0	0	0	0		1	0			0	0			16:buff_icon_203201	0		1	造成破灭伤害降低	造成破滅傷害降低	Dire DMG Down	弱体特攻ダメージダウン	부여하는 파멸 대미지 감소	สร้าง​ดา​เม​จ​ทำลายล้าง​ลดลง​
203301	20037	0	0	0	0		1	0			0	0			16:buff_icon_203301	0		1	受传奇种伤害提升	受傳奇種傷害提升	DMG from Mythic UP	Pending受传奇种伤害提升	적용되는 전설종 대미지 증가	ดา​เม​จ​ที่​ได้รับ​จาก​สาย​ตำนาน​เพิ่มขึ้น​
203401	20038	0	0	0	0		1	0			0	0			16:buff_icon_203401	0		1	对传奇种伤害降低	對傳奇種傷害降低	DMG to Mythic Down	Pending对传奇种伤害降低	전설종에게 부여하는 대미지 감소	ดา​เม​จ​ต่อสาย​ตำนาน​ลดลง​
203501	20039	0	0	0	0		1	0			0	0			16:buff_icon_203501	0		1	受纯血种伤害提升	受純血種傷害提升	DMG from Purebreed UP	Pending受纯血种伤害提升	적용되는 순혈종 대미지 증가	ดา​เม​จ​ที่​ได้รับ​จาก​สายเลือด​บริสุทธิ์​เพิ่มขึ้น​
203601	20040	0	0	0	0		1	0			0	0			16:buff_icon_203601	0		1	对纯血种伤害降低	對純血種傷害降低	DMG to Purebreed Down	Pending对纯血种伤害降低	순혈종에게 부여하는 대미지 감소	ดา​เม​จ​ต่อ​สายเลือด​บริสุทธิ์​ลดลง​
203701	20041	0	0	0	0		1	0			0	0			16:buff_icon_203701	0		1	受异化种伤害提升	受異化種傷害提升	DMG from Mutants UP	Pending受异化种伤害提升	적용되는 변이종 대미지 증가	ดา​เม​จ​ที่​ได้รับ​จาก​สาย​กลายพันธุ์​เพิ่มขึ้น​
203801	20042	0	0	0	0		1	0			0	0			16:buff_icon_203801	0		1	对异化种伤害降低	對異化種傷害降低	DMG to Mutants Down	Pending对异化种伤害降低	변이종에게 부여하는 대미지 감소	ดา​เม​จ​ต่อสาย​กลายพันธุ์​ลดลง​
203901	20043	0	0	0	0		1	0			0	0			16:buff_icon_203901	0		1	受混血种伤害提升	受混血種傷害提升	DMG from Hybrids UP	Pending受混血种伤害提升	적용되는 혼혈종 대미지 증가	ดา​เม​จ​ที่​ได้รับ​จาก​สาย​เลือดผสม​เพิ่มขึ้น​
204001	20044	0	0	0	0		1	0			0	0			16:buff_icon_204001	0		1	对混血种伤害降低	對混血種傷害降低	DMG to Hybrids Down	Pending对混血种伤害降低	혼혈종에게 부여하는 대미지 감소	ดา​เม​จ​ต่อสาย​เลือดผสม​ลดลง​
204101	20045	0	0	0	0		1	0			0	0			16:buff_icon_204101	0		1	受傀化者伤害提升	受傀化者傷害提升	DMG from Anomalies UP	Pending受傀化者伤害提升	적용되는 감염자 대미지 증가	ดา​เม​จ​ที่​ได้รับ​จาก​ผู้​มี​สภาวะ​หุ่นเชิด​เพิ่มขึ้น​
204201	20046	0	0	0	0		1	0			0	0			16:buff_icon_204201	0		1	对傀化者伤害降低	對傀化者傷害降低	DMG to Anomalies Down	Pending对傀化者伤害降低	감염자에게 부여하는 대미지 감소	ลด​ดา​เม​จ​ต่อ​ผู้​มี​สภาวะ​หุ่นเชิด​ลดลง​
204301	20047	0	0	0	0		1	0			0	0			16:buff_icon_204301	0		1	受纯黑者伤害提升	受純黑者傷害提升	DMG from Darkrift UP	Pending受纯黑者伤害提升	적용되는 다크리프트 대미지 증가	ดา​เม​จ​ที่​ได้รับ​จาก​เงา​พา​โธ​ซิ​ส​เพิ่มขึ้น​
204401	20048	0	0	0	0		1	0			0	0			16:buff_icon_204401	0		1	对纯黑者伤害降低	對純黑者傷害降低	DMG to Darkrift Down	Pending对纯黑者伤害降低	다크리프트에게 부여하는 대미지 감소	ดา​เม​จ​ต่อ​เงา​พา​โธ​ซิ​สลด​ลง​
210101	20049	0	0	0	0		1	0			0	0			16:buff_icon_210101	0		1	攻击相关能力降低	攻擊相關能力降低	Offensive Stats Down	攻撃に関連する能力ダウン	공격 관련 속성 감소	ทักษะ​ที่​เกี่ยวข้อง​กับ​ ATK​ ลดลง​
210102	20050	0	0	0	0		1	0			0	0			16:buff_icon_210102	0		1	防御相关能力降低	防禦相關能力降低	Defensive Stats Down	防御に関連する能力ダウン	방어 관련 속성 감소	ทักษะ​ที่​เกี่ยวข้อง​กับ​ DEF​ ลดลง​
210103	20051	0	0	0	0		1	0			0	0			16:buff_icon_210103	0		1	生命相关能力降低	生命相關能力降低	HP Stats Down	HPに関連する能力ダウン	HP 관련 속성감소	ทักษะ​ที่​เกี่ยวข้อง​กับ​ HP​ ลดลง​
210104	20052	0	0	0	0		1	0			0	0			16:buff_icon_210104	0		1	所有能力值下降	所有能力值下降	All Stats Down	全ての能力値低下	모든 속성 하락	ค่าทักษะทั้งหมดลดลง
210105	20053	0	0	0	0		1	0			0	0			16:buff_icon_210105	0		1	基础能力值下降	基礎能力值下降	Base Stats Down	ステータス低下	기본 속성 하락	ค่าทักษะพื้นฐานลดลง
210201	0	30004	31004	0	0		1	0			0	0			16:buff_icon_210201	0		1	中毒	中毒	Poison	毒	중독	ติดพิษ
210202	0	30001	0	0	0		1	0			0	0			16:buff_icon_210202	0		1	流血	流血	Bleeding	出血	출혈	เลือดไหล
210203	0	30006	31006	0	0		1	0			0	0			16:buff_icon_210203	0		1	点燃	點燃	Burning	燃焼	연소	ไฟไหม้
210204	0	20054	0	0	0		1	0			0	0			16:buff_icon_210204	0		1	余震	餘震	Aftershock	余震	여진	อาฟเตอร์ช็อก
210205	0	20055	0	0	0		1	0			0	0			16:buff_icon_210205	0		1	诅咒	詛咒	Curse	呪詛	저주	คำสาป
210206	0	20056	0	0	0		1	0			0	0			16:buff_icon_210206	0		1	腐蚀	腐蝕	Corrosion	腐蝕	부식	กัดกร่อน
