actionId	actionName	forwardStart	forwardEnd	bulletLaunch	hits	hitsType	hitPause	hitShowType	returnStart	returnEnd	motionBlur	speedLine	frame	skillFuse	hitType	attackPos	status
34103012	skill4	1	24	0	25;45;46	7;1;2	1;0;3	1	57	75	7;25	7;25	118	78	1	0;0;1.1	1
35103012	skill5	23	27	0	32;36;43;58;76	1;1;1;2;2	1;1;1;3;3	1	77	98	25;29	23;29	124	104	1	0;0;1.1	1
33103012	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31103013	skill1	0	0	0	80	0	0	1	0	0	0;0	0;0	129	99	1	0;0;0	1
32103013	skill2	0	0	0	55	0	0	2	0	0	0;0	0;0	119	89	1	0;0;0	1
33103013	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31103014	skill1	0	0	0	45	0	0	1	0	0	0;0	0;0	91	61	1	0;0;0	1
32103014	skill2	17	31	0	45;68	1;2	0;1	1	82	95	17;31	17;31	127	97	1	0;0;2.5	1
33103014	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31103017	skill1	0	0	0	84;134	3;7	0	1	0	0	0	0	180	150	1	0;0;0	1
32103017	skill2	0	0	0	29	0	0	1	0	0	0	0	150	120	1	0;0;0	1
33103017	skill3	0	0	0	1	3	0	1	0	0	0	0	0	50	1	0;0;0	1
31103019	skill1	0	0	24	30	1	0	2	0	0	0;0	0;0	87	57	4	0;0;0	1
32103019	skill2	0	0	0	75	1	0	1	0	0	0;0	0;0	168	138	1	0;0;0	1
33103019	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104001	skill1	13	35	0	38	7	4	1	60	79	13;35	13;35	130	81	3	0;0;3.5	1
32104001	skill2	14	27	0	37;59	3;7	3;3	1	89	113	0;0	0;0	135	115	3	0;0;3.5	1
33104001	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	260	260	3	0;0;0	1
31104002	skill1	0	0	34	38	3	2	1	0	0	0;0	0;0	135	100	1	0;0;0	1
32104002	skill2	1	29	2	9;30;31;32	1;7;0;0	1;3	1	35	102	1;29	1;29	125	104	1	0;0;2	1
33104002	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104003	skill1	21	33	0	37;65	3;2	1;3	1	80	100	21;33	21;33	130	102	4	0;0;2.2	1
32104003	skill2	17	27	0	28;56	1;2	1;3	1	66	83	17;27	17;27	126	85	4	0;0;2.2	1
33104003	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104004	skill1	2	32	0	54;55;56	7;0;0	3	1	90	110	2;32	2;32	139	112	4	0;0;2	1
32104004	skill2	0	0	78	82;111	1;2	1;2	1	0	0	0;0	0;0	161	131	4	0;0;0	1
33104004	skill3	0	0	0	1	2	0	1	0	0	0;0	0;0	50	50	4	0;0;0	1
31104005	skill1	0	0	21	27	1	0	2	0	0	0;0	0;0	65	35	1	0;0;0	1
32104005	skill2	9	26	0	40;50;58;66	1;1;1;1	0	1	78	94	9;26	9;26	133	96	1	0;0;3	1
33104005	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	157	157	1	0;0;0	1
31104006	skill1	27	37	0	57	2	0	1	88	104	27;37	27;37	129	106	1	0;0;5	1
32104006	skill2	0	0	0	96	0	0	1	0	0	0;0	0;0	119	100	1	0;0;0	1
33104006	skill3	0	0	0	1	2	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104007	skill1	0	0	50	85	1	0	1	0	0	0;0	0;0	132	102	1	0;0;0	1
32104007	skill2	28	45	28	48;55;64;73;89	5;1;1;3;2	2;1;1;1;2	1	58	108	28;45	28;45	128	110	1	0;0;1.5	1
33104007	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104008	skill1	6	21	0	36;39;42	1;1;1	0	1	76	93	6;21	6;21	122	95	1	-2;0;5	1
32104008	skill2	0	0	70	73;85	1;1	0	2	0	0	0;0	0;0	122	92	1	0;0;0	1
33104008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104009	skill1	5	10	0	11	1	0	1	14	44	0;0	0;0	74	46	1	0;0;1	1
32104009	skill2	0	0	49;54;59	59;64;69	1;1;1	0	2	0	0	0;0	0;0	84	54	1	0;0;0	1
33104009	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104010	skill1	0	0	37;61	42;66	1;1	0	2	0	0	0;0	0;0	90	72	1	0;0;0	1
32104010	skill2	0	0	0	28	1	0	1	0	0	0;0	0;0	101	71	1	0;0;0	1
33104010	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104013	skill1	0	0	0	81	1	0	1	0	0	0;0	0;0	112	82	1	0;0;0	1
32104013	skill2	0	0	0	60	1	0	1	0	0	0;0	0;0	113	83	1	0;0;0	1
33104013	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104016	skill1	39	46	0	71	2	3	1	88	91	39;46	39;46	148	93	1	0;0;3	1
32104016	skill2	0	0	0	77	1	0	1	0	0	0;0	0;0	111	81	1	0;0;0	1
33104016	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31104017	skill1	0	0	35	60	1	0	2	0	0	0;0	0;0	78	66	1	0;0;0	1
32104017	skill2	0	0	32	50	0	0	1	0	0	0;0	0;0	72	56	1	0;0;0	1
33104017	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34104017	skill4	0	0	39	63	0	0	1	0	0	0;0	0;0	78	69	1	0;0;0	1
31105001	skill1	0	0	0	25	0	0	1	0	0	0;0	0;0	75	45	1	0;0;0	1
32105001	skill2	30	51	0	72	2	3	1	94	113	0;0	0;0	167	115	1	0;0;2.8	1
33105001	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31105002	skill1	13	38	0	33;43	1;1	0;1	1	65	76	13;38	13;38	89	78	1	0;0;1.5	1
32105002	skill2	0	0	39	44	1	0	2	0	0	0;0	0;0	77	55	1	0;0;0	1
33105002	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31105003	skill1	0	0	0	57	3	0	1	0	0	0;0	0;0	129	99	1	0;0;0	1
32105003	skill2	15	32	0	37;43;50;57;65;73	1;1;1;1;1;1	0	1	84	96	15;32	15;32	107	98	1	0;0;2.5	1
33105003	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	3	0;0;0	1
31105004	skill1	13	32	0	37;39;50	1;1;3	0;0;3	1	73	81	0;0	0;0	135	105	1	0;0;2	1
32105004	skill2	12	29	0	41;80	1;7	1;3	1	93	113	0;0	0;0	145	115	1	0;0;2	1
33105004	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	3	0;0;0	1
31105006	skill1	23	26	0	28	1	0	1	42	60	0;0	0;0	99	62	1	0;0;5	1
32105006	skill2	0	0	21;35;55	29;43;63	1;1;2	0	2	0	0	0;0	0;0	94	64	1	0;0;0	1
33105006	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34105006	skill4	0	0	30	40	1	0	2	0	0	0;0	0;0	65	35	1	0;0;0	1
31105008	skill1	14	26	0	47	4	2	1	59	73	14;26	14;26	113	75	2	-0.5;0;2.3	1
32105008	skill2	11	72	0	77	3	3	1	100	152	11;72	11;72	165	154	2	0;0;0	1
33105008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	2	0;0;0	1
31106001	skill1	0	0	30	41	2	0	1	0	0	0;0	0;0	90	60	1	0;0;0	1
32106001	skill2	93	112	0	106	2	1	1	159	172	93;112	93;112	187	174	1	0;0;1.5	1
33106001	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31106002	skill1	0	0	0	103	1	0	1	0	0	0;0	0;0	156	126	1	0;0;0	1
32106002	skill2	0	0	55	70;80;90;100	1;1;1;1	0	1	0	0	0;0	0;0	134	105	1	0;0;0	1
33106002	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31106005	skill1	0	0	30	30	1	0	1	0	0	0;0	0;0	98	98	1	0;0;0	1
32106005	skill2	35	51	0	65	3	3	1	67	90	0;0	0;0	118	118	1	0;0;0	1
33106005	skill3	0	0	0	1	3	0	1	79	113	0;0	0;0	50	50	1	0;0;0	1
31106008	skill1	0	0	0	100	0	0	1	0	0	0;0	0;0	160	130	1	0;0;0	1
32106008	skill2	0	0	30;70;160	45;85;180	1;1;2	0	2	0	0	0;0	0;0	190	185	1	0;0;0	1
33106008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31106009	skill1	0	0	73	91;108	1;3	0	2	0	0	0;0	0;0	148	118	1	0;0;0	1
32106009	skill2	0	0	0	39	0	0	2	0	0	0;0	0;0	118	88	1	0;0;0	1
33106009	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34106009	skill4	36	60	0	61	3	3	1	71	102	36;60	36;60	142	104	1	0;0;1	1
35106009	skill5	74	91	0	93	3	3	1	101	120	74;91	74;91	172	122	1	0;0;1	1
31106010	skill1	0	0	39	44	1	0	2	0	0	0;0	0;0	150	120	1	0;0;0	1
32106010	skill2	1	25	0	38;51;63;86	1;1;1;1	0	1	110	145	0;0	0;0	183	147	1	0;0;3.5	1
33106010	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31106011	skill1	20	34	0	34	7	3	1	107	136	0;0	0;0	184	138	1	0;0;1.5	1
32106011	skill2	0	0	97	113	1	1	2	0	0	0;0	0;0	190	160	1	0;0;0	1
33106011	skill3	0	0	0	1	3	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34106011	skill4	0	0	0	0	0	0	2	0	0	0	0	142	120	1	0;0;0	1
31107001	skill1	0	0	38	45;90	1	0	2	0	0	0	0	125	95	1	0;0;0	1
32107001	skill2	17	22	0	24;33;64	1;1;2	1;1;2	1	82	100	0	0	117	102	1	0;0;2.5	1
33107001	skill3	0	0	0	1	1	0	1	0	0	0	0	50	50	1	0;0;0	1
31107005	skill1	0	0	0	77	0	0	2	0	0	0;0	0;0	124	94	1	0;0;0	1
32107005	skill2	0	0	51	53	2	0	2	0	0	0;0	0;0	140	110	1	0;0;0	1
33107005	skill3	0	0	0	1	2	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31107008	skill1	0	0	37	43	1	0	2	0	0	0;0	0;0	73	50	1	0;0;0	1
32107008	skill2	55	59	0	59	1	2	1	81	94	55;59	55;59	108	96	1	0;0;1.8	1
33107008	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
31107010	skill1	21	22	0	36	3	2	1	29	56	0;0	0;0	107	77	4	0;0;-8	1
32107010	skill2	0	0	28;30;39;41;51;53;63;65	32;34;43;45;55;57;67;69	1;1;1;1;1;1;1;1	0	2	0	0	0;0	0;0	93	63	4	0;0;0	1
33107010	skill3	0	0	0	1	1	1	1	0	0	0;0	0;0	50	50	4	0;0;0	1
34107010	skill4	0	0	0	32	3	2	2	0	0	0;0	0;0	107	77	4	0;0;0	1
35107010	skill5	0	0	28;30;39;41;51;53;63;65	32;34;43;45;55;57;67;69	1;1;1;1;1;1;1;1	0	2	0	0	0;0	0;0	93	63	4	0;0;0	1
31108001	skill1	21	42	0	60	1	2	1	70	91	0;0	0;0	127	93	1	0;0;1.5	1
32108001	skill2	0	0	0	36	0	0	1	0	0	0;0	0;0	56	26	1	0;0;0	1
33108001	skill3	0	0	0	1	3	0	2;1	0	0	0;0	0;0	50	50	1	0;0;0	1
34108001	skill4	0	0	0	35	1	0	1	0	0	0;0	0;0	77	47	1	0;0;0	1
31108004	skill1	0	0	43	73	1	0	2	0	0	0;0	0;0	75	45	1	0;0;0	1
32108004	skill2	0	0	0	90	0	0	1	0	0	0;0	0;0	85	55	1	0;0;0	1
33108004	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34108004	skill4	0	0	0	69	1	0	1	0	0	0;0	0;0	90	60	1	0;0;0	1
31108006	skill1	7	10	0	11;45	3;7	1;3	1	58	65	0;0	0;0	90	67	1	0;0;2.5	1
32108006	skill2	0	0	16	28;32;36;40	1;1;1;1;2	0	2	0	0	0;0	0;0	78	68	1	0;0;0	1
33108006	skill3	0	0	0	1	1	0	1	0	0	0;0	0;0	50	50	1	0;0;0	1
34108006	skill4	6	18	0	27	7	3	1	39	48	0;0	0;0	57	50	1	0;0;2.5	1
35108006	skill5	0	0	88	34;100;114;128	1;1;1;2	0	2	0	0	0;0	0;0	150	120	1	0;0;0	1
31108007	skill1	0	0	90	101	2	1	2	0	0	0;0	0;0	163	133	1	0;0;0	1
32108007	skill2	0	0	40	47	7	2	2	0	0	0;0	0;0	90	60	1	0;0;0	1
33108007	skill3	0	0	0	1	3	0	2	0	0	0;0	0;0	50	50	1	0;0;0	1
34108007	skill4	0	0	90	101	2	2	2	0	0	0;0	0;0	163	133	1	0;0;0	1
31108008	skill1	0	0	91	35;50;111	1;3;2	0;0;2	2	0	0	11;25	11;25	163	133	1	0;0;2	1
32108008	skill2	0	0	85	93	1	0	2	0	0	0;0	0;0	118	99	3	0;0;0	1
