skillKey	id	status
43103002_10	43103002	1
43103002_11	43103002	1
43103002_12	43103002	1
43103002_13	43103002	1
43103002_14	43103002	1
43103002_15	43103002	1
43103002_16	43103002	1
43103002_17	43103002	1
43103002_18	43103002	1
43103002_19	43103002	1
43103002_20	43103002	1
43103002_21	43103002	1
43103002_22	43103002	1
43103002_23	43103002	1
43103002_24	43103002	1
43103002_25	43103002	1
41103007_1	41103007	1
41103007_2	41103007	1
41103007_3	41103007	1
42103007_1	42103007	1
42103007_2	42103007	1
42103007_3	42103007	1
43103007_1	43103007	1
43103007_2	43103007	1
43103007_3	43103007	1
43103007_4	43103007	1
43103007_5	43103007	1
43103007_6	43103007	1
43103007_7	43103007	1
43103007_8	43103007	1
43103007_9	43103007	1
43103007_10	43103007	1
43103007_11	43103007	1
43103007_12	43103007	1
43103007_13	43103007	1
43103007_14	43103007	1
43103007_15	43103007	1
43103007_16	43103007	1
43103007_17	43103007	1
43103007_18	43103007	1
43103007_19	43103007	1
43103007_20	43103007	1
43103007_21	43103007	1
43103007_22	43103007	1
43103007_23	43103007	1
43103007_24	43103007	1
43103007_25	43103007	1
41103019_1	41103019	1
41103019_2	41103019	1
41103019_3	41103019	1
42103019_1	42103019	1
42103019_2	42103019	1
42103019_3	42103019	1
43103019_1	43103019	1
43103019_2	43103019	1
43103019_3	43103019	1
43103019_4	43103019	1
43103019_5	43103019	1
43103019_6	43103019	1
43103019_7	43103019	1
43103019_8	43103019	1
43103019_9	43103019	1
43103019_10	43103019	1
43103019_11	43103019	1
43103019_12	43103019	1
43103019_13	43103019	1
43103019_14	43103019	1
43103019_15	43103019	1
43103019_16	43103019	1
43103019_17	43103019	1
43103019_18	43103019	1
43103019_19	43103019	1
43103019_20	43103019	1
43103019_21	43103019	1
43103019_22	43103019	1
43103019_23	43103019	1
43103019_24	43103019	1
43103019_25	43103019	1
41103021_1	41103021	1
41103021_2	41103021	1
41103021_3	41103021	1
42103021_1	42103021	1
42103021_2	42103021	1
42103021_3	42103021	1
43103021_1	43103021	1
43103021_2	43103021	1
43103021_3	43103021	1
43103021_4	43103021	1
43103021_5	43103021	1
43103021_6	43103021	1
43103021_7	43103021	1
43103021_8	43103021	1
43103021_9	43103021	1
43103021_10	43103021	1
43103021_11	43103021	1
43103021_12	43103021	1
43103021_13	43103021	1
43103021_14	43103021	1
43103021_15	43103021	1
43103021_16	43103021	1
43103021_17	43103021	1
43103021_18	43103021	1
43103021_19	43103021	1
43103021_20	43103021	1
43103021_21	43103021	1
43103021_22	43103021	1
43103021_23	43103021	1
43103021_24	43103021	1
43103021_25	43103021	1
41104003_1	41104003	1
41104003_2	41104003	1
41104003_3	41104003	1
42104003_1	42104003	1
42104003_2	42104003	1
42104003_3	42104003	1
43104003_1	43104003	1
43104003_2	43104003	1
43104003_3	43104003	1
43104003_4	43104003	1
43104003_5	43104003	1
43104003_6	43104003	1
43104003_7	43104003	1
43104003_8	43104003	1
43104003_9	43104003	1
43104003_10	43104003	1
43104003_11	43104003	1
43104003_12	43104003	1
43104003_13	43104003	1
43104003_14	43104003	1
43104003_15	43104003	1
43104003_16	43104003	1
43104003_17	43104003	1
43104003_18	43104003	1
43104003_19	43104003	1
43104003_20	43104003	1
43104003_21	43104003	1
43104003_22	43104003	1
43104003_23	43104003	1
43104003_24	43104003	1
43104003_25	43104003	1
41104005_1	41104005	1
41104005_2	41104005	1
41104005_3	41104005	1
42104005_1	42104005	1
42104005_2	42104005	1
42104005_3	42104005	1
43104005_1	43104005	1
43104005_2	43104005	1
43104005_3	43104005	1
43104005_4	43104005	1
43104005_5	43104005	1
43104005_6	43104005	1
43104005_7	43104005	1
43104005_8	43104005	1
43104005_9	43104005	1
43104005_10	43104005	1
43104005_11	43104005	1
43104005_12	43104005	1
43104005_13	43104005	1
43104005_14	43104005	1
43104005_15	43104005	1
43104005_16	43104005	1
43104005_17	43104005	1
43104005_18	43104005	1
43104005_19	43104005	1
43104005_20	43104005	1
43104005_21	43104005	1
43104005_22	43104005	1
43104005_23	43104005	1
43104005_24	43104005	1
43104005_25	43104005	1
41104001_1	41104001	1
41104001_2	41104001	1
41104001_3	41104001	1
42104001_1	42104001	1
42104001_2	42104001	1
42104001_3	42104001	1
43104001_1	43104001	1
43104001_2	43104001	1
43104001_3	43104001	1
43104001_4	43104001	1
43104001_5	43104001	1
43104001_6	43104001	1
43104001_7	43104001	1
43104001_8	43104001	1
43104001_9	43104001	1
43104001_10	43104001	1
43104001_11	43104001	1
43104001_12	43104001	1
43104001_13	43104001	1
43104001_14	43104001	1
43104001_15	43104001	1
43104001_16	43104001	1
43104001_17	43104001	1
43104001_18	43104001	1
43104001_19	43104001	1
43104001_20	43104001	1
43104001_21	43104001	1
43104001_22	43104001	1
43104001_23	43104001	1
43104001_24	43104001	1
43104001_25	43104001	1
41104008_1	41104008	1
41104008_2	41104008	1
41104008_3	41104008	1
42104008_1	42104008	1
42104008_2	42104008	1
42104008_3	42104008	1
43104008_1	43104008	1
43104008_2	43104008	1
43104008_3	43104008	1
43104008_4	43104008	1
43104008_5	43104008	1
43104008_6	43104008	1
43104008_7	43104008	1
43104008_8	43104008	1
43104008_9	43104008	1
43104008_10	43104008	1
43104008_11	43104008	1
43104008_12	43104008	1
43104008_13	43104008	1
43104008_14	43104008	1
43104008_15	43104008	1
43104008_16	43104008	1
43104008_17	43104008	1
43104008_18	43104008	1
43104008_19	43104008	1
43104008_20	43104008	1
43104008_21	43104008	1
43104008_22	43104008	1
43104008_23	43104008	1
43104008_24	43104008	1
43104008_25	43104008	1
41105008_1	41105008	1
41105008_2	41105008	1
41105008_3	41105008	1
42105008_1	42105008	1
42105008_2	42105008	1
42105008_3	42105008	1
43105008_1	43105008	1
43105008_2	43105008	1
43105008_3	43105008	1
43105008_4	43105008	1
43105008_5	43105008	1
43105008_6	43105008	1
43105008_7	43105008	1
43105008_8	43105008	1
43105008_9	43105008	1
43105008_10	43105008	1
43105008_11	43105008	1
43105008_12	43105008	1
43105008_13	43105008	1
43105008_14	43105008	1
43105008_15	43105008	1
43105008_16	43105008	1
43105008_17	43105008	1
43105008_18	43105008	1
43105008_19	43105008	1
43105008_20	43105008	1
43105008_21	43105008	1
43105008_22	43105008	1
43105008_23	43105008	1
43105008_24	43105008	1
43105008_25	43105008	1
41105001_1	41105001	1
41105001_2	41105001	1
41105001_3	41105001	1
42105001_1	42105001	1
42105001_2	42105001	1
42105001_3	42105001	1
43105001_1	43105001	1
43105001_2	43105001	1
43105001_3	43105001	1
43105001_4	43105001	1
43105001_5	43105001	1
43105001_6	43105001	1
43105001_7	43105001	1
43105001_8	43105001	1
43105001_9	43105001	1
43105001_10	43105001	1
43105001_11	43105001	1
43105001_12	43105001	1
43105001_13	43105001	1
43105001_14	43105001	1
43105001_15	43105001	1
43105001_16	43105001	1
43105001_17	43105001	1
43105001_18	43105001	1
43105001_19	43105001	1
43105001_20	43105001	1
43105001_21	43105001	1
43105001_22	43105001	1
43105001_23	43105001	1
43105001_24	43105001	1
43105001_25	43105001	1
41105002_1	41105002	1
41105002_2	41105002	1
41105002_3	41105002	1
42105002_1	42105002	1
42105002_2	42105002	1
42105002_3	42105002	1
43105002_1	43105002	1
43105002_2	43105002	1
43105002_3	43105002	1
43105002_4	43105002	1
43105002_5	43105002	1
43105002_6	43105002	1
43105002_7	43105002	1
43105002_8	43105002	1
43105002_9	43105002	1
43105002_10	43105002	1
43105002_11	43105002	1
43105002_12	43105002	1
43105002_13	43105002	1
43105002_14	43105002	1
43105002_15	43105002	1
43105002_16	43105002	1
43105002_17	43105002	1
43105002_18	43105002	1
43105002_19	43105002	1
43105002_20	43105002	1
43105002_21	43105002	1
43105002_22	43105002	1
43105002_23	43105002	1
43105002_24	43105002	1
43105002_25	43105002	1
41105006_1	41105006	1
41105006_2	41105006	1
41105006_3	41105006	1
42105006_1	42105006	1
42105006_2	42105006	1
42105006_3	42105006	1
43105006_1	43105006	1
43105006_2	43105006	1
43105006_3	43105006	1
43105006_4	43105006	1
43105006_5	43105006	1
43105006_6	43105006	1
43105006_7	43105006	1
43105006_8	43105006	1
43105006_9	43105006	1
43105006_10	43105006	1
43105006_11	43105006	1
43105006_12	43105006	1
43105006_13	43105006	1
43105006_14	43105006	1
43105006_15	43105006	1
43105006_16	43105006	1
43105006_17	43105006	1
43105006_18	43105006	1
43105006_19	43105006	1
43105006_20	43105006	1
43105006_21	43105006	1
43105006_22	43105006	1
43105006_23	43105006	1
43105006_24	43105006	1
43105006_25	43105006	1
41106008_1	41106008	1
41106008_2	41106008	1
41106008_3	41106008	1
42106008_1	42106008	1
42106008_2	42106008	1
42106008_3	42106008	1
43106008_1	43106008	1
43106008_2	43106008	1
43106008_3	43106008	1
43106008_4	43106008	1
43106008_5	43106008	1
43106008_6	43106008	1
43106008_7	43106008	1
43106008_8	43106008	1
43106008_9	43106008	1
43106008_10	43106008	1
43106008_11	43106008	1
43106008_12	43106008	1
43106008_13	43106008	1
43106008_14	43106008	1
43106008_15	43106008	1
43106008_16	43106008	1
43106008_17	43106008	1
43106008_18	43106008	1
43106008_19	43106008	1
43106008_20	43106008	1
43106008_21	43106008	1
43106008_22	43106008	1
43106008_23	43106008	1
43106008_24	43106008	1
43106008_25	43106008	1
41106001_1	41106001	1
41106001_2	41106001	1
41106001_3	41106001	1
42106001_1	42106001	1
42106001_2	42106001	1
42106001_3	42106001	1
43106001_1	43106001	1
43106001_2	43106001	1
43106001_3	43106001	1
43106001_4	43106001	1
43106001_5	43106001	1
43106001_6	43106001	1
43106001_7	43106001	1
43106001_8	43106001	1
43106001_9	43106001	1
43106001_10	43106001	1
43106001_11	43106001	1
43106001_12	43106001	1
43106001_13	43106001	1
43106001_14	43106001	1
43106001_15	43106001	1
43106001_16	43106001	1
43106001_17	43106001	1
43106001_18	43106001	1
43106001_19	43106001	1
43106001_20	43106001	1
43106001_21	43106001	1
43106001_22	43106001	1
43106001_23	43106001	1
43106001_24	43106001	1
43106001_25	43106001	1
41106002_1	41106002	1
41106002_2	41106002	1
41106002_3	41106002	1
42106002_1	42106002	1
42106002_2	42106002	1
42106002_3	42106002	1
43106002_1	43106002	1
43106002_2	43106002	1
43106002_3	43106002	1
43106002_4	43106002	1
43106002_5	43106002	1
43106002_6	43106002	1
43106002_7	43106002	1
43106002_8	43106002	1
43106002_9	43106002	1
43106002_10	43106002	1
43106002_11	43106002	1
43106002_12	43106002	1
43106002_13	43106002	1
43106002_14	43106002	1
43106002_15	43106002	1
43106002_16	43106002	1
43106002_17	43106002	1
43106002_18	43106002	1
43106002_19	43106002	1
43106002_20	43106002	1
43106002_21	43106002	1
43106002_22	43106002	1
43106002_23	43106002	1
43106002_24	43106002	1
43106002_25	43106002	1
41106010_1	41106010	1
41106010_2	41106010	1
41106010_3	41106010	1
42106010_1	42106010	1
42106010_2	42106010	1
42106010_3	42106010	1
43106010_1	43106010	1
43106010_2	43106010	1
43106010_3	43106010	1
43106010_4	43106010	1
43106010_5	43106010	1
43106010_6	43106010	1
43106010_7	43106010	1
43106010_8	43106010	1
43106010_9	43106010	1
43106010_10	43106010	1
43106010_11	43106010	1
43106010_12	43106010	1
43106010_13	43106010	1
43106010_14	43106010	1
43106010_15	43106010	1
43106010_16	43106010	1
43106010_17	43106010	1
43106010_18	43106010	1
43106010_19	43106010	1
43106010_20	43106010	1
43106010_21	43106010	1
43106010_22	43106010	1
43106010_23	43106010	1
43106010_24	43106010	1
43106010_25	43106010	1
41107008_1	41107008	1
41107008_2	41107008	1
41107008_3	41107008	1
42107008_1	42107008	1
42107008_2	42107008	1
42107008_3	42107008	1
43107008_1	43107008	1
43107008_2	43107008	1
43107008_3	43107008	1
43107008_4	43107008	1
43107008_5	43107008	1
43107008_6	43107008	1
43107008_7	43107008	1
43107008_8	43107008	1
43107008_9	43107008	1
43107008_10	43107008	1
43107008_11	43107008	1
43107008_12	43107008	1
43107008_13	43107008	1
43107008_14	43107008	1
43107008_15	43107008	1
43107008_16	43107008	1
43107008_17	43107008	1
43107008_18	43107008	1
43107008_19	43107008	1
43107008_20	43107008	1
43107008_21	43107008	1
43107008_22	43107008	1
43107008_23	43107008	1
43107008_24	43107008	1
43107008_25	43107008	1
41107001_1	41107001	1
41107001_2	41107001	1
41107001_3	41107001	1
42107001_1	42107001	1
42107001_2	42107001	1
42107001_3	42107001	1
43107001_1	43107001	1
43107001_2	43107001	1
43107001_3	43107001	1
43107001_4	43107001	1
43107001_5	43107001	1
43107001_6	43107001	1
43107001_7	43107001	1
43107001_8	43107001	1
43107001_9	43107001	1
43107001_10	43107001	1
43107001_11	43107001	1
43107001_12	43107001	1
43107001_13	43107001	1
43107001_14	43107001	1
43107001_15	43107001	1
43107001_16	43107001	1
43107001_17	43107001	1
43107001_18	43107001	1
43107001_19	43107001	1
43107001_20	43107001	1
43107001_21	43107001	1
43107001_22	43107001	1
43107001_23	43107001	1
43107001_24	43107001	1
43107001_25	43107001	1
41107005_1	41107005	1
41107005_2	41107005	1
41107005_3	41107005	1
42107005_1	42107005	1
42107005_2	42107005	1
42107005_3	42107005	1
43107005_1	43107005	1
43107005_2	43107005	1
43107005_3	43107005	1
43107005_4	43107005	1
43107005_5	43107005	1
43107005_6	43107005	1
43107005_7	43107005	1
43107005_8	43107005	1
43107005_9	43107005	1
43107005_10	43107005	1
43107005_11	43107005	1
43107005_12	43107005	1
43107005_13	43107005	1
43107005_14	43107005	1
43107005_15	43107005	1
43107005_16	43107005	1
43107005_17	43107005	1
43107005_18	43107005	1
43107005_19	43107005	1
43107005_20	43107005	1
43107005_21	43107005	1
43107005_22	43107005	1
43107005_23	43107005	1
43107005_24	43107005	1
43107005_25	43107005	1
41108008_1	41108008	1
41108008_2	41108008	1
41108008_3	41108008	1
42108008_1	42108008	1
42108008_2	42108008	1
42108008_3	42108008	1
43108008_1	43108008	1
43108008_2	43108008	1
43108008_3	43108008	1
43108008_4	43108008	1
43108008_5	43108008	1
43108008_6	43108008	1
43108008_7	43108008	1
43108008_8	43108008	1
43108008_9	43108008	1
43108008_10	43108008	1
43108008_11	43108008	1
43108008_12	43108008	1
43108008_13	43108008	1
43108008_14	43108008	1
43108008_15	43108008	1
43108008_16	43108008	1
43108008_17	43108008	1
43108008_18	43108008	1
43108008_19	43108008	1
43108008_20	43108008	1
43108008_21	43108008	1
43108008_22	43108008	1
43108008_23	43108008	1
43108008_24	43108008	1
43108008_25	43108008	1
41108001_1	41108001	1
41108001_2	41108001	1
41108001_3	41108001	1
42108001_1	42108001	1
42108001_2	42108001	1
42108001_3	42108001	1
43108001_1	43108001	1
43108001_2	43108001	1
43108001_3	43108001	1
43108001_4	43108001	1
43108001_5	43108001	1
43108001_6	43108001	1
43108001_7	43108001	1
43108001_8	43108001	1
43108001_9	43108001	1
43108001_10	43108001	1
43108001_11	43108001	1
43108001_12	43108001	1
43108001_13	43108001	1
43108001_14	43108001	1
43108001_15	43108001	1
43108001_16	43108001	1
43108001_17	43108001	1
43108001_18	43108001	1
43108001_19	43108001	1
43108001_20	43108001	1
43108001_21	43108001	1
43108001_22	43108001	1
43108001_23	43108001	1
43108001_24	43108001	1
43108001_25	43108001	1
41108006_1	41108006	1
41108006_2	41108006	1
41108006_3	41108006	1
42108006_1	42108006	1
42108006_2	42108006	1
42108006_3	42108006	1
43108006_1	43108006	1
43108006_2	43108006	1
43108006_3	43108006	1
43108006_4	43108006	1
43108006_5	43108006	1
43108006_6	43108006	1
43108006_7	43108006	1
43108006_8	43108006	1
43108006_9	43108006	1
43108006_10	43108006	1
43108006_11	43108006	1
43108006_12	43108006	1
43108006_13	43108006	1
43108006_14	43108006	1
43108006_15	43108006	1
43108006_16	43108006	1
43108006_17	43108006	1
43108006_18	43108006	1
43108006_19	43108006	1
43108006_20	43108006	1
43108006_21	43108006	1
43108006_22	43108006	1
43108006_23	43108006	1
43108006_24	43108006	1
43108006_25	43108006	1
44108006_1	44108006	1
44108006_2	44108006	1
44108006_3	44108006	1
45108006_1	45108006	1
45108006_2	45108006	1
45108006_3	45108006	1
46108006_1	46108006	1
46108006_2	46108006	1
46108006_3	46108006	1
46108006_4	46108006	1
46108006_5	46108006	1
46108006_6	46108006	1
46108006_7	46108006	1
46108006_8	46108006	1
46108006_9	46108006	1
46108006_10	46108006	1
46108006_11	46108006	1
46108006_12	46108006	1
46108006_13	46108006	1
46108006_14	46108006	1
46108006_15	46108006	1
46108006_16	46108006	1
46108006_17	46108006	1
46108006_18	46108006	1
46108006_19	46108006	1
46108006_20	46108006	1
46108006_21	46108006	1
46108006_22	46108006	1
46108006_23	46108006	1
46108006_24	46108006	1
46108006_25	46108006	1
41108004_1	41108004	1
41108004_2	41108004	1
41108004_3	41108004	1
42108004_1	42108004	1
42108004_2	42108004	1
42108004_3	42108004	1
43108004_1	43108004	1
43108004_2	43108004	1
43108004_3	43108004	1
43108004_4	43108004	1
43108004_5	43108004	1
43108004_6	43108004	1
43108004_7	43108004	1
43108004_8	43108004	1
43108004_9	43108004	1
43108004_10	43108004	1
43108004_11	43108004	1
43108004_12	43108004	1
43108004_13	43108004	1
43108004_14	43108004	1
43108004_15	43108004	1
43108004_16	43108004	1
43108004_17	43108004	1
43108004_18	43108004	1
43108004_19	43108004	1
43108004_20	43108004	1
43108004_21	43108004	1
43108004_22	43108004	1
43108004_23	43108004	1
43108004_24	43108004	1
43108004_25	43108004	1
41109008_1	41109008	1
41109008_2	41109008	1
41109008_3	41109008	1
42109008_1	42109008	1
42109008_2	42109008	1
42109008_3	42109008	1
43109008_1	43109008	1
43109008_2	43109008	1
43109008_3	43109008	1
43109008_4	43109008	1
43109008_5	43109008	1
43109008_6	43109008	1
43109008_7	43109008	1
43109008_8	43109008	1
43109008_9	43109008	1
43109008_10	43109008	1
43109008_11	43109008	1
43109008_12	43109008	1
43109008_13	43109008	1
43109008_14	43109008	1
43109008_15	43109008	1
43109008_16	43109008	1
43109008_17	43109008	1
43109008_18	43109008	1
43109008_19	43109008	1
43109008_20	43109008	1
43109008_21	43109008	1
43109008_22	43109008	1
43109008_23	43109008	1
43109008_24	43109008	1
43109008_25	43109008	1
41110008_1	41110008	1
41110008_2	41110008	1
41110008_3	41110008	1
42110008_1	42110008	1
42110008_2	42110008	1
42110008_3	42110008	1
43110008_1	43110008	1
43110008_2	43110008	1
43110008_3	43110008	1
43110008_4	43110008	1
43110008_5	43110008	1
43110008_6	43110008	1
43110008_7	43110008	1
43110008_8	43110008	1
43110008_9	43110008	1
43110008_10	43110008	1
43110008_11	43110008	1
43110008_12	43110008	1
43110008_13	43110008	1
43110008_14	43110008	1
43110008_15	43110008	1
43110008_16	43110008	1
43110008_17	43110008	1
43110008_18	43110008	1
43110008_19	43110008	1
43110008_20	43110008	1
43110008_21	43110008	1
43110008_22	43110008	1
43110008_23	43110008	1
43110008_24	43110008	1
43110008_25	43110008	1
41111008_1	41111008	1
41111008_2	41111008	1
41111008_3	41111008	1
42111008_1	42111008	1
42111008_2	42111008	1
42111008_3	42111008	1
43111008_1	43111008	1
43111008_2	43111008	1
43111008_3	43111008	1
43111008_4	43111008	1
43111008_5	43111008	1
43111008_6	43111008	1
43111008_7	43111008	1
43111008_8	43111008	1
43111008_9	43111008	1
43111008_10	43111008	1
43111008_11	43111008	1
43111008_12	43111008	1
43111008_13	43111008	1
43111008_14	43111008	1
43111008_15	43111008	1
43111008_16	43111008	1
43111008_17	43111008	1
43111008_18	43111008	1
43111008_19	43111008	1
43111008_20	43111008	1
43111008_21	43111008	1
43111008_22	43111008	1
43111008_23	43111008	1
43111008_24	43111008	1
43111008_25	43111008	1
41111002_1	41111002	1
41111002_2	41111002	1
41111002_3	41111002	1
42111002_1	42111002	1
42111002_2	42111002	1
42111002_3	42111002	1
43111002_1	43111002	1
43111002_2	43111002	1
43111002_3	43111002	1
43111002_4	43111002	1
43111002_5	43111002	1
43111002_6	43111002	1
43111002_7	43111002	1
43111002_8	43111002	1
