id	desc	mainEffectType	subEffectType	miniEffectType	effectLv	dispelLv	status
411502151	怪物通用，降低30%受到伤害的最终伤害	1	1502	1		1	1
411502156	怪物通用，降低70%受到伤害的最终伤害	1	1502	1		1	1
411502157	怪物通用，降低10%受到伤害的最终伤害	1	1502	1		1	1
411502158	怪物通用，降低50%受到伤害的最终伤害	1	1502	1		1	1
411502159	怪物通用，降低100%受到伤害的最终伤害	1	1502	1		1	1
411502160	怪物通用，降低80%受到伤害的最终伤害	1	1502	1		1	1
411502161	怪物通用，降低60%受到伤害的最终伤害	1	1502	1		1	1
411502162	怪物通用，降低40%受到伤害的最终伤害	1	1502	1		1	1
411502163	怪物通用，降低20%受到伤害的最终伤害	1	1502	1		1	1
411502164	怪物通用，受到伤害提升20%	1	1502	1		1	1
411502155	怪物通用，受到伤害提升100%	1	1502	1		1	1
411502154	怪物通用，受到伤害提升50%	1	1502	1		1	1
411502152	怪物通用，受到伤害提升30%	1	1502	1		1	1
411502153	怪物通用，受到伤害提升5%	1	1502	1		1	1
411501151	怪物通用，最终伤害提升5%	1	1501	1		1	1
411501152	怪物通用，最终伤害提升10%	1	1501	1		1	1
411501153	怪物通用，最终伤害降低50%	1	1501	1		1	1
411501154	怪物通用，最终伤害降低70%	1	1501	1		1	1
411501155	怪物通用，最终伤害降低100%	1	1501	1		1	1
403020151	怪物通用，100%攻击，25%生命治疗	3	2	1		1	1
401302151	怪物通用，根据最大生命10%生命值恢复	3	2	1		1	1
406040151	怪物通用，守护者（承担30%）	6	4	1	99	1	1
406040152	怪物通用，被守护者	6	4	1	99	1	1
404080151	怪物通用，无法获得SP	4	8	1		1	1
419030151	怪物通用，降低30%暴击伤害抵抗	1	903	1		1	1
419030152	怪物通用，提升15%暴击伤害抵抗	1	903	1		1	1
413020151	怪物通用，降低10%目标生命值上限	1	302	1		1	1
413020152	怪物通用，提升15%目标生命值上限	1	302	1		1	1
413020153	怪物通用，提升30%目标生命值上限	1	302	1		1	1
413020154	怪物通用，提升50%目标生命值上限	1	302	1		1	1
417030151	怪物通用，提升15%暴击伤害倍率	1	703	1		1	1
412102151	怪物通用，提升15%受到护盾的效果	1	2102	1		1	1
412102152	怪物通用，提升50%受到护盾的效果	1	2102	1		1	1
412102153	怪物通用，提升30%受到护盾的效果	1	2102	1		1	1
412102154	怪物通用，提升100%受到护盾的效果	1	2102	1		1	1
404030151	怪物通用，禁BUFF无法使用增益	4	3	1		1	1
411601151	怪物通用，提升15%造成的治疗效果	1	1601	1		1	1
411601152	怪物通用，提升30%造成的治疗效果	1	1601	1		1	1
412101151	怪物通用，提升15%造成的护盾效果	1	2101	1		1	1
412101152	怪物通用，提升50%造成的护盾效果	1	2101	1		1	1
412101153	怪物通用，提升100%造成的护盾效果	1	2101	1		1	1
412101154	怪物通用，提升30%造成的护盾效果	1	2101	1		1	1
412201151	怪物通用，提升造成间接伤害效果20%	1	2201	1		1	1
412202151	怪物通用，降低受到间接伤害效果70%	1	2202	1		1	1
412202152	怪物通用，提高受到间接伤害效果30%	1	2202	1		1	1
405050151	怪物通用，已损生命50%的护盾	5	5	1		3	1
407020151	怪物通用，免疫控制影响	7	2	1		999	1
407020152	怪物通用，免疫SP降低或增加	7	2	1		999	1
407020153	怪物通用，免疫SP偷取	7	2	1		999	1
407020158	怪物通用，无法获得DOT	7	2	1		999	1
407020155	怪物通用，无法获得治疗	7	2	1		999	1
407020156	怪物通用，无法受到增益	7	2	1		3	1
407020157	怪物通用，无法获得HOT	7	2	1		3	1
409020151	怪物通用，无视增益效果	9	2	1		3	1
412029051	怪物通用，增加目标20%防御力，不超过自身20%防御	1	201	8		1	1
412029052	怪物通用，降低目标20%防御力，不超过自身20%防御	1	201	9		1	1
407020154	怪物通用，免疫所有减益效果	7	2	1		1	1
409020152	怪物通用，免疫debuff	9	2	1		3	1
414011051	怪物通用，受到圆振的伤害降低70%	1	4011	1		1	1
414031053	怪物通用，受到三相的伤害降低70%	1	4031	1		1	1
414051053	怪物通用，受到方波的伤害降低70%	1	4051	1		1	1
414071053	怪物通用，受到星流的伤害降低70%	1	4071	1		1	1
402121101	怪物通用-毒-回合结束，造成施法者攻击力30%的间接伤害	2	1	21		1	1
402221101	怪物通用-流血-回合结束，造成伤害量25%的间接伤害	2	2	21		1	1
402221102	怪物通用-点燃-回合结束，造成伤害量40%的间接伤害	2	2	21		1	1
402221103	怪物通用-余震-回合结束，造成伤害量70%的间接伤害	2	2	21		1	1
402321101	怪物通用-诅咒-回合结束，造成最大生命值8%的间接伤害，伤害量不超过施法者150%攻击力	2	3	21		1	1
402421101	怪物通用-腐蚀-回合结束，造成当前生命值12%的间接伤害，伤害量不超过施法者150%攻击力	2	4	21		1	1
402521101	怪物通用-病毒-回合结束，造成当前生命值5%的间接伤害，伤害量不超过999999	2	5	21		1	1
406030151	怪物通用-锁血至1	6	3	1		999	1
406010151	怪物通用-单次受到伤害最高为0	6	1	1		999	1
467051	歼灭战，怪物通用，受到克制伤害提升20%	6	7	1		1	1
467052	歼灭战，怪物通用，受到克制伤害提升200%	6	7	1		1	1
414031051	歼灭战，怪物通用，受到纯血种的伤害提升20%	1	4031	1		1	1
414031052	歼灭战，怪物通用，受到纯血种的伤害降低20%	1	4031	1		1	1
414071051	歼灭战，怪物通用，受到混血种的伤害提升20%	1	4071	1		1	1
414071052	歼灭战，怪物通用，受到混血种的伤害降低20%	1	4071	1		1	1
414051051	歼灭战，怪物通用，受到异化种的伤害提升20%	1	4051	1		1	1
414051052	歼灭战，怪物通用，受到异化种的伤害降低20%	1	4051	1		1	1
400405151	歼灭战，怪物通用，封禁敌方DEBUFF技能	4	5	1		1	1
413011151	歼灭战，怪物通用，受到真实伤害提升30%	1	3011	1		1	1
413071151	歼灭战，怪物通用，受到破碎伤害提升30%	1	3071	1		1	1
413111151	歼灭战，怪物通用，受到破灭伤害提升30%	1	3111	1		1	1
414111151	歼灭战，怪物通用，受到间接伤害提升30%	1	2202	1		1	1
403020102	角色通用-升星被动-按33%攻击力施加HOT	3	2	1		1	1
401010901	角色通用-被动-114008-按自身2%/2.2%/2.6%/3%最大生命值为攻击力最高队友提升攻击力	1	101	8		999	1
401030701	角色通用-被动-904025-每点sp，最大生命值提升7.2%/9%/10.8%/12.6%	1	302	7		999	1
401201901	角色通用-被动-获得攻击力9%/11%/13%/15%的防御力	1	201	8		999	1
401301801	角色通用-被动-按自身150%/250%防御力，降低敌方最大生命值	1	301	8		999	1
401603701	角色通用-被动-101011-每点sp，暴击率+5.41%/6.76%/8.11%/9.46%	1	603	7		999	1
402010101	角色通用-毒-回合结束，造成施法者攻击力50%攻击力的间接伤害	2	1	21		1	1
402020101	角色通用-流血-回合结束，造成伤害量45%的间接伤害	2	2	21		1	1
402020102	角色通用-点燃-回合结束，造成伤害量45%的间接伤害	2	2	21		1	1
402020103	角色通用-余震-回合结束，造成伤害量45%的间接伤害	2	2	21		1	1
402030101	角色通用-诅咒-回合结束，造成最大生命值20%的间接伤害，伤害量不超过施法者120%攻击力	2	3	21		1	1
402040101	角色通用-腐蚀-回合结束，造成当前生命值12%的间接伤害，伤害量不超过施法者240%攻击力	2	4	21		1	1
402050101	角色通用-病毒-回合结束，造成当前生命值5%的间接伤害，伤害量不超过999999	2	5	21		1	1
405040107	角色通用-突破被动不升级-按5%受盾者最大生命值提供护盾	5	4	1		3	1
410001101	角色通用-被动-嘲讽	100	1	1		999	1
411010101	角色通用-被动-攻击力提升3%/6%/9%点	1	102	1		999	1
411020101	角色通用-被动-103021/109008/112002-攻击力提升7%/8.7%/10.3%/12%	1	102	1		999	1
411020102	角色通用-被动-102021-攻击力提升6%/7.3%/8.7%/10%	1	102	1		999	1
411020103	角色通用-被动-攻击力降低9%/10%/11%/12%/13%/14%/15%	1	102	1		999	1
411020104	角色通用-被动-110008-攻击力提升12%/14%/16%/18%	1	102	1		999	1
411020105	角色通用-被动-106002/112008-攻击力提升16%/19%/22%/25%	1	102	1		999	1
411020106	角色通用-被动-攻击力提升16%/24%	1	102	1		999	1
411020107	角色通用-被动-904041-攻击力提升3.5%/4.08%/4.67%/5.30%	1	102	1		999	1
411020117	角色通用-被动-102001/108004/904034/103006-攻击力提升3.5%/4.2%/4.8%/5.5%	1	102	1		999	1
411020115	角色通用-被动-117008-攻击力提升2.5%/3%/3.5%/4%	1	102	1		999	1
411020116	角色通用-被动-攻击力提升5%/5.5%/6%/6.5%/7%/7.5%/8%	1	102	1		999	1
411020121	角色通用-突破被动不升级-攻击力提升15%	1	102	1		999	1
411020122	角色通用-突破被动不升级-攻击力降低40%	1	102	1		999	1
411020123	角色通用-突破被动不升级-攻击力提升30%	1	102	1		999	1
411020134	角色通用-被动-暂时废弃-攻击力提升8%/9.3%/10.7%/12%	1	102	1		999	1
411021201	角色通用-突破被动不升级-生命值低于50%时，攻击力提升30%	1	102	12		999	1
411020119	角色通用-被动-104001-每损失1%生命值，攻击力提升0.3%/0.35%/0.4%/0.45%	1	102	10		999	1
411020120	角色通用-被动-108001-每点sp，攻击力+2.5%/4%/5.5%/7%	1	102	7		999	1
411020128	角色通用-被动-105004攻击力提升12%/14.7%/17.3%/20%	1	102	1		999	1
411020129	角色通用-被动-107008-攻击力提升6.5%/8.17%/9.83%/11.5%	1	102	1		999	1
411020130	角色通用-被动-904010-攻击力提升9%/11%/13%/15%	1	102	1		999	1
411020131	角色通用-被动-904014-攻击力提升7%/8.67%/10.33%/12%	1	102	1		999	1
411020135	角色通用-被动-129001-攻击力提升3%/3.5%/4%/4.5%	1	102	1		999	1
411021101	角色通用-被动-904033-生命值大于50%，攻击力提升14.4%/17.6%/20.8%/24%	1	102	11		999	1
411203101	角色通用-被动-102007-穿透率提升6%/7.3%/8.7%/10%	1	1203	1		999	1
411203102	角色通用-被动-穿透率降低9%/10%/11%/12%/13%/14%/15%	1	1203	1		999	1
411203103	角色通用-被动-114001-每有一点sp，穿透率提升2/3.4/4.8/6.2%	1	1203	7		999	1
411203104	角色通用-被动-穿透率提升2%/3%	1	1203	1		999	1
411203105	角色通用-被动-904005-穿透率提升11.2%/13.53%/15.87%/18.2%	1	1203	1		999	1
411203112	角色通用-被动-穿透率提升4%/6%	1	1203	1		999	1
411203113	角色通用-被动-108004/103006-穿透率提升3.5%/4.2%/4.8%/5.5%	1	1203	1		999	1
411203120	角色通用-被动-105006-穿透率提升10%/11.67%/13.33%/15%	1	1203	1		999	1
411203114	角色通用-突破被动不升级-穿透率提升20%	1	1203	1		999	1
411203115	角色通用-突破被动不升级-穿透率提升12%	1	1203	1		999	1
411203116	角色通用-突破被动不升级-穿透率提升15%	1	1203	1		999	1
411203117	角色通用-突破被动不升级-穿透率提升25%	1	1203	1		999	1
411203118	角色通用-突破被动不升级-穿透率提升40%	1	1203	1		999	1
411203121	角色通用-被动-108008-穿透率提升9%/10.5%/12%/13.5%	1	1203	1		999	1
411303101	角色通用-被动-103019-忍耐率提升10%/11.67%/13.33%/15%	1	1303	1		999	1
411303102	角色通用-被动-忍耐率提升20%/30%	1	1303	1		999	1
411303103	角色通用-被动-忍耐率提升10%/15%	1	1303	1		999	1
411303104	角色通用-被动-忍耐率提升1.5%/2.0%/2.5%/3.0%	1	1303	1		999	1
411303105	角色通用-被动-忍耐率降低9%/11%/13%/15%	1	1303	1		999	1
411303108	角色通用-被动-102011-忍耐率提升9%/10%/11%/12%	1	1303	1		999	1
411303109	角色通用-被动-忍耐率提升4%/6%	1	1303	1		999	1
411303112	角色通用-被动-103006-忍耐率提升3.5%/4.2%/4.8%/5.5%	1	1303	1		999	1
411303114	角色通用-突破被动不升级-忍耐率降低12%	1	1303	1		999	1
411303115	角色通用-突破被动不升级-忍耐率提升6%	1	1303	1		999	1
411303801	角色通用-突破被动不升级-按施法者忍耐率的25%，减低忍耐率	1	1303	8		999	1
411303121	角色通用-被动-106008-生命值低于50%，忍耐率提升15%/20%/25%/30%	1	1303	12		999	1
411303122	角色通用-被动-忍耐率提升10%/11.7%/13.3%/15%，防御相关能力提升	1	1303	1		999	1
411303701	角色通用-被动-104008-每点sp，忍耐率提升6.6%/7.4%/8.2%/9%	1	1303	7		999	1
411501101	角色通用-被动-105002-最终伤害提升9%/10.5%12%/13.5%	1	1501	1		999	1
411501102	角色通用-被动-108006/107010-最终伤害提升20%/23.3%/26.7%/30%	1	1501	1		999	1
411501103	角色通用-被动-最终伤害减免12%/13%/14%/15%/16%/17%/18%	1	1502	1		999	1
411501104	角色通用-被动-102008-最终伤害提升8%/9.3%/10.7%/12%	1	1501	1		999	1
411501105	角色通用-被动-106009-最终伤害提升30%/33%/37%/40%	1	1501	1		999	1
411501107	角色通用-突破被动不升级-最终伤害提升7%，冬季奇遇	1	1501	1		999	1
411501108	角色通用-被动-904001-最终伤害提升10%/11.7%/13.3%/15%	1	1501	1		999	1
411501109	角色通用-被动-904020-最终伤害提升18%/12%/26%/30%	1	1501	1		999	1
411501110	角色通用-被动-137008-最终伤害提升4%/5.3%/6.7%/8%	1	1501	1		999	1
411501111	角色通用-被动-108006-最终伤害提升8%/12%/12%/15%	1	1501	1		999	1
411501112	角色通用-升星被动不升级-129001-最终伤害提升15%	1	1501	1		999	1
411502101	角色通用-被动-904002-受到最终伤害降低6%/7%/8%/9%	1	1502	1		999	1
411502105	角色通用-突破被动不升级-每损失1%生命值，最终伤害减免提升0.8%	1	1502	10		999	1
411601101	角色通用-被动-107005-造成治疗效果提升9%/11%/13%/15%	1	1601	1		999	1
411601102	角色通用-被动-造成治疗效果提升6%/9%	1	1601	1		999	1
411601104	角色通用-被动-造成治疗效果提升4%/6%	1	1601	1		999	1
411601105	角色通用-被动-103006-造成治疗效果提升3.5%/4.2%/4.8%/5.5%	1	1601	1		999	1
411601106	角色通用-突破被动不升级-造成治疗效果提升15%	1	1601	1		999	1
411601107	角色通用-突破被动不升级-造成治疗效果提升10%	1	1601	1		999	1
411601108	角色通用-突破被动不升级-造成治疗效果提升20%	1	1601	1		999	1
411601201	角色通用-被动-104003/107005-受到治疗效果提升9%/11%/13%/15%	1	1602	1		999	1
411601202	角色通用-被动-受到治疗效果降低0.8%/1.2%	1	1602	1		999	1
411601203	角色通用-被动-受到治疗效果提升4%/6%	1	1602	1		999	1
411601204	角色通用-被动-103006-受到治疗效果提升3.5%/4.2%/4.8%/5.5%	1	1602	1		999	1
411601206	角色通用-突破被动不升级-受到治疗效果提升15%	1	1602	1		999	1
411602101	角色通用-被动-904006-每损失1%生命值，降低0.6%/0.7%/0.8%/0.9%获得治疗效果	1	1602	10		999	1
411602105	角色通用-被动-受到治疗效果提升x%-极寒朔风被动	1	1602	1		999	1
411701101	角色通用-被动-吸血提升18%/20%/22%/24%/26%/28%/30%	1	1701	1		999	1
411701102	角色通用-被动-吸血提升0.4%/0.6%	1	1701	1		999	1
411701103	角色通用-被动-908002-每损失1%生命值，获得0.36%/0.44%/0.52%/0.6%吸血效果	1	1701	10		999	1
411701107	角色通用-突破被动不升级-吸血提升5%	1	1701	1		999	1
411701108	角色通用-突破被动不升级-吸血提升15%	1	1701	1		999	1
411701109	角色通用-突破被动不升级-吸血提升10%	1	1701	1		999	1
412020101	角色通用-被动-101005/904026-防御力提升13.5%/16.5%/19.5%/22.5%	1	202	1		999	1
412020102	角色通用-被动-102021-防御力提升6%/7.3%/8.7%/10%	1	202	1		999	1
412020103	角色通用-被动-103019-防御力提升10%/11.67%/13.33%/15%	1	202	1		999	1
412020104	角色通用-被动-102011-防御力提升9%/10%/11%/12%	1	202	1		999	1
412020105	角色通用-被动-904022-防御力降低9%/11%/13%/15%	1	202	1		999	1
412020114	角色通用-被动-防御力提升4%/6%	1	202	1		999	1
412020119	角色通用-被动-102001/904034/103006-防御力提升3.5%/4.2%/4.8%/5.5%	1	202	1		999	1
412020115	角色通用-被动-防御力提升5%/5.5%/6%/6.5%/7%/7.5%/8%	1	202	1		999	1
412020122	角色通用-突破被动不升级-防御力降低20%	1	202	1		999	1
412020123	角色通用-被动-104003-防御力提升9%/10.5%/12%/13.5%	1	202	1		999	1
412020124	角色通用-被动-904010-防御力提升9%/11%/13%/15%	1	202	1		999	1
412020128	角色通用-被动-防御力提升10%/11.7%/13.3%/15%，防御相关能力提升	1	202	1		999	1
412101101	角色通用-被动-造成护盾效果提升6%/7%/8%/9%/10%/11%/12%	1	2101	1		999	1
412101102	角色通用-被动-107005-造成护盾效果提升9%/11%/13%/15%	1	2101	1		999	1
412101104	角色通用-被动-造成护盾效果提升4%/6%	1	2101	1		999	1
412101105	角色通用-被动-103006-造成护盾效果提升3.5%/4.2%/4.8%/5.5%	1	2101	1		999	1
412101106	角色通用-突破被动不升级-造成护盾效果提升15%	1	2101	1		999	1
412101109	角色通用-突破被动不升级-长夜冰冕专属-造成护盾效果提升25%	1	2101	1		999	1
412102101	角色通用-被动-107005-受到护盾效果提升9%/11%/13%/15%	1	2102	1		999	1
412102103	角色通用-被动-受到护盾效果提升4%/5%	1	2102	1		999	1
412102104	角色通用-被动-103006-受到护盾效果提升3.5%/4.2%/4.8%/5.5%	1	2102	1		999	1
412102105	角色通用-突破被动不升级-受到护盾效果提升15%	1	2102	1		999	1
412601101	角色通用-突破被动不升级-每溢出1%暴击率，提升2.5%暴击伤害	1	2601	1		999	1
412201101	角色通用-被动-103007-间接伤害提升10%/11.7%/13.3%/15%	1	2201	1		999	1
413020101	角色通用-被动-102021-生命值提升6%/7.3%/8.7%/10%	1	302	1		999	1
413020102	角色通用-被动-111002-生命值提升15%/18.3%/21.7%/25%	1	302	1		999	1
413020103	角色通用-被动-107005-生命值提升9%/11%/13%/15%	1	302	1		999	1
413020104	角色通用-被动-生命值提升4%/6%	1	302	1		999	1
413020109	角色通用-被动-102001/904034/103006-生命值提升3.5%/4.2%/4.8%/5.5%	1	302	1		999	1
413020107	角色通用-被动-生命值提升6%/9%	1	302	1		999	1
413020110	角色通用-被动-生命值提升5%/9%/15%	1	302	1		999	1
413020113	角色通用-突破被动不升级-最大生命值提升15%	1	302	1		999	1
413020114	角色通用-被动-103008/111008-生命值提升13.5%/16.5%/19.5%/22.5%	1	302	1		999	1
413020115	角色通用-被动-904010-生命值提升9%/11%/13%/15%	1	302	1		999	1
416030101	角色通用-被动-101013-暴击率提升+6%/7.3%/8.7%/10%	1	603	1		999	1
416030102	角色通用-被动-101008-暴击率提升+16%/19.33%/22.67%/26%	1	603	1		999	1
416030103	角色通用-被动-暴击率降低9%/10%/11%/12%/13%/14%/15%	1	603	1		999	1
416030104	角色通用-被动-105001-暴击率提升2.5%/3.67%/4.83%/6%	1	603	1		999	1
416030113	角色通用-被动-103006-暴击率提升3.5%/4.2%/4.8%/5.5%	1	603	1		999	1
416030105	角色通用-被动-暴击率提升40%/60%	1	603	1		999	1
416030106	角色通用-被动-暴击率提升50%/75%	1	603	1		999	1
416030120	角色通用-被动-108004-暴击率提升3.5%/4.17%/4.83%/5.5%	1	603	1		999	1
416030115	角色通用-突破被动不升级-暴击率提升50%	1	603	1		999	1
416030116	角色通用-突破被动不升级-暴击率提升15%	1	603	1		999	1
416030117	角色通用-突破被动不升级-暴击率提升25%	1	603	1		999	1
416030701	角色通用-被动-每有1点SP获得10%/15%暴击率提升	1	603	7		999	1
416030124	角色通用-被动-暴击率提升8/9/10/11%，诡夜雾行	1	603	1		999	1
416030801	角色通用-被动-根据暴击抵抗的64%/70%/76%/82%/88%/94%/100%降低目标暴击率	1	603	8		999	1
416030802	角色通用-被动-103002-根据暴击抵抗的50%/58.3%/66.7%/75%提升暴击率	1	603	8		999	1
416031001	角色通用-被动-自身每损失1%生命值，暴击率提升0.3%/0.35%/0.4%/0.45%/0.5%/0.55%/0.6%	1	603	10		999	1
417030101	角色通用-被动-暴击伤害提升9%/10%/11%/12%/13%/14%/15%	1	703	1		999	1
417030102	角色通用-被动-暴击伤害降低9%/10%/11%/12%/13%/14%/15%	1	703	1		999	1
417030103	角色通用-被动-105008/113008-暴击伤害提升25%/32%/38%/45%	1	703	1		999	1
417030104	角色通用-被动-暴击伤害提升40%/60%	1	703	1		999	1
417030105	角色通用-被动-暴击伤害提升10%/12%	1	703	1		999	1
417030106	角色通用-被动-暴击伤害提升6%/7%/8%/9%/10%/11%/12%	1	703	1		999	1
417030114	角色通用-被动-暴击伤害提升4%/6%	1	703	1		999	1
417030115	角色通用-被动-108004/103006-暴击伤害提升3.5%/4.2%/4.8%/5.5%	1	703	1		999	1
417030112	角色通用-被动-107001-暴击伤害提升5%/6%/7%/8%	1	703	1		999	1
417030113	角色通用-突破被动不升级-暴击伤害提升40%	1	703	1		999	1
417030116	角色通用-突破被动不升级-暴击伤害提升15%	1	703	1		999	1
417030117	角色通用-突破被动不升级-暴击伤害提升30%	1	703	1		999	1
417030119	角色通用-被动-904015-暴击伤害提升4.5%/5.5%/6.5%/7.5%	1	703	1		999	1
417031001	角色通用-突破被动不升级-每损失1%生命值，暴击伤害提升1.2%	1	703	10		999	1
418030101	角色通用-被动-103019-暴击抵抗提升10%/11.67%/13.33%/15%	1	803	1		999	1
418030102	角色通用-被动-904022-暴击抵抗降低9%/11%/13%/15%	1	803	1		999	1
418030105	角色通用-被动-102011-暴击抵抗提升9%/10%/11%/12%	1	803	1		999	1
418030106	角色通用-被动-暴击抵抗提升4%/6%	1	803	1		999	1
418030109	角色通用-被动-103006-暴击抵抗提升3.5%/4.2%/4.8%/5.5%	1	803	1		999	1
418030114	角色通用-被动-暴击抵抗提升10%/11.7%/13.3%/15%-防御相关能力提升	1	803	1		999	1
418030115	角色通用-被动-升星被动不升级-暴击率抵抗降低20%-129001	1	803	1		999	1
419030101	角色通用-被动-103019-暴伤抵抗提升10%/11.67%/13.33%/15%	1	903	1		999	1
419030102	角色通用-被动-904022-暴伤抵抗降低9%/11%/13%/15%	1	903	1		999	1
419030105	角色通用-被动-暴伤抵抗提升4%/6%	1	903	1		999	1
419030108	角色通用-被动-103006-暴伤抵抗提升3.5%/4.2%/4.8%/5.5%	1	903	1		999	1
419030104	角色通用-被动-102011-暴伤抵抗提升9%/10%/11%/12%	1	903	1		999	1
419030114	角色通用-被动-暴伤抵抗提升10%/11.7%/13.3%/15%-防御相关能力提升	1	903	1		999	1
419030115	角色通用-被动-升星被动不升级-暴击伤害抵抗降低20%-129001	1	903	1		999	1
416030112	角色通用-被动-暴击率提升3%/5%/7%/9%/11%/13%/15%	1	603	1		999	1
412201102	角色通用-被动-间接伤害加成x%，140008被动	1	2201	1		999	1
405010108	角色通用-技能-按150%攻击力施加护盾	5	1	1		3	1
403020101	角色通用-技能-按4%/6%/10%最大生命值施加HOT	3	2	1		1	1
404010101	角色通用-技能-眩晕	4	1	1		3	1
