index	buffId	star	effectNum1	status
201010133_6	201010133	6	3.17	1
201010134_1	201010134	1	1.69	1
201010134_2	201010134	2	1.86	1
201010134_3	201010134	3	2.03	1
201010134_4	201010134	4	2.2	1
201010134_5	201010134	5	2.37	1
201010134_6	201010134	6	2.54	1
201010135_1	201010135	1	0.96	1
201010135_2	201010135	2	1.2	1
201010135_3	201010135	3	1.6	1
201010136_1	201010136	1	0.72	1
201010136_2	201010136	2	0.9	1
201010136_3	201010136	3	1.21	1
201010137_1	201010137	1	2.2	1
201010137_2	201010137	2	2.42	1
201010137_3	201010137	3	2.64	1
201010137_4	201010137	4	2.86	1
201010137_5	201010137	5	3.08	1
201010137_6	201010137	6	3.3	1
201010138_1	201010138	1	1.76	1
201010138_2	201010138	2	1.94	1
201010138_3	201010138	3	2.11	1
201010138_4	201010138	4	2.29	1
201010138_5	201010138	5	2.46	1
201010138_6	201010138	6	2.64	1
201010139_1	201010139	1	0.96	1
201010139_2	201010139	2	1.2	1
201010139_3	201010139	3	1.6	1
201010140_1	201010140	1	0.72	1
201010140_2	201010140	2	0.9	1
201010140_3	201010140	3	1.21	1
201010141_1	201010141	1	2.2	1
201010141_2	201010141	2	2.42	1
201010141_3	201010141	3	2.64	1
201010141_4	201010141	4	2.86	1
201010141_5	201010141	5	3.08	1
201010141_6	201010141	6	3.3	1
201010142_1	201010142	1	1.76	1
201010142_2	201010142	2	1.94	1
201010142_3	201010142	3	2.11	1
201010142_4	201010142	4	2.29	1
201010142_5	201010142	5	2.46	1
201010142_6	201010142	6	2.64	1
201010143_1	201010143	1	0.96	1
201010143_2	201010143	2	1.2	1
201010143_3	201010143	3	1.6	1
201010144_1	201010144	1	0.72	1
201010144_2	201010144	2	0.9	1
201010144_3	201010144	3	1.21	1
201010145_1	201010145	1	2.2	1
201010145_2	201010145	2	2.42	1
201010145_3	201010145	3	2.64	1
201010145_4	201010145	4	2.86	1
201010145_5	201010145	5	3.08	1
201010145_6	201010145	6	3.3	1
201010146_1	201010146	1	1.76	1
201010146_2	201010146	2	1.94	1
201010146_3	201010146	3	2.11	1
201010146_4	201010146	4	2.29	1
201010146_5	201010146	5	2.46	1
201010146_6	201010146	6	2.64	1
201010147_1	201010147	1	1	1
201010147_2	201010147	2	1	1
201010147_3	201010147	3	1.5	1
201010148_1	201010148	1	0.8	1
201010148_2	201010148	2	0.8	1
201010148_3	201010148	3	1.2	1
201010149_1	201010149	1	0.9	1
201010149_2	201010149	2	1.22	1
201010149_3	201010149	3	1.82	1
201010150_1	201010150	1	0.68	1
201010150_2	201010150	2	0.91	1
201010150_3	201010150	3	1.37	1
201010151_1	201010151	1	2.7	1
201010151_2	201010151	2	2.42	1
201010151_3	201010151	3	2.64	1
201010151_4	201010151	4	2.86	1
201010151_5	201010151	5	3.08	1
201010151_6	201010151	6	3.3	1
201010152_1	201010152	1	2	1
201010152_2	201010152	2	1.94	1
201010152_3	201010152	3	2.11	1
201010152_4	201010152	4	2.29	1
201010152_5	201010152	5	2.46	1
201010152_6	201010152	6	2.64	1
201010153_1	201010153	1	0.72;0.3;102050101	1
201010153_2	201010153	2	0.9;0.3;102050101	1
201010153_3	201010153	3	1.2;0.3;102050101	1
201010154_1	201010154	1	0.58;0.3;102050101	1
201010154_2	201010154	2	0.72;0.3;102050101	1
201010154_3	201010154	3	0.96;0.3;102050101	1
201010155_1	201010155	1	1.65;0.3;102050101	1
201010155_2	201010155	2	1.98;0.3;102050101	1
201010155_3	201010155	3	2.37;0.3;102050101	1
201010155_4	201010155	4	3.08;0.3;102050101	1
201010155_5	201010155	5	4.32;0.3;102050101	1
201010155_6	201010155	6	6.48;0.3;102050101	1
201010156_1	201010156	1	1.32;0.3;102050101	1
201010156_2	201010156	2	1.76;0.3;102050101	1
201010156_3	201010156	3	2.11;0.3;102050101	1
201010156_4	201010156	4	2.74;0.3;102050101	1
201010156_5	201010156	5	3.84;0.3;102050101	1
201010156_6	201010156	6	5.76;0.3;102050101	1
201010157_1	201010157	1	0.72	1
201010157_2	201010157	2	0.9	1
201010157_3	201010157	3	1.2	1
201010158_1	201010158	1	0.58	1
201010158_2	201010158	2	0.72	1
201010158_3	201010158	3	0.96	1
201010159_1	201010159	1	1.65	1
201010159_2	201010159	2	2.31	1
201010159_3	201010159	3	2.77	1
201010159_4	201010159	4	3.6	1
201010159_5	201010159	5	5.05	1
201010159_6	201010159	6	7.57	1
201010160_1	201010160	1	1.32	1
201010160_2	201010160	2	1.85	1
201010160_3	201010160	3	2.22	1
201010160_4	201010160	4	2.88	1
201010160_5	201010160	5	4.04	1
201010160_6	201010160	6	6.05	1
201010161_1	201010161	1	0.72;0.3;102050101	1
201010161_2	201010161	2	0.9;0.3;102050101	1
201010161_3	201010161	3	1.2;0.3;102050101	1
201010162_1	201010162	1	0.58;0.3;102050101	1
201010162_2	201010162	2	0.72;0.3;102050101	1
201010162_3	201010162	3	0.96;0.3;102050101	1
201010163_1	201010163	1	1.65;0.3;102050101	1
201010163_2	201010163	2	1.98;0.3;102050101	1
201010163_3	201010163	3	2.37;0.3;102050101	1
201010163_4	201010163	4	3.08;0.3;102050101	1
201010163_5	201010163	5	4.32;0.3;102050101	1
201010163_6	201010163	6	6.48;0.3;102050101	1
201010164_1	201010164	1	1.32;0.3;102050101	1
201010164_2	201010164	2	1.76;0.3;102050101	1
201010164_3	201010164	3	2.11;0.3;102050101	1
201010164_4	201010164	4	2.74;0.3;102050101	1
201010164_5	201010164	5	3.84;0.3;102050101	1
201010164_6	201010164	6	5.76;0.3;102050101	1
201010165_1	201010165	1	1.2	1
201010165_2	201010165	2	1.2	1
201010165_3	201010165	3	1.2	1
201010166_1	201010166	1	0.9	1
201010166_2	201010166	2	0.9	1
201010166_3	201010166	3	0.9	1
201010171_1	201010171	1	1.2	1
201010171_2	201010171	2	1.2	1
201010171_3	201010171	3	1.5	1
201010172_1	201010172	1	1.75	1
201010172_2	201010172	2	1.75	1
201010172_3	201010172	3	1.75	1
201010172_4	201010172	4	1.75	1
201010201_1	201010201	1	1.8	1
201010201_2	201010201	2	2.3	1
201010201_3	201010201	3	3	1
201010202_1	201010202	1	1.44	1
201010202_2	201010202	2	1.84	1
201010202_3	201010202	3	2.4	1
201010203_1	201010203	1	4.12	1
201010203_2	201010203	2	4.53	1
201010203_3	201010203	3	4.94	1
201010203_4	201010203	4	5.36	1
201010203_5	201010203	5	5.77	1
201010203_6	201010203	6	6.18	1
201010204_1	201010204	1	3.3	1
201010204_2	201010204	2	3.63	1
201010204_3	201010204	3	3.96	1
201010204_4	201010204	4	4.29	1
201010204_5	201010204	5	4.62	1
201010204_6	201010204	6	4.95	1
201010205_1	201010205	1	1.4	1
201010205_2	201010205	2	1.4	1
201010205_3	201010205	3	1.4	1
201010206_1	201010206	1	1.12	1
201010206_2	201010206	2	1.12	1
201010206_3	201010206	3	1.12	1
201010207_1	201010207	1	3.21	1
201010207_2	201010207	2	3.53	1
201010207_3	201010207	3	3.85	1
201010207_4	201010207	4	4.17	1
201010207_5	201010207	5	4.49	1
201010207_6	201010207	6	4.82	1
201010208_1	201010208	1	2.56	1
201010208_2	201010208	2	2.82	1
201010208_3	201010208	3	3.07	1
201010208_4	201010208	4	3.33	1
201010208_5	201010208	5	3.58	1
201010208_6	201010208	6	3.84	1
201010301_1	201010301	1	0.25	1
201010301_2	201010301	2	0.35	1
201010301_3	201010301	3	0.45	1
201010302_1	201010302	1	0.2	1
201010302_2	201010302	2	0.28	1
201010302_3	201010302	3	0.36	1
201010303_1	201010303	1	0.57	1
201010303_2	201010303	2	0.63	1
201010303_3	201010303	3	0.68	1
201010303_4	201010303	4	0.74	1
201010303_5	201010303	5	0.8	1
201010303_6	201010303	6	0.86	1
201010304_1	201010304	1	0.46	1
201010304_2	201010304	2	0.51	1
201010304_3	201010304	3	0.55	1
201010304_4	201010304	4	0.6	1
201010304_5	201010304	5	0.64	1
201010304_6	201010304	6	0.69	1
201020101_1	201020101	1	0.87	1
201020101_2	201020101	2	1.14	1
201020101_3	201020101	3	1.44	1
201020102_1	201020102	1	0.61	1
201020102_2	201020102	2	0.8	1
201020102_3	201020102	3	1.01	1
201020103_1	201020103	1	1.74	1
201020103_2	201020103	2	1.91	1
201020103_3	201020103	3	2.09	1
201020103_4	201020103	4	2.26	1
201020103_5	201020103	5	2.44	1
201020103_6	201020103	6	2.61	1
201020104_1	201020104	1	1.39	1
201020104_2	201020104	2	1.53	1
201020104_3	201020104	3	1.67	1
201020104_4	201020104	4	1.81	1
201020104_5	201020104	5	1.95	1
201020104_6	201020104	6	2.09	1
201120501_1	201120501	1	0.1;1.5	1
201020501_2	201020501	2	0.1;1.5	1
201020501_3	201020501	3	0.1;1.5	1
201020501_4	201020501	4	0.1;1.5	1
201020501_5	201020501	5	0.1;1.5	1
201020501_6	201020501	6	0.1;1.5	1
201030101_1	201030101	1	0.95	1
201030101_2	201030101	2	1.25	1
201030101_3	201030101	3	1.67	1
201030102_1	201030102	1	0.71	1
201030102_2	201030102	2	0.94	1
201030102_3	201030102	3	1.25	1
201030103_1	201030103	1	2.18	1
201030103_2	201030103	2	2.4	1
201030103_3	201030103	3	2.62	1
201030103_4	201030103	4	2.83	1
201030103_5	201030103	5	3.05	1
201030103_6	201030103	6	3.27	1
201030104_1	201030104	1	1.74	1
201030104_2	201030104	2	1.91	1
201030104_3	201030104	3	2.09	1
201030104_4	201030104	4	2.26	1
201030104_5	201030104	5	2.44	1
201030104_6	201030104	6	2.61	1
201040101_1	201040101	1	0.95	1
201040101_2	201040101	2	1.13	1
201040101_3	201040101	3	1.51	1
201040102_1	201040102	1	0.71	1
201040102_2	201040102	2	0.85	1
201040102_3	201040102	3	1.13	1
201040103_1	201040103	1	2.18	1
201040103_2	201040103	2	2.4	1
201040103_3	201040103	3	2.62	1
201040103_4	201040103	4	2.83	1
201040103_5	201040103	5	3.05	1
201040103_6	201040103	6	3.27	1
201040104_1	201040104	1	1.74	1
201040104_2	201040104	2	1.92	1
201040104_3	201040104	3	2.09	1
201040104_4	201040104	4	2.27	1
201040104_5	201040104	5	2.44	1
201040104_6	201040104	6	2.62	1
201050101_1	201050101	1	0.88	1
201050101_2	201050101	2	1.03	1
201050101_3	201050101	3	1.37	1
201050102_1	201050102	1	0.7	1
201050102_2	201050102	2	0.85	1
201050102_3	201050102	3	1.14	1
201050103_1	201050103	1	2.22	1
201050103_2	201050103	2	2.44	1
201050103_3	201050103	3	2.66	1
201050103_4	201050103	4	2.89	1
201050103_5	201050103	5	3.11	1
201050103_6	201050103	6	3.33	1
201050104_1	201050104	1	1.78	1
201050104_2	201050104	2	1.96	1
201050104_3	201050104	3	2.14	1
201050104_4	201050104	4	2.31	1
201050104_5	201050104	5	2.49	1
201050104_6	201050104	6	2.67	1
201060101_1	201060101	1	0.95	1
201060101_2	201060101	2	1	1
201060101_3	201060101	3	1.25	1
201060102_1	201060102	1	0.76	1
201060102_2	201060102	2	0.8	1
201060102_3	201060102	3	1	1
201060103_1	201060103	1	2.18	1
201060103_2	201060103	2	2.4	1
201060103_3	201060103	3	2.62	1
201060103_4	201060103	4	2.83	1
201060103_5	201060103	5	3.05	1
201060103_6	201060103	6	3.27	1
201060104_1	201060104	1	1.74	1
201060104_2	201060104	2	1.92	1
201060104_3	201060104	3	2.09	1
201060104_4	201060104	4	2.27	1
201060104_5	201060104	5	2.44	1
201060104_6	201060104	6	2.62	1
201070101_1	201070101	1	0.94	1
201070101_2	201070101	2	1.13	1
201070101_3	201070101	3	1.5	1
201070102_1	201070102	1	0.71	1
201070102_2	201070102	2	0.85	1
201070102_3	201070102	3	1.12	1
201070103_1	201070103	1	2.15	1
201070103_2	201070103	2	2.37	1
201070103_3	201070103	3	2.58	1
201070103_4	201070103	4	2.8	1
201070103_5	201070103	5	3.01	1
201070103_6	201070103	6	3.23	1
201070104_1	201070104	1	1.72	1
201070104_2	201070104	2	1.89	1
201070104_3	201070104	3	2.06	1
201070104_4	201070104	4	2.24	1
201070104_5	201070104	5	2.41	1
201070104_6	201070104	6	2.58	1
201080101_1	201080101	1	0.95	1
201080101_2	201080101	2	1.2	1
201080101_3	201080101	3	1.6	1
201080102_1	201080102	1	0.71	1
201080102_2	201080102	2	0.9	1
201080102_3	201080102	3	1.2	1
201080103_1	201080103	1	2.18	1
201080103_2	201080103	2	2.4	1
201080103_3	201080103	3	2.62	1
201080103_4	201080103	4	2.83	1
201080103_5	201080103	5	3.05	1
201080103_6	201080103	6	3.27	1
201080104_1	201080104	1	1.74	1
201080104_2	201080104	2	1.91	1
201080104_3	201080104	3	2.09	1
201080104_4	201080104	4	2.26	1
201080104_5	201080104	5	2.44	1
201080104_6	201080104	6	2.61	1
201090101_1	201090101	1	0.94	1
201090101_2	201090101	2	1.13	1
201090101_3	201090101	3	1.5	1
201090102_1	201090102	1	0.71	1
201090102_2	201090102	2	0.85	1
201090102_3	201090102	3	1.12	1
201090103_1	201090103	1	2.15	1
201090103_2	201090103	2	2.37	1
201090103_3	201090103	3	2.58	1
201090103_4	201090103	4	2.8	1
201090103_5	201090103	5	3.01	1
201090103_6	201090103	6	3.23	1
201090104_1	201090104	1	1.72	1
201090104_2	201090104	2	1.89	1
201090104_3	201090104	3	2.06	1
201090104_4	201090104	4	2.24	1
201090104_5	201090104	5	2.41	1
201090104_6	201090104	6	2.58	1
201100101_1	201100101	1	0.8	1
201100101_2	201100101	2	0.93	1
201100101_3	201100101	3	1.25	1
201100102_1	201100102	1	0.6	1
201100102_2	201100102	2	0.7	1
201100102_3	201100102	3	0.93	1
201100103_1	201100103	1	1.95	1
201100103_2	201100103	2	2.15	1
201100103_3	201100103	3	2.34	1
201100103_4	201100103	4	2.54	1
201100103_5	201100103	5	2.73	1
201100103_6	201100103	6	2.93	1
201100104_1	201100104	1	1.56	1
201100104_2	201100104	2	1.72	1
201100104_3	201100104	3	1.87	1
201100104_4	201100104	4	2.03	1
201100104_5	201100104	5	2.18	1
201100104_6	201100104	6	2.34	1
201110101_1	201110101	1	0.95	1
201110101_2	201110101	2	1.2	1
201110101_3	201110101	3	1.6	1
201110102_1	201110102	1	0.71	1
201110102_2	201110102	2	0.9	1
201110102_3	201110102	3	1.2	1
201110103_1	201110103	1	2.18	1
201110103_2	201110103	2	2.4	1
201110103_3	201110103	3	2.62	1
201110103_4	201110103	4	2.83	1
201110103_5	201110103	5	3.05	1
201110103_6	201110103	6	3.27	1
201110104_1	201110104	1	1.74	1
201110104_2	201110104	2	1.91	1
201110104_3	201110104	3	2.09	1
201110104_4	201110104	4	2.26	1
201110104_5	201110104	5	2.44	1
201110104_6	201110104	6	2.61	1
201120101_1	201120101	1	0.95	1
201120101_2	201120101	2	1.28	1
201120101_3	201120101	3	1.92	1
201120102_1	201120102	1	0.71	1
201120102_2	201120102	2	0.96	1
201120102_3	201120102	3	1.44	1
201120103_1	201120103	1	2.18	1
201120103_2	201120103	2	2.4	1
201120103_3	201120103	3	2.62	1
201120103_4	201120103	4	2.83	1
201120103_5	201120103	5	3.05	1
201120103_6	201120103	6	3.27	1
201120104_1	201120104	1	1.74	1
201120104_2	201120104	2	1.91	1
201120104_3	201120104	3	2.09	1
201120104_4	201120104	4	2.26	1
201120104_5	201120104	5	2.44	1
201120104_6	201120104	6	2.61	1
201210501_1	201210501	1	0.1;1.5	1
201210501_2	201210501	2	0.1;1.5	1
201210501_3	201210501	3	0.1;1.5	1
201210501_4	201210501	4	0.1;1.5	1
201210501_5	201210501	5	0.1;1.5	1
201210501_6	201210501	6	0.1;1.5	1
201130101_1	201130101	1	1.05	1
201130101_2	201130101	2	1.25	1
201130101_3	201130101	3	1.67	1
201130102_1	201130102	1	0.79	1
201130102_2	201130102	2	0.94	1
201130102_3	201130102	3	1.25	1
201130103_1	201130103	1	2.4	1
201130103_2	201130103	2	2.64	1
201130103_3	201130103	3	2.88	1
201130103_4	201130103	4	3.12	1
201130103_5	201130103	5	3.36	1
201130103_6	201130103	6	3.6	1
201130104_1	201130104	1	1.92	1
201130104_2	201130104	2	2.11	1
201130104_3	201130104	3	2.3	1
201130104_4	201130104	4	2.5	1
201130104_5	201130104	5	2.69	1
201130104_6	201130104	6	2.88	1
201140101_1	201140101	1	1.05	1
201140101_2	201140101	2	1.25	1
201140101_3	201140101	3	1.67	1
201140102_1	201140102	1	0.79	1
201140102_2	201140102	2	0.94	1
201140102_3	201140102	3	1.25	1
201140103_1	201140103	1	2.4	1
201140103_2	201140103	2	2.64	1
201140103_3	201140103	3	2.88	1
201140103_4	201140103	4	3.12	1
201140103_5	201140103	5	3.36	1
201140103_6	201140103	6	3.6	1
201140104_1	201140104	1	1.92	1
201140104_2	201140104	2	2.11	1
201140104_3	201140104	3	2.3	1
201140104_4	201140104	4	2.5	1
201140104_5	201140104	5	2.69	1
201140104_6	201140104	6	2.88	1
201150101_1	201150101	1	0.98	1
201150101_2	201150101	2	1.2	1
201150101_3	201150101	3	1.6	1
201150102_1	201150102	1	0.74	1
201150102_2	201150102	2	0.9	1
201150102_3	201150102	3	1.2	1
201150103_1	201150103	1	2.24	1
201150103_2	201150103	2	2.46	1
201150103_3	201150103	3	2.69	1
201150103_4	201150103	4	2.91	1
201150103_5	201150103	5	3.14	1
201150103_6	201150103	6	3.36	1
201150104_1	201150104	1	1.8	1
201150104_2	201150104	2	1.98	1
201150104_3	201150104	3	2.16	1
201150104_4	201150104	4	2.34	1
201150104_5	201150104	5	2.52	1
201150104_6	201150104	6	2.7	1
201160101_1	201160101	1	0.98	1
201160101_2	201160101	2	1.2	1
201160101_3	201160101	3	1.6	1
201160102_1	201160102	1	0.74	1
201160102_2	201160102	2	0.9	1
201160102_3	201160102	3	1.2	1
201160103_1	201160103	1	2.24	1
201160103_2	201160103	2	2.46	1
201160103_3	201160103	3	2.69	1
201160103_4	201160103	4	2.91	1
201160103_5	201160103	5	3.14	1
201160103_6	201160103	6	3.36	1
201160104_1	201160104	1	1.8	1
201160104_2	201160104	2	1.98	1
201160104_3	201160104	3	2.16	1
201160104_4	201160104	4	2.34	1
201160104_5	201160104	5	2.52	1
201160104_6	201160104	6	2.7	1
201170101_1	201170101	1	0.98	1
201170101_2	201170101	2	1.2	1
201170101_3	201170101	3	1.6	1
201170102_1	201170102	1	0.74	1
201170102_2	201170102	2	0.9	1
201170102_3	201170102	3	1.2	1
201170103_1	201170103	1	2.24	1
201170103_2	201170103	2	2.46	1
201170103_3	201170103	3	2.69	1
201170103_4	201170103	4	2.91	1
201170103_5	201170103	5	3.14	1
201170103_6	201170103	6	3.36	1
201170104_1	201170104	1	1.8	1
201170104_2	201170104	2	1.98	1
201170104_3	201170104	3	2.16	1
201170104_4	201170104	4	2.34	1
201170104_5	201170104	5	2.52	1
201170104_6	201170104	6	2.7	1
201180101_1	201180101	1	0.9	1
201180101_2	201180101	2	1.15	1
201180101_3	201180101	3	1.53	1
201180102_1	201180102	1	0.68	1
201180102_2	201180102	2	0.86	1
201180102_3	201180102	3	1.15	1
201180103_1	201180103	1	2.06	1
201180103_2	201180103	2	2.27	1
201180103_3	201180103	3	2.47	1
201180103_4	201180103	4	2.68	1
201180103_5	201180103	5	2.88	1
201180103_6	201180103	6	3.09	1
201180104_1	201180104	1	1.65	1
201180104_2	201180104	2	1.82	1
201180104_3	201180104	3	1.98	1
201180104_4	201180104	4	2.15	1
201180104_5	201180104	5	2.31	1
201180104_6	201180104	6	2.48	1
201190101_1	201190101	1	0.9	1
201190101_2	201190101	2	1.13	1
201190101_3	201190101	3	1.5	1
201190102_1	201190102	1	0.68	1
201190102_2	201190102	2	0.85	1
201190102_3	201190102	3	1.13	1
201190103_1	201190103	1	2.06	1
201190103_2	201190103	2	2.27	1
201190103_3	201190103	3	2.47	1
201190103_4	201190103	4	2.68	1
201190103_5	201190103	5	2.88	1
201190103_6	201190103	6	3.09	1
201190104_1	201190104	1	1.65	1
201190104_2	201190104	2	1.82	1
201190104_3	201190104	3	1.98	1
201190104_4	201190104	4	2.15	1
201190104_5	201190104	5	2.31	1
201190104_6	201190104	6	2.48	1
201200101_1	201200101	1	0.95	1
201200101_2	201200101	2	1.2	1
201200101_3	201200101	3	1.6	1
201200102_1	201200102	1	0.71	1
201200102_2	201200102	2	0.9	1
201200102_3	201200102	3	1.2	1
201200103_1	201200103	1	2.18	1
201200103_2	201200103	2	2.4	1
201200103_3	201200103	3	2.62	1
201200103_4	201200103	4	2.83	1
201200103_5	201200103	5	3.05	1
201200103_6	201200103	6	3.27	1
201200104_1	201200104	1	1.74	1
201200104_2	201200104	2	1.91	1
201200104_3	201200104	3	2.09	1
201200104_4	201200104	4	2.26	1
201200104_5	201200104	5	2.44	1
201200104_6	201200104	6	2.61	1
201221001_1	201221001	1	0.05;999999999	1
201221001_2	201221001	2	0.1;999999999	1
201221001_3	201221001	3	0.16;999999999	1
201221001_4	201221001	4	0.23;999999999	1
201221001_5	201221001	5	0.31;999999999	1
201221001_6	201221001	6	0.4;999999999	1
202010101_1	202010101	1	1.08	1
202010101_2	202010101	2	1.35	1
202010101_3	202010101	3	1.8	1
202010102_1	202010102	1	0.65	1
202010102_2	202010102	2	0.81	1
202010102_3	202010102	3	1.08	1
202010103_1	202010103	1	2.47	1
202010103_2	202010103	2	2.72	1
202010103_3	202010103	3	2.96	1
202010103_4	202010103	4	3.21	1
202010103_5	202010103	5	3.46	1
202010103_6	202010103	6	3.71	1
202010104_1	202010104	1	1.48	1
202010104_2	202010104	2	1.63	1
202010104_3	202010104	3	1.78	1
202010104_4	202010104	4	1.93	1
202010104_5	202010104	5	2.07	1
202010104_6	202010104	6	2.22	1
202010105_1	202010105	1	0.76	1
202010105_2	202010105	2	0.95	1
202010105_3	202010105	3	1.26	1
202010106_1	202010106	1	0.57	1
202010106_2	202010106	2	0.71	1
202010106_3	202010106	3	0.94	1
202010107_1	202010107	1	1.74	1
202010107_2	202010107	2	1.91	1
202010107_3	202010107	3	2.09	1
202010107_4	202010107	4	2.26	1
202010107_5	202010107	5	2.44	1
202010107_6	202010107	6	2.61	1
202010108_1	202010108	1	1.39	1
202010108_2	202010108	2	1.53	1
202010108_3	202010108	3	1.67	1
202010108_4	202010108	4	1.81	1
202010108_5	202010108	5	1.95	1
202010108_6	202010108	6	2.09	1
202010201_1	202010201	1	0.25	1
202010201_2	202010201	2	0.35	1
202010201_3	202010201	3	0.45	1
202010202_1	202010202	1	0.18	1
202010202_2	202010202	2	0.25	1
202010202_3	202010202	3	0.32	1
202010203_1	202010203	1	0.57	1
202010203_2	202010203	2	0.63	1
202010203_3	202010203	3	0.68	1
202010203_4	202010203	4	0.74	1
202010203_5	202010203	5	0.8	1
202010203_6	202010203	6	0.86	1
202010204_1	202010204	1	0.46	1
202010204_2	202010204	2	0.51	1
202010204_3	202010204	3	0.55	1
202010204_4	202010204	4	0.6	1
