id	role	star	status	skillDesc	skillDesc_zh_TW	skillDesc_en_UK	skillDesc_ja_JP	skillDesc_ko_KR	skillDesc_th_TH
7310500100	105001	0	1	按_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectperstar_0_0_1_ ATK as damage to one enemy.	敵単体に攻撃力_#skill_effectperstar_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectperstar_0_0_1_​ ของ​ ATK​
7310500101	105001	1	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as damage to one enemy.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK​
7310500103	105001	3	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as damage to one enemy.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK​
7310500105	105001	5	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成伤害	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成傷害	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as damage to one enemy.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_のダメージを与える。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 대미지를 부여한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK​
7310500200	105002	0	1	按_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500201	105002	1	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500203	105002	3	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500205	105002	5	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500600	105006	0	1	按_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500601	105006	1	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500603	105006	3	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310500605	105006	5	1	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻击力，对敌方单体造成<color="#FF7F50">「破灭伤害」</color>\n<color="#FF7F50">「破灭伤害」</color>：对拥有减益的目标造成的伤害提升至_#type_num_10_1_倍	按_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_攻擊力，對敵方單體造成<color="#FF7F50">「破滅傷害」</color>\n<color="#FF7F50">「破滅傷害」</color>：對擁有減益的目標造成的傷害提升至_#type_num_10_1_倍	Deals _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> to </color>_#skill_effectperstar_0_0_1_ ATK as <color="#FF7F50">[Dire DMG]</color> to one enemy.\n<color="#FF7F50">[Dire DMG]</color>: Increases DMG dealt to targets with debuffs to _#type_num_10_1_ times.	敵単体に攻撃力_#skill_effectperlaststar_0_0_1_<color="#23d4c9"> > </color>_#skill_effectperstar_0_0_1_の<color="#FF7F50">「弱体特攻ダメージ」</color>を与える。\n<color="#FF7F50">「弱体特攻ダメージ」</color>：デバフ付与中の対象に与えるダメージが_#type_num_10_1_倍になる。	단일 적에게 공격력의 _#skill_effectperlaststar_0_0_1_<color="#23d4c9"> ~ </color>_#skill_effectperstar_0_0_1_에 해당하는 <color="#FF7F50">「파멸 대미지」</color>를 부여한다.\n<color="#FF7F50">「파멸 대미지」</color>: 디버프가 있는 목표에게 부여하는 대미지가 _#type_num_10_1_배 증가한다.	สร้าง​ดา​เม​จ​ใส่​ศัตรู​หนึ่ง​คน​เป็น​ <color="#FF7F50">[ดาเมจทำลายล้าง]</color>​ _#skill_effectperlaststar_0_0_1_<color="#23d4c9">​ >​ </color>_#skill_effectperstar_0_0_1_​ ของ​ ATK\n<color="#FF7F50">[​ดา​เม​จ​ทำลายล้าง​]</color>:​ สร้าง​ดา​เม​จ​ต่อ​เป้าหมาย​ที่​มี​ดี​บัฟ​เพิ่มขึ้น​เป็น​ _#type_num_10_1_​ เท่า​
7310600800	106008	0	1	使自身获得<color="#FF7F50">「嘲讽」</color>_#round_num_0_3_0_回合，并提升自身_#buff_effectperstar_0_0_0_1_1_防御力_#round_num_0_0_0_回合\n<color="#FF7F50">「嘲讽」</color>：使敌方的所有单体进攻和单体减益效果指向自己	使自身獲得<color="#FF7F50">「嘲諷」</color>_#round_num_0_3_0_回合，並提升自身_#buff_effectperstar_0_0_0_1_1_防禦力_#round_num_0_0_0_回合\n<color="#FF7F50">「嘲諷」</color>：使敵方的所有單體進攻和單體減益效果指向自己	Gain the <color="#FF7F50">[Taunt]</color> effect for _#round_num_0_3_0_ turn(s) and increase self DEF by _#buff_effectperstar_0_0_0_1_1_ for _#round_num_0_0_0_ turn(s).<color="#FF7F50">[Taunt]</color>: All enemies' single-target attacks and debuffs will be directed at you.	自身に_#round_num_0_3_0_ターン持続する<color="#FF7F50">「挑発」</color>を付与する。自身の防御力＋_#buff_effectperstar_0_0_0_1_1_、_#round_num_0_0_0_ターン持続する。\n<color="#FF7F50">「挑発」</color>：敵の単体攻撃やデバフ効果付与などを自分に向けるようにする。	자신에게 <color="#FF7F50">「도발」</color>이 _#round_num_0_3_0_턴 동안 시전되며,  _#round_num_0_0_0_턴 동안 자체 방어력  #buff_effectperstar_0_0_0_1_1_이 증가한다.\n<color="#FF7F50">「도발」</color>: 적의 모든 단일 대상 공격/디버프가 자신을 향하도록 만든다.	ได้รับ​เอฟเฟกต์​ <color="#FF7F50">[ยั่วยุ]</color>​ _#round_num_0_3_0_​ เทิร์น​ และ​เพิ่ม​ DEF​ ให้​ตนเอง​ _#buff_effectperstar_0_0_0_1_1_​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​\n<color="#FF7F50">[​ยั่วยุ​]</color>:​ ทำให้​เป้าหมาย​การ​โจมตี​และ​เอฟเฟกต์​ดี​บัฟ​เป้า​เดี่ยว​ของ​ศัตรู​ให้​มุ่ง​เป้า​มา​ที่​ตัวเอง​
7310600801	106008	1	1	使自身获得<color="#FF7F50">「嘲讽」</color>_#round_num_0_3_0_回合，并提升自身_#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_防御力_#round_num_0_0_0_回合\n<color="#FF7F50">「嘲讽」</color>：使敌方的所有单体进攻和单体减益效果指向自己	使自身獲得<color="#FF7F50">「嘲諷」</color>_#round_num_0_3_0_回合，並提升自身_#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_防禦力_#round_num_0_0_0_回合\n<color="#FF7F50">「嘲諷」</color>：使敵方的所有單體進攻和單體減益效果指向自己	Gain the <color="#FF7F50">[Taunt]</color> effect for _#round_num_0_3_0_ turn(s) and increase self DEF by _#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_ for _#round_num_0_0_0_ turn(s).<color="#FF7F50">[Taunt]</color>: All enemies' single-target attacks and debuffs will be directed at you.	自身に_#round_num_0_3_0_ターン持続する<color="#FF7F50">「挑発」</color>を付与する。自身の防御力＋_#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_、_#round_num_0_0_0_ターン持続する。\n<color="#FF7F50">「挑発」</color>：敵の単体攻撃やデバフ効果付与などを自分に向けるようにする。	자신에게 <color="#FF7F50">「도발」</color>이 _#round_num_0_3_0_턴 동안 시전되며,  _#round_num_0_0_0_턴 동안 자체 방어력 #buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_이 증가한다.\n<color="#FF7F50">「도발」</color>: 적의 모든 단일 대상 공격/디버프가 자신을 향하도록 만든다.	ได้รับ​เอฟเฟกต์​ <color="#FF7F50">[ยั่วยุ]</color>​ _#round_num_0_3_0_​ เทิร์น​ และ​เพิ่ม​ DEF​ ให้​ตนเอง​ _#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9">​ >​ </color>_#buff_effectperstar_0_0_0_1_1_​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​\n<color="#FF7F50">[​ยั่วยุ​]</color>:​ ทำให้​เป้าหมาย​การ​โจมตี​และ​เอฟเฟกต์​ดี​บัฟ​เป้า​เดี่ยว​ของ​ศัตรู​ให้​มุ่ง​เป้า​มา​ที่​ตัวเอง​
7310600803	106008	3	1	使自身获得<color="#FF7F50">「嘲讽」</color>_#round_num_0_3_0_回合，并提升自身_#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_防御力_#round_num_0_0_0_回合\n<color="#FF7F50">「嘲讽」</color>：使敌方的所有单体进攻和单体减益效果指向自己	使自身獲得<color="#FF7F50">「嘲諷」</color>_#round_num_0_3_0_回合，並提升自身_#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_防禦力_#round_num_0_0_0_回合\n<color="#FF7F50">「嘲諷」</color>：使敵方的所有單體進攻和單體減益效果指向自己	Gain the <color="#FF7F50">[Taunt]</color> effect for _#round_num_0_3_0_ turn(s) and increase self DEF by _#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_ for _#round_num_0_0_0_ turn(s).<color="#FF7F50">[Taunt]</color>: All enemies' single-target attacks and debuffs will be directed at you.	自身に_#round_num_0_3_0_ターン持続する<color="#FF7F50">「挑発」</color>を付与する。自身の防御力＋_#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_、_#round_num_0_0_0_ターン持続する。\n<color="#FF7F50">「挑発」</color>：敵の単体攻撃やデバフ効果付与などを自分に向けるようにする。	자신에게 <color="#FF7F50">「도발」</color>이 _#round_num_0_3_0_턴 동안 시전되며,  _#round_num_0_0_0_턴 동안 자체 방어력 #buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9"> > </color>_#buff_effectperstar_0_0_0_1_1_이 증가한다.\n<color="#FF7F50">「도발」</color>: 적의 모든 단일 대상 공격/디버프가 자신을 향하도록 만든다.	ได้รับ​เอฟเฟกต์​ <color="#FF7F50">[ยั่วยุ]</color>​ _#round_num_0_3_0_​ เทิร์น​ และ​เพิ่ม​ DEF​ ให้​ตนเอง​ _#buff_effectperlaststar_0_0_0_1_1_<color="#23d4c9">​ >​ </color>_#buff_effectperstar_0_0_0_1_1_​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​\n<color="#FF7F50">[​ยั่วยุ​]</color>:​ ทำให้​เป้าหมาย​การ​โจมตี​และ​เอฟเฟกต์​ดี​บัฟ​เป้า​เดี่ยว​ของ​ศัตรู​ให้​มุ่ง​เป้า​มา​ที่​ตัวเอง​
