id	resourcesId	levelType	remark	instantiationNum	effectTime	effectType	bonesName	ifScale	ifHitAin	ifTransform	materialAnimState	ifFollow	status
504	fx_cell_down_debuff_disappear_small	0	结束解体小体型	6	0.75	1	0	0	0	0		1	1
505	fx_cell_down_debuff_disappear	0	结束解体大体型	6	0.75	1	0	0	0	0		1	1
601	fx_cell_down	0	进入解体状态	6	2.2	1	0	0	0	0		1	1
602	fx_buff_jieti_chixu	0	解体持续	6	999	1	0	0	0	0		1	1
1001	bg_baoxiang_jin	0	金宝箱不带金币	6	2.4	1	0	0	0	0		1	1
1002	bg_baoxiang_jin_coin	0	金宝箱带金币	6	2.4	1	0	0	0	0		1	1
1003	bg_baoxiang_yin	0	银宝箱不带金币	6	2.4	1	0	0	0	0		1	1
1004	bg_baoxiang_yin_coin	0	银宝箱带金币	6	2.4	1	0	0	0	0		1	1
1005	bg_baoxiang_tong	0	铜宝箱不带金币	6	2.4	1	0	0	0	0		1	1
1006	bg_baoxiang_tong_coin	0	铜宝箱带金币	6	2.4	1	0	0	0	0		1	1
1007	bg_baoxiang_coin	0	纯金币掉落	6	2.4	1	0	0	0	0		1	1
10001	fx_buff_01_01	0	攻击力提升	6	2.9	1	0	0	0	0		1	1
10002	fx_buff_01_02	0	防御力提升	6	2.9	1	0	0	0	0		1	1
10003	fx_buff_01_13	0	生命值提升	6	2.9	1	0	0	0	0		1	1
10004	fx_buff_01_05	0	幸运值提升	6	2.9	1	0	0	0	0		1	1
10005	fx_buff_01_03	0	暴击值提升	6	2.9	1	0	0	0	0		1	1
10006	fx_buff_01_09	0	暴伤值提升	6	2.9	1	0	0	0	0		1	1
10007	fx_buff_01_11	0	暴抗值提升	6	2.9	1	0	0	0	0		1	1
10008	fx_buff_01_10	0	暴伤抵抗提升	6	2.9	1	0	0	0	0		1	1
10009	fx_buff_01_15	0	精准提升	6	2.9	1	0	0	0	0		1	1
10010	fx_buff_01_12	0	格挡提升	6	2.9	1	0	0	0	0		1	1
10011	fx_buff_01_14	0	穿透提升	6	2.9	1	0	0	0	0		1	1
10012	fx_buff_01_06	0	忍耐提升	6	2.9	1	0	0	0	0		1	1
10013	fx_buff_01_08	0	技能伤害提升	6	2.9	1	0	0	0	0		1	1
10014	fx_buff_01_07	0	技能伤害减免提升	6	2.9	1	0	0	0	0		1	1
10015	fx_buff_01_16	0	造成的最终伤害提升	6	2.9	1	0	0	0	0		1	1
10016	fx_buff_01_04	0	受到的最终伤害减免提升	6	2.9	1	0	0	0	0		1	1
10017	fx_buff_01_17	0	受到治疗效果提升	6	5	1	0	0	0	0		1	1
10018	fx_buff_01_17	0	吸血提升	6	5	1	0	0	0	0		1	1
10019	fx_buff_01_17	0	伤害反弹提升	6	5	1	0	0	0	0		1	1
10020	fx_buff_01_17	0	造成护盾效果提升	6	5	1	0	0	0	0		1	1
10021	fx_buff_01_17	0	受到护盾效果提升	6	5	1	0	0	0	0		1	1
10022	fx_buff_01_17	0	受到间接伤害减免（DOT造成的伤害）	6	5	1	0	0	0	0		1	1
10023	fx_buff_01_17	0	造成间接伤害提升（DOT造成的伤害）	6	5	1	0	0	0	0		1	1
10024	fx_buff_01_17	0	受到真实伤害减免（跳过防御力计算）	6	5	1	0	0	0	0		1	1
10025	fx_buff_01_17	0	造成真实伤害提升（跳过防御力计算）	6	5	1	0	0	0	0		1	1
10026	fx_buff_01_17	0	受到穿透伤害减免（攻击时穿透率提升至3倍）	6	5	1	0	0	0	0		1	1
10027	fx_buff_01_17	0	造成穿透伤害提升（攻击时穿透率提升至3倍）	6	5	1	0	0	0	0		1	1
10028	fx_buff_01_17	0	受到穿刺伤害减免（跳过忍耐计算）	6	5	1	0	0	0	0		1	1
10029	fx_buff_01_17	0	造成穿刺伤害提升（跳过忍耐计算）	6	5	1	0	0	0	0		1	1
10030	fx_buff_01_17	0	受到破碎伤害减免（攻击时暴击伤害提升至2倍）	6	5	1	0	0	0	0		1	1
10031	fx_buff_01_17	0	造成破碎伤害提升（攻击时暴击伤害提升至2倍）	6	5	1	0	0	0	0		1	1
10032	fx_buff_01_17	0	受到破裂伤害减免（如果目标身上有增益效果，造成2倍伤害）	6	5	1	0	0	0	0		1	1
10033	fx_buff_01_17	0	造成破裂伤害提升（如果目标身上有增益效果，造成2倍伤害）	6	5	1	0	0	0	0		1	1
10034	fx_buff_01_17	0	受到破灭伤害减免（如果目标身上有减益效果，造成3倍伤害）	6	5	1	0	0	0	0		1	1
10035	fx_buff_01_17	0	造成破灭伤害提升（如果目标身上有减益效果，造成3倍伤害）	6	5	1	0	0	0	0		1	1
10036	fx_buff_01_17	0	受传奇种伤害减免	6	5	1	0	0	0	0		1	1
10037	fx_buff_01_17	0	对传奇种伤害提升	6	5	1	0	0	0	0		1	1
10038	fx_buff_01_17	0	受纯血种伤害减免	6	5	1	0	0	0	0		1	1
10039	fx_buff_01_17	0	对纯血钟伤害提升	6	5	1	0	0	0	0		1	1
10040	fx_buff_01_17	0	受变异种伤害减免	6	5	1	0	0	0	0		1	1
10041	fx_buff_01_17	0	对变异种伤害提升	6	5	1	0	0	0	0		1	1
10042	fx_buff_01_17	0	受混血种伤害减免	6	5	1	0	0	0	0		1	1
10043	fx_buff_01_17	0	对混血种伤害提升	6	5	1	0	0	0	0		1	1
10044	fx_buff_01_17	0	受傀化者伤害减免	6	5	1	0	0	0	0		1	1
10045	fx_buff_01_17	0	对傀化者伤害提升	6	5	1	0	0	0	0		1	1
10046	fx_buff_01_17	0	受纯黑者伤害减免	6	5	1	0	0	0	0		1	1
10047	fx_buff_01_17	0	对纯黑者伤害提升	6	5	1	0	0	0	0		1	1
10048	fx_buff_01_17	0	攻击相关能力提升（攻击、暴击、爆伤、穿透全部提升）	6	5	1	0	0	0	0		1	1
10049	fx_buff_01_17	0	防御相关能力提升（防御、暴抗、暴伤抗、忍耐全部提升）	6	5	1	0	0	0	0		1	1
10050	fx_buff_01_17	0	生命相关能力提升（生命、治疗、被治疗、护盾、被护盾全部提升）	6	5	1	0	0	0	0		1	1
10051	fx_buff_01_17	0	所有能力值提升（养成界面的所有属性）	6	5	1	0	0	0	0		1	1
10052	fx_buff_01_17	0	基础能力值提升（攻击、防御、生命提升）	6	5	1	0	0	0	0		1	1
10053	fx_buff_loop_2	0	治愈：每回合回复生命值	6	999	1	0	0	0	0		1	1
10054	fx_buff_01_18	0	免疫减益属性改写（攻击力降低、防御力降低等）	6	1.15	1	0	0	0	0		1	1
10055	fx_buff_01_19	0	SP点持续获得	6	1.15	1	0	0	0	0		1	1
10056	fx_buff_01_20	0	屏障，受到伤害不会超过	6	1.15	1	0	0	0	0		1	1
10057	fx_buff_01_21	0	闪避，无视技能的伤害	6	999	1	0	0	0	0		1	1
20001	fx_debuff_01_01	0	攻击力降低	6	2.9	1	0	0	0	0		1	1
20002	fx_debuff_01_02	0	防御力降低	6	2.9	1	0	0	0	0		1	1
20003	fx_debuff_01_13	0	生命值降低	6	2.9	1	0	0	0	0		1	1
20004	fx_debuff_01_05	0	幸运值降低	6	2.9	1	0	0	0	0		1	1
20005	fx_debuff_01_03	0	暴击值降低	6	2.9	1	0	0	0	0		1	1
20006	fx_debuff_01_09	0	暴伤值降低	6	2.9	1	0	0	0	0		1	1
20007	fx_debuff_01_11	0	暴抗值降低	6	2.9	1	0	0	0	0		1	1
20008	fx_debuff_01_10	0	暴伤抵抗降低	6	2.9	1	0	0	0	0		1	1
20009	fx_debuff_01_15	0	精准降低	6	2.9	1	0	0	0	0		1	1
20010	fx_debuff_01_12	0	格挡降低	6	2.9	1	0	0	0	0		1	1
20011	fx_debuff_01_14	0	穿透降低	6	2.9	1	0	0	0	0		1	1
20012	fx_debuff_01_06	0	忍耐降低	6	2.9	1	0	0	0	0		1	1
20013	fx_debuff_01_08	0	造成的技能伤害降低	6	2.9	1	0	0	0	0		1	1
20014	fx_debuff_01_07	0	技能伤害减免降低	6	2.9	1	0	0	0	0		1	1
20015	fx_debuff_01_16	0	造成的最终伤害降低	6	2.9	1	0	0	0	0		1	1
20016	fx_debuff_01_04	0	受到的最终伤害减免降低	6	2.9	1	0	0	0	0		1	1
20017	fx_food_buff	0	食物的buff	6	1.4	1	0	0	0	0		1	1
20018	fx_buff_01_22	0	造成治疗效果降低	6	1.5	1	0	0	0	0		1	1
20019	fx_buff_01_22	0	受到治疗效果降低	6	1.5	1	0	0	0	0		1	1
20020	fx_buff_01_22	0	吸血降低	6	1.5	1	0	0	0	0		1	1
20021	fx_buff_01_22	0	造成护盾效果降低	6	1.5	1	0	0	0	0		1	1
20022	fx_buff_01_22	0	受到护盾效果降低	6	1.5	1	0	0	0	0		1	1
20023	fx_buff_01_17	0	受到间接伤害提升（DOT造成的伤害）	6	5	1	0	0	0	0		1	1
20024	fx_buff_01_22	0	造成间接伤害降低（DOT造成的伤害）	6	1.5	1	0	0	0	0		1	1
20025	fx_buff_01_17	0	受到真实伤害提升（跳过防御力计算）	6	5	1	0	0	0	0		1	1
20026	fx_buff_01_22	0	造成真实伤害降低（跳过防御力计算）	6	1.5	1	0	0	0	0		1	1
20027	fx_buff_01_17	0	受到穿透伤害提升（攻击时穿透率降低至3倍）	6	5	1	0	0	0	0		1	1
20028	fx_buff_01_22	0	造成穿透伤害降低（攻击时穿透率降低至3倍）	6	1.5	1	0	0	0	0		1	1
20029	fx_buff_01_17	0	受到穿刺伤害提升（跳过忍耐计算）	6	5	1	0	0	0	0		1	1
20030	fx_buff_01_22	0	造成穿刺伤害降低（跳过忍耐计算）	6	1.5	1	0	0	0	0		1	1
20031	fx_buff_01_17	0	受到破碎伤害提升（攻击时暴击伤害降低至2倍）	6	5	1	0	0	0	0		1	1
20032	fx_buff_01_22	0	造成破碎伤害降低（攻击时暴击伤害降低至2倍）	6	1.5	1	0	0	0	0		1	1
20033	fx_buff_01_17	0	受到破裂伤害提升（如果目标身上有增益效果，造成2倍伤害）	6	5	1	0	0	0	0		1	1
20034	fx_buff_01_22	0	造成破裂伤害降低（如果目标身上有增益效果，造成2倍伤害）	6	1.5	1	0	0	0	0		1	1
20035	fx_buff_01_17	0	受到破灭伤害提升（如果目标身上有减益效果，造成3倍伤害）	6	5	1	0	0	0	0		1	1
20036	fx_buff_01_22	0	造成破灭伤害降低（如果目标身上有减益效果，造成3倍伤害）	6	1.5	1	0	0	0	0		1	1
20037	fx_buff_01_17	0	受传奇种伤害提升	6	5	1	0	0	0	0		1	1
20038	fx_buff_01_22	0	对传奇种伤害降低	6	1.5	1	0	0	0	0		1	1
20039	fx_buff_01_17	0	受纯血种伤害提升	6	5	1	0	0	0	0		1	1
20040	fx_buff_01_22	0	对纯血种伤害降低	6	1.5	1	0	0	0	0		1	1
20041	fx_buff_01_17	0	受变异种伤害提升	6	5	1	0	0	0	0		1	1
20042	fx_buff_01_22	0	对变异种伤害降低	6	1.5	1	0	0	0	0		1	1
20043	fx_buff_01_17	0	受混血种伤害提升	6	5	1	0	0	0	0		1	1
20044	fx_buff_01_22	0	对混血种伤害降低	6	1.5	1	0	0	0	0		1	1
20045	fx_buff_01_17	0	受傀化者伤害提升	6	5	1	0	0	0	0		1	1
20046	fx_buff_01_22	0	对傀化者伤害降低	6	1.5	1	0	0	0	0		1	1
20047	fx_buff_01_17	0	受纯黑者伤害提升	6	5	1	0	0	0	0		1	1
20048	fx_buff_01_22	0	对纯黑者伤害降低	6	1.5	1	0	0	0	0		1	1
20049	fx_buff_01_17	0	攻击相关能力降低（攻击、暴击、爆伤、穿透全部降低）	6	5	1	0	0	0	0		1	1
20050	fx_buff_01_22	0	防御相关能力降低（防御、暴抗、暴伤抗、忍耐全部降低）	6	1.5	1	0	0	0	0		1	1
20051	fx_buff_01_17	0	生命相关能力降低（生命、治疗、被治疗、护盾、被护盾全部降低）	6	5	1	0	0	0	0		1	1
20052	fx_buff_01_22	0	所有能力值下降（养成界面所有属性全部降低）	6	1.5	1	0	0	0	0		1	1
20053	fx_buff_01_17	0	基础能力值下降（攻击、防御、生命降低）	6	5	1	0	0	0	0		1	1
20054	fx_buff_01_23	0	余震：回合结束，造成伤害量90%的追加伤害	6	1.6	1	0	0	0	0		1	1
20055	fx_buff_01_24	0	诅咒：回合结束，造成最大生命值20%的伤害	6	999	1	0	0	0	0		1	1
20056	fx_buff_01_28	0	腐蚀：回合结束，造成当前生命值20%的伤害	6	999	1	0	0	0	0		1	1
20057	fx_buff_01_25	0	禁止进攻技能	6	1.1	1	0	0	0	0		1	1
20058	fx_buff_01_26	0	禁止治疗技能	6	1.2	1	0	0	0	0		1	1
20059	fx_buff_01_27	0	禁止BUFF技能	6	1.3	1	0	0	0	0		1	1
20060	fx_buff_01_29	0	禁止DEBUFF技能	6	1.1	1	0	0	0	0		1	1
20061	fx_sleep_loop_1	0	睡眠：无法行动，被攻击后结束并且回血	6	999	2	Head_M	0	0	0		1	1
20062	fx_buff_01_30	0	冰封：无法行动，被攻击后结束并受到额外伤害	6	999	1	0	0	0	0		1	1
20063	fx_buff_01_31	0	无法获得SP点	6	1.3	1	0	0	0	0		1	1
20064	fx_debuff_loop_8	0	放逐：不受任何技能影响，从目标库中去除	6	999	1	0	0	0	0		1	1
20065	fx_buff_01_32	0	免疫增益	6	1.15	1	0	0	0	0		1	1
20066	fx_buff_01_33	0	免疫增益属性改写（攻击力提升、防御力提升等）	6	1.15	1	0	0	0	0		1	1
20067	fx_buff_01_34	0	SP点持续扣除	6	1.15	1	0	0	0	0		1	1
20068	fx_buff_01_35	0	只能使用增益	6	1.15	1	0	0	0	0		1	1
20069	fx_buff_01_36	0	只能使用攻击	6	1.15	1	0	0	0	0		1	1
20070	fx_buff_01_37	0	只能使用治疗	6	1.15	1	0	0	0	0		1	1
20071	fx_buff_01_38	0	只能使用减益	6	1.15	1	0	0	0	0		1	1
20072	fx_buff_01_39	0	感染：无法获得治疗	6	1.15	1	0	0	0	0		1	1
20073	fx_buff_01_40	0	无法获得护盾	6	1.15	1	0	0	0	0		1	1
20074	fx_buff_01_41	0	易伤：受到伤害提升	6	1.15	1	0	0	0	0		1	1
30001	fx_common_liuxue_buff	0	流血 buff	6	9999	2	Root_M	0	0	0		1	1
30002	fx_common_ganran_buff	0	感染	6	9999	2	Root_M	0	0	0		1	1
30003	fx_common_fire_buff	0	烧伤	6	9999	2	Root_M	0	0	0		1	1
30004	fx_debuff_loop_1	0	毒	6	9999	2	Root_M	0	0	0		1	1
31004	fx_debuff_loop_1_bust	0	毒爆发时的特效	6	1.1333	1	0	0	0	0		1	1
30005	fx_buff_loop_2	0	持续回血buff	6	9999	1	0	0	0	0		1	1
31005	fx_buff_loop_2_bust	0	回血时的特效瞬时	6	1.3333	1	0	0	0	0		1	1
30006	fx_debuff_loop_3	0	灼烧	6	9999	2	Root_M	0	0	0		1	1
31006	fx_debuff_loop_3_bust	0	灼烧爆发时的特效	6	1.6	1	0	0	0	0		1	1
30008	fx_shengwu_zhan	0	圣物的斩杀效果	6	1.0667	1	0	0	0	0		1	1
30009	fx_fear_buff	0	恐惧	6	9999	2	Head_M	0	0	0		1	1
30010	fx_debuff_loop_7_zhen	0	伤害传导	6	999	1	0	0	0	0		1	1
31010	fx_debuff_loop_7_fu	0	被传导	6	999	1	0	0	0	0		1	1
30011	fx_debuff_loop_6	0	双向扩散	6	999	1	0	0	0	0		1	1
31011	fx_debuff_loop_6_end	0	双向扩散结束	6	1.8	1	0	0	0	0		1	1
30012	fx_fanji_01	0	反击	6	1.25	2	Head_M	0	0	0		1	1
30013	fx_buff_01_42	0	暴露：无法被嘲讽保护	6	0.9	1	0	0	0	0		1	1
30014	fx_buff_01_43	0	守护：替有被守护标记的队友承伤	6	1.4	1	0	0	0	0		1	1
30015	fx_buff_01_44	0	被守护：受到部分伤害传递给友方	6	1.5	1	0	0	0	0		1	1
30016	fx_buff_01_45	0	反击：被技能攻击时，反击技能	6	1.3	1	0	0	0	0		1	1
30017	fx_buff_01_46	0	重击：释放技能时，对目标施加额外伤害	6	1.4	1	0	0	0	0		1	1
30018	fx_buff_01_47	0	连击：释放技能后追加释放另外的技能	6	1.4	1	0	0	0	0		1	1
30019	fx_buff_01_48	0	追击：其他人释放技能后自己追加释放另外的技能	6	1.4	1	0	0	0	0		1	1
30020	fx_buff_01_49	0	冰霜：标记	6	1.4	1	0	0	0	0		1	1
30021	fx_buff_pvp_Attack_Enhancement	0	pvp，每回合攻击力提升	6	2	1	0	0	0	0		1	1
30022	fx_buff_pvp_Take_damage	0	pvp，每回合受到伤害	6	1.5	1	0	0	0	0		1	1
30023	fx_buff_SP_dazhao_loop_pro	0	SP点满	6	9999	3	0	0	0	0		1	1
30024	fx_buff_SP_dazhao_loop_pro	0	SP点满（pro）	6	9999	3	0	0	0	0		1	1
30025	fx_AreaMap_1_icon_01	0	涂鸦印记	6	2	7	0	0	0	0		1	1
30026	fx_AreaMap_2_icon_01	0	工业污染	6	2	7	0	0	0	0		1	1
30027	fx_AreaMap_3_icon_01	0	美食疗法	6	2	7	0	0	0	0		1	1
30028	fx_AreaMap_4_icon_01	0	荣光庇佑	6	2	7	0	0	0	0		1	1
30029	fx_AreaMap_5_icon_01	0	纳米护甲	6	2	7	0	0	0	0		1	1
30030	fx_AreaMap_6_icon_01	0	军备支援	6	2	7	0	0	0	0		1	1
30031	fx_8010_buff_loop	0	医生BUFF持续	6	9999	1	0	0	0	0		1	1
30032	fx_8010_buff_tisheng_chufa	0	医生BUFF触发	6	2.16	1	0	0	0	0		1	1
30033	fx_buff_mark_01	0	标记特效	0	9999	3	0	0	0	0		1	1
40002	fx_buff_loop_1	0	护盾	6	9999	1	0	0	0	0		1	1
41002	fx_buff_loop_1_break	0	护盾消失	6	2	1	0	0	0	0		1	1
40003	fx_hudun_loop_1	0	合卡护盾持续	6	9999	1	0	0	1	0		1	1
41003	fx_hudun_loop_1_break	0	合卡护盾消失	6	1.0333	1	0	0	0	0		1	1
43001	fx_buff_hudun_loop_1	0	新护盾	6	9999	1	0	0	1	1		1	1
43002	fx_buff_hudun_hit_1	0	新护盾受击	6	1.02	1	0	0	0	0		1	1
43003	fx_buff_hudun_break_1	0	新护盾消失	6	1.47	1	0	0	0	1		1	1
50001	fx_debuff_loop_2	0	沉默	6	9999	1	0	0	0	0		1	1
50002	fx_buff_loop_3	0	效果免疫持续	6	9999	1	0	0	0	0		1	1
51002	fx_buff_loop_3_bust	0	效果免疫结束	6	1	1	0	0	0	0		1	1
50003	fx_buff_loop_4	0	无敌持续	6	999	1	Root_M	0	0	0		1	1
51003	fx_buff_loop_4_bust	0	无敌结束	6	1	1	Root_M	0	0	0		1	1
52003	wudi	0	无敌结束	6	1	5	0	0	0	0		1	1
50004	fx_common_xuanyun_loop_buff_1	0	晕眩	6	999	2	Head_M	0	0	0		1	1
50005	fx_common_miankongbuff_loop	0	免疫控制	6	999	2	Root_M	0	0	0		1	1
50006	fx_hide	0	隐秘	6	999	1	0	0	0	0		1	1
51006	fx_hide_disappear	0	隐秘消失	6	2	1	0	0	0	0		1	1
52006	hide	0	隐秘的catmap特效	6	999	5	0	0	0	0		1	1
53006	1	0	隐身	6	999	6	0	0	0	0		1	1
50007	fx_boss_weak_star	0	虚弱触发	6	1	1	0	0	0	0		1	1
51007	fx_boss_weak	0	虚弱持续	6	999	1	0	0	0	0		1	1
50008	fx_boss_angry_star	0	狂暴触发	6	1.9	1	0	0	0	0		1	1
51008	fx_boss_angry	0	狂暴持续	6	999	1	0	0	0	0		1	1
50009	fx_sleep_loop_1	0	睡眠持续	6	999	2	Head_M	0	0	0		1	1
50010	2	0	冰冻特效	6	999	6	0	0	0	0		1	1
50011	3	0	冰冻特效	6	999	6	0	0	0	0		1	1
60001	fx_debuff_cat_start_2	0	禁止增加BUFF类技能（触发）	6	2.13	1	0	0	0	0		1	1
61001	fx_debuff_cat_loop_2	0	禁止增加BUFF类技能（持续）	6	999	1	0	0	0	0		1	1
62001	fx_debuff_cat_end_2	0	禁止增加BUFF类技能（结束）	6	1.05	1	0	0	0	0		1	1
60002	fx_debuff_cat_2_start	0	嘲讽开始	6	1.6333	1	0	0	0	0		1	1
61002	fx_debuff_cat_2_loop	0	嘲讽持续	6	9999	1	0	0	0	0		1	1
62002	fx_debuff_cat_2_end	0	嘲讽结束	6	1.8667	1	0	0	0	0		1	1
60003	fx_debuff_cat_3_start	0	挑衅开始特效	6	1	1	0	0	0	0		1	1
61003	fx_debuff_cat_3_loop	0	挑衅持续特效	6	999	1	0	0	0	0		1	1
62003	fx_debuff_cat_3_end	0	挑衅结束特效	6	1	1	0	0	0	0		1	1
60004	fx_debuff_loop_8	0	放逐	6	999	1	0	0	0	0		1	1
61004	fx_debuff_loop_8_end	0	放逐结束特效	6	2	1	0	0	0	0		1	1
70001	fx_sp_up	0	SP增加	6	1	1	0	0	0	0		1	1
70002	fx_sp_down	0	SP减少	6	1	1	0	0	0	0		1	1
70003	fx_buff_addsp_01	0	SP渐回持续	6	999	1	0	0	0	0		1	1
71003	fx_buff_addsp_bust	0	SP渐回触发	6	2.55	1	0	0	0	0		1	1
10100201	fx_buff_cat_1_start	0	军装日天专用鼓舞开始	6	1.633	1	0	0	0	0		1	1
10100202	fx_buff_cat_1_loop	0	军装日天专用鼓舞持续	6	9999	1	0	0	0	0		1	1
10100203	fx_buff_cat_1_end	0	军装日天专用鼓舞结束	6	0.5	1	0	0	0	0		1	1
10200101	fx_debuff_loop_4	0	美短老初始专用锁定BUFF	6	9999	1	0	0	0	0		1	1
10200301	fx_buff_loop_5	0	美短泳装气泡充能	6	9999	1	0	0	0	0		1	1
10200501	fx_debuff_loop_5	0	电痕系列的特效	6	9999	1	0	0	0	0		1	1
10100111	fx_101001_attack_new	0	狸花普攻	6	1.89	1	0	0	0	0		1	1
101001151	fx_101001_attack_1_trail_L_hit	0	狸花普攻拖尾	6	2.3	2	weapon_jnt	0	0	0		1	1
10100121	fx_101001_skill01	0	狸花小技能	6	3.8	1	0	0	0	0		1	1
10100131	101001_skill3_TL	0	狸花大招	6	0	4	0	0	0	0		1	1
101001351	fx_101001_skill_2_bip001lhand	0	狸花大招拖尾1	6	1.8	2	Bip001 L Hand	0	0	0		1	1
101001352	fx_101001_skill_2_bip001rhand	0	狸花大招拖尾2	6	1.8	2	Bip001 R Hand	0	0	0		1	1
10100132	fx_101001_skill_2_hit	0	101001大招受击	6	1.7	1	0	0	0	0		1	1
10100211	fx_101002_skill01	0	普攻	6	3.9	1	0	0	0	0		1	1
101002121	fx_101002_skill01_hit_01	0	普攻受击1	6	0.6	1	0	0	0	0		1	1
101002122	fx_101002_skill01_hit_02	0	普攻受击2	6	0.6	1	0	0	0	0		1	1
101002131	fx_101002_skill01_bullet_01	0	普攻子弹1	6	0.35	1	0	0	0	0		1	1
101002132	fx_101002_skill01_bullet_02	0	普攻子弹2	6	0.35	1	0	0	0	0		1	1
10100221	fx_101002_skill02	0	101002技能2攻击特效	6	4.1	1	0	0	0	0		1	1
10100222	fx_101002_skill02_buff	0	101002技能2受击特效	6	1.6	1	0	0	0	0		1	1
10100231	101002_skill03_TL	0	狸花军装大招	6	0	4	0	0	0	0		1	1
10100232	fx_101002_skill03_hit	0	101002大招受击	6	1.3	1	0	0	0	0		1	1
10200111	fx_102001_attack	0	102001普攻	6	0.8	2	weapon_R_M	0	0	0		1	1
10200112	fx_102001_attack_hit	0	102001普攻受击	6	1.1	3	0	0	0	0		1	1
10200121	fx_102001_skill01	0	102001小技能	6	4	2	weapon_move_jnt	0	0	0		1	1
102001252	fx_102001_skill01_jiguang01	0	102001小技能激光飘带	6	4.3	2	weapon_L_M	0	0	0		1	1
102001253	fx_102001_skill01_jiguang02	0	102001小技能激光飘带	6	4.3	2	weapon_R_M	0	0	0		1	1
10200122	fx_102001_skill01_hit	0	102001小技能受击	6	1.2	1	0	0	0	0		1	1
10200131	102001_skill3_TL	0	102001大招	6	0	4	0	0	0	0		1	1
102001351	fx_102001_skill02_tuowei	0	102001大招拖尾	6	3.8	2	Bone_canoon_claw_spin001	0	0	0		1	1
10200132	fx_102001_skill02_hit	0	102001大招受击	6	1.8	1	0	0	0	0		1	1
10300111	fx_103001_attack_dandao	0	103001普攻弹道	6	2.5	2	bear_Root_M	0	0	0		1	1
10300112	fx_103001_attack_hit	0	103001普攻受击	6	0.46	1	0	0	0	0		1	1
10300121	fx_103001_skill02_new	0	主特效	6	3	1	0	0	0	0		1	1
10300122	fx_103001_skill02_hit_new	0	受击特效	6	2	1	0	0	0	0		1	1
103001251	fx_103001_skill02_weapon_target_new	0	武器拖尾	6	3	2	bear_root_move_jnt	0	0	0		1	1
103001221	fx_103001_skill02_hit_enemyaoe_new	0	AOE点受击特效	6	3.2	1	0	0	0	0		1	1
10300131	103001_skill03_TL	0	103001大招	6	7.3	4	0	0	0	0		1	1
10300132	fx_103001_skill_3_hit	0	103001大招受击	6	2.5	1	0	0	0	0		1	1
103001351	fx_103001_skill_3_trail_IndexFinger4_L	0	103001大招拖尾1	6	3.34	2	IndexFinger4_L	0	0	0		1	1
103001352	fx_103001_skill_3_trail_IndexFinger4_R	0	103001大招拖尾2	6	6.64	2	IndexFinger4_R	0	0	0		1	1
100211	fx_1002_skill01	0	1002技能1	6	2	1	0	0	0	0		1	1
100212	fx_1002_skill01_hit	0	1002技能1受击	6	2	1	0	0	0	0		1	1
100221	fx_1002_skill02	0	1002技能2	6	5	1	0	0	0	0		1	1
100222	fx_1002_skill02_hit	0	1002技能2受击	6	5	1	0	0	0	0		1	1
100411	fx_1004_skill01_new	0	1004技能1攻击特效	6	1.11	1	0	0	0	0		1	1
100412	fx_1004_skill01_hit_new	0	1004技能1受击特效	6	1.01	3	0	0	0	0		1	1
