RoleId,,Level,Condition,ConditionDes,LevelType,,,Attr,AttrRefixId,AttrRefixType,,Group,Des,CostItem,LevelName,LevelIcon,,TypeName,TypeIcon,SkillChoose
3000001,律,28,"16000,20",,2,,属性强化Ⅳ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,70",LevelName_3000001_28,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,29,"16000,20",,2,,奥义强化Ⅱ,"101,117;102,13;103,7;104,56","3100012,1",1,奥义等级+1,0,Level_Des_3000001_2_29,"1006223,74",LevelName_3000001_29,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_2,
3000001,律,30,"16000,20",,2,,属性强化Ⅴ,"101,117;102,13;103,8;104,56","3100060,1",5,能量上限+1,0,,"1006223,78",LevelName_3000001_30,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,31,"16000,20",,2,,乘势追击Ⅰ,"101,117;102,13;103,7;104,55","3100013,1",2,对完全弱点击破的怪物进行攻击时，伤害提升5%,101,,"1006223,82",LevelName_3000001_31,3900001_zy_jn_tf_icon,,,tianfu_3900001_big_2,
3000001,律,32,"16000,20",,2,,属性强化Ⅵ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,86",LevelName_3000001_32,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,33,"16000,20",,2,,普攻强化Ⅲ,"101,117;102,13;103,8;104,56","3100014,1",1,普通攻击等级+1,0,Level_Des_3000001_2_33,"1006223,90",LevelName_3000001_33,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_2,
3000001,律,34,"16000,20",,2,,属性强化Ⅶ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,94",LevelName_3000001_34,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,35,"16000,20",,2,,连携技强化Ⅲ,"101,117;102,13;103,7;104,56",,,连携技等级+1,0,,"1006223,98",LevelName_3000001_35,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_2,
3000001,律,36,"16000,20",,2,,属性强化Ⅷ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,102",LevelName_3000001_36,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,37,"16000,20",,2,,奥义强化Ⅲ,"101,117;102,13;103,7;104,55","3100015,1",1,奥义等级+1,0,Level_Des_3000001_2_37,"1006223,106",LevelName_3000001_37,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_2,
3000001,律,38,"16000,20",,2,,属性强化Ⅸ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,110",LevelName_3000001_38,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,39,"16000,20",,2,,属性强化Ⅹ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,114",LevelName_3000001_39,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_2,
3000001,律,40,"16000,20",,2,,弱点精通Ⅱ,"101,117;102,13;103,7;104,55","3100016,1",5,弱破效果提升2%,0,,"1006223,118",LevelName_3000001_40,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_2,"31000401,31000402"
3000001,律,41,"16000,40",Level_ConditionDes_3000001_3,3,破法,待机强化Ⅰ,"101,117;102,13;103,7;104,56","3100017,1",4,待机技能等级+1,1001,Level_Des_3000001_3_41,"1006223,122",LevelName_3000001_41,3900001_zy_jn_dj_icon,破法,Level_TypeName_3000001_3,tianfu_3900001_big_3,
3000001,律,42,"16000,40",,3,,属性强化Ⅰ,"101,117;102,13;103,8;104,56","3100062,1",5,,0,,"1006223,126",LevelName_3000001_42,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,43,"16000,40",,3,,君王Ⅱ,"101,117;102,13;103,7;104,55","3100008,2",3,每携带1位君王，攻击时降低目标弱点防御1%，持续1回合,10001,,"1006223,130",LevelName_3000001_43,3900001_zy_jn_zj_icon,,,tianfu_3900001_big_3,
3000001,律,44,"16000,40",,3,,属性强化Ⅱ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,134",LevelName_3000001_44,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,45,"16000,40",,3,,普攻强化Ⅳ,"101,117;102,13;103,8;104,56","3100019,1",1,普通攻击等级+1,0,Level_Des_3000001_3_45,"1006223,138",LevelName_3000001_45,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_3,
3000001,律,46,"16000,40",,3,,属性强化Ⅲ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,142",LevelName_3000001_46,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,47,"16000,40",,3,,连携技强化Ⅳ,"101,117;102,13;103,7;104,56",,,连携技等级+1,0,,"1006223,146",LevelName_3000001_47,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_3,
3000001,律,48,"16000,40",,3,,属性强化Ⅳ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,150",LevelName_3000001_48,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,49,"16000,40",,3,,奥义强化Ⅳ,"101,117;102,13;103,7;104,55","3100020,1",1,奥义等级+1,0,Level_Des_3000001_3_49,"1006223,154",LevelName_3000001_49,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_3,
3000001,律,50,"16000,40",,3,,属性强化Ⅴ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,158",LevelName_3000001_50,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,51,"16000,40",,3,,仆从Ⅱ,"101,117;102,13;103,8;104,56","3100009,2",3,每携带1位仆从，自身弱破效果提升1%,10002,,"1006223,162",LevelName_3000001_51,3900001_zy_jn_zj_icon,,,tianfu_3900001_big_3,
3000001,律,52,"16000,40",,3,,属性强化Ⅵ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,166",LevelName_3000001_52,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,53,"16000,40",,3,,普攻强化Ⅴ,"101,117;102,13;103,7;104,56","3100022,1",1,普通攻击等级+1,0,Level_Des_3000001_3_53,"1006223,170",LevelName_3000001_53,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_3,
3000001,律,54,"16000,40",,3,,属性强化Ⅶ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,174",LevelName_3000001_54,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,55,"16000,40",,3,,连携技强化Ⅴ,"101,117;102,13;103,7;104,55",,,连携技等级+1,0,,"1006223,178",LevelName_3000001_55,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_3,
3000001,律,56,"16000,40",,3,,属性强化Ⅷ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,182",LevelName_3000001_56,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,57,"16000,40",,3,,奥义强化Ⅴ,"101,117;102,13;103,8;104,56","3100023,1",1,奥义等级+1,0,Level_Des_3000001_3_57,"1006223,186",LevelName_3000001_57,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_3,
3000001,律,58,"16000,40",,3,,属性强化Ⅸ,"101,117;102,13;103,7;104,55","3100062,1",5,,0,,"1006223,190",LevelName_3000001_58,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_3,
3000001,律,59,"16000,40",,3,,神子Ⅱ,"101,117;102,13;103,7;104,56","3100010,2",3,每携带1位神子，自身穿透效果提升0.5%,10003,,"1006223,194",LevelName_3000001_59,3900001_zy_jn_zj_icon,,,tianfu_3900001_big_3,
3000001,律,60,"16000,40",,3,,弱点特效Ⅱ,"101,117;102,13;103,8;104,56","3100025,1",5,穿透率提升1.6%,0,,"1006223,198",LevelName_3000001_60,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_3,"31000601,31000602"
3000001,律,61,"16000,60",Level_ConditionDes_3000001_4,4,叩天,弱点精通Ⅲ,"101,117;102,13;103,7;104,55","3100026,1",5,弱破效果提升2%,0,,"1006223,206",LevelName_3000001_61,3900001_zy_jn_bd_icon,叩天,Level_TypeName_3000001_4,tianfu_3900001_big_4,
3000001,律,62,"16000,60",,4,,属性强化Ⅰ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,214",LevelName_3000001_62,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,63,"16000,60",,4,,待机强化Ⅱ,"101,117;102,13;103,8;104,56","3100017,2",4,待机技能等级+1,1001,Level_Des_3000001_4_63,"1006223,222",LevelName_3000001_63,3900001_zy_jn_dj_icon,,,tianfu_3900001_big_4,
3000001,律,64,"16000,60",,4,,属性强化Ⅱ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,230",LevelName_3000001_64,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,65,"16000,60",,4,,普攻强化Ⅵ,"101,117;102,13;103,7;104,56","3100028,1",1,普通攻击等级+1,0,Level_Des_3000001_4_65,"1006223,238",LevelName_3000001_65,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_4,
3000001,律,66,"16000,60",,4,,属性强化Ⅲ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,246",LevelName_3000001_66,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,67,"16000,60",,4,,连携技强化Ⅵ,"101,117;102,13;103,7;104,55",,,连携技等级+1,0,,"1006223,254",LevelName_3000001_67,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_4,
3000001,律,68,"16000,60",,4,,属性强化Ⅳ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,262",LevelName_3000001_68,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,69,"16000,60",,4,,奥义强化Ⅵ,"101,117;102,13;103,8;104,56","3100029,1",1,奥义等级+1,0,Level_Des_3000001_4_69,"1006223,270",LevelName_3000001_69,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_4,
3000001,律,70,"16000,60",,4,,属性强化Ⅴ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,278",LevelName_3000001_70,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,71,"16000,60",,4,,弱点特效Ⅲ,"101,117;102,13;103,7;104,56","3100030,1",5,穿透率提升1.6%,0,,"1006223,286",LevelName_3000001_71,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_4,
3000001,律,72,"16000,60",,4,,属性强化Ⅵ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,294",LevelName_3000001_72,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,73,"16000,60",,4,,普攻强化Ⅶ,"101,117;102,13;103,7;104,55","3100031,1",1,普通攻击等级+1,0,Level_Des_3000001_4_73,"1006223,302",LevelName_3000001_73,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_4,
3000001,律,74,"16000,60",,4,,属性强化Ⅶ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,310",LevelName_3000001_74,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,75,"16000,60",,4,,连携技强化Ⅶ,"101,117;102,13;103,8;104,56",,,连携技等级+1,0,,"1006223,318",LevelName_3000001_75,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_4,
3000001,律,76,"16000,60",,4,,属性强化Ⅷ,"101,117;102,13;103,7;104,55","3100062,1",5,,0,,"1006223,326",LevelName_3000001_76,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,77,"16000,60",,4,,奥义强化Ⅶ,"101,117;102,13;103,7;104,56","3100032,1",1,奥义等级+1,0,Level_Des_3000001_4_77,"1006223,334",LevelName_3000001_77,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_4,
3000001,律,78,"16000,60",,4,,属性强化Ⅸ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,342",LevelName_3000001_78,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_4,
3000001,律,79,"16000,60",,4,,乘势追击Ⅱ,"101,117;102,13;103,7;104,55","3100013,2",2,对完全弱点击破的怪物进行攻击时，伤害提升7%,101,,"1006223,350",LevelName_3000001_79,3900001_zy_jn_tf_icon,,,tianfu_3900001_big_4,
3000001,律,80,"16000,60",,4,,君王Ⅲ,"101,117;102,13;103,7;104,56","3100008,3",3,每携带1位君王，攻击时降低目标弱点防御1.5%，持续1回合,10001,,"1006223,358",LevelName_3000001_80,3900001_zy_jn_zj_icon,,,tianfu_3900001_big_4,"31000801,31000802"
3000001,律,81,"16000,80",Level_ConditionDes_3000001_5,5,真言,仆从Ⅲ,"101,117;102,13;103,8;104,56","3100009,3",3,每携带1位仆从，自身弱破效果提升1.5%,10002,,"1006223,366",LevelName_3000001_81,3900001_zy_jn_zj_icon,真言,Level_TypeName_3000001_5,tianfu_3900001_big_5,
3000001,律,82,"16000,80",,5,,属性强化Ⅰ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,374",LevelName_3000001_82,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,83,"16000,80",,5,,神子Ⅲ,"101,117;102,13;103,7;104,56","3100010,3",3,每携带1位神子，自身穿透效果提升0.5%,10003,,"1006223,382",LevelName_3000001_83,3900001_zy_jn_zj_icon,,,tianfu_3900001_big_5,
3000001,律,84,"16000,80",,5,,属性强化Ⅱ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,390",LevelName_3000001_84,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,85,"16000,80",,5,,普攻强化Ⅷ,"101,117;102,13;103,7;104,55","3100037,1",1,普通攻击等级+1,0,Level_Des_3000001_5_85,"1006223,398",LevelName_3000001_85,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_5,
3000001,律,86,"16000,80",,5,,属性强化Ⅲ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,406",LevelName_3000001_86,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,87,"16000,80",,5,,连携技强化Ⅷ,"101,117;102,13;103,8;104,56",,,连携技等级+1,0,,"1006223,414",LevelName_3000001_87,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_5,
3000001,律,88,"16000,80",,5,,属性强化Ⅳ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,422",LevelName_3000001_88,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,89,"16000,80",,5,,奥义强化Ⅷ,"101,117;102,13;103,7;104,56","3100038,1",1,奥义等级+1,0,Level_Des_3000001_5_89,"1006223,430",LevelName_3000001_89,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_5,
3000001,律,90,"16000,80",,5,,属性强化Ⅴ,"101,117;102,13;103,8;104,56","3100061,1",5,能量上限+1,0,,"1006223,438",LevelName_3000001_90,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,91,"16000,80",,5,,弱点精通Ⅳ,"101,117;102,13;103,7;104,55","3100039,1",5,弱破效果提升2%,0,,"1006223,446",LevelName_3000001_91,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_5,
3000001,律,92,"16000,80",,5,,属性强化Ⅵ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,454",LevelName_3000001_92,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,93,"16000,80",,5,,普攻强化Ⅸ,"101,117;102,13;103,8;104,56","3100040,1",1,普通攻击等级+1,0,Level_Des_3000001_5_93,"1006223,462",LevelName_3000001_93,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_5,
3000001,律,94,"16000,80",,5,,属性强化Ⅶ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,470",LevelName_3000001_94,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,95,"16000,80",,5,,连携技强化Ⅸ,"101,117;102,13;103,7;104,56",,,连携技等级+1,0,,"1006223,478",LevelName_3000001_95,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_5,
3000001,律,96,"16000,80",,5,,属性强化Ⅷ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,486",LevelName_3000001_96,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,97,"16000,80",,5,,奥义强化Ⅸ,"101,117;102,13;103,7;104,55","3100041,1",1,奥义等级+1,0,Level_Des_3000001_5_97,"1006223,494",LevelName_3000001_97,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_5,
3000001,律,98,"16000,80",,5,,属性强化Ⅸ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,502",LevelName_3000001_98,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_5,
3000001,律,99,"16000,80",,5,,待机强化Ⅲ,"101,117;102,13;103,8;104,56","3100017,3",4,待机技能等级+1,1001,Level_Des_3000001_5_99,"1006223,510",LevelName_3000001_99,3900001_zy_jn_dj_icon,,,tianfu_3900001_big_5,
3000001,律,100,"16000,80",,5,,弱点特效Ⅳ,"101,117;102,13;103,7;104,55","3100043,1",5,穿透率提升1.6%,0,,"1006223,518",LevelName_3000001_100,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_5,"31001001,31001002"
3000001,律,101,"16000,100",Level_ConditionDes_3000001_6,6,恩赐,攻击强化,"101,117;102,13;103,7;104,56","3100044,1",5,攻击力提升2.5%,0,,"1006223,534",LevelName_3000001_101,3900001_zy_jn_bd_icon,恩赐,Level_TypeName_3000001_6,tianfu_3900001_big_6,
3000001,律,102,"16000,100",,6,,属性强化Ⅰ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,550",LevelName_3000001_102,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,103,"16000,100",,6,,普攻强化Ⅹ,"101,117;102,13;103,7;104,55","3100045,1",1,普通攻击等级+1,0,Level_Des_3000001_6_103,"1006223,566",LevelName_3000001_103,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_6,
3000001,律,104,"16000,100",,6,,属性强化Ⅱ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,582",LevelName_3000001_104,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,105,"16000,100",,6,,连携技强化Ⅹ,"101,117;102,13;103,8;104,56",,,连携技等级+1,0,,"1006223,598",LevelName_3000001_105,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_6,
3000001,律,106,"16000,100",,6,,属性强化Ⅲ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,614",LevelName_3000001_106,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,107,"16000,100",,6,,奥义强化Ⅹ,"101,117;102,13;103,7;104,56","3100046,1",1,奥义等级+1,0,Level_Des_3000001_6_107,"1006223,630",LevelName_3000001_107,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_6,
3000001,律,108,"16000,100",,6,,属性强化Ⅳ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,646",LevelName_3000001_108,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,109,"16000,100",,6,,弱点精通Ⅴ,"101,117;102,13;103,7;104,55","3100047,1",5,弱破效果提升2%,0,,"1006223,662",LevelName_3000001_109,3900001_zy_jn_bd_icon,,,tianfu_3900001_big_6,
3000001,律,110,"16000,100",,6,,属性强化Ⅴ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,678",LevelName_3000001_110,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,111,"16000,100",,6,,普攻强化Ⅺ,"101,117;102,13;103,8;104,56","3100048,1",1,普通攻击等级+1,0,Level_Des_3000001_6_111,"1006223,694",LevelName_3000001_111,3900001_zy_jn_pg_icon,,,tianfu_3900001_big_6,
3000001,律,112,"16000,100",,6,,属性强化Ⅵ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,710",LevelName_3000001_112,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,113,"16000,100",,6,,连携技强化Ⅺ,"101,117;102,13;103,7;104,56",,,连携技等级+1,0,,"1006223,726",LevelName_3000001_113,3900001_zy_jn_qte_icon,,,tianfu_3900001_big_6,
3000001,律,114,"16000,100",,6,,属性强化Ⅶ,"101,117;102,13;103,8;104,56",,,,0,,"1006223,742",LevelName_3000001_114,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,115,"16000,100",,6,,奥义强化Ⅺ,"101,117;102,13;103,7;104,55","3100049,1",1,奥义等级+1,0,Level_Des_3000001_6_115,"1006223,758",LevelName_3000001_115,3900001_zy_jn_ay_icon,,,tianfu_3900001_big_6,
3000001,律,116,"16000,100",,6,,属性强化Ⅷ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,774",LevelName_3000001_116,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,117,"16000,100",,6,,待机强化Ⅳ,"101,117;102,13;103,8;104,56","3100017,4",4,待机技能等级+1,1001,Level_Des_3000001_6_117,"1006223,790",LevelName_3000001_117,3900001_zy_jn_dj_icon,,,tianfu_3900001_big_6,
3000001,律,118,"16000,100",,6,,属性强化Ⅸ,"101,117;102,13;103,7;104,55",,,,0,,"1006223,806",LevelName_3000001_118,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
3000001,律,119,"16000,100",,6,,属性强化Ⅹ,"101,117;102,13;103,7;104,56",,,,0,,"1006223,822",LevelName_3000001_119,3900001_zy_jn_sx_icon,,,tianfu_3900001_big_6,
