Id,,ShopId,,PackGroup,Order,Name,Recommend,RecommendDesc,Poster,Rank,Type,Label,LabelDesc,,SpecialGiftLabel,LockFront,UnLockFront,Front,UnlockConditions,UnlockText,ItemId,Price,ShowPrice,IosProductId,AndoridProductId,IosProductId_CR,AndoridProductId_CR,IosProductId_APJXF,AndoridProductId_APJXF,IosProductId_JP,AndoridProductId_JP,WebProductId,BuyCounts,RandValue,Active,AutoFresh,Rate,RateValue,Voucher,Pic,Desc,Coordinate,DataTracking,Setting,Refund,PremiumPoints
40108,好感度道具中2,401,基础商店,,18,,,,,,10,0,ui_shop_21,星痕好感,,,,,,,"1006603,1",2000,,,,,,,,,,,1,150,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40109,好感度道具中3,401,基础商店,,17,,,,,,10,0,ui_shop_21,星痕好感,,,,,,,"1006606,1",4000,,,,,,,,,,,1,150,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40110,诞生突破道具低,401,基础商店,,16,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006101,1",3500,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40111,诞生突破道具中,401,基础商店,,15,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006108,1",7000,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40112,君王突破道具低,401,基础商店,,14,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006102,1",3500,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40113,君王突破道具中,401,基础商店,,13,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006109,1",7000,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40114,传道突破道具低,401,基础商店,,12,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006103,1",3500,,,,,,,,,,,1,50,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40115,传道突破道具中,401,基础商店,,11,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006110,1",7000,,,,,,,,,,,1,50,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40116,仆从突破道具低,401,基础商店,,10,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006104,1",3500,,,,,,,,,,,1,50,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40117,仆从突破道具中,401,基础商店,,9,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006111,1",7000,,,,,,,,,,,1,50,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40118,神子突破道具低,401,基础商店,,8,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006105,1",3500,,,,,,,,,,,1,50,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40119,神子突破道具中,401,基础商店,,7,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006112,1",7000,,,,,,,,,,,1,50,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40120,受难突破道具低,401,基础商店,,6,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006106,1",3500,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40121,受难突破道具中,401,基础商店,,5,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006113,1",7000,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40122,人子突破道具低,401,基础商店,,4,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006107,1",3500,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40123,人子突破道具中,401,基础商店,,3,,,,,,10,0,ui_shop_22,星痕突破,,,,,,,"1006114,1",7000,,,,,,,,,,,1,75,1,,"1000,850,700,600,500","60,10,10,10,10",,,,,,1,,0
40201,星痕之页（单抽券）,402,蓝尖方商店,,16,,,,,,10,0,,,,,,,,,"1001001,1",500,,,,,,,,,,,5,0,1,,800,100,,,,,,1,,0
40202,星痕之页（单抽券）,402,蓝尖方商店,,15,,,,,,10,0,,,,,,,,,"1001001,1",500,,,,,,,,,,,5,0,1,,1000,100,,,,,,,,0
40203,星痕经验大,402,蓝尖方商店,,14,,,,,,10,0,ui_shop_20,星痕升级,,,,,,,"1006507,1",40,,,,,,,,,,,5,0,1,,1000,100,,,,,,1,,0
40204,星痕经验中,402,蓝尖方商店,,13,,,,,,10,0,ui_shop_20,星痕升级,,,,,,,"1006506,1",12,,,,,,,,,,,5,0,1,,1000,100,,,,,,1,,0
40205,本勒,402,蓝尖方商店,,12,,,,,,10,0,,,,,,,,,"1000003,5000",45,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40206,塔利尔达巨角(1级材料1),402,蓝尖方商店,,11,,,,,,10,0,,,,,,,,,"1006201,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40207,血兆骨杯(1级材料2),402,蓝尖方商店,,10,,,,,,10,0,,,,,,,,,"1006202,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40208,炎武之遗(1级材料3),402,蓝尖方商店,,9,,,,,,10,0,,,,,,,,,"1006203,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40209,恶念之滴(1级材料4),402,蓝尖方商店,,8,,,,,,10,0,,,,,,,,,"1006204,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40210,希楠之约(1级材料5),402,蓝尖方商店,,7,,,,,,10,0,,,,,,,,,"1006205,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40211,光辉权杖(1级材料6),402,蓝尖方商店,,6,,,,,,10,0,,,,,,,,,"1006206,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40212,盟者之钥(1级材料7),402,蓝尖方商店,,5,,,,,,10,0,,,,,,,,,"1006207,1",12,,,,,,,,,,,15,0,1,,1000,100,,,,,,1,,0
40213,本勒（无限次）,402,蓝尖方商店,,4,,,,,,10,0,,,,,,,,,"1000003,3000",125,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40301,星痕（根据每期卡池在后台替换）,403,绿尖方商店,,30,,,,,,10,0,,,,,,,,,"3015002,1",300,,,,,,,,,,,1,0,1,,1000,100,,,,,,1,,0
40302,星痕（根据每期卡池在后台替换）,403,绿尖方商店,,29,,,,,,10,0,,,,,,,,,"3014005,1",60,,,,,,,,,,,1,0,1,,1000,100,,,,,,1,,0
40303,星痕（根据每期卡池在后台替换）,403,绿尖方商店,,28,,,,,,10,0,,,,,,,,,"3016009,1",300,,,,,,,,,,,1,0,1,,1000,100,,,,,,1,,0
40304,星痕（根据每期卡池在后台替换）,403,绿尖方商店,,27,,,,,,10,0,,,,,,,,,"3014001,1",60,,,,,,,,,,,1,0,1,,1000,100,,,,,,1,,0
40305,星痕之页（单抽券）,403,绿尖方商店,,26,,,,,,10,0,,,,,,,,,"1001001,1",10,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40306,觉醒之匣（5星星痕觉醒道具）,403,绿尖方商店,,25,,,,,,10,0,,,,,,,,,"1002171,1",125,,,,,,,,,,,4,0,1,,1000,100,,,,,,1,,0
40307,晨星之匣（4星星痕觉醒道具）,403,绿尖方商店,,24,,,,,,10,0,,,,,,,,,"1002173,1",25,,,,,,,,,,,4,0,1,,1000,100,,,,,,1,,0
40308,圣殿书篇,403,绿尖方商店,,23,,,,,,10,0,,,,,,,,,"1006400,1",300,,,,,,,,,,,3,0,1,,1000,100,,,,,,1,,0
40309,星斑玉,403,绿尖方商店,,22,,,,,,10,0,,,,,,,,,"1006699,1",260,,,,,,,,,,,3,0,1,,1000,100,,,,,,1,,0
40310,琳文石,403,绿尖方商店,,21,,,,,,10,0,,,,,,,,,"1006222,15",2,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40311,星痕篇章·乡野篇,403,绿尖方商店,,20,,,,,,10,0,,,,,,,,,"1006401,6",2,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40312,星痕篇章·标准篇,403,绿尖方商店,,19,,,,,,10,0,,,,,,,,,"1006402,3",3,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40313,星痕篇章·诗人篇,403,绿尖方商店,,18,,,,,,10,0,,,,,,,,,"1006403,3",3,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40314,星核,403,绿尖方商店,,17,,,,,,10,0,,,,,,,,,"1006607,3",3,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40315,风丘之笛,403,绿尖方商店,,16,,,,,,10,0,,,,,,,,,"1006608,3",3,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40316,回灵灯,403,绿尖方商店,,15,,,,,,10,0,,,,,,,,,"1006609,3",3,,,,,,,,,,,10,0,1,,1000,100,,,,,,1,,0
40317,塔利尔达巨角(1级材料1),403,绿尖方商店,,14,,,,,,10,0,,,,,,,,,"1006201,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40318,血兆骨杯(1级材料2),403,绿尖方商店,,13,,,,,,10,0,,,,,,,,,"1006202,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40319,炎武之遗(1级材料3),403,绿尖方商店,,12,,,,,,10,0,,,,,,,,,"1006203,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40320,恶念之滴(1级材料4),403,绿尖方商店,,11,,,,,,10,0,,,,,,,,,"1006204,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40321,希楠之约(1级材料5),403,绿尖方商店,,10,,,,,,10,0,,,,,,,,,"1006205,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40322,光辉权杖(1级材料6),403,绿尖方商店,,9,,,,,,10,0,,,,,,,,,"1006206,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40323,盟者之钥(1级材料7),403,绿尖方商店,,8,,,,,,10,0,,,,,,,,,"1006207,2",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40324,琳文石(无限）,403,绿尖方商店,,7,,,,,,10,0,,,,,,,,,"1006222,10",5,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40325,本勒(无限）,403,绿尖方商店,,6,,,,,,10,0,,,,,,,,,"1000003,10000",5,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40401,星斑玉,404,星魂结晶商店,,30,,,,,,10,0,,,,,,,,,"1006699,1",980,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40402,星痕之页（单抽券）,404,星魂结晶商店,,29,,,,,,10,0,,,,,,,,,"1001001,1",300,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40403,琳文石,404,星魂结晶商店,,27,,,,,,10,0,,,,,,,,,"1006222,10",100,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40404,改名卡,404,星魂结晶商店,,25,,,,,,10,0,,,,,,,,,"1001013,1",450,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40405,风丘之笛,404,星魂结晶商店,,20,,,,,,10,0,ui_shop_21,星痕好感,,,,,,,"1006607,5",260,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40406,回灵灯,404,星魂结晶商店,,19,,,,,,10,0,ui_shop_21,星痕好感,,,,,,,"1006608,5",260,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
40407,星核,404,星魂结晶商店,,18,,,,,,10,0,ui_shop_21,星痕好感,,,,,,,"1006609,5",260,,,,,,,,,,,0,0,1,,1000,100,,,,,,1,,0
100101,战令经验道具,1001,,,99,,,,,,10,,,,,,,,,,"10101,1",1,,,,,,,,,,,0,0,1,,1000,100,,,,,,0,,0
41201,星斑玉,412,公会商店,,99,,,,,,10,7,ui_shop_21,星痕好感,,,,,,,"1006699,1",8000,,,,,,,,,,,1,0,1,0,1000,100,,,,,,1,,0
41202,圣殿书篇,412,公会商店,,98,,,,,,10,12,ui_shop_26,星痕技能,,,,,,,"1006400,1",10000,,,,,,,,,,,1,0,1,0,1000,100,,,,,,1,,0
41203,大型星源精魄,412,公会商店,,49,,,,,,10,7,ui_shop_20,星痕升级,,,,,,,"1006507,1",80,,,,,,,,,,,20,0,1,3,1000,100,,,,,,1,,0
41204,技能书（低）,412,公会商店,,48,,,,,,10,12,ui_shop_26,星痕技能,,,,,,,"1006401,1",40,,,,,,,,,,,12,0,1,3,1000,100,,,,,,1,,0
41205,技能书（中）,412,公会商店,,47,,,,,,10,12,ui_shop_26,星痕技能,,,,,,,"1006402,1",50,,,,,,,,,,,10,0,1,3,1000,100,,,,,,1,,0
41206,技能书（高）,412,公会商店,,46,,,,,,10,12,ui_shop_26,星痕技能,,,,,,,"1006403,1",70,,,,,,,,,,,8,0,1,3,1000,100,,,,,,1,,0
41207,本勒,412,公会商店,,45,,,,,,10,12,,,,,,,,,"1000003,5000",50,,,,,,,,,,,40,0,1,3,1000,100,,,,,,1,,0
41208,符文自选箱,412,公会商店,,3,,,,,,10,12,,,,,,,"1307,3",ui_common_129,"1002165,1",6000,,,,,,,,,,,5,0,1,3,1000,100,,,,,,1,,0
41209,魂石,412,公会商店,,2,,,,,,10,6,,,,,,,"1307,5",ui_common_129,"1006240,1",5000,,,,,,,,,,,1,0,1,3,1000,100,,,,,,1,,0
41210,晶精,412,公会商店,,1,,,,,,10,6,,,,,,,"1307,5",ui_common_129,"1006241,1",5000,,,,,,,,,,,1,0,1,3,1000,100,,,,,,1,,0
41211,符文随机箱,412,公会商店,,41,,,,,,10,0,,,,,,,,,"1002162,1",1000,,,,,,,,,,,10,0,1,3,1000,100,,,,,,1,,0
41212,高级礼物自选箱,412,公会商店,,40,,,,,,10,0,ui_shop_21,星痕好感,,,,,,,"1002121,1",30,,,,,,,,,,,5,0,1,3,1000,100,,,,,,1,,0
41213,琳文石,412,公会商店,,39,,,,,,10,0,,,,,,,,,"1006222,10",1000,,,,,,,,,,,20,0,1,3,1000,100,,,,,,1,,0
40601,贝儿的回响(贝儿),406,幻梦商店,,30,,,,,,10,0,,,,,,,,,"1009053,1",4500,,,,,,,,,,,9,0,1,0,1000,100,,,,,,1,,0
40602,安娜的回响(安娜),406,幻梦商店,,29,,,,,,10,0,,,,,,,,,"1009054,1",4500,,,,,,,,,,,9,0,1,0,1000,100,,,,,,1,,0
40603,普琳普顿的回响(普琳普顿),406,幻梦商店,,28,,,,,,10,0,,,,,,,,,"1009025,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40604,阿波菲斯的回响(阿波菲斯),406,幻梦商店,,27,,,,,,10,0,,,,,,,,,"1009044,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40605,阿涅克丝的回响(阿涅克丝),406,幻梦商店,,26,,,,,,10,0,,,,,,,,,"1009004,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40606,库萝心的回响(库萝心),406,幻梦商店,,25,,,,,,10,0,,,,,,,,,"1009019,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40607,库萝爱的回响(库萝爱),406,幻梦商店,,24,,,,,,10,0,,,,,,,,,"1009050,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40608,水仙的回响(水仙),406,幻梦商店,,23,,,,,,10,0,,,,,,,,,"1009007,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40609,贝拉的回响(贝拉),406,幻梦商店,,22,,,,,,10,0,,,,,,,,,"1009051,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40610,弥生的回响(弥生),406,幻梦商店,,21,,,,,,10,0,,,,,,,,,"1009029,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40611,哀歌的回响(哀歌),406,幻梦商店,,20,,,,,,10,0,,,,,,,,,"1009015,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40612,艾什尔的回响(艾什尔),406,幻梦商店,,19,,,,,,10,0,,,,,,,,,"1009043,1",2250,,,,,,,,,,,4,10,1,3,1000,100,,,,,,1,,0
40613,特殊技能材料,406,幻梦商店,,18,,,,,,10,0,,,,,,,,,"1006400,1",7200,,,,,,,,,,,5,0,1,3,1000,100,,,,,,1,,0
40614,琳文石,406,幻梦商店,,17,,,,,,10,0,,,,,,,,,"1006222,10",120,,,,,,,,,,,30,0,1,3,1000,100,,,,,,1,,0
40615,绿尖方,406,幻梦商店,,16,,,,,,10,0,,,,,,,,,"1001016,20",500,,,,,,,,,,,30,0,1,3,1000,100,,,,,,1,,0
40616,蓝尖方,406,幻梦商店,,15,,,,,,10,0,,,,,,,,,"1001015,20",20,,,,,,,,,,,30,0,1,3,1000,100,,,,,,1,,0
40617,福音经验巨大,406,幻梦商店,,14,,,,,,10,0,,,,,,,,,"1006508,1",100,,,,,,,,,,,10,0,1,3,1000,100,,,,,,1,,0
40618,福音经验大,406,幻梦商店,,13,,,,,,10,0,,,,,,,,,"1006507,1",20,,,,,,,,,,,10,0,1,3,1000,100,,,,,,1,,0
40619,福音经验中,406,幻梦商店,,12,,,,,,10,0,,,,,,,,,"1006506,1",5,,,,,,,,,,,20,0,1,3,1000,100,,,,,,1,,0
40620,技能材料1,406,幻梦商店,,11,,,,,,10,0,,,,,,,,,"1006401,1",20,,,,,,,,,,,20,0,1,3,1000,100,,,,,,1,,0
40621,技能材料2,406,幻梦商店,,10,,,,,,10,0,,,,,,,,,"1006402,1",40,,,,,,,,,,,20,0,1,3,1000,100,,,,,,1,,0
40622,技能材料3,406,幻梦商店,,9,,,,,,10,0,,,,,,,,,"1006403,1",60,,,,,,,,,,,10,0,1,3,1000,100,,,,,,1,,0
40623,金币,406,幻梦商店,,8,,,,,,10,0,,,,,,,,,"1000003,50",1,,,,,,,,,,,0,0,1,0,1000,100,,,,,,1,,0
1,充值6,101,,0,1,gift_name_1,0,,,0,1,,,,,,0,0,,,"1000001,60",99,99,com.mirrenios.60crystals,com.mirrenand.60crystals,com.crunchyroll.crg.mirren.c60,com.crunchyroll.crg.mirren.c60,com.mirrenios.60crystals,com.mirrenand.60crystals,,,,0,,1,0,1000,100,1,gift_1136502,gift_des_1,,,,"1000001,60",99
2,充值30,101,,0,2,gift_name_2,0,,,0,1,,,,,,0,0,,,"1000001,300",499,499,com.mirrenios.300crystals,com.mirrenand.300crystals,com.crunchyroll.crg.mirren.c300,com.crunchyroll.crg.mirren.c300,com.mirrenios.300crystals,com.mirrenand.300crystals,,,,0,,1,0,1000,100,1,gift_1136503,gift_des_2,,,,"1000001,300",499
3,充值98,101,,0,3,gift_name_3,0,,,0,1,,,,,,0,0,,,"1000001,980",1499,1499,com.mirrenios.980crystals,com.mirrenand.980crystals,com.crunchyroll.crg.mirren.c980,com.crunchyroll.crg.mirren.c980,com.mirrenios.980crystals,com.mirrenand.980crystals,,,,0,,1,0,1000,100,1,gift_1136504,gift_des_3,,,,"1000001,980",1499
4,充值198,101,,0,4,gift_name_4,0,,,0,1,,,,,,0,0,,,"1000001,1980",2999,2999,com.mirrenios.1980crystals,com.mirrenand.1980crystals,com.crunchyroll.crg.mirren.c1980,com.crunchyroll.crg.mirren.c1980,com.mirrenios.1980crystals,com.mirrenand.1980crystals,,,,0,,1,0,1000,100,1,gift_1136505,gift_des_4,,,,"1000001,1980",2999
5,充值328,101,,0,5,gift_name_5,0,,,0,1,,,,,,0,0,,,"1000001,3280",4999,4999,com.mirrenios.3280crystals,com.mirrenand.3280crystals,com.crunchyroll.crg.mirren.c3280,com.crunchyroll.crg.mirren.c3280,com.mirrenios.3280crystals,com.mirrenand.3280crystals,,,,0,,1,0,1000,100,1,gift_1136506,gift_des_5,,,,"1000001,3280",4999
6,充值648,101,,0,6,gift_name_6,0,,,0,1,,,,,,0,0,,,"1000001,6480",9999,9999,com.mirrenios.6480crystals,com.mirrenand.6480crystals,com.crunchyroll.crg.mirren.c6480,com.crunchyroll.crg.mirren.c6480,com.mirrenios.6480crystals,com.mirrenand.6480crystals,,,,0,,1,0,1000,100,1,gift_1136506,gift_des_6,,,,"1000001,6480",9999
101,充值6,101,,0,1,gift_name_1,0,,,0,2,,,,,,0,0,,,"1000001,60;1000002,60",99,99,com.mirrenios.60crystals,com.mirrenand.60crystals,com.crunchyroll.crg.mirren.c60,com.crunchyroll.crg.mirren.c60,com.mirrenios.60crystals,com.mirrenand.60crystals,,,,1,,1,0,1000,100,1,gift_1136502,gift_des_101,,,,"1000001,60;1000002,60",99
102,充值30,101,,0,2,gift_name_2,0,,,0,2,,,,,,0,0,,,"1000001,300;1000002,300",499,499,com.mirrenios.300crystals,com.mirrenand.300crystals,com.crunchyroll.crg.mirren.c300,com.crunchyroll.crg.mirren.c300,com.mirrenios.300crystals,com.mirrenand.300crystals,,,,1,,1,0,1000,100,1,gift_1136503,gift_des_102,,,,"1000001,300;1000002,300",499
103,充值98,101,,0,3,gift_name_3,0,,,0,2,,,,,,0,0,,,"1000001,980;1000002,980",1499,1499,com.mirrenios.980crystals,com.mirrenand.980crystals,com.crunchyroll.crg.mirren.c980,com.crunchyroll.crg.mirren.c980,com.mirrenios.980crystals,com.mirrenand.980crystals,,,,1,,1,0,1000,100,1,gift_1136504,gift_des_103,,,,"1000001,980;1000002,980",1499
