id	sceneId	subPrefab	ruleID	teamId	teamWeight	singleProp	singleConsume	tenProp	tenConsume	skinMustTimes	skinGetGroup	homeIcon	skinIcon	bgIcon	moduleIds	consumeId	status	switch	ptrSwitch	twSwitch	krSwitch	jpSwitch	steamSwitch	zmSwitch	cnSwitch	seaSwitch	des	des_zh_TW	des_en_UK	des_ja_JP	des_ko_KR	des_th_TH
21		GachaponSkinBlendRole_7	11164	2121;1003	270;9000	4140001	1	4140001	10	10	2121		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10800604;15600802	4140001	1	1	1	1	0	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
22		GachaponSkinBlendRole_7	11164	2122;1003	270;9000	4140001	1	4140001	10	10	2122		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10800604;15600802	4140001	1	1	0	0	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
23		GachaponSkinBlendRole_7	11164	2123;1003	270;9000	4140001	1	4140001	10	10	2123		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10800604;15600802	4140001	1	1	0	0	0	1	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
24		GachaponSkinBlendRole_7	11164	2124;1003	270;9000	4140001	1	4140001	10	10	2124		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10800604;15600802	4140001	1	1	0	0	0	0	0	0	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
25		GachaponSkinBlendRole_7	11164	2125;1003	270;9000	4140001	1	4140001	10	10	2125		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10800604;15600802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
26		GachaponSkinBlendRole_8	11164	2126;1003	270;9000	4140001	1	4140001	10	10	2126		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	1	1	0	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
27		GachaponSkinBlendRole_8	11164	2127;1003	270;9000	4140001	1	4140001	10	10	2127		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	0	0	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
28		GachaponSkinBlendRole_8	11164	2128;1003	270;9000	4140001	1	4140001	10	10	2128		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	0	0	0	1	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
29		GachaponSkinBlendRole_8	11164	2129;1003	270;9000	4140001	1	4140001	10	10	2129		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	0	0	0	0	0	0	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
30		GachaponSkinBlendRole_8	11164	2130;1003	270;9000	4140001	1	4140001	10	10	2130		161:skin_draw_tab_3	195:skin_draw_blend_bg_youthday	10900802;13000802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
31		GachaponSkinBlendRole_9	11164	2131;1003	270;9000	4140001	1	4140001	10	10	2131		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	14500802;12600802;16300802	4140001	1	1	1	1	0	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
32		GachaponSkinBlendRole_9	11164	2132;1003	270;9000	4140001	1	4140001	10	10	2132		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	14500802;12600802;16300802	4140001	1	1	0	0	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
33		GachaponSkinBlendRole_9	11164	2133;1003	270;9000	4140001	1	4140001	10	10	2133		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	14500802;12600802;16300802	4140001	1	1	0	0	0	1	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
34		GachaponSkinBlendRole_9	11164	2134;1003	270;9000	4140001	1	4140001	10	10	2134		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	14500802;12600802;16300802	4140001	1	1	0	0	0	0	0	0	1	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
35		GachaponSkinBlendRole_9	11164	2135;1003	270;9000	4140001	1	4140001	10	10	2135		161:skin_draw_tab_3	195:skin_draw_blend_bg_nightview	14500802;12600802;16300802	4140001	1	1	0	0	0	0	0	1	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
36		GachaponSkinBlendRole_5	11164	2136;1004	247;9753	4140001	1	4140001	10	10	2136		161:skin_draw_tab_3	195:skin_draw_blend_bg_bunnygirl	10202103;14300802	4140001	1	1	0	0	0	0	0	0	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
37		GachaponSkinBlendRole_10	11164	2137;1003	270;9000	4140001	1	4140001	10	10	2137		161:skin_draw_tab_3	195:skin_draw_blend_bg_10	10800604;13100102;15600802	4140001	1	1	0	0	0	0	0	1	0	1	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
38		GachaponSkinBlendRole_11	11164	2138;1003	270;9000	4140001	1	4140001	10	10	2138		161:skin_draw_tab_3	195:skin_draw_blend_bg_11	12300802;10302104;10101202	4140001	1	1	1	1	0	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
39		GachaponSkinBlendRole_11	11164	2139;1003	270;9000	4140001	1	4140001	10	10	2139		161:skin_draw_tab_3	195:skin_draw_blend_bg_11	12300802;10302104;10101202	4140001	1	1	0	0	1	0	0	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
40		GachaponSkinBlendRole_11	11164	2140;1003	270;9000	4140001	1	4140001	10	10	2140		161:skin_draw_tab_3	195:skin_draw_blend_bg_11	12300802;10302104;10101202	4140001	1	1	0	0	0	1	1	0	0	0	再召唤<color=#ff1ea9>_num_</color>次必得皮肤	再召喚<color=#ff1ea9>_num_</color>次必得皮膚	Make <color=#ff1ea9>_num_</color> more summon(s) guarantees an outfit.	あと<color=#ff1ea9>_num_</color>回召喚すると必ず外観が当たる	<color=#ff1ea9>_num_</color>회를 더 소환 시 반드시 스킨을 획득합니다	คัดสรรอีก <color=#ff1ea9>_num_</color> ครั้ง จะการันตีรับคอสตูม
