id	teamId	itemId	itemNum	randNum	displayNum	steamStatus	status
276	2124	10400102	1	60	65	0	1
314	2129	13000802	1	15	16	0	1
315	2129	10900802	1	15	16	0	1
316	2129	12700802	1	60	65	0	1
317	2129	11700802	1	60	65	0	1
318	2129	10101302	1	60	65	0	1
319	2129	10400102	1	60	65	0	1
358	2134	14500802	1	10	11	0	1
359	2134	16300802	1	10	11	0	1
360	2134	12600802	1	10	11	0	1
361	2134	12700802	1	60	65	0	1
362	2134	11700802	1	60	65	0	1
363	2134	10101302	1	60	65	0	1
364	2134	10400102	1	60	65	0	1
452	2141	10101202	1	50	54	0	1
453	2141	12300802	1	10	11	0	1
454	2141	10302104	1	10	11	0	1
455	2141	12700802	1	50	54	0	1
456	2141	11700802	1	50	54	0	1
457	2141	10101302	1	50	54	0	1
458	2141	10400102	1	50	54	0	1
474	2144	10800604	1	4	4	1	1
475	2144	11900802	1	4	4	1	1
476	2144	13900802	1	4	4	1	1
477	2144	10101304	1	4	4	1	1
478	2144	13100102	1	4	4	1	1
479	2144	10202103	1	3	3	1	1
480	2144	14300802	1	3	3	1	1
481	2144	11300103	1	3	3	1	1
482	2144	11400103	1	3	3	1	1
483	2144	15600802	1	4	4	1	1
484	2144	10900802	1	4	4	1	1
485	2144	13000802	1	4	4	1	1
486	2144	12600802	1	4	4	1	1
487	2144	14500802	1	3	3	1	1
488	2144	16300802	1	3	3	1	1
489	2144	12300802	1	3	3	1	1
490	2144	15400850	1	3	3	1	1
491	2144	14400102	1	3	3	1	1
492	2144	12500802	1	3	3	1	1
493	2144	14900802	1	3	3	1	1
494	2144	10100202	1	3	3	1	1
495	2144	10101303	1	18	19	1	1
496	2144	11700802	1	18	19	1	1
497	2144	10101802	1	18	19	1	1
498	2144	10701002	1	18	19	1	1
499	2144	10300302	1	18	19	1	1
500	2144	10301702	1	18	19	1	1
501	2144	10101202	1	18	19	1	1
502	2144	10900202	1	18	19	1	1
503	2144	10101302	1	18	19	1	1
504	2144	10400102	1	18	19	1	1
505	2144	10302104	1	18	19	1	1
506	2145	10800604	1	4	4	1	1
507	2145	11900802	1	4	4	1	1
508	2145	12800802	1	4	4	1	1
509	2145	10101304	1	4	4	1	1
510	2145	13100102	1	4	4	1	1
511	2145	10202103	1	3	3	1	1
512	2145	14300802	1	3	3	1	1
513	2145	11300103	1	3	3	1	1
514	2145	11400103	1	3	3	1	1
515	2145	15600802	1	4	4	1	1
516	2145	10900802	1	4	4	1	1
517	2145	13000802	1	4	4	1	1
518	2145	12600802	1	4	4	1	1
519	2145	14500802	1	3	3	1	1
520	2145	16300802	1	3	3	1	1
521	2145	12300802	1	3	3	1	1
522	2145	15400850	1	3	3	1	1
523	2145	14400102	1	3	3	1	1
524	2145	12500802	1	3	3	1	1
525	2145	14900802	1	3	3	1	1
526	2145	10100202	1	3	3	1	1
527	2145	10101303	1	25	27	1	1
528	2145	12700802	1	25	27	1	1
529	2145	11700802	1	25	27	1	1
530	2145	10701002	1	24	27	1	1
531	2145	10101202	1	24	27	1	1
532	2145	10101302	1	25	27	1	1
533	2145	10400102	1	25	27	1	1
534	2145	10302104	1	25	27	1	1
535	2146	10800604	1	4	4	1	1
536	2146	11900802	1	4	4	1	1
537	2146	13900802	1	4	4	1	1
538	2146	12800802	1	4	4	1	1
539	2146	10101304	1	4	4	1	1
540	2146	13100102	1	4	4	1	1
541	2146	10202103	1	3	3	1	1
542	2146	14300802	1	3	3	1	1
543	2146	11300103	1	3	3	1	1
544	2146	11400103	1	3	3	1	1
545	2146	15600802	1	3	3	1	1
546	2146	10900802	1	3	3	1	1
547	2146	13000802	1	3	3	1	1
548	2146	12600802	1	3	3	1	1
549	2146	14500802	1	3	3	1	1
550	2146	16300802	1	3	3	1	1
551	2146	12300802	1	3	3	1	1
552	2146	15400850	1	3	3	1	1
553	2146	14400102	1	3	3	1	1
554	2146	12500802	1	3	3	1	1
555	2146	14900802	1	3	3	1	1
556	2146	10100202	1	3	3	1	1
557	2146	10101303	1	33	36	1	1
558	2146	12700802	1	33	36	1	1
559	2146	11700802	1	33	36	1	1
560	2146	10101202	1	33	36	1	1
561	2146	10101302	1	33	36	1	1
562	2146	10400102	1	33	36	1	1
563	2147	10800604	1	4	4	1	1
564	2147	11900802	1	4	4	1	1
565	2147	13900802	1	4	4	1	1
566	2147	12800802	1	4	4	1	1
567	2147	10101304	1	4	4	1	1
568	2147	13100102	1	4	4	1	1
569	2147	10202103	1	3	3	1	1
570	2147	14300802	1	3	3	1	1
571	2147	11300103	1	3	3	1	1
572	2147	11400103	1	3	3	1	1
573	2147	15600802	1	3	3	1	1
574	2147	10900802	1	3	3	1	1
575	2147	13000802	1	3	3	1	1
576	2147	12600802	1	3	3	1	1
577	2147	14500802	1	3	3	1	1
578	2147	16300802	1	3	3	1	1
579	2147	12300802	1	3	3	1	1
580	2147	15400850	1	3	3	1	1
581	2147	14400102	1	3	3	1	1
582	2147	12500802	1	3	3	1	1
583	2147	14900802	1	3	3	1	1
584	2147	10100202	1	3	3	1	1
585	2147	12700802	1	40	43	1	1
586	2147	11700802	1	40	43	1	1
587	2147	10101202	1	40	43	1	1
588	2147	10101302	1	39	42	1	1
589	2147	10400102	1	39	42	1	1
666	2155	11300103	1	12	52	0	1
667	2155	11400103	1	12	52	0	1
668	2155	11100802	1	12	52	0	1
669	2155	12700802	1	27	118	0	1
670	2155	11700802	1	27	118	0	1
671	2155	10101802	1	27	118	0	1
672	2155	10101202	1	27	118	0	1
673	2155	10101302	1	42	180	0	1
674	2155	10400102	1	42	180	0	1
675	2155	10302104	1	42	180	0	1
686	1006	4190004	100	900	883	1	1
687	1006	3000003	50000	900	883	1	1
688	1006	4104042	30	900	883	1	1
689	1006	4104043	20	900	883	1	1
690	1006	4190001	100	900	883	1	1
691	1006	4101003	3	900	883	1	1
692	1006	4102021	1	900	883	1	1
693	1006	4102104	1	900	883	1	1
694	1006	4102204	1	900	883	1	1
695	1006	4102304	1	900	883	1	1
764	2163	10202102	1	15	59	0	1
765	2163	10800602	1	15	59	0	1
766	2163	10101303	1	30	118	0	1
767	2163	12700802	1	30	118	0	1
768	2163	11700802	1	30	118	0	1
769	2163	10101202	1	30	118	0	1
770	2163	10101302	1	40	156	0	1
771	2163	10400102	1	40	157	0	1
772	2163	10302104	1	40	157	0	1
782	2165	12500802	1	15	59	0	1
783	2165	10100202	1	15	59	0	1
784	2165	10101303	1	30	118	0	1
785	2165	12700802	1	30	118	0	1
786	2165	11700802	1	30	118	0	1
787	2165	10101202	1	30	118	0	1
788	2165	10101302	1	40	157	0	1
789	2165	10400102	1	40	157	0	1
790	2165	10302104	1	40	157	0	1
802	2167	15600802	1	15	59	0	1
803	2167	14100802	1	15	59	0	1
804	2167	10101303	1	30	118	0	1
805	2167	12700802	1	30	118	0	1
806	2167	11700802	1	30	118	0	1
807	2167	10101202	1	30	118	0	1
808	2167	10101302	1	40	156	0	1
809	2167	10400102	1	40	157	0	1
810	2167	10302104	1	40	157	0	1
875	2171	10800604	1	2	3	0	1
876	2171	11900802	1	2	3	0	1
877	2171	13900802	1	2	3	0	1
878	2171	12800802	1	2	3	0	1
879	2171	10101304	1	2	3	0	1
880	2171	13100102	1	2	3	0	1
881	2171	10202103	1	2	3	0	1
882	2171	14300802	1	2	3	0	1
883	2171	11300103	1	2	3	0	1
884	2171	11400103	1	2	3	0	1
885	2171	15600802	1	2	3	0	1
886	2171	10900802	1	2	3	0	1
887	2171	13000802	1	2	3	0	1
888	2171	12600802	1	2	3	0	1
889	2171	14500802	1	2	3	0	1
890	2171	16300802	1	2	3	0	1
891	2171	12300802	1	2	3	0	1
892	2171	15400850	1	2	3	0	1
893	2171	12300803	1	2	3	0	1
894	2171	16200802	1	2	3	0	1
895	2171	14400102	1	2	3	0	1
896	2171	12500802	1	2	3	0	1
897	2171	14900802	1	2	3	0	1
898	2171	10100202	1	2	3	0	1
899	2171	10101802	1	2	3	0	1
900	2171	10301002	1	2	3	0	1
901	2171	11100802	1	2	3	0	1
902	2171	10202102	1	2	3	0	1
903	2171	16100802	1	2	3	0	1
904	2171	10800602	1	2	5	0	1
905	2171	11100202	1	2	5	0	1
906	2171	12000802	1	2	5	0	1
907	2171	12700803	1	2	4	0	1
908	2171	14100802	1	2	4	0	1
909	2171	13700802	1	2	4	0	1
910	2171	12800803	1	2	4	0	1
911	2171	10101303	1	50	118	0	1
912	2171	12700802	1	50	118	0	1
913	2171	11700802	1	50	118	0	1
914	2171	10101202	1	50	118	0	1
915	2171	10101302	1	76	156	0	1
916	2171	10400102	1	76	157	0	1
917	2171	10302104	1	76	157	0	1
918	1007	4190004	100	950	883	1	1
919	1007	3000003	50000	950	883	1	1
920	1007	4104042	30	950	883	1	1
921	1007	4104043	20	950	883	1	1
922	1007	4190001	100	950	883	1	1
923	1007	4101003	3	950	883	1	1
924	1007	4102021	1	950	883	1	1
925	1007	4102104	1	950	883	1	1
926	1007	4102204	1	950	883	1	1
927	1007	4102304	1	950	883	1	1
