id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectNum	effectId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
8602017	86	861	6	1	0	0	18:card_icon_104003_1	0	0	2017	1	封面女郎	封面女郎	Catwalk Diva	カバーガール	패셔니스타	แคทวอล์คโมเดล	GM用_用于解锁60级封面女郎	GM用_用於解鎖60級封面女郎	无翻译	GM_Lv.60カバーガール開放用	GM용_60레벨 패셔니스타 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​แคทวอล์ค​โมเดล​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602018	86	861	6	1	0	0	18:card_icon_104005_1	0	0	2018	1	高级特工	高級特工	Ghost Agent	敏腕スパイ	스페셜 에이전트	ยอดสายลับ	GM用_用于解锁60级高级特工	GM用_用於解鎖60級高級特工	无翻译	GM_Lv.60高級スパイ開放用	GM용_60레벨 스페셜 에이전트 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ยอด​สายลับ​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602019	86	861	6	1	0	0	18:card_icon_104008_1	0	0	2019	1	夜间执勤	夜間執勤	Doctor on Duty	夜間勤務	당직 근무	คุณหมอจำเป็น	GM用_用于解锁60级夜间执勤	GM用_用於解鎖60級夜間執勤	无翻译	GM_Lv.60夜間勤務開放用	GM용_60레벨 당직 근무 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​คุณหมอ​จำเป็น​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602020	86	861	6	1	0	0	18:card_icon_105001_1	0	0	2020	1	障碍破坏	障礙破壞	Barrier Blaster	障害破壊	로드메이커	ฝ่ายบุกทะลวง	GM用_用于解锁60级障碍破坏	GM用_用於解鎖60級障礙破壞	无翻译	GM_Lv.60障害破壊開放用	GM용_60레벨 로드메이커 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ค​ฝ่าย​บุก​ทะลวง​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602021	86	861	6	1	0	0	18:card_icon_105002_1	0	0	2021	1	纪律监督	紀律監督	Campus Watcher	風紀委員	선도부장	นายระเบียบ	GM用_用于解锁60级纪律监督	GM用_用於解鎖60級紀律監督	无翻译	GM_Lv.60風紀委員開放用	GM용_60레벨 선도부장 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​นาย​ระเบียบ​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602022	86	861	6	1	0	0	18:card_icon_105006_1	0	0	2022	1	海滩冒险	海灘冒險	Beach Adventure	シーサイドアドバンチャー	비치 보이	พจญภัยบนชายหาด	GM用_用于解锁60级海滩冒险	GM用_用於解鎖60級海灘冒險	无翻译	GM_Lv.60シーサイドアドバンチャー開放用	GM용_60레벨 비치 보이 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​พจญ​ภัย​บน​ชายหาด​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602023	86	861	6	1	0	0	18:card_icon_105008_1	0	0	2023	1	英雄憧憬	英雄憧憬	Heroic Visage	憧れのヒーロー	엠비셔스 보이	ฮีโร่ในความฝัน	GM用_用于解锁60级英雄憧憬	GM用_用於解鎖60級英雄憧憬	无翻译	GM_Lv.60憧れのヒーロー開放用	GM용_60레벨 엠비셔스 보이 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ฮีโร่ในความฝัน​เล​เวล​ 60	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602024	86	861	6	1	0	0	18:card_icon_106001_1	0	0	2024	1	搬运工	搬運工	Little Docker	運び屋	큐티 포터	แมวส้มขนส่ง	GM用_用于解锁60级搬运工	GM用_用於解鎖60級搬運工	无翻译	GM_Lv.60運び屋開放用	GM용_60레벨 큐티 포터 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​แมว​ส้ม​ขนส่ง​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602025	86	861	6	1	0	0	18:card_icon_106002_1	0	0	2025	1	幽灵社团	幽靈社團	Ghost Club	幽霊クラブ	심령 동아리	ชมรมลี้ลับ	GM用_用于解锁60级幽灵社团	GM用_用於解鎖60級幽靈社團	无翻译	GM_Lv.60幽霊クラブ開放用	GM용_60레벨 심령 동아리 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ชมรม​ลี้ลับ​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602026	86	861	6	1	0	0	18:card_icon_106008_1	0	0	2026	1	橘色纯真	橘色純真	Orange Naivete	オレンジイノセンス	오렌지 이노센스	แมวส้มแสนซน	GM用_用于解锁60级橘色纯真	GM用_用於解鎖60級橘色純真	无翻译	GM_Lv.60オレンジイノセンス開放用	GM용_60레벨 오렌지 이노센스 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​แมว​ส้ม​แสน​ซน​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602027	86	861	6	1	0	0	18:card_icon_106010_1	0	0	2027	1	不思议鸭鸭	不思議鴨鴨	Duck 'n' Roll	ダックファンタシー	어린이 구조대	ห่วงยางเป็ด	GM用_用于解锁60级不思议鸭鸭	GM用_用於解鎖60級不思議鴨鴨	无翻译	GM_Lv.60ダックファンタシー開放用	GM용_60레벨 어린이 구조대 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ห่วงยาง​เป็ด​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602028	86	861	6	1	0	0	18:card_icon_107001_1	0	0	2028	1	烈火战线	烈火戰線	Frontline Warder	烈火戦線	파이어 파이터	ผู้พิทักษ์แนวหน้า	GM用_用于解锁60级烈火战线	GM用_用於解鎖60級烈火戰線	无翻译	GM_Lv.60烈火戦線開放用	GM용_60레벨 파이어 파이터 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ผู้พิทักษ์​แนวหน้า​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602029	86	861	6	1	0	0	18:card_icon_107005_1	0	0	2029	1	雪地飞驰	雪地飛馳	Dashing Snow	スキーフライング	보드 마스터	สโนว์รันเนอร์	GM用_用于解锁60级雪地飞驰	GM用_用於解鎖60級雪地飛馳	无翻译	GM_Lv.60スキーフライング開放用	GM용_60레벨 보드 마스터 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ส​โน​ว์​รัน​เนอร์เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
8602030	86	861	6	1	0	0	18:card_icon_107008_1	0	0	2030	1	继承者	繼承者	Protector	継承者	인헤리터	ผู้พิทักษ์	GM用_用于解锁60级继承者	GM用_用於解鎖60級繼承者	无翻译	GM_Lv.60継承者開放用	GM용_60레벨 인헤리터 해제 시 사용된다	สำหรับ​ GM_​ใช้​ใน​การ​ปลดล็อก​ผู้พิทักษ์​เล​เวล​ 60​	获得等级为60级的UR战斗员，若已有该战斗员且等级低于60级，则转化成100核心并返还原有战斗员的全部养成资源；若等于高于60级，则转化成100核心	獲得等級為60級的UR戰鬥員，若已有該戰鬥員且等級低於60級，則轉化成100核心並返還原有戰鬥員的全部養成資源；若等於高於60級，則轉化成100核心	Obtain a Lv.60 UR Combatant. If you already have this Combatant and the level of this Combatant is lower than 60, converts into 100 Cores and refunds all the progression materials for this Combatant. If the level of this Combatant is equal or greater than 60, converts into 100 Cores instead.	Lv.60のUR戦闘員を獲得する。当該戦闘員(Lv.60未満)を所持している場合、100個の核心に変換され、当該戦闘員に使用された育成資源が全て返還されます。Lv.60以上の場合は、100個の核心に変換されます。	60레벨의 UR 전투원을 획득할 수 있으며, 기존에 해당 전투원을 보유하고 있고, 60레벨 미만이라면, 코어 100개로 전환되며, 기존 전투원을 육성시에 사용된 재료를 모두 반환하며, 60레벨 이상이라면 코어 100개로 전환된다	รับ​ตัวละคร​ UR​ เล​เวล​ 60​ หาก​มี​ตัวละคร​นี้​อยู่แล้ว​และ​เล​เวล​ต่ำกว่า​ 60​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​ พร้อม​คืน​ทรัพยากร​การพัฒนา​ทั้งหมด​ หาก​มี​เล​เวล​ 60​ หรือ​สูง​กว่า​ จะ​เปลี่ยนเป็น​แกน​หลัก​ 100​ ชิ้น​
