id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	status
70	71				<color=#d8d8d8>打开盒子，底部铺满了含苞待放的鲜花，而在那之上摆放着一瓶红酒。</color>																1					bgm_plot_trust01	sfx_rolestory_yifu																									1
71	72			红茶	瓶身简约，曲线优美，加上花型暗纹作为点缀，真是美丽。				5	1.1				803008;801008			100201;101001		14;26		1																					1;1	1;0									1
72	73			铃	不仅如此，这里还有一个小小的惊喜哦，大家可以猜猜看？				5	1.1				803008;801008			100201;101001		14;26		1			18:npc_icon_388_1	1																	1;1	46;1									1
73	74			安妮	难道……是在下面的花吗？				5	1.1				803008;801008			0;101001		14;26		1			18:npc_icon_708_5	1																	1;1	46;1									1
74	75			铃	没错，这个底部的话经过特殊的处理，将其暂时保持在绽开前的状态。				5	1.1				803008;801008					14;26		1			18:npc_icon_388_1	1																	1;1	46;1									1
75	76			铃	而只要碰上这瓶酒的一滴酒液，这个状态就会被破坏，花朵就会瞬间绽放。				5	1.1				803008;801008					14;26		1			18:npc_icon_388_1	1																	1;1	46;1									1
76	77			铃	这就是最近非常有人气的情绪红酒。				5	1.1				803008;801008					14;26		1			18:npc_icon_388_1	1																	1;1	46;1									1
77	78			米饭	哇——听上去好用心啊！				5	1.1				803008;801008		200101;0	100901;0		14;26		1																					1;1	46;1									1
78	79			艾可	也就比艾可的快乐水厉害那么一点点吧……				5	1.1				803008;801008		200101;0	100901;0		14;26		1			18:npc_icon_609_12	1																	1;1	46;1									1
79	80			安妮	谢谢你的推荐，请给我一瓶这个红酒吧。				5	1.1				803008;801008					14;26		1			18:npc_icon_708_4	1																	1;1	46;1									1
80	81			#playerName	不愧是小铃，果然相信你是没错的。				5	1.1				803008;801008		200101;0			14;26		1																					1;1	46;1									1
81	82			铃	多谢店长的信赖啦，能让大家选到喜欢的商品也是小铃的荣幸哦！				5	1.1				803008;801008					14;26		1			18:npc_icon_388_1	1																	1;1	46;1									1
82	83		11								2										1					-1	Story_catcity_sound_0_13																									1
83	84				<color=#d8d8d8>突然，商场各处一片哗然。</color>																1					bgm_plot_taskstar01			sfx_story_01_jianjiao																							1
84	85			非天	那是……傀？				4	1.1				102008;101008		200201;200301	0;10209		14;26		1																					1;1	1;0						 			1
85	86			艾可	什么？！有我们在，还敢出来捣乱？！\n这傀真是好大的胆子！				4	1.1				102008;101008		0;200301	100301;10209		14;26		1																					1;1	1;0									1
86	0			#playerName	这里人这么多，要是出现什么意外就不好了。\n我们赶紧处理吧！				4	1.1				102008;101008		200302;200301	100301;10209		14;26		1																					1;1	1;0									1
