id	nextId	sameTime	type	characterName	desc	fedesc	sceneType	sceneId	scenePivot	sceneScale	flashBackTime	screenAnim	screenTime	characterId	characterRes	faceId	action	loop	position	rotation	eyes	effect	enter	avatar	exist	music	sound	soundtime	loopSE	voice	fevoice	speaker	displayItem	itemAction	option	jumpId	durationTime	transientNum	battleGroupId	function	vague	lookAt	moveCamera	headEffect	feOption	feCharacterName	effectRootId	messageId	sceneBgId	EntryTip	bgEffectPos	status
53	54				<color=#d8d8d8>钟楼的钟声又一次敲响，如同某种宣告一般。</color>				7	1.1				803008;801008		201201;0			14;26		1																					1;1	46;1									1
54	55			贝斯特	那个钟声总是这么烦人，下回我去把它拆了吧。				7	1.1				803008;801008		201201;0			14;26		1			18:npc_icon_562_2	1				-1													1;1	1;1									1
55	56			安妮	不行呢，那个可是公共建筑哦。				7	1.1				803008;801008		200801;0			14;26		1			18:npc_icon_708_1	1																	1;1	1;1									1
56	57			米饭	头疼吗？有没有去医院里看看是什么原因呢？				7	1.1				803008;801008		200801;0	100901;0		14;26		1																					1;1	1;1									1
57	58			安妮	我带贝斯特去看过医生，医生说她没什么事，就是让她少熬夜……				7	1.1				803008;801008			100901;0		14;26		1			18:npc_icon_708_1	1																	1;1	1;1									1
58	59			安妮	毕竟她总是会为了游戏通关，不眠不休个好几天呢……				7	1.1				803008;801008					14;26		1			18:npc_icon_708_1	1																	1;1	1;1									1
59	60			特莉丝	头疼虽然看似不是什么特别严重的症状，但也不能掉以轻心……				5	1.1				135008;103008		200201;0	0;100801		14;26		1																					1;1	1;1									1
60	61			小曼	对啊，医生没有给贝斯特她配些缓解头疼的药吗？				5	1.1				135008;103008		200201;0	100401;100801		14;26		1																					1;1	1;1									1
61	62			安妮	当然也有，只是她不改变作息，光吃药也没什么用……				5	1.1				135008;103008		200201;0	100401;100801		14;26		1			18:npc_icon_562_1	1																	1;1	1;1									1
62	63				<color=#d8d8d8>明明是大家热切关心着贝斯特的温暖情景，却加重了内心的动荡不安。</color>				5	1.1				135008;103008		200201;0	100401;100801		14;26		1																					1;1	1;1									1
63	64			#playerName	（不对，这钟敲响的时机太奇怪了……为什么大家都好像没有注意到的样子……）																1																															1
64	65		11								2	50	5								1								sfx_story_01_erming																							1
65	66				<color=#d8d8d8>这时，耳畔突然听到了一个熟悉而又魅惑的声音。</color>																1																															1
66	67			神秘女声	终于注意到了这个无聊的梦中梦了吗，调查官~																1																															1
67	68			神秘女声	既然能听到奴家的声音了，说明你也已经注意到这不是普通的梦境了吧。																1																															1
68	69			神秘女声	很期待调查官接下来会怎么做呢，可别让奴家等得太心焦了啊……																1																															1
69	70			#playerName	（这是谁的声音，明明很熟悉，却想不起来是谁……而且她刚刚说的梦境又是什么意思？）																1																															1
70	71		11								2										1																															1
71	72			#playerName	（不能再坐以待毙了，得先确认一些事情才行！）																1																															1
72			9																		1					bgm_universal_survey01									（有关于贝斯特头疼的症状。）;（有关于贝斯特头疼的时间。）;我没什么想问的了。	73;80;84																1
73	74			#playerName	贝斯特，你每次头疼的时候是否会出现其他症状呢？																1																															1
74	75			贝斯特	其他症状？！																1			18:npc_icon_562_1	1																											1
75	76			#playerName	对，比如说是不是会精神恍惚，产生自己忘记了什么的错觉。																1																															1
76	77			贝斯特	没、没错，你还挺了解的嘛……																1			18:npc_icon_562_5	1																											1
77	78			#playerName	我也有过这样的经历，不过很快就好了。																1																															1
78	79			贝斯特	这样啊……希望我也能很快好起来呢。																1			18:npc_icon_562_1	1																											1
79	72			#playerName	（果然……和我刚才是一样的症状，而且都是在钟楼敲响的时候发生的……）																1																															1
80	81			#playerName	贝斯特，你每次头疼的间隔时间是多久呢？或者说，会不会有同时段出现的概率？																1																															1
81	82			贝斯特	这我倒是没有记得很清楚，好像没有什么特别的规律。																1			18:npc_icon_562_1	1																											1
82	83			贝斯特	……啊不过，我感觉我经常会被这个钟声震得有些头疼……																1			18:npc_icon_562_6	1																											1
83	72			#playerName	这钟楼的钟声传得可真远啊，明明离这里有些距离……																1																															1
84	85			#playerName	（这个钟楼果然有问题。）																1																															1
85	86			贝斯特	反正对我也没什么影响。\n你看，很快就没事了。																1			18:npc_icon_562_5	1																											1
86	87			安妮	没事就好。对了，我突然有一件事想要请教各位……\n不知道各位愿不愿意听呢？																1			18:npc_icon_708_1	1																											1
87	88			小曼	什么什么？				5	1.1				135008;103008		200201;0			14;26		1					-1																1;1	1;0									1
88	89			特莉丝	安妮小姐这么说是把我们当成了朋友，我们又怎么会推辞呢。				5	1.1				135008;103008		0;200101	0;100401		14;26		1																					1;1	1;0									1
89	90			米饭	是啊，要是有什么困难，大家可以一起解决。				5	1.1				135008;103008		0;200101	0;100401		14;26		1																					1;1	1;0									1
90	91			安妮	谢谢大家。其实还是有关于萝丝小姐的事情。\n我听说今天似乎是萝丝小姐的生日……				5	1.1				135008;103008		0;200101	0;100401		14;26		1			18:npc_icon_708_4	1																	1;1	1;0									1
91	92			安妮	她是我很珍惜的朋友……我希望能给她留下美好的回忆。				5	1.1				135008;103008		200201;200501	0;100401		14;26		1			18:npc_icon_708_1	1																	1;1	1;0									1
92	93			小曼	既然如此，不如就为萝丝小姐举办一场生日会吧！				5	1.1				135008;103008		0;200901	100901;100401		14;26		1																					1;1	1;0									1
93	94			安妮	生、生日会……对于萝丝来说，会不会有些过于热闹了？				5	1.1				135008;103008		200201;200501	0;100401		14;26		1			18:npc_icon_708_1	1																	1;1	1;0									1
94	95			小曼	很多美好的回忆，都是由惊喜开启的哦，不去尝试怎么知道她会不会喜欢呢~				5	1.1				135008;103008			100101;0		14;26		1																					1;1	1;0									1
95	96			安妮	……嗯，我想看到她惊喜的表情！				5	1.1				135008;103008			100101;0		14;26		1			18:npc_icon_708_1	1																	1;1	1;0									1
96	97			特莉丝	既然这么决定了，得好好选个地方才行呢。				5	1.1				135008;103008		0;200101	0;100101		14;26		1																					1;1	1;0									1
97	98			小曼	唔——有没有什么既特殊又有纪念意义的……				5	1.1				135008;103008		200401;200101	0;100101		14;26		1																					1;1	1;0									1
98	99			贝斯特	……你们还真是热心啊，听着像准备游戏胜利的奖励一样。				5	1.1				135008;103008		200201;200101	0;100101		14;26		1			18:npc_icon_562_1	1																	1;1	46;1									1
99	100			小曼	大家正在为萝丝小姐的生日会出谋划策，贝斯特你有什么好的建议吗？				5	1.1				135008;103008			100501;0		14;26		1					bgm_plot_happy01																1;1	1;1									1
100	101			贝斯特	……你们还真是热心啊，听着像准备游戏胜利的奖励一样。				5	1.1				135008;103008		0;200501	100501;0		14;26		1			18:npc_icon_562_1	1																	1;1	1;1									1
101	102			特莉丝	说到奖励，我想起一个地方。				5	1.1				135008;103008		0;200101	0;100401		14;26		1																					103008;1	1;1									1
102	103			特莉丝	游乐园边的钟楼——我听人说过，那里有着被神明赐予祝福的钟声。				5	1.1				135008;103008		0;200101	0;100401		14;26		1																					103008;1	1;1									1
103	104			小曼	神明？祝福？				5	1.1				135008;103008		200201;200101	0;100401		14;26		1																					103008;135008	1;1									1
104	105			安妮	「在钟声祝福下，所有的心愿都可以实现」……是这样的传说吧？				5	1.1				135008;103008		200201;200101	0;100401		14;26		1			18:npc_icon_708_1	1																	1;1	1;1									1
105	106			小曼	感觉很适合许下生日愿望呢！安妮小姐，不如就选那里吧！				5	1.1				135008;103008		200101;200101	0;100401		14;26		1																					1;135008	1;1									1
106	107			#playerName	（讨论得很顺利啊……不过米饭和红茶这么久没说话，看来是没什么兴——）				5	1.1				135008;103008		201301;0			14;26		1																					1;1	45;2									1
107	108			米饭	安妮小姐，需、需要帮忙吗？				7	1.1				803008;801008		200101;0	100201;0		14;26		1																					1;1	1;1									1
108	109			红茶	要准备什么吗？				7	1.1				803008;801008		200101;0	0;101301		14;26		1																					1;1	1;1									1
109	110			#playerName	（……原来她们只是热心的同时也很内向啊。）				7	1.1				803008;801008		200101;0	0;101301		14;26		1																					1;1	1;1									1
110	111			#playerName	（正好，我也想要去看看那个钟楼究竟藏着什么秘密……）				7	1.1				803008;801008			0;101301		14;26		1			18:npc_icon_708_1	1																	1;1	1;1									1
111			3						7	1.1				803008;801008		0;200101			14;26		1														那就让我们来帮你吧。	112						1;1	1;1									1
112	0			安妮	嗯，当然——谢谢大家！这对我来说也是惊喜呢。				7	1.1				803008;801008		0;200101			14;26		1			18:npc_icon_708_1	1																	1;1	1;1									1
