messageId	isIcon	emoPath	head1	feHead2	head2	waitTime	isShowHint	isMe	status	备注	hash	head2Text	head2Text_zh_TW	head2Text_en_UK	head2Text_ja_JP	head2Text_ko_KR	head2Text_th_TH	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH	feText	feText_zh_TW	feText_en_UK	feText_ja_JP	feText_ko_KR	feText_th_TH	head1Text	head1Text_zh_TW	head1Text_en_UK	head1Text_ja_JP	head1Text_ko_KR	head1Text_th_TH
1010			18:npc_icon_642_1	18:card_icon_108008_2	18:card_icon_108008_2	1	0	1	1	1003010	77f502e820fa7f5f8a644a74b3c1fe53	AI助理小白	AI助理小白	AI Assistant Shiro	AIアシスタントシロ	AI 어시스턴트 화이트	AI ผู้ช่วยชิโระ	查询到猫族备案信息，来访者为达利娅·汉诺威，出生于新海市。	查詢到貓族備案資訊，來訪者為達利婭·漢諾威，出生於新海市。	Registration found for the Felinian. The visitor is Dahlia Hannover, born in Catto City.	フェリニアンスの書類を検索したところ、訪問者は新海市生まれのダリア・ハノーファーであることが判明しました。	캣족 등록 정보를 조회해보니, 방문자는 뉴오션 시티 출신인 달리아 하노버였습니다.	ชิโระตรวจพบข้อมูลทะเบียนเผ่าแมว ผู้มาเยือนคือดาเลีย ฮาโนเวอร์ เธอเกิดที่แคทโตะ ซิตี้นี่เองค่ะ	查询到猫族备案信息，来访者为达利娅·汉诺威，出生于新海市。	查詢到貓族備案資訊，來訪者為達利婭·漢諾威，出生於新海市。	Registration found for the Felinian. The visitor is Dahlia Hannover, born in Catto City.	フェリニアンスの書類を検索したところ、訪問者は新海市生まれのダリア・ハノーファーであることが判明しました。	캣족 등록 정보를 조회해보니, 방문자는 뉴오션 시티 출신인 달리아 하노버였습니다.	ชิโระตรวจพบข้อมูลทะเบียนเผ่าแมว ผู้มาเยือนคือดาเลีย ฮาโนเวอร์ เธอเกิดที่แคทโตะ ซิตี้นี่เองค่ะ	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1011			18:npc_icon_642_1	18:card_icon_108008_2	18:card_icon_108008_2	1	0	1	1		7a20ae7946b32c6f8320c11afcd7cac2	AI助理小白	AI助理小白	AI Assistant Shiro	AIアシスタントシロ	AI 어시스턴트 화이트	AI ผู้ช่วยชิโระ	达利娅是闪亮猫国际贸易公司总裁，闪金财团大股东，金渐层家族主理人。	達利婭是閃亮貓國際貿易公司總裁，閃金財團大股東，金漸層家族主理人。	She is the President of ArgentCat International Trading, a major shareholder of Spangler Inc., and the head of the Golden family.	ダリアはシャイニーキャット国際貿易会社の社長で、スパングラー財団の大株主であり、シェーデッドゴールデンファミリーのマスターである。	달리아는 브라이언트캣 국제 무역 회사의 대표이자, 골드 재단의 대주주, 그래디언트 가문의 당주입니다.	ดาเลียดำรงตำแหน่งประธานบริษัทการค้าระหว่างประเทศแชลไนแคท ทั้งยังเป็นผู้ถือหุ้นใหญ่ของกลุ่มทุนโกลด์แคท และเป็นผู้ดูแลตระกูลแมวบริติชชอร์ตแฮร์สีทองอีกด้วยนะคะ	达利娅是闪亮猫国际贸易公司总裁，闪金财团大股东，金渐层家族主理人。	達利婭是閃亮貓國際貿易公司總裁，閃金財團大股東，金漸層家族主理人。	She is the President of ArgentCat International Trading, a major shareholder of Spangler Inc., and the head of the Golden family.	ダリアはシャイニーキャット国際貿易会社の社長で、スパングラー財団の大株主であり、シェーデッドゴールデンファミリーのマスターである。	달리아는 블링크캣 국제 무역 회사의 대표이자, 골드 재단의 대주주, 그래디언트 가문의 당주입니다.	ดาเลียดำรงตำแหน่งประธานบริษัทการค้าระหว่างประเทศแชลไนแคท ทั้งยังเป็นผู้ถือหุ้นใหญ่ของกลุ่มทุนโกลด์แคท และเป็นผู้ดูแลตระกูลกลุ่มวงศ์แมวบริติชชอร์ตแฮร์สีทองอีกด้วยนะคะ	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1012			18:npc_icon_642_1	18:card_icon_108008_2	18:card_icon_108008_2	1	0	1	1		aa230ec2f12f3f7c51dc2fea09bfd886	AI助理小白	AI助理小白	AI Assistant Shiro	AIアシスタントシロ	AI 어시스턴트 화이트	AI ผู้ช่วยชิโระ	此外，作为闪金财团的代表，按照惯例，在今年参选成为议会的议员。	此外，作為閃金財團的代表，按照慣例，在今年參選成為議會的議員。	What's more, as is Spangler Inc.'s tradition, she's running for a seat in the Council this year.	また、スパングラー財団の代表として、今年は議員選挙にも立候補していました。	이 외에도 골드 재단의 대표로서, 관례에 따라 올해 의회에서 의원에 당선되었습니다.	และในฐานะตัวแทนของกลุ่มทุนโกลด์แคท ตามธรรมเนียมปฏิบัติแล้ว เธอจึงได้ลงสมัครเป็นสมาชิกสภาในปีนี้ค่ะ	此外，作为闪金财团的代表，按照惯例，在今年参选成为议会的议员。	此外，作為閃金財團的代表，按照慣例，在今年參選成為議會的議員。	What's more, as is Spangler Inc.'s tradition, she's running for a seat in the Council this year.	また、スパングラー財団の代表として、今年は議員選挙にも立候補していました。	이 외에도 골드 재단의 대표로서, 관례에 따라 올해 의회에서 의원에 당선되었습니다.	และในฐานะตัวแทนของกลุ่มทุนโกลด์แคท ตามธรรมเนียมปฏิบัติ เธอได้ลงสมัครเป็นสมาชิกสภาในปีนี้ค่ะ	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1013			18:npc_icon_642_1	18:npc_icon_608_1	18:npc_icon_608_1	1	0	1	1		bbd6ded9328f825f3f6e2bf94b568bed	战斗员非天	戰鬥員非天	Combatant Asura	戦闘員アスラ	전투원 아수라	เอเจนต์อาสึระ	议员？	議員？	A member of the Council?	議員？	의원?	สมาชิกสภา?	议员？	議員？	A member of the Council?	議員？	의원?	สมาชิกสภา?	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1014			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		ed17b56249de790e10f015536290f366	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	这种大人物来找我们干什么？说起来她应该是艾琳娜的姐姐吧？	這種大人物來找我們幹什麼？說起來她應該是艾琳娜的姐姐吧？	What's a big shot like her doing here? She's also Erina's sister, isn't she?	そんな大物がどうしてここに？そういえば、彼女はエリナのお姉さんだよね？	그런 대단한 사람이 왜 우릴 찾아온 거지? 에리나의 언니라고 들었는데?	คนสำคัญแบบนี้มาหาพวกเราทำไมกัน? จะว่าไปเธอน่าจะเป็นพี่สาวของเอรินานะ?	这种大人物来找我们干什么？说起来她应该是艾琳娜的姐姐吧？	這種大人物來找我們幹什麼？說起來她應該是艾琳娜的姐姐吧？	What's a big shot like her doing here? She's also Erina's sister, isn't she?	そんな大物がどうしてここに？そういえば、彼女はエリナのお姉さんだよね？	그런 대단한 사람이 왜 우릴 찾아온 거지? 에리나의 언니라고 들었는데?	คนสำคัญแบบนี้มาหาพวกเราทำไมกัน? พูดถึงแล้วเธอน่าจะเป็นพี่สาวของเอรินานะ?	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1015			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	0	1	1		8c4024413282361e6fb8231954a9f6ae	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	那家伙不好好做自己的偶像歌手，总是针对特莉丝，能不能拜托达利娅管管她？	那傢伙不好好做自己的偶像歌手，總是針對特莉絲，能不能拜託達利婭管管她？	Why can't Erina just focus on being an idol? She's always picking on Triss. Can't Dahlia keep her in check?	エリナのやつ、いつもトリスにちょっかいかけてないで、ちゃんとアイドルの仕事をしろよ！ダリアに頼んだらなんとかしてくれるかな？	그리고 그 녀석은 왜 그냥 자기 활동이나 열심히 할 것이지. 왜 만날 트리스한테 시비를 거는 거야. 달리아한테 좀 혼내달라고 하면 안 될까?	ทำไมยายนั่นไม่ตั้งใจเป็นไอดอลให้ดีๆ ชอบมาจับผิดทริสตลอด จะให้ดาเลียจัดการหน่อยได้ไหมนะ?	那家伙不好好做自己的偶像歌手，总是针对特莉丝，能不能拜托达利娅管管她？	那傢伙不好好做自己的偶像歌手，總是針對特莉絲，能不能拜託達利婭管管她？	Why can't Erina just focus on being an idol? She's always picking on Triss. Can't Dahlia keep her in check?	エリナのやつ、いつもトリスにちょっかいかけてないで、ちゃんとアイドルの仕事をしろよ！ダリアに頼んだらなんとかしてくれるかな？	그리고 그 녀석은 왜 그냥 자기 활동이나 열심히 할 것이지. 왜 만날 트리스한테 시비를 거는 거야. 달리아한테 좀 혼내달라고 하면 안 될까?	ทำไมยายนั่นไม่ตั้งใจเป็นไอดอลให้ดีๆ ชอบมาจับผิดทริสตลอด จะให้ดาเลียจัดการหน่อยได้ไหมนะ?	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1016			18:npc_icon_642_1	18:card_icon_108008_2	18:card_icon_108008_2	1	0	1	1		2bc38f27aea0d828a545661f05cbf496	AI助理小白	AI助理小白	AI Assistant Shiro	AIアシスタントシロ	AI 어시스턴트 화이트	AI ผู้ช่วยชิโระ	艾琳娜和特莉丝的争端与工作无关，请勿过度讨论。	艾琳娜和特莉絲的爭端與工作無關，請勿過度討論。	The dispute between Erina and Triss is not a work-related topic; we shouldn't be focused on that right now…	エリナとトリスの争いは仕事とは無関係、あまり議論しないで欲しいです。	에리나와 트리스에 대한 이야기는 업무와 상관없으니 이야기하지 마시기 바랍니다	เรื่องความขัดแย้งระหว่างเอรินากับทริสไม่เกี่ยวกับงาน ขอความกรุณาอย่าถกเถียงกันมากเกินไปนะคะ	艾琳娜和特莉丝的争端与工作无关，请勿过度讨论。	艾琳娜和特莉絲的爭端與工作無關，請勿過度討論。	The dispute between Erina and Triss is not a work-related topic; we shouldn't be focused on that right now…	エリナとトリスの争いは仕事とは無関係、あまり議論しないで欲しいです。	에리나와 트리스에 대한 이야기는 업무와 상관없으니 이야기하지 마시기 바랍니다	เรื่องความขัดแย้งระหว่างเอรินากับทริสไม่เกี่ยวกับงาน ขอความกรุณาอย่าถกเถียงกันมากเกินไปนะคะ	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1017			18:npc_icon_642_1	18:card_icon_108008_2	18:card_icon_108008_2	1	1	1	1		5bfe97be232e3f01f65371e05623b55f	AI助理小白	AI助理小白	AI Assistant Shiro	AIアシスタントシロ	AI 어시스턴트 화이트	AI ผู้ช่วยชิโระ	调查官和达利娅女士谈论的应该是很严肃的话题，不知现在进行得如何了……	調查官和達利婭女士談論的應該是很嚴肅的話題，不知現在進行得如何了……	That looks like a serious conversation over there. I wonder how it's going?	調査官とダリアさんはきっと厳粛な話をしているはずです、今はどうなっているでしょう……	조사관님은 분명 달리아 님과 진지한 얘기를 나누고 계실 텐데, 어떻게 진행되고 있는지 궁금하네요…	คุณผู้ตรวจการคงกำลังคุยเรื่องสำคัญกับคุณดาเลียอยู่... ไม่รู้ว่าตอนนี้จะเป็นยังไงบ้างนะ	调查官和达利娅女士谈论的应该是很严肃的话题，不知现在进行得如何了……	調查官和達利婭女士談論的應該是很嚴肅的話題，不知現在進行得如何了……	That looks like a serious conversation over there. I wonder how it's going?	調査官とダリアさんはきっと厳粛な話をしているはずです、今はどうなっているでしょう……	조사관님은 분명 달리아 님과 진지한 얘기를 나누고 계실 텐데, 어떻게 진행되고 있는지 궁금하네요…	คุณผู้ตรวจการคงกำลังสนทนาเรื่องสำคัญกับคุณดาเลียอยู่... ไม่ทราบว่าตอนนี้เป็นอย่างไรบ้างนะ	贝克猫小队	貝克貓小隊	Baker Squad	チャット・ベイカーキャット	베이커캣팀	ทีมเบเกอร์
1018			18:npc_icon_644_1	18:npc_icon_644_1	18:npc_icon_644_1	1	1	1	1	1004111	8191ccda5f6995ae3989a1701468566d	<color=#ff0000>紧急任务</color>	<color=#ff0000>緊急任務</color>	<color=#ff0000>Emergency</color>	<color=#ff0000>緊急任務</color>	<color=#ff0000>긴급 미션</color>	<color=#ff0000>ภารกิจฉุกเฉิน</color>	五城广场发现绪能乱流，大型傀化入侵，请贝克猫小队速前往支援！	五城廣場發現緒能亂流，大型傀化入侵，請貝克貓小隊速前往支援！	Pathos Whirl detected at Quintupolis Plaza. A large-scale Anomaly invasion is imminent, support immediately!	五城広場でエネルギー乱流が発生しました。大型傀化物が侵入しています！チームベイカーキャットは直ちに支援に向かってください。	펜타폴리스에서 이모션 에너지가 폭주하고 있습니다. 거대 퍼펫화 개체가 침입 중이니, 베이커캣팀은 지원을 부탁합니다!	พบพลังงานพาโธสฟุ้งกระจายที่จัตุรัสควินซ์ มีการบุกรุกของหุ่นเชิดขนาดใหญ่ ขอให้ทีมเบเกอร์รีบไปสนับสนุนด่วน!	五城广场发现绪能乱流，大型傀化入侵，请贝克猫小队速前往支援！	五城廣場發現緒能亂流，大型傀化入侵，請貝克貓小隊速前往支援！	Pathos Whirl detected at Quintupolis Plaza. A large-scale Anomaly invasion is imminent, support immediately!	五城広場でエネルギー乱流が発生しました。大型傀化物が侵入しています！チームベイカーキャットは直ちに支援に向かってください。	펜타폴리스에서 이모션 에너지가 폭주하고 있습니다. 거대 퍼펫화 개체가 침입 중이니, 베이커캣팀은 지원을 부탁합니다!	พบพลังงานพาโธสฟุ้งกระจายที่จัตุรัสควินซ์ มีการบุกรุกของหุ่นเชิดขนาดใหญ่ ขอให้ทีมเบเกอร์รีบไปสนับสนุนด่วน!	内部通讯	內部通訊	Intercom device	内部通信	내부 통신	ช่องสื่อสารภายใน
1019			18:npc_icon_644_1	18:npc_icon_644_1	18:npc_icon_644_1	1	1	1	1	1003091	f2fd0302678cc49d90dd3b40c42ea3dc	<color=#8aff98>好友申请</color>	<color=#8aff98>好友申請</color>	<color=#8aff98>New</color>	<color=#8aff98>フレンド申請</color>	<color=#8aff98>친구 신청</color>	<color=#8aff98>คำขอเป็นเพื่อน</color>	收到特莉丝的通讯好友请求。	收到特莉絲的通訊好友請求。	Friend request received from Triss.	トリスからフレンド申請が届きました。	트리스의 친구 신청을 받았습니다	ได้รับคำขอเป็นเพื่อนจากทริส	收到特莉丝的通讯好友请求。	收到特莉絲的通訊好友請求。	Friend request received from Triss.	トリスからフレンド申請が届きました。	트리스의 친구 신청을 받았습니다	ได้รับคำขอเป็นเพื่อนจากทริส	内部通讯	內部通訊	Intercom device	内部通信	내부 통신	ช่องสื่อสารภายใน
1020			18:npc_icon_642_1	18:npc_icon_649_2	18:npc_icon_649_1	1	0	2	1	1004141	145b44f42a00cb66bf9206011915c7d7	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	注意不要暴露！	注意不要暴露！	Careful, don't blow your cover!	注意しろ！	폭로하지 않게 주의해 줘!	ระวังอย่าเปิดเผยตัวนะ!	注意不要暴露！	注意不要暴露！	Careful, don't blow your cover!	注意しろ！	폭로하지 않게 주의해 줘!	ระวังอย่าเปิดเผยตัวนะ!	贝克猫小队	貝克貓小隊	Baker Squad	内部通信	베이커캣팀	ทีมเบเกอร์
1021			18:npc_icon_642_1	18:npc_icon_608_1	18:npc_icon_608_1	1	0	1	1		0dee8fb8777656ec101876020fa9c0ff	战斗员非天	戰鬥員非天	Combatant Asura	戦闘員アスラ	전투원 아수라	เอเจนต์อาสึระ	……收到。	……收到。	…Copy that.	……了解しました。	...알겠어	...รับทราบค่ะ	……收到。	……收到。	…Copy that.	……了解しました。	...알겠어	...รับทราบค่ะ	贝克猫小队	貝克貓小隊	Baker Squad	内部通信	베이커캣팀	ทีมเบเกอร์
1022			18:npc_icon_642_1	18:npc_icon_609_1	18:npc_icon_609_1	1	1	1	1		8f4a120dc6bb53adf93221493f3c534d	战斗员艾可	戰鬥員艾可	Combatant Echo	戦闘員アイコ	전투원 에코	เอเจนต์เอคโค	交给艾可吧！又到了本天才发挥演技的时刻了！	交給艾可吧！又到了本天才發揮演技的時刻了！	Leave it to me, Super Star Echo. It's show time!	任せて！この天才アイコ様が再び演技を披露する時が来た！	에코에게 맡겨달라구! 이 천재 에코님이 연기 실력을 발휘할 시간이 돌아왔어!	ปล่อยให้เป็นหน้าที่เอคโคเถอะ! ถึงเวลาที่อัจฉริยะอย่างฉันจะแสดงฝีมือแล้ว!	交给艾可吧！又到了本天才发挥演技的时刻了！	交給艾可吧！又到了本天才發揮演技的時刻了！	Leave it to me, Super Star Echo. It's show time!	任せて！この天才アイコ様が再び演技を披露する時が来た！	에코에게 맡겨달라구! 이 천재 에코님이 연기 실력을 발휘할 시간이 돌아왔어!	ปล่อยให้เป็นหน้าที่เอคโคเถอะ! ถึงเวลาที่อัจฉริยะอย่างฉันจะแสดงฝีมือแล้ว!	贝克猫小队	貝克貓小隊	Baker Squad	内部通信	베이커캣팀	ทีมเบเกอร์
1023			18:npc_icon_644_1	18:npc_icon_644_1	18:npc_icon_644_1	1	0	1	1	1003071	3178099e311c5197254d5b27bb6be2bf	<color=#8aff98>好友申请</color>	<color=#8aff98>好友申請</color>	<color=#8aff98>New</color>	<color=#8aff98>フレンド申請</color>	<color=#8aff98>친구 신청</color>	<color=#8aff98>คำขอเป็นเพื่อน</color>	收到斐克医生的通讯好友请求。	收到斐克醫生的通訊好友請求。	Friend request received from Dr. Frek.	Dr.フェイクからフレンド申請が届いています。	프렉 선생님의 친구 신청을 받았습니다	ได้รับคำขอเป็นเพื่อนจากคุณหมอฟิค	收到斐克医生的通讯好友请求。	收到斐克醫生的通訊好友請求。	Friend request received from Dr. Frek.	Dr.フェイクからフレンド申請が届いています。	프렉 선생님의 친구 신청을 받았습니다	ได้รับคำขอเป็นเพื่อนจากคุณหมอฟิค	内部通讯	內部通訊	Intercom device	内部通信	내부 통신	ช่องสื่อสารภายใน
