groupId	startId	timelinePath	Is2D	status	hash	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1000100	1	ChapterNew/stage_OverSea_OP06_TL.prefab	99	1	04f6b4316f7a1bc934fd1a059b5dfb8b	终焉	終焉	The Endgame	終焉	마지막	จุดจบ	目睹了惨烈的结局，你是否依然愿意<color=#fc14a8>背负一切，拯救一切</color>？\n时间回到原点，新的未来掌握在你手中……	目睹了慘烈的結局，你是否依然願意<color=#fc14a8>背負一切，拯救一切</color>？\n時間回到原點，新的未來掌握在你手中……	Witnessing this grim finale, do you still stand ready to <color=#fc14a8>bear the weight of everything, to save everyone</color>? Time loops back to square one; the future now rests in your hands...	悲劇的な結末を目の当たりにしたあなたは、<color=#fc14a8>全てを背負い、新海市を救う</color>覚悟ができるだろうか？\n\n振り出しに戻る時だ。未来は君の手にかかっている。	비극적인 결말을 목격한 후, 당신에게 여전히 모든 것을 <color=#fc14a8>짊어지고 모두를 구하고자 하는 엘리</color>가 있는가?\n시간은 원점으로 돌아갈 것이고, 새로운 미래는 당신의 손에 달려 있다…	​หลัง​จาก​ได้​เห็น​จุดจบ​อัน​โหดร้าย​ คุณ​จะ​ยัง​คง​<color=#fc14a8>เต็มใจแบกรับทุกอย่างและช่วยเหลือทุกคน</color>​หรือ​ไม่​?\n​เวลา​หวน​กลับ​สู่​จุด​เริ่ม​ต้น​ อนาคต​ใหม่​อยู่​ใน​มือ​ของ​คุณ​แล้ว​...
1000110	1		0	1	941feaa4d5d60260e81c96df4e3a1c46	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น						
1000120	1		0	1	37bb2a42817b884a55b0353d7c205ecb	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น						
1000130	1		0	1	32d4943843d7150fdf5c8c39912fa405	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น						
1000140	1		3	1	a650c3672f78077e0bf6a70509bb424e	最终日	最終日	Final Day	最終日	마지막 날	วันสิ้นโลก	你与追踪者针锋相对，战斗一触即发。	你與追蹤者針鋒相對，戰鬥一觸即發。	Face to face with the pursuer, tensions run high as battle looms on the horizon.	向かい合わせになっているあなたと追手。その間には一触即発の空気が流れていた。	당신은 추격자와 맞서며, 전투가 발생할 뻔했다.	คุณเผชิญหน้ากับผู้ไล่ล่า การต่อสู้กำลังจะเริ่มขึ้น
1000150	1		3	1	283398ad66e6ee2c2450fbb6dbe9e108	最终日	最終日	Final Day	最終日	마지막 날	วันสิ้นโลก	击退第一轮敌人，然而，战斗还没有结束。	擊退第一輪敵人，然而，戰鬥還沒有結束。	You fend off the first wave of foes, but the fight is far from over.	敵を一回撃退したところで、戦いは終わらない。	첫 라운드의 적을 물리쳤지만, 전투는 아직 끝나지 않았다.	คุณได้ขับไล่ศัตรูไปได้ในรอบแรก อย่างไรก็ตาม การต่อสู้ยังไม่จบ
1000160	1		3	1	abfd5c872aaf212dc892728887314590	最终日	最終日	Final Day	最終日	마지막 날	วันสิ้นโลก	情况不妙，小白设法破局。	情況不妙，小白設法破局。	The situation looks grim, but Shiro endeavors to shatter the stalemate.	不利な状況を打開するためにシロは動き出す。	상황이 좋지 않아, 화이트가 상황을 바꾸기 위해 노력한다.	สถานการณ์​ไม่​ดี​ ชิ​โระ​พยายาม​หา​ทางแก้ไข​
1000170	1		3	1	4904e5a376c7eef1e2b83171c0e72bff	终焉	終焉	The Endgame	終焉	마지막	สิ้นสุด						
1000180	1		3	1	b5de8e0be04b63079d45aa6fbccc439d	终焉	終焉	The Endgame	終焉	마지막	จุดจบ	猫族少女发动最后的攻击，决意与所有人<color=#fc14a8>同归于尽</color>……\n一切都要结束了吗？	貓族少女發動最後的攻擊，決意與所有人<color=#fc14a8>同歸於盡</color>……\n一切都要結束了嗎？	The Felinian Girl makes her final stand, resolved to end it all—<color=#fc14a8>in mutual destruction</color>... Will everything come to an end?	フェリニアンスの少女は、その場にいる全員を<color=#fc14a8>道連れにしようと</color>、最後の攻撃を繰り出す。\nこれで、すべてが終わりを迎えるのか？	캣족 소녀가 마지막 공격을 했고, 모두와 <color=#fc14a8>함께 죽겠다고</color> 결심한다……\n이제 모든 것이 끝나는 걸까?	สาวน้อยเผ่าแมวโจมตีครั้งสุดท้าย ตั้งใจจะ<color=#fc14a8>จบชีวิตไปพร้อมกับทุกคน</color>...\nทุกอย่างจะจบลงแล้วอย่างนั้นหรือ?
1000190	1		3	1	1eed10871a5fcb01dff21d1e28fcd110	终焉	終焉	The Endgame	終焉	마지막	สิ้นสุด					  	
1000201	1		0	1	047b43fe2aa7908a8699951dda561917	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น	电话铃声将你吵醒，电话那边是<color=#fc14a8>你的叔叔</color>——担任<color=#fc14a8>暴风眼调查长的豪威尔</color>，他提醒你今天是<color=#fc14a8>入职贝克猫小队</color>的第一天。\n为避免迟到，你需要尽快找到<color=#fc14a8>证件</color>……	電話鈴聲將你吵醒，電話那邊是<color=#fc14a8>你的叔叔</color>——擔任<color=#fc14a8>暴風眼調查長的豪威爾</color>，他提醒你今天是<color=#fc14a8>入職貝克貓小隊</color>的第一天。\n為避免遲到，你需要儘快找到<color=#fc14a8>證件</color>……	A phone's ring jolts you awake—it's <color=#fc14a8>your uncle</color>, <color=#fc14a8>Howell, Chief Inspector of the StormEye</color>, reminding you that today marks your first day with <color=#fc14a8>the Baker Squad</color>. To avoid being late, you need to find your <color=#fc14a8>ID</color> promptly.	電話の呼び出し音で目を覚ますと、<color=#fc14a8>ストームアイの調査長を務めている叔父、ホーウェル</color>からだ。自分は今日から<color=#fc14a8>チーム・ベイカーキャット</color>に配属されるらしい。\n遅刻しないためには、一刻も早く<color=#fc14a8>IDカード</color>を見つけないと。	전화벨 소리에 잠에서 깨어났고, 전화 너머로는 <color=#fc14a8>당신의 삼촌</color>—<color=#fc14a8> 스톰아이 조사국장 하웰</color>이 오늘이 <color=#fc14a8>베이커캣 팀에 임관하는 첫날</color>임을 알린다.\n지각하지 않으려면, 서둘러서 <color=#fc14a8>신분증</color>을 찾아야 한다…	เสียง​โทรศัพท์​ปลุก​คุณ​ตื่น​ ปลาย​สาย​คือ​<color=#fc14a8>ลุงของคุณ</color>​ -​ <color=#fc14a8>ฮาวเวลล์ หัวหน้าผู้ตรวจการแห่งสตอร์มอาย</color>​ เขา​เตือน​คุณ​ว่า​วันนี้​เป็น​<color=#fc14a8>วันแรกที่เข้าทำงานกับทีมเบเกอร์</color>​\nเพื่อ​ไม่​ให้​ไป​ทำงาน​วัน​แรก​สาย​ คุณ​จึง​ต้อง​รีบ​หา​<color=#fc14a8>บัตรประจำตัว</color>...​
1000202	1	ChapterNew/stage_OverSea_OP07_TL.prefab	99	1	7acf8af2a9bfb404f07339f1624948df	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น	电话铃声将你吵醒，电话那边是<color=#fc14a8>你的叔叔</color>——担任<color=#fc14a8>暴风眼调查长的豪威尔</color>，他提醒你今天是<color=#fc14a8>入职贝克猫小队</color>的第一天。\n为避免迟到，你需要尽快找到<color=#fc14a8>证件</color>……	電話鈴聲將你吵醒，電話那邊是<color=#fc14a8>你的叔叔</color>——擔任<color=#fc14a8>暴風眼調查長的豪威爾</color>，他提醒你今天是<color=#fc14a8>入職貝克貓小隊</color>的第一天。\n為避免遲到，你需要儘快找到<color=#fc14a8>證件</color>……	A phone's ring jolts you awake—it's <color=#fc14a8>your uncle</color>, <color=#fc14a8>Howell, Chief Inspector of the StormEye</color>, reminding you that today marks your first day with <color=#fc14a8>the Baker Squad</color>. To avoid being late, you need to find your <color=#fc14a8>ID</color> promptly.	電話の呼び出し音で目を覚ますと、<color=#fc14a8>ストームアイの調査長を務めている叔父、ホーウェル</color>からだ。自分は今日から<color=#fc14a8>チーム・ベイカーキャット</color>に配属されるらしい。\n遅刻しないためには、一刻も早く<color=#fc14a8>IDカード</color>を見つけないと。	전화벨 소리에 잠에서 깨어났고, 전화 너머로는 <color=#fc14a8>당신의 삼촌</color>—<color=#fc14a8> 스톰아이 조사국장 하웰</color>이 오늘이 <color=#fc14a8>베이커캣 팀에 임관하는 첫날</color>임을 알린다.\n지각하지 않으려면, 서둘러서 <color=#fc14a8>신분증</color>을 찾아야 한다…	เสียง​โทรศัพท์​ปลุก​คุณ​ตื่น​ ปลาย​สาย​คือ​<color=#fc14a8>ลุงของคุณ</color>​ -​ <color=#fc14a8>ฮาวเวลล์ หัวหน้าผู้ตรวจการแห่งสตอร์มอาย</color>​ เขา​เตือน​คุณ​ว่า​วันนี้​เป็น​<color=#fc14a8>วันแรกที่เข้าทำงานกับทีมเบเกอร์</color>​\nเพื่อ​ไม่​ให้​ไป​ทำงาน​วัน​แรก​สาย​ คุณ​จึง​ต้อง​รีบ​หา​<color=#fc14a8>บัตรประจำตัว</color>...​
1000203	1		0	1	1b7604eb8d122b31e141834dd595ce00	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น	请完善资料，在入职证明上<color=#fc14a8>签名</color>。	請完善資料，在入職證明上<color=#fc14a8>簽名</color>。	Complete your profile and <color=#fc14a8>sign</color> the onboarding verification.	必要事項を記入した上、<color=#fc14a8>入隊証明書に</color>サインしよう。	서류를 완성하고, 임관 증명서에 <color=#fc14a8>서명</color>해야 한다.	กรุณากรอกข้อมูลให้ครบถ้วนและ<color=#fc14a8>เซ็นชื่อ</color>ในใบรับรองการเข้าทำงาน
1000210	1		0	1	d6efaac8d4283bec1e0d065fec526f1c	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น	前往贝克猫小队的路上，新海气象局与生态环境局联合发布了B级预警，新海市即将迎来强降雨天气。你希望能快点赶到入职地点。	前往貝克貓小隊的路上，新海氣象局與生態環境局聯合發佈了B級預警，新海市即將迎來強降雨天氣。你希望能快點趕到入職地點。	On your way to the Baker Squad, the Catto Weather Bureau and Ecological Environment Bureau issue a Level-B alert: A heavy downpour is imminent in Catto City. You hope to reach your destination before the storm hits.	チーム・ベイカーキャットへ向かう途中で、新海市は大雨に見舞われ、新海気象局と生態環境局はレベルB警報を共同発令した。警報にかまう余裕がなく、ただ早く目的地に着きたいあなたは歩みを早めた。	베이커캣 팀으로 가는 길에, 뉴오션 시티 기상청과 환경청에서 B급 일기 예보를 발표했다. 뉴오션 시티에 강우가 내릴 예정으로 빨리 임관 장소에 일찍 도착해야 한다.	ระหว่างทาง​ไป​ทีม​เบเกอร์​ กรมอุตุนิยมวิทยา​และ​กรม​สิ่งแวดล้อม​แค​ทโตะ​ได้​ออก​การ​เตือน​ระดับ​ B​ ว่า​แค​ทโตะ​ ซิตี้​จะ​มี​ฝน​ตกหนัก​ คุณ​หวัง​ว่า​จะ​สามารถ​ไป​ถึง​ที่ทำงาน​ได้​ก่อน​ฝน​จะ​ตก​
1000211	1	ChapterNew/stage_OverSea_OP08_TL.prefab	4	1	d7abb4dab2988c27ca0d084fae641426	起点	起點	The Starting Point	始まり	시작	จุดเริ่มต้น	一只猫被困在纸箱中，马上要下雨了，而你又急着入职，是否<color=#fc14a8>帮助小猫脱困</color>？	一隻貓被困在紙箱中，馬上要下雨了，而你又急著入職，是否<color=#fc14a8>幫助小貓脫困</color>？	A kitten, trapped in a cardboard box with rain imminent and your job awaiting—will you <color=#fc14a8>save the little one</color>?	道端に落ちている段ボール箱の中に、一匹のネコが閉じ込められていた。もうすぐ雨が降りそうだ。急いでいるあなたは、<color=#fc14a8>ネコを助けるのか<//color>？	상자에 갇힌 고양이가 있고, 곧 비가 올 것 같은데, 당신은 입사하기 급급한 상황이다. 과연 <color=#fc14a8>고양이를 구할 것인가</color>?	แมว​ตัว​หนึ่ง​ติด​อยู่​ใน​กล่อง​กระดาษ​ ฝน​กำลังจะ​ตก​ และ​คุณ​ก็​รีบ​ไป​ทำงาน​ คุณ​จะ​<color=#fc14a8>ช่วยน้องแมวจากกล่อง</color>​ก่อน​ไหม​?​
