id	roleId	lihuiId	hdCardDrawing	x1	y1	scale1	x2	y2	scale2	copyright	status
10800601	108006	90:card_img_10800601_l	90:card_img_108006_l	0	0	100	0	-149	100		1
10800602	108006	90:card_img_10800602_l	90:card_img_10800602_l	0	0	100	0	-149	100		1
10800603	108006	90:card_img_10800603_l	90:card_img_10800603_l	0	0	100	-21	-462	100	1	1
10800604	108006	90:card_img_10800604_l	90:card_img_10800604_l	0	0	100	0	-133	80		1
10800701	108007	90:card_img_10800701_l	90:card_img_108007_l	0	0	100	-21	-462	100		1
10800801	108008	90:card_img_10800801_l	90:card_img_108008_l	0	0	90	136	-565	70		1
10900201	109002	90:card_img_10900201_l	90:card_img_109002_l	0	0	100	201	-222	110		1
10900202	109002	90:card_img_10900202_l	90:card_img_10900202_l	0	0	100	393	-240	110		1
10902101	109021	90:card_img_10902101_l	90:card_img_109021_l	0	0	100	201	-222	110		1
10900801	109008	90:card_img_10900801_l	90:card_img_109008_l	0	0	100	-42	-216	90		1
11000801	110008	90:card_img_11000801_l	90:card_img_110008_l	0	0	100	109	-715	95		1
11100201	111002	90:card_img_11100201_l	90:card_img_111002_l	0	0	100	173	-754	110		1
11100202	111002	90:card_img_11100202_l	90:card_img_11100202_l	0	0	100	173	-754	110		1
11100801	111008	90:card_img_11100801_l	90:card_img_111008_l	0	0	100	-40	-775	95		1
11100802	111008	90:card_img_11100802_l	90:card_img_11100802_l	0	0	100	14	-499	100		1
11100250	111002	90:card_img_11100250_l	90:card_img_11100250_l	0	0	100	140	-257	110		1
11200201	112002	90:card_img_11200201_l	90:card_img_112002_l	0	0	100	44	-313	100		1
11200801	112008	90:card_img_11200801_l	90:card_img_112008_l	0	0	100	-10	-388	55		1
11300101	113001	90:card_img_11300101_l	90:card_img_113001_l	0	0	100	-8	-428	100		1
11300102	113001	90:card_img_11300102_l	90:card_img_11300102_l	0	0	100	-189	-490	100		1
11300103	113001	90:card_img_11300103_l	90:card_img_11300103_l	0	0	100	-18	-521	95		1
11300201	113002	90:card_img_11300201_l	90:card_img_113002_l	0	0	100	106	-494	105		1
11300801	113008	90:card_img_11300801_l	90:card_img_113008_l	0	0	100	0	-527	100		1
11400101	114001	90:card_img_11400101_l	90:card_img_114001_l	0	0	100	-88	-292	100		1
11400102	114001	90:card_img_11400102_l	90:card_img_11400102_l	0	0	100	67	-275	105		1
11400103	114001	90:card_img_11400103_l	90:card_img_11400103_l	0	0	100	-128	-501	95		1
11400201	114002	90:card_img_11400201_l	90:card_img_114002_l	0	0	100	17	-648	110		1
11400801	114008	90:card_img_11400801_l	90:card_img_114008_l	0	0	100	-9	-606	100		1
11500801	115008	90:card_img_11500801_l	90:card_img_115008_l	0	0	100	11	-750	110		1
11600101	116001	90:card_img_11600101_l	90:card_img_116001_l	0	0	100	0	-342	110		1
11600801	116008	90:card_img_11600801_l	90:card_img_116008_l	0	0	100	17	-762	110		1
11700801	117008	90:card_img_11700801_l	90:card_img_117008_l	0	0	100	268	-372	90		1
11700802	117008	90:card_img_11700802_l	90:card_img_11700802_l	0	0	100	0	-316	110		1
11900801	119008	90:card_img_11900801_l	90:card_img_119008_l	0	0	100	-166	-464	100		1
11900802	119008	90:card_img_11900802_l	90:card_img_11900802_l	0	0	100	281	-423	90		1
12700101	127001	90:card_img_12700101_l	90:card_img_127001_l	0	0	100	0	-646	110		1
12700150	127001	90:card_img_12700150_l	90:card_img_12700150_l	0	0	100	48	-312	100		1
12700801	127008	90:card_img_12700801_l	90:card_img_127008_l	0	0	100	62	-395	100		1
12700802	127008	90:card_img_12700802_l	90:card_img_12700802_l	0	0	100	77	-506	100		1
12700803	127008	90:card_img_12700803_l	90:card_img_12700803_l	0	0	100	81	-364	118		1
13000801	130008	90:card_img_13000801_l	90:card_img_130008_l	0	0	100	166	-483	100		1
13100101	131001	90:card_img_13100101_l	90:card_img_131001_l	0	0	100	-55	-262	80		1
13100102	131001	90:card_img_13100102_l	90:card_img_13100102_l	0	0	100	-36	-319	60		1
13100801	131008	90:card_img_13100801_l	90:card_img_131008_l	0	0	100	-101	-271	70		1
12000801	120008	90:card_img_12000801_l	90:card_img_120008_l	0	0	100	-13	-607	100		1
12000802	120008	90:card_img_12000802_l	90:card_img_12000802_l	0	0	100	-27	-579	100		1
12100801	121008	90:card_img_12100801_l	90:card_img_121008_l	0	0	100	-71	-593	75		1
12200801	122008	90:card_img_12200801_l	90:card_img_122008_l	0	0	100	-37	-453	100		1
12600801	126008	90:card_img_12600801_l	90:card_img_126008_l	0	0	100	-22	-455	100		1
12600802	126008	90:card_img_12600802_l	90:card_img_12600802_l	0	0	100	-22	-469	92		1
12500801	125008	90:card_img_12500801_l	90:card_img_125008_l	0	0	100	37	-490	100		1
12500802	125008	90:card_img_12500802_l	90:card_img_12500802_l	0	0	100	-32	-511	70		1
12300801	123008	90:card_img_12300801_l	90:card_img_123008_l	0	0	100	0	-483	100		1
12300802	123008	90:card_img_12300802_l	90:card_img_12300802_l	0	0	100	25	-396	100		1
12800801	128008	90:card_img_12800801_l	90:card_img_128008_l	0	0	100	-60	-179	100		1
12800802	128008	90:card_img_12800802_l	90:card_img_12800802_l	0	0	100	-46	-413	90		1
12800803	128008	90:card_img_12800803_l	90:card_img_12800803_l	0	0	100	-87	-151	100		1
12900101	129001	90:card_img_12900101_l	90:card_img_129001_l	0	0	100	-54	-100	100		1
12900150	129002	90:card_img_12900250_l	90:card_img_12900250_l	0	0	100	141	-215	100		1
12900201	129002	90:card_img_12900201_l	90:card_img_129002_l	0	0	100	21	-351	100		1
12900202	129002	90:card_img_12900202_l	90:card_img_12900202_l	0	0	100	-64	-319	100		1
12900250	129002	90:card_img_12900250_l	90:card_img_12900250_l	0	0	100	141	-215	100		1
12900801	129008	90:card_img_12900801_l	90:card_img_129008_l	0	0	100	487	-403	110		1
13200801	132008	90:card_img_13200801_l	90:card_img_132008_l	0	0	100	60	-320	95		1
13300801	133008	90:card_img_13300801_l	90:card_img_133008_l	0	0	100	106	-552	100		1
13300850	13300850	90:card_img_13300850_l	90:card_img_13300850_l	0	0	100	0	-202	100		1
13500101	135008	90:card_img_13500801_l	90:card_img_135008_l	0	0	100	177	-110	80		1
13500201	135002	90:card_img_13500201_l	90:card_img_135002_l	0	0	100	-75	-364	100		1
13500801	135008	90:card_img_13500801_l	90:card_img_135008_l	0	0	100	177	-110	80		1
13500850	135008	90:card_img_13500850_l	90:card_img_13500850_l	0	0	100	75	-668	80		1
13500150	135008	90:card_img_13500850_l	90:card_img_13500850_l	0	0	100	75	-668	80		1
13600801	136008	90:card_img_13600801_l	90:card_img_136008_l	0	0	100	33	-602	100		1
13600850	136008	90:card_img_13600850_l	90:card_img_13600850_l	0	0	100	-30	-457	100		1
13700801	137008	90:card_img_13700801_l	90:card_img_137008_l	0	0	100	36	-674	100		1
13700802	137008	90:card_img_13700802_l	90:card_img_137008_l	0	0	100	36	-674	100		1
13800101	138001	90:card_img_13800101_l	90:card_img_138001_l	0	0	100	-12	-588	100		1
13800801	138008	90:card_img_13800801_l	90:card_img_138008_l	0	0	100	74	-484	110		1
13800802	138008	90:card_img_13800802_l	90:card_img_13800802_l	0	0	100	0	-681	100		1
13900801	139008	90:card_img_13900801_l	90:card_img_139008_l	0	0	100	-19	-263	100		1
13900802	139008	90:card_img_13900802_l	90:card_img_13900802_l	0	0	100	195	-181	90		1
14000801	140008	90:card_img_14000801_l	90:card_img_140008_l	0	0	100	0	-321	100		1
14000850	140008	90:card_img_14000850_l	90:card_img_14000850_l	0	0	100	-35	-398	100		1
14100801	141008	90:card_img_14100801_l	90:card_img_141008_l	0	0	100	-28	-505	100		1
14100850	141008	90:card_img_14100850_l	90:card_img_14100850_l	0	0	100	-25	-110	90		1
14100802	141008	90:card_img_14100802_l	90:card_img_14100802_l	0	0	100	-44	-415	100		1
14300801	143008	90:card_img_14300801_l	90:card_img_143008_l	0	0	100	-50	-347	100		1
14400101	144001	90:card_img_14400101_l	90:card_img_144001_l	0	0	100	-143	-440	90		1
14400102	144001	90:card_img_14400102_l	90:card_img_14400102_l	0	0	100	22	-200	90		1
14400201	144002	90:card_img_14400201_l	90:card_img_144002_l	0	0	100	0	-364	100		1
14400801	144008	90:card_img_14400801_l	90:card_img_144008_l	0	0	100	-75	-705	86		1
14600801	146008	90:card_img_14600801_l	90:card_img_146008_l	0	0	100	0	-433	100		1
14700801	147008	90:card_img_14700801_l	90:card_img_147008_l	0	0	100	23	-253	100		1
14800801	148008	90:card_img_14800801_l	90:card_img_148008_l	0	0	100	100	-384	100		1
14900801	149008	90:card_img_14900801_l	90:card_img_149008_l	0	0	100	15	-412	100		1
14900802	149008	90:card_img_14900802_l	90:card_img_14900102_l	0	0	100	0	-350	100		1
14900850	149008	90:card_img_14900850_l	90:card_img_14900850_l	0	0	100	8	-69	100		1
15000801	150008	90:card_img_15000801_l	90:card_img_150008_l	0	0	100	-7	-571	80		1
15100801	151008	90:card_img_15100801_l	90:card_img_151008_l	0	0	100	-122	-274	100		1
15100850	151008	90:card_img_15100850_l	90:card_img_15100850_l	0	0	100	-91	-426	85		1
15200801	152008	90:card_img_15200801_l	90:card_img_152008_l	0	0	100	-108	-500	100		1
15200850	152008	90:card_img_15200850_l	90:card_img_15200850_l	0	0	100	233	-450	100		1
15300801	153008	90:card_img_15300801_l	90:card_img_153008_l	0	0	100	-53	-383	110		1
15300802	153008	90:card_img_15300802_l	90:card_img_15300802_l	0	0	100	-42	-113	120		1
15400801	154008	90:card_img_15400801_l	90:card_img_154008_l	0	0	100	-39	-535	100		1
15400850	154008	90:card_img_15400850_l	90:card_img_15400840_l	0	0	100	-60	-298	100		1
15900801	159008	90:card_img_15900801_l	90:card_img_159008_l	0	0	100	-115	-267	100		1
16000801	160008	90:card_img_16000801_l	90:card_img_160008_l	0	0	100	-115	-479	100		1
16100801	161008	90:card_img_16100801_l	90:card_img_161008_l	0	0	100	15	-320	100		1
16100802	161008	90:card_img_16100802_l	90:card_img_16100802_l	0	0	100	-93	-517	70		1
15600801	156008	90:card_img_15800801_l	90:card_img_158008_l	0	0	100	-3	-267	75		1
15600802	156008	90:card_img_15600802_l	90:card_img_15600802_l	0	0	100	72	-286	100		1
15700801	157008	90:card_img_15700801_l	90:card_img_157008_l	0	0	100	49	-476	120		1
15700850	157008	90:card_img_15700850_l	90:card_img_15700850_l	0	0	100	-211	-465	120		1
15800801	154008	90:card_img_15800801_l	90:card_img_158008_l	0	0	100	-98	-394	100		1
16200801	162008	90:card_img_16200801_l	90:card_img_162008_l	0	0	100	35	-33	120		1
16200802	162008	90:card_img_16200802_l	90:card_img_16200802_l	0	0	100	49	-290	100		1
16300801	163008	90:card_img_16300801_l	90:card_img_163008_l	0	0	100	-128	-425	82		1
16300802	163008	90:card_img_16300802_l	90:card_img_163008_l	0	0	100	-24	-413	100		1
14500801	145008	90:card_img_14500801_l	90:card_img_145008_l	0	0	100	217	-233	100		1
14500802	145008	90:card_img_14500802_l	90:card_img_14500802_l	0	0	100	59	-504	100		1
15500801	155008	90:card_img_15500850_l	90:card_img_15500840_l	0	0	100	38	-360	100		1
16400801	164008	90:card_img_16400801_l	90:card_img_164008_l	0	0	100	82	-505	100		1
16500801	165008	90:card_img_16500801_l	90:card_img_165008_l	0	0	100	68	-458	100		1
16600801	166008	90:card_img_16600801_l	90:card_img_166008_l	0	0	100	30	-686	100		1
16600802	166008	90:card_img_16600802_l	90:card_img_16600802_l	0	0	100	98	-873	100		1
16600803	166008	90:card_img_16600803_l	90:card_img_16600803_l	0	0	100	-65	-702	90		1
16700801	167008	90:card_img_16700801_l	90:card_img_167008_l	0	0	100	30	-499	80		1
17000801	170008	90:card_img_17000801_l	90:card_img_170008_l	0	0	100	-51	-328	100		1
17100801	171008	90:card_img_17100801_l	90:card_img_171008_l	0	0	100	-130	-698	110		1
16900801	169008	90:card_img_16900801_l	90:card_img_169008_l	0	0	100	-189	-780	100		1
17200801	172008	90:card_img_17200801_l	90:card_img_172008_l	0	0	100	-59	-602	80		1
17300801	173008	90:card_img_17300801_l	90:card_img_173008_l	0	0	100	0	-737	100		1
80100801	801008	90:card_img_80100801_l	90:card_img_801008_l	0	0	100	-56	-673	96		1
80200801	802008	90:card_img_80200801_l	90:card_img_802008_l	0	0	100	-64	-591	110		1
80300801	803008	90:card_img_80300801_l	90:card_img_803008_l	0	0	100	-67	-351	95		1
80300101	803008	90:card_img_80300801_l	90:card_img_803008_l	0	0	100	-67	-351	95		1
80400801	804008	90:card_img_80400801_l	90:card_img_804008_l	0	0	100	72	-153	70	176:activity_nokopara_c_img	1
80400802	804008	90:card_img_80400802_l	90:card_img_80400802_l	0	0	100	-58	-93	80		1
80500801	805008	90:card_img_80500801_l	90:card_img_805008_l	0	0	100	-27	-189	70	176:activity_nokopara_c_img	1
80500802	805008	90:card_img_80500802_l	90:card_img_80500802_l	0	0	100	109	-35	90		1
80600801	806008	90:card_img_80600801_l	90:card_img_806008_l	0	0	100	-19	-374	55	176:activity_nokopara_c_img	1
80600802	806008	90:card_img_80600802_l	90:card_img_80600802_l	0	0	100	165	-273	85		1
90400101	904001	90:card_img_400101_l	90:card_img_4001_l	0	0	100	0	-601	80		1
90400201	904002	90:card_img_400201_l	90:card_img_4002_l	0	0	100	0	-660	78		1
90400501	904005	90:card_img_400501_l	90:card_img_4005_l	0	0	100	0	-394	70		1
90400601	904006	90:card_img_400601_l	90:card_img_4006_l	0	0	100	32	-446	72		1
90400901	904009	90:card_img_400901_l	90:card_img_4009_l	0	0	100	43	-597	80		1
90401001	904010	90:card_img_401001_l	90:card_img_4010_l	0	0	100	-66	-532	80		1
90401401	904014	90:card_img_401401_l	90:card_img_4014_l	0	0	100	17	-441	58		1
90401501	904015	90:card_img_401501_l	90:card_img_4015_l	0	0	100	0	-220	55		1
90402001	904020	90:card_img_402001_l	90:card_img_4020_l	0	0	100	34	-600	80		1
90402201	904022	90:card_img_402201_l	90:card_img_4022_l	0	0	100	-117	-462	75		1
90402501	904025	90:card_img_402501_l	90:card_img_4025_l	0	0	100	-45	-267	50		1
90402601	904026	90:card_img_402601_l	90:card_img_4026_l	0	0	100	-121	-291	50		1
90403101	904031	90:card_img_403101_l	90:card_img_4031_l	0	0	100	54	-473	85		1
90403301	904033	90:card_img_403301_l	90:card_img_4033_l	0	0	100	0	-658	80		1
90403401	904034	90:card_img_403401_l	90:card_img_4034_l	0	0	100	0	-633	80		1
90404101	904041	90:card_img_404101_l	90:card_img_4041_l	0	0	100	0	-767	90		1
90404301	904043	90:card_img_404301_l	90:card_img_4043_l	0	0	100	0	-710	85		1
90800201	908002	90:card_img_800201_l	90:card_img_8002_l	0	0	100	54	-818	100		1
