npcId	role	maxSp	skinId	classId	mode	handbook	class	location	behavior	attribute	atkSkill1	atkSkill2	atkSkill3	atkSkill4	atkSkill5	atkSkill6	hitSkill	passiveSkill	weakness	ai	showPassive	enterTimeline	enterSfx	summonPool	summonData	roleId	characterId	catType	race	summonPriority	status
31014001		5	30101401	2201	1014	1014	1	4	1	1	511014001	521014001					571014001			monster/monster_01											1
31015001		5	30101501	2101	1015	1015	1	2	1	1	511015001	521015001					571015001			monster/monster_01											1
31016001		5	30101601	2301	1016	1016	1	1	1	1	511016001	521016001					571016001			monster/monster_03											1
31017001		5	30101701	2101	1017	1017	1	5	1	1	511017001	521017001					571017001			monster/monster_01											1
31018001		5	30101801	2101	1018	1018	1	3	1	1	511018001	521018001					571018001			monster/monster_01											1
31019001		5	30101901	2101	1019	1019	1	4	1	1	511019001	521019001					571019001			monster/monster_01											1
31020001		5	30102001	2201	1020	1020	1	3	1	1	511020001	521020001					571020001			monster/monster_01											1
31021001		5	30102101	2101	1021	1021	1	3	1	1	511021001	521021001					571021001			monster/monster_01											1
31022001		5	30102201	2101	1022	1022	1	4	1	1	511022001	521022001					571022001			monster/monster_01											1
31023001		5	30102301	2101	1023	1023	1	3	1	1	511023001	521023001					571023001			monster/monster_01											1
31024001		5	30102401	2101	1024	1024	1	5	1	1	511024001	521024001					571024001			monster/monster_01											1
31028001		5	30102801	2101	1023	1023	1	3	1	1	511023001	521023001					571023001			monster/monster_01											1
31029001		5	30102901	2101	1024	1024	1	5	1	1	511024001	521024001					571024001			monster/monster_01											1
31025001		5	30102501	2101	1025	1025	1	5	1	1	511025001						571025001			monster/monster_31022001_001											1
31026001		5	30102601	2201	1026	1026	1	4	1	1	511026001	521026001					571026001			monster/monster_01											1
31030001		5	30103001	2101	1030	1030	1	3	1	1	511030001	521030002					571030001			monster/monster_01											1
31031001		5	30103101	2101	1031	1031	1	4	1	1	511031001	521031001					571031001			monster/monster_01											1
31040001		5	30104001	2101	1040	1040	1	2	1	1	511040001	521040003					571040001			monster/monster_01											1
31041001		5	30104101	2101	1041	1041	1	4	1	1	511041001	521041001					571041001	101041051		monster/monster_01											1
31042001		5	30104201	2301	1042	1042	1	1	1	1	511042001	521042001					571042001			monster/monster_01											1
31043001		5	30104301	2201	1043	1043	1	2	1	1	511043001	521043001					571043001			monster/monster_01											1
31044001		5	30104401	2301	1044	1044	1	3	1	1	511044001	521044001					571044001			monster/monster_01											1
31045001		5	30104501	2101	1045	1045	1	2	1	1	511045001	521045001					571045001			monster/monster_01											1
31046001		5	30104601	2101	1046	1046	1	5	1	1	511046001	521046001					571046001			monster/monster_01											1
31046011		5	30104601	2101	1046	1046	1	5	1	1	511046001	521046002					571046001			monster/monster_01											1
31050001		5	30105001	2201	1050	1050	1	4	1	1	511050001	521050001					571050001			monster/monster_01											1
31051001		5	30105101	2201	1051	1051	1	5	1	1	511051001	521051001					571051001			monster/monster_03											1
31052001		5	30105201	2101	1052	1052	1	2	1	1	511052001						571052001			monster/monster_01_oneskill											1
31053001		5	30105301	2101	1053	1053	1	4	1	1	511053001						571053001			monster/monster_01_oneskill											1
31056001		5	30105601	2201	1056	1056	1	3	1	1	511056001	521056001					571056001			monster/monster_01											1
31058001		5	30105801	2101	1058	1058	1	3	1	1	511058001	521058001					571058001			monster/monster_01											1
31059001		5	30105901	2301	1059	1059	1	4	1	1	511059003	521059001					571059001			monster/monster_01											1
31060001		5	30106001	2101	1060	1060	1	2	1	1	511060001	521060001					571060001			monster/monster_01											1
31102001		5	30110201	2101	1102	1102	1	4	1	1	511102001	521102001					571102001			monster/monster_01											1
31103001		5	30110301	2101	1103	1103	1	3	1	1	511103001	521103001					571103001			monster/monster_01											1
31104001		5	30110401	2301	1104	1104	1	2	1	1	511104001	521104001					571104001			monster/monster_01											1
31054001		5	30105401	2101	1054	1054	1	2	1	1	511054001	521054001					571054001			monster/monster_01											1
31055001		5	30105501	2101	1055	1055	1	2	1	1	511055001	521055001					571055001			monster/monster_01											1
34002001		5	30400201	4101	4002	4002	2	4	2	1	514002001	524002001	534002001	544002001			574002001	100000051		monster/monster_34002001_01											1
34001001		5	30400101	4101	4001	4001	2	4	2	1	514001001	524001001	534001001	544001001			574001001	100000051		monster/monster_34001001_01											1
34003001		5	30400301	4101	4003	4003	2	2	2	1	514003001	524003001	534003001	544003001			574003001	100000051		monster/monster_34003001_01											1
34004001		5	30400401	4101	4004	4004	2	2	2	1	514004001	524004001	534004001				574004001	100000051		monster/monster_34004001_01											1
34005001		5	30400501	4101	4005	4005	2	4	2	1	514005001	524005001	534005001	544005001	554005001	564005001	574005001	100000051;104021060		monster/monster_34005001_01											1
34006001		5	30400601	4101	4006	4006	2	4	2	1	514006001	524006001	534006001				574006001	100000051		monster/monster_34006001_01											1
34006008		5	30400601	2101	4006	4006	2	4	2	1	514006001	524006001	534006001				574006001	100000051		monster/monster_34006001_01											1
34007001		5	30400701	4101	4007	4007	2	4	2	1	514007001	524007001	534007001				574007001	100000051		monster/monster_34007001_01											1
34008001		5	30400801	4301	4008	4008	2	2	2	1	514008001	524008001	534008001				574008001	100000051		monster/monster_34008001_01											1
34009001		5	30400901	4101	4009	4009	2	2	2	1	514009001	524009001	534009001	544009001	554009001	564009001	574009001	100000051		monster/monster_34009001_01											1
34010001		5	30401001	4101	4010	4010	2	2	2	1	514010001	524010001	534010001				574010001	100000051;104021060		monster/monster_34010001_01											1
34014001		5	30401401	4201	4014	4014	2	5	2	1	514014001	524014001					574014001	100000051		monster/monster_34014001_01											1
34015001		3	30501501	4301	1026	1026	2	5	2	1	514015001	524015001					574015001	100000051;104021060		monster/monster_34015001_01											1
34016001		5	30401601	4101	4016	4016	2	2	2	1	514016001	524016001	534016001				574016001	100000051		monster/monster_34016001_01											1
34017001		5	30401701	4201	4017	4017	2	5	2	1	514017001	524017001	534017001				574017001	100000051		monster/monster_34017001_01											1
34018001		5	30401801	4101	4018	4018	2	5	2	1	514018001	524018001	534018001				574018001	100000051		monster/monster_34018001_01											1
34020001		5	30402001	4101	4020	4020	2	2	2	1	514020001	524020001	534020001				574020001	100000051		monster/monster_34020001_01											1
34021001		5	30402101	4101	4021	4021	2	2	2	1	514021001	524021001	534021001	544021001	554021001		574021001	100000051		monster/monster_34021001_01											1
34022001		5	30402201	4101	4022	4022	2	2	2	1	514022001	524022001					574022001	100000051		monster/monster_01_1cd											1
34025001		5	30402501	4201	4025	4025	2	2	2	1	514025001	524025001	534025001	544025001			574025001	100000051		monster/monster_34025001_01											1
34026001		5	30402601	4301	4026	4026	2	5	2	1	514026001	524026001	534026001				574026001	100000051		monster/monster_34026001_01											1
34030001		5	30403001	4101	4030	4030	2	2	2	1	514030001	524030001	534030001	544030001	554030001	564030001	574030001	100000051		monster/monster_34030001_01											1
34030011		5	30403001	4101	4030	4030	2	2	2	1	514030001	524030001	534030001	544030001	554030001	564030001	574030001	100000051		monster/monster_34030001_01_weak											1
34031001		5	30403101	4301	4031	4031	2	1	2	1	514031001	524031001	534031001	544031001	554031001	564031001	574031001	100000051		monster/monster_34031001_01											1
34031011		5	30403101	4301	4031	4031	2	1	2	1	514031001	524031001	534031003	544031001	554031001	564031001	574031001	100000051		monster/monster_34031001_01_weak											1
34033001		5	30403301	4101	4033	4033	2	3	2	1	514033001	524033001	534033001	544033001	554033001		574033001	100000051		monster/monster_34033001_01											1
34034001		5	30403401	4101	4034	4034	2	5	2	1	514034001	524034001	534034001				574034001	100000051		monster/monster_34034001_01											1
34035001		5	30403501	4101	4035	4035	2	4	2	1	514035001	524035001	534035001				574035001	100000051;104021060		monster/monster_34035001_01											1
34036001		5	30403601	4101	4036	4036	2	4	2	1	514036001	524036001	534036001				574036001	100000051		monster/monster_34036001_01											1
34037001		5	30403702	4101	4037	4037	2	3	2	1	514037001	524037001	534037001				574037001	100000051;104021060		monster/monster_34037001_01											1
34040001		5	30404001	4201	4040	4040	2	2	2	1	514040001	524040001	534040001				574040001	100000051		monster/monster_34040001_01											1
34041001		5	30404101	4101	4041	4041	2	4	2	1	514041001	524041001	534041001	544041001			574041001	100000051		monster/monster_34041001_01											1
34043001		5	30404301	4101	4043	4043	2	2	2	1	514043001	524043001					574043001	100000051		monster/monster_34043001_01											1
38001001		5	30800101	4101	8001	8001	2	2	2	1	518001001	528001001	538001001	548001001	558001001	568001001	578001001	100000051		monster/monster_38001001_01											1
38002001		5	30800201	4101	8002	8002	2	4	2	1	518002001	528002001	538002001	548002001	558002001	568002001	578002001	100000051		monster/monster_38002001_01											1
38002011		5	30800201	4101	8002	8002	2	4	2	1	518002001	528002001	538002001	548002001	558002001	568002001	578002001	100000051		monster/monster_38002001_01_weak											1
31150081	2	5	11500801	4101	115008	115008	2	4	2	1										monster/monster_01_1cd											1
31210081	2	5	12100890	4101	121008	121008	2	4	2	1										monster/monster_01_1cd											1
34023001		5	30402301	4101	4023	4023	2	2	2	1	514023001	524023001					574023001	100000051		monster/monster_01_1cd											1
31290081	2	5	12900890	4101	129008		2	3	2	2										monster/monster_01_1cd											1
31310081	2	5	13100890	4101	131008		2	3	2	2										monster/monster_01_1cd											1
38010081		5	30801090	4101	8010		2	2	2	3	518010001	528010001	538010001	548010001			558010001	100000051		monster/monster_38010081_01											1
34180101		5	30801041	4101	418010		2	2	2	5	518010101	528010101	538010101	548010101	558010101		568010101	100000052;104021062		monster/monster_34180101_01		418010_switch_timeline_01	418010_switch_tl								1
31270081	2	5	12700890	4101	127008		2	4	2	1										monster/monster_01_1cd											1
31110081	2	5	11100801	4301	111008	111008	1	1	2	1										monster/monster_01_1cd											1
31120081	2	5	11200801	4201	112008	112008	1	6	2	2										monster/monster_31120081_001											1
31005009		5	30100541	2101	1005	1005	1	4	1	1	511005002	521005002					571005002			monster/monster_01											1
31014009		5	30101441	2201	1014	1014	1	4	1	1	511014002	521014002					571014002			monster/monster_01											1
31023009		5	30102341	2101	1023	1023	1	3	1	1	511023002	521023002					571023002			monster/monster_01											1
31024009		5	30102441	2101	1024	1024	1	5	1	1	511024002	521024002					571024002			monster/monster_01											1
31010009		5	30101041	2101	1010	1010	1	5	1	1	511010002	521010002					571010002			monster/monster_01											1
31012009		5	30101201	2101	1012	1012	1	3	1	1	511012002	521012002					571012002			monster/monster_01											1
31018009		5	30101841	2101	1018	1018	1	3	1	1	511018002	521018002					571018002			monster/monster_01											1
31016009		5	30101641	2301	1016	1016	1	1	1	1	511016002	521016002					571016002			monster/monster_03											1
31022009		5	30102241	2101	1022	1022	1	4	1	1	511022002	521022002					571022002			monster/monster_01											1
31023010		5	30102343	2101	1023	1023	1	3	1	1	511023003	521023003					571023003			monster/monster_01											1
31024010		5	30102443	2101	1024	1024	1	5	1	1	511024003	521024003					571024003			monster/monster_01											1
31030009		5	30103041	2101	1030	1030	1	3	1	1	511030002	521030002					571030002			monster/monster_01											1
31031009		5	30103141	2101	1031	1031	1	4	1	1	511031002	521031002					571031002			monster/monster_01											1
31040009		5	30104041	2101	1040	1040	1	2	1	1	511040003	521040003					571040003			monster/monster_01											1
31020009		5	30102041	2201	1020	1020	1	3	1	1	511020002	521020002					571020002			monster/monster_01											1
31042009		5	30104241	2301	1042	1042	1	1	1	1	511042002	521042002					571042002			monster/monster_01											1
31043009		5	30104341	2201	1043	1043	1	2	1	1	511043002	521043002					571043002			monster/monster_01											1
31019009		5	30101941	2101	1019	1019	1	4	1	1	511019002	521019002					571019002			monster/monster_01											1
31052009		5	30105241	2101	1052	1052	1	2	1	1	511052002	521052002					571052002			monster/monster_01											1
31053009		5	30105342	2101	1053	1053	1	4	1	1	511053002	521053002					571053002			monster/monster_01											1
31060009		5	30106041	2101	1060	1060	1	2	1	1	511060002	521060002					571060002			monster/monster_01											1
31006009		5	30100641	2101	1006	1006	1	4	1	1	511006002	521006002					571006002			monster/monster_01											1
31050009		5	30105041	2201	1050	1050	1	4	1	1	511050002	521050002					571050002			monster/monster_01											1
31051009		5	30105141	2201	1051	1051	1	5	1	1	511051002	521051002					571051002			monster/monster_03											1
31017009		5	30101741	2101	1017	1017	1	5	1	1	511017002	521017002					571017002			monster/monster_01											1
31045009		5	30104541	2101	1045	1045	1	2	1	1	511045002	521045002					571045002			monster/monster_01											1
58003099		5	30800351	5101	8003	8003	1	1	3	2	518003001	528003001					578003001	100000052;1010006		monster/monster_58003001_01	100000052	8003_enter_timeline	8003_enter_tl								1
58003079		5	30800351	5101	8003	8003	1	1	3	2	518003001	528003001					578003003	100000052;1010006;104021056;104021057		monster/monster_58003001_01	100000052	8003_enter_timeline	8003_enter_tl								1
31002003		5	30100201	2103	1002	1002	1	2	1	1	511002001	521002001					571002001			monster/monster_01											1
31003003		5	30100301	2203	1003	1003	1	5	1	1	511003001	521003001					571003001			monster/monster_01											1
31004003		5	30100401	2103	1004	1004	1	3	1	1	511004001	521004001					571004001			monster/monster_01											1
31005003		5	30100501	2103	1005	1005	1	4	1	1	511005001						571005001			monster/monster_01_oneskill											1
31006003		5	30100601	2103	1006	1006	1	4	1	1	511006001						571006001			monster/monster_01_oneskill											1
31007003		5	30100701	2203	1007	1007	1	5	1	1	511007001	521007001					571007001			monster/monster_01											1
31009003		5	30100901	2303	1009	1009	1	1	1	1	511009001	521009001					571009001			monster/monster_01											1
31010003		5	30101001	2103	1010	1010	1	5	1	1	511010001	521010001					571010001			monster/monster_01											1
31011003		5	30101101	2103	1011	1011	1	5	1	1	511011001	521011001					571011001			monster/monster_01											1
31012003		5	30101201	2103	1012	1012	1	3	1	1	511012001	521012001					571012001			monster/monster_01											1
31013003		5	30101301	2103	1013	1013	1	4	1	1	511013001	521013001					571013001			monster/monster_01											1
31014003		5	30101401	2203	1014	1014	1	4	1	1	511014001	521014001					571014001			monster/monster_01											1
31015003		5	30101501	2103	1015	1015	1	2	1	1	511015001	521015001					571015001			monster/monster_01											1
31016003		5	30101601	2303	1016	1016	1	1	1	1	511016001	521016001					571016001			monster/monster_01											1
31017003		5	30101701	2103	1017	1017	1	5	1	1	511017001	521017001					571017001			monster/monster_01											1
31018003		5	30101801	2103	1018	1018	1	3	1	1	511018001	521018001					571018001			monster/monster_01											1
31019003		5	30101901	2103	1019	1019	1	4	1	1	511019001	521019001					571019001			monster/monster_01											1
31020003		5	30102001	2203	1020	1020	1	3	1	1	511020001	521020001					571020001			monster/monster_01											1
31021003		5	30102101	2103	1021	1021	1	3	1	1	511021001	521021001					571021001			monster/monster_01											1
31022003		5	30102201	2103	1022	1022	1	4	1	1	511022001	521022001					571022001			monster/monster_01											1
31023003		5	30102301	2103	1023	1023	1	3	1	1	511023001	521023001					571023001			monster/monster_01											1
31024003		5	30102401	2103	1024	1024	1	5	1	1	511024001	521024001					571024001			monster/monster_01											1
31025003		5	30102501	2103	1025	1025	1	5	1	1	511025001						571025001			monster/monster_31022001_001											1
31026003		5	30102601	2203	1026	1026	1	4	1	1	511026001	521026001					571026001			monster/monster_01											1
31030003		5	30103001	2103	1030	1030	1	3	1	1	511030001						571030001			monster/monster_01_oneskill											1
31031003		5	30103101	2103	1031	1031	1	4	1	1	511031001	521031001					571031001			monster/monster_01											1
31040003		5	30104001	2103	1040	1040	1	2	1	1	511040001						571040001			monster/monster_01_oneskill											1
31041003		5	30104101	2103	1041	1041	1	4	1	1	511041001	521041001					571041001			monster/monster_01											1
31042003		5	30104201	2303	1042	1042	1	1	1	1	511042001	521042001					571042001			monster/monster_01											1
31043003		5	30104301	2203	1043	1043	1	2	1	1	511043001	521043001					571043001			monster/monster_01											1
31044003		5	30104401	2303	1044	1044	1	3	1	1	511044001	521044001					571044001			monster/monster_01											1
31045003		5	30104501	2103	1045	1045	1	2	1	1	511045001	521045001					571045001			monster/monster_01											1
31046003		5	30104601	2103	1046	1046	1	5	1	1	511046001	521046001					571046001			monster/monster_01											1
31050003		5	30105001	2203	1050	1050	1	4	1	1	511050001	521050001					571050001			monster/monster_01											1
31051003		5	30105101	2203	1051	1051	1	5	1	1	511051001	521051001					571051001			monster/monster_01											1
31052003		5	30105201	2103	1052	1052	1	2	1	1	511052001						571052001			monster/monster_01_oneskill											1
31053003		5	30105301	2103	1053	1053	1	4	1	1	511053001						571053001			monster/monster_01_oneskill											1
31056003		5	30105601	2203	1056	1056	1	3	1	1	511056001	521056001					571056001			monster/monster_01											1
31058003		5	30105801	2103	1058	1058	1	3	1	1	511058001	521058001					571058001			monster/monster_01											1
31059003		5	30105901	2303	1059	1059	1	4	1	1	511059003	521059001					571059001			monster/monster_01											1
31060003		5	30106001	2103	1060	1060	1	2	1	1	511060001	521060001					571060001			monster/monster_01											1
31102003		5	30110201	2103	1102	1102	1	4	1	1	511102001	521102001					571102001			monster/monster_01											1
31103003		5	30110301	2103	1103	1103	1	3	1	1	511103001	521103001					571103001			monster/monster_01											1
31104003		5	30110401	2303	1104	1104	1	2	1	1	511104001	521104001					571104001			monster/monster_01											1
31054003		5	30105401	2103	1054	1054	1	2	1	1	511054001	521054001					571054001			monster/monster_01											1
31055003		5	30105501	2103	1055	1055	1	2	1	1	511055001	521055001					571055001			monster/monster_01											1
34002003		5	30400201	3103	4002	4002	2	4	2	1	514002001	524002001	534002001	544002001			574002001	100000051		monster/monster_01											1
34001003		5	30400101	3103	4001	4001	2	4	2	1	514001001	524001001	534001001	544001001			574001001	100000051		monster/monster_01											1
34003003		5	30400301	3103	4003	4003	2	2	2	1	514003001	524003001	534003001	544003001			574003001	100000051		monster/monster_01											1
34004003		5	30400401	3103	4004	4004	2	2	2	1	514004001	524004001	534004001				574004001	100000051		monster/monster_01											1
34005003		5	30400501	3103	4005	4005	2	4	2	1	514005001	524005001	534005001	544005001	554005001	564005001	574005001	100000051;104021060		monster/monster_01											1
34006003		5	30400601	3103	4006	4006	2	4	2	1	514006001	524006001	534006001				574006001	100000051		monster/monster_01											1
34007003		5	30400701	3103	4007	4007	2	4	2	1	514007001	524007001	534007001				574007001	100000051		monster/monster_01											1
34008003		5	30400801	3303	4008	4008	2	2	2	1	514008001	524008001	534008001				574008001	100000051		monster/monster_01											1
34009003		5	30400901	3103	4009	4009	2	2	2	1	514009001	524009001	534009001	544009001	554009001	564009001	574009001	100000051		monster/monster_01											1
34010003		5	30401001	3103	4010	4010	2	2	2	1	514010001	524010001	534010001				574010001	100000051;104021060		monster/monster_01											1
34014003		5	30401401	3203	4014	4014	2	5	2	1	514014001	524014001					574014001	100000051		monster/monster_01											1
34015003		3	30501501	3303	1026	1026	2	5	2	1	514015001	524015001					574015001	100000051;104021060		monster/monster_01											1
34016003		5	30401601	3103	4016	4016	2	2	2	1	514016001	524016001	534016001				574016001	100000051		monster/monster_01											1
34017003		5	30401701	3203	4017	4017	2	5	2	1	514017001	524017001	534017001				574017001	100000051		monster/monster_01											1
34018003		5	30401801	3103	4018	4018	2	5	2	1	514018001	524018001	534018001				574018001	100000051		monster/monster_01											1
34020003		5	30402001	3103	4020	4020	2	2	2	1	514020001	524020001	534020001				574020001	100000051		monster/monster_01											1
34021003		5	30402101	3103	4021	4021	2	2	2	1	514021001	524021001	534021001	544021001	554021001		574021001	100000051		monster/monster_01											1
34022003		5	30402201	3103	4022	4022	2	2	2	1	514022001	524022001					574022001	100000051		monster/monster_01											1
34025003		5	30402501	3303	4025	4025	2	2	2	1	514025001	524025001	534025001	544025001			574025001	100000051		monster/monster_01											1
34026003		5	30402601	3203	4026	4026	2	5	2	1	514026001	524026001	534026001				574026001	100000051		monster/monster_01											1
34030003		5	30403001	3103	4030	4030	2	2	2	1	514030001	524030001	534030001	544030001	554030001	564030001	574030001	100000051		monster/monster_01											1
34031003		5	30403101	3303	4031	4031	2	1	2	1	514031001	524031001	534031001	544031001	554031001	564031001	574031001	100000051		monster/monster_01											1
34033003		5	30403301	3103	4033	4033	2	3	2	1	514033001	524033001	534033001	544033001	554033001		574033001	100000051		monster/monster_01											1
34034003		5	30403401	3103	4034	4034	2	5	2	1	514034001	524034001	534034001				574034001	100000051		monster/monster_01											1
34035003		5	30403501	3103	4035	4035	2	4	2	1	514035001	524035001	534035001				574035001	100000051;104021060		monster/monster_01											1
34036003		5	30403601	3103	4036	4036	2	4	3	1	514036001	524036001	534036001				574036001	100000051		monster/monster_01											1
34037003		5	30403701	3103	4037	4037	2	3	1	1	514037001	524037001	534037001				574037001	100000051;104021060		monster/monster_34037001_01											1
34040003		5	30404001	3203	4040	4040	2	2	2	1	514040001	524040001	534040001				574040001	100000051		monster/monster_01											1
34041003		5	30404101	3103	4041	4041	2	4	2	1	514041001	524041001	534041001	544041001			574041001	100000051		monster/monster_01											1
34043003		5	30404301	3103	4043	4043	2	2	2	1	514043001	524043001					574043001	100000051		monster/monster_01											1
38001003		5	30800101	3103	8001	8001	2	2	2	1	518001001	528001001	538001001	548001001	558001001	568001001	578001001	100000051		monster/monster_01											1
38002003		5	30800201	3103	8002	8002	2	4	2	1	518002001	528002001	538002001	548002001	558002001	568002001	578002001	100000051		monster/monster_01											1
34023003		5	30402301	3103	4023	4023	2	2	2	1	514023001	524023001					574023001	100000051		monster/monster_01											1
31005011		5	30100541	2101	1005	1005	1	4	1	1	511005002	521005002					571005002			monster/monster_01											1
31014011		5	30101441	2201	1014	1014	1	4	1	1	511014002	521014002					571014002			monster/monster_01											1
31023013		5	30102341	2101	1023	1023	1	3	1	1	511023002	521023002					571023002			monster/monster_01											1
31024013		5	30102441	2101	1024	1024	1	5	1	1	511024002	521024002					571024002			monster/monster_01											1
31010011		5	30101041	2101	1010	1010	1	5	1	1	511010002	521010002					571010002			monster/monster_01											1
31012011		5	30101201	2101	1012	1012	1	3	1	1	511012002	521012002					571012002			monster/monster_01											1
31018011		5	30101841	2101	1018	1018	1	3	1	1	511018002	521018002					571018002			monster/monster_01											1
31016011		5	30101641	2301	1016	1016	1	1	1	1	511016002	521016002					571016002			monster/monster_03											1
31022011		5	30102241	2101	1022	1022	1	4	1	1	511022002	521022002					571022002			monster/monster_01											1
31023014		5	30102343	2101	1023	1023	1	3	1	1	511023003	521023003					571023003			monster/monster_01											1
31024014		5	30102443	2101	1024	1024	1	5	1	1	511024003	521024003					571024003			monster/monster_01											1
31030011		5	30103041	2101	1030	1030	1	3	1	1	511030002	521030002					571030002			monster/monster_01											1
31031011		5	30103141	2101	1031	1031	1	4	1	1	511031002	521031002					571031002			monster/monster_01											1
31040011		5	30104041	2101	1040	1040	1	2	1	1	511040003	521040003					571040003			monster/monster_01											1
31020011		5	30102041	2201	1020	1020	1	3	1	1	511020002	521020002					571020002			monster/monster_01											1
31042011		5	30104241	2301	1042	1042	1	1	1	1	511042002	521042002					571042002			monster/monster_01											1
31043011		5	30104341	2201	1043	1043	1	2	1	1	511043002	521043002					571043002			monster/monster_01											1
31019011		5	30101941	2101	1019	1019	1	4	1	1	511019002	521019002					571019002			monster/monster_01											1
31052011		5	30105241	2101	1052	1052	1	2	1	1	511052002	521052002					571052002			monster/monster_01											1
31053011		5	30105342	2101	1053	1053	1	4	1	1	511053002	521053002					571053002			monster/monster_01											1
31060011		5	30106041	2101	1060	1060	1	2	1	1	511060002	521060002					571060002			monster/monster_01											1
31006011		5	30100641	2101	1006	1006	1	4	1	1	511006002	521006002					571006002			monster/monster_01											1
31050011		5	30105041	2201	1050	1050	1	4	1	1	511050002	521050002					571050002			monster/monster_01											1
31051011		5	30105141	2201	1051	1051	1	5	1	1	511051002	521051002					571051002			monster/monster_03											1
31017011		5	30101741	2101	1017	1017	1	5	1	1	511017002	521017002					571017002			monster/monster_01											1
31045011		5	30104541	2101	1045	1045	1	2	1	1	511045002	521045002					571045002			monster/monster_01											1
31002004		5	30100201	2104	1002	1002	1	2	1	1	511002001	521002001					571002001			monster/monster_01											1
31003004		5	30100301	2204	1003	1003	1	5	1	1	511003001	521003001					571003001			monster/monster_01											1
31004004		5	30100401	2104	1004	1004	1	3	1	1	511004001	521004001					571004001			monster/monster_01											1
31005004		5	30100501	2104	1005	1005	1	4	1	1	511005001	521005001					571005001			monster/monster_01											1
31006004		5	30100601	2104	1006	1006	1	4	1	1	511006001						571006001			monster/monster_01_oneskill											1
31007004		5	30100701	2204	1007	1007	1	5	1	1	511007001	521007001					571007001			monster/monster_01											1
31009004		5	30100901	2304	1009	1009	1	1	1	1	511009001	521009001					571009001			monster/monster_01											1
31010004		5	30101001	2104	1010	1010	1	5	1	1	511010001	521010001					571010001			monster/monster_01											1
31011004		5	30101101	2104	1011	1011	1	5	1	1	511011001	521011001					571011001			monster/monster_01											1
31012004		5	30101201	2104	1012	1012	1	3	1	1	511012001	521012001					571012001			monster/monster_01											1
31013004		5	30101301	2104	1013	1013	1	4	1	1	511013001	521013001					571013001			monster/monster_01											1
31014004		5	30101401	2204	1014	1014	1	4	1	1	511014001	521014001					571014001			monster/monster_01											1
31015004		5	30101501	2104	1015	1015	1	2	1	1	511015001	521015001					571015001			monster/monster_01											1
31016004		5	30101601	2304	1016	1016	1	1	1	1	511016001	521016001					571016001			monster/monster_01											1
31017004		5	30101701	2104	1017	1017	1	5	1	1	511017001	521017001					571017001			monster/monster_01											1
31018004		5	30101801	2104	1018	1018	1	3	1	1	511018001	521018001					571018001			monster/monster_01											1
31019004		5	30101901	2104	1019	1019	1	4	1	1	511019001	521019001					571019001			monster/monster_01											1
31020004		5	30102001	2204	1020	1020	1	3	1	1	511020001	521020001					571020001			monster/monster_01											1
31021004		5	30102101	2104	1021	1021	1	3	1	1	511021001	521021001					571021001			monster/monster_01											1
31022004		5	30102201	2104	1022	1022	1	4	1	1	511022001	521022001					571022001			monster/monster_01											1
31023004		5	30102301	2104	1023	1023	1	3	1	1	511023001	521023001					571023001			monster/monster_01											1
31024004		5	30102401	2104	1024	1024	1	5	1	1	511024001	521024001					571024001			monster/monster_01											1
