key	ids	status
135001	135001101;135001102;135001103;135001104;135001105;135001106;135001107;135001108;135001109;135001110	1
104013	104013101;104013102;104013103;104013104;104013105;104013106;104013107;104013108;104013109;104013110	1
106011	106011101;106011102;106011103;106011104;106011105;106011106;106011107;106011108;106011109;106011110	1
153008	153008101;153008102;153008103;153008104;153008105;153008106;153008107;153008108;153008109;153008110	1
151008	151008101;151008102;151008103;151008104;151008105;151008106;151008107;151008108;151008109;151008110	1
150008	150008101;150008102;150008103;150008104;150008105;150008106;150008107;150008108;150008109;150008110	1
148008	148008101;148008102;148008103;148008104;148008105;148008106;148008107;148008108;148008109;148008110	1
154008	154008101;154008102;154008103;154008104;154008105;154008106;154008107;154008108;154008109;154008110	1
803001	803001101;803001102;803001103;803001104;803001105;803001106;803001107;803001108;803001109;803001110	1
146008	146008101;146008102;146008103;146008104;146008105;146008106;146008107;146008108;146008109;146008110	1
126008	126008101;126008102;126008103;126008104;126008105;126008106;126008107;126008108;126008109;126008110	1
103012	103012101;103012102;103012103;103012104;103012105;103012106;103012107;103012108;103012109;103012110	1
147008	147008101;147008102;147008103;147008104;147008105;147008106;147008107;147008108;147008109;147008110	1
159008	159008101;159008102;159008103;159008104;159008105;159008106;159008107;159008108;159008109;159008110	1
128008	128008101;128008102;128008103;128008104;128008105;128008106;128008107;128008108;128008109;128008110	1
131001	131001101;131001102;131001103;131001104;131001105;131001106;131001107;131001108;131001109;131001110	1
160008	160008101;160008102;160008103;160008104;160008105;160008106;160008107;160008108;160008109;160008110	1
161008	161008101;161008102;161008103;161008104;161008105;161008106;161008107;161008108;161008109;161008110	1
102005	102005101;102005102;102005103;102005104;102005105;102005106;102005107;102005108;102005109;102005110	1
156008	156008101;156008102;156008103;156008104;156008105;156008106;156008107;156008108;156008109;156008110	1
157008	157008101;157008102;157008103;157008104;157008105;157008106;157008107;157008108;157008109;157008110	1
158008	158008101;158008102;158008103;158008104;158008105;158008106;158008107;158008108;158008109;158008110	1
163008	163008101;163008102;163008103;163008104;163008105;163008106;163008107;163008108;163008109;163008110	1
162008	162008101;162008102;162008103;162008104;162008105;162008106;162008107;162008108;162008109;162008110	1
101002	101002101;101002102;101002103;101002104;101002105;101002106;101002107;101002108;101002109;101002110	1
132008	132008101;132008102;132008103;132008104;132008105;132008106;132008107;132008108;132008109;132008110	1
164008	164008101;164008102;164008103;164008104;164008105;164008106;164008107;164008108;164008109;164008110	1
155008	155008101;155008102;155008103;155008104;155008105;155008106;155008107;155008108;155008109;155008110	1
145008	145008101;145008102;145008103;145008104;145008105;145008106;145008107;145008108;145008109;145008110	1
103005	103005101;103005102;103005103;103005104;103005105;103005106;103005107;103005108;103005109;103005110	1
165008	165008101;165008102;165008103;165008104;165008105;165008106;165008107;165008108;165008109;165008110	1
135002	135002101;135002102;135002103;135002104;135002105;135002106;135002107;135002108;135002109;135002110	1
144002	144002101;144002102;144002103;144002104;144002105;144002106;144002107;144002108;144002109;144002110	1
166008	166008101;166008102;166008103;166008104;166008105;166008106;166008107;166008108;166008109;166008110	1
103010	103010101;103010102;103010103;103010104;103010105;103010106;103010107;103010108;103010109;103010110	1
167008	167008101;167008102;167008103;167008104;167008105;167008106;167008107;167008108;167008109;167008110	1
102017	102017101;102017102;102017103;102017104;102017105;102017106;102017107;102017108;102017109;102017110	1
104004	104004101;104004102;104004103;104004104;104004105;104004106;104004107;104004108;104004109;104004110	1
170008	170008101;170008102;170008103;170008104;170008105;170008106;170008107;170008108;170008109;170008110	1
102013	102013101;102013102;102013103;102013104;102013105;102013106;102013107;102013108;102013109;102013110	1
104002	104002101;104002102;104002103;104002104;104002105;104002106;104002107;104002108;104002109;104002110	1
169008	169008101;169008102;169008103;169008104;169008105;169008106;169008107;169008108;169008109;169008110	1
103011	103011101;103011102;103011103;103011104;103011105;103011106;103011107;103011108;103011109;103011110	1
171008	171008101;171008102;171008103;171008104;171008105;171008106;171008107;171008108;171008109;171008110	1
106005	106005101;106005102;106005103;106005104;106005105;106005106;106005107;106005108;106005109;106005110	1
172008	172008101;172008102;172008103;172008104;172008105;172008106;172008107;172008108;172008109;172008110	1
173008	173008101;173008102;173008103;173008104;173008105;173008106;173008107;173008108;173008109;173008110	1
102010	102010101;102010102;102010103;102010104;102010105;102010106;102010107;102010108;102010109;102010110	1
