key	ids	status
108008	10800801;10800802;10800803;10800804;10800805;10800806	1
108004	10800401;10800402;10800403;10800404;10800405;10800406	1
109008	10900801;10900802;10900803;10900804;10900805;10900806	1
111008	11100801;11100802;11100803;11100804;11100805	1
111002	11100201;11100202;11100203;11100204;11100205;11100206	1
112008	11200801;11200802;11200803;11200804;11200805	1
112002	11200201;11200202;11200203;11200204;11200205;11200206	1
110008	11000801;11000802;11000803;11000804;11000805;11000806	1
113008	11300801;11300802;11300803;11300804;11300805;11300806	1
113001	11300101;11300102;11300103;11300104;11300105	1
114008	11400801;11400802;11400803;11400804;11400805	1
114001	11400101;11400102;11400103;11400104;11400105;11400106	1
115008	11500801;11500802;11500803;11500804;11500805;11500806	1
117008	11700801;11700802;11700803;11700804;11700805;11700806	1
121008	12100801;12100802;12100803;12100804;12100805;12100806;12100807;12100808	1
127008	12700801;12700802;12700803;12700804	1
130008	13000801;13000802;13000803;13000804;13000805	1
131008	13100805;13100806;13100807;13100808;13100809;13100810	1
904001	90400101;90400102	1
904002	90400201;90400202	1
904005	90400501;90400502	1
904006	90400601;90400602	1
904009	90400901;90400902	1
904010	90401001;90401002	1
904014	90401401;90401402;90401403;90401404;90401405;90401406	1
904015	90401501;90401502	1
904020	90402001;90402002;90402003;90402004	1
904022	90402201;90402202	1
904025	90402501;90402502	1
904026	90402601;90402602	1
904031	90403101;90403102	1
904033	90403301;90403302	1
904034	90403401;90403402;90403403;90403404;90403405;90403406	1
904041	90404101;90404102	1
904043	90404301;90404302	1
908002	90800201;90800202	1
101013	10101301;10101302;10101303;10101304;10101305;10101306	1
105004	10500401;10500402;10500403;10500404;10500405;10500406	1
106009	10600901;10600902;10600903;10600904;10600905;10600906;10600907;10600908;10600909;10600910;10600911;10600912	1
107010	10701001;10701002;10701003;10701004;10701005;10701006	1
116001	11600101;11600102	1
137008	13700801;13700802;13700803;13700804;13700805	1
129008	12900801;12900802	1
129001	12900101;12900102;12900103;12900104	1
140008	14000801;14000802;14000803;14000804	1
109002	10900201;10900202;10900203;10900204;10900205;10900206	1
113002	11300201;11300202;11300203;11300204;11300205;11300206	1
114002	11400201;11400202;11400203;11400204;11400205;11400206	1
138008	13800801;13800802;13800803;13800804;13800805;13800806	1
135008	13500801;13500802;13500803;13500804;13500805;13500806	1
135001	13500101;13500102;13500103;13500104;13500105;13500106	1
801008	80100801;80100802;80100803;80100804	1
802008	80200801;80200802;80200803;80200804	1
803008	80300801;80300802;80300803;80300804;80300805;80300806	1
127001	12700101;12700102;12700103;12700104;12700105;12700106	1
136008	13600801;13600802;13600803;13600804;13600805;13600806	1
103009	10300901;10300902;10300903;10300904;10300905;10300906	1
104016	10401601;10401602;10401603;10401604;10401605;10401606	1
101018	10101801;10101802;10101803;10101804;10101805;10101806	1
102012	10201201;10201202;10201203;10201204;10201205;10201206	1
144001	14400101;14400102;14400103;14400104;14400105;14400106	1
144008	14400801;14400802;14400803;14400804	1
141008	14100801;14100802;14100803;14100804;14100805;14100806;14100807	1
129002	12900201;12900202;12900203;12900204	1
804008	80400801;80400802	1
805008	80500801;80500802	1
806008	80600801;80600802	1
120008	12000801;12000802;12000803;12000804;12000805;12000806;12000807	1
125008	12500801;12500802;12500803;12500804;12500805	1
103003	10300301;10300302;10300303;10300304;10300305;10300306	1
103017	10301701;10301702;10301703;10301704;10301705;10301706	1
102018	10201801;10201802;10201803;10201804;10201805;10201806;10201807	1
101012	10101201;10101202;10101203;10101204;10101205;10101206;10101207	1
104009	10400901;10400902;10400903;10400904;10400905;10400906	1
122008	12200801;12200802;12200803;12200804;12200805;12200806	1
143008	14300801;14300802;14300803;14300804;14300805;14300806	1
149008	14900801;14900802;14900803;14900804	1
152008	15200801;15200802;15200803;15200804	1
133008	13300801;13300802;13300803;13300804	1
104007	10400701;10400702;10400703;10400704;10400705;10400706	1
123008	12300801;12300802;12300803;12300804;12300805	1
119008	11900801;11900802;11900803;11900804;11900805	1
139008	13900801;13900802;13900803;13900804;13900805;13900806	1
104013	10401301;10401302;10401303;10401304;10401305;10401306	1
106011	10601101;10601102;10601103;10601104	1
151008	15100801;15100802;15100803;15100804;15100805;15100806	1
150008	15000801;15000802;15000803;15000804;15000805;15000806;15000807	1
148008	14800801;14800802;14800803;14800804;14800805	1
153008	15300801;15300802;15300803;15300804;15300805;15300806	1
154008	15400801;15400802;15400803;15400804;15400805	1
146008	14600801;14600802;14600803;14600804	1
803001	80300101;80300102;80300103;80300104;80300105;80300106	1
147008	14700801;14700802;14700803;14700804;14700805	1
126008	12600801;12600802;12600803;12600804;12600805	1
159008	15900801;15900802;15900803;15900804	1
138001	13800101;13800102;13800103;13800104	1
103012	10301201;10301202;10301203;10301204;10301205;10301206	1
131001	13100101;13100102;13100103;13100104	1
128008	12800801;12800802;12800803;12800804	1
160008	16000801;16000802;16000803;16000804;16000805	1
161008	16100801;16100802;16100803;16100804;16100805	1
156008	15600801;15600802;15600803;15600804	1
157008	15700801;15700802;15700803	1
158008	15800801;15800802;15800803	1
102005	10200501;10200502;10200503;10200504	1
162008	16200801;16200802;16200803	1
163008	16300801;16300802;16300803	1
101002	10100201;10100202;10100203;10100204;10100205;10100206;10100207;10100208	1
132008	13200801;13200802;13200803	1
164008	16400801;16400802;16400803;16400804	1
155008	15500801;15500802;15500803	1
103005	10300501;10300502;10300503;10300504;10300505	1
145008	14500801;14500802	1
165008	16500801;16500802;16500803;16500804;16500805	1
135002	13500201;13500202;13500203;13500204;13500205;13500206	1
144002	14400201;14400202;14400203;14400204;14400205	1
166008	16600801;16600802;16600803;16600804	1
103010	10301001;10301002;10301003;10301004	1
102017	10201701;10201702;10201703;10201704	1
167008	16700802;16700804	1
104004	10400401;10400402;10400403;10400404	1
170008	17000801;17000802;17000803;17000804	1
102013	10201301;10201302;10201303;10201304	1
104002	10400201;10400202;10400203;10400204	1
169008	16900801;16900802;16900803;16900804	1
103011	10301101;10301102;10301103;10301104	1
106005	10600501;10600502;10600503;10600504;10600505	1
171008	17100801;17100802;17100803	1
172008	17200801;17200802;17200803	1
173008	17300801;17300802	1
102010	10201001;10201002;10201003	1
