id	property	status
10500216	101:300.3;201:124.2;301:744.9	1
10500610		1
10500611	101:66.6;201:27.5;301:168.5	1
10500612	101:133.2;201:55;301:337	1
10500613	101:233.1;201:96.3;301:589.7	1
10500614	101:333;201:137.6;301:842.4	1
10500615	101:461;201:190.5;301:1166.4	1
10500616	101:653.1;201:269.9;301:1652.4	1
10600810		1
10600811	101:54.5;201:33.6;301:205.9	1
10600812	101:109;201:67.2;301:411.8	1
10600813	101:190.7;201:117.7;301:720.7	1
10600814	101:272.4;201:168.2;301:1029.6	1
10600815	101:377.2;201:232.9;301:1425.6	1
10600816	101:534.3;201:329.9;301:2019.6	1
10600110		1
10600111	101:38.4;201:23.9;301:140.7	1
10600112	101:76.8;201:47.8;301:281.4	1
10600113	101:115.2;201:71.7;301:422.1	1
10600114	101:158.7;201:98.9;301:581.8	1
10600115	101:202.2;201:126.1;301:741.5	1
10600116	101:245.7;201:153.3;301:901.2	1
10600210		1
10600211	101:81;201:48.5;301:302.9	1
10600212	101:162;201:97;301:605.8	1
10600213	101:283.5;201:169.8;301:1060.2	1
10600214	101:405;201:242.6;301:1514.6	1
10600215	101:567;201:339.6;301:2120.5	1
10600216	101:810;201:485.1;301:3029.3	1
10601010		1
10601011	101:53.9;201:34;301:205.9	1
10601012	101:107.8;201:68;301:411.8	1
10601013	101:188.7;201:119;301:720.7	1
10601014	101:269.6;201:170;301:1029.6	1
10601015	101:373.3;201:235.3;301:1425.6	1
10601016	101:528.8;201:333.3;301:2019.6	1
10700810		1
10700811	101:67.3;201:27.5;301:166.8	1
10700812	101:134.6;201:55;301:333.6	1
10700813	101:235.5;201:96.3;301:583.8	1
10700814	101:336.4;201:137.6;301:834	1
10700815	101:465.8;201:190.5;301:1154.8	1
10700816	101:659.8;201:269.9;301:1635.9	1
10700110		1
10700111	101:99;201:40.5;301:243	1
10700112	101:198;201:81;301:486	1
10700113	101:346.5;201:141.8;301:850.5	1
10700114	101:495;201:202.6;301:1215	1
10700115	101:693;201:283.6;301:1701	1
10700116	101:990;201:405.1;301:2430	1
10700510		1
10700511	101:56.2;201:33.3;301:201.8	1
10700512	101:112.4;201:66.6;301:403.6	1
10700513	101:196.6;201:116.5;301:706.3	1
10700514	101:280.8;201:166.4;301:1009	1
10700515	101:388.8;201:230.4;301:1397.1	1
10700516	101:550.8;201:326.4;301:1979.2	1
10800810		1
10800811	101:47.9;201:19.2;301:115.1	1
10800812	101:95.8;201:38.4;301:230.2	1
10800813	101:143.7;201:57.6;301:345.3	1
10800814	101:198;201:79.4;301:475.9	1
10800815	101:252.3;201:101.2;301:606.5	1
10800816	101:306.6;201:123;301:737.1	1
10800110		1
10800111	101:99;201:40.1;301:245.4	1
10800112	101:198;201:80.2;301:490.8	1
10800113	101:346.5;201:140.3;301:858.9	1
10800114	101:495;201:200.4;301:1227	1
10800115	101:693;201:280.6;301:1717.9	1
10800116	101:990;201:400.9;301:2454.2	1
10800610		1
10800611	101:100;201:40.1;301:243	1
10800612	101:200;201:80.2;301:486	1
10800613	101:350;201:140.3;301:850.5	1
10800614	101:500;201:200.4;301:1215	1
10800615	101:700;201:280.6;301:1701	1
10800616	101:1000;201:400.9;301:2430	1
10800410		1
10800411	101:69.3;201:27;301:165.1	1
10800412	101:138.6;201:54;301:330.2	1
10800413	101:242.6;201:94.4;301:577.9	1
10800414	101:346.6;201:134.8;301:825.6	1
10800415	101:479.9;201:186.6;301:1143.1	1
10800416	101:679.9;201:264.4;301:1619.4	1
10900810		1
10900811	101:96;201:41.7;301:243	1
10900812	101:192;201:83.4;301:486	1
10900813	101:336;201:146;301:850.5	1
10900814	101:480;201:208.6;301:1215	1
10900815	101:672.1;201:292;301:1701	1
10900816	101:960.2;201:417.1;301:2430	1
11000810		1
11000811	101:97;201:40.9;301:245.4	1
11000812	101:194;201:81.8;301:490.8	1
11000813	101:339.5;201:143.2;301:858.9	1
11000814	101:485;201:204.6;301:1227	1
11000815	101:679;201:286.4;301:1717.9	1
11000816	101:970.1;201:409.1;301:2454.2	1
11100810		1
11100811	101:60.5;201:30.6;301:187.2	1
11100812	101:121;201:61.2;301:374.4	1
11100813	101:211.8;201:107.1;301:655.2	1
11100814	101:302.6;201:153;301:936	1
11100815	101:419;201:211.8;301:1296	1
11100816	101:593.6;201:300;301:1836	1
11100210		1
11100211	101:88.2;201:45;301:275.4	1
11100212	101:176.4;201:90;301:550.8	1
11100213	101:308.7;201:157.5;301:963.9	1
11100214	101:441;201:225;301:1377	1
11100215	101:617.4;201:315;301:1927.8	1
11100216	101:882;201:450;301:2754	1
11200810		1
11200811	101:60.5;201:30.6;301:187.2	1
11200812	101:121;201:61.2;301:374.4	1
11200813	101:211.8;201:107.1;301:655.2	1
11200814	101:302.6;201:153;301:936	1
11200815	101:419;201:211.8;301:1296	1
11200816	101:593.6;201:300;301:1836	1
11200210		1
11200211	101:97;201:39.7;301:252.7	1
11200212	101:194;201:79.4;301:505.4	1
11200213	101:339.5;201:138.9;301:884.5	1
11200214	101:485;201:198.4;301:1263.6	1
11200215	101:679;201:277.8;301:1769	1
11200216	101:970.1;201:396.9;301:2527.2	1
11300810		1
11300811	101:67.3;201:27.2;301:168.5	1
11300812	101:134.6;201:54.4;301:337	1
11300813	101:235.5;201:95.3;301:589.7	1
11300814	101:336.4;201:136.2;301:842.4	1
11300815	101:465.8;201:188.6;301:1166.4	1
11300816	101:659.8;201:267.2;301:1652.4	1
11300110		1
11300111	101:99;201:40.5;301:243	1
11300112	101:198;201:81;301:486	1
11300113	101:346.5;201:141.8;301:850.5	1
11300114	101:495;201:202.6;301:1215	1
11300115	101:693;201:283.6;301:1701	1
11300116	101:990;201:405.1;301:2430	1
11400810		1
11400811	101:58.7;201:30.6;301:192.8	1
11400812	101:117.4;201:61.2;301:385.6	1
11400813	101:205.4;201:107.1;301:674.8	1
11400814	101:293.4;201:153;301:964	1
11400815	101:406.2;201:211.8;301:1334.8	1
11400816	101:575.4;201:300;301:1891	1
11400110		1
11400111	101:97;201:40.5;301:247.9	1
11400112	101:194;201:81;301:495.8	1
11400113	101:339.5;201:141.8;301:867.6	1
11400114	101:485;201:202.6;301:1239.4	1
11400115	101:679;201:283.6;301:1735.1	1
11400116	101:970.1;201:405.1;301:2478.7	1
90400110		1
90400111	101:46.9;201:19.2;301:117.5	1
90400112	101:93.8;201:38.4;301:235	1
90400113	101:140.7;201:57.6;301:352.5	1
90400114	101:193.9;201:79.4;301:485.9	1
90400115	101:247.1;201:101.2;301:619.3	1
90400116	101:300.3;201:123;301:752.7	1
90400210		1
90400211	101:46.4;201:19.4;301:117.5	1
90400212	101:92.8;201:38.8;301:235	1
90400213	101:139.2;201:58.2;301:352.5	1
90400214	101:191.9;201:80.2;301:485.9	1
90400215	101:244.6;201:102.2;301:619.3	1
90400216	101:297.3;201:124.2;301:752.7	1
90400510		1
90400511	101:65.9;201:28.1;301:166.8	1
90400512	101:131.8;201:56.2;301:333.6	1
90400513	101:230.6;201:98.3;301:583.8	1
90400514	101:329.4;201:140.4;301:834	1
90400515	101:456.1;201:194.4;301:1154.8	1
90400516	101:646.2;201:275.4;301:1635.9	1
90400610		1
90400611	101:46.9;201:18.8;301:119.9	1
90400612	101:93.8;201:37.6;301:239.8	1
90400613	101:140.7;201:56.4;301:359.7	1
90400614	101:193.9;201:77.7;301:495.8	1
90400615	101:247.1;201:99;301:631.9	1
90400616	101:300.3;201:120.3;301:768	1
90400910		1
90400911	101:63.8;201:28.6;301:168.5	1
90400912	101:127.6;201:57.2;301:337	1
90400913	101:223.4;201:100.2;301:589.7	1
90400914	101:319.2;201:143.2;301:842.4	1
90400915	101:442;201:198.3;301:1166.4	1
90400916	101:626.1;201:280.9;301:1652.4	1
90401010		1
90401011	101:66.6;201:28.1;301:165.1	1
90401012	101:133.2;201:56.2;301:330.2	1
90401013	101:233.1;201:98.3;301:577.9	1
90401014	101:333;201:140.4;301:825.6	1
90401015	101:461;201:194.4;301:1143.1	1
90401016	101:653.1;201:275.4;301:1619.4	1
90401410		1
90401411	101:81;201:49.5;301:297	1
90401412	101:162;201:99;301:594	1
90401413	101:283.5;201:173.3;301:1039.5	1
90401414	101:405;201:247.6;301:1485	1
90401415	101:567;201:346.6;301:2079	1
90401416	101:810;201:495.1;301:2970	1
90401510		1
90401511	101:68;201:27.2;301:166.8	1
90401512	101:136;201:54.4;301:333.6	1
90401513	101:237.9;201:95.3;301:583.8	1
90401514	101:339.8;201:136.2;301:834	1
90401515	101:470.5;201:188.6;301:1154.8	1
90401516	101:666.5;201:267.2;301:1635.9	1
90402010		1
90402011	101:68;201:27.8;301:163.4	1
90402012	101:136;201:55.6;301:326.8	1
90402013	101:237.9;201:97.3;301:571.9	1
90402014	101:339.8;201:139;301:817	1
90402015	101:470.5;201:192.5;301:1131.3	1
90402016	101:666.5;201:272.7;301:1602.7	1
90402210		1
90402211	101:67.3;201:27.5;301:166.8	1
90402212	101:134.6;201:55;301:333.6	1
90402213	101:235.5;201:96.3;301:583.8	1
90402214	101:336.4;201:137.6;301:834	1
90402215	101:465.8;201:190.5;301:1154.8	1
90402216	101:659.8;201:269.9;301:1635.9	1
90402510		1
90402511	101:53.9;201:34.3;301:203.9	1
90402512	101:107.8;201:68.6;301:407.8	1
90402513	101:188.7;201:120.1;301:713.6	1
90402514	101:269.6;201:171.6;301:1019.4	1
90402515	101:373.3;201:237.6;301:1411.4	1
90402516	101:528.8;201:336.6;301:1999.5	1
90402610		1
90402611	101:54.5;201:34;301:203.9	1
90402612	101:109;201:68;301:407.8	1
90402613	101:190.7;201:119;301:713.6	1
90402614	101:272.4;201:170;301:1019.4	1
90402615	101:377.2;201:235.3;301:1411.4	1
90402616	101:534.3;201:333.3;301:1999.5	1
90403110		1
90403111	101:53.4;201:34.3;301:205.9	1
90403112	101:106.8;201:68.6;301:411.8	1
90403113	101:186.8;201:120.1;301:720.7	1
90403114	101:266.8;201:171.6;301:1029.6	1
90403115	101:369.4;201:237.6;301:1425.6	1
90403116	101:523.3;201:336.6;301:2019.6	1
90403310		1
90403311	101:66.6;201:27.5;301:168.5	1
90403312	101:133.2;201:55;301:337	1
90403313	101:233.1;201:96.3;301:589.7	1
90403314	101:333;201:137.6;301:842.4	1
90403315	101:461;201:190.5;301:1166.4	1
90403316	101:653.1;201:269.9;301:1652.4	1
90403410		1
90403411	101:65.9;201:27.8;301:168.5	1
90403412	101:131.8;201:55.6;301:337	1
90403413	101:230.6;201:97.3;301:589.7	1
90403414	101:329.4;201:139;301:842.4	1
90403415	101:456.1;201:192.5;301:1166.4	1
90403416	101:646.2;201:272.7;301:1652.4	1
90404110		1
90404111	101:47.4;201:19.2;301:116.3	1
90404112	101:94.8;201:38.4;301:232.6	1
90404113	101:142.2;201:57.6;301:348.9	1
90404114	101:196;201:79.4;301:480.9	1
90404115	101:249.8;201:101.2;301:612.9	1
90404116	101:303.6;201:123;301:744.9	1
90404310		1
90404311	101:47.9;201:18.8;301:117.5	1
90404312	101:95.8;201:37.6;301:235	1
90404313	101:143.7;201:56.4;301:352.5	1
90404314	101:198;201:77.7;301:485.9	1
90404315	101:252.3;201:99;301:619.3	1
90404316	101:306.6;201:120.3;301:752.7	1
90800210		1
90800211	101:68;201:27.5;301:165.1	1
90800212	101:136;201:55;301:330.2	1
90800213	101:237.9;201:96.3;301:577.9	1
90800214	101:339.8;201:137.6;301:825.6	1
90800215	101:470.5;201:190.5;301:1143.1	1
90800216	101:666.5;201:269.9;301:1619.4	1
11500810		1
11500811	101:97;201:40.5;301:247.9	1
11500812	101:194;201:81;301:495.8	1
11500813	101:339.5;201:141.8;301:867.6	1
11500814	101:485;201:202.6;301:1239.4	1
11500815	101:679;201:283.6;301:1735.1	1
11500816	101:970.1;201:405.1;301:2478.7	1
12700810		1
12700811	101:100;201:38.9;301:250.3	1
12700812	101:200;201:77.8;301:500.6	1
12700813	101:350;201:136.1;301:876	1
12700814	101:500;201:194.4;301:1251.4	1
12700815	101:700;201:272.2;301:1752	1
12700816	101:1000;201:388.8;301:2502.9	1
13000810		1
13000811	101:97;201:40.9;301:245.4	1
13000812	101:194;201:81.8;301:490.8	1
13000813	101:339.5;201:143.2;301:858.9	1
13000814	101:485;201:204.6;301:1227	1
13000815	101:679;201:286.4;301:1717.9	1
13000816	101:970.1;201:409.1;301:2454.2	1
13100810		1
13100811	101:99;201:38.9;301:252.7	1
13100812	101:198;201:77.8;301:505.4	1
13100813	101:346.5;201:136.1;301:884.5	1
13100814	101:495;201:194.4;301:1263.6	1
13100815	101:693;201:272.2;301:1769	1
13100816	101:990;201:388.8;301:2527.2	1
11700810		1
11700811	101:100;201:38.9;301:250.3	1
11700812	101:200;201:77.8;301:500.6	1
11700813	101:350;201:136.1;301:876	1
11700814	101:500;201:194.4;301:1251.4	1
11700815	101:700;201:272.2;301:1752	1
11700816	101:1000;201:388.8;301:2502.9	1
12100810		1
12100811	101:99;201:40.5;301:243	1
12100812	101:198;201:81;301:486	1
12100813	101:346.5;201:141.8;301:850.5	1
12100814	101:495;201:202.6;301:1215	1
12100815	101:693;201:283.6;301:1701	1
12100816	101:990;201:405.1;301:2430	1
10300610		1
10300611	101:98;201:40.9;301:243	1
10300612	101:196;201:81.8;301:486	1
10300613	101:343;201:143.2;301:850.5	1
10300614	101:490;201:204.6;301:1215	1
10300615	101:686;201:286.4;301:1701	1
10300616	101:980;201:409.1;301:2430	1
10500410		1
10500411	101:65.9;201:28.1;301:166.8	1
10500412	101:131.8;201:56.2;301:333.6	1
10500413	101:230.6;201:98.3;301:583.8	1
10500414	101:329.4;201:140.4;301:834	1
10500415	101:456.1;201:194.4;301:1154.8	1
10500416	101:646.2;201:275.4;301:1635.9	1
10600910		1
10600911	101:101;201:38.9;301:247.9	1
10600912	101:202;201:77.8;301:495.8	1
10600913	101:353.5;201:136.1;301:867.6	1
10600914	101:505;201:194.4;301:1239.4	1
10600915	101:707;201:272.2;301:1735.1	1
10600916	101:1009.9;201:388.8;301:2478.7	1
10701010		1
10701011	101:104;201:40.5;301:230.9	1
10701012	101:208;201:81;301:461.8	1
10701013	101:363.9;201:141.8;301:808.1	1
10701014	101:519.8;201:202.6;301:1154.4	1
10701015	101:727.7;201:283.6;301:1616.1	1
10701016	101:1039.6;201:405.1;301:2308.7	1
12300810		1
12300811	101:93.6;201:42.8;301:286.3	1
12300812	101:187.2;201:85.6;301:572.6	1
12300813	101:327.5;201:149.7;301:1002.1	1
12300814	101:467.8;201:213.8;301:1431.6	1
12300815	101:654.9;201:299.3;301:2004.3	1
12300816	101:935.6;201:427.6;301:2863.3	1
12500810		1
12500811	101:97;201:40.5;301:247.9	1
12500812	101:194;201:81;301:495.8	1
12500813	101:339.5;201:141.8;301:867.6	1
12500814	101:485;201:202.6;301:1239.4	1
12500815	101:679;201:283.6;301:1735.1	1
12500816	101:970.1;201:405.1;301:2478.7	1
12900810		1
12900811	101:68;201:27.5;301:165.1	1
12900812	101:136;201:55;301:330.2	1
12900813	101:237.9;201:96.3;301:577.9	1
12900814	101:339.8;201:137.6;301:825.6	1
12900815	101:470.5;201:190.5;301:1143.1	1
12900816	101:666.5;201:269.9;301:1619.4	1
13700810		1
13700811	101:97;201:40.5;301:247.9	1
13700812	101:194;201:81;301:495.8	1
13700813	101:339.5;201:141.8;301:867.6	1
13700814	101:485;201:202.6;301:1239.4	1
13700815	101:679;201:283.6;301:1735.1	1
13700816	101:970.1;201:405.1;301:2478.7	1
13500810		1
13500811	101:81;201:49.5;301:297	1
13500812	101:162;201:99;301:594	1
13500813	101:283.5;201:173.3;301:1039.5	1
13500814	101:405;201:247.6;301:1485	1
13500815	101:567;201:346.6;301:2079	1
13500816	101:810;201:495.1;301:2970	1
11600110		1
11600111	101:79.4;201:49.5;301:302.9	1
11600112	101:158.8;201:99;301:605.8	1
11600113	101:277.9;201:173.3;301:1060.2	1
11600114	101:397;201:247.6;301:1514.6	1
11600115	101:555.8;201:346.6;301:2120.5	1
11600116	101:793.9;201:495.1;301:3029.3	1
14000810		1
14000811	101:95.4;201:42.3;301:280.7	1
14000812	101:190.8;201:84.6;301:561.4	1
14000813	101:333.9;201:148.1;301:982.4	1
14000814	101:477;201:211.6;301:1403.4	1
14000815	101:667.8;201:296.2;301:1964.7	1
14000816	101:954;201:423.2;301:2806.7	1
12900110		1
12900111	101:101;201:39.7;301:243	1
12900112	101:202;201:79.4;301:486	1
12900113	101:353.5;201:138.9;301:850.5	1
12900114	101:505;201:198.4;301:1215	1
12900115	101:707;201:277.8;301:1701	1
12900116	101:1009.9;201:396.9;301:2430	1
10900210		1
10900211	101:89.1;201:45;301:297	1
10900212	101:178.2;201:90;301:594	1
10900213	101:311.9;201:157.5;301:1039.5	1
10900214	101:445.6;201:225;301:1485	1
10900215	101:623.8;201:315;301:2079	1
10900216	101:891.1;201:450;301:2970	1
11300210		1
11300211	101:100;201:39.7;301:245.4	1
11300212	101:200;201:79.4;301:490.8	1
11300213	101:350;201:138.9;301:858.9	1
11300214	101:500;201:198.4;301:1227	1
11300215	101:700;201:277.8;301:1717.9	1
11300216	101:1000;201:396.9;301:2454.2	1
11400210		1
11400211	101:81;201:49.5;301:297	1
11400212	101:162;201:99;301:594	1
11400213	101:283.5;201:173.3;301:1039.5	1
11400214	101:405;201:247.6;301:1485	1
11400215	101:567;201:346.6;301:2079	1
11400216	101:810;201:495.1;301:2970	1
13800810		1
13800811	101:104;201:42.8;301:311.9	1
13800812	101:208;201:85.6;301:623.8	1
13800813	101:363.9;201:149.7;301:1091.6	1
13800814	101:519.8;201:213.8;301:1559.4	1
13800815	101:727.7;201:299.3;301:2183.1	1
13800816	101:1039.6;201:427.6;301:3118.7	1
80200810		1
80200811	101:99;201:40.5;301:243	1
80200812	101:198;201:81;301:486	1
80200813	101:346.5;201:141.8;301:850.5	1
80200814	101:495;201:202.6;301:1215	1
80200815	101:693;201:283.6;301:1701	1
80200816	101:990;201:405.1;301:2430	1
80300810		1
80300811	101:72.9;201:49.5;301:326.7	1
80300812	101:145.8;201:99;301:653.4	1
80300813	101:255.2;201:173.3;301:1143.5	1
80300814	101:364.6;201:247.6;301:1633.6	1
80300815	101:510.4;201:346.6;301:2287	1
80300816	101:729.1;201:495.1;301:3267.1	1
80100810		1
80100811	101:55;201:34;301:201.8	1
80100812	101:110;201:68;301:403.6	1
80100813	101:192.6;201:119;301:706.3	1
80100814	101:275.2;201:170;301:1009	1
80100815	101:381;201:235.3;301:1397.1	1
80100816	101:539.8;201:333.3;301:1979.2	1
12700110		1
12700111	101:82.6;201:49.5;301:291.1	1
12700112	101:165.2;201:99;301:582.2	1
12700113	101:289.1;201:173.3;301:1018.8	1
12700114	101:413;201:247.6;301:1455.4	1
12700115	101:578.2;201:346.6;301:2037.5	1
12700116	101:826.1;201:495.1;301:2910.7	1
13600810		1
13600811	101:82.6;201:49.5;301:291.1	1
13600812	101:165.2;201:99;301:582.2	1
13600813	101:289.1;201:173.3;301:1018.8	1
13600814	101:413;201:247.6;301:1455.4	1
13600815	101:578.2;201:346.6;301:2037.5	1
13600816	101:826.1;201:495.1;301:2910.7	1
10401610		1
10401611	101:101;201:40.5;301:238.1	1
10401612	101:202;201:81;301:476.2	1
10401613	101:353.5;201:141.8;301:833.4	1
10401614	101:505;201:202.6;301:1190.6	1
10401615	101:707;201:283.6;301:1666.9	1
10401616	101:1009.9;201:405.1;301:2381.3	1
10300910		1
10300911	101:99;201:40.5;301:243	1
10300912	101:198;201:81;301:486	1
10300913	101:346.5;201:141.8;301:850.5	1
10300914	101:495;201:202.6;301:1215	1
10300915	101:693;201:283.6;301:1701	1
10300916	101:990;201:405.1;301:2430	1
10201210		1
10201211	101:53.9;201:34.3;301:203.9	1
10201212	101:107.8;201:68.6;301:407.8	1
10201213	101:188.7;201:120.1;301:713.6	1
10201214	101:269.6;201:171.6;301:1019.4	1
10201215	101:373.3;201:237.6;301:1411.4	1
10201216	101:528.8;201:336.6;301:1999.5	1
10101810		1
10101811	101:82.6;201:49.5;301:291.1	1
10101812	101:165.2;201:99;301:582.2	1
10101813	101:289.1;201:173.3;301:1018.8	1
10101814	101:413;201:247.6;301:1455.4	1
10101815	101:578.2;201:346.6;301:2037.5	1
10101816	101:826.1;201:495.1;301:2910.7	1
14400110		1
14400111	101:101;201:40.5;301:238.1	1
14400112	101:202;201:81;301:476.2	1
14400113	101:353.5;201:141.8;301:833.4	1
14400114	101:505;201:202.6;301:1190.6	1
14400115	101:707;201:283.6;301:1666.9	1
14400116	101:1009.9;201:405.1;301:2381.3	1
14400810		1
14400811	101:65.9;201:28.1;301:166.8	1
14400812	101:131.8;201:56.2;301:333.6	1
14400813	101:230.6;201:98.3;301:583.8	1
14400814	101:329.4;201:140.4;301:834	1
14400815	101:456.1;201:194.4;301:1154.8	1
14400816	101:646.2;201:275.4;301:1635.9	1
80400810		1
80400811	101:99;201:40.5;301:243	1
80400812	101:198;201:81;301:486	1
80400813	101:346.5;201:141.8;301:850.5	1
80400814	101:495;201:202.6;301:1215	1
80400815	101:693;201:283.6;301:1701	1
80400816	101:990;201:405.1;301:2430	1
80500810		1
80500811	101:81;201:49.5;301:297	1
80500812	101:162;201:99;301:594	1
80500813	101:283.5;201:173.3;301:1039.5	1
80500814	101:405;201:247.6;301:1485	1
80500815	101:567;201:346.6;301:2079	1
80500816	101:810;201:495.1;301:2970	1
80600810		1
80600811	101:67.3;201:27.8;301:165.1	1
80600812	101:134.6;201:55.6;301:330.2	1
80600813	101:235.5;201:97.3;301:577.9	1
80600814	101:336.4;201:139;301:825.6	1
80600815	101:465.8;201:192.5;301:1143.1	1
80600816	101:659.8;201:272.7;301:1619.4	1
14100810		1
14100811	101:81;201:49.5;301:297	1
14100812	101:162;201:99;301:594	1
14100813	101:283.5;201:173.3;301:1039.5	1
