skinId	roleId	catPrefab	isMonster	isHarmonious	inHandBook	skinMaxLevel	tag	version	jump	property	mode	lobbyMode	enterTimeline	enterSound	skinScene	scenePosition	sceneRotation	color	intensity	lightDirection	unlockType	effectMode	dialogueTag	goodOpinionTag	effectTag	battleBossHead	cardHeadList	cardDrawing	cardDrawing_hexie	bigCardDrawing	bigCardDrawing_hexie	hdCardDrawing	hdCardDrawing_hexie	buffHead	Background	fxBattleEnter	endTimeline	endCtrl	endTimeline50	uiCover	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	spSkillName	spSkillName_zh_TW	spSkillName_en_UK	spSkillName_ja_JP	spSkillName_ko_KR	spSkillName_th_TH	desc2	desc2_zh_TW	desc2_en_UK	desc2_ja_JP	desc2_ko_KR	desc2_th_TH
10101201	101012	101012_lobby_cat	0	0	1	60	1				101012	101012_lobby	101012_enter_lobby	role_enter_101012							0						13:card_icon_101012_2	40:card_icon_101012_3	40:card_icon_101012_3	90:card_img_101012_l	90:card_img_101012_l	90:card_img_101012_l	90:card_img_101012_l	18:card_icon_101012_1	28:card_101012		settlement_10102_01	0			1	企鹅冰山	企鵝冰山	Frosty Flippers	ペンギン氷山	펭귄 아이스버그	เพนกวินขั้วโลก	非天	非天	Asura	アスラ	아수라	อาสึระ	企鹅冲锋	企鵝衝鋒	Arctic Blitz	ペンギン突撃	펭귄 돌격	เพนกวินบุกทะลวง						
10101299	101012	101012_lobby_cat	0	0	1	60	2				10101299	10101299_lobby	101012_enter_lobby	role_enter_101012							2						13:card_icon_10101299_2	40:card_icon_101012_3	40:card_icon_101012_3	90:card_img_101012_l	90:card_img_101012_l	90:card_img_10101299_l	90:card_img_10101299_l	18:card_icon_10101299_1	28:card_101012		settlement_10102_01	0			1	企鹅冰山·炫彩	企鵝冰山·炫彩	Frosty Flippers (Chroma)	ペンギン氷山 -異色-	펭귄 아이스버그·베리에이션	โครม่า	非天	非天	Asura	アスラ	아수라	อาสึระ	企鹅冲锋	企鵝衝鋒	Arctic Blitz	ペンギン突撃	펭귄 돌격	เพนกวินบุกทะลวง						
10101202	101012	101012_lobby_cat	0	0	1	60	3		1		10101202	10101202_lobby	101012_enter_lobby	role_enter_101012							1						13:card_icon_10101202_2	40:card_icon_10101202_3	40:card_icon_10101202_3	90:card_img_10101202_l	90:card_img_10101202_l	90:card_img_10101202_l	90:card_img_10101202_l	18:card_icon_10101202_1	28:card_101012		settlement_10102_01	0			1	企鹅冰山·海晏	企鵝冰山·海晏	Frosty Flippers (Sea-Lore)	ペンギン氷山 -海晏-	펭귄 아이스버그·잔잔한 바다	คลื่นสงบ	非天	非天	Asura	アスラ	아수라	อาสึระ	企鹅冲锋	企鵝衝鋒	Arctic Blitz	ペンギン突撃	펭귄 돌격	เพนกวินบุกทะลวง						
10101301	101013	101013_lobby_cat	0	0	1	60	1				101013	101013_lobby	101013_enter_lobby	role_enter_101013							0						13:card_icon_101013_2	40:card_icon_101013_3	40:card_icon_101013_3	90:card_img_101013_l	90:card_img_101013_l	90:card_img_101013_l	90:card_img_101013_l	18:card_icon_101013_1	28:card_101013		settlement_10102_01	0			1	森林守护者	森林守護者	Forest Ranger	森の守護者	포레스트 가디언	ผู้พิทักษ์แห่งป่า	非天	非天	Asura	アスラ	아수라	อาสึระ	恶狼追踪	惡狼追蹤	Howling Pursuit	オオカミの足跡	늑대의 추적	หมาป่าตามล่า						
10101399	101013	101013_lobby_cat	0	0	1	60	2			101:19;703:0.08;903:0.06;2102:0.02	10101399	10101399_lobby	101013_enter_lobby	role_enter_101013							2						13:card_icon_10101399_2	40:card_icon_101013_3	40:card_icon_101013_3	90:card_img_101013_l	90:card_img_101013_l	90:card_img_10101399_l	90:card_img_10101399_l	18:card_icon_10101399_1	28:card_101013		settlement_10102_01	0			1	森林守护者·炫彩	森林守護者·炫彩	Forest Ranger (Chroma)	森の守護者 -異色-	포레스트 가디언·베리에이션	โครม่า	非天	非天	Asura	アスラ	아수라	อาสึระ	恶狼追踪	惡狼追蹤	Howling Pursuit	オオカミの足跡	늑대의 추적	หมาป่าตามล่า						
10101302	101013	101013_lobby_cat	0	0	1	60	3		1		10101302	10101302_lobby	101013_enter_lobby	role_enter_101013							1						13:card_icon_10101302_2	40:card_icon_10101302_3	40:card_icon_10101302_3	90:card_img_10101302_l	90:card_img_10101302_l	90:card_img_10101302_l	90:card_img_10101302_l	18:card_icon_10101302_1	28:card_101013		settlement_10102_01	0			1	森林守护者·漆夜	森林守護者·漆夜	Forest Ranger (Nightfall)	森の守護者 -黒夜-	포레스트 가디언·다크	ราตรี	非天	非天	Asura	アスラ	아수라	อาสึระ	恶狼追踪	惡狼追蹤	Howling Pursuit	オオカミの足跡	늑대의 추적	หมาป่าตามล่า						
10101303	101013	101013_lobby_cat	0	0	1	60	3		1		10101303	10101303_lobby	101013_enter_lobby	role_enter_101013							1						13:card_icon_10101303_2	40:card_icon_10101303_3	40:card_icon_10101303_3	90:card_img_10101303_l	90:card_img_10101303_l	90:card_img_10101303_l	90:card_img_10101303_l	18:card_icon_10101303_1	28:card_101013		settlement_10102_01	0			1	森林守护者·巡航	森林守護者·巡航	Forest Ranger (Voyager)	森の守護者 -巡航 -	포레스트 가디언-모터 레이서	ลาดตระเวน	非天	非天	Asura	アスラ	아수라	อาสึระ	恶狼追踪	惡狼追蹤	Howling Pursuit	オオカミの足跡	늑대의 추적	หมาป่าตามล่า						
10101304	101013	101013_lobby_cat	0	0	1	60	3		1		10101304	10101304_lobby	101013_enter_lobby	role_enter_101013							1						13:card_icon_10101304_2	40:card_icon_10101304_3	40:card_icon_10101304_3	90:card_img_10101304_l	90:card_img_10101304_l	90:card_img_10101304_l	90:card_img_10101304_l	18:card_icon_10101304_1	28:card_101013		settlement_10102_01	0			1	森林守护者·纯真	森林守護者·純真	Forest Ranger (Ivory)	森の守護者 -純真 -	포레스트 가디언·순진	บริสุทธิ์	非天	非天	Asura	アスラ	아수라	อาสึระ	恶狼追踪	惡狼追蹤	Howling Pursuit	オオカミの足跡	늑대의 추적	หมาป่าตามล่า						
10101801	101018	101018_lobby_cat	0	0	1	60	1				101018	101018_lobby	101018_enter_lobby	role_enter_101018							0						13:card_icon_101018_2	40:card_icon_101018_3	40:card_icon_101018_3	90:card_img_101018_l	90:card_img_101018_l	90:card_img_101018_l	90:card_img_101018_l	18:card_icon_101018_1	28:card_101018		settlement_10102_01	0			1	茂林余音	茂林餘音	Emerald Tune	茂林余韻	무림의 여운	บทเพลงพฤกษา	非天	非天	Asura	アスラ	아수라	อาสึระ	竹风吟	竹風吟	Echo of the Bamboo Breeze	竹風吟	죽풍음	ลมไผ่ขับขาน						
10101899	101018	101018_lobby_cat	0	0	1	60	2				10101899	10101899_lobby	101018_enter_lobby	role_enter_101018							2						13:card_icon_10101899_2	40:card_icon_101018_3	40:card_icon_101018_3	90:card_img_101018_l	90:card_img_101018_l	90:card_img_10101899_l	90:card_img_10101899_l	18:card_icon_10101899_1	28:card_101018		settlement_10102_01	0			1	茂林余音·炫彩	茂林餘音·炫彩	Emerald Tune (Chroma)	茂林余韻 -異色-	무림의 여운·베리에이션	โครม่า	非天	非天	Asura	アスラ	아수라	อาสึระ	竹风吟	竹風吟	Echo of the Bamboo Breeze	竹風吟	죽풍음	ลมไผ่ขับขาน						
10101802	101018	101018_lobby_cat	0	0	1	60	3		1		10101802	10101802_lobby	101018_enter_lobby	role_enter_101018							1						13:card_icon_10101802_2	40:card_icon_10101802_3	40:card_icon_10101802_3	90:card_img_10101802_l	90:card_img_10101802_l	90:card_img_10101802_l	90:card_img_10101802_l	18:card_icon_10101802_1	28:card_101018		settlement_10102_01	0			1	茂林余音·未来	茂林餘音·未來	Emerald Tune (Future)	茂林余韻 -未来-	무림의 여운·미래	อนาคต	非天	非天	Asura	アスラ	아수라	อาสึระ	竹风吟	竹風吟	Echo of the Bamboo Breeze	竹風吟	죽풍음	ลมไผ่ขับขาน						
10200101	102001	102001_lobby_cat	0	0	1	60	1				102001	102001_lobby	102001_enter_lobby	role_enter_102001							0						13:card_icon_102001_2	40:card_icon_102001_3	40:card_icon_102001_3	90:card_img_102001_l	90:card_img_102001_l	90:card_img_102001_l	90:card_img_102001_l	18:card_icon_102001_1	28:card_102001		settlement_10202_01	0			1	星之愿	星之愿	Stargazer	星に願いを	별의 기원	สตาร์เกซเซอร์	艾可	艾可	Echo	アイコ	에코	เอคโค	升级轨道炮	升級軌道炮	Turbo Railgun	レールガン	레일 캐논	อัปเกรดเรลกัน						
10200199	102001	102001_lobby_cat	0	0	1	60	2			603:0.048;1203:0.06	10200199	10200199_lobby	102001_enter_lobby	role_enter_102001							2						13:card_icon_10200199_2	40:card_icon_102001_3	40:card_icon_102001_3	90:card_img_102001_l	90:card_img_102001_l	90:card_img_10200199_l	90:card_img_10200199_l	18:card_icon_10200199_1	28:card_102001		settlement_10202_01	0			1	星之愿·炫彩	星之愿·炫彩	Stargazer (Chroma)	星に願いを -異色-	별의 기원·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	升级轨道炮	升級軌道炮	Turbo Railgun	レールガン	레일 캐논	อัปเกรดเรลกัน						
10200501	102005	102005_lobby_cat	0	0	1	60	1				102005	102005_lobby	102005_enter_lobby	role_enter_102005							0						13:card_icon_102005_2	40:card_icon_102005_3	40:card_icon_102005_3	90:card_img_102005_l	90:card_img_102005_l	90:card_img_102005_l	90:card_img_102005_l	18:card_icon_102005_1	28:card_102005		settlement_10202_01	0			1	晚安故事	晚安故事	Bedtime Tale	スリープストーリー	굿 나잇 스토리	นิทานฝันหวาน	艾可	艾可	Echo	アイコ	에코	เอคโค	全剧终	全劇終	Grand Finale	ジエンド	극의 종영	จบบริบูรณ์						
10200599	102005	102005_lobby_cat	0	0	1	60	2				10200599	10200599_lobby	102005_enter_lobby	role_enter_102005							2						13:card_icon_10200599_2	40:card_icon_102005_3	40:card_icon_102005_3	90:card_img_102005_l	90:card_img_102005_l	90:card_img_10200599_l	90:card_img_10200599_l	18:card_icon_10200599_1	28:card_102005		settlement_10202_01	0			1	晚安故事·炫彩	晚安故事·炫彩	Bedtime Tale (Chroma)	スリープストーリー -異色-	굿나잇 스토리·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	全剧终	全劇終	Grand Finale	ジエンド	극의 종영	จบบริบูรณ์						
10200701	102007	102007_lobby_cat	0	0	1	60	1				102007	102007_lobby	102007_enter_lobby	role_enter_102007							0						13:card_icon_102007_2	40:card_icon_102007_3	40:card_icon_102007_3	90:card_img_102007_l	90:card_img_102007_l	90:card_img_102007_l	90:card_img_102007_l	18:card_icon_102007_1	28:card_102007		settlement_10202_01	0			1	电音骑士	電音騎士	Sparkle Rider	ポップナイト	EDM 여신	เหมียวนักบิด	艾可	艾可	Echo	アイコ	에코	เอคโค	灵魂震颤	靈魂震顫	Soulquake	震える魂	소울 쉐이크	เวทีสิงห์นักบิด						
10200799	102007	102007_lobby_cat	0	0	1	60	2			101:14;401:0.01;1203:0.06;1303:0.036	10200799	10200799_lobby	102007_enter_lobby	role_enter_102007							2						13:card_icon_10200799_2	40:card_icon_102007_3	40:card_icon_102007_3	90:card_img_102007_l	90:card_img_102007_l	90:card_img_10200799_l	90:card_img_10200799_l	18:card_icon_10200799_1	28:card_102007		settlement_10202_01	0			1	电音骑士·炫彩	電音騎士·炫彩	Sparkle Rider (Chroma)	ポップナイト -異色-	EDM 여신·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	灵魂震颤	靈魂震顫	Soulquake	震える魂	소울 쉐이크	เวทีสิงห์นักบิด						
10200801	102008	102008_lobby_cat	0	0	1	60	1				102008	102008_lobby	102008_enter_lobby	role_enter_102008							0						13:card_icon_102008_2	40:card_icon_102008_3	40:card_icon_102008_3	90:card_img_102008_l	90:card_img_102008_l	90:card_img_102008_l	90:card_img_102008_l	18:card_icon_102008_1	28:card_102008		settlement_10202_01	0			1	机械助理	機械助理	Mechanicat	アシスタントロボット	머신 어시스턴트	เหมียวเครื่องกล	艾可	艾可	Echo	アイコ	에코	เอคโค	过热暴走	過熱暴走	Supercharge	オーバーヒート	슈퍼히트	พลังโอเวอร์ฮีท						
10200899	102008	102008_lobby_cat	0	0	1	60	2			603:0.048;1203:0.06;1303:0.036	10200899	10200899_lobby	102008_enter_lobby	role_enter_102008							2						13:card_icon_10200899_2	40:card_icon_102008_3	40:card_icon_102008_3	90:card_img_102008_l	90:card_img_102008_l	90:card_img_10200899_l	90:card_img_10200899_l	18:card_icon_10200899_1	28:card_102008		settlement_10202_01	0			1	机械助理·炫彩	機械助理·炫彩	Mechanicat (Chroma)	アシスタントロボット -異色-	머신 어시스턴트·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	过热暴走	過熱暴走	Supercharge	オーバーヒート	슈퍼히트	พลังโอเวอร์ฮีท						
10201001	102010	102010_lobby_cat	0	0	1	60	1				102010	102010_lobby	102010_enter_lobby	role_enter_102010							0						13:card_icon_102010_2	40:card_icon_102010_3	40:card_icon_102010_3	90:card_img_102010_l	90:card_img_102010_l	90:card_img_102010_l	90:card_img_102010_l	18:card_icon_102010_1	28:card_102010		settlement_10202_01	0			1	火力开采	火力開採	Fiery Extraction	情熱のドリル	화력 채굴	ยิงสกัดขุดทะลวง	艾可	艾可	Echo	アイコ	에코	เอคโค	一落千钧	一落千鈞	Seismic Slam	ヘビースマッシュ	천근 낙하							
10201099	102010	102010_lobby_cat	0	0	1	60	2				10201099	10201099_lobby	102010_enter_lobby	role_enter_102010							2						13:card_icon_10201099_2	40:card_icon_102010_3	40:card_icon_102010_3	90:card_img_102010_l	90:card_img_102010_l	90:card_img_10201099_l	90:card_img_10201099_l	18:card_icon_10201099_1	28:card_102010		settlement_10202_01	0			1	火力开采·炫彩	火力開採·炫彩	Fiery Extraction (Chroma)	情熱のドリル -異色-	화력 채굴·베리에이션		艾可	艾可	Echo	アイコ	에코	เอคโค	一落千钧	一落千鈞	Seismic Slam	ヘビースマッシュ	천근 낙하							
10201101	102011	102011_lobby_cat	0	0	1	60	1				102011	102011_lobby	102011_enter_lobby	role_enter_102011							0						13:card_icon_102011_2	40:card_icon_102011_3	40:card_icon_102011_3	90:card_img_102011_l	90:card_img_102011_l	90:card_img_102011_l	90:card_img_102011_l	18:card_icon_102011_1	28:card_102011		settlement_10202_01	0			1	鳐摇心情	鰩搖心情	Marine Maverick	バイオニックエイ	마인드 셰이커	ผู้กล้าคาบสมุทร	艾可	艾可	Echo	アイコ	에코	เอคโค	危险鳐鱼	危險鰩魚	Ray of Peril	デンジャラスヒット	댄저러스 레이	กระเบนพิฆาต						
10201199	102011	102011_lobby_cat	0	0	1	60	2			201:8;301:55;1203:0.06;1602:0.02	10201199	10201199_lobby	102011_enter_lobby	role_enter_102011							2						13:card_icon_10201199_2	40:card_icon_102011_3	40:card_icon_102011_3	90:card_img_102011_l	90:card_img_102011_l	90:card_img_10201199_l	90:card_img_10201199_l	18:card_icon_10201199_1	28:card_102011		settlement_10202_01	0			1	鳐摇心情·炫彩	鰩搖心情·炫彩	Marine Maverick (Chroma)	バイオニックエイ -異色-	마인드 셰이커·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	危险鳐鱼	危險鰩魚	Ray of Peril	デンジャラスヒット	댄저러스 레이	กระเบนพิฆาต						
10201201	102012	102012_lobby_cat	0	0	1	60	1				102012	102012_lobby	102012_enter_lobby	role_enter_102012							0						13:card_icon_102012_2	40:card_icon_102012_3	40:card_icon_102012_3	90:card_img_102012_l	90:card_img_102012_l	90:card_img_102012_l	90:card_img_102012_l	18:card_icon_102012_1	28:card_102012		settlement_10202_01	0			1	山明箬影	山明箬影	Mountain Trek	山中竹影	죽림의 그림자	ร่มเงาแห่งป่าไผ่	艾可	艾可	Echo	アイコ	에코	เอคโค	爆发定格	爆發定格	Flashpoint Capture	ストップ	폭발 고정	จับภาพจังหวะปะทุ						
10201299	102012	102012_lobby_cat	0	0	1	60	2				10201299	10201299_lobby	102012_enter_lobby	role_enter_102012							2						13:card_icon_10201299_2	40:card_icon_102012_3	40:card_icon_102012_3	90:card_img_102012_l	90:card_img_102012_l	90:card_img_10201299_l	90:card_img_10201299_l	18:card_icon_10201299_1	28:card_102012		settlement_10202_01	0			1	山明箬影·炫彩	山明箬影·炫彩	Mountain Trek (Chroma)	山中竹影 -異色-	죽림의 그림자·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	爆发定格	爆發定格	Flashpoint Capture	ストップ	폭발 고정	จับภาพจังหวะปะทุ						
10201202	102012	102012_lobby_cat	0	0	1	60	3		7		10201202	10201202_lobby	102012_enter_lobby	role_enter_102012							1						13:card_icon_10201202_2	40:card_icon_10201202_3	40:card_icon_10201202_3	90:card_img_10201202_l	90:card_img_10201202_l	90:card_img_10201202_l	90:card_img_10201202_l	18:card_icon_10201202_1	28:card_102012		settlement_10202_01	0			1	山明箬影·暖阳	山明箬影·暖陽	Mountain Trek (Sundream)	山中竹影·暖暉	죽림의 그림자·따뜻한 햇살	อบอุ่น	艾可	艾可	Echo	アイコ	에코	เอคโค	爆发定格	爆發定格	Flashpoint Capture	ストップ	폭발 고정	จับภาพจังหวะปะทุ						
10201301	102013	102013_lobby_cat	0	0	1	60	1				102013	102013_lobby	102013_enter_lobby	role_enter_102013							0						13:card_icon_102013_2	40:card_icon_102013_3	40:card_icon_102013_3	90:card_img_102013_l	90:card_img_102013_l	90:card_img_102013_l	90:card_img_102013_l	18:card_icon_102013_1	28:card_102013		settlement_10202_01	0			1	暴走炮手	暴走炮手	Berserk Gunner	クレイジーシューター	폭주 거너	พลปืนกระสุนคลั่ง	艾可	艾可	Echo	アイコ	에코	เอคโค	特制弹幕	特製彈幕	Special Barrage	特製弾幕	특제 탄막	กระสุนพิเศษ						
10201399	102013	102013_lobby_cat	0	0	1	60	2				10201399	10201399_lobby	102013_enter_lobby	role_enter_102013							2						13:card_icon_10201399_2	40:card_icon_102013_3	40:card_icon_102013_3	90:card_img_102013_l	90:card_img_102013_l	90:card_img_10201399_l	90:card_img_10201399_l	18:card_icon_10201399_1	28:card_102013		settlement_10202_01	0			1	暴走炮手·炫彩	暴走炮手·炫彩	Berserk Gunner (Chroma)	クレイジーシューター-異色-	폭주 포수·컬러풀	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	特制弹幕	特製彈幕	Special Barrage	特製弾幕	특제 탄막	กระสุนพิเศษ						
10202101	102021	102021_lobby_cat	0	0	1	60	1				102021	102021_lobby	102014_enter_lobby	role_enter_102021							0						13:card_icon_102021_2	40:card_icon_102021_3	40:card_icon_102021_3_hexie	90:card_img_102021_l	90:card_img_102021_l_hexie	90:card_img_102021_l	90:card_img_102021_l_hexie	18:card_icon_102021_1	28:card_102021		settlement_10202_01	0			1	完美效劳	完美效勞	Perfect Pitch	パーフェクトサービス	효율냥땅	ฟูลเซอร์วิส	艾可	艾可	Echo	アイコ	에코	เอคโค	双子爆弹	雙子爆彈	Twin Blast	ツインボンバー	트윈 봄버	ทวินบลาสต์						
10202199	102021	102021_lobby_cat	0	0	1	60	2			101:9;603:0.048;803:0.02;1203:0.06	10202199	10202199_lobby	102014_enter_lobby	role_enter_102014							2						13:card_icon_10202199_2	40:card_icon_102021_3	40:card_icon_102021_3_hexie	90:card_img_102021_l	90:card_img_102021_l_hexie	90:card_img_10202199_l	90:card_img_10202199_l_hexie	18:card_icon_10202199_1	28:card_102021		settlement_10202_01	0			1	完美效劳·炫彩	完美效勞·炫彩	Perfect Pitch (Chroma)	パーフェクトサービス -異色-	효율냥땅·베리에이션	โครม่า	艾可	艾可	Echo	アイコ	에코	เอคโค	双子爆弹	雙子爆彈	Twin Blast	ツインボンバー	트윈 봄버	ทวินบลาสต์						
10202102	102021	102021_lobby_cat	0	0	1	60	3		4		10202102	10201402_lobby	102014_enter_lobby	role_enter_102014							1						13:card_icon_10202102_2	40:card_icon_10202102_3	40:card_icon_10202102_3	90:card_img_10202102_l	90:card_img_10202102_l	90:card_img_10202102_l	90:card_img_10202102_l	18:card_icon_10202102_1	28:card_102021		settlement_10202_01	0			1	完美效劳·青鸟	完美效勞·青鳥	Perfect Pitch (Bluebird)	パーフェクトサービス -青鳥-	효율냥땅·그린 버드	สีคราม	艾可	艾可	Echo	アイコ	에코	เอคโค	双子爆弹	雙子爆彈	Twin Blast	ツインボンバー	트윈 봄버	ทวินบลาสต์						
