id	ids	status
121008	121008001,121008002,121008003,121008004,121008005,121008006,121008007,121008008,121008009,121008010,121008011,121008012,121008013,121008014,121008015,121008016,121008017,121008018,121008019,121008020	1
103007	103007001,103007002,103007003,103007004,103007005,103007006,103007007,103007008,103007009,103007010,103007011,103007012,103007013,103007014,103007015,103007016,103007017,103007018,103007019,103007020	1
113002	113002001,113002002,113002003,113002004,113002005,113002006,113002007,113002008,113002009,113002010,113002011,113002012,113002013,113002014,113002015,113002016,113002017,113002018,113002019,113002020	1
114002	114002001,114002002,114002003,114002004,114002005,114002006,114002007,114002008,114002009,114002010,114002011,114002012,114002013,114002014,114002015,114002016,114002017,114002018,114002019,114002020	1
138008	138008001,138008002,138008003,138008004,138008005,138008006,138008007,138008008,138008009,138008010,138008011,138008012,138008013,138008014,138008015,138008016,138008017,138008018,138008019,138008020	1
135008	135008001,135008002,135008003,135008004,135008005,135008006,135008007,135008008,135008009,135008010,135008011,135008012,135008013,135008014,135008015,135008016,135008017,135008018,135008019,135008020	1
802008	802008001,802008002,802008003,802008004,802008005,802008006,802008007,802008008,802008009,802008010,802008011,802008012,802008013,802008014,802008015,802008016,802008017,802008018,802008019,802008020	1
803008	803008001,803008002,803008003,803008004,803008005,803008006,803008007,803008008,803008009,803008010,803008011,803008012,803008013,803008014,803008015,803008016,803008017,803008018,803008019,803008020	1
136008	136008001,136008002,136008003,136008004,136008005,136008006,136008007,136008008,136008009,136008010,136008011,136008012,136008013,136008014,136008015,136008016,136008017,136008018,136008019,136008020	1
127001	127001001,127001002,127001003,127001004,127001005,127001006,127001007,127001008,127001009,127001010,127001011,127001012,127001013,127001014,127001015,127001016,127001017,127001018,127001019,127001020	1
103009	103009001,103009002,103009003,103009004,103009005,103009006,103009007,103009008,103009009,103009010,103009011,103009012,103009013,103009014,103009015,103009016,103009017,103009018,103009019,103009020	1
104016	104016001,104016002,104016003,104016004,104016005,104016006,104016007,104016008,104016009,104016010,104016011,104016012,104016013,104016014,104016015,104016016,104016017,104016018,104016019,104016020	1
101018	101018001,101018002,101018003,101018004,101018005,101018006,101018007,101018008,101018009,101018010,101018011,101018012,101018013,101018014,101018015,101018016,101018017,101018018,101018019,101018020	1
144001	144001001,144001002,144001003,144001004,144001005,144001006,144001007,144001008,144001009,144001010,144001011,144001012,144001013,144001014,144001015,144001016,144001017,144001018,144001019,144001020	1
129002	129002001,129002002,129002003,129002004,129002005,129002006,129002007,129002008,129002009,129002010,129002011,129002012,129002013,129002014,129002015,129002016,129002017,129002018,129002019,129002020	1
804008	804008001,804008002,804008003,804008004,804008005,804008006,804008007,804008008,804008009,804008010,804008011,804008012,804008013,804008014,804008015,804008016,804008017,804008018,804008019,804008020	1
805008	805008001,805008002,805008003,805008004,805008005,805008006,805008007,805008008,805008009,805008010,805008011,805008012,805008013,805008014,805008015,805008016,805008017,805008018,805008019,805008020	1
125008	125008001,125008002,125008003,125008004,125008005,125008006,125008007,125008008,125008009,125008010,125008011,125008012,125008013,125008014,125008015,125008016,125008017,125008018,125008019,125008020	1
141008	141008001,141008002,141008003,141008004,141008005,141008006,141008007,141008008,141008009,141008010,141008011,141008012,141008013,141008014,141008015,141008016,141008017,141008018,141008019,141008020	1
120008	120008001,120008002,120008003,120008004,120008005,120008006,120008007,120008008,120008009,120008010,120008011,120008012,120008013,120008014,120008015,120008016,120008017,120008018,120008019,120008020	1
119008	119008001,119008002,119008003,119008004,119008005,119008006,119008007,119008008,119008009,119008010,119008011,119008012,119008013,119008014,119008015,119008016,119008017,119008018,119008019,119008020	1
123008	123008001,123008002,123008003,123008004,123008005,123008006,123008007,123008008,123008009,123008010,123008011,123008012,123008013,123008014,123008015,123008016,123008017,123008018,123008019,123008020	1
103003	103003001,103003002,103003003,103003004,103003005,103003006,103003007,103003008,103003009,103003010,103003011,103003012,103003013,103003014,103003015,103003016,103003017,103003018,103003019,103003020	1
139008	139008001,139008002,139008003,139008004,139008005,139008006,139008007,139008008,139008009,139008010,139008011,139008012,139008013,139008014,139008015,139008016,139008017,139008018,139008019,139008020	1
103017	103017001,103017002,103017003,103017004,103017005,103017006,103017007,103017008,103017009,103017010,103017011,103017012,103017013,103017014,103017015,103017016,103017017,103017018,103017019,103017020	1
102018	102018001,102018002,102018003,102018004,102018005,102018006,102018007,102018008,102018009,102018010,102018011,102018012,102018013,102018014,102018015,102018016,102018017,102018018,102018019,102018020	1
101012	101012001,101012002,101012003,101012004,101012005,101012006,101012007,101012008,101012009,101012010,101012011,101012012,101012013,101012014,101012015,101012016,101012017,101012018,101012019,101012020	1
149008	149008001,149008002,149008003,149008004,149008005,149008006,149008007,149008008,149008009,149008010,149008011,149008012,149008013,149008014,149008015,149008016,149008017,149008018,149008019,149008020	1
143008	143008001,143008002,143008003,143008004,143008005,143008006,143008007,143008008,143008009,143008010,143008011,143008012,143008013,143008014,143008015,143008016,143008017,143008018,143008019,143008020	1
122008	122008001,122008002,122008003,122008004,122008005,122008006,122008007,122008008,122008009,122008010,122008011,122008012,122008013,122008014,122008015,122008016,122008017,122008018,122008019,122008020	1
152008	152008001,152008002,152008003,152008004,152008005,152008006,152008007,152008008,152008009,152008010,152008011,152008012,152008013,152008014,152008015,152008016,152008017,152008018,152008019,152008020	1
135001	135001001,135001002,135001003,135001004,135001005,135001006,135001007,135001008,135001009,135001010,135001011,135001012,135001013,135001014,135001015,135001016,135001017,135001018,135001019,135001020	1
133008	133008001,133008002,133008003,133008004,133008005,133008006,133008007,133008008,133008009,133008010,133008011,133008012,133008013,133008014,133008015,133008016,133008017,133008018,133008019,133008020	1
104007	104007001,104007002,104007003,104007004,104007005,104007006,104007007,104007008,104007009,104007010,104007011,104007012,104007013,104007014,104007015,104007016,104007017,104007018,104007019,104007020	1
104013	104013001,104013002,104013003,104013004,104013005,104013006,104013007,104013008,104013009,104013010,104013011,104013012,104013013,104013014,104013015,104013016,104013017,104013018,104013019,104013020	1
153008	153008001,153008002,153008003,153008004,153008005,153008006,153008007,153008008,153008009,153008010,153008011,153008012,153008013,153008014,153008015,153008016,153008017,153008018,153008019,153008020	1
151008	151008001,151008002,151008003,151008004,151008005,151008006,151008007,151008008,151008009,151008010,151008011,151008012,151008013,151008014,151008015,151008016,151008017,151008018,151008019,151008020	1
148008	148008001,148008002,148008003,148008004,148008005,148008006,148008007,148008008,148008009,148008010,148008011,148008012,148008013,148008014,148008015,148008016,148008017,148008018,148008019,148008020	1
150008	150008001,150008002,150008003,150008004,150008005,150008006,150008007,150008008,150008009,150008010,150008011,150008012,150008013,150008014,150008015,150008016,150008017,150008018,150008019,150008020	1
803001	803001001,803001002,803001003,803001004,803001005,803001006,803001007,803001008,803001009,803001010,803001011,803001012,803001013,803001014,803001015,803001016,803001017,803001018,803001019,803001020	1
154008	154008001,154008002,154008003,154008004,154008005,154008006,154008007,154008008,154008009,154008010,154008011,154008012,154008013,154008014,154008015,154008016,154008017,154008018,154008019,154008020	1
146008	146008001,146008002,146008003,146008004,146008005,146008006,146008007,146008008,146008009,146008010,146008011,146008012,146008013,146008014,146008015,146008016,146008017,146008018,146008019,146008020	1
126008	126008001,126008002,126008003,126008004,126008005,126008006,126008007,126008008,126008009,126008010,126008011,126008012,126008013,126008014,126008015,126008016,126008017,126008018,126008019,126008020	1
138001	138001001,138001002,138001003,138001004,138001005,138001006,138001007,138001008,138001009,138001010,138001011,138001012,138001013,138001014,138001015,138001016,138001017,138001018,138001019,138001020	1
103012	103012001,103012002,103012003,103012004,103012005,103012006,103012007,103012008,103012009,103012010,103012011,103012012,103012013,103012014,103012015,103012016,103012017,103012018,103012019,103012020	1
147008	147008001,147008002,147008003,147008004,147008005,147008006,147008007,147008008,147008009,147008010,147008011,147008012,147008013,147008014,147008015,147008016,147008017,147008018,147008019,147008020	1
159008	159008001,159008002,159008003,159008004,159008005,159008006,159008007,159008008,159008009,159008010,159008011,159008012,159008013,159008014,159008015,159008016,159008017,159008018,159008019,159008020	1
128008	128008001,128008002,128008003,128008004,128008005,128008006,128008007,128008008,128008009,128008010,128008011,128008012,128008013,128008014,128008015,128008016,128008017,128008018,128008019,128008020	1
131001	131001001,131001002,131001003,131001004,131001005,131001006,131001007,131001008,131001009,131001010,131001011,131001012,131001013,131001014,131001015,131001016,131001017,131001018,131001019,131001020	1
160008	160008001,160008002,160008003,160008004,160008005,160008006,160008007,160008008,160008009,160008010,160008011,160008012,160008013,160008014,160008015,160008016,160008017,160008018,160008019,160008020	1
161008	161008001,161008002,161008003,161008004,161008005,161008006,161008007,161008008,161008009,161008010,161008011,161008012,161008013,161008014,161008015,161008016,161008017,161008018,161008019,161008020	1
102005	102005001,102005002,102005003,102005004,102005005,102005006,102005007,102005008,102005009,102005010,102005011,102005012,102005013,102005014,102005015,102005016,102005017,102005018,102005019,102005020	1
156008	156008001,156008002,156008003,156008004,156008005,156008006,156008007,156008008,156008009,156008010,156008011,156008012,156008013,156008014,156008015,156008016,156008017,156008018,156008019,156008020	1
157008	157008001,157008002,157008003,157008004,157008005,157008006,157008007,157008008,157008009,157008010,157008011,157008012,157008013,157008014,157008015,157008016,157008017,157008018,157008019,157008020	1
158008	158008001,158008002,158008003,158008004,158008005,158008006,158008007,158008008,158008009,158008010,158008011,158008012,158008013,158008014,158008015,158008016,158008017,158008018,158008019,158008020	1
162008	162008001,162008002,162008003,162008004,162008005,162008006,162008007,162008008,162008009,162008010,162008011,162008012,162008013,162008014,162008015,162008016,162008017,162008018,162008019,162008020	1
163008	163008001,163008002,163008003,163008004,163008005,163008006,163008007,163008008,163008009,163008010,163008011,163008012,163008013,163008014,163008015,163008016,163008017,163008018,163008019,163008020	1
101002	101002001,101002002,101002003,101002004,101002005,101002006,101002007,101002008,101002009,101002010,101002011,101002012,101002013,101002014,101002015,101002016,101002017,101002018,101002019,101002020	1
132008	132008001,132008002,132008003,132008004,132008005,132008006,132008007,132008008,132008009,132008010,132008011,132008012,132008013,132008014,132008015,132008016,132008017,132008018,132008019,132008020	1
164008	164008001,164008002,164008003,164008004,164008005,164008006,164008007,164008008,164008009,164008010,164008011,164008012,164008013,164008014,164008015,164008016,164008017,164008018,164008019,164008020	1
155008	155008001,155008002,155008003,155008004,155008005,155008006,155008007,155008008,155008009,155008010,155008011,155008012,155008013,155008014,155008015,155008016,155008017,155008018,155008019,155008020	1
145008	145008001,145008002,145008003,145008004,145008005,145008006,145008007,145008008,145008009,145008010,145008011,145008012,145008013,145008014,145008015,145008016,145008017,145008018,145008019,145008020	1
103005	103005001,103005002,103005003,103005004,103005005,103005006,103005007,103005008,103005009,103005010,103005011,103005012,103005013,103005014,103005015,103005016,103005017,103005018,103005019,103005020	1
165008	165008001,165008002,165008003,165008004,165008005,165008006,165008007,165008008,165008009,165008010,165008011,165008012,165008013,165008014,165008015,165008016,165008017,165008018,165008019,165008020	1
135002	135002001,135002002,135002003,135002004,135002005,135002006,135002007,135002008,135002009,135002010,135002011,135002012,135002013,135002014,135002015,135002016,135002017,135002018,135002019,135002020	1
144002	144002001,144002002,144002003,144002004,144002005,144002006,144002007,144002008,144002009,144002010,144002011,144002012,144002013,144002014,144002015,144002016,144002017,144002018,144002019,144002020	1
166008	166008001,166008002,166008003,166008004,166008005,166008006,166008007,166008008,166008009,166008010,166008011,166008012,166008013,166008014,166008015,166008016,166008017,166008018,166008019,166008020	1
103010	103010001,103010002,103010003,103010004,103010005,103010006,103010007,103010008,103010009,103010010,103010011,103010012,103010013,103010014,103010015,103010016,103010017,103010018,103010019,103010020	1
167008	167008001,167008002,167008003,167008004,167008005,167008006,167008007,167008008,167008009,167008010,167008011,167008012,167008013,167008014,167008015,167008016,167008017,167008018,167008019,167008020	1
102017	102017001,102017002,102017003,102017004,102017005,102017006,102017007,102017008,102017009,102017010,102017011,102017012,102017013,102017014,102017015,102017016,102017017,102017018,102017019,102017020	1
104004	104004001,104004002,104004003,104004004,104004005,104004006,104004007,104004008,104004009,104004010,104004011,104004012,104004013,104004014,104004015,104004016,104004017,104004018,104004019,104004020	1
170008	170008001,170008002,170008003,170008004,170008005,170008006,170008007,170008008,170008009,170008010,170008011,170008012,170008013,170008014,170008015,170008016,170008017,170008018,170008019,170008020	1
102013	102013001,102013002,102013003,102013004,102013005,102013006,102013007,102013008,102013009,102013010,102013011,102013012,102013013,102013014,102013015,102013016,102013017,102013018,102013019,102013020	1
104002	104002001,104002002,104002003,104002004,104002005,104002006,104002007,104002008,104002009,104002010,104002011,104002012,104002013,104002014,104002015,104002016,104002017,104002018,104002019,104002020	1
169008	169008001,169008002,169008003,169008004,169008005,169008006,169008007,169008008,169008009,169008010,169008011,169008012,169008013,169008014,169008015,169008016,169008017,169008018,169008019,169008020	1
103011	103011001,103011002,103011003,103011004,103011005,103011006,103011007,103011008,103011009,103011010,103011011,103011012,103011013,103011014,103011015,103011016,103011017,103011018,103011019,103011020	1
171008	171008001,171008002,171008003,171008004,171008005,171008006,171008007,171008008,171008009,171008010,171008011,171008012,171008013,171008014,171008015,171008016,171008017,171008018,171008019,171008020	1
106005	106005001,106005002,106005003,106005004,106005005,106005006,106005007,106005008,106005009,106005010,106005011,106005012,106005013,106005014,106005015,106005016,106005017,106005018,106005019,106005020	1
172008	172008001,172008002,172008003,172008004,172008005,172008006,172008007,172008008,172008009,172008010,172008011,172008012,172008013,172008014,172008015,172008016,172008017,172008018,172008019,172008020	1
173008	173008001,173008002,173008003,173008004,173008005,173008006,173008007,173008008,173008009,173008010,173008011,173008012,173008013,173008014,173008015,173008016,173008017,173008018,173008019,173008020	1
102010	102010001,102010002,102010003,102010004,102010005,102010006,102010007,102010008,102010009,102010010,102010011,102010012,102010013,102010014,102010015,102010016,102010017,102010018,102010019,102010020	1
