key	ids	status
150008	150008201;150008202;150008203;150008204;150008205;150008206;150008207	1
148008	148008201;148008202;148008203;148008204;148008205;148008206;148008207	1
154008	154008201;154008202;154008203;154008204;154008205;154008206;154008207	1
803001	803001201;803001202;803001203;803001204;803001205;803001206;803001207	1
146008	146008201;146008202;146008203;146008204;146008205;146008206;146008207	1
126008	126008201;126008202;126008203;126008204;126008205;126008206;126008207	1
103012	103012201;103012202;103012203;103012204;103012205;103012206;103012207	1
147008	147008201;147008202;147008203;147008204;147008205;147008206;147008207	1
159008	159008201;159008202;159008203;159008204;159008205;159008206;159008207	1
128008	128008201;128008202;128008203;128008204;128008205;128008206;128008207	1
131001	131001201;131001202;131001203;131001204;131001205;131001206;131001207	1
160008	160008201;160008202;160008203;160008204;160008205;160008206;160008207	1
161008	161008201;161008202;161008203;161008204;161008205;161008206;161008207	1
102005	102005201;102005202;102005203;102005204;102005205;102005206;102005207	1
156008	156008201;156008202;156008203;156008204;156008205;156008206;156008207	1
157008	157008201;157008202;157008203;157008204;157008205;157008206;157008207	1
158008	158008201;158008202;158008203;158008204;158008205;158008206;158008207	1
163008	163008201;163008202;163008203;163008204;163008205;163008206;163008207	1
162008	162008201;162008202;162008203;162008204;162008205;162008206;162008207	1
101002	101002201;101002202;101002203;101002204;101002205;101002206;101002207	1
132008	132008201;132008202;132008203;132008204;132008205;132008206;132008207	1
164008	164008201;164008202;164008203;164008204;164008205;164008206;164008207	1
155008	155008201;155008202;155008203;155008204;155008205;155008206;155008207	1
145008	145008201;145008202;145008203;145008204;145008205;145008206;145008207	1
103005	103005201;103005202;103005203;103005204;103005205;103005206;103005207	1
165008	165008201;165008202;165008203;165008204;165008205;165008206;165008207	1
135002	135002201;135002202;135002203;135002204;135002205;135002206;135002207	1
144002	144002201;144002202;144002203;144002204;144002205;144002206;144002207	1
166008	166008201;166008202;166008203;166008204;166008205;166008206;166008207	1
103010	103010201;103010202;103010203;103010204;103010205;103010206;103010207	1
167008	167008201;167008202;167008203;167008204;167008205;167008206;167008207	1
102017	102017201;102017202;102017203;102017204;102017205;102017206;102017207	1
104004	104004201;104004202;104004203;104004204;104004205;104004206;104004207	1
170008	170008201;170008202;170008203;170008204;170008205;170008206;170008207	1
102013	102013201;102013202;102013203;102013204;102013205;102013206;102013207	1
104002	104002201;104002202;104002203;104002204;104002205;104002206;104002207	1
169008	169008201;169008202;169008203;169008204;169008205;169008206;169008207	1
103011	103011201;103011202;103011203;103011204;103011205;103011206;103011207	1
171008	171008201;171008202;171008203;171008204;171008205;171008206;171008207	1
106005	106005201;106005202;106005203;106005204;106005205;106005206;106005207	1
172008	172008201;172008202;172008203;172008204;172008205;172008206;172008207	1
173008	173008201;173008202;173008203;173008204;173008205;173008206;173008207	1
102010	102010201;102010202;102010203;102010204;102010205;102010206;102010207	1
