id	property	status
103006019	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1	1
103006020	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1;703@0.1	1
106009001		1
106009002	102@0.015;202@0.015;302@0.02	1
106009003	102@0.015;202@0.015;302@0.02;603@0.07	1
106009004	102@0.03;202@0.03;302@0.04;603@0.07	1
106009005	102@0.03;202@0.03;302@0.04;603@0.07	1
106009006	102@0.045;202@0.045;302@0.06;603@0.07	1
106009007	102@0.045;202@0.045;302@0.06;603@0.07;1203@0.05	1
106009008	102@0.06;202@0.06;302@0.08;603@0.07;1203@0.05	1
106009009	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
106009010	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
106009011	102@0.095;202@0.095;302@0.13;603@0.07;1203@0.05	1
106009012	102@0.095;202@0.095;302@0.13;603@0.14;1203@0.05	1
106009013	102@0.115;202@0.115;302@0.16;603@0.14;1203@0.05	1
106009014	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
106009015	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
106009016	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.05	1
106009017	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.1	1
106009018	102@0.175;202@0.175;302@0.25;603@0.14;1203@0.1	1
106009019	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1	1
106009020	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1;703@0.1	1
107010001		1
107010002	102@0.015;202@0.015;302@0.02	1
107010003	102@0.015;202@0.015;302@0.02;1203@0.05	1
107010004	102@0.03;202@0.03;302@0.04;1203@0.05	1
107010005	102@0.03;202@0.03;302@0.04;1203@0.05	1
107010006	102@0.045;202@0.045;302@0.06;1203@0.05	1
107010007	102@0.045;202@0.045;302@0.06;1203@0.05;703@0.14	1
107010008	102@0.06;202@0.06;302@0.08;1203@0.05;703@0.14	1
107010009	102@0.075;202@0.075;302@0.1;1203@0.05;703@0.14	1
107010010	102@0.075;202@0.075;302@0.1;1203@0.05;703@0.14	1
107010011	102@0.095;202@0.095;302@0.13;1203@0.05;703@0.14	1
107010012	102@0.095;202@0.095;302@0.13;1203@0.1;703@0.14	1
107010013	102@0.115;202@0.115;302@0.16;1203@0.1;703@0.14	1
107010014	102@0.135;202@0.135;302@0.19;1203@0.1;703@0.14	1
107010015	102@0.135;202@0.135;302@0.19;1203@0.1;703@0.14	1
107010016	102@0.155;202@0.155;302@0.22;1203@0.1;703@0.14	1
107010017	102@0.155;202@0.155;302@0.22;1203@0.1;703@0.28	1
107010018	102@0.175;202@0.175;302@0.25;1203@0.1;703@0.28	1
107010019	102@0.195;202@0.195;302@0.28;1203@0.1;703@0.28	1
107010020	102@0.195;202@0.195;302@0.28;1203@0.1;703@0.28;603@0.05	1
140008001		1
140008002	102@0.015;202@0.015;302@0.02	1
140008003	102@0.06;202@0.015;302@0.02	1
140008004	102@0.075;202@0.03;302@0.04	1
140008005	102@0.075;202@0.03;302@0.04	1
140008006	102@0.09;202@0.045;302@0.06	1
140008007	102@0.09;202@0.045;302@0.06;603@0.07	1
140008008	102@0.105;202@0.06;302@0.08;603@0.07	1
140008009	102@0.12;202@0.075;302@0.1;603@0.07	1
140008010	102@0.12;202@0.075;302@0.1;603@0.07	1
140008011	102@0.14;202@0.095;302@0.13;603@0.07	1
140008012	102@0.185;202@0.095;302@0.13;603@0.07	1
140008013	102@0.205;202@0.115;302@0.16;603@0.07	1
140008014	102@0.225;202@0.135;302@0.19;603@0.07	1
140008015	102@0.225;202@0.135;302@0.19;603@0.07	1
140008016	102@0.245;202@0.155;302@0.22;603@0.07	1
140008017	102@0.245;202@0.155;302@0.22;603@0.14	1
140008018	102@0.265;202@0.175;302@0.25;603@0.14	1
140008019	102@0.285;202@0.195;302@0.28;603@0.14	1
140008020	102@0.285;202@0.195;302@0.28;603@0.14;703@0.1	1
129001001		1
129001002	102@0.015;202@0.015;302@0.02	1
129001003	102@0.015;202@0.015;302@0.02;703@0.14	1
129001004	102@0.03;202@0.03;302@0.04;703@0.14	1
129001005	102@0.03;202@0.03;302@0.04;703@0.14	1
129001006	102@0.045;202@0.045;302@0.06;703@0.14	1
129001007	102@0.09;202@0.045;302@0.06;703@0.14	1
129001008	102@0.105;202@0.06;302@0.08;703@0.14	1
129001009	102@0.12;202@0.075;302@0.1;703@0.14	1
129001010	102@0.12;202@0.075;302@0.1;703@0.14	1
129001011	102@0.14;202@0.095;302@0.13;703@0.14	1
129001012	102@0.14;202@0.095;302@0.13;703@0.28	1
129001013	102@0.16;202@0.115;302@0.16;703@0.28	1
129001014	102@0.18;202@0.135;302@0.19;703@0.28	1
129001015	102@0.18;202@0.135;302@0.19;703@0.28	1
129001016	102@0.2;202@0.155;302@0.22;703@0.28	1
129001017	102@0.245;202@0.155;302@0.22;703@0.28	1
129001018	102@0.265;202@0.175;302@0.25;703@0.28	1
129001019	102@0.285;202@0.195;302@0.28;703@0.28	1
129001020	102@0.285;202@0.195;302@0.28;703@0.38	1
108006001		1
108006002	102@0.015;202@0.015;302@0.02	1
108006003	102@0.015;202@0.015;302@0.02;703@0.14	1
108006004	102@0.03;202@0.03;302@0.04;703@0.14	1
108006005	102@0.03;202@0.03;302@0.04;703@0.14	1
108006006	102@0.045;202@0.045;302@0.06;703@0.14	1
108006007	102@0.045;202@0.045;302@0.06;703@0.14;603@0.07	1
108006008	102@0.06;202@0.06;302@0.08;703@0.14;603@0.07	1
108006009	102@0.075;202@0.075;302@0.1;703@0.14;603@0.07	1
108006010	102@0.075;202@0.075;302@0.1;703@0.14;603@0.07	1
108006011	102@0.095;202@0.095;302@0.13;703@0.14;603@0.07	1
108006012	102@0.095;202@0.095;302@0.13;703@0.28;603@0.07	1
108006013	102@0.115;202@0.115;302@0.16;703@0.28;603@0.07	1
108006014	102@0.135;202@0.135;302@0.19;703@0.28;603@0.07	1
108006015	102@0.135;202@0.135;302@0.19;703@0.28;603@0.07	1
108006016	102@0.155;202@0.155;302@0.22;703@0.28;603@0.07	1
108006017	102@0.155;202@0.155;302@0.22;703@0.28;603@0.14	1
108006018	102@0.175;202@0.175;302@0.25;703@0.28;603@0.14	1
108006019	102@0.195;202@0.195;302@0.28;703@0.28;603@0.14	1
108006020	102@0.195;202@0.195;302@0.28;703@0.28;603@0.14;1203@0.05	1
117008001		1
117008002	102@0.015;202@0.015;302@0.02	1
117008003	102@0.015;202@0.015;302@0.02;703@0.14	1
117008004	102@0.03;202@0.03;302@0.04;703@0.14	1
117008005	102@0.03;202@0.03;302@0.04;703@0.14	1
117008006	102@0.045;202@0.045;302@0.06;703@0.14	1
117008007	102@0.045;202@0.045;302@0.06;703@0.14;603@0.07	1
117008008	102@0.06;202@0.06;302@0.08;703@0.14;603@0.07	1
117008009	102@0.075;202@0.075;302@0.1;703@0.14;603@0.07	1
117008010	102@0.075;202@0.075;302@0.1;703@0.14;603@0.07	1
117008011	102@0.095;202@0.095;302@0.13;703@0.14;603@0.07	1
117008012	102@0.095;202@0.095;302@0.13;703@0.28;603@0.07	1
117008013	102@0.115;202@0.115;302@0.16;703@0.28;603@0.07	1
117008014	102@0.135;202@0.135;302@0.19;703@0.28;603@0.07	1
117008015	102@0.135;202@0.135;302@0.19;703@0.28;603@0.07	1
117008016	102@0.155;202@0.155;302@0.22;703@0.28;603@0.07	1
117008017	102@0.155;202@0.155;302@0.22;703@0.28;603@0.14	1
117008018	102@0.175;202@0.175;302@0.25;703@0.28;603@0.14	1
117008019	102@0.195;202@0.195;302@0.28;703@0.28;603@0.14	1
117008020	102@0.195;202@0.195;302@0.28;703@0.28;603@0.14;1203@0.05	1
108001001		1
108001002	102@0.015;202@0.015;302@0.02	1
108001003	102@0.015;202@0.015;302@0.02;603@0.07	1
108001004	102@0.03;202@0.03;302@0.04;603@0.07	1
108001005	102@0.03;202@0.03;302@0.04;603@0.07	1
108001006	102@0.045;202@0.045;302@0.06;603@0.07	1
108001007	102@0.045;202@0.045;302@0.06;603@0.07;703@0.14	1
108001008	102@0.06;202@0.06;302@0.08;603@0.07;703@0.14	1
108001009	102@0.075;202@0.075;302@0.1;603@0.07;703@0.14	1
108001010	102@0.075;202@0.075;302@0.1;603@0.07;703@0.14	1
108001011	102@0.095;202@0.095;302@0.13;603@0.07;703@0.14	1
108001012	102@0.095;202@0.095;302@0.13;603@0.14;703@0.14	1
108001013	102@0.115;202@0.115;302@0.16;603@0.14;703@0.14	1
108001014	102@0.135;202@0.135;302@0.19;603@0.14;703@0.14	1
108001015	102@0.135;202@0.135;302@0.19;603@0.14;703@0.14	1
108001016	102@0.155;202@0.155;302@0.22;603@0.14;703@0.14	1
108001017	102@0.155;202@0.155;302@0.22;603@0.14;703@0.28	1
108001018	102@0.175;202@0.175;302@0.25;603@0.14;703@0.28	1
108001019	102@0.195;202@0.195;302@0.28;603@0.14;703@0.28	1
108001020	102@0.195;202@0.195;302@0.28;603@0.14;703@0.28;1203@0.05	1
127008001		1
127008002	102@0.015;202@0.015;302@0.02	1
127008003	102@0.015;202@0.015;302@0.02;603@0.07	1
127008004	102@0.03;202@0.03;302@0.04;603@0.07	1
127008005	102@0.03;202@0.03;302@0.04;603@0.07	1
127008006	102@0.045;202@0.045;302@0.06;603@0.07	1
127008007	102@0.09;202@0.045;302@0.06;603@0.07	1
127008008	102@0.105;202@0.06;302@0.08;603@0.07	1
127008009	102@0.12;202@0.075;302@0.1;603@0.07	1
127008010	102@0.12;202@0.075;302@0.1;603@0.07	1
127008011	102@0.14;202@0.095;302@0.13;603@0.07	1
127008012	102@0.14;202@0.095;302@0.13;603@0.14	1
127008013	102@0.16;202@0.115;302@0.16;603@0.14	1
127008014	102@0.18;202@0.135;302@0.19;603@0.14	1
127008015	102@0.18;202@0.135;302@0.19;603@0.14	1
127008016	102@0.2;202@0.155;302@0.22;603@0.14	1
127008017	102@0.245;202@0.155;302@0.22;603@0.14	1
127008018	102@0.265;202@0.175;302@0.25;603@0.14	1
127008019	102@0.285;202@0.195;302@0.28;603@0.14	1
127008020	102@0.285;202@0.195;302@0.28;603@0.14;703@0.1	1
114001001		1
114001002	102@0.015;202@0.015;302@0.02	1
114001003	102@0.015;202@0.015;302@0.02;603@0.07	1
114001004	102@0.03;202@0.03;302@0.04;603@0.07	1
114001005	102@0.03;202@0.03;302@0.04;603@0.07	1
114001006	102@0.045;202@0.045;302@0.06;603@0.07	1
114001007	102@0.045;202@0.045;302@0.06;603@0.07;1203@0.05	1
114001008	102@0.06;202@0.06;302@0.08;603@0.07;1203@0.05	1
114001009	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
114001010	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
114001011	102@0.095;202@0.095;302@0.13;603@0.07;1203@0.05	1
114001012	102@0.095;202@0.095;302@0.13;603@0.14;1203@0.05	1
114001013	102@0.115;202@0.115;302@0.16;603@0.14;1203@0.05	1
114001014	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
114001015	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
114001016	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.05	1
114001017	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.1	1
114001018	102@0.175;202@0.175;302@0.25;603@0.14;1203@0.1	1
114001019	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1	1
114001020	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1;703@0.1	1
101013001		1
101013002	102@0.015;202@0.015;302@0.02	1
101013003	102@0.015;202@0.015;302@0.02;703@0.14	1
101013004	102@0.03;202@0.03;302@0.04;703@0.14	1
101013005	102@0.03;202@0.03;302@0.04;703@0.14	1
101013006	102@0.045;202@0.045;302@0.06;703@0.14	1
101013007	102@0.045;202@0.045;302@0.06;703@0.14;603@0.07	1
101013008	102@0.06;202@0.06;302@0.08;703@0.14;603@0.07	1
101013009	102@0.075;202@0.075;302@0.1;703@0.14;603@0.07	1
101013010	102@0.075;202@0.075;302@0.1;703@0.14;603@0.07	1
101013011	102@0.095;202@0.095;302@0.13;703@0.14;603@0.07	1
101013012	102@0.095;202@0.095;302@0.13;703@0.28;603@0.07	1
101013013	102@0.115;202@0.115;302@0.16;703@0.28;603@0.07	1
101013014	102@0.135;202@0.135;302@0.19;703@0.28;603@0.07	1
101013015	102@0.135;202@0.135;302@0.19;703@0.28;603@0.07	1
101013016	102@0.155;202@0.155;302@0.22;703@0.28;603@0.07	1
101013017	102@0.155;202@0.155;302@0.22;703@0.28;603@0.14	1
101013018	102@0.175;202@0.175;302@0.25;703@0.28;603@0.14	1
101013019	102@0.195;202@0.195;302@0.28;703@0.28;603@0.14	1
101013020	102@0.195;202@0.195;302@0.28;703@0.28;603@0.14;1203@0.05	1
130008001		1
130008002	102@0.015;202@0.015;302@0.02	1
130008003	102@0.015;202@0.015;302@0.02;603@0.07	1
130008004	102@0.03;202@0.03;302@0.04;603@0.07	1
130008005	102@0.03;202@0.03;302@0.04;603@0.07	1
130008006	102@0.045;202@0.045;302@0.06;603@0.07	1
130008007	102@0.045;202@0.045;302@0.06;603@0.07;1203@0.05	1
130008008	102@0.06;202@0.06;302@0.08;603@0.07;1203@0.05	1
130008009	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
130008010	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
130008011	102@0.095;202@0.095;302@0.13;603@0.07;1203@0.05	1
130008012	102@0.095;202@0.095;302@0.13;603@0.14;1203@0.05	1
130008013	102@0.115;202@0.115;302@0.16;603@0.14;1203@0.05	1
130008014	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
130008015	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
130008016	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.05	1
130008017	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.1	1
130008018	102@0.175;202@0.175;302@0.25;603@0.14;1203@0.1	1
130008019	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1	1
130008020	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1;703@0.1	1
103021001		1
103021002	102@0.015;202@0.015;302@0.02	1
103021003	102@0.015;202@0.015;302@0.02;803@0.07	1
103021004	102@0.03;202@0.03;302@0.04;803@0.07	1
103021005	102@0.03;202@0.03;302@0.04;803@0.07	1
103021006	102@0.045;202@0.045;302@0.06;803@0.07	1
103021007	102@0.045;202@0.045;302@0.06;803@0.07;1303@0.1	1
103021008	102@0.06;202@0.06;302@0.08;803@0.07;1303@0.1	1
103021009	102@0.075;202@0.075;302@0.1;803@0.07;1303@0.1	1
103021010	102@0.075;202@0.075;302@0.1;803@0.07;1303@0.1	1
103021011	102@0.095;202@0.095;302@0.13;803@0.07;1303@0.1	1
103021012	102@0.095;202@0.095;302@0.13;803@0.14;1303@0.1	1
103021013	102@0.115;202@0.115;302@0.16;803@0.14;1303@0.1	1
103021014	102@0.135;202@0.135;302@0.19;803@0.14;1303@0.1	1
103021015	102@0.135;202@0.135;302@0.19;803@0.14;1303@0.1	1
103021016	102@0.155;202@0.155;302@0.22;803@0.14;1303@0.1	1
103021017	102@0.155;202@0.155;302@0.22;803@0.14;1303@0.2	1
103021018	102@0.175;202@0.175;302@0.25;803@0.14;1303@0.2	1
103021019	102@0.195;202@0.195;302@0.28;803@0.14;1303@0.2	1
103021020	102@0.195;202@0.195;302@0.28;803@0.14;1303@0.2;903@0.1	1
111002001		1
111002002	102@0.015;202@0.015;302@0.02	1
111002003	102@0.015;202@0.015;302@0.02;803@0.07	1
111002004	102@0.03;202@0.03;302@0.04;803@0.07	1
111002005	102@0.03;202@0.03;302@0.04;803@0.07	1
111002006	102@0.045;202@0.045;302@0.06;803@0.07	1
111002007	102@0.045;202@0.045;302@0.06;803@0.07;1303@0.1	1
111002008	102@0.06;202@0.06;302@0.08;803@0.07;1303@0.1	1
111002009	102@0.075;202@0.075;302@0.1;803@0.07;1303@0.1	1
111002010	102@0.075;202@0.075;302@0.1;803@0.07;1303@0.1	1
111002011	102@0.095;202@0.095;302@0.13;803@0.07;1303@0.1	1
111002012	102@0.095;202@0.095;302@0.13;803@0.14;1303@0.1	1
111002013	102@0.115;202@0.115;302@0.16;803@0.14;1303@0.1	1
111002014	102@0.135;202@0.135;302@0.19;803@0.14;1303@0.1	1
111002015	102@0.135;202@0.135;302@0.19;803@0.14;1303@0.1	1
111002016	102@0.155;202@0.155;302@0.22;803@0.14;1303@0.1	1
111002017	102@0.155;202@0.155;302@0.22;803@0.14;1303@0.2	1
111002018	102@0.175;202@0.175;302@0.25;803@0.14;1303@0.2	1
111002019	102@0.195;202@0.195;302@0.28;803@0.14;1303@0.2	1
111002020	102@0.195;202@0.195;302@0.28;803@0.14;1303@0.2;903@0.1	1
110008001		1
110008002	102@0.015;202@0.015;302@0.02	1
110008003	102@0.015;202@0.015;302@0.02;603@0.07	1
110008004	102@0.03;202@0.03;302@0.04;603@0.07	1
110008005	102@0.03;202@0.03;302@0.04;603@0.07	1
110008006	102@0.045;202@0.045;302@0.06;603@0.07	1
110008007	102@0.045;202@0.045;302@0.06;603@0.07;703@0.14	1
110008008	102@0.06;202@0.06;302@0.08;603@0.07;703@0.14	1
110008009	102@0.075;202@0.075;302@0.1;603@0.07;703@0.14	1
110008010	102@0.075;202@0.075;302@0.1;603@0.07;703@0.14	1
110008011	102@0.095;202@0.095;302@0.13;603@0.07;703@0.14	1
110008012	102@0.095;202@0.095;302@0.13;603@0.14;703@0.14	1
110008013	102@0.115;202@0.115;302@0.16;603@0.14;703@0.14	1
110008014	102@0.135;202@0.135;302@0.19;603@0.14;703@0.14	1
110008015	102@0.135;202@0.135;302@0.19;603@0.14;703@0.14	1
110008016	102@0.155;202@0.155;302@0.22;603@0.14;703@0.14	1
110008017	102@0.155;202@0.155;302@0.22;603@0.14;703@0.28	1
110008018	102@0.175;202@0.175;302@0.25;603@0.14;703@0.28	1
110008019	102@0.195;202@0.195;302@0.28;603@0.14;703@0.28	1
110008020	102@0.195;202@0.195;302@0.28;603@0.14;703@0.28;1203@0.05	1
131008001		1
131008002	102@0.015;202@0.015;302@0.02	1
131008003	102@0.015;202@0.015;302@0.02;603@0.07	1
131008004	102@0.03;202@0.03;302@0.04;603@0.07	1
131008005	102@0.03;202@0.03;302@0.04;603@0.07	1
131008006	102@0.045;202@0.045;302@0.06;603@0.07	1
131008007	102@0.045;202@0.045;302@0.06;603@0.07;703@0.14	1
131008008	102@0.06;202@0.06;302@0.08;603@0.07;703@0.14	1
131008009	102@0.075;202@0.075;302@0.1;603@0.07;703@0.14	1
131008010	102@0.075;202@0.075;302@0.1;603@0.07;703@0.14	1
131008011	102@0.095;202@0.095;302@0.13;603@0.07;703@0.14	1
131008012	102@0.095;202@0.095;302@0.13;603@0.14;703@0.14	1
131008013	102@0.115;202@0.115;302@0.16;603@0.14;703@0.14	1
131008014	102@0.135;202@0.135;302@0.19;603@0.14;703@0.14	1
131008015	102@0.135;202@0.135;302@0.19;603@0.14;703@0.14	1
131008016	102@0.155;202@0.155;302@0.22;603@0.14;703@0.14	1
131008017	102@0.155;202@0.155;302@0.22;603@0.14;703@0.28	1
131008018	102@0.175;202@0.175;302@0.25;603@0.14;703@0.28	1
131008019	102@0.195;202@0.195;302@0.28;603@0.14;703@0.28	1
131008020	102@0.195;202@0.195;302@0.28;603@0.14;703@0.28;1203@0.05	1
109002001		1
109002002	102@0.015;202@0.015;302@0.02	1
109002003	102@0.015;202@0.015;302@0.02;903@0.14	1
109002004	102@0.03;202@0.03;302@0.04;903@0.14	1
109002005	102@0.03;202@0.03;302@0.04;903@0.14	1
109002006	102@0.045;202@0.045;302@0.06;903@0.14	1
109002007	102@0.045;202@0.045;302@0.06;903@0.14;1303@0.1	1
109002008	102@0.06;202@0.06;302@0.08;903@0.14;1303@0.1	1
109002009	102@0.075;202@0.075;302@0.1;903@0.14;1303@0.1	1
109002010	102@0.075;202@0.075;302@0.1;903@0.14;1303@0.1	1
109002011	102@0.095;202@0.095;302@0.13;903@0.14;1303@0.1	1
109002012	102@0.095;202@0.095;302@0.13;903@0.28;1303@0.1	1
109002013	102@0.115;202@0.115;302@0.16;903@0.28;1303@0.1	1
109002014	102@0.135;202@0.135;302@0.19;903@0.28;1303@0.1	1
109002015	102@0.135;202@0.135;302@0.19;903@0.28;1303@0.1	1
109002016	102@0.155;202@0.155;302@0.22;903@0.28;1303@0.1	1
109002017	102@0.155;202@0.155;302@0.22;903@0.28;1303@0.2	1
109002018	102@0.175;202@0.175;302@0.25;903@0.28;1303@0.2	1
109002019	102@0.195;202@0.195;302@0.28;903@0.28;1303@0.2	1
109002020	102@0.195;202@0.195;302@0.28;903@0.28;1303@0.2;803@0.05	1
112002001		1
112002002	102@0.015;202@0.015;302@0.02	1
112002003	102@0.015;202@0.015;302@0.02;803@0.07	1
112002004	102@0.03;202@0.03;302@0.04;803@0.07	1
112002005	102@0.03;202@0.03;302@0.04;803@0.07	1
112002006	102@0.045;202@0.045;302@0.06;803@0.07	1
112002007	102@0.045;202@0.045;302@0.06;803@0.07;1303@0.1	1
112002008	102@0.06;202@0.06;302@0.08;803@0.07;1303@0.1	1
112002009	102@0.075;202@0.075;302@0.1;803@0.07;1303@0.1	1
112002010	102@0.075;202@0.075;302@0.1;803@0.07;1303@0.1	1
112002011	102@0.095;202@0.095;302@0.13;803@0.07;1303@0.1	1
112002012	102@0.095;202@0.095;302@0.13;803@0.14;1303@0.1	1
112002013	102@0.115;202@0.115;302@0.16;803@0.14;1303@0.1	1
112002014	102@0.135;202@0.135;302@0.19;803@0.14;1303@0.1	1
112002015	102@0.135;202@0.135;302@0.19;803@0.14;1303@0.1	1
112002016	102@0.155;202@0.155;302@0.22;803@0.14;1303@0.1	1
112002017	102@0.155;202@0.155;302@0.22;803@0.14;1303@0.2	1
112002018	102@0.175;202@0.175;302@0.25;803@0.14;1303@0.2	1
112002019	102@0.195;202@0.195;302@0.28;803@0.14;1303@0.2	1
112002020	102@0.195;202@0.195;302@0.28;803@0.14;1303@0.2;903@0.1	1
137008001		1
137008002	102@0.015;202@0.015;302@0.02	1
137008003	102@0.015;202@0.015;302@0.02;603@0.07	1
137008004	102@0.03;202@0.03;302@0.04;603@0.07	1
137008005	102@0.03;202@0.03;302@0.04;603@0.07	1
137008006	102@0.045;202@0.045;302@0.06;603@0.07	1
137008007	102@0.045;202@0.045;302@0.06;603@0.07;1203@0.05	1
137008008	102@0.06;202@0.06;302@0.08;603@0.07;1203@0.05	1
137008009	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
137008010	102@0.075;202@0.075;302@0.1;603@0.07;1203@0.05	1
137008011	102@0.095;202@0.095;302@0.13;603@0.07;1203@0.05	1
137008012	102@0.095;202@0.095;302@0.13;603@0.14;1203@0.05	1
137008013	102@0.115;202@0.115;302@0.16;603@0.14;1203@0.05	1
137008014	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
137008015	102@0.135;202@0.135;302@0.19;603@0.14;1203@0.05	1
137008016	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.05	1
137008017	102@0.155;202@0.155;302@0.22;603@0.14;1203@0.1	1
137008018	102@0.175;202@0.175;302@0.25;603@0.14;1203@0.1	1
137008019	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1	1
137008020	102@0.195;202@0.195;302@0.28;603@0.14;1203@0.1;703@0.1	1
102007001		1
102007002	102@0.015;202@0.015;302@0.02	1
102007003	102@0.015;202@0.015;302@0.02;703@0.14	1
102007004	102@0.03;202@0.03;302@0.04;703@0.14	1
102007005	102@0.03;202@0.03;302@0.04;703@0.14	1
102007006	102@0.045;202@0.045;302@0.06;703@0.14	1
102007007	102@0.045;202@0.045;302@0.06;703@0.14;1303@0.1	1
102007008	102@0.06;202@0.06;302@0.08;703@0.14;1303@0.1	1
102007009	102@0.075;202@0.075;302@0.1;703@0.14;1303@0.1	1
102007010	102@0.075;202@0.075;302@0.1;703@0.14;1303@0.1	1
102007011	102@0.095;202@0.095;302@0.13;703@0.14;1303@0.1	1
102007012	102@0.095;202@0.095;302@0.13;703@0.28;1303@0.1	1
102007013	102@0.115;202@0.115;302@0.16;703@0.28;1303@0.1	1
102007014	102@0.135;202@0.135;302@0.19;703@0.28;1303@0.1	1
102007015	102@0.135;202@0.135;302@0.19;703@0.28;1303@0.1	1
102007016	102@0.155;202@0.155;302@0.22;703@0.28;1303@0.1	1
102007017	102@0.155;202@0.155;302@0.22;703@0.28;1303@0.2	1
102007018	102@0.175;202@0.175;302@0.25;703@0.28;1303@0.2	1
102007019	102@0.195;202@0.195;302@0.28;703@0.28;1303@0.2	1
102007020	102@0.195;202@0.195;302@0.28;703@0.28;1303@0.2;803@0.05	1
104001001		1
104001002	102@0.015;202@0.015;302@0.02	1
104001003	102@0.015;202@0.015;302@0.02;803@0.07	1
104001004	102@0.03;202@0.03;302@0.04;803@0.07	1
104001005	102@0.03;202@0.03;302@0.04;803@0.07	1
104001006	102@0.045;202@0.045;302@0.06;803@0.07	1
104001007	102@0.045;202@0.045;302@0.06;803@0.07;903@0.14	1
104001008	102@0.06;202@0.06;302@0.08;803@0.07;903@0.14	1
