id	groupId	level	attId	color	attNum	costItem	costNum	status
62	3	12	201	0	12	4120001;4120002;4120003	45;40;35	1
63	3	13	301	0	28	4120001;4120002;4120003	47;42;37	1
64	3	14	101	0	12	4120001;4120002;4120003	50;45;40	1
65	3	15	201	0	12	4120001;4120002;4120003	52;47;42	1
66	3	16	301	0	28	4120001;4120002;4120003;4120004	55;50;45;20	1
67	3	17	101	0	12	4120001;4120002;4120003;4120004	57;52;47;25	1
68	3	18	201	0	12	4120001;4120002;4120003;4120004	60;55;50;30	1
69	3	19	301	0	36	4120001;4120002;4120003;4120004	62;57;52;35	1
70	3	20	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	65;60;55;40	1
71	3	21	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	130;120;110;80	1
72	3	22	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	195;180;165;120	1
73	3	23	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	260;240;220;160	1
74	3	24	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	325;300;275;200	1
75	3	25	101;201;301	0	8;4;24	4120001;4120002;4120003;4120004	390;360;330;240	1
76	4	1	101;201;301	0	16;4;40			1
77	4	2	101	0	16	4120001;4120002;4120003	20;15;10	1
78	4	3	201	0	16	4120001;4120002;4120003	22;17;12	1
79	4	4	301	0	44	4120001;4120002;4120003	25;20;15	1
80	4	5	101	0	16	4120001;4120002;4120003	27;22;17	1
81	4	6	201	0	16	4120001;4120002;4120003	30;25;20	1
82	4	7	301	0	44	4120001;4120002;4120003	32;27;22	1
83	4	8	101	0	16	4120001;4120002;4120003	35;30;25	1
84	4	9	201	0	16	4120001;4120002;4120003	37;32;27	1
85	4	10	301	0	40	4120001;4120002;4120003	40;35;30	1
86	4	11	101	0	16	4120001;4120002;4120003	42;37;32	1
87	4	12	201	0	16	4120001;4120002;4120003	45;40;35	1
88	4	13	301	0	40	4120001;4120002;4120003	47;42;37	1
89	4	14	101	0	16	4120001;4120002;4120003	50;45;40	1
90	4	15	201	0	16	4120001;4120002;4120003	52;47;42	1
91	4	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
92	4	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
93	4	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
94	4	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
95	4	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
96	4	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
97	4	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
98	4	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
99	4	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
100	4	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
101	5	1	101;201;301	0	16;4;40			1
102	5	2	101	0	16	4120001;4120002;4120003	20;15;10	1
103	5	3	201	0	16	4120001;4120002;4120003	22;17;12	1
104	5	4	301	0	44	4120001;4120002;4120003	25;20;15	1
105	5	5	101	0	16	4120001;4120002;4120003	27;22;17	1
106	5	6	201	0	16	4120001;4120002;4120003	30;25;20	1
107	5	7	301	0	44	4120001;4120002;4120003	32;27;22	1
108	5	8	101	0	16	4120001;4120002;4120003	35;30;25	1
109	5	9	201	0	16	4120001;4120002;4120003	37;32;27	1
110	5	10	301	0	40	4120001;4120002;4120003	40;35;30	1
111	5	11	101	0	16	4120001;4120002;4120003	42;37;32	1
112	5	12	201	0	16	4120001;4120002;4120003	45;40;35	1
113	5	13	301	0	40	4120001;4120002;4120003	47;42;37	1
114	5	14	101	0	16	4120001;4120002;4120003	50;45;40	1
115	5	15	201	0	16	4120001;4120002;4120003	52;47;42	1
116	5	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
117	5	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
118	5	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
119	5	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
120	5	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
121	5	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
122	5	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
123	5	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
124	5	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
125	5	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
126	6	1	101;201;301	0	16;4;40			1
127	6	2	101	0	16	4120001;4120002;4120003	20;15;10	1
128	6	3	201	0	16	4120001;4120002;4120003	22;17;12	1
129	6	4	301	0	44	4120001;4120002;4120003	25;20;15	1
130	6	5	101	0	16	4120001;4120002;4120003	27;22;17	1
131	6	6	201	0	16	4120001;4120002;4120003	30;25;20	1
132	6	7	301	0	44	4120001;4120002;4120003	32;27;22	1
133	6	8	101	0	16	4120001;4120002;4120003	35;30;25	1
134	6	9	201	0	16	4120001;4120002;4120003	37;32;27	1
135	6	10	301	0	40	4120001;4120002;4120003	40;35;30	1
136	6	11	101	0	16	4120001;4120002;4120003	42;37;32	1
137	6	12	201	0	16	4120001;4120002;4120003	45;40;35	1
138	6	13	301	0	40	4120001;4120002;4120003	47;42;37	1
139	6	14	101	0	16	4120001;4120002;4120003	50;45;40	1
140	6	15	201	0	16	4120001;4120002;4120003	52;47;42	1
141	6	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
142	6	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
143	6	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
144	6	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
145	6	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
146	6	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
147	6	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
148	6	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
149	6	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
150	6	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
151	7	1	101;201;301	0	16;4;40			1
152	7	2	101	0	16	4120001;4120002;4120003	20;15;10	1
153	7	3	201	0	16	4120001;4120002;4120003	22;17;12	1
154	7	4	301	0	44	4120001;4120002;4120003	25;20;15	1
155	7	5	101	0	16	4120001;4120002;4120003	27;22;17	1
156	7	6	201	0	16	4120001;4120002;4120003	30;25;20	1
157	7	7	301	0	44	4120001;4120002;4120003	32;27;22	1
158	7	8	101	0	16	4120001;4120002;4120003	35;30;25	1
159	7	9	201	0	16	4120001;4120002;4120003	37;32;27	1
160	7	10	301	0	40	4120001;4120002;4120003	40;35;30	1
161	7	11	101	0	16	4120001;4120002;4120003	42;37;32	1
162	7	12	201	0	16	4120001;4120002;4120003	45;40;35	1
163	7	13	301	0	40	4120001;4120002;4120003	47;42;37	1
164	7	14	101	0	16	4120001;4120002;4120003	50;45;40	1
165	7	15	201	0	16	4120001;4120002;4120003	52;47;42	1
166	7	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
167	7	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
168	7	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
169	7	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
170	7	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
171	7	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
172	7	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
173	7	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
174	7	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
175	7	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
176	8	1	101;201;301	0	16;4;40			1
177	8	2	101	0	16	4120001;4120002;4120003	20;15;10	1
178	8	3	201	0	16	4120001;4120002;4120003	22;17;12	1
179	8	4	301	0	44	4120001;4120002;4120003	25;20;15	1
180	8	5	101	0	16	4120001;4120002;4120003	27;22;17	1
181	8	6	201	0	16	4120001;4120002;4120003	30;25;20	1
182	8	7	301	0	44	4120001;4120002;4120003	32;27;22	1
183	8	8	101	0	16	4120001;4120002;4120003	35;30;25	1
184	8	9	201	0	16	4120001;4120002;4120003	37;32;27	1
185	8	10	301	0	40	4120001;4120002;4120003	40;35;30	1
186	8	11	101	0	16	4120001;4120002;4120003	42;37;32	1
187	8	12	201	0	16	4120001;4120002;4120003	45;40;35	1
188	8	13	301	0	40	4120001;4120002;4120003	47;42;37	1
189	8	14	101	0	16	4120001;4120002;4120003	50;45;40	1
190	8	15	201	0	16	4120001;4120002;4120003	52;47;42	1
191	8	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
192	8	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
193	8	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
194	8	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
195	8	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
196	8	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
197	8	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
198	8	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
199	8	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
200	8	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
201	9	1	101;201;301	0	16;4;40			1
202	9	2	101	0	16	4120001;4120002;4120003	20;15;10	1
203	9	3	201	0	16	4120001;4120002;4120003	22;17;12	1
204	9	4	301	0	44	4120001;4120002;4120003	25;20;15	1
205	9	5	101	0	16	4120001;4120002;4120003	27;22;17	1
206	9	6	201	0	16	4120001;4120002;4120003	30;25;20	1
207	9	7	301	0	44	4120001;4120002;4120003	32;27;22	1
208	9	8	101	0	16	4120001;4120002;4120003	35;30;25	1
209	9	9	201	0	16	4120001;4120002;4120003	37;32;27	1
210	9	10	301	0	40	4120001;4120002;4120003	40;35;30	1
211	9	11	101	0	16	4120001;4120002;4120003	42;37;32	1
212	9	12	201	0	16	4120001;4120002;4120003	45;40;35	1
213	9	13	301	0	40	4120001;4120002;4120003	47;42;37	1
214	9	14	101	0	16	4120001;4120002;4120003	50;45;40	1
215	9	15	201	0	16	4120001;4120002;4120003	52;47;42	1
216	9	16	301	0	40	4120001;4120002;4120003;4120004	55;50;45;20	1
217	9	17	101	0	16	4120001;4120002;4120003;4120004	57;52;47;25	1
218	9	18	201	0	16	4120001;4120002;4120003;4120004	60;55;50;30	1
219	9	19	301	0	40	4120001;4120002;4120003;4120004	62;57;52;35	1
220	9	20	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	65;60;55;40	1
221	9	21	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	130;120;110;80	1
222	9	22	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	195;180;165;120	1
223	9	23	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	260;240;220;160	1
224	9	24	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	325;300;275;200	1
225	9	25	101;201;301	0	12;8;32	4120001;4120002;4120003;4120004	390;360;330;240	1
226	10	1	101;201;301	0	24;12;72			1
227	10	2	101	0	24	4120001;4120002;4120003	20;15;10	1
228	10	3	201	0	24	4120001;4120002;4120003	22;17;12	1
229	10	4	301	0	64	4120001;4120002;4120003	25;20;15	1
230	10	5	101	0	24	4120001;4120002;4120003	27;22;17	1
231	10	6	201	0	24	4120001;4120002;4120003	30;25;20	1
232	10	7	301	0	64	4120001;4120002;4120003	32;27;22	1
233	10	8	101	0	24	4120001;4120002;4120003	35;30;25	1
234	10	9	201	0	24	4120001;4120002;4120003	37;32;27	1
235	10	10	301	0	64	4120001;4120002;4120003	40;35;30	1
236	10	11	101	0	24	4120001;4120002;4120003	42;37;32	1
237	10	12	201	0	24	4120001;4120002;4120003	45;40;35	1
238	10	13	301	0	64	4120001;4120002;4120003	47;42;37	1
239	10	14	101	0	24	4120001;4120002;4120003	50;45;40	1
240	10	15	201	0	24	4120001;4120002;4120003	52;47;42	1
241	10	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
242	10	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
243	10	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
244	10	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
245	10	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
246	10	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
247	10	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
248	10	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
249	10	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
250	10	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
251	11	1	101;201;301	0	24;12;72			1
252	11	2	101	0	24	4120001;4120002;4120003	20;15;10	1
253	11	3	201	0	24	4120001;4120002;4120003	22;17;12	1
254	11	4	301	0	64	4120001;4120002;4120003	25;20;15	1
255	11	5	101	0	24	4120001;4120002;4120003	27;22;17	1
256	11	6	201	0	24	4120001;4120002;4120003	30;25;20	1
257	11	7	301	0	64	4120001;4120002;4120003	32;27;22	1
258	11	8	101	0	24	4120001;4120002;4120003	35;30;25	1
259	11	9	201	0	24	4120001;4120002;4120003	37;32;27	1
260	11	10	301	0	64	4120001;4120002;4120003	40;35;30	1
261	11	11	101	0	24	4120001;4120002;4120003	42;37;32	1
262	11	12	201	0	24	4120001;4120002;4120003	45;40;35	1
263	11	13	301	0	64	4120001;4120002;4120003	47;42;37	1
264	11	14	101	0	24	4120001;4120002;4120003	50;45;40	1
265	11	15	201	0	24	4120001;4120002;4120003	52;47;42	1
266	11	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
267	11	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
268	11	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
269	11	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
270	11	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
271	11	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
272	11	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
273	11	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
274	11	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
275	11	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
276	12	1	101;201;301	0	24;12;72			1
277	12	2	101	0	24	4120001;4120002;4120003	20;15;10	1
278	12	3	201	0	24	4120001;4120002;4120003	22;17;12	1
279	12	4	301	0	64	4120001;4120002;4120003	25;20;15	1
280	12	5	101	0	24	4120001;4120002;4120003	27;22;17	1
281	12	6	201	0	24	4120001;4120002;4120003	30;25;20	1
282	12	7	301	0	64	4120001;4120002;4120003	32;27;22	1
283	12	8	101	0	24	4120001;4120002;4120003	35;30;25	1
284	12	9	201	0	24	4120001;4120002;4120003	37;32;27	1
285	12	10	301	0	64	4120001;4120002;4120003	40;35;30	1
286	12	11	101	0	24	4120001;4120002;4120003	42;37;32	1
287	12	12	201	0	24	4120001;4120002;4120003	45;40;35	1
288	12	13	301	0	64	4120001;4120002;4120003	47;42;37	1
289	12	14	101	0	24	4120001;4120002;4120003	50;45;40	1
290	12	15	201	0	24	4120001;4120002;4120003	52;47;42	1
291	12	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
292	12	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
293	12	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
294	12	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
295	12	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
296	12	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
297	12	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
298	12	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
299	12	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
300	12	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
301	13	1	101;201;301	0	24;12;72			1
302	13	2	101	0	24	4120001;4120002;4120003	20;15;10	1
303	13	3	201	0	24	4120001;4120002;4120003	22;17;12	1
304	13	4	301	0	64	4120001;4120002;4120003	25;20;15	1
305	13	5	101	0	24	4120001;4120002;4120003	27;22;17	1
306	13	6	201	0	24	4120001;4120002;4120003	30;25;20	1
307	13	7	301	0	64	4120001;4120002;4120003	32;27;22	1
308	13	8	101	0	24	4120001;4120002;4120003	35;30;25	1
309	13	9	201	0	24	4120001;4120002;4120003	37;32;27	1
310	13	10	301	0	64	4120001;4120002;4120003	40;35;30	1
311	13	11	101	0	24	4120001;4120002;4120003	42;37;32	1
312	13	12	201	0	24	4120001;4120002;4120003	45;40;35	1
313	13	13	301	0	64	4120001;4120002;4120003	47;42;37	1
314	13	14	101	0	24	4120001;4120002;4120003	50;45;40	1
315	13	15	201	0	24	4120001;4120002;4120003	52;47;42	1
316	13	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
317	13	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
318	13	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
319	13	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
320	13	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
321	13	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
322	13	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
323	13	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
324	13	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
325	13	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
326	14	1	101;201;301	0	24;12;72			1
327	14	2	101	0	24	4120001;4120002;4120003	20;15;10	1
328	14	3	201	0	24	4120001;4120002;4120003	22;17;12	1
329	14	4	301	0	64	4120001;4120002;4120003	25;20;15	1
330	14	5	101	0	24	4120001;4120002;4120003	27;22;17	1
331	14	6	201	0	24	4120001;4120002;4120003	30;25;20	1
332	14	7	301	0	64	4120001;4120002;4120003	32;27;22	1
333	14	8	101	0	24	4120001;4120002;4120003	35;30;25	1
334	14	9	201	0	24	4120001;4120002;4120003	37;32;27	1
335	14	10	301	0	64	4120001;4120002;4120003	40;35;30	1
336	14	11	101	0	24	4120001;4120002;4120003	42;37;32	1
337	14	12	201	0	24	4120001;4120002;4120003	45;40;35	1
338	14	13	301	0	64	4120001;4120002;4120003	47;42;37	1
339	14	14	101	0	24	4120001;4120002;4120003	50;45;40	1
340	14	15	201	0	24	4120001;4120002;4120003	52;47;42	1
341	14	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
342	14	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
343	14	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
344	14	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
345	14	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
346	14	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
347	14	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
348	14	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
349	14	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
350	14	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
351	15	1	101;201;301	0	24;12;72			1
352	15	2	101	0	24	4120001;4120002;4120003	20;15;10	1
353	15	3	201	0	24	4120001;4120002;4120003	22;17;12	1
354	15	4	301	0	64	4120001;4120002;4120003	25;20;15	1
355	15	5	101	0	24	4120001;4120002;4120003	27;22;17	1
356	15	6	201	0	24	4120001;4120002;4120003	30;25;20	1
357	15	7	301	0	64	4120001;4120002;4120003	32;27;22	1
358	15	8	101	0	24	4120001;4120002;4120003	35;30;25	1
359	15	9	201	0	24	4120001;4120002;4120003	37;32;27	1
360	15	10	301	0	64	4120001;4120002;4120003	40;35;30	1
361	15	11	101	0	24	4120001;4120002;4120003	42;37;32	1
362	15	12	201	0	24	4120001;4120002;4120003	45;40;35	1
363	15	13	301	0	64	4120001;4120002;4120003	47;42;37	1
364	15	14	101	0	24	4120001;4120002;4120003	50;45;40	1
365	15	15	201	0	24	4120001;4120002;4120003	52;47;42	1
366	15	16	301	0	64	4120001;4120002;4120003;4120004	55;50;45;20	1
367	15	17	101	0	24	4120001;4120002;4120003;4120004	57;52;47;25	1
368	15	18	201	0	24	4120001;4120002;4120003;4120004	60;55;50;30	1
369	15	19	301	0	64	4120001;4120002;4120003;4120004	62;57;52;35	1
370	15	20	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	65;60;55;40	1
371	15	21	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	130;120;110;80	1
372	15	22	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	195;180;165;120	1
373	15	23	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	260;240;220;160	1
374	15	24	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	325;300;275;200	1
375	15	25	101;201;301	0	24;24;64	4120001;4120002;4120003;4120004	390;360;330;240	1
376	16	1	101;201;301	0	24;12;72			1
377	16	2	101	0	24	4120001;4120002;4120003	20;15;10	1
378	16	3	201	0	24	4120001;4120002;4120003	22;17;12	1
379	16	4	301	0	64	4120001;4120002;4120003	25;20;15	1
380	16	5	101	0	24	4120001;4120002;4120003	27;22;17	1
381	16	6	201	0	24	4120001;4120002;4120003	30;25;20	1
382	16	7	301	0	64	4120001;4120002;4120003	32;27;22	1
383	16	8	101	0	24	4120001;4120002;4120003	35;30;25	1
384	16	9	201	0	24	4120001;4120002;4120003	37;32;27	1
385	16	10	301	0	64	4120001;4120002;4120003	40;35;30	1
386	16	11	101	0	24	4120001;4120002;4120003	42;37;32	1
387	16	12	201	0	24	4120001;4120002;4120003	45;40;35	1
388	16	13	301	0	64	4120001;4120002;4120003	47;42;37	1
389	16	14	101	0	24	4120001;4120002;4120003	50;45;40	1
