id	groupId	type	num	attNum	isPercentage	status	des	des_zh_TW	des_en_UK	des_ja_JP	des_ko_KR	des_th_TH
10	1	2	24	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
11	2	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
12	2	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
13	2	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
14	2	1	4	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
15	2	2	4	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
16	2	2	8	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
17	2	2	12	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
18	2	2	16	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
19	2	2	20	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
20	2	2	24	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
21	3	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
22	3	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
23	3	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
24	3	1	4	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
25	3	2	4	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
26	3	2	8	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
27	3	2	12	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
28	3	2	16	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
29	3	2	20	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
30	3	2	24	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
31	4	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
32	4	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
33	4	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
34	4	1	5	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
35	4	2	5	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
36	4	2	10	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
37	4	2	15	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
38	4	2	20	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
39	4	2	25	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
40	4	2	30	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
41	5	1	1	0.25	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
42	5	1	2	0.5	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
43	5	1	3	0.75	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
44	5	1	5	1	1	1	攻击<color="#00fffc">+%d</color>;防御<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	攻擊<color="#00fffc">+%d</color>;防禦<color="#00fffc">+%d</color>;生命<color="#00fffc">+%d</color>	ATK <color="#00fffc">+%d</color>;DEF <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	攻撃力<color="#00fffc">＋%d</color>;防御力<color="#00fffc">＋%d</color>;最大HP<color="#00fffc">＋%d</color>	공격력 <color="#00fffc">+%d</color>;방어력 <color="#00fffc">+%d</color>;HP <color="#00fffc">+%d</color>	ATK​ <color="#00fffc">+%d</color>;​ DEF​ <color="#00fffc">+%d</color>;​ HP​ <color="#00fffc">+%d</color>​
45	5	2	5	1.05	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
46	5	2	10	1.1	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
47	5	2	15	1.15	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
48	5	2	20	1.2	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
49	5	2	25	1.25	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
50	5	2	30	1.3	1	1	录入属性提升至<color="#00fffc">%d</color>	錄入屬性提升至<color="#00fffc">%d</color>	Recorded stats increase to <color="#00fffc">%d</color>.	Pending录入属性提升至<color="#00fffc">%d</color>	입력한 속성이 <color="#00fffc">%d</color>까지 증가됩니다	ค่า​คุณสมบัติ​ที่​บันทึก​เพิ่มขึ้น​เป็น​<color="#00fffc">%d</color>​
