id	skinId	key	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
102	14100850	touchChest200	1	胸部·Ⅱ	胸部·Ⅱ	Chest II	胸Ⅱ	가슴Ⅱ	ทรวงอก·ⅠⅠ
103	14100850	touchBuns200	1	屁股·Ⅱ	屁股·Ⅱ	Buttocks II	尻Ⅱ	엉덩이 II	สะโพก·ⅠⅠ
104	14100850	touchFoot200	1	脚	腳	Foot	足	발	เท้า
105	14100850	touchLeg200	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
106	14900850	touchFace100	1	脸	臉	Face	顔	얼굴	หน้า
107	14900850	touchEar100	1	耳朵	耳朵	Ear	耳	귀	หู
108	14900850	touchChest100	1	胸	胸	Body	胸	가슴	อก
109	14900850	dress100	1	穿衣服	穿衣服	Dress	服を着る	옷입기	สวมเสื้อผ้า
110	14900850	undress100	1	脱衣服	脫衣服	Undress	服を脱ぐ	옷벗기	ถอดเสื้อผ้า
111	14900850	washFace100	1	洗脸	洗臉	Wash Face	顔を洗う	세수하기	ล้างหน้า
112	14900850	dine100	1	吃饭	吃飯	Eat	食事をする	밥먹기	กินข้าว
113	14900850	touchLeg100	1	腿	腿	Leg	脚	다리	ขา
114	14900850	touchEar200	1	耳朵·Ⅱ	耳朵·Ⅱ	Ear II	耳·Ⅱ	귀Ⅱ	หู·ⅠⅠ
115	14900850	touchHead200	1	头	頭	Head	頭	머리	หัว
116	14900850	touchChest200	1	胸·Ⅱ	胸·Ⅱ	Chest II	胸Ⅱ	가슴 II	ทรวงอก·ⅠⅠ
117	14900850	touchBuns200	1	屁股·Ⅱ	屁股·Ⅱ	Buttocks II	尻Ⅱ	엉덩이 II	สะโพก·ⅠⅠ
118	14900850	touchLeg200	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
119	14900850	touchTail200	1	尾巴	尾巴	Tail	尻尾	꼬리	หาง
220	13500850	100_TouchFace	1	脸·Ⅰ	臉·Ⅰ	Face I	顔Ⅰ	얼굴Ⅰ	หน้า·Ⅰ
221	13500850	100_TouchChest	1	胸·Ⅰ	胸·Ⅰ	Chest I	胸Ⅰ	가슴 I	ทรวงอก·Ⅰ
222	13500850	100_TouchLeg	1	腿·Ⅰ	腿·Ⅰ	Leg I	脚Ⅰ	다리Ⅰ	ขา·Ⅰ
223	13500850	102_TouchLeg	1	臀·Ⅰ	臀·Ⅰ	Hip I	お尻・Ⅰ	엉덩이Ⅰ	สะโพก·Ⅰ
224	13500850	200_TouchHead	1	脸·Ⅱ	臉·Ⅱ	Face II	顔Ⅱ	얼굴Ⅱ	หน้า·ⅠⅠ
225	13500850	200_TouchChest	1	胸·Ⅱ	胸·Ⅱ	Chest II	胸Ⅱ	가슴 II	ทรวงอก·ⅠⅠ
226	13500850	200_TouchHip	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
227	13500850	200_TouchEar	1	耳·Ⅱ	耳·Ⅱ	Ear II	耳・Ⅱ	귀Ⅱ	หู·ⅠⅠ
228	13500850	200_TouchAnkle	1	足·Ⅱ	足·Ⅱ	Foot II	足・Ⅱ	발Ⅱ	เท้า·ⅠⅠ
229	13500850	100S_TouchShoulder	1	挤番茄酱	畫上愛心	Squirt Ketchup	ケチャップをかける	하트 그리기	บีบซอสมะเขือเทศ
230	13500850	100S_TouchHip	1	爱心冲击	注入愛意	Heartfelt Impact	萌え萌えキュン	사랑 담기	โจมตีด้วยความรัก
231	13500850	200S_TouchShoulder	1	扶起来	扶起小曼	Help Up	立ち上がらせる	일으키기	พยุงขึ้น
232	13500150	100_TouchFace	1	脸·Ⅰ	臉·Ⅰ	Face I	顔Ⅰ	얼굴Ⅰ	หน้า·Ⅰ
233	13500150	100_TouchChest	1	胸·Ⅰ	胸·Ⅰ	Chest I	胸Ⅰ	가슴 I	ทรวงอก·Ⅰ
234	13500150	100_TouchLeg	1	腿·Ⅰ	腿·Ⅰ	Leg I	脚Ⅰ	다리Ⅰ	ขา·Ⅰ
235	13500150	102_TouchLeg	1	臀·Ⅰ	臀·Ⅰ	Hip I	お尻・Ⅰ	엉덩이Ⅰ	สะโพก·Ⅰ
236	13500150	200_TouchHead	1	脸·Ⅱ	臉·Ⅱ	Face II	顔Ⅱ	얼굴Ⅱ	หน้า·ⅠⅠ
237	13500150	200_TouchChest	1	胸·Ⅱ	胸·Ⅱ	Chest II	胸Ⅱ	가슴 II	ทรวงอก·ⅠⅠ
238	13500150	200_TouchHip	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
239	13500150	200_TouchEar	1	耳·Ⅱ	耳·Ⅱ	Ear II	耳・Ⅱ	귀Ⅱ	หู·ⅠⅠ
240	13500150	200_TouchAnkle	1	足·Ⅱ	足·Ⅱ	Foot II	足・Ⅱ	발Ⅱ	เท้า·ⅠⅠ
241	13500150	100S_TouchShoulder	1	挤番茄酱	畫上愛心	Squirt Ketchup	ケチャップをかける	하트 그리기	บีบซอสมะเขือเทศ
242	13500150	100S_TouchHip	1	爱心冲击	注入愛意	Heartfelt Impact	萌え萌えキュン	사랑 담기	โจมตีด้วยความรัก
243	13500150	200S_TouchShoulder	1	扶起来	扶起小曼	Help Up	立ち上がらせる	일으키기	พยุงขึ้น
244	15200850	100_TouchHead	1	头·Ⅰ	頭·Ⅰ	Head I	頭·Ⅰ	머리·Ⅰ	หัว·Ⅰ
245	15200850	100_TouchEar	1	耳朵·Ⅰ	耳朵·Ⅰ	Ear I	耳·Ⅰ	귀Ⅰ	หู·Ⅰ
246	15200850	100_TouchFace	1	脸·Ⅰ	臉·Ⅰ	Face I	顔Ⅰ	얼굴Ⅰ	หน้า·Ⅰ
247	15200850	100_TouchChest	1	胸·Ⅰ	胸·Ⅰ	Chest I	胸Ⅰ	가슴 I	ทรวงอก·Ⅰ
248	15200850	100_TouchLeg	1	腿·Ⅰ	腿·Ⅰ	Leg I	脚Ⅰ	다리Ⅰ	ขา·Ⅰ
249	15200850	100_TouchBuns	1	臀·Ⅰ	臀·Ⅰ	Hip I	お尻・Ⅰ	엉덩이Ⅰ	สะโพก·Ⅰ
253	15200850	200_TouchEar	1	耳朵·Ⅱ	耳朵·Ⅱ	Ear II	耳·Ⅱ	귀Ⅱ	หู·ⅠⅠ
254	15200850	200_TouchHead	1	头·Ⅱ	頭·Ⅱ	Head·II	頭·Ⅱ	머리·Ⅱ	หัว·Ⅱ
255	15200850	200_TouchTail	1	尾巴·Ⅱ	尾巴·Ⅱ	Tail II	尻尾·Ⅱ	꼬리Ⅱ	หาง·ⅠⅠ
256	15200850	200_TouchLeg	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
257	15100850	100_TouchHead	1	头·Ⅰ	頭·Ⅰ	Head I	頭·Ⅰ	머리·Ⅰ	หัว·Ⅰ
258	15100850	100_TouchEar	1	耳朵·Ⅰ	耳朵·Ⅰ	Ear I	耳·Ⅰ	귀Ⅰ	หู·Ⅰ
259	15100850	TouchChest_1001	1	胸	胸	Body	胸	가슴	อก
260	15100850	100_TouchBuns	1	臀·Ⅰ	臀·Ⅰ	Hip I	お尻・Ⅰ	엉덩이Ⅰ	สะโพก·Ⅰ
261	15100850	100_TouchTail	1	尾巴·Ⅰ	尾巴·Ⅰ	Tail I	尻尾·Ⅰ	꼬리Ⅰ	หาง·Ⅰ
262	15100850	100_TouchLeg	1	腿·Ⅰ	腿·Ⅰ	Leg I	脚Ⅰ	다리Ⅰ	ขา·Ⅰ
263	15100850	200_TouchHead	1	头·Ⅱ	頭·Ⅱ	Head·II	頭·Ⅱ	머리·Ⅱ	หัว·Ⅱ
264	15100850	200_TouchHand	1	手臂·Ⅱ	手臂·Ⅱ	Arm II	腕Ⅱ	팔Ⅱ	แขน·ⅠⅠ
265	15100850	200_TouchTail	1	尾巴·Ⅱ	尾巴·Ⅱ	Tail II	尻尾·Ⅱ	꼬리Ⅱ	หาง·ⅠⅠ
266	15100850	200_TouchLeg	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
267	15100850	TouchWrist_2001	1	手·Ⅱ	手·Ⅱ	Hand II	手Ⅱ	손Ⅱ	มือ·Ⅱ
268	13300850	100_TouchShoulder	1	手臂	手臂	Arm	腕	손목	แขน
269	13300850	100_Touchhead	1	头·Ⅱ	頭·Ⅱ	Head·II	頭·Ⅱ	머리·Ⅱ	หัว·Ⅱ
270	13300850	100_Touchchest	1	胸	胸	Body	胸	가슴	อก
271	13300850	100_Touchhip	1	腿	腿	Leg	脚	다리	ขา
272	13300850	100_Touchtail	1	尾巴	尾巴	Tail	尻尾	꼬리	หาง
273	13300850	200_Touchhead	1	头	頭	Head	頭	머리	หัว
274	13300850	200_Touchhip	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
275	13300850	300_Touchhead	1	头·Ⅲ	頭·Ⅲ	Head III	頭・Ⅲ	머리·Ⅲ	หัว·Ⅲ
276	13300850	300_TouchShoulder	1	手臂·Ⅲ	手臂·Ⅲ	Arm III	腕・Ⅲ	손목·Ⅲ	แขน·Ⅲ
277	13300850	300_Touchhip	1	腿·Ⅲ	腿·Ⅲ	Leg III	脚・Ⅲ	다리·Ⅲ	ขา·Ⅲ
278	13300850	UI_1001	1	绘画	繪畫	Painting	落書き	그림	ภาพเหมือน
279	13300850	to_300	1	泡温泉	泡溫泉	Onsen	温泉に入る	온천 입욕	แช่ออนเซ็น
280	13800802	100_TouchWaist	1	腰	腰	Waist	腰	허리	เอว
281	13800802	100_TouchEar	1	耳朵	耳朵	Ear	耳	귀	หู
282	13800802	100_TouchBack	1	背	背	Back	背中	등	หลัง
283	13800802	100_TouchFace	1	脸	臉	Face	顔	얼굴	หน้า
284	13800802	100_Touchtail	1	尾巴	尾巴	Tail	尻尾	꼬리	หาง
285	13800802	100_Touchchest	1	胸	胸	Body	胸	가슴	อก
286	13800802	100_Touchhip	1	腿	腿	Leg	脚	다리	ขา
287	13800802	200_TouchLeg	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
288	13800802	200_Touchchest	1	胸·Ⅱ	胸·Ⅱ	Chest II	胸Ⅱ	가슴 II	ทรวงอก·ⅠⅠ
289	13800802	200_TouchFace	1	脸·Ⅱ	臉·Ⅱ	Face II	顔Ⅱ	얼굴Ⅱ	หน้า·ⅠⅠ
290	13800802	200_peep	1	窥视	窺視	Back	のぞき見	엿보기	แอบมอง
291	14000850	500_TouchHead	1	头	頭	Head	頭	머리	หัว
292	14000850	500_Touchchest	1	胸	胸	Body	胸	가슴	อก
293	14000850	500_Touchhip	1	腹	腹	Abdomen	腹	배	หน้าท้อง
294	14000850	600_TouchHand	1	手	手	Hand	手	손	มือ
295	14000850	600_TouchLeg	1	腿	腿	Leg	脚	다리	ขา
296	14000850	Rubfeet	1	捏脚	捏腳	Foot Touch	足をマッサージする	발 마사지	นวดเท้า
297	14000850	hth	1	攻心	攻心	Sweet Talk	甘い言葉を囁く	달콤한 말 속삭이기	โจมตีจิตใจ
298	14000850	take_off	1	换衣	換衣	Change Outfit	衣装チェンジ	옷 갈아입기	เปลี่ยนชุด
299	14000850	gosleep	1	休息	休息	Rest	休憩する	휴식하기	พักผ่อน
300	15400850	400_touchEar	1	耳朵·Ⅰ	耳朵·Ⅰ	Ear I	耳·Ⅰ	귀Ⅰ	หู·Ⅰ
301	15400850	400_TouchFace	1	头·Ⅰ	頭·Ⅰ	Head I	頭·Ⅰ	머리·Ⅰ	หัว·Ⅰ
302	15400850	400_TouchBody	1	手臂·Ⅰ	手臂·Ⅰ	Arm I	腕Ⅰ	팔Ⅰ	แขน·Ⅰ
303	15400850	400_touchTail	1	尾巴	尾巴	Tail	尻尾	꼬리	หาง
304	15400850	400_touchBuns	1	大腿·Ⅰ	大腿·Ⅰ	Thigh I	太ももⅠ	허벅지·Ⅰ	ต้นขา·Ⅰ
305	15400850	400_TouchLeg	1	小腿·Ⅰ	小腿·Ⅰ	Calf I	小腿Ⅰ	종아리·Ⅰ	น่องขา·Ⅰ
306	15400850	200_TouchEar	1	耳朵·Ⅱ	耳朵·Ⅱ	Ear II	耳·Ⅱ	귀Ⅱ	หู·ⅠⅠ
307	15400850	200_TouchHead	1	头·Ⅱ	頭·Ⅱ	Head·II	頭·Ⅱ	머리·Ⅱ	หัว·Ⅱ
308	15400850	200_TouchChest	1	腹部	腹部	Abdomen	お腹	복부	หน้าท้อง
309	15400850	200_TouchLeg	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
310	15700850	takeoff_100	1	脱衣	脫衣	Undress	上着を脱がす	탈의	ถอดชุด
311	15700850	to_2002	1	酒瓶	酒瓶	Bottle	ワインボトル	술병	ขวดเหล้า
312	15700850	to_2005	1	酒杯	酒杯	Wine Glass	ワイングラス	술잔	แก้วเหล้า
313	15700850	to_2006	1	情报	情報	Info	情報	정보	ข่าวกรอง
314	15700850	100_Touchhead	1	头·Ⅰ	頭·Ⅰ	Head I	頭·Ⅰ	머리·Ⅰ	หัว·Ⅰ
315	15700850	100_TouchHand	1	手·Ⅰ	手·Ⅰ	Hand I	手Ⅰ	손Ⅰ	มือ·Ⅰ
316	15700850	100_TouchLeg	1	腿·Ⅰ	腿·Ⅰ	Leg I	脚Ⅰ	다리Ⅰ	ขา·Ⅰ
317	15700850	100_touchTail	1	尾巴	尾巴	Tail	尻尾	꼬리	หาง
318	15700850	200_Touchhead	1	头·Ⅱ	頭·Ⅱ	Head·II	頭·Ⅱ	머리·Ⅱ	หัว·Ⅱ
319	15700850	200_TouchHand	1	手·Ⅱ	手·Ⅱ	Hand II	手Ⅱ	손Ⅱ	มือ·Ⅱ
320	15700850	200_TouchLeg	1	腿·Ⅱ	腿·Ⅱ	Leg II	脚Ⅱ	다리Ⅱ	ขา·Ⅱ
321	15700850	200_TouchLowerLeg	1	小腿·Ⅱ	小腿·Ⅱ	Calf II	小腿Ⅱ	종아리·Ⅱ	น่องขา·Ⅱ
322	15700850	200_TouchFoot	1	脚	腳	Foot	足	발	เท้า
