id	activityId	questId	taskCon1	taskCon1Para	taskGroup1	taskCon2	taskCon2Para	taskGroup2	taskCon3	taskCon3Para	taskGroup3	limitRewardId	limitRewardNum	limitTime	rewardId	rewardNum	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1110110	1	12015010	1	2110101	1	1	2110103	1							9000047;3000002;3000003	1400;50;65000			1	同时完整选择集合【视线模糊】和【交通事故】参与怪谈并获得胜利	同時完整選擇集合【視線模糊】和【交通事故】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] and [Traffic Accident] restriction combinations selected.	「虚ろな目付き」と「交通事故」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]와 [교통사고]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ และ​ [อุบัติเหตุจราจร]​ ให้​สมบูรณ์​ในเวลาเดียวกัน​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110111	1	12015010	1	2110101	1	1	2110104	1							9000047;3000002;3000003	1500;50;70000			1	同时完整选择集合【视线模糊】和【信号明灭】参与怪谈并获得胜利	同時完整選擇集合【視線模糊】和【信號明滅】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] and [Flickering Light] restriction combinations selected.	「虚ろな目付き」と「点滅信号」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]와 [깜빡이는 신호]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ และ​ [สัญญาณกระพริบ]​ ให้สมบูรณ์ในเวลาเดียวกัน​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110112	1	12015010	1	2110101	1	1	2110105	1							9000047;3000002;3000003	1600;50;75000			1	同时完整选择集合【视线模糊】和【逆行路线】参与怪谈并获得胜利	同時完整選擇集合【視線模糊】和【逆行路線】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] and [Reverse Route] restriction combinations selected.	「虚ろな目付き」と「逆走路」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]와 [역주행 노선]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [​สายตา​พร่ามัว​]​ และ​ [​เส้นทาง​ย้อนกลับ​]​ ให้​สมบูรณ์​ในเวลาเดียวกัน​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110113	1	12015010	1	2110101	1	3	500	1							9000047;3000002;3000003	1700;50;80000			1	选择完整的限制集合【视线模糊】且达到500级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到500級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 500.	「虚ろな目付き」のノードを一括選択し、怪異Lv.500に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 500레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.500​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110114	1	12015010	1	2110101	1	3	550	1							9000047;3000002;3000003	1800;50;85000			1	选择完整的限制集合【视线模糊】且达到550级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到550級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 550.	「虚ろな目付き」のノードを一括選択し、怪異Lv.550に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 550레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.550​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110115	1	12015010	1	2110101	1	3	600	1							9000047;3000002;3000003	1900;50;90000			1	选择完整的限制集合【视线模糊】且达到600级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到600級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 600.	「虚ろな目付き」のノードを一括選択し、怪異Lv.600に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 600레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.600​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110116	1	12015010	1	2110101	1	3	700	1							9000047;3000002;3000003	2000;50;95000			1	选择完整的限制集合【视线模糊】且达到700级的【限制】参与怪谈并获得胜利	選擇完整的限制集合【視線模糊】且達到700級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with the full [Obscured Vision] restriction combination selected, ensuring [Restriction] reaches Lv. 700.	「虚ろな目付き」のノードを一括選択し、怪異Lv.700に達した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [희미한 시야]를 선택하고, 700레벨 [제한]에 도달한 후, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาพร่ามัว]​ ให้​สมบูรณ์​ และ​บรรลุ​ [​เงื่อนไข​]​ ถึง​ Lv.700​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110201	1	12015011	3	140	1							9000047	400	172800	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110202	1	12015011	3	250	1							9000047	600	172800	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110203	1	12015011	3	300	1							9000047	800	172800	3000002;3000003	40;40000			1	至少选择等级300级的【限制】参与怪谈并获得胜利	至少選擇等級300級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 300 or higher.	怪異Lv.300以上に達した状態で、怪談調査に参加して勝利する	300레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 300​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110204	1	12015011	1	2110201	1							9000047	400	172800	3000002;3000003	40;20000			1	选择完整的限制集合【诡异的声响】参与怪谈并获得战斗胜利	選擇完整的限制集合【詭異的聲響】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Chilling Echoes] restriction combination selected.	「怪音」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [기괴한 소리]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [เสียงแปลกประหลาด]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110205	1	12015011	1	2110202	1							9000047	400	172800	3000002;3000003	40;20000			1	选择完整的限制集合【暗处的目光】参与怪谈并获得战斗胜利	選擇完整的限制集合【暗處的目光】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Shadow's Gaze] restriction combination selected.	「暗がりの視線」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [어두운 눈빛]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [สายตาจากมุมมืด]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110206	1	12015011	1	2110203	1							9000047	400	172800	3000002;3000003	40;20000			1	选择完整的限制集合【身后的人影】参与怪谈并获得战斗胜利	選擇完整的限制集合【身後的人影】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Shadow Behind] restriction combination selected.	「背後の人影」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [등 뒤의 사람]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [เงาคนด้านหลัง]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110301	1	12015012	3	140	1							9000047	400	345600	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110302	1	12015012	3	250	1							9000047	600	345600	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110303	1	12015012	3	300	1							9000047	800	345600	3000002;3000003	40;40000			1	至少选择等级300级的【限制】参与怪谈并获得胜利	至少選擇等級300級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 300 or higher.	怪異Lv.300以上に達した状態で、怪談調査に参加して勝利する	300레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 300​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110304	1	12015012	1	2110301	1							9000047	400	345600	3000002;3000003	40;20000			1	选择完整的限制集合【裂痕】参与怪谈并获得战斗胜利	選擇完整的限制集合【裂痕】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Rift] restriction combination selected.	「亀裂」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [벌어진 상처]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [รอยร้าว]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110305	1	12015012	1	2110302	1							9000047	400	345600	3000002;3000003	40;20000			1	选择完整的限制集合【血印】参与怪谈并获得战斗胜利	選擇完整的限制集合【血印】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Blood Seal] restriction combination selected.	「血痕」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [혈흔]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [รอยเลือด]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110306	1	12015012	1	2110303	1							9000047	400	345600	3000002;3000003	40;20000			1	选择完整的限制集合【眼球】参与怪谈并获得战斗胜利	選擇完整的限制集合【眼球】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Oculus] restriction combination selected.	「目玉」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [안구]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ดวงตา]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110401	1	12015013	3	140	1							9000047	400	518400	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110402	1	12015013	3	250	1							9000047	600	518400	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110403	1	12015013	3	300	1							9000047	800	518400	3000002;3000003	40;40000			1	至少选择等级300级的【限制】参与怪谈并获得胜利	至少選擇等級300級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 300 or higher.	怪異Lv.300以上に達した状態で、怪談調査に参加して勝利する	300레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 300​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110404	1	12015013	1	2110401	1							9000047	400	518400	3000002;3000003	40;20000			1	选择完整的限制集合【欢愉】参与怪谈并获得战斗胜利	選擇完整的限制集合【歡愉】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Elation] restriction combination selected.	「快楽」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [환호]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ความรื่นเริง]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110405	1	12015013	1	2110402	1							9000047	400	518400	3000002;3000003	40;20000			1	选择完整的限制集合【无眠】参与怪谈并获得战斗胜利	選擇完整的限制集合【無眠】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Insomnia] restriction combination selected.	「不寝」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [불면]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ขอบตาดำ]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110406	1	12015013	1	2110403	1							9000047	400	518400	3000002;3000003	40;20000			1	选择完整的限制集合【游行】参与怪谈并获得战斗胜利	選擇完整的限制集合【遊行】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Procession] restriction combination selected.	「パレード」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [데모]를 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ขบวนพาเหรด]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110501	1	12015014	3	140	1							9000047	400	691200	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110502	1	12015014	3	250	1							9000047	600	691200	3000002;3000003	40;30000			1	至少选择等级250级的【限制】参与怪谈并获得胜利	至少選擇等級250級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 250 or higher.	怪異Lv.250以上に達した状態で、怪談調査に参加して勝利する	250레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 250​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110503	1	12015014	3	300	1							9000047	800	691200	3000002;3000003	40;40000			1	至少选择等级300级的【限制】参与怪谈并获得胜利	至少選擇等級300級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 300 or higher.	怪異Lv.300以上に達した状態で、怪談調査に参加して勝利する	300레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 300​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
1110504	1	12015014	1	2110501	1							9000047	400	691200	3000002;3000003	40;20000			1	选择完整的限制集合【歌者的呜咽】参与怪谈并获得战斗胜利	選擇完整的限制集合【歌者的嗚咽】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Singer's Wail] restriction combination selected.	「歌手の嗚咽」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [가수의 오열]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [เสียงสะอื้นของผู้ขับร้อง]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110505	1	12015014	1	2110502	1							9000047	400	691200	3000002;3000003	40;20000			1	选择完整的限制集合【管风琴的梦】参与怪谈并获得战斗胜利	選擇完整的限制集合【管風琴的夢】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Organ's Dream] restriction combination selected.	「パイプオルガンの夢」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [파이프 오르간의 꿈]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [ความฝันของออร์แกน]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110506	1	12015014	1	2110503	1							9000047	400	691200	3000002;3000003	40;20000			1	选择完整的限制集合【未完的剧目】参与怪谈并获得战斗胜利	選擇完整的限制集合【未完的劇碼】參與怪談並獲得戰鬥勝利	Conquer a Paranormal case battle with the full [Unfinished Play] restriction combination selected.	「未完成の演目」のノードを一括選択した状態で、怪談調査に参加して勝利する	완전한 제한 모음인 [끝나지 않은 극]을 선택하고, 괴담에 참여하여 전투에서 승리	เลือก​ชุด​เงื่อนไข​ [บทละครที่ยังไม่จบ]​ ให้​สมบูรณ์ ​เข้าร่วม​เรื่อง​สยองขวัญ​และ​ชนะ​การต่อสู้​
1110601	1	12015015	3	140	1							9000047	400	864000	3000002;3000003	40;20000			1	至少选择等级140级的【限制】参与怪谈并获得胜利	至少選擇等級140級的【限制】參與怪談並獲得勝利	Conquer a Paranormal case with [Restriction] at Lv. 140 or higher.	怪異Lv.140以上に達した状態で、怪談調査に参加して勝利する	140레벨 [제한]에 도달하고, 괴담에 참여하여 전투에서 승리	เลือก​ [​เงื่อนไข​]​ ให้​มี​เล​เวล​อย่าง​น้อย​ 140​ เข้าร่วม​เรื่อง​สยองขวัญ​และ​ได้รับ​ชัยชนะ​
