id	activityId	questId	groupId	siteType	tagLoc	tagId	tagOr	lineType	startLoc	endLoc	lightTag	status
41101136	1	12015010	2110102	1	2;7	31101123						1
41101137	1	12015010	2110102	1	2;5	31101126						1
41101138	1	12015010	2110102	1	2;3	31101130						1
41101139	1	12015010	2110102	1	2;1	31101132						1
41101140	1	12015010	2110102	1	3;7	31101124						1
41101141	1	12015010	2110102	1	3;5	31101127						1
41101142	1	12015010	2110102	1	3;3	31101131						1
41101143	1	12015010	2110102	1	3;1	31101133						1
41101144	1	12015010	2110102	1	4;7	31101125						1
41101145	1	12015010	2110102	1	4;5	31101128						1
41101146	1	12015010	2110102	1	4;2	31101134						1
41101147	1	12015010	2110102	2	1;7			2	1;7	1;5	41101134	1
41101148	1	12015010	2110102	2	1;6			1	1;6	1;6	41101134	1
41101149	1	12015010	2110102	2	1;3			2	1;3	1;1	41101135	1
41101150	1	12015010	2110102	2	1;2			1	1;2	1;2	41101135	1
41101151	1	12015010	2110102	2	2;7			3	2;7	2;7	41101136	1
41101152	1	12015010	2110102	2	2;5			3	2;5	2;5	41101137	1
41101153	1	12015010	2110102	2	2;3			3	2;3	2;3	41101138	1
41101154	1	12015010	2110102	2	2;1			3	2;1	2;1	41101139	1
41101155	1	12015010	2110102	2	3;7			3	3;7	3;7	41101140	1
41101156	1	12015010	2110102	2	3;5			3	3;5	3;5	41101141	1
41101157	1	12015010	2110102	2	3;3			4	3;3	3;1	41101142;41101143	1
41101158	1	12015010	2110102	2	3;2			5	3;2	3;2	41101142;41101143	1
41101159	1	12015010	2110103	1	1;4	31101135						1
41101160	1	12015010	2110103	1	2;5	31101136	110109					1
41101161	1	12015010	2110103	1	2;3	31101137	110109					1
41101162	1	12015010	2110103	1	3;6	31101138						1
41101163	1	12015010	2110103	1	3;2	31101139						1
41101164	1	12015010	2110103	1	4;7	31101140						1
41101165	1	12015010	2110103	1	4;5	31101141						1
41101166	1	12015010	2110103	1	4;3	31101142						1
41101167	1	12015010	2110103	1	4;1	31101143						1
41101168	1	12015010	2110103	1	5;6	31101144						1
41101169	1	12015010	2110103	1	5;3	31101145						1
41101170	1	12015010	2110103	1	5;1	31101146						1
41101171	1	12015010	2110103	1	6;2	31101147						1
41101172	1	12015010	2110103	2	1;4			3	1;4	1;4	41101159	1
41101173	1	12015010	2110103	2	2;6			2	2;6	2;2	41101160;41101161	1
41101174	1	12015010	2110103	2	2;4			1	2;4	2;4	41101160;41101161	1
41101175	1	12015010	2110103	2	3;7			2	3;7	3;5	41101162	1
41101176	1	12015010	2110103	2	3;6			1	3;6	3;6	41101162	1
41101177	1	12015010	2110103	2	3;3			2	3;3	3;1	41101163	1
41101178	1	12015010	2110103	2	3;2			1	3;2	3;2	41101163	1
41101179	1	12015010	2110103	2	4;7			4	4;7	4;5	41101164;41101165	1
41101180	1	12015010	2110103	2	4;6			5	4;6	4;6	41101164;41101165	1
41101181	1	12015010	2110103	2	4;3			3	4;3	4;3	41101166	1
41101182	1	12015010	2110103	2	4;1			3	4;1	4;1	41101167	1
41101183	1	12015010	2110103	2	4;3			4	5;3	5;1	41101169;41101170	1
41101184	1	12015010	2110103	2	4;2			5	5;2	5;2	41101169;41101170	1
41101185	1	12015010	2110104	1	1;6	31101148						1
41101186	1	12015010	2110104	1	1;2	31101149						1
41101187	1	12015010	2110104	1	2;7	31101150	110110					1
41101188	1	12015010	2110104	1	2;5	31101151	110110					1
41101189	1	12015010	2110104	1	2;3	31101152	110111					1
41101190	1	12015010	2110104	1	2;1	31101153	110111					1
41101191	1	12015010	2110104	1	3;7	31101154	110112					1
41101192	1	12015010	2110104	1	3;5	31101155	110112					1
41101193	1	12015010	2110104	1	3;3	31101156	110112					1
41101194	1	12015010	2110104	1	3;1	31101157	110112					1
41101195	1	12015010	2110104	1	4;6	31101158						1
41101196	1	12015010	2110104	1	4;4	31101159						1
41101197	1	12015010	2110104	1	4;2	31101160						1
41101198	1	12015010	2110104	1	5;7	31101161	110114					1
41101199	1	12015010	2110104	1	5;5	31101162	110114					1
41101200	1	12015010	2110104	1	5;3	31101163	110114					1
41101201	1	12015010	2110104	1	5;1	31101164	110114					1
41101202	1	12015010	2110104	1	6;4	31101165						1
41101203	1	12015010	2110104	2	1;6			3	1;6	1;6	41101185	1
41101204	1	12015010	2110104	2	1;2			3	1;2	1;2	41101186	1
41101205	1	12015010	2110104	2	2;6			4	2;6	2;2	41101187;41101188;41101189;41101190	1
41101206	1	12015010	2110104	2	2;4			5	2;4	2;4	41101187;41101188;41101189;41101190	1
41101207	1	12015010	2110104	2	3;6			2	3;6	3;2	41101191;41101192;41101193;41101194	1
41101208	1	12015010	2110104	2	3;4			1	3;4	3;4	41101191;41101192;41101193;41101194	1
41101209	1	12015010	2110104	2	3;4			3	3;4	3;4	41101191;41101192;41101193;41101194	1
41101210	1	12015010	2110104	2	4;6			4	4;6	4;2	41101195;41101196;41101197	1
41101211	1	12015010	2110104	2	4;4			5	4;4	4;4	41101195;41101196;41101197	1
41101212	1	12015010	2110104	2	4;4			3	4;4	4;4	41101195;41101196;41101197	1
41101213	1	12015010	2110104	2	5;4			3	5;4	5;4	41101198;41101199;41101200;41101201	1
41101214	1	12015010	2110105	1	1;7	31101166						1
41101215	1	12015010	2110105	1	1;3	31101170						1
41101216	1	12015010	2110105	1	2;7	31101167						1
41101217	1	12015010	2110105	1	2;4	31101171						1
41101218	1	12015010	2110105	1	2;2	31101172						1
41101219	1	12015010	2110105	1	3;7	31101168						1
41101220	1	12015010	2110105	1	3;3	31101173						1
41101221	1	12015010	2110105	1	4;7	31101169						1
41101222	1	12015010	2110105	1	4;5	31101174						1
41101223	1	12015010	2110105	1	4;3	31101175						1
41101224	1	12015010	2110105	1	4;1	31101176						1
41101225	1	12015010	2110105	1	6;7	31101177						1
41101226	1	12015010	2110105	1	6;5	31101178						1
41101227	1	12015010	2110105	1	6;3	31101179						1
41101228	1	12015010	2110105	2	1;7			3	1;7	1;7	41101214	1
41101229	1	12015010	2110105	2	1;4			2	1;4	1;2	41101215	1
41101230	1	12015010	2110105	2	1;3			1	1;3	1;3	41101215	1
41101231	1	12015010	2110105	2	2;7			3	2;7	2;7	41101216	1
41101232	1	12015010	2110105	2	2;4			4	2;4	2;2	41101217;41101218	1
41101233	1	12015010	2110105	2	2;3			5	2;3	2;3	41101217;41101218	1
41101234	1	12015010	2110105	2	3;7			3	3;7	3;7	41101219	1
41101235	1	12015010	2110105	2	3;5			2	3;5	3;1	41101220	1
41101236	1	12015010	2110105	2	3;3			1	3;3	3;3	41101220	1
41101237	1	12015010	2110105	2	3;3			3	3;3	3;3	41101220	1
41102101	1	12015011	2110201	1	1;4	31102101						1
41102102	1	12015011	2110201	1	2;7	31102102						1
41102103	1	12015011	2110201	1	2;4	31102103						1
41102104	1	12015011	2110201	1	2;1	31102104						1
41102105	1	12015011	2110201	1	3;7	31102105						1
41102106	1	12015011	2110201	1	3;1	31102106						1
41102107	1	12015011	2110201	1	4;5	31102107	110201					1
41102108	1	12015011	2110201	1	4;3	31102108	110201					1
41102109	1	12015011	2110201	1	5;7	31102109						1
41102110	1	12015011	2110201	1	5;4	31102110						1
41102111	1	12015011	2110201	1	5;1	31102111						1
41102112	1	12015011	2110201	1	6;5	31102112	110202					1
41102113	1	12015011	2110201	1	6;3	31102113	110202					1
41102114	1	12015011	2110201	2	1;7			2	1;7	1;1	41102101	1
41102115	1	12015011	2110201	2	1;4			3	1;4	1;4	41102101	1
41102116	1	12015011	2110201	2	2;1			1	1;4	1;4	41102101	1
41102117	1	12015011	2110201	2	2;1			3	2;1	2;1	41102104	1
41102118	1	12015011	2110201	2	2;7			3	2;7	2;7	41102102	1
41102119	1	12015011	2110201	2	3;7			4	3;7	3;1	41102105;41102106	1
41102120	1	12015011	2110201	2	3;4			5	3;4	3;4	41102105;41102106	1
41102121	1	12015011	2110201	2	4;7			2	4;7	4;1	41102107;41102108	1
41102122	1	12015011	2110201	2	4;4			1	4;4	4;4	41102107;41102108	1
41102123	1	12015011	2110201	2	4;4			3	4;4	4;4	41102107;41102108	1
41102124	1	12015011	2110201	2	5;4			3	5;4	5;4	41102110	1
41102125	1	12015011	2110202	1	1;3	31102114						1
41102126	1	12015011	2110202	1	2;5	31102115						1
41102127	1	12015011	2110202	1	2;1	31102116						1
41102128	1	12015011	2110202	1	3;7	31102117	110203					1
41102129	1	12015011	2110202	1	3;5	31102118	110203					1
41102130	1	12015011	2110202	1	3;3	31102119						1
41102131	1	12015011	2110202	1	3;1	31102120						1
41102132	1	12015011	2110202	1	4;6	31102121						1
41102133	1	12015011	2110202	1	4;1	31102122						1
41102134	1	12015011	2110202	1	5;7	31102123	110204					1
41102135	1	12015011	2110202	1	5;5	31102124	110204					1
41102136	1	12015011	2110202	1	6;6	31102125						1
41102137	1	12015011	2110202	2	1;5			2	1;5	1;1	41102125	1
41102138	1	12015011	2110202	2	1;4			1	1;4	1;4	41102125	1
41102139	1	12015011	2110202	2	2;6			2	2;6	2;3	41102126	1
41102140	1	12015011	2110202	2	2;5			1	2;5	2;5	41102126	1
41102141	1	12015011	2110202	2	2;1			3	2;1	2;1	41102127	1
41102142	1	12015011	2110202	2	3;6			3	3;6	3;6	41102128;41102129	1
41102143	1	12015011	2110202	2	3;1			3	3;1	3;1	41102130	1
41102144	1	12015011	2110202	2	4;6			3	4;6	4;6	41102132	1
41102145	1	12015011	2110202	2	5;6			3	5;6	5;6	41102134;41102135	1
41102146	1	12015011	2110203	1	1;4	31102126						1
41102147	1	12015011	2110203	1	2;5	31102127	110205					1
41102148	1	12015011	2110203	1	2;3	31102128	110205					1
41102149	1	12015011	2110203	1	3;6	31102129						1
41102150	1	12015011	2110203	1	3;2	31102130						1
41102151	1	12015011	2110203	1	4;7	31102131	110206					1
41102152	1	12015011	2110203	1	4;5	31102132	110206					1
41102153	1	12015011	2110203	1	4;3	31102133	110207					1
41102154	1	12015011	2110203	1	4;1	31102134	110207					1
41102155	1	12015011	2110203	1	5;6	31102135						1
41102156	1	12015011	2110203	1	5;3	31102136	110208					1
41102157	1	12015011	2110203	1	5;1	31102137	110208					1
41102158	1	12015011	2110203	1	6;2	31102138						1
41102159	1	12015011	2110203	2	1;4			3	1;4	1;4	41102146	1
41102160	1	12015011	2110203	2	2;6			2	2;6	2;2	41102147;41102148	1
41102161	1	12015011	2110203	2	2;4			1	2;4	2;4	41102147;41102148	1
41102162	1	12015011	2110203	2	3;6			3	3;6	3;6	41102149	1
41102163	1	12015011	2110203	2	3;2			3	3;2	3;2	41102150	1
41102164	1	12015011	2110203	2	4;6			3	4;6	4;6	41102151;41102152	1
41102165	1	12015011	2110203	2	4;2			3	4;2	4;2	41102153;41102154	1
41102166	1	12015011	2110203	2	5;2			3	5;2	5;2	41102156;41102157	1
41103101	1	12015012	2110301	1	1;6	31103101						1
41103102	1	12015012	2110301	1	1;2	31103102						1
41103103	1	12015012	2110301	1	2;6	31103103						1
41103104	1	12015012	2110301	1	2;3	31103104	110301					1
41103105	1	12015012	2110301	1	2;1	31103105	110301					1
41103106	1	12015012	2110301	1	3;6	31103106						1
41103107	1	12015012	2110301	1	3;3	31103107						1
41103108	1	12015012	2110301	1	3;1	31103108						1
41103109	1	12015012	2110301	1	4;7	31103109	110302					1
41103110	1	12015012	2110301	1	4;5	31103110	110302					1
41103111	1	12015012	2110301	1	4;2	31103111						1
41103112	1	12015012	2110301	1	5;4	31103112						1
41103113	1	12015012	2110301	1	6;4	31103113						1
41103114	1	12015012	2110301	2	1;6			3	1;6	1;6	41103101	1
41103115	1	12015012	2110301	2	1;2			3	1;2	1;2	41103102	1
41103116	1	12015012	2110301	2	2;6			3	2;6	2;6	41103103	1
41103117	1	12015012	2110301	2	2;3			2	2;3	2;1	41103104;41103105	1
41103118	1	12015012	2110301	2	2;2			1	2;2	2;2	41103104;41103105	1
41103119	1	12015012	2110301	2	3;6			3	3;6	3;6	41103106	1
41103120	1	12015012	2110301	2	3;3			4	3;3	3;1	41103107;41103108	1
41103121	1	12015012	2110301	2	3;2			5	3;2	3;2	41103107;41103108	1
41103122	1	12015012	2110301	2	4;6			4	4;6	4;2	41103109;41103110;41103111	1
41103123	1	12015012	2110301	2	4;4			5	4;4	4;4	41103109;41103110;41103111	1
41103124	1	12015012	2110301	2	5;4			3	5;4	5;4	41103112	1
41103125	1	12015012	2110302	1	1;4	31103114						1
41103126	1	12015012	2110302	1	2;6	31103115						1
41103127	1	12015012	2110302	1	2;3	31103116	110303					1
41103128	1	12015012	2110302	1	2;1	31103117	110303					1
41103129	1	12015012	2110302	1	3;4	31103118						1
41103130	1	12015012	2110302	1	4;5	31103119	110304					1
41103131	1	12015012	2110302	1	4;3	31103120	110304					1
41103132	1	12015012	2110302	1	5;6	31103121						1
41103133	1	12015012	2110302	1	5;2	31103122						1
41103134	1	12015012	2110302	1	6;6	31103123						1
41103135	1	12015012	2110302	1	6;2	31103124						1
41103136	1	12015012	2110302	2	1;6			2	1;6	1;2	41103125	1
41103137	1	12015012	2110302	2	1;4			1	1;4	1;4	41103125	1
41103138	1	12015012	2110302	2	2;6			4	2;6	2;2	41103126;41103127;41103128	1
41103139	1	12015012	2110302	2	2;4			5	2;4	2;4	41103126;41103127;41103128	1
41103140	1	12015012	2110302	2	3;4			3	3;4	3;4	41103129	1
41103141	1	12015012	2110302	2	4;6			2	4;6	4;2	41103130;41103131	1
41103142	1	12015012	2110302	2	4;4			1	4;4	4;4	41103130;41103131	1
41103143	1	12015012	2110302	2	5;6			3	5;6	5;6	41103132	1
41103144	1	12015012	2110302	2	5;2			3	5;2	5;2	41103133	1
41103145	1	12015012	2110303	1	1;6	31103125						1
41103146	1	12015012	2110303	1	1;2	31103126						1
41103147	1	12015012	2110303	1	2;6	31103127						1
41103148	1	12015012	2110303	1	2;3	31103128	110305					1
41103149	1	12015012	2110303	1	2;1	31103129	110305					1
41103150	1	12015012	2110303	1	3;6	31103130						1
41103151	1	12015012	2110303	1	3;2	31103131						1
41103152	1	12015012	2110303	1	4;7	31103132	110306					1
41103153	1	12015012	2110303	1	4;5	31103133	110306					1
41103154	1	12015012	2110303	1	4;2	31103134						1
41103155	1	12015012	2110303	1	5;4	31103135						1
41103156	1	12015012	2110303	1	6;5	31103136						1
41103157	1	12015012	2110303	1	6;3	31103137						1
41103158	1	12015012	2110303	2	1;6			3	1;6	1;6	41103145	1
41103159	1	12015012	2110303	2	1;2			3	1;2	1;2	41103146	1
41103160	1	12015012	2110303	2	2;6			3	2;6	2;6	41103147	1
41103161	1	12015012	2110303	2	2;2			3	2;2	2;2	41103148;41103149	1
41103162	1	12015012	2110303	2	3;6			3	3;6	3;6	41103150	1
41103163	1	12015012	2110303	2	3;2			3	3;2	3;2	41103151	1
41103164	1	12015012	2110303	2	4;6			4	4;6	4;2	41103152;41103153;41103154	1
41103165	1	12015012	2110303	2	4;4			5	4;4	4;4	41103152;41103153;41103154	1
41103166	1	12015012	2110303	2	5;5			2	5;5	5;3	41103155	1
41103167	1	12015012	2110303	2	5;4			1	5;4	5;4	41103155	1
41104101	1	12015013	2110401	1	1;4	31104101						1
41104102	1	12015013	2110401	1	2;5	31104102	110401					1
41104103	1	12015013	2110401	1	2;3	31104103	110401					1
41104104	1	12015013	2110401	1	3;6	31104104						1
41104105	1	12015013	2110401	1	3;4	31104105						1
41104106	1	12015013	2110401	1	3;2	31104106						1
41104107	1	12015013	2110401	1	4;7	31104107	110402					1
41104108	1	12015013	2110401	1	4;5	31104108	110402					1
41104109	1	12015013	2110401	1	4;3	31104109	110403					1
41104110	1	12015013	2110401	1	4;1	31104110	110403					1
41104111	1	12015013	2110401	1	5;4	31104111						1
41104112	1	12015013	2110401	1	6;4	31104112						1
41104113	1	12015013	2110401	2	1;4			3	1;4	1;4	41104101	1
41104114	1	12015013	2110401	2	2;6			2	2;6	2;2	41104102;41104103	1
41104115	1	12015013	2110401	2	2;4			1	2;4	2;4	41104102;41104103	1
41104116	1	12015013	2110401	2	2;4			3	2;4	2;4	41104102;41104103	1
41104117	1	12015013	2110401	2	3;6			3	3;6	3;6	41104104	1
41104118	1	12015013	2110401	2	3;2			3	3;2	3;2	41104106	1
41104119	1	12015013	2110401	2	4;6			4	4;6	4;2	41104107;41104108;41104109;41104110	1
41104120	1	12015013	2110401	2	4;4			5	4;4	4;4	41104107;41104108;41104109;41104110	1
41104121	1	12015013	2110401	2	5;4			3	5;4	5;4	41104111	1
41104122	1	12015013	2110402	1	1;4	31104113						1
41104123	1	12015013	2110402	1	2;6	31104114						1
41104124	1	12015013	2110402	1	2;3	31104115	110404					1
41104125	1	12015013	2110402	1	2;1	31104116	110404					1
41104126	1	12015013	2110402	1	3;6	31104117						1
41104127	1	12015013	2110402	1	3;2	31104118						1
41104128	1	12015013	2110402	1	4;5	31104119	110405					1
41104129	1	12015013	2110402	1	4;3	31104120	110405					1
41104130	1	12015013	2110402	1	5;5	31104121						1
41104131	1	12015013	2110402	1	5;3	31104122						1
41104132	1	12015013	2110402	1	6;5	31104123						1
41104133	1	12015013	2110402	1	6;3	31104124						1
41104134	1	12015013	2110402	2	1;6			2	1;6	1;2	41104122	1
41104135	1	12015013	2110402	2	1;4			1	1;4	1;4	41104123	1
41104136	1	12015013	2110402	2	2;6			3	2;6	2;6	41104124;41104125	1
41104137	1	12015013	2110402	2	2;2			3	2;2	2;2	41104126;41104127	1
41104138	1	12015013	2110402	2	3;6			4	3;6	3;2	41104126;41104127	1
41104139	1	12015013	2110402	2	3;4			5	3;4	3;4	41104126;41104127	1
41104140	1	12015013	2110402	2	4;5			2	4;5	4;3	41104128;41104129	1
41104141	1	12015013	2110402	2	4;4			1	4;4	4;4	41104128;41104129	1
41104142	1	12015013	2110402	2	5;5			3	5;5	5;5	41104130	1
41104143	1	12015013	2110402	2	5;3			3	5;3	5;3	41104131	1
41104144	1	12015013	2110403	1	1;5	31104125						1
41104145	1	12015013	2110403	1	1;2	31104126						1
41104146	1	12015013	2110403	1	2;6	31104127	110406					1
41104147	1	12015013	2110403	1	2;4	31104128	110406					1
41104148	1	12015013	2110403	1	2;2	31104129						1
41104149	1	12015013	2110403	1	3;5	31104130						1
41104150	1	12015013	2110403	1	3;2	31104131						1
41104151	1	12015013	2110403	1	4;5	31104132						1
41104152	1	12015013	2110403	1	5;6	31104133	110407					1
41104153	1	12015013	2110403	1	5;4	31104134	110407					1
41104154	1	12015013	2110403	1	6;6	31104135						1
41104155	1	12015013	2110403	1	6;4	31104136						1
41104156	1	12015013	2110403	2	1;5			3	1;5	1;5	41104144	1
41104157	1	12015013	2110403	2	1;2			3	1;2	1;2	41104145	1
41104158	1	12015013	2110403	2	2;5			3	2;5	2;5	41104146;41104147	1
41104159	1	12015013	2110403	2	2;2			3	2;2	2;2	41104148	1
41104160	1	12015013	2110403	2	3;5			3	3;5	3;5	41104149	1
41104161	1	12015013	2110403	2	4;5			3	4;5	4;5	41104151	1
41104162	1	12015013	2110403	2	5;5			1	5;5	5;5	41104152;41104153	1
41104163	1	12015013	2110403	2	5;6			2	5;6	5;4	41104152;41104153	1
41105101	1	12015014	2110501	1	1;6	31105101						1
41105102	1	12015014	2110501	1	2;7	31105102	31105102					1
41105103	1	12015014	2110501	1	2;5	31105103	31105102					1
41105104	1	12015014	2110501	1	3;6	31105104						1
41105105	1	12015014	2110501	1	4;6	31105105						1
41105106	1	12015014	2110501	1	1;2	31105106						1
41105107	1	12015014	2110501	1	2;2	31105107						1
41105108	1	12015014	2110501	1	3;1	31105108	31105108					1
41105109	1	12015014	2110501	1	3;3	31105109	31105108					1
41105110	1	12015014	2110501	1	4;2	31105110						1
41105111	1	12015014	2110501	1	5;4	31105111						1
41105112	1	12015014	2110501	1	6;4	31105112						1
41105113	1	12015014	2110501	2	1;6			3	1;6	1;6	41105101	1
41105114	1	12015014	2110501	2	1;2			3	2;6	2;6	41105102;41105103	1
41105115	1	12015014	2110501	2	2;6			3	3;6	3;6	41105104	1
41105116	1	12015014	2110501	2	2;3			4	4;6	4;2	41105105;41105110	1
41105117	1	12015014	2110501	2	2;2			5	4;4	4;4	41105105;41105110	1
41105118	1	12015014	2110501	2	3;6			3	5;4	5;4	41105111	1
41105119	1	12015014	2110501	2	3;3			3	1;2	1;2	41105106	1
41105120	1	12015014	2110501	2	3;2			3	2;2	2;2	41105107	1
41105121	1	12015014	2110501	2	4;6			3	3;2	3;2	41105108;41105109	1
41105125	1	12015014	2110502	1	1;5	31105113	31105113					1
41105126	1	12015014	2110502	1	1;3	31105114	31105113					1
41105127	1	12015014	2110502	1	2;6	31105115						1
41105128	1	12015014	2110502	1	3;7	31105116						1
41105129	1	12015014	2110502	1	3;5	31105117						1
41105130	1	12015014	2110502	1	4;6	31105118						1
41105131	1	12015014	2110502	1	2;2	31105119						1
41105132	1	12015014	2110502	1	3;1	31105120	31105120					1
41105133	1	12015014	2110502	1	3;3	31105121	31105120					1
41105134	1	12015014	2110502	1	4;2	31105122						1
41105135	1	12015014	2110502	1	5;4	31105123						1
41105136	1	12015014	2110502	1	6;4	31105124						1
41105137	1	12015014	2110502	2	1;4			1	1;4	1;4	31105113;31105114	1
41105138	1	12015014	2110502	2	2;6			2	1;6	1;2	31105113;31105114	1
41105139	1	12015014	2110502	2	2;4			1	2;6	2;6	41105127	1
41105140	1	12015014	2110502	2	3;4			2	2;7	2;5	41105127	1
41105141	1	12015014	2110502	2	4;6			4	3;7	3;5	41105128;41105129	1
41105142	1	12015014	2110502	2	4;4			5	3;6	3;6	41105128;41105129	1
41105143	1	12015014	2110502	2	5;6			3	2;2	2;2	41105131	1
41105144	1	12015014	2110502	2	5;2			3	3;2	3;2	41105132;41105133	1
41105145	1	12015014	2110502	2	5;2			4	4;6	4;2	41105134;41105130	1
41105146	1	12015014	2110502	2	5;2			5	4;4	4;4	41105134;41105130	1
41105147	1	12015014	2110502	2	5;2			3	5;4	5;4	41105135	1
41105148	1	12015014	2110503	1	1;6	31105125						1
41105149	1	12015014	2110503	1	2;7	31105126						1
41105150	1	12015014	2110503	1	2;5	31105127						1
41105151	1	12015014	2110503	1	3;6	31105128						1
41105152	1	12015014	2110503	1	1;3	31105129	31105129					1
41105153	1	12015014	2110503	1	1;1	31105130	31105129					1
41105154	1	12015014	2110503	1	2;3	31105131	31105131					1
41105155	1	12015014	2110503	1	2;1	31105132	31105131					1
41105156	1	12015014	2110503	1	3;2	31105133						1
41105157	1	12015014	2110503	1	4;4	31105134						1
41105158	1	12015014	2110503	1	5;5	31105135	31105135					1
41105159	1	12015014	2110503	1	5;3	31105136	31105135					1
41105160	1	12015014	2110503	1	6;4	31105137						1
41105161	1	12015014	2110503	2	1;6			1	1;6	1;6	41105148	1
41105162	1	12015014	2110503	2	1;2			2	1;7	1;5	41105148	1
41105163	1	12015014	2110503	2	2;6			4	2;7	2;5	41105149;41105150	1
41105164	1	12015014	2110503	2	2;2			5	2;6	2;6	41105149;41105150	1
41105165	1	12015014	2110503	2	3;6			3	1;2	1;2	41105152;41105153	1
41105166	1	12015014	2110503	2	3;2			3	2;2	2;2	41105154;41105155	1
41105167	1	12015014	2110503	2	4;6			4	3;6	3;2	41105151;41105156	1
41105168	1	12015014	2110503	2	4;4			5	3;4	3;4	41105151;41105156	1
41105169	1	12015014	2110503	2	5;5			3	4;4	4;4	41105157	1
41105170	1	12015014	2110503	2	5;4			3	5;4	5;4	41105158;41105159	1
41106101	1	12015015	2110601	1	1;6	31106101						1
41106102	1	12015015	2110601	1	1;4	31106102						1
41106103	1	12015015	2110601	1	1;2	31106103						1
41106104	1	12015015	2110601	1	2;5	31106104	31106104					1
41106105	1	12015015	2110601	1	2;3	31106105	31106104					1
41106106	1	12015015	2110601	1	3;6	31106106						1
41106107	1	12015015	2110601	1	3;2	31106107						1
41106108	1	12015015	2110601	1	4;7	31106108	31106108					1
41106109	1	12015015	2110601	1	4;5	31106109	31106108					1
41106110	1	12015015	2110601	1	4;3	31106110	31106110					1
41106111	1	12015015	2110601	1	4;1	31106111	31106110					1
41106112	1	12015015	2110601	1	5;4	31106112						1
41106113	1	12015015	2110601	1	6;4	31106113						1
41106114	1	12015015	2110601	2	1;6			4	1;6	1;2	41106101;41106102;41106103	1
41106115	1	12015015	2110601	2	1;2			3	1;4	1;4	41106101;41106102;41106103	1
41106116	1	12015015	2110601	2	2;6			2	2;6	2;2	41106104;41106105	1
41106117	1	12015015	2110601	2	2;3			1	2;4	2;4	41106104;41106105	1
41106118	1	12015015	2110601	2	2;2			3	3;6	3;6	41106106	1
41106119	1	12015015	2110601	2	3;6			3	3;2	3;2	41106107	1
41106120	1	12015015	2110601	2	3;3			4	4;6	4;2	41106108;41106109;41106110;41106111	1
41106121	1	12015015	2110601	2	3;2			5	4;4	4;4	41106112	1
41106122	1	12015015	2110601	2	4;6			3	5;4	5;4	41106113	1
41106125	1	12015015	2110602	1	1;5	31106114	31106114					1
41106126	1	12015015	2110602	1	1;3	31106115	31106114					1
41106127	1	12015015	2110602	1	2;5	31106116						1
41106128	1	12015015	2110602	1	2;3	31106117						1
41106129	1	12015015	2110602	1	3;6	31106118						1
41106130	1	12015015	2110602	1	3;4	31106119						1
41106131	1	12015015	2110602	1	4;6	31106120	31106120					1
41106132	1	12015015	2110602	1	4;4	31106121	31106120					1
41106133	1	12015015	2110602	1	5;7	31106122						1
41106134	1	12015015	2110602	1	5;3	31106123						1
