Id	Value
c371c455f8603b95	Opens after _num_
aa6cdaa53f8160e0	Pass the previous area to unlock.
e59ddc6018d0c21b	Recap
75142695d5ae1dfd	Read
4331d79ee17d7e12	Battle
fbb32baf2dfef51a	Clear the newest stage to unlock.
e71055f89d7f2ebf	This stage has no story parameters
aebc51e6396a19d0	Daily exchanges left: _num_
73e4b6ed6a23b92c	Unavailable
1e037558253eea62	You can choose up to 3 materials
8d1a5f1740f30c6d	Check
0a4174349c2c17c0	Chrous
d249c65d388b929e	Prepare
4234ae7570e32e8d	Selected: <color=#FF9A46><size=36>_num1_</size></color><color=#9C9A99><size=36>/_num2_</size></color>
c7750a94142571e1	Add
221a3ff74f6e7ed3	No rewards to claim
431240d28a5fc777	Recovered to Full
2ffb6912289579e2	Insufficient Currency
dae780e249a087d5	Purchase all items in _name_ to unlock.
54679b343d32a3f3	Basic
1456b508b9c97a3c	Intermediate
37f065e2d18fcaa2	Advanced
c203123c1fd1d97d	Sure to use _Name_*_Num_ and buy this product?
57b5307d241db7f7	Max level reached
3c7dea43504bd699	Unable to claim today
e616b16d03b19932	Max level
d2fca962f535cac1	Buy Level
cfbad50be75a2bef	Basic
2fffa69a403a4606	Deluxe
a893a8f6a8332ae9	Open after _time_
3b4a5c88689a4b67	Draw
8b49a27a8d6b7734	The draw phase has not yet started.
278e6626124e09c1	Insufficient items
bf52d3e2b86083d0	_playerName_ gets at _time_.
bc132aa1cc97e628	_name_ x_num_
1fc30e1738c0571c	Stock: _num_
e59da1277f43fae3	One of the rewards above is guaranteed for each draw. You can get these rewards only once.
f6a08d9a0d810166	No draws available
80b6347317c1d657	Free
5270f069266f1b45	No._num_
1b622acc6db497c6	No.%1
1f951da175ef21a9	Choose your selection reward first
a9416def70980d80	Draw all unmarked rewards and start the next round.
eabec3d480f5969e	Rise _num_ level(s) after draw
dcdde4f2ce9a1ebc	Unlock this reward at Round _num_
ea7a0ae909345eca	Unlock at Round _num_
22715b68a8c7c54d	Countdown: _time_
0512419f1dac8402	Event not available
c0c977afa457972a	Rewards claimed
4703a86d340230e1	Claim requirements not met
67f375f4f929dcaf	<color=#545454><size=30>_num1_</size></color>/_num2_
ee33531f49e129e0	Rewards claimed
307e55d5f7fe7029	Pass the previous chapter to unlock.
a2730ead664d1b15	Enter
39201d31bd933d00	Event has closed
cb458417855f4347	All-server Exchanges Stock: _num_
c96103fcbc98a880	Player Exchanges Stock: _num_
02a6a1776b85f6b3	Exchange
a12ef46ff1187d6c	No times
54204fd07c045c22	Insufficient Exchanges
5b65500c62f4515c	Piece Exchange
3021bcf2b0632f3d	No stock
42dc47462cb634d8	Exchanges left: _num_
c8c966fdf90a3acb	Flash Sale opens in: _num_
bf0f83892c67fe44	<size=30>_YUAN_</size>_num_
e3864595852477ff	Bundle
aca71d8113096f59	About Rewards
9c1d0b567e9cf49a	Chance to get Super Rare rewards in all event Invasion battles. After battling <color=#ff7b11>_num_</color> time(s), you are guaranteed to get a Super Rare reward.
4e0de2f5177292b7	Clear Main Story - _name_ to unlock
dde8ff23bca96c2a	Collect repair material at _name_
6fa9817e4e7b7a33	Compose _name_ to unlock
6e084bb73f5d022e	Restore _name_ to unlock
55caf39870b626cf	Please clear the previous stage
e3ec7ddae4300891	First-clear to unlock Raid
dc8f019ff2d4e406	Hidden Room unlocked
170b4bc1867ac043	_name_ has a room unlocked with nothing in it
5b1a11f4dfcfcbe8	Found _name_
74fc33eb2abab69e	Collected new _antiqueName_. Go give it to _name_.
2221f43507cf0d3d	Collect a new antique and bring it to _name_.
fe2f6ab22b9dbd64	A new Boss is now available to track
a9c85bc23679c2c3	There are tons of goodies in _name_. Go and take a look
5c93247c141dac5f	_name_ [Phase _num_] already completed
b57b7fb05f52c4f2	A new discovery may happen the next time
274c87c13f147aca	Changed to running mode
b01a3d6bae7dabda	Changed to walking mode
188ff6d617551cd7	Purchase all casual clothing (_num1_/_num2_) and get bonus
3a2721702f952aa8	Unlock after _day_ day(s)
36abbfec15393151	Unlock after _hour_ hour(s).
0951bff94daa7c65	Unlock after less than 1 hour.
ac3a24f01dd3a9ea	Clear _name_ to unlock
6b457e48087ee901	Locked
457d9e811c940958	Closed
d4a4162883889dcf	Complete Tracking Event - _name_ to unlock.
3326fc13e75631aa	Clear the previous stage to unlock.
ef51a29c43a448d7	Unavailable
707d82c47889949d	Opens after _num_
5fdb96490f60f271	Please clear the prerequisite stage
6692322a5d7f286e	Floor _num_ rewards
157e900a9ce7281b	Max level reached
ea923870e36dafca	Insufficient _name_
a7e8a5cbdfed911f	Equipment slot full
10d95fa41412d00a	Complete the 50th Floor in Doom Rewind to unlock.
93e83b4835110f15	Each reset will extend the stage reset time.
f85aa841a4487030	1-3: 15m_NEW_LINE_4-6: 30m_NEW_LINE_7-9: 1h_NEW_LINE_10-12: 2h_NEW_LINE_13 or higher: 8h_NEW_LINE_Times reset at 5 a.m. everyday.
a5ba2b87fe6f7a86	Reset remaining: <color=#ff4777>_count1_</color>/_count2_
cb21aa2b11ca3449	Please clear the previous stage and try again.
d0dd5b14389733b9	Insufficient resets
d19b300cba8e8406	Reset and go back to Floor 1?
c67ae9786a469e6b	Cleared all
18b7283deedc102f	Stage locked
ff6b94db7cab8b8e	Insufficient _name_. Acquire from challenging Corrosive Space
d3c9cd57106815d7	Unlock
906193e750da2ba3	Continue
e4ead96f7e2434ab	Review
7e047b715ae42a84	Clear 50 Floors in Erosion Space to unlock.
b33978f19474e91a	Rewards Preview:
1149761f348b2b3a	Please complete Battle Practice first
f960879aba25f847	Already claimed
7f166929f56ef3d9	Time Until End: _time_
e0dd419b21352018	Redirect Failed
cf598ad228042650	For each _num1_ Summon(s), you can get _num2_ Research Point(s)._NEW_LINE_<color=#ffc45d>White Rose Crystals Erina</color> is <color=#ffc45d>guaranteed</color> when getting _num3_ Research Point(s)._NEW_LINE_Research Point will start from 0 once you obtain White Rose Crystals.
c5ad0dbbff43e6f5	Floor _num_
12fa45a782c9029e	Remaining: _num1_/_num2_
6416858d2e2303ef	Event Limited Purchase:
890c6c6e27b68c25	Stock:
c531c9193f166aa3	Get Grand Prize in this phase to enter next.
ee0e7f75c562bd02	Congratulations! You've got the Grand Prize! Tap to enter next phase.
913092999072306f	Insufficient _name_. Go top-up?
4864828f9628eaca	Skin owned
ead7c24e65978c69	Combatant not acquired
741d2c40d08e7c9a	Use _Num_ _Name_ to purchase _Name1_?
61a6df0500f50793	Currency
f63585fa266307d5	Distance
b01d262f0bab95bc	Eliminate Enemies
715199eea64b4ba5	Defeat the Starling
470fa66451a228ad	Trigger Buff
911cc2099b444ae4	Stealth
0ccb94b273dc6569	Collections
29e505427ee49d68	_num_x
3394cd672d87cdc5	The event is ended.
f21304c08c3244a1	Phase _num_
1e6c87888fc7fd5c	Unavailable
af8436bf912639ab	Complete Event Stage _name_ to unlock
f410b49b91dc8e3f	It's still locked.
985365967ae2301b	No rewards available
d5bdaa9cd9bba44b	Stage locked
adf6cff32aed5e3c	Infinite Mode locked
b650e7f87f7d1221	Complete a pre-stage first
a5a95b6f56983b83	Missions
7f91433f9ad4cceb	_goodsName_*_num_ required
af784ffc8aaaddbf	Requirements not met
41a022e78f5aa488	Returning Pack
3b80dc63c0772dff	Returning Combat
62cfb64cf591dbf9	Daily Sign-in
b72db5d0144b2008	Returning Missions
db9535ea7f77acaa	Luck: Get Dice*_num_
31efcec43ca33748	Luck: Move forward _num_ step(s)
8e16bf17e3b7769e	Locked
973b9ae1e649415c	Rewards claimed
2aa3299c08a2765e	Unavailable
8c3d4670ee8a1e54	_times_x
46fb92236b7576c1	Already owned
43f541e450618986	Battle Card Pacl
a89e0559e4266aca	Battle Card
9a1c800bde6566e9	Limited-time
fec759e9e14bacbb	Discount
f4e9fbd3aa85b4aa	Pathos Fabric
dc7e09a4e38b4e71	Basic Fabric
8c56b59c002f87ec	Insufficient times left today
f989542c87f9a011	Congratulations!  _playerName_ won _name_ x_num_!
8bcaa87625944113	Entry is closed
7b09820bf4979eff	Previous chapter incomplete
facafeb89e04d1af	Insufficient Points
1b401538931f79f8	On your way now
9e8d940fdfbe7948	No Boosts
8bc5395d5a44e9ef	Round _num_
5d743b0f74c344d1	_num_ left
f478c45a8664d7d8	Rush forward!
6f38b31220254d85	No claimable rewards
cf4e70238de8df03	Use 2 Merchandise Coupons to turn cards once.
8cafce20f41bb502	Waiting for other player
3aed48c03f18cbc7	Waiting for the other side to finish the show
ff767efef46fb77f	Connection timed out, leaving battle
d2b4f14ed1077ad1	Connection timed out, leaving battle.
05b4e879a44a39fb	Opponent has disconnected or left
b7f9058a706e0a1a	Connection lost, leaving battle
ab494491a3996586	Failed to connect, leaving battle
b5c8f41fef71326c	Room owner ended the game
ba35c6922e75d9c2	Network error. This room doesn't exist.
ebe58de3e7e31d29	d 
cca0100ce279df7d	h 
ef70d9026b9dd25d	Item sold out
872301d2e8787c9b	Wait for joining the voice chat.
d87635b39c2ead7b	Failed to set Microphone.  err:_num_
471ebfc696719846	Failed to join the voice chat. code:_num_ info:_str_
19959d61717538ee	Summons
dfd384628836d515	Privilege not activated
9d49347a9dc81bf2	Subtotal
f3b6f381b80f5b38	Value discount!
2e2a263a2ae58d5a	Video
c9d54969050f61fe	Audio
4ee95425782f4e51	Others
523b1c2b723cfa08	_num_ left
960c1a96f3519d15	_num_ day(s)
b97edcba3c0c7df8	Equipped
003a93df9ad1f0ba	Loading
5cc03c9386acb549	Offense
b1156e7852ca3bce	Defense
e7b27149b9fa17db	Confirm
6dfbc8804bed03e5	Cancel
d683a0e5e8a3a52d	Update
04f695e47bb3f3f2	Leave
7968908410a988f5	Retry
c5fc04be48b73203	Restart
569b5726b1042962	Go to Shop
8c7befc64d6a7222	Buy All
3b105989becf6b1f	Save
7d2caf88afd809ee	Change
39655c6fe8253dd0	Refuse
bc70f5d3b4650582	Get Combatant
836697389f5d824c	Buy at original price
4e1b8bb79b863e58	Skip Chapter 0
cfbb36b0b4c357a1	Continue
037962eb22944570	Claim
090a7eabeca8f47a	[SP]
5458cee65d0c675f	[Passive]
52de0064b762a215	_num_★ Effect
01b8abdce79ddb2f	Info
8a69308718c8a031	Level up
0094fd142ba4446d	Rank up
599485cbdf838c2a	Star up
4f6837ab77cd78e0	Skill
01a4e78ffd81bba3	Equipment
874962b1f7e62760	Skin
71c5cd6f7b14f2ea	Exclusive Weapon
fb66b490cc2e5724	_nam not acquired
5e023794a552c029	Exclusive Weapon unlock requirements not met
2d214f41f3b9e204	Unlock feature [Change to Cat Form]
b9de95a39f6cc6f1	Unlock voice of [_name] 
ed76ee9a812d9825	Unlocked [_name_ ]
12f129a91f9df799	Unlock [Story _name_]
19c8fda2cb18cf2d	Increase Mood limit to _num_
55c6197d1c528b60	Power +_num_
215f37519c59c45d	Power _num_
88ba7ccae405a0c5	Base Power
f301ca59f7d05420	Rank Up
f9afdf75e8372890	Skill Upgrade
6e6e50f97f2d57d4	Affection Bonus
31c9a02522af29ac	Skin Bonus
07424d45ab9f2e54	All Bonus
5e2cff4fdd3beb1d	All Talents
d9274c07d8147fed	Battle File
2910054bc6a8aff4	CV: _name_
a8b3909f9137e7ee	Already max level
6413859a75459450	Level up success, all stats increase
86d2f657ab8352c0	Level-up requirements not met
e48a9043700036c5	Insufficient Combatant shards
7298c3e58a24b973	Cannot expand inventory anymore
f3494465f2a96c25	Use _count_ _name_ to expand _num_ _type_ slots?
8d86771d90c8b429	Insufficient _name_ to expand
7b29f24bbf1c280c	Purchased
71cbceada3f3e155	No core equipped
b9ed45d14a71f0e4	No equipment of this set
d7d03791137d2a23	No equipment
098d187d02848501	Choose Set
78b78a8073955290	No Equipment to recycle
a6a5a5e7e25687af	No equipment available
681da441e2a56539	Preset limit reached
6c95f697883f5d54	Save success
a7211e55be380f3d	Set could not be empty
ea536a0a2d9709bb	Set Name could not be empty
492d6df276a465cf	Set already existed
90e8eab9e482ad1b	Install success
d86b192597054cd5	Remove success
3e9dffc54d542ce0	Replace successfully
76d5aca3a1441ae6	Please choose your Combatant.
58e981cd08d230b5	Only <color=#e71f55>[_name_]</color> can equip this equipment and get Link effect. Sure to do this?
63364f01d8ab450c	Please select a character to change
6fb06a3bfe92bc03	Equip
5167a1d725885f37	Remove
a5e031c521637fdd	Replace
d21bb8e377639c2b	Upgrade
8011ff0dc54175e1	(Only takes effect on _name_)
afcf5ae662768f30	Unlocks at _num_ ★
c51c65935c83496f	Linked
e887c1ede172f4bc	Link
7b59114c7af72c54	Lock Success
ddd9b9e0d96f0d42	Star-up to unlock
0d2c1bc7e0cc201d	About Primary Stats
b1b4b193e05975bf	Base Stats of this piece of equipment are random. The range is <color=#FF1BAF>(_num1_-_num2_)</color>.
73a08df0b6a4ecff	The perks are divided into 6 kinds: Common, Uncommon, Rare, Epic, Legendary and Mythic. The higher quality this perk is, the more bonus this perk will bring with each upgrade.
924b96adb5d11aaf	Sure to use the following materials to quick upgrade the Equipment to <color=#e71f55>_num1_★</color>?
cb6668dac777669b	Sure to use the following materials to quick upgrade the Equipment to <color=#e71f55>_num1_★+_num2_</color>?
b4cd813312fb3f72	All
7670d8b0bf390eef	Deleted
12105297543fbb5a	Successfully
e271b6e09325d32e	_num_ piece(s) of Equipment equipped. Sure to continue?
9361aafc6719d64c	Available: _num1_/_num2_
7b6b45056fea33e8	Enter the Set name
bb566cf89b5e5084	Please choose the stats to retain
100a7fd887a1e3b4	Please choose the rarity to retain
1ace1be990516510	Choose one perk to reset.
b7d52e7025172892	Max Stats
b143b35b0da92f88	Sure to use _name_*_num_ and increase this Stats?
b7b398af7e12e660	This Stats will be randomly increased.
63c5e9ae8b8d0b3e	Rare affix found. Refine anyway?
f7a5c7e2aeec62d3	Reset Complete
a65cb0f9312874a9	Limit reached for a single attempt.
2ec2a85bc3182b76	No equipment available for salvaging.
00bf531b091fef87	The selected equipment includes <color=#E71F55>enhanced</color>ones, the quality is SR or above. Sure to dismantle?
7be9c38a045dfaf1	The quality of selected equipment is SR or above. Sure to dismantle?
3b08a0d1a8ef8b9a	The selected equipment includes <color=#E71F55>enhanced</color>ones. Sure to dismantle?
dacfa626f24cc8cd	No equipment for now.
7038810817ce57de	Items equipped cannot be dismantled
967cd53b4ae4a875	Locked items cannot be dismantled
63351c92cb6e5787	Please Ascend this character to UR.
57257434973d11af	Level Up Success
e7e7dc95e8c98783	Level Up Failed
d961f6e949c60409	Event has expired
1c9c5c7c92cb5dca	Sure to use the following materials and quick upgrade to Lv._num_?
9b5fb6b8c6e9e436	Level Up Success
14ebc530c01f9de5	Max Food deliver limit reached today
64b131adb54dd61d	No materials selected
1a6f4df69d2fd038	_num_ Affection overflowed. Sure to gift?
ab4d441b661d78c4	Each _name_ will increase _num_ Affection.
b82d5a82178d32c8	No Management Skill
fdc04de4d49dd05a	Delivery Worker
b6e0ae48e75c0f43	No Fishing Skill
e1faa5f41437053a	Stats
cab870b6bc175d74	Particle Form
ecec97adcc78adf3	Bloodline
a8f4a187cca2deeb	Profile
f02a053362a7cff4	Breed
8f9527ae649359b9	Story
284343f19ea04dca	Voice Chat
5827ad98964bad6a	Name: _name_
4ed0fa24d8bc5c6e	CV: _name_
7795a223ee01d22c	Birthday: _name_
bd6745f56f1445dd	Personality: _name_
2f94903722f96dd5	Symbol: _name_
7bd89bc0238886e1	Unlock at Affection Lv. _num_
bb24ef8ff622a8f0	Obtain Combatant: _name_ to unlock
f82dc28ee54580d1	Affection reaches Lv. _favorLevel_ to unlock
dbce6c5cf265cd25	Affection
945815f98481a2e1	File
00bb0a4d1f63c32a	Assist
ca372854a1e32b5a	Level Limit
dbee06f06bad47fe	Power
e6c2a72990794369	Level Combatant to Lv. _num_
aee893bdf93b0875	Limit reached. Inspector who reaches Lv. _num1_ can be upgraded to Lv. _num2_.
756d7bc589e4f572	Level limit reached
21524fe2a9ad140a	Excess of _num_ EXP. Level up anyway?
04277693cded4346	Please unlock the prerequisite star-level first
e7cd708eee5ba73b	Activated
68d11d8f9234d3a5	Assist Bonus
60b16b07ce88a554	Unable to select Restricted Cato
96c14a80b49327a5	Management Skill
acf0be3cea1e3807	Combat Skill
347e64218937b1a1	Info
b10cca945b9c3bfe	All
72a96e784f138d5e	Battle
688909d4891eb845	Manage
305f395fd55908a5	Summon x_num_
0ac4160694496ae4	Insufficient _name_, cannot draw Cato
51a660df00154004	Collect Genes and fuse Catos first
081d1da878464a09	Single Fuse
ca3c2af71f8e1aa9	Multi Fuse
9f9c73ab5305c9b4	_num_ time(s) Batch Fuse left
0de29dd9f4b68636	Fusion conditions not reached
3f9e6dae76c07cda	Fusion requirements met
c667820bfcbab970	Wrong Cato Gene amount
bc599e79bbbc2651	Wrong Cato Gene quality
ddc092cc4c89945a	Unable to select this Gene
cffcba46925762ce	Gene selection limit reached
dae7c7208581652f	Cat limit reached
908b4935c015fdf2	Theme
93047994ff0af33f	Combo
32e9af735b3f5241	Part
3a0ff4903db4723f	Eye
c1a7873dbdb9e729	Mouth
dfaac38233bb0ff9	Pattern
a7cd602393b783c9	Body Color
26c2ad6ddf7444a1	Ear Color
b1cd36cf2ec1c7a4	Tail Color
e121fa843d42dc4f	Headpiece
ad24e8b8ab4ec836	Necklace
7610693fa81e5296	Inventory
fd89aec005067113	Headpiece
dae0a0aef81e925a	Still a kitten. Unable to raise
331e10acb11bae65	_name_ reaches _num_ and evolve to unlock
cf0b50885aff526d	Assembly
e99ae23d6383a981	Assembly has ended
324ed6cd0da7472e	Recover
cba3174cb35801ab	Request
d69973a7740308ac	Request failed
9b83e221757b3a4d	Explore
5c08333924933f19	Exploration Ended
e1db4b129af83967	There are unsaved changes. Leave the cat list anyway?
90baf24fd63f691a	Set
4e9a25a7e650279c	Cats on display in Cat House limit reached
91339a20fae316f5	Select _name_ data:
bc7c369ff861f70a	Filter reset
96504a478ff8619a	Showing filtered results
2925eb6d583c4b4d	Set cat as companion
be9239c444c12c82	No cats that can participate in hatching
f88c61fdaa30a663	No cats that can participate in Assembly registration
f8188979595cad8d	No cats in current assembly
e0fcc58d008b9e84	No raise slot available
83b09386995f73d0	In Assembly
676b05a92de4d57e	Recovering
67bfaa595531062a	Requesting incubation
5ca6d2a39e07fbf7	Exploring
7ab5b80a67c49447	Time-limited rate increases!
c0b1d406395ecd5b	Countdown: _time_
ddcff8ebb10b5dcf	Raise
a2f1f52ec7950b6d	Sign up
f56a2bf1be01e8b1	Mature
5cca7dc03250021d	Kitten
50160f59814c1141	Use _num_ _name_ to expand _num1_ slots?
758a81e2ca997de6	Cat is still under raise
64a4fd5fed0f9a87	Once matched, _num_ _name_ will be deducted as a fee
2515cc60f2fa2dea	Register _name_?
fb1ba3c28b8862ad	Insufficient raise times
e384e240da723d46	Raise slot locked
78db0a505ada9481	Cat list limit reached
9204cf45a878cafd	Use _num_ _name_ to unlock?
4ef68247260d9569	No cats meet the requirements
c6e98025c43d755e	Current Cato has been selected by someone
f1ce7eeb99ff5f63	Each Matchmaking uses _num_
0871819bac0c371b	Invitation canceled
73be82ee0fefebe8	Not enough _name_
7d4e4611254197b4	Purchase from the shop?
13d33338a56d3512	No friends
515f50d017e56715	Use _name_ x_num_ to Matchmake?
cc401de336dfdf30	Raising will start once your friend confirms. If rejected, all resources will be returned.
ab80ee339387ea95	Invitation Time: _num_
e31b099ae9fbff14	Use _name_ x_num_ and _name1_ x_num1_ to start Matchmaking?
31f9e3888c8ab2a8	Please select primary and secondary cat
a2fa2dd29f86b1c8	Cancel Matchmaking?
d2e14bb8c4923b6f	Remaining _time_
7b1af22cd6a8c7d4	Start
06e1b62437ce426e	My cats
08cb4088c9a15825	Optional
429d5a36c4383e14	Assembly Cats
c5e060957233efe2	Put <color=\
5230f906db741753	Get Opal directly
0950dac638ac8b95	Reduces raise time by 30m and increases slot by 1
a8f88966a5942512	_YUAN__num_
198d7aaa856951e7	(Remaining: <color=#ff4d4d>_day_</color>)
d5bc56224440b23c	(Remaining: _day_)
b3560ac57a6281b3	Renew
873308b8a5ef0e3a	Purchase
2b129531d761dc8e	(Remaining: _num_)
6e6a224658d82dd0	Privilege Card
4739ea718b3035e6	Claim rewards
41bae79b658df574	Adopt
e5714ee2716a857a	Sign-up canceled
44315a887310374f	Slot locked
852b25914f8ab426	After breeding successfully with a registered cat
e139f075d1d7e43f	Use 1 Cat Hatch and obtain _name_
5547df57293dede1	_num_ Fee required
5a0f1cae001f6862	This cat is currently in _name_. Unable to raise
b671cc2c75996b22	1 Raise will be used for the corresponding cat, and you will not be able to obtain a new cat. Chip rewards will be available for the first 3 times daily
26accca79ca91bc8	Skin Color
a4fe3ae85921ef7b	Ear
b6e1e27d4b22bd41	Tail
dcbc7218e7010c92	Theme Gemes cannot be inherited
e2d983ff9242c01e	Extremely low probability of getting genetic or random part data at birth
327c32acf84136fa	High probability of attaining genetic or random part data at birth
c79fce813b1d47b0	A low probability of attaining genetic or random part data at birth
4c4fdd938c0567bb	_name_ formula
0be1a68aa1bc358e	_name_ will not inherit
67081421e5398abd	_name_ gene won't appear this time
7742e5b503849ae9	_name_ may appear
56942938c6245d66	Refresh this exploration mission?
6d47f7ca66848262	Insufficient free refreshes_NEW_LINE_Use _num1_ _num2_ to immediately refresh this mission?
aae8d30113bd56ed	Please claim the Exploration Chest first
0584d8ae9b8a0030	Use _num1_ _num2_ to immediately obtain 1 refresh?
24b235e5576c6259	Refresh time reaches limit.
79201ce1ddac8dd6	<size=50><color=#fb15a8>_num1_</color></size>/_num2_
197aefe78c212edd	Status requirements not met
8675f0a43e6349b9	Reward +_num_
f46105dff7005315	Combatant Stat Boost
87051b5ac4a45ab2	Skill Bonus
70ad0fcdcd597361	No battle bonus stats locked yet
a07fc727be79d383	No trainers meet the requirements
723920c2ec21afe0	Remaining <color=#2ffff5>_num_</color> times
8555dc9e3b254a1f	Feed
638c38a2d0e249b7	Play
b4c47bd7727583e5	Cat stamina is full
227bd0b794833712	Current cat growth value full
ca85d2efbd7967c3	You can only choose one.
34155195d935d5c9	Setting Successful
51a154ba812d77f7	Partner Cat required
ef362ee41e779436	Please select at least one Combatant.
477d594fc8e68d5a	Amount cannot be empty
b6f8287937372c36	Cat is _name_, cannot feed
6126c716ca8ac437	Stamina+
ba7d6adadb2881e6	Use _m_ food to increase Stamina by _n_?
b00cb5a26bc3114d	Cat stats cannot be reversed. Please train carefully.
e4a09500499c4826	Insufficient cat stamina
af1a9542d79dc485	Cat is _name_, cannot play toys
532fbda4d05adbaf	Use Stamina _m_ to play _n_?
8bf4fca16f637c50	Evolve requirements not met
345a270db12a8561	Cat is _name_, cannot initialize
e99f4da36d2aae23	Initialize cat?
59ce6761d837f247	_name_ has been deleted
c80581553a69b143	Companion cat cannot be initialized
65992759a47744f3	Initializing kittens will not grant any rewards
f0f276434edca501	Estimated Rewards: %d %s
e7cac8a4ac18ba55	Change Nickname
3ecdf614e112061f	Nickname max length 7 characters
44d409b066693fec	Insufficient amount
96944307cd6867e4	Insufficient _name, go purchase
02b1c6b434144276	Set cat name as _m_/_d_?
a048ce3010875055	Please enter a name
938292446b15fcd1	Friend Request sent
9e9e415801313570	Already liked today
ea4608408837d92c	Like successfully
7b655e697e315f30	No player matched
7b93d343360c8768	No friends have unlocked Cat House
c919cb2ee35b3763	Friends
d3114ba22589ae3d	Stranger
46c5e6ea0df3006e	Every like increases popularity by 1. Every Cat House can only be liked by one person daily.
29b26aa5a38aa9ff	Popularity
beee60b874a756e7	Friends List
e607ad053160e381	Last visited by
59ff47c10ea24bee	Only show friends with Cat House function unlocked
2e2239ed4600cfef	Show only the 30 most recent Inspectors
1c40ee5a839839b6	Please enter name
948ae77191e4b7ff	The name length should be between _num1_ and _num2_
cbc03edaad0fd6fb	_days_ day(s)
f479225e26a15bc1	<color=#ff7f50>Chapter 0</color> includes <color=#ff7f50>important stories and battle tutorials</color>. Sure to <color=#ff7f50>skip</color> it?
6dc373fe342da6e0	<color=#808080>Note: You can check the skipped stories in Main Story.</color>
732ccc008ead1757	Confirm the following refund info?
12cf9529e00b8b02	(Total Chrome Crystal Refund: _num_. Refunded: _have_. Refund Days left: _day_)
0247b936661c01cc	Confirm (_num_)
7935fc02048cf6c8	Total amount available for the current grade over a 30-day span
ec1ebd22985dc2bb	Maximum grade reached.
789cf3b2c6cd4bf3	wk
d06a2cf476b0bbd2	Night Watch Plaza
12d3389fef1e1102	Clear Main Story and Prologue to unlock
e69d674a6c0937a1	3x Speed available once privilege is activated
ff0798cf82caf10e	Changed to 1x speed
b2fd059a63cdccba	Changed to 2x speed
91f74b42752b21a7	Changed to 3x speed
fa8eb4075e6984cb	Auto-Battle ON
af2b0b072737c88a	Auto-Battle OFF
db3c76e791757538	Skip SP Skill Animation ON
886a79e6f14cb9b7	Skip Ult Animation OFF
7261bf86f340f43a	Offset
d44aa24a4bea56ee	Block
705be14a9f5a1de5	Bleed
3f677bf8d0f7ac3d	Ignite
1fcc5fd3c5f55755	Infect
bafaf716f4c47799	Poison
be3471ed8247f3d9	Gale
5fbf9707ff6d6b4c	Virus
5d27231ee263b809	Reduce
f9c2f36f2a1128d3	Improve
43bcccdf33cb43e8	Active
ca294cb19860d387	Passive
3e8570fc12803f12	Returning Player Event has ended
96f41ee20b93e7bc	Switch to Walk Mode
32164a78ae6a0f28	Switch to Walk Mode
700614db013827aa	No events
76542afb3d5acc58	Event
28bc7278b1c0d0c3	Event has not begun
f432bd3aa663d878	Trial has not begun
7d7fae59bd93f906	Unavailable
