Id	Value
aa6cdaa53f8160e0	이전 구역 클리어 후 해제
e59ddc6018d0c21b	스토리 다시보기
75142695d5ae1dfd	읽기
4331d79ee17d7e12	전투하기
fbb32baf2dfef51a	최신 스테이지 클리어 후 해제
e71055f89d7f2ebf	해당 스테이지는 스토리 파라미터가 없습니다
aebc51e6396a19d0	오늘 남은 교환 횟수: _num_회
73e4b6ed6a23b92c	재료가 해제되지 않았습니다
1e037558253eea62	최대 3가지 재료를 선택할 수 있습니다
8d1a5f1740f30c6d	다시보기
0a4174349c2c17c0	합창 모드
d249c65d388b929e	맛 조합
4234ae7570e32e8d	선택 완료: <color=#FF9A46><size=36>_num1_</size></color><color=#9C9A99><size=36>/_num2_</size></color>
c7750a94142571e1	술 단지에 넣기
221a3ff74f6e7ed3	수령 가능한 보상 없음
431240d28a5fc777	회복이 이미 최대입니다
2ffb6912289579e2	화폐 부족
dae780e249a087d5	_name_ 모든 아이템 구매 후 해제
54679b343d32a3f3	초급 상점
1456b508b9c97a3c	중급 상점
37f065e2d18fcaa2	고급 상점
c203123c1fd1d97d	_Name_x_Num_(을)를 소모하여 구매하시겠습니까?
57b5307d241db7f7	최대 레벨을 달성했습니다.
3c7dea43504bd699	오늘은 더 이상 수령할 수 없습니다.
e616b16d03b19932	이미 최대 레벨입니다
d2fca962f535cac1	레벨 구매
cfbad50be75a2bef	기본
2fffa69a403a4606	프리미엄
a893a8f6a8332ae9	_time_ 후 오픈
3b4a5c88689a4b67	뽑기
8b49a27a8d6b7734	아직 구매하실 수 없습니다
278e6626124e09c1	아이템 부족
bf52d3e2b86083d0	_playerName_님이 _time_에 뽑기로 획득하셨습니다
bc132aa1cc97e628	_name_ x_num_
1fc30e1738c0571c	남은 재고: _num_
e59da1277f43fae3	뽑기 시마다 상단 보상 중 하나를 반드시 획득하며, 이미 획득한 보상은 중복으로 획득하지 않습니다
f6a08d9a0d810166	스킨 소환 전부 획득 완료
80b6347317c1d657	무료
5270f069266f1b45	_num_ 번째
1b622acc6db497c6	%1번째
1f951da175ef21a9	먼저 선택형 보상을 선택해주세요.
a9416def70980d80	미표기 보상을 전부 추첨한 후 다음 회차에 진입할 수 있습니다.
eabec3d480f5969e	추첨 후 _num_층으로 올라갑니다.
dcdde4f2ce9a1ebc	_num_회차 해제 보상
ea7a0ae909345eca	_num_회차 해제
22715b68a8c7c54d	남은 시간: _time_
0512419f1dac8402	이벤트 미오픈
4703a86d340230e1	수령 조건 미달성
67f375f4f929dcaf	<color=#545454><size=30>_num1_</size></color>/_num2_
ee33531f49e129e0	해당 보상 수령 완료
307e55d5f7fe7029	이전 챕터 클리어 후 해제
a2730ead664d1b15	입장
39201d31bd933d00	이벤트 종료
cb458417855f4347	전 서버 남은 교환 횟수: _num_회
c96103fcbc98a880	개인 남은 교환 횟수: _num_회
02a6a1776b85f6b3	교환
a12ef46ff1187d6c	횟수 소진
54204fd07c045c22	남은 교환 횟수가 부족합니다
5b65500c62f4515c	글자 교환
3021bcf2b0632f3d	재고 없음
42dc47462cb634d8	남은 구매 횟수: _num_회
c8c966fdf90a3acb	구매 카운트다운: _num_
bf0f83892c67fe44	<size=30>_YUAN_</size>_num_
e3864595852477ff	특가 패키지
aca71d8113096f59	울트라 레어 보상 안내
9c1d0b567e9cf49a	모든 이벤트 협력전 스테이지에서는 일정 확률로 희귀 보상을 획득할 수 있습니다.  추가로 전투 <color=#ff7b11>_num_</color>회 진행 시, 희귀 보상을 확정적으로 획득할 수 있습니다.
4e0de2f5177292b7	메인 스테이지 _name_ 클리어 후 해제
dde8ff23bca96c2a	_name_에서 복구 재료를 수집할 수 있습니다
6fa9817e4e7b7a33	_name_' 합성 후 해제
6e084bb73f5d022e	_name_' 복구 후 해제
55caf39870b626cf	이전 스테이지를 클리어하세요
e3ec7ddae4300891	첫 클리어 후 소탕 기능을 해제합니다
dc8f019ff2d4e406	방 숨기기가 해제되었습니다
170b4bc1867ac043	_name_ 안에 있는 방이 해제되었습니다. 무언가 있는 것 같습니다
5b1a11f4dfcfcbe8	_name_ 발견
74fc33eb2abab69e	새로운 _antiqueName_(을)를 수집했습니다. 어서 _name_에게 보여주세요
2221f43507cf0d3d	신규 유물을 발견하였습니다. _name_에게 가져다주세요
fe2f6ab22b9dbd64	새로 추적하는 보스 해제 완료, 추적할 수 있습니다
a9c85bc23679c2c3	_name_안에 많은 물건이 있습니다. 들어가 보세요
5c93247c141dac5f	_name_ [_num_단계] 완료
b57b7fb05f52c4f2	다음에 들어가면 새로운 발견을 하게 될지도 모릅니다
274c87c13f147aca	달리기 상태로 전환 완료
b01a3d6bae7dabda	걷기 상태로 전환 완료
188ff6d617551cd7	전체 서버(_num1_/_num2_) 구매, 추가 증정
3a2721702f952aa8	_day_일 후 해제
36abbfec15393151	_hour_시간 후 해제
0951bff94daa7c65	1시간 이내 해제
ac3a24f01dd3a9ea	_name_ 클리어 후 해제
6b457e48087ee901	미해제
457d9e811c940958	이미 종료되었습니다
d4a4162883889dcf	사건 이벤트 _name_ 클리어 후 해제
3326fc13e75631aa	이전 스테이지 클리어 후 해제
ef51a29c43a448d7	미오픈
707d82c47889949d	_num_ 후 오픈
5fdb96490f60f271	먼저 이전 스테이지를 클리어하세요
6692322a5d7f286e	_num_층 보상
157e900a9ce7281b	레벨MAX
ea923870e36dafca	_name_ 아이템 부족
a7e8a5cbdfed911f	장비 위치가 가득 찼습니다
10d95fa41412d00a	불행 순환 50층 클리어 후 오픈
93e83b4835110f15	초기화 시마다 스테이지의 초기화 시간이 연장됩니다.
f85aa841a4487030	1~3회: 15분_NEW_LINE_4~6회: 30분_NEW_LINE_7~9회: 1시간_NEW_LINE_10~12회: 2시간_NEW_LINE_13회 이상: 8시간_NEW_LINE_매일 5시에 누적 횟수가 초기화됩니다.
a5ba2b87fe6f7a86	남은 초기화 횟수: <color=#ff4777>_count1_</color>/_count2_
cb21aa2b11ca3449	먼저 1개 스테이지 클러어 후 시도하세요
d0dd5b14389733b9	초기화 횟수 부족
d19b300cba8e8406	초기화하여 첫 번째 층으로 돌아가겠습니까?
c67ae9786a469e6b	전체 클리어
18b7283deedc102f	스테이지 미해제
ff6b94db7cab8b8e	_name_(이)가 부족합니다. 침식 공간에 도전하여 획득할 수 있습니다
d3c9cd57106815d7	해제
906193e750da2ba3	계속
e4ead96f7e2434ab	리플레이
7e047b715ae42a84	침식 공간 50층 클리어 시 오픈
b33978f19474e91a	보상 미리보기:
1149761f348b2b3a	전투 훈련을 먼저 클리어하세요
f960879aba25f847	이미 수령하셨습니다
7f166929f56ef3d9	종료까지 남은 시간:_time_
e0dd419b21352018	건너뛰기 실패
cf598ad228042650	_num1_회 소환 시마다 연구 포인트 _num2_pt가 증가됩니다._NEW_LINE_연구 포인트가 _num3_까지 증가하면  
c5ad0dbbff43e6f5	_num_층
12fa45a782c9029e	잔여: _num1_/_num2_
6416858d2e2303ef	이벤트 한정 구매:
c531c9193f166aa3	이 층의 최고 보상을 획득하셔야 다음 층에 입장할 수 있습니다
ee0e7f75c562bd02	이 층의 최고 보상을 획득하셨습니다. 탭하여 다음 층에 입장하세요
913092999072306f	_name_(이)가 부족합니다, 충전하시겠습니까?
4864828f9628eaca	스킨 보유 중
ead7c24e65978c69	전투원 미획득
741d2c40d08e7c9a	_Name_x_Num_(을)를 소모하여 _Name1_(을)를 구매하시겠습니까?
61a6df0500f50793	맵 재화
f63585fa266307d5	달리기 거리
b01d262f0bab95bc	적 섬멸
715199eea64b4ba5	구관조 격퇴
470fa66451a228ad	버프 발동
911cc2099b444ae4	은신 발동
0ccb94b273dc6569	수집 미리보기
29e505427ee49d68	_num_배
f21304c08c3244a1	제_num_시즌
1e6c87888fc7fd5c	미오픈
af8436bf912639ab	이벤트 스테이지 _name_ 클리어한 후 해제
f410b49b91dc8e3f	미해제
985365967ae2301b	수령할 수 있는 보상이 없습니다
d5bdaa9cd9bba44b	본 스테이지 미해제
adf6cff32aed5e3c	무한 모드 미해제
b650e7f87f7d1221	이전 스테이지를 완료하세요
a5a95b6f56983b83	미션
7f91433f9ad4cceb	_num_개 _goodsName_ 필요합니다
af784ffc8aaaddbf	수령 조건 미달성
41a022e78f5aa488	복귀 패키지
3b80dc63c0772dff	복귀 대작전
62cfb64cf591dbf9	매일 출석
b72db5d0144b2008	복귀 미션
db9535ea7f77acaa	행운 찬스: 주사위 _num_개 획득
31efcec43ca33748	행운 찬스: _num_칸 전진
8e16bf17e3b7769e	미해제
973b9ae1e649415c	현재 보상 수령 완료
8c3d4670ee8a1e54	_times_회 돌리기
46fb92236b7576c1	아이템을 보유 중입니다.
43f541e450618986	배틀카드-카드팩
a89e0559e4266aca	배틀카드-카드
9a1c800bde6566e9	한정
fec759e9e14bacbb	할인
f4e9fbd3aa85b4aa	컬렉션 상점
dc7e09a4e38b4e71	기본 상점
8c56b59c002f87ec	오늘 잔여 횟수 부족
f989542c87f9a011	_playerName_님의 _name_ x_num_ 획득을 축하합니다
8bcaa87625944113	입구가 닫혔습니다
7b09820bf4979eff	이전 챕터 미완료
facafeb89e04d1af	현재 포인트 부족
1b401538931f79f8	이미 완료됐습니다
9e8d940fdfbe7948	버프 없음
8bc5395d5a44e9ef	_num_라운드
5d743b0f74c344d1	_num_회 남음
f478c45a8664d7d8	캣마불
6f38b31220254d85	수령 가능한 보상이 없습니다
f1c3222638aa00cb	한 번 모집으로 5개 이상의 보상을 획득할 시, 무료 모집이 활성화됩니다!
e9790c85d5434a1e	_name_ 획득
219ac3d0245ac875	오늘 보상 수령 완료
cc53ea56ce71a203	1배 모집!!
7db82fa570be4db9	10배 모집!!
bbbcd6305895784b	최종회
b7b1d846541a4fbd	출현 확률
8a3a806b697eb951	획득 확률
cf4e70238de8df03	백화점 티켓 2장을 소모해 카드 1회 뒤집기
8cafce20f41bb502	상대방 로딩 완료 대기
3aed48c03f18cbc7	상대방 연출 완료 대기
ff767efef46fb77f	연결 시간 초과, 전투 나가기
d2b4f14ed1077ad1	연결 시간 초과, 전투 나가기 2
05b4e879a44a39fb	상대방 접속 끊김 또는 전투 나가기
b7f9058a706e0a1a	연결 중단, 전투 나가기
ab494491a3996586	연결 실패, 전투 나가기
b5c8f41fef71326c	방장이 게임을 종료했습니다
ba35c6922e75d9c2	네트워크에 변동이 있어 해당 게임 룸이 사라졌습니다
ebe58de3e7e31d29	일
cca0100ce279df7d	시간
ef70d9026b9dd25d	상품이 품절되었습니다
872301d2e8787c9b	음성 채팅 게임 룸 입장 대기 중
d87635b39c2ead7b	마이크 상태 설정 실패 err:_num_
471ebfc696719846	음성 채팅 게임 룸 입장 실패 code:_num_ info:_str_
19959d61717538ee	소환물
dfd384628836d515	조사관 특권 비활성화
9d49347a9dc81bf2	Total
f3b6f381b80f5b38	특가 할인!
2e2a263a2ae58d5a	화면
c9d54969050f61fe	사운드
4ee95425782f4e51	기타
523b1c2b723cfa08	_num_ 남음
960c1a96f3519d15	_num_일
b97edcba3c0c7df8	장착 중
003a93df9ad1f0ba	로딩 중
5cc03c9386acb549	선공
b1156e7852ca3bce	후공
e7b27149b9fa17db	확인
6dfbc8804bed03e5	취소
d683a0e5e8a3a52d	갱신
04f695e47bb3f3f2	나가기
7968908410a988f5	재시도
c5fc04be48b73203	다시 시작
569b5726b1042962	상점으로 이동
8c7befc64d6a7222	전체 구매
3b105989becf6b1f	저장
7d2caf88afd809ee	탄핵
39655c6fe8253dd0	거절
bc70f5d3b4650582	전투원 획득
836697389f5d824c	원가 구매
4e1b8bb79b863e58	서장 건너뛰기
cfbb36b0b4c357a1	계속보기
037962eb22944570	수령하기
090a7eabeca8f47a	[SP]
5458cee65d0c675f	[패시브]
52de0064b762a215	_num_★ 효과
01b8abdce79ddb2f	정보
8a69308718c8a031	레벨업
0094fd142ba4446d	돌파
599485cbdf838c2a	승급
4f6837ab77cd78e0	스킬
01a4e78ffd81bba3	장비
874962b1f7e62760	스킨
71c5cd6f7b14f2ea	전용 무기
fb66b490cc2e5724	_nam_미획득
5e023794a552c029	전용 무기 해제 조건 미충족
2d214f41f3b9e204	기능 [고양이 형태 전환] 해제
b9de95a39f6cc6f1	[_name_] 보이스 해제
ed76ee9a812d9825	[_name_] 액션 해제
12f129a91f9df799	[캐릭터 스토리_name_] 해제
19c8fda2cb18cf2d	이모션 파워 최대 _num_까지 증가
55c6197d1c528b60	전투력 +_num_
215f37519c59c45d	전투력 _num_
88ba7ccae405a0c5	기본 전투력
f301ca59f7d05420	돌파
f9afdf75e8372890	스킬 레벨업
6e6e50f97f2d57d4	호감도 보너스
31c9a02522af29ac	스킨 보너스
07424d45ab9f2e54	전체 보너스
5e2cff4fdd3beb1d	전체 스테이지 내 재능
d9274c07d8147fed	전투 프로파일
2910054bc6a8aff4	CV: _name_
a8b3909f9137e7ee	최고 레벨로 상승
6413859a75459450	레벨업 성공, 전체 속성이 증가했습니다
86d2f657ab8352c0	레벨업 조건 미달성
e48a9043700036c5	전투원 조각 부족
7298c3e58a24b973	현재 창고 확장 상한 도달
f3494465f2a96c25	_name_(을)를 _count_개 소모하여_type_ _num_칸을 확장하시겠습니까?
8d86771d90c8b429	현재 확장 시 필요한 _name_이 부족합니다
7b29f24bbf1c280c	구매 성공
71cbceada3f3e155	장비 코어 없음
b9ed45d14a71f0e4	해당 세트의 장비 없음
d7d03791137d2a23	장비 없음
098d187d02848501	세트 선택
78b78a8073955290	분해할 수 없는 장비
a6a5a5e7e25687af	장착할 장비가 없습니다
681da441e2a56539	장비 프리셋 최대 수량 달성
6c95f697883f5d54	저장 성공
a7211e55be380f3d	세트는 비워둘 수 없습니다 
ea536a0a2d9709bb	세트명은 비워둘 수 없습니다
492d6df276a465cf	이미 존재하는 세트입니다
90e8eab9e482ad1b	장착 성공
d86b192597054cd5	해제 성공
3e9dffc54d542ce0	교체 성공
76d5aca3a1441ae6	전투원을 선택하세요
58e981cd08d230b5	각인 후 <color=#e71f55>[_name_]</color> 장착 시에만 각인 효과가 효력을 발휘합니다. 각인하시겠습니까?
63364f01d8ab450c	교환할 캐릭터를 선택하세요
924b96adb5d11aaf	장비 빠른 승급 시 아래 재료를 소모하며, 장비는 <color=#e71f55>_num1_★</color>
cb6668dac777669b	장비 빠른 승급 시 아래 재료를 소모하며, 장비는 <color=#e71f55>_num1_★+_num2_</color>
6fb06a3bfe92bc03	장착
5167a1d725885f37	해제
a5e031c521637fdd	교체
d21bb8e377639c2b	육성
8011ff0dc54175e1	(_name_ 장착 시에만 효과 적용)
afcf5ae662768f30	_num_★ 해제
f5dee8a62baf9c7d	강화
c51c65935c83496f	각인 완료
e887c1ede172f4bc	각인
7b59114c7af72c54	잠금 성공
ddd9b9e0d96f0d42	승급 후 해제
0d2c1bc7e0cc201d	메인 속성 안내
b1b4b193e05975bf	해당 장비의 기본 속성은 랜덤으로 선택됩니다. 선택 범위는 <color=#FF1BAF>(_num1_~_num2_)</color>입니다.
73a08df0b6a4ecff	해당 범위는 그레이, 그린, 블루, 퍼플, 오렌지, 레드 등 6가지 등급으로 나뉩니다. 등급이 높을수록 레벨업 시마다 추가되는 보너스가 증가합니다.
b4cd813312fb3f72	전체
7670d8b0bf390eef	삭제 성공
12105297543fbb5a	장착 성공
e271b6e09325d32e	현재 장착 중인 장비는 _num_개입니다. 계속 진행하시겠습니까?
9361aafc6719d64c	사용 가능 프리셋: _num1_/_num2_
7b6b45056fea33e8	세트명을 입력하세요
bb566cf89b5e5084	보유할 속성 항목을 선택하세요
100a7fd887a1e3b4	보유할 등급을 선택하세요
1ace1be990516510	제련할 속성을 하나 선택하세요
b7d52e7025172892	최대 속성 달성
b143b35b0da92f88	_name_(을)를 _num_개 소모하여 해당 속성을 강화하시겠습니까?
b7b398af7e12e660	속성 게이지가 변경되지 않았습니다. 랜덤으로 속성을 강화합니다
63c5e9ae8b8d0b3e	레어 태그가 있습니다. 제련하시겠습니까?
f7a5c7e2aeec62d3	제련 완료
a65cb0f9312874a9	1회 분해 최대 수량 도달
2ec2a85bc3182b76	분해할 수 없는 장비
00bf531b091fef87	SR 등급 이상의 장비 선택 완료. <color=#E71F55>강회된 장비</color>가 포함됐습니다. 계속 분해할까요?
7be9c38a045dfaf1	SR 등급 이상의 장비 선택 완료. 계속 분해할까요?
3b08a0d1a8ef8b9a	선택한 장비 중 <color=#E71F55>강화된 장비</color>가 포함됐습니다. 계속 분해할까요?
ca82207d6dd27880	매번 오직 속성 1줄만 잠금 가능
71d6a4c391ba364a	주조 범위 _num1_-_num2_
4af017f99f60b7c9	현재 주조할 속성 중 희귀 등급이 존재합니다. 계속 제련할까요?
2122676f2e94cbab	주조를 _num_회 더 진행 시 속성 잠금 기능 오픈
dacfa626f24cc8cd	장비 없음
7038810817ce57de	장착된 아이템은 분해할 수 없습니다
967cd53b4ae4a875	잠금 상태의 아이템은 분해할 수 없습니다
63351c92cb6e5787	먼저 캐릭터를 UR까지 돌파하세요~
57257434973d11af	강화 성공
e7e7dc95e8c98783	레벨업 실패
d961f6e949c60409	이벤트 종료됨
1c9c5c7c92cb5dca	다음과 같은 재료를 소모하여 _num_레벨까지 올릴까요?
9b5fb6b8c6e9e436	레벨업 성공!
14ebc530c01f9de5	오늘 요리 증정 상한 도달
64b131adb54dd61d	재료를 선택하지 않았습니다
1a6f4df69d2fd038	호감도 EXP _num_pt가 초과됩니다. 선물하시겠습니까?
ab4d441b661d78c4	[_name_]  1개당 호감도 _num_ 증가
b82d5a82178d32c8	경영 스킬 없음
fdc04de4d49dd05a	배달원
b6e0ae48e75c0f43	낚시 스킬 없음
e1faa5f41437053a	속성
cab870b6bc175d74	파티클
ecec97adcc78adf3	혈통
a8f4a187cca2deeb	캐릭터 소개
f02a053362a7cff4	혈통
8f9527ae649359b9	개인 스토리
284343f19ea04dca	음성
5827ad98964bad6a	이름: _name_
4ed0fa24d8bc5c6e	CV: _name_
7795a223ee01d22c	생일: _name_
bd6745f56f1445dd	성격: _name_
2f94903722f96dd5	상징:  _name_
7bd89bc0238886e1	호감도_num_레벨 해제
bb24ef8ff622a8f0	전투원 획득: _name_ 후 해제
f82dc28ee54580d1	호감도 _favorLevel_레벨 달성 시 해제
dbce6c5cf265cd25	호감도
945815f98481a2e1	프로파일
00bb0a4d1f63c32a	전투지원
ca372854a1e32b5a	레벨 상한
dbee06f06bad47fe	전투력
e6c2a72990794369	전투원_num_레벨 달성
aee893bdf93b0875	최대 레벨 달성, 조사관 _num1_레벨 달성 시 _num2_레벨로 상승합니다
756d7bc589e4f572	최대 레벨 달성
21524fe2a9ad140a	EXP _num_pt가 초과됩니다. 레벨업하시겠습니까?
04277693cded4346	먼저 이전 별 등급을 해제하세요
e7cd708eee5ba73b	활성화됨
68d11d8f9234d3a5	전투지원 속성 보너스
60b16b07ce88a554	제한 중인 냥냥볼을 사용할 수 없습니다
96c14a80b49327a5	경영 스킬
acf0be3cea1e3807	전투 스킬
347e64218937b1a1	정보
b10cca945b9c3bfe	전체
72a96e784f138d5e	전투
688909d4891eb845	경영
305f395fd55908a5	소환_num_회
0ac4160694496ae4	현재 필요한 _name_(이)가 부족하여 냥냥볼을 뽑을 수 없습니다
51a660df00154004	먼저 유전자를 배합할 냥냥볼을 수집하세요
081d1da878464a09	1회 융합
ca3c2af71f8e1aa9	다회 융합
9f9c73ab5305c9b4	대량 융합_num_회 가능
0de29dd9f4b68636	융합 조건 미충족
3f9e6dae76c07cda	융합 시 필요한 수량 충족
c667820bfcbab970	해당 냥냥볼 유전자 수량 부족
bc599e79bbbc2651	해당 냥냥볼 유전자 등급 부적합
ddc092cc4c89945a	해당 냥냥볼 유전자 선택 불가
cffcba46925762ce	해당 냥냥볼 유전자 선택 수량이 상한에 도달했습니다
dae7c7208581652f	고양이 최대 수량 도달
908b4935c015fdf2	테마
93047994ff0af33f	조합
32e9af735b3f5241	파츠
3a0ff4903db4723f	눈
c1a7873dbdb9e729	입
dfaac38233bb0ff9	무늬
a7cd602393b783c9	몸 색깔
26c2ad6ddf7444a1	귀 색깔
b1cd36cf2ec1c7a4	꼬리 색깔
e121fa843d42dc4f	머리장식
ad24e8b8ab4ec836	목장식
7610693fa81e5296	창고
fd89aec005067113	머리 장식
dae0a0aef81e925a	유년기에는 육성할 수 없습니다
331e10acb11bae65	_name_(을)를 _num_개 달성 후 진화 해제
cf0b50885aff526d	모임
e99ae23d6383a981	모임 종료
324ed6cd0da7472e	회복
cba3174cb35801ab	요청
d69973a7740308ac	요청 실패
9b83e221757b3a4d	탐험
5c08333924933f19	탐험 종료
e1db4b129af83967	해당 설정은 저장되지 않았습니다. 고양이 리스트에서 나가시겠습니까?
90baf24fd63f691a	설정 완료
4e9a25a7e650279c	캣 하우스에 있는 고양이 최대 수량 달성
91339a20fae316f5	_name_ 데이터 선택:
bc7c369ff861f70a	필터링 초기화 완료
96504a478ff8619a	해당 필터링 결과 표시 완료
2925eb6d583c4b4d	해당 고양이를 반려묘로 설정하였습니다
be9239c444c12c82	부화에 참여할 수 있는 고양이가 없습니다
f88c61fdaa30a663	모임에 참여할 수 있는 고양이가 없습니다
f8188979595cad8d	해당 모임에 고양이가 존재하지 않습니다
e0fcc58d008b9e84	사용 가능한 부화 위치 없음
83b09386995f73d0	모임 중
676b05a92de4d57e	회복 중
67bfaa595531062a	육성 요청 중
5ca6d2a39e07fbf7	탐험 중
7ab5b80a67c49447	이번 한정 확률 상승!
c0b1d406395ecd5b	이벤트 남은 시간:_time_
ddcff8ebb10b5dcf	부화
a2f1f52ec7950b6d	등록
f56a2bf1be01e8b1	성숙기
5cca7dc03250021d	유년기
50160f59814c1141	_name_(을)를 _num_개 소모하여 슬롯을 _num1_개 확장하시겠습니까?
758a81e2ca997de6	해당 고양이 육성 중
64a4fd5fed0f9a87	매칭 성공 시 수령하는  _name_에서 수수료 _num_(을)를 차감합니다
2515cc60f2fa2dea	_name_(을)를 등록하시겠습니까?
fb1ba3c28b8862ad	육성 횟수 부족
e384e240da723d46	해당 부화 슬롯 미해제
78db0a505ada9481	고양이 리스트 최대 수량 달성
9204cf45a878cafd	_name_(을)를 _num_개 사용하여 해제하시겠습니까?
4ef68247260d9569	조건을 충족하는 고양이가 없습니다
c6e98025c43d755e	해당 냥냥볼은 다른 플레이어가 부화하기 위해 선택했습니다
f1ce7eeb99ff5f63	매칭 시마다 _num_개 소모
0871819bac0c371b	초대 취소 완료
73be82ee0fefebe8	조사관님이 보유한 _name_의 수량이 부족합니다
7d4e4611254197b4	상점으로 가서 구매하시겠습니까?
13d33338a56d3512	친구가 없습니다
515f50d017e56715	_name_x_num_(을)를 소모하여 매칭하시겠습니까?
cc401de336dfdf30	친구 확인 후 육성을 시작합니다. 거절당하면 모든 매칭 소모가 반환됩니다.
ab80ee339387ea95	초대 시간:_num_
e31b099ae9fbff14	_name_x_num_(와)과_name1_x_num1_(을)를 소모하여 매칭하시겠습니까?
31f9e3888c8ab2a8	먼저 본캐와 부캐 고양이를 선택하세요.
a2fa2dd29f86b1c8	매칭을 취소하시겠습니까?
d2e14bb8c4923b6f	_time_남음
7b1af22cd6a8c7d4	매칭 시작
06e1b62437ce426e	나의 고양이
08cb4088c9a15825	선택 가능
429d5a36c4383e14	고양이 모임
c5e060957233efe2	<color=\
5230f906db741753	캣츠아이 즉시 획득
0950dac638ac8b95	부화 시간 30분 감소 시 슬롯이 1개 증가합니다
a8f88966a5942512	_YUAN__num_
198d7aaa856951e7	(남은 시간:<color=#ff4d4d>_day_</color>)
d5bc56224440b23c	(남은 시간:_day_)
