id	type	attAddTypeId	attAddNum	descOther	icon	addSkillId	star	exSkillId	exStar	effLogic	effScene	effShow	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
63101011	2				11:gift_icon_63101011	110101101	3	110101101	2			1;3	1	进垒	進壘	Base Running	フォース	진루	เข้าฐาน	暴击率提升效果提升至_#passive_passiveper_1_0_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_0_1_1_.	会心率アップ効果が_#passive_passiveper_1_0_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​การ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
64101011	2				11:gift_icon_63101011	110101101	4	110101101	3			1;3	1	进垒	進壘	Base Running	フォース	진루	เข้าฐาน	暴击率提升效果提升至_#passive_passiveper_1_0_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_0_1_1_.	会心率アップ効果が_#passive_passiveper_1_0_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​การ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
65101011	2				11:gift_icon_63101011	110101101	5	110101101	4			1;3	1	进垒	進壘	Base Running	フォース	진루	เข้าฐาน	暴击率提升效果提升至_#passive_passiveper_1_0_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_0_1_1_.	会心率アップ効果が_#passive_passiveper_1_0_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​การ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
66101011	2				11:gift_icon_63101011	110101101	6	110101101	5			1;3	1	进垒	進壘	Base Running	フォース	진루	เข้าฐาน	暴击率提升效果提升至_#passive_passiveper_1_0_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_0_1_1_.	会心率アップ効果が_#passive_passiveper_1_0_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​การ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
67101011	2				11:gift_icon_63101011	110101101	7	110101101	6			1;3	1	进垒	進壘	Base Running	フォース	진루	เข้าฐาน	暴击率提升效果提升至_#passive_passiveper_1_0_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_0_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_0_1_1_.	会心率アップ効果が_#passive_passiveper_1_0_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_0_1_1_	เอฟเฟกต์​การ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_0_1_1_​
61101005	2				11:gift_icon_63101005	110100502	1					1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	所有蓝色情绪友方防御力提升_#passive_passiveper_1_1_1_1_	所有藍色情緒友方防禦力提升_#passive_passiveper_1_1_1_1_	Increases the DEF of all allies with Blue Pathos by _#passive_passiveper_1_1_1_1_.	ブルー属性の味方全体の防御力＋_#passive_passiveper_1_1_1_1_	아군의 전체 블루 이모션 전투원의 방어력 +_#passive_passiveper_1_1_1_1_	DEF​ ของ​ตัวละคร​พา​โธส​สีน้ำเงิน​ฝ่าย​เรา​ทั้งหมด​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
62101005	2				11:gift_icon_63101005	110100502	2	110100502	1			1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	防御力提升效果提升至_#passive_passiveper_1_1_1_1_	防禦力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_1_1_1_.	防御力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	방어력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ DEF​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
63101005	2				11:gift_icon_63101005	110100502	3	110100502	2			1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	防御力提升效果提升至_#passive_passiveper_1_1_1_1_	防禦力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_1_1_1_.	防御力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	방어력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ DEF​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
64101005	2				11:gift_icon_63101005	110100502	4	110100502	3			1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	防御力提升效果提升至_#passive_passiveper_1_1_1_1_	防禦力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_1_1_1_.	防御力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	방어력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ DEF​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
65101005	2				11:gift_icon_63101005	110100502	5	110100502	4			1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	防御力提升效果提升至_#passive_passiveper_1_1_1_1_	防禦力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_1_1_1_.	防御力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	방어력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ DEF​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
66101005	2				11:gift_icon_63101005	110100502	6	110100502	5			1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	防御力提升效果提升至_#passive_passiveper_1_1_1_1_	防禦力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_1_1_1_.	防御力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	방어력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ DEF​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
67101005	2				11:gift_icon_63101005	110100502	7	110100502	6			1;3	1	战意高昂	戰意高昂	Fighting Spirit	戦意高揚	드높은 투지	จิตต่อสู้อันสูงส่ง	防御力提升效果提升至_#passive_passiveper_1_1_1_1_	防禦力提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the DEF Boost effect to _#passive_passiveper_1_1_1_1_.	防御力アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	방어력 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ DEF​ เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
61101006	2				11:gift_icon_63101006	110100602	1					1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	战斗开始时，按自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_，降低敌方全体暴击率	戰鬥開始時，按自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_，降低敵方全體爆擊率	At the start of the battle, reduces all enemies' CRIT Rate by _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	戦闘開始時、自身の会心回避率の_#passive_passiveper_1_1_1_1_に基づき、敵全体の会心率をダウンさせる。	전투 시작 시, 전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 적 전체의 크리티컬율이 감소한다.	เมื่อ​เริ่ม​ต่อสู้​ จะ​ลด​อัต​ราค​ริ​ติ​คอ​ล​ของ​ฝ่าย​ศัตรู​ตาม​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
62101006	2				11:gift_icon_63101006	110100602	2	110100602	1			1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	暴击率降低效果提升至自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_	爆擊率降低效果提升至自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Decrease effect to _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	会心率低下効果が自身戦闘前の会心回避率の_#passive_passiveper_1_1_1_1_に上昇する。	전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 크리티컬율이  감소한다.	เอฟเฟกต์​ลด​อัต​ราค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
63101006	2				11:gift_icon_63101006	110100602	3	110100602	2			1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	暴击率降低效果提升至自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_	爆擊率降低效果提升至自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Decrease effect to _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	会心率低下効果が自身戦闘前の会心回避率の_#passive_passiveper_1_1_1_1_に上昇する。	전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 크리티컬율이  감소한다.	เอฟเฟกต์​ลด​อัต​ราค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
64101006	2				11:gift_icon_63101006	110100602	4	110100602	3			1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	暴击率降低效果提升至自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_	爆擊率降低效果提升至自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Decrease effect to _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	会心率低下効果が自身戦闘前の会心回避率の_#passive_passiveper_1_1_1_1_に上昇する。	전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 크리티컬율이  감소한다.	เอฟเฟกต์​ลด​อัต​ราค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
65101006	2				11:gift_icon_63101006	110100602	5	110100602	4			1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	暴击率降低效果提升至自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_	爆擊率降低效果提升至自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Decrease effect to _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	会心率低下効果が自身戦闘前の会心回避率の_#passive_passiveper_1_1_1_1_に上昇する。	전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 크리티컬율이  감소한다.	เอฟเฟกต์​ลด​อัต​ราค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
66101006	2				11:gift_icon_63101006	110100602	6	110100602	5			1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	暴击率降低效果提升至自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_	爆擊率降低效果提升至自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Decrease effect to _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	会心率低下効果が自身戦闘前の会心回避率の_#passive_passiveper_1_1_1_1_に上昇する。	전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 크리티컬율이  감소한다.	เอฟเฟกต์​ลด​อัต​ราค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
67101006	2				11:gift_icon_63101006	110100602	7	110100602	6			1;3	1	清凉解渴	清涼解渴	Chill Quencher	水分補給	갈증 해소	เย็นดับร้อน	暴击率降低效果提升至自身战前暴击率抵抗的_#passive_passiveper_1_1_1_1_	爆擊率降低效果提升至自身戰前爆擊率抵抗的_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Decrease effect to _#passive_passiveper_1_1_1_1_ of this Combatant's pre-battle CRIT RES.	会心率低下効果が自身戦闘前の会心回避率の_#passive_passiveper_1_1_1_1_に上昇する。	전투 시작 전 자체 크리티컬 저항률의 _#passive_passiveper_1_1_1_1_에 해당하는 크리티컬율이  감소한다.	เอฟเฟกต์​ลด​อัต​ราค​ริ​ติ​คอ​ล​จะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​ของ​ค่า​ต้านทาน​อัต​ราค​ริ​ของ​ตัวเอง​ก่อน​สู้​
61101013	2				11:gift_icon_63101013	110101302	1					1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	每回合开始时，自身暴击率提升_#passive_passiveper_1_1_1_1_（可叠加，最高_#stackmax_num_1_0_1_层）	每回合開始時，自身爆擊率提升_#passive_passiveper_1_1_1_1_（可疊加，最高_#stackmax_num_1_0_1_層）	At the beginning of each turn, increases this Combatant's CRIT Rate by _#passive_passiveper_1_1_1_1_ (stacks up to _#stackmax_num_1_0_1_ time(s)).	毎ターン開始時、自身の会心率＋_#passive_passiveper_1_1_1_1_（最大_#stackmax_num_1_0_1_スタックまで）	매 턴 시작 시, 자체 크리티컬율 +_#passive_passiveper_1_1_1_1_(최대 _#stackmax_num_1_0_1_ 스택 중첩 가능)	เมื่อ​เริ่ม​แต่ละ​เทิร์น​ จะ​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​ให้​ตนเอง​ขึ้น​ _#passive_passiveper_1_1_1_1_​ (​ซ้อนทับ​ได้​สูงสุด​ _#stackmax_num_1_0_1_​ ชั้น​)​
62101013	2				11:gift_icon_63101013	110101302	2	110101302	1			1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	暴击率提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_1_1_1_.	会心率アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
63101013	2				11:gift_icon_63101013	110101302	3	110101302	2			1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	暴击率提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_1_1_1_.	会心率アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
64101013	2				11:gift_icon_63101013	110101302	4	110101302	3			1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	暴击率提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_1_1_1_.	会心率アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
65101013	2				11:gift_icon_63101013	110101302	5	110101302	4			1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	暴击率提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_1_1_1_.	会心率アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
66101013	2				11:gift_icon_63101013	110101302	6	110101302	5			1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	暴击率提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_1_1_1_.	会心率アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
67101013	2				11:gift_icon_63101013	110101302	7	110101302	6			1;3	1	枪火	槍火	Gunfire	ガンファイア	총알	สาดกระสุน	暴击率提升效果提升至_#passive_passiveper_1_1_1_1_	爆擊率提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the CRIT Rate Boost effect to _#passive_passiveper_1_1_1_1_.	会心率アップ効果が_#passive_passiveper_1_1_1_1_に上昇する。	크리티컬율 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​อัต​ราค​ริ​ติ​คอ​ล​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
61102008	2				11:gift_icon_63102008	110200802	1			2	2007;2008;2003	1;5;7	1	机械秘术	機械秘術	Mecha Art	機械の秘術	머신 미스틱	กลไกลึกลับ	除PVP模式和协力战模式外，我方全体造成最终伤害提升_#passive_passiveper_1_1_1_1_	除PVP模式和協力戰模式外，我方全體造成最終傷害提升_#passive_passiveper_1_1_1_1_	In modes other than PvP and Invasion, increases all allied units' Final DMG dealt by _#passive_passiveper_1_1_1_1_.	PVPモードと協同作戦モード以外では、味方全体の最終ダメージ＋_#passive_passiveper_1_1_1_1_	PVP, 협력전을 제외한 모드에서, 아군 전체의 최종 대미지 +_#passive_passiveper_1_1_1_1_	นอกจาก​โหมด​ PVP​ และ​โหมด​ผนึก​กำลัง​แล้ว​ ฝ่าย​เรา​ทั้งหมด​จะ​สร้าง​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
62102008	2				11:gift_icon_63102008	110200802	2	110200802	1	2	2007;2008;2003	1;5;7	1	机械秘术	機械秘術	Mecha Art	機械の秘術	머신 미스틱	กลไกลึกลับ	最终伤害提升效果提升至_#passive_passiveper_1_1_1_1_	最終傷害提升效果提升至_#passive_passiveper_1_1_1_1_	Increases the Final DMG Boost effect to _#passive_passiveper_1_1_1_1_.	最終ダメージ増加効果が_#passive_passiveper_1_1_1_1_に上昇する。	최종 대미지 +_#passive_passiveper_1_1_1_1_	เอฟเฟกต์​เพิ่ม​ดา​เม​จ​สุดท้าย​เพิ่มขึ้น​เป็น​ _#passive_passiveper_1_1_1_1_​
