id	startDay	endDay	NextID	upType	upParam	upBuff	type	status
39	2022/10/17 05:00:00	2022/10/24 04:59:59	40	3	3	922003	2	1
40	2022/10/24 05:00:00	2022/10/31 04:59:59	41	2	4	922008	3	1
41	2022/10/31 05:00:00	2022/11/07 04:59:59	42	3	4	922005	4	1
42	2022/11/07 05:00:00	2022/11/14 04:59:59	43	2	1	922009	5	1
43	2022/11/14 05:00:00	2022/11/21 04:59:59	44	3	5	922004	6	1
44	2022/11/21 05:00:00	2022/11/28 04:59:59	45	3	1	922001	1	1
45	2022/11/28 05:00:00	2022/12/05 04:59:59	46	2	3	922006	2	1
46	2022/12/05 05:00:00	2022/12/12 04:59:59	47	3	2	922002	3	1
47	2022/12/12 05:00:00	2022/12/19 04:59:59	48	2	2	922007	4	1
48	2022/12/19 05:00:00	2022/12/26 04:59:59	49	3	3	922003	5	1
49	2022/12/26 05:00:00	2023/01/02 04:59:59	50	2	4	922008	6	1
50	2023/01/02 05:00:00	2023/01/09 04:59:59	51	3	4	922005	1	1
51	2023/01/09 05:00:00	2023/01/16 04:59:59	52	2	1	922009	2	1
52	2023/01/16 05:00:00	2023/01/23 04:59:59	53	3	5	922004	3	1
53	2023/01/23 05:00:00	2023/01/30 04:59:59	54	3	1	922001	4	1
54	2023/01/30 05:00:00	2023/02/06 04:59:59	55	2	3	922006	5	1
55	2023/02/06 05:00:00	2023/02/13 04:59:59	56	3	2	922002	6	1
56	2023/02/13 05:00:00	2023/02/20 04:59:59	57	2	2	922007	1	1
57	2023/02/20 05:00:00	2023/02/27 04:59:59	58	3	3	922003	2	1
58	2023/02/27 05:00:00	2023/03/06 04:59:59	59	2	4	922008	3	1
59	2023/03/06 05:00:00	2023/03/13 04:59:59	60	3	4	922005	4	1
60	2023/03/13 05:00:00	2023/03/20 04:59:59	61	2	1	922009	5	1
61	2023/03/20 05:00:00	2023/03/27 04:59:59	62	3	5	922004	6	1
62	2023/03/27 05:00:00	2023/04/03 04:59:59	63	3	1	922001	1	1
63	2023/04/03 05:00:00	2023/04/10 04:59:59	64	2	3	922006	2	1
64	2023/04/10 05:00:00	2023/04/17 04:59:59	65	3	2	922002	3	1
65	2023/04/17 05:00:00	2023/04/24 04:59:59	66	2	2	922007	4	1
66	2023/04/24 05:00:00	2023/05/01 04:59:59	67	3	3	922003	5	1
67	2023/05/01 05:00:00	2023/05/08 04:59:59	68	2	4	922008	6	1
68	2023/05/08 05:00:00	2023/05/15 04:59:59	69	3	4	922005	1	1
69	2023/05/15 05:00:00	2023/05/22 04:59:59	70	2	1	922009	2	1
70	2023/05/22 05:00:00	2023/05/29 04:59:59	71	3	5	922004	3	1
71	2023/05/29 05:00:00	2023/06/05 04:59:59	72	3	1	922001	4	1
72	2023/06/05 05:00:00	2023/06/12 04:59:59	73	2	3	922006	5	1
73	2023/06/12 05:00:00	2023/06/19 04:59:59	74	3	2	922002	6	1
74	2023/06/19 05:00:00	2023/06/26 04:59:59	75	2	2	922007	1	1
75	2023/06/26 05:00:00	2023/07/03 04:59:59	76	3	3	922003	2	1
76	2023/07/03 05:00:00	2023/07/10 04:59:59	77	2	4	922008	3	1
77	2023/07/10 05:00:00	2023/07/17 04:59:59	78	3	4	922005	4	1
78	2023/07/17 05:00:00	2023/07/24 04:59:59	79	2	1	922009	5	1
79	2023/07/24 05:00:00	2023/07/31 04:59:59	80	3	5	922004	6	1
80	2023/07/31 05:00:00	2023/08/07 04:59:59	81	3	1	922001	1	1
81	2023/08/07 05:00:00	2023/08/14 04:59:59	82	2	3	922006	2	1
82	2023/08/14 05:00:00	2023/08/21 04:59:59	83	3	2	922002	3	1
83	2023/08/21 05:00:00	2023/08/28 04:59:59	84	2	2	922007	4	1
84	2023/08/28 05:00:00	2023/09/04 04:59:59	85	3	3	922003	5	1
85	2023/09/04 05:00:00	2023/09/11 04:59:59	86	2	4	922008	6	1
86	2023/09/11 05:00:00	2023/09/18 04:59:59	87	3	4	922005	1	1
87	2023/09/18 05:00:00	2023/09/25 04:59:59	88	2	1	922009	2	1
88	2023/09/25 05:00:00	2023/10/02 04:59:59	89	3	5	922004	3	1
89	2023/10/02 05:00:00	2023/10/09 04:59:59	90	3	1	922001	4	1
90	2023/10/09 05:00:00	2023/10/16 04:59:59	91	2	3	922006	5	1
91	2023/10/16 05:00:00	2023/10/23 04:59:59	92	3	2	922002	6	1
92	2023/10/23 05:00:00	2023/10/30 04:59:59	93	2	2	922007	1	1
93	2023/10/30 05:00:00	2023/11/06 04:59:59	94	3	3	922003	2	1
94	2023/11/06 05:00:00	2023/11/13 04:59:59	95	2	4	922008	3	1
95	2023/11/13 05:00:00	2023/11/20 04:59:59	96	3	4	922005	4	1
96	2023/11/20 05:00:00	2023/11/27 04:59:59	97	2	1	922009	5	1
97	2023/11/27 05:00:00	2023/12/04 04:59:59	98	3	5	922004	6	1
98	2023/12/04 05:00:00	2023/12/11 04:59:59	99	3	1	922001	1	1
99	2023/12/11 05:00:00	2023/12/18 04:59:59	100	2	3	922006	2	1
100	2023/12/18 05:00:00	2023/12/25 04:59:59	101	3	2	922002	3	1
101	2023/12/25 05:00:00	2024/01/01 04:59:59	102	2	2	922007	4	1
102	2024/01/01 05:00:00	2024/01/08 04:59:59	103	3	3	922003	5	1
103	2024/01/08 05:00:00	2024/01/15 04:59:59	104	2	4	922008	6	1
104	2024/01/15 05:00:00	2024/01/22 04:59:59	105	3	4	922005	1	1
105	2024/01/22 05:00:00	2024/01/29 04:59:59	106	2	1	922009	2	1
106	2024/01/29 05:00:00	2024/02/05 04:59:59	107	3	5	922004	3	1
107	2024/02/05 05:00:00	2024/02/12 04:59:59	108	3	1	922001	4	1
108	2024/02/12 05:00:00	2024/02/19 04:59:59	109	2	3	922006	5	1
109	2024/02/19 05:00:00	2024/02/26 04:59:59	110	3	2	922002	6	1
110	2024/02/26 05:00:00	2024/03/04 04:59:59	111	2	2	922007	1	1
111	2024/03/04 05:00:00	2024/03/11 04:59:59	112	3	3	922003	2	1
112	2024/03/11 05:00:00	2024/03/18 04:59:59	113	2	4	922008	3	1
113	2024/03/18 05:00:00	2024/03/25 04:59:59	114	3	4	922005	4	1
114	2024/03/25 05:00:00	2024/04/01 04:59:59	115	2	1	922009	5	1
115	2024/04/01 05:00:00	2024/04/08 04:59:59	116	3	5	922004	6	1
116	2024/04/08 05:00:00	2024/04/15 04:59:59	117	3	1	922001	1	1
117	2024/04/15 05:00:00	2024/04/22 04:59:59	118	2	3	922006	2	1
118	2024/04/22 05:00:00	2024/04/29 04:59:59	119	3	2	922002	3	1
119	2024/04/29 05:00:00	2024/05/06 04:59:59	120	2	2	922007	4	1
120	2024/05/06 05:00:00	2024/05/13 04:59:59	121	3	3	922003	5	1
121	2024/05/13 05:00:00	2024/05/20 04:59:59	122	2	4	922008	6	1
122	2024/05/20 05:00:00	2024/05/27 04:59:59	123	3	4	922005	1	1
123	2024/05/27 05:00:00	2024/06/03 04:59:59	124	2	1	922009	2	1
124	2024/06/03 05:00:00	2024/06/10 04:59:59	125	3	5	922004	3	1
125	2024/06/10 05:00:00	2024/06/17 04:59:59	126	3	1	922001	4	1
126	2024/06/17 05:00:00	2024/06/24 04:59:59	127	2	3	922006	5	1
127	2024/06/24 05:00:00	2024/07/01 04:59:59	128	3	2	922002	6	1
128	2024/07/01 05:00:00	2024/07/08 04:59:59	129	2	2	922007	1	1
129	2024/07/08 05:00:00	2024/07/15 04:59:59	130	3	3	922003	2	1
130	2024/07/15 05:00:00	2024/07/22 04:59:59	131	2	4	922008	3	1
131	2024/07/22 05:00:00	2024/07/29 04:59:59	132	3	4	922005	4	1
132	2024/07/29 05:00:00	2024/08/05 04:59:59	133	2	1	922009	5	1
133	2024/08/05 05:00:00	2024/08/12 04:59:59	134	3	5	922004	6	1
134	2024/08/12 05:00:00	2024/08/19 04:59:59	135	3	1	922001	1	1
135	2024/08/19 05:00:00	2024/08/26 04:59:59	136	2	3	922006	2	1
136	2024/08/26 05:00:00	2024/09/02 04:59:59	137	3	2	922002	3	1
137	2024/09/02 05:00:00	2024/09/09 04:59:59	138	2	2	922007	4	1
138	2024/09/09 05:00:00	2024/09/16 04:59:59	139	3	3	922003	5	1
139	2024/09/16 05:00:00	2024/09/23 04:59:59	140	2	4	922008	6	1
140	2024/09/23 05:00:00	2024/09/30 04:59:59	141	3	4	922005	1	1
141	2024/09/30 05:00:00	2024/10/07 04:59:59	142	2	1	922009	2	1
142	2024/10/07 05:00:00	2024/10/14 04:59:59	143	3	5	922004	3	1
143	2024/10/14 05:00:00	2024/10/21 04:59:59	144	3	1	922001	4	1
144	2024/10/21 05:00:00	2024/10/28 04:59:59	145	2	3	922006	5	1
145	2024/10/28 05:00:00	2024/11/04 04:59:59	146	3	2	922002	6	1
146	2024/11/04 05:00:00	2024/11/11 04:59:59	147	2	2	922007	1	1
147	2024/11/11 05:00:00	2024/11/18 04:59:59	148	3	3	922003	2	1
148	2024/11/18 05:00:00	2024/11/25 04:59:59	149	2	4	922008	3	1
149	2024/11/25 05:00:00	2024/12/02 04:59:59	150	3	4	922005	4	1
150	2024/12/02 05:00:00	2024/12/09 04:59:59	151	2	1	922009	5	1
151	2024/12/09 05:00:00	2024/12/16 04:59:59	152	3	5	922004	6	1
152	2024/12/16 05:00:00	2024/12/23 04:59:59	153	3	1	922001	1	1
153	2024/12/23 05:00:00	2024/12/30 04:59:59	154	2	3	922006	2	1
154	2024/12/30 05:00:00	2025/01/06 04:59:59	155	3	2	922002	3	1
155	2025/01/06 05:00:00	2025/01/13 04:59:59	156	2	2	922007	4	1
156	2025/01/13 05:00:00	2025/01/20 04:59:59	157	3	3	922003	5	1
157	2025/01/20 05:00:00	2025/01/27 04:59:59	158	2	4	922008	6	1
158	2025/01/27 05:00:00	2025/02/03 04:59:59	159	3	4	922005	1	1
159	2025/02/03 05:00:00	2025/02/10 04:59:59	160	2	1	922009	2	1
160	2025/02/10 05:00:00	2025/02/17 04:59:59	161	3	5	922004	3	1
161	2025/02/17 05:00:00	2025/02/24 04:59:59	162	3	1	922001	4	1
162	2025/02/24 05:00:00	2025/03/03 04:59:59	163	2	3	922006	5	1
163	2025/03/03 05:00:00	2025/03/10 04:59:59	164	3	2	922002	6	1
164	2025/03/10 05:00:00	2025/03/17 04:59:59	165	2	2	922007	1	1
165	2025/03/17 05:00:00	2025/03/24 04:59:59	166	3	3	922003	2	1
166	2025/03/24 05:00:00	2025/03/31 04:59:59	167	2	4	922008	3	1
167	2025/03/31 05:00:00	2025/04/07 04:59:59	168	3	4	922005	4	1
168	2025/04/07 05:00:00	2025/04/14 04:59:59	169	2	1	922009	5	1
169	2025/04/14 05:00:00	2025/04/21 04:59:59	170	3	5	922004	6	1
170	2025/04/21 05:00:00	2025/04/28 04:59:59	171	3	1	922001	1	1
171	2025/04/28 05:00:00	2025/05/05 04:59:59	172	2	3	922006	2	1
172	2025/05/05 05:00:00	2025/05/12 04:59:59	173	3	2	922002	3	1
173	2025/05/12 05:00:00	2025/05/19 04:59:59	174	2	2	922007	4	1
174	2025/05/19 05:00:00	2025/05/26 04:59:59	175	3	3	922003	5	1
175	2025/05/26 05:00:00	2025/06/02 04:59:59	176	2	4	922008	6	1
176	2025/06/02 05:00:00	2025/06/09 04:59:59	177	3	4	922005	1	1
177	2025/06/09 05:00:00	2025/06/16 04:59:59	178	2	1	922009	2	1
178	2025/06/16 05:00:00	2025/06/23 04:59:59	179	3	5	922004	3	1
179	2025/06/23 05:00:00	2025/06/30 04:59:59	180	3	1	922001	4	1
180	2025/06/30 05:00:00	2025/07/07 04:59:59	181	2	3	922006	5	1
181	2025/07/07 05:00:00	2025/07/14 04:59:59	182	3	2	922002	6	1
182	2025/07/14 05:00:00	2025/07/21 04:59:59	183	2	2	922007	1	1
183	2025/07/21 05:00:00	2025/07/28 04:59:59	184	3	3	922003	2	1
184	2025/07/28 05:00:00	2025/08/04 04:59:59	185	2	4	922008	3	1
185	2025/08/04 05:00:00	2025/08/11 04:59:59	186	3	4	922005	4	1
186	2025/08/11 05:00:00	2025/08/18 04:59:59	187	2	1	922009	5	1
187	2025/08/18 05:00:00	2025/08/25 04:59:59	188	3	5	922004	6	1
188	2025/08/25 05:00:00	2025/09/01 04:59:59	189	3	1	922001	1	1
189	2025/09/01 05:00:00	2025/09/08 04:59:59	190	2	3	922006	2	1
190	2025/09/08 05:00:00	2025/09/15 04:59:59	191	3	2	922002	3	1
191	2025/09/15 05:00:00	2025/09/22 04:59:59	192	2	2	922007	4	1
192	2025/09/22 05:00:00	2025/09/29 04:59:59	193	3	3	922003	5	1
193	2025/09/29 05:00:00	2025/10/06 04:59:59	194	2	4	922008	6	1
194	2025/10/06 05:00:00	2025/10/13 04:59:59	195	3	4	922005	1	1
195	2025/10/13 05:00:00	2025/10/20 04:59:59	196	2	1	922009	2	1
196	2025/10/20 05:00:00	2025/10/27 04:59:59	197	3	5	922004	3	1
197	2025/10/27 05:00:00	2025/11/03 04:59:59	198	3	1	922001	4	1
198	2025/11/03 05:00:00	2025/11/10 04:59:59	199	2	3	922006	5	1
199	2025/11/10 05:00:00	2025/11/17 04:59:59	200	3	2	922002	6	1
200	2025/11/17 05:00:00	2025/11/24 04:59:59	201	2	2	922007	1	1
201	2025/11/24 05:00:00	2025/12/01 04:59:59	202	3	3	922003	2	1
202	2025/12/01 05:00:00	2025/12/08 04:59:59	203	2	4	922008	3	1
203	2025/12/08 05:00:00	2025/12/15 04:59:59	204	3	4	922005	4	1
204	2025/12/15 05:00:00	2025/12/22 04:59:59	205	2	1	922009	5	1
205	2025/12/22 05:00:00	2025/12/29 04:59:59	206	3	5	922004	6	1
206	2025/12/29 05:00:00	2026/01/05 04:59:59	207	3	1	922001	1	1
207	2026/01/05 05:00:00	2026/01/12 04:59:59	208	2	3	922006	2	1
208	2026/01/12 05:00:00	2026/01/19 04:59:59	209	3	2	922002	3	1
209	2026/01/19 05:00:00	2026/01/26 04:59:59	210	2	2	922007	4	1
210	2026/01/26 05:00:00	2026/02/02 04:59:59	211	3	3	922003	5	1
211	2026/02/02 05:00:00	2026/02/09 04:59:59	212	2	4	922008	6	1
212	2026/02/09 05:00:00	2026/02/16 04:59:59	213	3	4	922005	1	1
213	2026/02/16 05:00:00	2026/02/23 04:59:59	214	2	1	922009	2	1
214	2026/02/23 05:00:00	2026/03/02 04:59:59	215	3	5	922004	3	1
215	2026/03/02 05:00:00	2026/03/09 04:59:59	216	3	1	922001	4	1
216	2026/03/09 05:00:00	2026/03/16 04:59:59	217	2	3	922006	5	1
217	2026/03/16 05:00:00	2026/03/23 04:59:59	218	3	2	922002	6	1
218	2026/03/23 05:00:00	2026/03/30 04:59:59	219	2	2	922007	1	1
219	2026/03/30 05:00:00	2026/04/06 04:59:59	220	3	3	922003	2	1
220	2026/04/06 05:00:00	2026/04/13 04:59:59	221	2	4	922008	3	1
221	2026/04/13 05:00:00	2026/04/20 04:59:59	222	3	4	922005	4	1
222	2026/04/20 05:00:00	2026/04/27 04:59:59	223	2	1	922009	5	1
223	2026/04/27 05:00:00	2026/05/04 04:59:59	224	3	5	922004	6	1
224	2026/05/04 05:00:00	2026/05/11 04:59:59	225	3	1	922001	1	1
225	2026/05/11 05:00:00	2026/05/18 04:59:59	226	2	3	922006	2	1
226	2026/05/18 05:00:00	2026/05/25 04:59:59	227	3	2	922002	3	1
227	2026/05/25 05:00:00	2026/06/01 04:59:59	228	2	2	922007	4	1
228	2026/06/01 05:00:00	2026/06/08 04:59:59	229	3	3	922003	5	1
229	2026/06/08 05:00:00	2026/06/15 04:59:59	230	2	4	922008	6	1
230	2026/06/15 05:00:00	2026/06/22 04:59:59	231	3	4	922005	1	1
231	2026/06/22 05:00:00	2026/06/29 04:59:59	232	2	1	922009	2	1
232	2026/06/29 05:00:00	2026/07/06 04:59:59	233	3	5	922004	3	1
233	2026/07/06 05:00:00	2026/07/13 04:59:59	234	3	1	922001	4	1
234	2026/07/13 05:00:00	2026/07/20 04:59:59	235	2	3	922006	5	1
235	2026/07/20 05:00:00	2026/07/27 04:59:59	236	3	2	922002	6	1
236	2026/07/27 05:00:00	2026/08/03 04:59:59	237	2	2	922007	1	1
237	2026/08/03 05:00:00	2026/08/10 04:59:59	238	3	3	922003	2	1
238	2026/08/10 05:00:00	2026/08/17 04:59:59	239	2	4	922008	3	1
239	2026/08/17 05:00:00	2026/08/24 04:59:59	240	3	4	922005	4	1
240	2026/08/24 05:00:00	2026/08/31 04:59:59	241	2	1	922009	5	1
241	2026/08/31 05:00:00	2026/09/07 04:59:59	242	3	5	922004	6	1
242	2026/09/07 05:00:00	2026/09/14 04:59:59	243	3	1	922001	1	1
243	2026/09/14 05:00:00	2026/09/21 04:59:59	244	2	3	922006	2	1
244	2026/09/21 05:00:00	2026/09/28 04:59:59	245	3	2	922002	3	1
245	2026/09/28 05:00:00	2026/10/05 04:59:59	246	2	2	922007	4	1
246	2026/10/05 05:00:00	2026/10/12 04:59:59	247	3	3	922003	5	1
247	2026/10/12 05:00:00	2026/10/19 04:59:59	248	2	4	922008	6	1
248	2026/10/19 05:00:00	2026/10/26 04:59:59	249	3	4	922005	1	1
249	2026/10/26 05:00:00	2026/11/02 04:59:59	250	2	1	922009	2	1
250	2026/11/02 05:00:00	2026/11/09 04:59:59	251	3	5	922004	3	1
251	2026/11/09 05:00:00	2026/11/16 04:59:59	252	3	1	922001	4	1
252	2026/11/16 05:00:00	2026/11/23 04:59:59	253	2	3	922006	5	1
253	2026/11/23 05:00:00	2026/11/30 04:59:59	254	3	2	922002	6	1
254	2026/11/30 05:00:00	2026/12/07 04:59:59	255	2	2	922007	1	1
255	2026/12/07 05:00:00	2026/12/14 04:59:59	256	3	3	922003	2	1
256	2026/12/14 05:00:00	2026/12/21 04:59:59	257	2	4	922008	3	1
257	2026/12/21 05:00:00	2026/12/28 04:59:59	258	3	4	922005	4	1
258	2026/12/28 05:00:00	2027/01/04 04:59:59	259	2	1	922009	5	1
259	2027/01/04 05:00:00	2027/01/11 04:59:59	260	3	5	922004	6	1
260	2027/01/11 05:00:00	2027/01/18 04:59:59	261	3	1	922001	1	1
261	2027/01/18 05:00:00	2027/01/25 04:59:59	262	2	3	922006	2	1
262	2027/01/25 05:00:00	2027/02/01 04:59:59	263	3	2	922002	3	1
263	2027/02/01 05:00:00	2027/02/08 04:59:59	264	2	2	922007	4	1
264	2027/02/08 05:00:00	2027/02/15 04:59:59	265	3	3	922003	5	1
265	2027/02/15 05:00:00	2027/02/22 04:59:59	266	2	4	922008	6	1
266	2027/02/22 05:00:00	2027/03/01 04:59:59	267	3	4	922005	1	1
267	2027/03/01 05:00:00	2027/03/08 04:59:59	268	2	1	922009	2	1
268	2027/03/08 05:00:00	2027/03/15 04:59:59	269	3	5	922004	3	1
269	2027/03/15 05:00:00	2027/03/22 04:59:59	270	3	1	922001	4	1
270	2027/03/22 05:00:00	2027/03/29 04:59:59	271	2	3	922006	5	1
271	2027/03/29 05:00:00	2027/04/05 04:59:59	272	3	2	922002	6	1
272	2027/04/05 05:00:00	2027/04/12 04:59:59	273	2	2	922007	1	1
273	2027/04/12 05:00:00	2027/04/19 04:59:59	274	3	3	922003	2	1
274	2027/04/19 05:00:00	2027/04/26 04:59:59	275	2	4	922008	3	1
275	2027/04/26 05:00:00	2027/05/03 04:59:59	276	3	4	922005	4	1
276	2027/05/03 05:00:00	2027/05/10 04:59:59	277	2	1	922009	5	1
277	2027/05/10 05:00:00	2027/05/17 04:59:59	278	3	5	922004	6	1
278	2027/05/17 05:00:00	2027/05/24 04:59:59	279	3	1	922001	1	1
279	2027/05/24 05:00:00	2027/05/31 04:59:59	280	2	3	922006	2	1
280	2027/05/31 05:00:00	2027/06/07 04:59:59	281	3	2	922002	3	1
281	2027/06/07 05:00:00	2027/06/14 04:59:59	282	2	2	922007	4	1
282	2027/06/14 05:00:00	2027/06/21 04:59:59	283	3	3	922003	5	1
283	2027/06/21 05:00:00	2027/06/28 04:59:59	284	2	4	922008	6	1
284	2027/06/28 05:00:00	2027/07/05 04:59:59	285	3	4	922005	1	1
285	2027/07/05 05:00:00	2027/07/12 04:59:59	286	2	1	922009	2	1
286	2027/07/12 05:00:00	2027/07/19 04:59:59	287	3	5	922004	3	1
287	2027/07/19 05:00:00	2027/07/26 04:59:59	288	3	1	922001	4	1
288	2027/07/26 05:00:00	2027/08/02 04:59:59	289	2	3	922006	5	1
289	2027/08/02 05:00:00	2027/08/09 04:59:59	290	3	2	922002	6	1
290	2027/08/09 05:00:00	2027/08/16 04:59:59	291	2	2	922007	1	1
291	2027/08/16 05:00:00	2027/08/23 04:59:59	292	3	3	922003	2	1
292	2027/08/23 05:00:00	2027/08/30 04:59:59	293	2	4	922008	3	1
293	2027/08/30 05:00:00	2027/09/06 04:59:59	294	3	4	922005	4	1
294	2027/09/06 05:00:00	2027/09/13 04:59:59	295	2	1	922009	5	1
295	2027/09/13 05:00:00	2027/09/20 04:59:59	296	3	5	922004	6	1
296	2027/09/20 05:00:00	2027/09/27 04:59:59	297	3	1	922001	1	1
297	2027/09/27 05:00:00	2027/10/04 04:59:59	298	2	3	922006	2	1
298	2027/10/04 05:00:00	2027/10/11 04:59:59	299	3	2	922002	3	1
299	2027/10/11 05:00:00	2027/10/18 04:59:59	300	2	2	922007	4	1
300	2027/10/18 05:00:00	2027/10/25 04:59:59	301	3	3	922003	5	1
301	2027/10/25 05:00:00	2027/11/01 04:59:59	302	2	4	922008	6	1
302	2027/11/01 05:00:00	2027/11/08 04:59:59	303	3	4	922005	1	1
303	2027/11/08 05:00:00	2027/11/15 04:59:59	304	2	1	922009	2	1
304	2027/11/15 05:00:00	2027/11/22 04:59:59	305	3	5	922004	3	1
305	2027/11/22 05:00:00	2027/11/29 04:59:59	306	3	1	922001	4	1
306	2027/11/29 05:00:00	2027/12/06 04:59:59	307	2	3	922006	5	1
307	2027/12/06 05:00:00	2027/12/13 04:59:59	308	3	2	922002	6	1
308	2027/12/13 05:00:00	2027/12/20 04:59:59	309	2	2	922007	1	1
309	2027/12/20 05:00:00	2027/12/27 04:59:59	310	3	3	922003	2	1
310	2027/12/27 05:00:00	2028/01/03 04:59:59	311	2	4	922008	3	1
311	2028/01/03 05:00:00	2028/01/10 04:59:59	312	3	4	922005	4	1
312	2028/01/10 05:00:00	2028/01/17 04:59:59	313	2	1	922009	5	1
313	2028/01/17 05:00:00	2028/01/24 04:59:59	314	3	5	922004	6	1
314	2028/01/24 05:00:00	2028/01/31 04:59:59	315	3	1	922001	1	1
315	2028/01/31 05:00:00	2028/02/07 04:59:59	316	2	3	922006	2	1
316	2028/02/07 05:00:00	2028/02/14 04:59:59	317	3	2	922002	3	1
317	2028/02/14 05:00:00	2028/02/21 04:59:59	318	2	2	922007	4	1
318	2028/02/21 05:00:00	2028/02/28 04:59:59	319	3	3	922003	5	1
319	2028/02/28 05:00:00	2028/03/06 04:59:59	320	2	4	922008	6	1
320	2028/03/06 05:00:00	2028/03/13 04:59:59	321	3	4	922005	1	1
321	2028/03/13 05:00:00	2028/03/20 04:59:59	322	2	1	922009	2	1
322	2028/03/20 05:00:00	2028/03/27 04:59:59	323	3	5	922004	3	1
323	2028/03/27 05:00:00	2028/04/03 04:59:59	324	3	1	922001	4	1
324	2028/04/03 05:00:00	2028/04/10 04:59:59	325	2	3	922006	5	1
325	2028/04/10 05:00:00	2028/04/17 04:59:59	326	3	2	922002	6	1
326	2028/04/17 05:00:00	2028/04/24 04:59:59	327	2	2	922007	1	1
327	2028/04/24 05:00:00	2028/05/01 04:59:59	328	3	3	922003	2	1
328	2028/05/01 05:00:00	2028/05/08 04:59:59	329	2	4	922008	3	1
329	2028/05/08 05:00:00	2028/05/15 04:59:59	330	3	4	922005	4	1
330	2028/05/15 05:00:00	2028/05/22 04:59:59	331	2	1	922009	5	1
331	2028/05/22 05:00:00	2028/05/29 04:59:59	332	3	5	922004	6	1
332	2028/05/29 05:00:00	2028/06/05 04:59:59	333	3	1	922001	1	1
333	2028/06/05 05:00:00	2028/06/12 04:59:59	334	2	3	922006	2	1
334	2028/06/12 05:00:00	2028/06/19 04:59:59	335	3	2	922002	3	1
335	2028/06/19 05:00:00	2028/06/26 04:59:59	336	2	2	922007	4	1
336	2028/06/26 05:00:00	2028/07/03 04:59:59	337	3	3	922003	5	1
337	2028/07/03 05:00:00	2028/07/10 04:59:59	338	2	4	922008	6	1
338	2028/07/10 05:00:00	2028/07/17 04:59:59	339	3	4	922005	1	1
339	2028/07/17 05:00:00	2028/07/24 04:59:59	340	2	1	922009	2	1
