id	type	storey	monsteType	nextLevel	unlockNum	exp	cardExp	costItem	costNum	costNumLose	proposalLevel	SceneId	rounds	roleNun	battleRules	unlockItem	unlockItemNum	powerTeamMin	repeatButton	powerRatioTeamID	rewardGroupId	replayButton	restartBattleBtn	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	effect	effect_zh_TW	effect_en_UK	effect_ja_JP	effect_ko_KR	effect_th_TH
610037	1	37	1	610038	610036	0	0	0	0	0	63800	10809	6	4	1	0	0	110900	2	14	101	1	1	1	中枢37层	中樞37層	Hub Floor 37	中枢37層	훈련 허브 37층	ศูนย์กลางชั้น 37						
610038	1	38	1	610039	610037	0	0	0	0	0	65300	10809	6	4	1	0	0	112600	2	14	101	1	1	1	中枢38层	中樞38層	Hub Floor 38	中枢38層	훈련 허브 38층	ศูนย์กลางชั้น 38						
610039	1	39	1	610040	610038	0	0	0	0	0	66800	10809	6	4	1	0	0	112800	2	14	101	1	1	1	中枢39层	中樞39層	Hub Floor 39	中枢39層	훈련 허브 39층	ศูนย์กลางชั้น 39						
610040	1	40	2	610041	610039	0	0	0	0	0	68800	10809	6	4	1	0	0	114300	2	14	101	1	1	1	中枢40层	中樞40層	Hub Floor 40	中枢40層	훈련 허브 40층	ศูนย์กลางชั้น 40	<color=#66b032>关卡说明：</color>敌方会将自身生命值转换为【护盾】	<color=#66b032>關卡說明：</color>敵方會將自身生命值轉換為【護盾】	<color=#66b032>Stage Details:</color> Enemies will convert their HP into Shields.	<color=#66b032>ステージ説明：</color>敵は自身のHPを【シールド】に転換する。	<color=#66b032>스테이지 안내: </color>적이 자신의 HP를 [실드]로 전환합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​จะ​เปลี่ยน​ค่า​ HP​ เป็น​ [​โล่​ป้องกัน​]​
610041	1	41	1	610042	610040	0	0	0	0	0	68800	15309	6	4	1	0	0	116200	2	14	101	1	1	1	中枢41层	中樞41層	Hub Floor 41	中枢41層	훈련 허브 41층	ศูนย์กลางชั้น 41	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610042	1	42	1	610043	610041	0	0	0	0	0	69800	15309	6	4	1	0	0	116200	2	14	101	1	1	1	中枢42层	中樞42層	Hub Floor 42	中枢42層	훈련 허브 42층	ศูนย์กลางชั้น 42	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610043	1	43	1	610044	610042	0	0	0	0	0	71300	15309	6	4	1	0	0	117500	2	14	101	1	1	1	中枢43层	中樞43層	Hub Floor 43	中枢43層	훈련 허브 43층	ศูนย์กลางชั้น 43	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610044	1	44	1	610045	610043	0	0	0	0	0	72800	15309	6	4	1	0	0	117700	2	14	101	1	1	1	中枢44层	中樞44層	Hub Floor 44	中枢44層	훈련 허브 44층	ศูนย์กลางชั้น 44	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610045	1	45	2	610046	610044	0	0	0	0	0	74800	15309	6	4	1	0	0	122700	2	14	101	1	1	1	中枢45层	中樞45層	Hub Floor 45	中枢45層	훈련 허브 45층	ศูนย์กลางชั้น 45	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610046	1	46	1	610047	610045	0	0	0	0	0	74800	13209	8	4	1	0	0	128000	2	14	101	1	1	1	中枢46层	中樞46層	Hub Floor 46	中枢46層	훈련 허브 46층	ศูนย์กลางชั้น 46						
610047	1	47	1	610048	610046	0	0	0	0	0	75800	13209	8	4	1	0	0	128000	2	14	101	1	1	1	中枢47层	中樞47層	Hub Floor 47	中枢47層	훈련 허브 47층	ศูนย์กลางชั้น 47						
610048	1	48	1	610049	610047	0	0	0	0	0	77300	13209	8	4	1	0	0	129600	2	14	101	1	1	1	中枢48层	中樞48層	Hub Floor 48	中枢48層	훈련 허브 48층	ศูนย์กลางชั้น 48						
610049	1	49	1	610050	610048	0	0	0	0	0	78800	13209	8	4	1	0	0	129400	2	14	101	1	1	1	中枢49层	中樞49層	Hub Floor 49	中枢49層	훈련 허브 49층	ศูนย์กลางชั้น 49						
610050	1	50	2	610051	610049	0	0	0	0	0	80800	13209	8	4	1	0	0	129000	2	14	101	1	1	1	中枢50层	中樞50層	Hub Floor 50	中枢50層	훈련 허브 50층	ศูนย์กลางชั้น 50	<color=#66b032>关卡说明：</color>BOSS会对我方施加【诅咒】	<color=#66b032>關卡說明：</color>BOSS會對我方施加【詛咒】	<color=#66b032>Stage Details:</color> The Boss will Curse all allies.	<color=#66b032>ステージ説明：</color>BOSSは味方に【呪詛】を与える。	<color=#66b032>스테이지 안내</color>: 보스가 아군에게 [저주]를 합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ บอส​จะ​ติด​เอฟเฟกต์​ [​คำสาป​]​ ใส่​ฝ่าย​เรา​
610051	1	51	1	610052	610050	0	0	0	0	0	80800	10809	6	4	1	0	0	142400	2	14	101	1	1	1	中枢51层	中樞51層	Hub Floor 51	中枢51層	훈련 허브 51층	ศูนย์กลางชั้น 51						
610052	1	52	1	610053	610051	0	0	0	0	0	81800	10809	6	4	1	0	0	144100	2	14	101	1	1	1	中枢52层	中樞52層	Hub Floor 52	中枢52層	훈련 허브 52층	ศูนย์กลางชั้น 52						
610053	1	53	1	610054	610052	0	0	0	0	0	82800	10809	6	4	1	0	0	146200	2	14	101	1	1	1	中枢53层	中樞53層	Hub Floor 53	中枢53層	훈련 허브 53층	ศูนย์กลางชั้น 53						
610054	1	54	1	610055	610053	0	0	0	0	0	83800	10809	6	4	1	0	0	148000	2	14	101	1	1	1	中枢54层	中樞54層	Hub Floor 54	中枢54層	훈련 허브 54층	ศูนย์กลางชั้น 54						
610055	1	55	2	610056	610054	0	0	0	0	0	85300	10809	6	4	1	0	0	145400	2	14	101	1	1	1	中枢55层	中樞55層	Hub Floor 55	中枢55層	훈련 허브 55층	ศูนย์กลางชั้น 55	<color=#66b032>关卡说明：</color>敌方会将自身生命值转换为【护盾】	<color=#66b032>關卡說明：</color>敵方會將自身生命值轉換為【護盾】	<color=#66b032>Stage Details:</color> Enemies will convert their HP into Shields.	<color=#66b032>ステージ説明：</color>敵は自身のHPを【シールド】に転換する。	<color=#66b032>스테이지 안내: </color>적이 자신의 HP를 [실드]로 전환합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​จะ​เปลี่ยน​ค่า​ HP​ เป็น​ [​โล่​ป้องกัน​]​
610056	1	56	1	610057	610055	0	0	0	0	0	85300	15309	6	4	1	0	0	159800	2	14	101	1	1	1	中枢56层	中樞56層	Hub Floor 56	中枢56層	훈련 허브 56층	ศูนย์กลางชั้น 56	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610057	1	57	1	610058	610056	0	0	0	0	0	86300	15309	6	4	1	0	0	161600	2	14	101	1	1	1	中枢57层	中樞57層	Hub Floor 57	中枢57層	훈련 허브 57층	ศูนย์กลางชั้น 57	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610058	1	58	1	610059	610057	0	0	0	0	0	87300	15309	6	4	1	0	0	163300	2	14	101	1	1	1	中枢58层	中樞58層	Hub Floor 58	中枢58層	훈련 허브 58층	ศูนย์กลางชั้น 58	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610059	1	59	1	610060	610058	0	0	0	0	0	88300	15309	6	4	1	0	0	165400	2	14	101	1	1	1	中枢59层	中樞59層	Hub Floor 59	中枢59層	훈련 허브 59층	ศูนย์กลางชั้น 59	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610060	1	60	2	610061	610059	0	0	0	0	0	89800	15309	6	4	1	0	0	164400	2	14	101	1	1	1	中枢60层	中樞60層	Hub Floor 60	中枢60層	훈련 허브 60층	ศูนย์กลางชั้น 60	<color=#66b032>关卡说明：</color>敌方死亡时，会【召唤】一个友方助阵	<color=#66b032>關卡說明：</color>敵方死亡時，會【召喚】一個友方助陣	<color=#66b032>Stage Details:</color> When an enemy perishes, another enemy will be summoned to the battlefield.	<color=#66b032>ステージ説明：</color>敵が死亡する時、敵1体が【召喚】される。	<color=#66b032>스테이지 안내: </color>적 사망 시 지원군 하나를 [소환]합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ เมื่อ​ศัตรู​ตาย​จะ​ [​อัญเชิญ​]​ เพื่อน​ 1​ คน​ มา​ร่วม​ต่อสู้​
610061	1	61	1	610062	610060	0	0	0	0	0	89800	11009	6	4	1	0	0	182600	2	14	101	1	1	1	中枢61层	中樞61層	Hub Floor 61	中枢61層	훈련 허브 61층	ศูนย์กลางชั้น 61	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610062	1	62	1	610063	610061	0	0	0	0	0	90800	11009	6	4	1	0	0	186500	2	14	101	1	1	1	中枢62层	中樞62層	Hub Floor 62	中枢62層	훈련 허브 62층	ศูนย์กลางชั้น 62	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610063	1	63	1	610064	610062	0	0	0	0	0	91800	11009	6	4	1	0	0	190300	2	14	101	1	1	1	中枢63层	中樞63層	Hub Floor 63	中枢63層	훈련 허브 63층	ศูนย์กลางชั้น 63	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610064	1	64	1	610065	610063	0	0	0	0	0	92800	11009	6	4	1	0	0	194100	2	14	101	1	1	1	中枢64层	中樞64層	Hub Floor 64	中枢64層	훈련 허브 64층	ศูนย์กลางชั้น 64	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610065	1	65	2	610066	610064	0	0	0	0	0	94300	11009	6	4	1	0	0	192500	2	14	101	1	1	1	中枢65层	中樞65層	Hub Floor 65	中枢65層	훈련 허브 65층	ศูนย์กลางชั้น 65	<color=#66b032>关卡说明：</color>敌方受到破灭伤害提升，敌方暴击抵抗提升。	<color=#66b032>關卡說明：</color>敵方受到破滅傷害提升，敵方爆擊抵抗提升。	<color=#66b032>Stage Details:</color> Enemies take increased Dire DMG and have higher CRIT RES.	<color=#66b032>ステージ説明：</color>敵が受ける破滅ダメージアップ、会心回避率アップ。	<color=#66b032>스테이지 안내: </color>적에게 적용되는 파멸 대미지가 증가하고, 적의 크리티컬 저항이 증가합니다.	<color=#66b032>คำอธิบายด่าน:</color>​ ศัตรู​ได้รับ​ดา​เม​จ​ทำลายล้าง​เพิ่มขึ้น​ และ​เพิ่ม​ความ​ต้าน​ทา​นค​ริ​ติ​คอ​ล​ของ​ศัตรู​ขึ้น​
610066	1	66	1	610067	610065	0	0	0	0	0	94300	13209	8	4	1	0	0	212800	2	14	101	1	1	1	中枢66层	中樞66層	Hub Floor 66	中枢66層	훈련 허브 66층	ศูนย์กลางชั้น 66						
610067	1	67	1	610068	610066	0	0	0	0	0	95300	13209	8	4	1	0	0	217400	2	14	101	1	1	1	中枢67层	中樞67層	Hub Floor 67	中枢67層	훈련 허브 67층	ศูนย์กลางชั้น 67						
610068	1	68	1	610069	610067	0	0	0	0	0	96300	13209	8	4	1	0	0	221400	2	14	101	1	1	1	中枢68层	中樞68層	Hub Floor 68	中枢68層	훈련 허브 68층	ศูนย์กลางชั้น 68						
