groupId	condition	iconLight	iconDark	background	groupType	skipLevel	tipBoad	UpGroup	groupRewards	groupRewardsNum	boadReward	boadRewardNum	ruleId	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH
109	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1009	1004					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
110	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1010	1008					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·无音	黑霧之淵·無音	Misty Depths (Silence)	黒霧ノ淵・無音	흑안의 심연·무음	เหวหมอกมืด·เงียบงัน
111	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	6	1011	1009					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
113	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1013	1011					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·苦海	黑霧之淵·苦海	Misty Depths (Torture)	黒霧ノ淵・苦海	검은 안개의 심연·비터	เหวหมอกมืด·ทะเลทุกข์
114	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1014	1013					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
115	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1015	1014					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·阑珊	黑霧之淵·闌珊	Misty Depths (Owl-light)	黒霧ノ淵・薄明	흑안의 심연·난산	เหวหมอกมืด·แสงริบหรี่
116	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1016	1016					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·怒涛	黑霧之淵·怒濤	Misty Depths (Riptide)	黒霧ノ淵・怒涛	흑안의 심연·노도	เหวหมอกมืด·กระแสน้ำ
117	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1017	1017					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·急潮	黑霧之淵·急潮	Misty Depths (Surge)	黑雾ノ淵・急潮	흑안의 심연·급조	เหวหมอกมืด·น้ำเชี่ยว
201	2101010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	0	1001	1003					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·冰峰	黑霧之淵·冰峰	Misty Depths (Icepeaks)	黒霧ノ淵・氷峰	검은 안개의 심연·서리	เหวหมอกมืด·ยอดน้ำแข็ง
202	2102010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	0	1002	1006					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·永夜	黑霧之淵·永夜	Misty Depths (Evernight)	黒霧ノ淵・永夜	검은 안개의 심연·영원한 밤	เหวหมอกมืด·คืนนิรันดร์
203	2103010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	0	1003						6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·雾沼	黑霧之淵·霧沼	Misty Depths (Fogmarsh)	黒霧ノ淵・霧沼	검은 안개의 심연·안개의 늪	เหวหมอกมืด·บึงแห่งหมอก
204	2104010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	0	1004						6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
205	2105010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1005	1007					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·尘劫	黑霧之淵·塵劫	Misty Depths (Tribulation)	黒霧ノ淵・劫火	검은 안개의 심연·더스트	เหวหมอกมืด·เถ้าธุลี
206	2106010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1006	1015					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蝶变	黑霧之淵·蝶變	Misty Depths (Metamorphosis)	黒霧ノ淵・蝶変	검은 안개의 심연·버터플라이	เหวหมอกมืด·วัฏจักรผีเสื้อ
207	2107010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1007	1001					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·月食	黑霧之淵·月食	Misty Depths (Eclipse)	黒霧ノ淵・月蝕	검은 안개의 심연·이클립스	เหวหมอกมืด·กลืนจันทร์
208	2108010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1008	1002					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·野火	黑霧之淵·野火	Misty Depths (Wildfire)	黒霧ノ淵・野火	흑안의 심연·야화	เหวหมอกมืด·ไฟป่า
209	2109010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1009	1004					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
210	2110010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1010	1008					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·无音	黑霧之淵·無音	Misty Depths (Silence)	黒霧ノ淵・無音	흑안의 심연·무음	เหวหมอกมืด·เงียบงัน
211	2111010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1011	1009					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
213	2113010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1013	1011					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·苦海	黑霧之淵·苦海	Misty Depths (Torture)	黒霧ノ淵・苦海	검은 안개의 심연·비터	เหวหมอกมืด·ทะเลทุกข์
214	2114010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1014	1013					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
215	2115010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1015	1014					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·阑珊	黑霧之淵·闌珊	Misty Depths (Owl-light)	黒霧ノ淵・薄明	흑안의 심연·난산	เหวหมอกมืด·แสงริบหรี่
216	2116010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1016	1016					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·怒涛	黑霧之淵·怒濤	Misty Depths (Riptide)	黒霧ノ淵・怒涛	흑안의 심연·노도	เหวหมอกมืด·กระแสน้ำ
217	2117010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1017	1017					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·急潮	黑霧之淵·急潮	Misty Depths (Surge)	黑雾ノ淵・急潮	흑안의 심연·급조	เหวหมอกมืด·น้ำเชี่ยว
305	2205010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1005	1007					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·尘劫	黑霧之淵·塵劫	Misty Depths (Tribulation)	黒霧ノ淵・劫火	검은 안개의 심연·더스트	เหวหมอกมืด·เถ้าธุลี
306	2206010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1006	1015					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蝶变	黑霧之淵·蝶變	Misty Depths (Metamorphosis)	黒霧ノ淵・蝶変	검은 안개의 심연·버터플라이	เหวหมอกมืด·วัฏจักรผีเสื้อ
307	2207010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1007	1001					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·月食	黑霧之淵·月食	Misty Depths (Eclipse)	黒霧ノ淵・月蝕	검은 안개의 심연·이클립스	เหวหมอกมืด·กลืนจันทร์
308	2208010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1008	1002					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·野火	黑霧之淵·野火	Misty Depths (Wildfire)	黒霧ノ淵・野火	흑안의 심연·야화	เหวหมอกมืด·ไฟป่า
309	2209010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1009	1004					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
310	2210010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1010	1008					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·无音	黑霧之淵·無音	Misty Depths (Silence)	黒霧ノ淵・無音	흑안의 심연·무음	เหวหมอกมืด·เงียบงัน
311	2211010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1011	1009					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
313	2213010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1013	1011					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·苦海	黑霧之淵·苦海	Misty Depths (Torture)	黒霧ノ淵・苦海	검은 안개의 심연·비터	เหวหมอกมืด·ทะเลทุกข์
314	2214010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1014	1013					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·沉璧	黑霧之淵·沉璧	Misty Depths (Obscurity)	黒霧ノ淵・破離	흑안의 심연·침벽	เหวหมอกมืด·หยกก้นบึ้ง
315	2215010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1015	1014					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·阑珊	黑霧之淵·闌珊	Misty Depths (Owl-light)	黒霧ノ淵・薄明	흑안의 심연·난산	เหวหมอกมืด·แสงริบหรี่
316	2216010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1016	1016					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·怒涛	黑霧之淵·怒濤	Misty Depths (Riptide)	黒霧ノ淵・怒涛	흑안의 심연·노도	เหวหมอกมืด·กระแสน้ำ
317	2217010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1017	1017					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·急潮	黑霧之淵·急潮	Misty Depths (Surge)	黑雾ノ淵・急潮	흑안의 심연·급조	เหวหมอกมืด·น้ำเชี่ยว
118	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	6	1018	1018					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
218	2118010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1018	1018					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
318	2218010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1018	1018					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
119	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1019	1019					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·无音	黑霧之淵·無音	Misty Depths (Silence)	黒霧ノ淵・無音	흑안의 심연·무음	เหวหมอกมืด·เงียบงัน
219	2119010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1019	1019	6230057	1			6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·无音	黑霧之淵·無音	Misty Depths (Silence)	黒霧ノ淵・無音	흑안의 심연·무음	เหวหมอกมืด·เงียบงัน
319	2219010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1019	1019	6230056	1			6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·无音	黑霧之淵·無音	Misty Depths (Silence)	黒霧ノ淵・無音	흑안의 심연·무음	เหวหมอกมืด·เงียบงัน
120	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1020	1020					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
220	2120010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1020	1020	6230023	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
320	2220010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1020	1020	6230022	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
420	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1020	2005			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·失序	黑霧之淵·失序	Misty Depths (Disorder)	黒霧ノ淵・混沌	검은 안개의 심연·디소더	เหวหมอกมืด·สูญสมดุล
121	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1021	1021					6242	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
221	2121010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1021	1021	6230027	1			6242	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
321	2221010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1021	1021	6230026	1			6242	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
421	1001010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	1	0	1021	2008			3000002	20	6242	1	挑战	挑戰	Challenge	挑戦	도전	ความท้าทาย	黑雾之渊·无归	黑霧之淵·無歸	Misty Depths (Marooned)	黒霧ノ淵・不帰	검은 안개의 심연·논레페토	เหวหมอกมืด·ไร้ทางกลับ
122	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1022	1022					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·无眠	黑霧之淵·無眠	Misty Depths (Insomnia)	黒霧ノ淵・不眠	검은 안개의 심연·불면	เหวหมอกมืด·ขอบตาดำ
222	2122010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1022	1022					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·无眠	黑霧之淵·無眠	Misty Depths (Insomnia)	黒霧ノ淵・不眠	검은 안개의 심연·불면	เหวหมอกมืด·ขอบตาดำ
322	2222010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1022	1022					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·无眠	黑霧之淵·無眠	Misty Depths (Insomnia)	黒霧ノ淵・不眠	검은 안개의 심연·불면	เหวหมอกมืด·ขอบตาดำ
123	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1023	1023					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
223	2123010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1023	1023					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
323	2223010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1023	1023					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
124	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1024	1024					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·虚空	黑霧之淵·虛空	Misty Depths (Void)	黒霧ノ淵・虚空	흑안의 심연·허공	เหวหมอกมืด·สุญญากาศ
224	2124010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1024	1024					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·虚空	黑霧之淵·虛空	Misty Depths (Void)	黒霧ノ淵・虚空	흑안의 심연·허공	เหวหมอกมืด·สุญญากาศ
324	2224010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1024	1024					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·虚空	黑霧之淵·虛空	Misty Depths (Void)	黒霧ノ淵・虚空	흑안의 심연·허공	เหวหมอกมืด·สุญญากาศ
125	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	6	1025	1025					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
225	2125010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1025	1025					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
325	2225010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1025	1025					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·迷心	黑霧之淵·迷心	Misty Depths (Mindmaze)	黒霧ノ淵・迷心	검은 안개의 심연·미혹	เหวหมอกมืด·วงกตดวงใจ
126	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1026	1026					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
226	2126010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1026	1026					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
326	2226010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1026	1026					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·蜜罐	黑霧之淵·蜜罐	Misty Depths (Honeypot)	黒霧ノ淵・ハニーポット	검은 안개의 심연·허니	เหวหมอกมืด·โถน้ำผึ้ง
127	1001010	153:darkdream_tab_icon3	153:darkdream_tab_icon4	109:darkdream_bg_hard	0	9	1027	1027					6241	1	普通	普通	Normal	普通	일반	ทั่วไป	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
227	2127010	153:darkdream_tab_icon5	153:darkdream_tab_icon6	109:darkdream_bg_hrad3	0	6	1027	1027					6241	1	困难	困難	Hard	Hard	하드	ยาก	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
327	2227010	153:darkdream_tab_icon7	153:darkdream_tab_icon8	109:darkdream_bg_hrad2	0	6	1027	1027					6241	1	绝境	絕境	Abyssal	絶境	인페르노	วิกฤต	黑雾之渊·幻灭	黑霧之淵·幻滅	Misty Depths (Evanescence)	黒霧ノ淵・幻滅	흑안의 심연·환멸	เหวหมอกมืด·ดับสูญ
