Id,Stage,KillGuildExp,UiBanner,UiBannerBackground,UiBoss,UiBackground
12,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
13,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
14,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
15,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
16,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
17,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
18,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
19,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
20,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
21,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
22,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
23,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
24,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
25,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
26,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
27,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
28,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
29,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
30,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
31,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
32,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
33,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
34,"8001001,8001002,8001003,8001004,8001005,8001006,8001007,8001008,8001009,8001010,8001011,8001012,8001013,8001014,8001015,8001016,8001017,8001018,8001019,8001020,8001021,8001022,8001023,8001024,8001025,8001026,8001027,8001028,8001029,8001030,8001031,8001032,8001033,8001034,8001035,8001036,8001037,8001038,8001039,8001040,8001041,8001042,8001043,8001044,8001045,8001046,8001047,8001048,8001049,8001050","1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",ui_ghhd_boss_lihui,ui_ghhd_war_di_5,Spines/ui/GHSL_1_GHSL/role1/GHSL_1_GHSL_SkeletonData,ui_ghsl_di
