BuffId,Name,Des
4008,BuffName_4008,BuffDesc_4008
4009,BuffName_4009,BuffDesc_4009
4010,BuffName_4010,BuffDesc_4010
4011,BuffName_4011,BuffDesc_4011
4012,BuffName_4012,BuffDesc_4012
4013,BuffName_4013,BuffDesc_4013
4014,BuffName_4014,BuffDesc_4014
4015,BuffName_4015,BuffDesc_4015
4018,BuffName_4018,BuffDesc_4018
4019,BuffName_4019,BuffDesc_4019
40191,BuffName_40191,BuffDesc_40191
301302060,BuffName_301302060,BuffDesc_301302060
301300660,BuffName_301300660,BuffDesc_301300660
301300670,BuffName_301300670,BuffDesc_301300670
301301722,BuffName_301301722,BuffDesc_301301722
301402060,BuffName_301402060,BuffDesc_301402060
301402070,BuffName_301402070,BuffDesc_301402070
301601341,BuffName_301601341,BuffDesc_301601341
301603121,BuffName_301603121,BuffDesc_301603121
301603120,BuffName_301603120,BuffDesc_301603120
301613070,BuffName_301613070,BuffDesc_301613070
301402370,BuffName_301402370,BuffDesc_301402370
301402372,BuffName_301402372,BuffDesc_301402372
301500220,BuffName_301500220,BuffDesc_301500220
301601321,BuffName_301601321,BuffDesc_301601321
301601340,BuffName_301601340,BuffDesc_301601340
301401221,BuffName_301401221,BuffDesc_301401221
301401921,BuffName_301401921,BuffDesc_301401921
350017121,BuffName_350017121,BuffDesc_350017121
350015140,BuffName_350015140,BuffDesc_350015140
350015142,BuffName_350015142,BuffDesc_350015142
350014133,BuffName_350014133,BuffDesc_350014133
350014223,BuffName_350014223,BuffDesc_350014223
350014233,BuffName_350014233,BuffDesc_350014233
350014323,BuffName_350014323,BuffDesc_350014323
350014333,BuffName_350014333,BuffDesc_350014333
350012133,BuffName_350012133,BuffDesc_350012133
350012233,BuffName_350012233,BuffDesc_350012233
350012333,BuffName_350012333,BuffDesc_350012333
350012136,BuffName_350012136,BuffDesc_350012136
304004144,BuffName_304004144,BuffDesc_304004144
304004161,BuffName_304004161,BuffDesc_304004161
300000140,BuffName_300000140,BuffDesc_300000140
300000240,BuffName_300000240,BuffDesc_300000240
300000340,BuffName_300000340,BuffDesc_300000340
300000440,BuffName_300000440,BuffDesc_300000440
300000540,BuffName_300000540,BuffDesc_300000540
300000640,BuffName_300000640,BuffDesc_300000640
320002181,BuffName_320002181,BuffDesc_320002181
330002133,BuffName_330002134,BuffDesc_330002134
350017160,BuffName_350017160,BuffDesc_350017160
350004131,BuffName_350004131,BuffDesc_350004131
350004231,BuffName_350004231,BuffDesc_350004231
350004331,BuffName_350004331,BuffDesc_350004331
350004431,BuffName_350004431,BuffDesc_350004431
350014150,BuffName_350014150,BuffDesc_350014150
350003141,BuffName_350003141,BuffDesc_350003141
350003241,BuffName_350003241,BuffDesc_350003241
350003341,BuffName_350003341,BuffDesc_350003341
340005160,BuffName_340005160,BuffDesc_340005160
340005170,BuffName_340005170,BuffDesc_340005170
340005150,BuffName_340005150,BuffDesc_340005150
320001160,BuffName_320001160,BuffDesc_320001160
320002162,BuffName_320002162,BuffDesc_320002162
320002170,BuffName_320002170,BuffDesc_320002170
330001160,BuffName_330001160,BuffDesc_330001160
330002141,BuffName_330002141,BuffDesc_330002141
330003150,BuffName_330003150,BuffDesc_330003150
330003160,BuffName_330003160,BuffDesc_330003160
340001150,BuffName_340001150,BuffDesc_340001150
340001160,BuffName_340001160,BuffDesc_340001160
340002161,BuffName_340002161,BuffDesc_340002161
340002170,BuffName_340002170,BuffDesc_340002170
340003161,BuffName_340003161,BuffDesc_340003161
340004164,BuffName_340004164,BuffDesc_340004164
340004161,BuffName_340004161,BuffDesc_340004161
340006151,BuffName_340006151,BuffDesc_340006151
340006161,BuffName_340006161,BuffDesc_340006161
340007150,BuffName_340007150,BuffDesc_340007150
340007160,BuffName_340007160,BuffDesc_340007160
350001140,BuffName_350001140,BuffDesc_350001140
350001240,BuffName_350001240,BuffDesc_350001240
350001342,BuffName_350001342,BuffDesc_350001342
350002151,BuffName_350002151,BuffDesc_350002151
350002252,BuffName_350002252,BuffDesc_350002252
350002352,BuffName_350002352,BuffDesc_350002352
350003142,BuffName_350003142,BuffDesc_350003142
350003242,BuffName_350003242,BuffDesc_350003242
350003342,BuffName_350003342,BuffDesc_350003342
350004152,BuffName_350004152,BuffDesc_350004152
350005142,BuffName_350005142,BuffDesc_350005142
350005242,BuffName_350005242,BuffDesc_350005242
350005342,BuffName_350005342,BuffDesc_350005342
350006152,BuffName_350006152,BuffDesc_350006152
350006252,BuffName_350006252,BuffDesc_350006252
350006352,BuffName_350006352,BuffDesc_350006352
350007151,BuffName_350007151,BuffDesc_350007151
350007251,BuffName_350007251,BuffDesc_350007251
350007351,BuffName_350007351,BuffDesc_350007351
350012141,BuffName_350012141,BuffDesc_350012141
350013150,BuffName_350013150,BuffDesc_350013150
350013141,BuffName_350013141,BuffDesc_350013141
350013241,BuffName_350013241,BuffDesc_350013241
350013341,BuffName_350013341,BuffDesc_350013341
350014141,BuffName_350014141,BuffDesc_350014141
350014241,BuffName_350014241,BuffDesc_350014241
350014341,BuffName_350014341,BuffDesc_350014341
350015152,BuffName_350015152,BuffDesc_350015152
350015252,BuffName_350015252,BuffDesc_350015252
350015352,BuffName_350015352,BuffDesc_350015352
350017152,BuffName_350017152,BuffDesc_350017152
350017162,BuffName_350017162,BuffDesc_350017162
350016141,BuffName_350016141,BuffDesc_350016141
350016241,BuffName_350016241,BuffDesc_350016241
350016342,BuffName_350016342,BuffDesc_350016342
301300121,BuffName_301300121,BuffDesc_301300121
301300131,BuffName_301300131,BuffDesc_301300131
301300151,BuffName_301300151,BuffDesc_301300151
301300331,BuffName_301300331,BuffDesc_301300331
301300351,BuffName_301300351,BuffDesc_301300351
301300431,BuffName_301300431,BuffDesc_301300431
301300441,BuffName_301300441,BuffDesc_301300441
301300632,BuffName_301300632,BuffDesc_301300632
301300651,BuffName_301300651,BuffDesc_301300651
301300731,BuffName_301300731,BuffDesc_301300731
301300761,BuffName_301300761,BuffDesc_301300761
301300832,BuffName_301300832,BuffDesc_301300832
301300851,BuffName_301300851,BuffDesc_301300851
301300935,BuffName_301300935,BuffDesc_301300935
301300941,BuffName_301300941,BuffDesc_301300941
301301431,BuffName_301301431,BuffDesc_301301431
301301441,BuffName_301301441,BuffDesc_301301441
301301530,BuffName_301301530,BuffDesc_301301530
301301560,BuffName_301301560,BuffDesc_301301560
301301731,BuffName_301301731,BuffDesc_301301731
301301751,BuffName_301301751,BuffDesc_301301751
301301831,BuffName_301301831,BuffDesc_301301831
301301851,BuffName_301301851,BuffDesc_301301851
301301931,BuffName_301301931,BuffDesc_301301931
301301961,BuffName_301301961,BuffDesc_301301961
301302021,BuffName_301302021,BuffDesc_301302021
301302041,BuffName_301302041,BuffDesc_301302041
301302031,BuffName_301302031,BuffDesc_301302031
301302052,BuffName_301302052,BuffDesc_301302052
301302232,BuffName_301302232,BuffDesc_301302232
301302262,BuffName_301302262,BuffDesc_301302262
301302320,BuffName_301302320,BuffDesc_301302320
301302360,BuffName_301302360,BuffDesc_301302360
301302331,BuffName_301302331,BuffDesc_301302331
301302341,BuffName_301302341,BuffDesc_301302341
301302532,BuffName_301302532,BuffDesc_301302532
301302562,BuffName_301302562,BuffDesc_301302562
301400131,BuffName_301400131,BuffDesc_301400131
301400161,BuffName_301400161,BuffDesc_301400161
301400332,BuffName_301400332,BuffDesc_301400332
301400351,BuffName_301400351,BuffDesc_301400351
301400431,BuffName_301400431,BuffDesc_301400431
301400461,BuffName_301400461,BuffDesc_301400461
301401232,BuffName_301401232,BuffDesc_301401232
301401252,BuffName_301401252,BuffDesc_301401252
301401633,BuffName_301401633,BuffDesc_301401633
301401663,BuffName_301401663,BuffDesc_301401663
301401831,BuffName_301401831,BuffDesc_301401831
301401851,BuffName_301401851,BuffDesc_301401851
301401931,BuffName_301401931,BuffDesc_301401931
301401951,BuffName_301401951,BuffDesc_301401951
301402031,BuffName_301402031,BuffDesc_301402031
301402051,BuffName_301402051,BuffDesc_301402051
301402131,BuffName_301402131,BuffDesc_301402131
301402161,BuffName_301402161,BuffDesc_301402161
301402232,BuffName_301402232,BuffDesc_301402232
301402261,BuffName_301402261,BuffDesc_301402261
301402331,BuffName_301402331,BuffDesc_301402331
301402361,BuffName_301402361,BuffDesc_301402361
301402432,BuffName_301402432,BuffDesc_301402432
301402441,BuffName_301402441,BuffDesc_301402441
301402531,BuffName_301402531,BuffDesc_301402531
301402561,BuffName_301402561,BuffDesc_301402561
301402631,BuffName_301402631,BuffDesc_301402631
301402661,BuffName_301402661,BuffDesc_301402661
301402732,BuffName_301402732,BuffDesc_301402732
301402751,BuffName_301402751,BuffDesc_301402751
301402931,BuffName_301402931,BuffDesc_301402931
301402941,BuffName_301402941,BuffDesc_301402941
301403033,BuffName_301403033,BuffDesc_301403033
301403063,BuffName_301403063,BuffDesc_301403063
301500233,BuffName_301500233,BuffDesc_301500233
301500251,BuffName_301500251,BuffDesc_301500251
301500432,BuffName_301500432,BuffDesc_301500432
301500461,BuffName_301500461,BuffDesc_301500461
301500631,BuffName_301500631,BuffDesc_301500631
301500641,BuffName_301500641,BuffDesc_301500641
301500832,BuffName_301500832,BuffDesc_301500832
301500841,BuffName_301500841,BuffDesc_301500841
301600931,BuffName_301600931,BuffDesc_301600931
301600952,BuffName_301600952,BuffDesc_301600952
301601130,BuffName_301601130,BuffDesc_301601130
301601160,BuffName_301601160,BuffDesc_301601160
301601330,BuffName_301601330,BuffDesc_301601330
301601342,BuffName_301601342,BuffDesc_301601342
301602331,BuffName_301602331,BuffDesc_301602331
301602342,BuffName_301602342,BuffDesc_301602342
301603132,BuffName_301603132,BuffDesc_301603132
301603152,BuffName_301603152,BuffDesc_301603152
301603831,BuffName_301603831,BuffDesc_301603831
301603841,BuffName_301603841,BuffDesc_301603841
301606831,BuffName_301606831,BuffDesc_301606831
301606851,BuffName_301606851,BuffDesc_301606851
301613031,BuffName_301613031,BuffDesc_301613031
301613052,BuffName_301613052,BuffDesc_301613052
350014324,BuffName_350014324,BuffDesc_350014324
80030014,BuffName_80030014,BuffDesc_80030014
80030015,BuffName_80030015,BuffDesc_80030015
80030012,BuffName_80030012,BuffDesc_80030012
80040012,BuffName_80040012,BuffDesc_80040012
80040014,BuffName_80040014,BuffDesc_80040014
80040015,BuffName_80040015,BuffDesc_80040015
80050013,BuffName_80050013,BuffDesc_80050013
80050015,BuffName_80050015,BuffDesc_80050015
80050016,BuffName_80050016,BuffDesc_80050016
80060012,BuffName_80060012,BuffDesc_80060012
80060014,BuffName_80060014,BuffDesc_80060014
80060015,BuffName_80060015,BuffDesc_80060015
80070014,BuffName_80070014,BuffDesc_80070014
80070012,BuffName_80070012,BuffDesc_80070012
80070015,BuffName_80070015,BuffDesc_80070015
80080013,BuffName_80080013,BuffDesc_80080013
80080015,BuffName_80080015,BuffDesc_80080015
80080016,BuffName_80080016,BuffDesc_80080016
80090012,BuffName_80090012,BuffDesc_80090012
80090014,BuffName_80090014,BuffDesc_80090014
80090015,BuffName_80090015,BuffDesc_80090015
99999903,BuffName_99999903,BuffDesc_99999903
99999906,BuffName_99999906,BuffDesc_99999906
99999908,BuffName_99999908,BuffDesc_99999908
99999910,BuffName_99999910,BuffDesc_99999910
99999914,BuffName_99999914,BuffDesc_99999914
320001178,BuffName_320001178,BuffDesc_320001178
80010011,BuffName_80010011,BuffDesc_80010011
80010021,BuffName_80010021,BuffDesc_80010021
80010031,BuffName_80010031,BuffDesc_80010031
80010041,BuffName_80010041,BuffDesc_80010041
80010051,BuffName_80010051,BuffDesc_80010051
80010061,BuffName_80010061,BuffDesc_80010061
80010071,BuffName_80010071,BuffDesc_80010071
99999917,BuffName_99999917,BuffDesc_99999917
99999921,BuffName_99999921,BuffDesc_99999921
99999918,BuffName_99999918,BuffDesc_99999918
99999924,BuffName_99999924,BuffDesc_99999924
99999925,BuffName_99999925,BuffDesc_2401
99999928,BuffName_99999928,BuffDesc_99999928
99999930,BuffName_99999930,BuffDesc_99999930
99999931,BuffName_99999931,BuffDesc_2301
99999932,BuffName_99999932,BuffDesc_2021
99999934,BuffName_99999934,BuffDesc_99999934
99999940,BuffName_99999940,BuffDesc_99999940
99999942,BuffName_99999942,BuffDesc_99999942
99999943,BuffName_99999943,BuffDesc_99999943
99999945,BuffName_99999945,BuffDesc_99999945
99999947,BuffName_99999947,BuffDesc_99999947
99999951,BuffName_99999951,BuffDesc_99999951
99999953,BuffName_99999953,BuffDesc_99999953
99999959,BuffName_99999959,BuffDesc_99999959
99999963,BuffName_99999963,BuffDesc_99999963
99999967,BuffName_99999967,BuffDesc_99999967
99999973,BuffName_99999973,BuffDesc_99999973
99999974,BuffName_99999974,BuffDesc_99999974
99999977,BuffName_99999977,BuffDesc_99999977
40121,BuffName_40121,BuffDesc_40121
301400933,BuffName_301400933,BuffDesc_301400933
301400963,BuffName_301400963,BuffDesc_301400963
80030016,BuffName_80030016,BuffDesc_80030016
80040016,BuffName_80040016,BuffDesc_80040016
80050017,BuffName_80050017,BuffDesc_80050017
80060016,BuffName_80060016,BuffDesc_80060016
80070016,BuffName_80070016,BuffDesc_80070016
80080017,BuffName_80080017,BuffDesc_80080017
80090016,BuffName_80090016,BuffDesc_80090016
80040011,BuffName_80040011,BuffDesc_80040011
99999864,BuffName_99999864,BuffDesc_99999864
350036121,BuffName_350036121,BuffDesc_350036121
350036140,BuffName_350036140,BuffDesc_350036140
350036222,BuffName_350036222,BuffDesc_350036222
350036240,BuffName_350036240,BuffDesc_350036240
350037131,BuffName_350037131,BuffDesc_350037131
350037232,BuffName_350037232,BuffDesc_350037232
350046143,BuffName_350046143,BuffDesc_350046143
350046243,BuffName_350046243,BuffDesc_350046243
350047141,BuffName_350047141,BuffDesc_350047141
350047151,BuffName_350047151,BuffDesc_350047151
360001160,BuffName_360001160,BuffDesc_360001160
360001121,BuffName_360001121,BuffDesc_360001121
99999867,BuffName_99999867,BuffDesc_99999867
99999869,BuffName_99999869,BuffDesc_99999869
360001173,BuffName_360001173,BuffDesc_360001173
301400901,BuffName_301400901,BuffDesc_301400901
99999874,BuffName_99999874,BuffDesc_99999874
330001231,BuffName_330001231,BuffDesc_330001231
301618715,BuffName_301618715,BuffDesc_301618715
301618716,BuffName_301618716,BuffDesc_301618716
301618720,BuffName_301618720,BuffDesc_301618720
301618727,BuffName_301618727,BuffDesc_301618727
301618735,BuffName_301618735,BuffDesc_301618735
301618736,BuffName_301618736,BuffDesc_301618736
301618739,BuffName_301618739,BuffDesc_301618739
301618741,BuffName_301618741,BuffDesc_301618741
301618750,BuffName_301618750,BuffDesc_301618750
301618752,BuffName_301618752,BuffDesc_301618752
301618757,BuffName_301618757,BuffDesc_301618757
1000030802,BuffName_1000030802,BuffDesc_1000030802
1000041002,BuffName_1000041002,BuffDesc_1000041002
99999879,BuffName_99999879,BuffDesc_99999879
99999880,BuffName_99999880,BuffDesc_99999880
99999882,BuffName_99999882,BuffDesc_99999882
99999883,BuffName_99999883,BuffDesc_99999883
99999884,BuffName_99999884,BuffDesc_99999884
99999885,BuffName_99999885,BuffDesc_99999885
99999886,BuffName_99999886,BuffDesc_99999886
99999889,BuffName_99999889,BuffDesc_99999889
99999890,BuffName_99999890,BuffDesc_99999890
99999893,BuffName_99999893,BuffDesc_99999893
99999895,BuffName_99999895,BuffDesc_99999895
301607833,BuffName_301607833,BuffDesc_301607833
301607864,BuffName_301607864,BuffDesc_301607864
5121021,BuffName_5121021,BuffDesc_5121021
5101011,BuffName_5101011,BuffDesc_5101011
5101021,BuffName_5101021,BuffDesc_5101021
5101031,BuffName_5101031,BuffDesc_5101031
5101041,BuffName_5101041,BuffDesc_5101041
5101051,BuffName_5101051,BuffDesc_5101051
5101061,BuffName_5101061,BuffDesc_5101061
5101071,BuffName_5101071,BuffDesc_5101071
99999896,BuffName_99999896,BuffDesc_99999896
99999899,BuffName_99999899,BuffDesc_99999899
99999700,BuffName_99999700,BuffDesc_99999700
401618701,BuffName_401618701,BuffDesc_401618701
401403010,BuffName_401403010,BuffDesc_401403010
401300100,BuffName_401300100,BuffDesc_401300100
401300300,BuffName_401300300,BuffDesc_401300300
401300404,BuffName_401300404,BuffDesc_401300404
401300603,BuffName_401300603,BuffDesc_401300603
401300700,BuffName_401300700,BuffDesc_401300700
401300800,BuffName_401300800,BuffDesc_401300800
401300903,BuffName_401300903,BuffDesc_401300903
401301400,BuffName_401301400,BuffDesc_401301400
401301502,BuffName_401301502,BuffDesc_401301502
401301700,BuffName_401301700,BuffDesc_401301700
401301800,BuffName_401301800,BuffDesc_401301800
99999730,BuffName_99999730,BuffDesc_99999730
401301902,BuffName_401301902,BuffDesc_401301902
401302002,BuffName_401302002,BuffDesc_401302002
401302003,BuffName_401302003,BuffDesc_401302003
401302004,BuffName_401302004,BuffDesc_401302004
401302200,BuffName_401302200,BuffDesc_401302200
401302302,BuffName_401302302,BuffDesc_401302302
401302303,BuffName_401302303,BuffDesc_401302303
401302304,BuffName_401302304,BuffDesc_401302304
401302502,BuffName_401302502,BuffDesc_401302502
401302503,BuffName_401302503,BuffDesc_401302503
401302504,BuffName_401302504,BuffDesc_401302504
401400102,BuffName_401400102,BuffDesc_401400102
401400300,BuffName_401400300,BuffDesc_401400300
401400400,BuffName_401400400,BuffDesc_401400400
401400501,BuffName_401400501,BuffDesc_401400501
401401200,BuffName_401401200,BuffDesc_401401200
401401600,BuffName_401401600,BuffDesc_401401600
401401802,BuffName_401401802,BuffDesc_401401802
401401803,BuffName_401401803,BuffDesc_401401803
401401804,BuffName_401401804,BuffDesc_401401804
401401902,BuffName_401401902,BuffDesc_401401902
401402002,BuffName_401402002,BuffDesc_401402002
401402202,BuffName_401402202,BuffDesc_401402202
401402303,BuffName_401402303,BuffDesc_401402303
401402304,BuffName_401402304,BuffDesc_401402304
401402400,BuffName_401402400,BuffDesc_401402400
401402401,BuffName_401402401,BuffDesc_401402401
401402503,BuffName_401402503,BuffDesc_401402503
401402504,BuffName_401402504,BuffDesc_401402504
