Id,Desc,,Type,Name,,FullPathName,SuchName,PanLevel,Volume,MinDistance,Spread,IsLoop,Delay,FadeInTime,FadeOutTime,CurMaxPlayingCount,Priority
8120011,,,1,sound_name_8120011,TORAH的崛起,a_sound_bgm/bgm_BianNianShi_11_rise_of_torah,bgm_BianNianShi_11_rise_of_torah,0,0.8,1,0,1,0,0.5,0.5,1,0
8120012,,,1,sound_name_8120012,风暴将至,a_sound_bgm/bgm_BianNianShi_12_storm_is_coming,bgm_BianNianShi_12_storm_is_coming,0,0.8,1,0,1,0,0.5,0.5,1,0
8120013,,,1,sound_name_8120013,我们的故事,a_sound_bgm/bgm_BianNianShi_13_our_story,bgm_BianNianShi_13_our_story,0,0.8,1,0,1,0,0.5,0.5,1,0
8120014,,,1,sound_name_8120014,双神之战,a_sound_bgm/bgm_ZhangJie_ShuangShenZhiZhan,bgm_ZhangJie_ShuangShenZhiZhan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120015,,,1,sound_name_8120015,飨宴：千年的开幕,a_sound_bgm/bgm_ZhangJie_1,bgm_ZhangJie_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120016,,,1,sound_name_8120016,预兆：毒蛇,a_sound_bgm/bgm_ZhangJie_2,bgm_ZhangJie_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120017,,,1,sound_name_8120017,觉醒进行曲,a_sound_bgm/bgm_ZhangJie_3,bgm_ZhangJie_3,0,0.8,1,0,1,0,0.5,0.5,1,0
8120018,,,1,sound_name_8120018,求天母垂怜,a_sound_bgm/bgm_ZhangJie_4,bgm_ZhangJie_4,0,0.8,1,0,1,0,0.5,0.5,1,0
8120019,,,1,sound_name_8120019,第十三号码头,a_sound_bgm/bgm_ZhangJie_5,bgm_ZhangJie_5,0,0.8,1,0,1,0,0.5,0.5,1,0
8120020,,,1,sound_name_8120020,纠缠的羁绊,a_sound_bgm/bgm_ZhangJie_KunNan,bgm_ZhangJie_KunNan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120021,,,1,sound_name_8120021,春的思绪,a_sound_bgm/bgm_JuQing_TongYong_ZhengChang,bgm_JuQing_TongYong_ZhengChang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120022,,,1,sound_name_8120022,主线_战后剧情通用,a_sound_bgm/bgm_JuQing_TongYong_ZhengChang_02,bgm_JuQing_TongYong_ZhengChang_02,0,0.8,1,0,1,0,0.5,0.5,1,0
8120023,,,1,sound_name_8120023,主线_纯剧情通用,a_sound_bgm/bgm_JuQing_TongYong_ZhengChang_03,bgm_JuQing_TongYong_ZhengChang_03,0,0.8,1,0,1,0,0.5,0.5,1,0
8120024,,,1,sound_name_8120024,集结之时,a_sound_bgm/bgm_JuQing_TongYong_JinZhang,bgm_JuQing_TongYong_JinZhang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120025,,,1,sound_name_8120025,英雄的矜持,a_sound_bgm/bgm_JuQing_TongYong_ShengLi,bgm_JuQing_TongYong_ShengLi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120026,,,1,sound_name_8120026,冬日追叙,a_sound_bgm/bgm_JuQing_TongYong_BeiShang,bgm_JuQing_TongYong_BeiShang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120027,,,1,sound_name_8120027,残阳暮盼,a_sound_bgm/bgm_JuQing_TongYong_HuiYi,bgm_JuQing_TongYong_HuiYi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120028,,,1,sound_name_8120028,悲怆的君主,a_sound_bgm/bgm_JuQing_BeiShangShuQing,bgm_JuQing_BeiShangShuQing,0,0.8,1,0,1,0,0.5,0.5,1,0
8120029,,,1,sound_name_8120029,小魔女欢快舞,a_sound_bgm/bgm_JuQing_QingSongYiKe,bgm_JuQing_QingSongYiKe,0,0.8,1,0,1,0,0.5,0.5,1,0
8120030,,,1,sound_name_8120030,真理的危机,a_sound_bgm/bgm_JuQing_WeiJiLaiLin,bgm_JuQing_WeiJiLaiLin,0,0.8,1,0,1,0,0.5,0.5,1,0
8120031,,,1,sound_name_8120031,邪恶的阴谋,a_sound_bgm/bgm_JuQing_XieEYinMou,bgm_JuQing_XieEYinMou,0,0.8,1,0,1,0,0.5,0.5,1,0
8120032,,,1,sound_name_8120032,星空之下,a_sound_bgm/bgm_JuQing_XingKongZhiXia,bgm_JuQing_xingkongzhixia,0,0.8,1,0,1,0,0.5,0.5,1,0
8120033,,,1,sound_name_8120033,精灵印记,a_sound_bgm/bgm_JuQing_ShenChen,bgm_JuQing_ShenChen,0,0.8,1,0,1,0,0.5,0.5,1,0
8120034,,,1,sound_name_8120034,伤感时刻,a_sound_bgm/bgm_JuQing_BeiShang,bgm_JuQing_BeiShang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120035,,,1,sound_name_8120035,奋起直追,a_sound_bgm/bgm_JuQing_FenQi,bgm_JuQing_FenQi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120036,,,1,sound_name_8120036,记忆长廊,a_sound_bgm/bgm_JuQing_HuiYi,bgm_JuQing_HuiYi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120037,,,1,sound_name_8120037,牵绊的力量,a_sound_bgm/bgm_JuQing_JiBan,bgm_JuQing_JiBan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120038,,,1,sound_name_8120038,斗争的矜持,a_sound_bgm/bgm_JuQing_JinZhang,bgm_JuQing_JinZhang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120039,,,1,sound_name_8120039,阳光旅途,a_sound_bgm/bgm_JuQing_ZhengChang,bgm_JuQing_ZhengChang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120040,,,1,sound_name_8120040,庆典,a_sound_bgm/bgm_JuQing_QingDian,bgm_JuQing_QingDian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120041,,,1,sound_name_8120041,天赋使命,a_sound_bgm/bgm_JieMian_DengLu,bgm_JieMian_DengLu,0,0.8,1,0,1,0,0.5,0.5,1,0
8120042,,,1,sound_name_8120042,旅程,a_sound_bgm/bgm_JieMian_FuYinGuanLi,bgm_JieMian_FuYinGuanLi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120043,,,1,sound_name_8120043,光阴驻足,a_sound_bgm/bgm_JieMian_ZhuJieMian,bgm_JieMian_ZhuJieMian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120045,,,1,sound_name_8120045,抽卡,a_sound_bgm/bgm_JieMian_ChouKa,bgm_JieMian_ChouKa,0,0.8,1,0,1,0,0.5,0.5,1,0
8120046,,,1,sound_name_8120046,抽卡_结束,a_sound_bgm/bgm_JieMian_ChouKa_JieShu,bgm_JieMian_ChouKa_JieShu,0,0.8,1,0,1,0,0.5,0.5,1,0
8120047,,,1,sound_name_8120047,噔噔华尔兹,a_sound_bgm/bgm_RiChang_HuanKuai,bgm_RiChang_HuanKuai,0,0.8,1,0,1,0,0.5,0.5,1,0
8120048,,,1,sound_name_8120048,一日的纪念,a_sound_bgm/bgm_RiChang_ShuHuan,bgm_RiChang_ShuHuan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120049,,,1,sound_name_8120049,梦境圆舞曲,a_sound_bgm/bgm_RiChang_WenXin,bgm_RiChang_WenXin,0,0.8,1,0,1,0,0.5,0.5,1,0
8120050,,,1,sound_name_8120050,收获的私语,a_sound_bgm/bgm_RiChang_XiuXian,bgm_RiChang_XiuXian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120051,,,1,sound_name_8120051,快乐小镇,a_sound_bgm/bgm_RiChang_YouXian,bgm_RiChang_YouXian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120052,,,1,sound_name_8120052,晚风,a_sound_bgm/bgm_RiChang_XianXia,bgm_RiChang_XianXia,0,0.8,1,0,1,0,0.5,0.5,1,0
8120053,,,1,sound_name_8120053,水波,a_sound_bgm/bgm_RiChang_TongYong,bgm_RiChang_TongYong,0,0.8,1,0,1,0,0.5,0.5,1,0
8120054,,,1,sound_name_8120054,贝儿的夜间大巡游,a_sound_bgm/bgm_ZhanDou_Boss_BaoShi,bgm_ZhanDou_Boss_BaoShi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120055,,,1,sound_name_8120055,獠牙显露之刻,a_sound_bgm/bgm_ZhanDou_Boss_SeYu,bgm_ZhanDou_Boss_SeYu,0,0.8,1,0,1,0,0.5,0.5,1,0
8120056,,,1,sound_name_8120056,震怒之时,a_sound_bgm/bgm_ZhanDou_Boss_FenNu_Hong,bgm_ZhanDou_Boss_FenNu_Hong,0,0.8,1,0,1,0,0.5,0.5,1,0
8120057,,,1,sound_name_8120057,怒火的黎明,a_sound_bgm/bgm_ZhanDou_Boss_FenNu_Lan,bgm_ZhanDou_Boss_FenNu_Lan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120058,,,1,sound_name_8120058,戏谑偶像,a_sound_bgm/bgm_ZhanDou_Boss_JiDu,bgm_ZhanDou_Boss_JiDu,0,0.8,1,0,1,0,0.5,0.5,1,0
8120059,,,1,sound_name_8120059,魔法阵,a_sound_bgm/bgm_ZhanDou_TongYong_01,bgm_ZhanDou_TongYong_01,0,0.8,1,0,1,0,0.5,0.5,1,0
8120060,,,1,sound_name_8120060,铁幕,a_sound_bgm/bgm_ZhanDou_TongYong_02,bgm_ZhanDou_TongYong_02,0,0.8,1,0,1,0,0.5,0.5,1,0
8120061,,,1,sound_name_8120061,塔：突击,a_sound_bgm/bgm_ZhanDou_TongYong_03,bgm_ZhanDou_TongYong_03,0,0.8,1,0,1,0,0.5,0.5,1,0
8120062,,,1,sound_name_8120062,废墟：激奏,a_sound_bgm/bgm_ZhanDou_TongYong_04,bgm_ZhanDou_TongYong_04,0,0.8,1,0,1,0,0.5,0.5,1,0
8120063,,,1,sound_name_8120063,宣战：誓言,a_sound_bgm/bgm_ZhanDou_HongDa,bgm_ZhanDou_HongDa,0,0.8,1,0,1,0,0.5,0.5,1,0
8120064,,,1,sound_name_8120064,激昂,a_sound_bgm/bgm_ZhanDou_JiQing_01,bgm_ZhanDou_JiQing_01,0,0.8,1,0,1,0,0.5,0.5,1,0
8120065,,,1,sound_name_8120065,鼓舞,a_sound_bgm/bgm_ZhanDou_JiQing_02,bgm_ZhanDou_JiQing_02,0,0.8,1,0,1,0,0.5,0.5,1,0
8120067,,,1,sound_name_8120067,咆哮的夜晚,a_sound_bgm/bgm_ZhanDou_JinZhang,bgm_ZhanDou_JinZhang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120068,,,1,sound_name_8120068,凯旋之时,a_sound_bgm/bgm_ZhanDou_ShengLi,bgm_ZhanDou_ShengLi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120069,,,1,sound_name_8120069,决不止步,a_sound_bgm/bgm_ZhanDou_ShiBai,bgm_ZhanDou_ShiBai,0,0.8,1,0,1,0,0.5,0.5,1,0
8120070,,,1,sound_name_8120070,鏖战,a_sound_bgm/bgm_ZhanDou_XieSiDiLi,bgm_ZhanDou_XieSiDiLi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120071,,,1,sound_name_8120071,喧耀的未来,a_sound_bgm/bgm_YouXi_SaiMa_XuanRen,bgm_YouXi_SaiMa_XuanRen,0,0.8,1,0,1,0,0.5,0.5,1,0
8120072,,,1,sound_name_8120072,急速急转,a_sound_bgm/bgm_YouXi_SaiMa_DaoJiShi,bgm_YouXi_SaiMa_DaoJiShi,0,0.8,1,0,1,0,0.5,0.5,1,0
8120073,,,1,sound_name_8120073,青空之夏,a_sound_bgm/bgm_YouXi_SaiMa,bgm_YouXi_SaiMa,0,0.8,1,0,1,0,0.5,0.5,1,0
8120074,,,1,sound_name_8120074,相信奇迹,a_sound_bgm/bgm_YouXi_SaiMa_LingJiangTai,bgm_YouXi_SaiMa_LingJiangTai,0,0.8,1,0,1,0,0.5,0.5,1,0
8120075,,,1,sound_name_8120075,水平线上的等待,a_sound_bgm/bgm_YouXi_DiaoYu,bgm_YouXi_DiaoYu,0,0.8,1,0,1,0,0.5,0.5,1,0
8120076,,,1,sound_name_8120076,钓鱼_对抗,a_sound_bgm/bgm_YouXi_DiaoYu_DuiKang,bgm_YouXi_DiaoYu_DuiKang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120077,,,1,sound_name_8120077,春熙锄禾,a_sound_bgm/bgm_YouXi_NongChang,bgm_YouXi_NongChang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120078,,,1,sound_name_8120078,蕴雾柔泉,a_sound_bgm/bgm_YouXi_WenQuan,bgm_YouXi_WenQuan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120079,,,1,sound_name_8120079,桥合战,a_sound_bgm/bgm_ZhanDou_DaQiao_BaiTian,bgm_ZhanDou_DaQiao_BaiTian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120080,,,1,sound_name_8120080,扼杀迷茫,a_sound_bgm/bgm_ZhanDou_DaQiao_YeWan,bgm_ZhanDou_DaQiao_YeWan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120081,,,1,sound_name_8120081,冲突的复苏,a_sound_bgm/bgm_ZhanDou_JieDao_BaiTian,bgm_ZhanDou_JieDao_BaiTian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120082,,,1,sound_name_8120082,矛盾的灵魂,a_sound_bgm/bgm_ZhanDou_JieDao_YeWan,bgm_ZhanDou_JieDao_YeWan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120083,,,1,sound_name_8120083,失控木偶,a_sound_bgm/bgm_ZhanDou_YanHuiTing,bgm_ZhanDou_YanHuiTing,0,0.8,1,0,1,0,0.5,0.5,1,0
8120084,,,1,sound_name_8120084,问鼎,a_sound_bgm/bgm_ZhanDou_ShanDing,bgm_ZhanDou_ShanDing,0,0.8,1,0,1,0,0.5,0.5,1,0
8120085,,,1,sound_name_8120085,地窖,a_sound_bgm/bgm_ZhanDou_DiJiao,bgm_ZhanDou_DiJiao,0,0.8,1,0,1,0,0.5,0.5,1,0
8120086,,,1,sound_name_8120086,暗涌,a_sound_bgm/bgm_ZhanDou_XiaShuiDao,bgm_ZhanDou_XiaShuiDao,0,0.8,1,0,1,0,0.5,0.5,1,0
8120087,,,1,sound_name_8120087,狭路,a_sound_bgm/bgm_ZhanDou_XiaoXiang,bgm_ZhanDou_XiaoXiang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120088,,,1,sound_name_8120088,幽庭,a_sound_bgm/bgm_ZhanDou_HuaYuan,bgm_ZhanDou_HuaYuan,0,0.8,1,0,1,0,0.5,0.5,1,0
8120089,,,1,sound_name_8120089,战斗_训练场,a_sound_bgm/bgm_ZhanDou_XunLianChang,bgm_ZhanDou_XunLianChang,0,0.8,1,0,1,0,0.5,0.5,1,0
8120090,,,1,sound_name_8120090,战斗_野外,a_sound_bgm/bgm_ZhanDou_YeWai,bgm_ZhanDou_YeWai,0,0.8,1,0,1,0,0.5,0.5,1,0
8120091,,,1,sound_name_8120091,音效_签到环境音,a_sound_bgm/UI_SignIn_amb,UI_SignIn_amb,0,0.8,1,0,1,0,0.5,0.5,1,0
8120092,,,1,sound_name_8120092,音效_农场环境音,a_sound_bgm/UI_Farm_amb,UI_Farm_amb,0,0.8,1,0,1,0,0.5,0.5,1,0
8120093,,,1,sound_name_8120093,圣别之塔,a_sound_bgm/bgm_HuoDong_ShengBieZhiTa,bgm_HuoDong_ShengBieZhiTa,0,0.8,1,0,1,0,0.5,0.5,1,0
8120094,,,1,sound_name_8120094,战斗优势1,a_sound_bgm/bgm_ZhanDou_YouShi_1,bgm_ZhanDou_YouShi_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120095,,,1,sound_name_8120095,常规战斗1,a_sound_bgm/bgm_ZhanDou_ChangGui_1,bgm_ZhanDou_ChangGui_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120096,,,1,sound_name_8120096,三柱臣,a_sound_bgm/bgm_JuQing_SanZhuChen,bgm_JuQing_SanZhuChen,0,0.8,1,0,1,0,0.5,0.5,1,0
8120097,,,1,sound_name_8120097,剧情戏剧家,a_sound_bgm/bgm_JuQing_XiJuJia,bgm_JuQing_XiJuJia,0,0.8,1,0,1,0,0.5,0.5,1,0
8120098,,,1,sound_name_8120098,常规战斗2,a_sound_bgm/bgm_ZhanDou_ChangGui_2,bgm_ZhanDou_ChangGui_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120099,,,1,sound_name_8120099,常规战斗3,a_sound_bgm/bgm_ZhanDou_ChangGui_3,bgm_ZhanDou_ChangGui_3,0,0.8,1,0,1,0,0.5,0.5,1,0
8120100,,,1,sound_name_8120100,战斗优势2,a_sound_bgm/bgm_ZhanDou_YouShi_2,bgm_ZhanDou_YouShi_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120101,,,1,sound_name_8120101,高远的夜空,a_sound_bgm/bgm_HuoDong_YiDengXingZhiYe,bgm_HuoDong_YiDengXingZhiYe,0,0.8,1,0,1,0,0.5,0.5,1,0
8120102,,,1,sound_name_8120102,锦绣序曲,a_sound_bgm/bgm_HuoDong_Tao_1,bgm_HuoDong_Tao_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120103,,,1,sound_name_8120103,丹心阵,a_sound_bgm/bgm_HuoDong_Tao_2,bgm_HuoDong_Tao_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120104,,,1,sound_name_8120104,起源,a_sound_bgm/bgm_JieMian_ZhuJieMian_2,bgm_JieMian_ZhuJieMian_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120105,,,1,sound_name_8120105,曦光颂,a_sound_bgm/bgm_JieMian_ZhuJieMian_3,bgm_JieMian_ZhuJieMian_3,0,0.8,1,0,1,0,0.5,0.5,1,0
8120106,,,1,sound_name_8120106,魔潮涌动,a_sound_bgm/bgm_HuoDong_GuaiWuLieZhen,bgm_HuoDong_GuaiWuLieZhen,0,0.8,1,0,1,0,0.5,0.5,1,0
8120107,,,1,sound_name_8120107,历史：禁锢之秘闻,a_sound_bgm/bgm_HuoDong_ShengBieZhiTa_3,bgm_HuoDong_ShengBieZhiTa_3,0,0.8,1,0,1,0,0.5,0.5,1,0
8120108,,,1,sound_name_8120108,和光同尘,a_sound_bgm/bgm_HuoDong_Bosiju_1,bgm_HuoDong_Bosiju_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120109,,,1,sound_name_8120109,推理对决,a_sound_bgm/bgm_HuoDong_Naomi_1,bgm_HuoDong_Naomi_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120110,,,1,sound_name_8120110,如履薄冰,a_sound_bgm/bgm_HuoDong_Naomi_2,bgm_HuoDong_Naomi_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120111,,,1,sound_name_8120111,谨慎前行,a_sound_bgm/bgm_HuoDong_Naomi_3,bgm_HuoDong_Naomi_3,0,0.8,1,0,1,0,0.5,0.5,1,0
8120112,,,1,sound_name_8120112,历史长河,a_sound_bgm/bgm_HuoDong_Naomi_4,bgm_HuoDong_Naomi_4,0,0.8,1,0,1,0,0.5,0.5,1,0
8120113,,,1,sound_name_8120113,怀疑与猜忌,a_sound_bgm/bgm_HuoDong_Naomi_5,bgm_HuoDong_Naomi_5,0,0.8,1,0,1,0,0.5,0.5,1,0
8120114,,,1,sound_name_8120114,龙舞声动,a_sound_bgm/bgm_HuoDong_Jiyan_1,bgm_HuoDong_Jiyan_1,0,0.8,1,0,1,0,0.5,0.5,1,0
8120115,,,1,sound_name_8120115,烛月歌,a_sound_bgm/bgm_HuoDong_Jiyan_2,bgm_HuoDong_Jiyan_2,0,0.8,1,0,1,0,0.5,0.5,1,0
8120116,,,1,sound_name_8120116,十里夜妆,a_sound_bgm/bgm_HuoDong_Jiyan_3,bgm_HuoDong_Jiyan_3,0,0.8,1,0,1,0,0.5,0.5,1,0
8120117,,,1,sound_name_8120117,如蜜甘涩,a_sound_bgm/bgm_JueSe_Louise,bgm_JueSe_Louise,0,0.8,1,0,1,0,0.5,0.5,1,0
8120118,,,1,sound_name_8120118,瓶中愿望,a_sound_bgm/bgm_HuoDong_Louise,bgm_HuoDong_Louise,0,0.8,1,0,1,0,0.5,0.5,1,0
8120119,,,1,sound_name_8120119,地平线的颂歌,a_sound_bgm/bgm_HuoDong_Lianhua,bgm_HuoDong_Lianhua,0,0.8,1,0,1,0,0.5,0.5,1,0
8120120,,,1,sound_name_8120120,镜中双人舞,a_sound_bgm/bgm_HuoDong_Novia,bgm_HuoDong_Novia,0,0.8,1,0,1,0,0.5,0.5,1,0
8120121,,,1,sound_name_8120121,迷影缭乱,a_sound_bgm/bgm_HuoDong_Kagura,bgm_HuoDong_Kagura,0,0.8,1,0,1,0,0.5,0.5,1,0
8120122,,,1,sound_name_8120122,悖逆的回声,a_sound_bgm/bgm_HuoDong_Zhounian,bgm_HuoDong_Zhounian,0,0.8,1,0,1,0,0.5,0.5,1,0
8120123,,,1,sound_name_8120123,缄默之梦,a_sound_bgm/bgm_HuoDong_Carlotti_01,bgm_HuoDong_Carlotti_01,0,0.8,1,0,1,0,0.5,0.5,1,0
8120124,,,1,sound_name_8120124,魔女的假日,a_sound_bgm/bgm_HuoDong_Carlotti_02,bgm_HuoDong_Carlotti_02,0,0.8,1,0,1,0,0.5,0.5,1,0
8120125,,,1,sound_name_8120125,严肃之声,a_sound_bgm/bgm_HuoDong_Carlotti_03,bgm_HuoDong_Carlotti_03,0,0.8,1,0,1,0,0.5,0.5,1,0
8100001,,通用,3,librarysound_ahthor_1,点击,a_sound_ui/UI_Common_click,UI_DianJi,0,1,1,0,0,0,0,0,3,0
8100002,,通用,3,librarysound_ahthor_1,无法点击,a_sound_ui/UI_Common_click_unable,UI_CuoWu,0,1,1,0,0,0,0,0,3,0
8100003,,通用,3,librarysound_ahthor_1,返回,a_sound_ui/UI_Common_click_back,UI_FanHui,0,1,1,0,0,0,0,0,3,0
8100004,,通用,3,librarysound_ahthor_1,确认,a_sound_ui/UI_Common_confirm,UI_QueRen,0,1,1,0,0,0,0,0,3,0
8100005,,通用,3,librarysound_ahthor_1,取消,a_sound_ui/UI_Common_cancel,UI_QuXiao,0,1,1,0,0,0,0,0,3,0
8100006,,通用,3,librarysound_ahthor_1,竖页签,a_sound_ui/UI_Common_repage_vertically,UI_ErJiQieYe,0,1,1,0,0,0,0,0,3,0
8100007,,通用,3,librarysound_ahthor_1,横页签,a_sound_ui/UI_Common_repage_horizontally,UI_HengXiangQieYe,0,1,1,0,0,0,0,0,3,0
8100008,,通用,3,librarysound_ahthor_1,弹窗 跳出,a_sound_ui/UI_Common_pop_up,UI_TanChuang,0,1,1,0,0,0,0,0,3,0
8100009,,通用,3,librarysound_ahthor_1,弹窗 收回,a_sound_ui/UI_Common_pop_retracted,UI_Shangdian_GuanBiTanChuan,0,1,1,0,0,0,0,0,3,0
8100010,,通用,3,librarysound_ahthor_1,弹窗 物品获得,a_sound_ui/UI_Common_pop_get_item,UI__HuoDeWuPin,0,1,1,0,0,0,0,0,3,0
8100011,,通用,3,librarysound_ahthor_1,弹窗 属性获得,a_sound_ui/UI_Common_pop_get_attr,UI_DengJiTiSheng,0,1,1,0,0,0,0,0,3,0
8100012,,通用,3,librarysound_ahthor_1,弹窗 月卡领取,a_sound_ui/UI_Common_pop_get_m_pass,UI_YueKaLingQu,0,1,1,0,0,0,0,0,3,0
8100013,,通用,3,librarysound_ahthor_1,物品 加,a_sound_ui/UI_Common_item_plus,UI_JiaHao,0,1,1,0,0,0,0,0,3,0
8100014,,通用,3,librarysound_ahthor_1,物品 减,a_sound_ui/UI_Common_item_minus,UI_JianHao,0,1,1,0,0,0,0,0,3,0
8100015,,通用,3,librarysound_ahthor_1,顶端提示 成功,a_sound_ui/UI_Common_top_hint_success,UI_DingDuanTiShi_ChengGong,0,1,1,0,0,0,0,0,3,0
8100016,,通用,3,librarysound_ahthor_1,顶端提示 失败,a_sound_ui/UI_Common_top_hint_fail,UI_DingDuanTiShi,0,1,1,0,0,0,0,0,3,0
8100017,,通用,3,librarysound_ahthor_1,顶端提示,a_sound_ui/UI_Common_top_hint,UI_DingDuanTiao,0,1,1,0,0,0,0,0,3,0
8100018,,通用,3,librarysound_ahthor_1,选择 角色,a_sound_ui/UI_Common_select_role,UI_XuanZeXingHen,0,1,1,0,0,0,0,0,3,0
8100019,,通用,3,librarysound_ahthor_1,选择 库存物品,a_sound_ui/UI_Common_select_item,UI_XuanZe,0,1,1,0,0,0,0,0,3,0
8100020,,通用,3,librarysound_ahthor_1,页面跳转,a_sound_ui/UI_Common_page_turn,UI_YeMianTiaoZhuan,0,1,1,0,0,0,0,0,3,0
8100021,,通用,3,librarysound_ahthor_1,滑钮,a_sound_ui/UI_Common_slide,UI_HuaNiu,0,1,1,0,0,0,0,0,3,0
8100022,,通用,3,librarysound_ahthor_1,刷新,a_sound_ui/UI_Common_refresh,UI_ShuaXin,0,1,1,0,0,0,0,0,3,0
8100023,,通用,3,librarysound_ahthor_1,设置,a_sound_ui/UI_Common_setting,UI_SheZhi,0,1,1,0,0,0,0,0,3,0
8100024,,战斗,3,librarysound_ahthor_1,爆气一段,a_sound_ui/UI_Battle_burst_1,ui_baoqi_01,0,1,1,0,0,0,0,0,3,0
8100025,,战斗,3,librarysound_ahthor_1,爆气二段,a_sound_ui/UI_Battle_burst_2,ui_baoqi_02,0,1,1,0,0,0,0,0,3,0
8100026,,战斗,3,librarysound_ahthor_1,爆气三段,a_sound_ui/UI_Battle_burst_3,ui_baoqi_03,0,1,1,0,0,0,0,0,3,0
