Name,AwakeLevel,StartUpCost,DescType,AttrIndex,AttrSkillIndex,Desc
3013022,3,"1007016,1",2,"100012,20;100011,20;100013,20;100014,20;100021,25","40130220,2",Weapon_skill_desc_3
3013022,4,"1007016,1",3,"100012,30;100011,30;100013,30;100014,30;100021,50","40130220,2",Weapon_skill_desc_2
3013022,5,,2,"100012,30;100011,30;100013,30;100014,30;100021,50","40130220,3",Weapon_skill_desc_3
3013023,0,"1007017,1",,,,Weapon_skill_desc_1
3013023,1,"1007017,1",1,,"40130230,1",Weapon_skill_desc_1
3013023,2,"1007017,1",3,"100012,20;100011,20;100013,20;100014,20;100015,25","40130230,1",Weapon_skill_desc_2
3013023,3,"1007017,1",2,"100012,20;100011,20;100013,20;100014,20;100015,25","40130233,1",Weapon_skill_desc_3
3013023,4,"1007017,1",3,"100012,30;100011,30;100013,30;100014,30;100015,25;100016,50","40130233,1",Weapon_skill_desc_2
3013023,5,,2,"100012,30;100011,30;100013,30;100014,30;100015,25;100016,50","40130235,1",Weapon_skill_desc_3
3013025,0,"1007018,1",,,,Weapon_skill_desc_1
3013025,1,"1007018,1",1,,"40130250,1",Weapon_skill_desc_1
3013025,2,"1007018,1",3,"100012,20;100011,20;100013,20;100014,20;100020,25","40130250,1",Weapon_skill_desc_2
3013025,3,"1007018,1",2,"100012,20;100011,20;100013,20;100014,20;100020,25","40130253,1",Weapon_skill_desc_3
3013025,4,"1007018,1",3,"100012,30;100011,30;100013,30;100014,30;100020,50","40130253,1",Weapon_skill_desc_2
3013025,5,,2,"100012,30;100011,30;100013,30;100014,30;100020,50","40130255,1",Weapon_skill_desc_3
3014003,0,"1007020,1",,,,Weapon_skill_desc_1
3014003,1,"1007020,1",1,,"40140030,1",Weapon_skill_desc_1
3014003,2,"1007020,1",3,"100012,20;100011,20;100013,20;100014,20;100018,25","40140030,1",Weapon_skill_desc_2
3014003,3,"1007020,1",2,"100012,20;100011,20;100013,20;100014,20;100018,25","40140030,2",Weapon_skill_desc_3
3014003,4,"1007020,1",3,"100012,30;100011,30;100013,30;100014,30;100018,50","40140030,2",Weapon_skill_desc_2
3014003,5,,2,"100012,30;100011,30;100013,30;100014,30;100018,50","40140030,3",Weapon_skill_desc_3
3014004,0,"1007021,1",,,,Weapon_skill_desc_1
3014004,1,"1007021,1",1,,"40140040,1",Weapon_skill_desc_1
3014004,2,"1007021,1",3,"100012,20;100011,20;100013,20;100014,20;100019,25","40140040,1",Weapon_skill_desc_2
3014004,3,"1007021,1",2,"100012,20;100011,20;100013,20;100014,20;100019,25","40140040,2",Weapon_skill_desc_3
3014004,4,"1007021,1",3,"100012,30;100011,30;100013,30;100014,30;100019,50","40140040,2",Weapon_skill_desc_2
3014004,5,,2,"100012,30;100011,30;100013,30;100014,30;100019,50","40140040,3",Weapon_skill_desc_3
3014012,0,"1007023,1",,,,Weapon_skill_desc_1
3014012,1,"1007023,1",1,,"40140120,1",Weapon_skill_desc_1
3014012,2,"1007023,1",3,"100012,20;100011,20;100013,20;100014,20;100019,25","40140120,1",Weapon_skill_desc_2
3014012,3,"1007023,1",2,"100012,20;100011,20;100013,20;100014,20;100019,25","40140120,2",Weapon_skill_desc_3
3014012,4,"1007023,1",3,"100012,30;100011,30;100013,30;100014,30;100019,50","40140120,2",Weapon_skill_desc_2
3014012,5,,2,"100012,30;100011,30;100013,30;100014,30;100019,50","40140120,3",Weapon_skill_desc_3
3014016,0,"1007024,1",,,,Weapon_skill_desc_1
3014016,1,"1007024,1",1,,"40140160,1",Weapon_skill_desc_1
3014016,2,"1007024,1",3,"100012,20;100011,20;100013,20;100014,20;100019,25","40140160,1",Weapon_skill_desc_2
3014016,3,"1007024,1",2,"100012,20;100011,20;100013,20;100014,20;100019,25","40140160,2",Weapon_skill_desc_3
3014016,4,"1007024,1",3,"100012,30;100011,30;100013,30;100014,30;100019,50","40140160,2",Weapon_skill_desc_2
3014016,5,,2,"100012,30;100011,30;100013,30;100014,30;100019,50","40140160,3",Weapon_skill_desc_3
3014018,0,"1007025,1",,,,Weapon_skill_desc_1
3014018,1,"1007025,1",1,,"40140180,1",Weapon_skill_desc_1
3014018,2,"1007025,1",3,"100012,20;100011,20;100013,20;100014,20;100020,25","40140180,1",Weapon_skill_desc_2
3014018,3,"1007025,1",2,"100012,20;100011,20;100013,20;100014,20;100020,25","40140183,1",Weapon_skill_desc_3
3014018,4,"1007025,1",3,"100012,30;100011,30;100013,30;100014,30;100020,50","40140183,1",Weapon_skill_desc_2
3014018,5,,2,"100012,30;100011,30;100013,30;100014,30;100020,50","40140185,1",Weapon_skill_desc_3
3016023,0,"1007048,1",,,,Weapon_skill_desc_1
3016023,1,"1007048,1",1,,"40160230,1",Weapon_skill_desc_1
3016023,2,"1007048,1",3,"100012,20;100011,20;100013,20;100014,20;100021,25","40160230,1",Weapon_skill_desc_2
3016023,3,"1007048,1",2,"100012,20;100011,20;100013,20;100014,20;100021,25","40160230,2",Weapon_skill_desc_3
3016023,4,"1007048,1",3,"100012,30;100011,30;100013,30;100014,30;100021,50","40160230,2",Weapon_skill_desc_2
3016023,5,,2,"100012,30;100011,30;100013,30;100014,30;100021,50","40160230,3",Weapon_skill_desc_3
3016038,0,"1007050,1",,,,Weapon_skill_desc_1
3016038,1,"1007050,1",1,,"40160380,1",Weapon_skill_desc_1
3016038,2,"1007050,1",3,"100012,20;100011,20;100013,20;100014,20;100017,25","40160380,1",Weapon_skill_desc_2
3016038,3,"1007050,1",2,"100012,20;100011,20;100013,20;100014,20;100017,25","40160380,2",Weapon_skill_desc_3
3016038,4,"1007050,1",3,"100012,30;100011,30;100013,30;100014,30;100017,50","40160380,2",Weapon_skill_desc_2
3016038,5,,2,"100012,30;100011,30;100013,30;100014,30;100017,50","40160380,3",Weapon_skill_desc_3
3013003,0,"1007004,1",,,,Weapon_skill_desc_1
3013003,1,"1007004,1",1,,"40130030,1",Weapon_skill_desc_1
3013003,2,"1007004,1",3,"100012,30;100011,30;100013,30;100014,30;100015,25","40130030,1",Weapon_skill_desc_2
3013003,3,"1007004,1",2,"100012,30;100011,30;100013,30;100014,30;100015,25","40130030,2",Weapon_skill_desc_3
3013003,4,"1007004,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25;100016,50","40130030,2",Weapon_skill_desc_2
3013003,5,,2,"100012,50;100011,50;100013,50;100014,50;100015,25;100016,50","40130030,3",Weapon_skill_desc_3
3013004,0,"1007005,1",,,,Weapon_skill_desc_1
3013004,1,"1007005,1",1,,"40130040,1",Weapon_skill_desc_1
3013004,2,"1007005,1",3,"100012,30;100011,30;100013,30;100014,30;100021,25","40130040,1",Weapon_skill_desc_2
3013004,3,"1007005,1",2,"100012,30;100011,30;100013,30;100014,30;100021,25","40130040,2",Weapon_skill_desc_3
3013004,4,"1007005,1",3,"100012,50;100011,50;100013,50;100014,50;100021,50","40130040,2",Weapon_skill_desc_2
3013004,5,,2,"100012,50;100011,50;100013,50;100014,50;100021,50","40130040,3",Weapon_skill_desc_3
3013006,0,"1007006,1",,,,Weapon_skill_desc_1
3013006,1,"1007006,1",1,,"40130060,1",Weapon_skill_desc_1
3013006,2,"1007006,1",3,"100012,30;100011,30;100013,30;100014,30;100021,25","40130060,1",Weapon_skill_desc_2
3013006,3,"1007006,1",2,"100012,30;100011,30;100013,30;100014,30;100021,25","40130060,2",Weapon_skill_desc_3
3013006,4,"1007006,1",3,"100012,50;100011,50;100013,50;100014,50;100021,50","40130060,2",Weapon_skill_desc_2
3013006,5,,2,"100012,50;100011,50;100013,50;100014,50;100021,50","40130060,3",Weapon_skill_desc_3
3013015,0,"1007011,1",,,,Weapon_skill_desc_1
3013015,1,"1007011,1",1,,"40130150,1",Weapon_skill_desc_1
3013015,2,"1007011,1",3,"100012,30;100011,30;100013,30;100014,30;100019,25","40130150,1",Weapon_skill_desc_2
3013015,3,"1007011,1",2,"100012,30;100011,30;100013,30;100014,30;100019,25","40130150,2",Weapon_skill_desc_3
3013015,4,"1007011,1",3,"100012,50;100011,50;100013,50;100014,50;100019,50","40130150,2",Weapon_skill_desc_2
3013015,5,,2,"100012,50;100011,50;100013,50;100014,50;100019,50","40130150,3",Weapon_skill_desc_3
3013019,0,"1007014,1",,,,Weapon_skill_desc_1
3013019,1,"1007014,1",1,,"40130190,1",Weapon_skill_desc_1
3013019,2,"1007014,1",3,"100012,30;100011,30;100013,30;100014,30;100015,25","40130190,1",Weapon_skill_desc_2
3013019,3,"1007014,1",2,"100012,30;100011,30;100013,30;100014,30;100015,25","40130190,2",Weapon_skill_desc_3
3013019,4,"1007014,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25;100016,50","40130190,2",Weapon_skill_desc_2
3013019,5,,2,"100012,50;100011,50;100013,50;100014,50;100015,25;100016,50","40130190,3",Weapon_skill_desc_3
3014001,0,"1007019,1",,,,Weapon_skill_desc_1
3014001,1,"1007019,1",1,,"40140010,1",Weapon_skill_desc_1
3014001,2,"1007019,1",3,"100012,30;100011,30;100013,30;100014,30;100018,25","40140010,1",Weapon_skill_desc_2
3014001,3,"1007019,1",2,"100012,30;100011,30;100013,30;100014,30;100018,25","40140010,2",Weapon_skill_desc_3
3014001,4,"1007019,1",3,"100012,50;100011,50;100013,50;100014,50;100018,50","40140010,2",Weapon_skill_desc_2
3014001,5,,2,"100012,50;100011,50;100013,50;100014,50;100018,50","40140010,3",Weapon_skill_desc_3
3014005,0,"1007022,1",,,,Weapon_skill_desc_1
3014005,1,"1007022,1",1,,"40140050,1",Weapon_skill_desc_1
3014005,2,"1007022,1",3,"100012,30;100011,30;100013,30;100014,30;100019,25","40140050,1",Weapon_skill_desc_2
3014005,3,"1007022,1",2,"100012,30;100011,30;100013,30;100014,30;100019,25","40140050,2",Weapon_skill_desc_3
3014005,4,"1007022,1",3,"100012,50;100011,50;100013,50;100014,50;100019,50","40140050,2",Weapon_skill_desc_2
3014005,5,,2,"100012,50;100011,50;100013,50;100014,50;100019,50","40140050,3",Weapon_skill_desc_3
3014019,0,"1007026,1",,,,Weapon_skill_desc_1
3014019,1,"1007026,1",1,,"40140190,1",Weapon_skill_desc_1
3014019,2,"1007026,1",3,"100012,30;100011,30;100013,30;100014,30;100021,25","40140190,1",Weapon_skill_desc_2
3014019,3,"1007026,1",2,"100012,30;100011,30;100013,30;100014,30;100021,25","40140190,2",Weapon_skill_desc_3
3014019,4,"1007026,1",3,"100012,50;100011,50;100013,50;100014,50;100021,50","40140190,2",Weapon_skill_desc_2
3014019,5,,2,"100012,50;100011,50;100013,50;100014,50;100021,50","40140190,3",Weapon_skill_desc_3
3014020,0,"1007027,1",,,,Weapon_skill_desc_1
3014020,1,"1007027,1",1,,"40140200,1",Weapon_skill_desc_1
3014020,2,"1007027,1",3,"100012,30;100011,30;100013,30;100014,30;100020,25","40140200,1",Weapon_skill_desc_2
3014020,3,"1007027,1",2,"100012,30;100011,30;100013,30;100014,30;100020,25","40140200,2",Weapon_skill_desc_3
3014020,4,"1007027,1",3,"100012,50;100011,50;100013,50;100014,50;100020,50","40140200,2",Weapon_skill_desc_2
3014020,5,,2,"100012,50;100011,50;100013,50;100014,50;100020,50","40140200,3",Weapon_skill_desc_3
3014021,0,"1007028,1",,,,Weapon_skill_desc_1
3014021,1,"1007028,1",1,,"40140210,1",Weapon_skill_desc_1
3014021,2,"1007028,1",3,"100012,30;100011,30;100013,30;100014,30;100020,25","40140210,1",Weapon_skill_desc_2
3014021,3,"1007028,1",2,"100012,30;100011,30;100013,30;100014,30;100020,25","40140210,2",Weapon_skill_desc_3
3014021,4,"1007028,1",3,"100012,50;100011,50;100013,50;100014,50;100020,50","40140210,2",Weapon_skill_desc_2
3014021,5,,2,"100012,50;100011,50;100013,50;100014,50;100020,50","40140210,3",Weapon_skill_desc_3
3014022,0,"1007029,1",,,,Weapon_skill_desc_1
3014022,1,"1007029,1",1,,"40140220,1",Weapon_skill_desc_1
3014022,2,"1007029,1",3,"100012,30;100011,30;100013,30;100014,30;100019,25","40140220,1",Weapon_skill_desc_2
3014022,3,"1007029,1",2,"100012,30;100011,30;100013,30;100014,30;100019,25","40140220,2",Weapon_skill_desc_3
3014022,4,"1007029,1",3,"100012,50;100011,50;100013,50;100014,50;100019,50","40140220,2",Weapon_skill_desc_2
3014022,5,,2,"100012,50;100011,50;100013,50;100014,50;100019,50","40140220,3",Weapon_skill_desc_3
3014026,0,"1007033,1",,,,Weapon_skill_desc_1
3014026,1,"1007033,1",1,,"40140260,1",Weapon_skill_desc_1
3014026,2,"1007033,1",3,"100012,30;100011,30;100013,30;100014,30;100020,25","40140260,1",Weapon_skill_desc_2
3014026,3,"1007033,1",2,"100012,30;100011,30;100013,30;100014,30;100020,25","40140260,2",Weapon_skill_desc_3
3014026,4,"1007033,1",3,"100012,50;100011,50;100013,50;100014,50;100020,50","40140260,2",Weapon_skill_desc_2
3014026,5,,2,"100012,50;100011,50;100013,50;100014,50;100020,50","40140260,3",Weapon_skill_desc_3
3014027,0,"1007034,1",,,,Weapon_skill_desc_1
3014027,1,"1007034,1",1,,"40140270,1",Weapon_skill_desc_1
3014027,2,"1007034,1",3,"100012,30;100011,30;100013,30;100014,30;100020,25","40140270,1",Weapon_skill_desc_2
3014027,3,"1007034,1",2,"100012,30;100011,30;100013,30;100014,30;100020,25","40140270,2",Weapon_skill_desc_3
3014027,4,"1007034,1",3,"100012,50;100011,50;100013,50;100014,50;100020,50","40140270,2",Weapon_skill_desc_2
3014027,5,,2,"100012,50;100011,50;100013,50;100014,50;100020,50","40140270,3",Weapon_skill_desc_3
3016011,0,"1007044,1",,,,Weapon_skill_desc_1
3016011,1,"1007044,1",1,,"40160110,1",Weapon_skill_desc_1
3016011,2,"1007044,1",3,"100012,30;100011,30;100013,30;100014,30;100021,25","40160110,1",Weapon_skill_desc_2
3016011,3,"1007044,1",2,"100012,30;100011,30;100013,30;100014,30;100021,25","40160110,2",Weapon_skill_desc_3
3016011,4,"1007044,1",3,"100012,50;100011,50;100013,50;100014,50;100021,50","40160110,2",Weapon_skill_desc_2
3016011,5,,2,"100012,50;100011,50;100013,50;100014,50;100021,50","40160110,3",Weapon_skill_desc_3
3016017,0,"1007046,1",,,,Weapon_skill_desc_1
3016017,1,"1007046,1",1,,"40160170,1",Weapon_skill_desc_1
3016017,2,"1007046,1",3,"100012,30;100011,30;100013,30;100014,30;100021,25","40160170,1",Weapon_skill_desc_2
3016017,3,"1007046,1",2,"100012,30;100011,30;100013,30;100014,30;100021,25","40160170,2",Weapon_skill_desc_3
3016017,4,"1007046,1",3,"100012,50;100011,50;100013,50;100014,50;100021,50","40160170,2",Weapon_skill_desc_2
3016017,5,,2,"100012,50;100011,50;100013,50;100014,50;100021,50","40160170,3",Weapon_skill_desc_3
3014023,0,"1007030,1",,,,Weapon_skill_desc_1
3014023,1,"1007030,1",1,,"40140230,1",Weapon_skill_desc_1
3014023,2,"1007030,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25","40140230,1",Weapon_skill_desc_2
3014023,3,"1007030,1",2,"100012,50;100011,50;100013,50;100014,50;100015,25","40140230,2",Weapon_skill_desc_3
3014023,4,"1007030,1",3,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40140230,2",Weapon_skill_desc_2
3014023,5,,2,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40140235,3",Weapon_skill_desc_3
3014024,0,"1007031,1",,,,Weapon_skill_desc_1
3014024,1,"1007031,1",1,,"40140240,1",Weapon_skill_desc_1
3014024,2,"1007031,1",3,"100012,50;100011,50;100013,50;100014,50;100018,25","40140240,1",Weapon_skill_desc_2
3014024,3,"1007031,1",2,"100012,50;100011,50;100013,50;100014,50;100018,25","40140240,2",Weapon_skill_desc_3
3014024,4,"1007031,1",3,"100012,100;100011,100;100013,100;100014,100;100018,50","40140240,2",Weapon_skill_desc_2
3014024,5,,2,"100012,100;100011,100;100013,100;100014,100;100018,50","40140245,3",Weapon_skill_desc_3
3014025,0,"1007032,1",,,,Weapon_skill_desc_1
3014025,1,"1007032,1",1,,"40140250,1",Weapon_skill_desc_1
3014025,2,"1007032,1",3,"100012,50;100011,50;100013,50;100014,50;100021,25","40140250,1",Weapon_skill_desc_2
3014025,3,"1007032,1",2,"100012,50;100011,50;100013,50;100014,50;100021,25","40140250,2",Weapon_skill_desc_3
3014025,4,"1007032,1",3,"100012,100;100011,100;100013,100;100014,100;100021,50","40140250,2",Weapon_skill_desc_2
3014025,5,,2,"100012,100;100011,100;100013,100;100014,100;100021,50","40140255,3",Weapon_skill_desc_3
3015002,0,"1007037,1",,,,Weapon_skill_desc_1
3015002,1,"1007037,1",1,,"40150020,1",Weapon_skill_desc_1
3015002,2,"1007037,1",3,"100012,50;100011,50;100013,50;100014,50;100021,25","40150020,1",Weapon_skill_desc_2
3015002,3,"1007037,1",2,"100012,50;100011,50;100013,50;100014,50;100021,25","40150020,2",Weapon_skill_desc_3
3015002,4,"1007037,1",3,"100012,100;100011,100;100013,100;100014,100;100021,50","40150020,2",Weapon_skill_desc_2
3015002,5,,2,"100012,100;100011,100;100013,100;100014,100;100021,50","40150025,3",Weapon_skill_desc_3
3015004,0,"1007038,1",,,,Weapon_skill_desc_1
3015004,1,"1007038,1",1,,"40150040,1",Weapon_skill_desc_1
3015004,2,"1007038,1",3,"100012,50;100011,50;100013,50;100014,50;100019,25","40150040,1",Weapon_skill_desc_2
3015004,3,"1007038,1",2,"100012,50;100011,50;100013,50;100014,50;100019,25","40150040,2",Weapon_skill_desc_3
3015004,4,"1007038,1",3,"100012,100;100011,100;100013,100;100014,100;100019,50","40150040,2",Weapon_skill_desc_2
3015004,5,,2,"100012,100;100011,100;100013,100;100014,100;100019,50","40150045,3",Weapon_skill_desc_3
3015006,0,"1007039,1",,,,Weapon_skill_desc_1
3015006,1,"1007039,1",1,,"40150060,1",Weapon_skill_desc_1
3015006,2,"1007039,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25","40150060,1",Weapon_skill_desc_2
3015006,3,"1007039,1",2,"100012,50;100011,50;100013,50;100014,50;100015,25","40150060,2",Weapon_skill_desc_3
3015006,4,"1007039,1",3,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40150060,2",Weapon_skill_desc_2
3015006,5,,2,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40150065,3",Weapon_skill_desc_3
3015007,0,"1007040,1",,,,Weapon_skill_desc_1
3015007,1,"1007040,1",1,,"40150070,1",Weapon_skill_desc_1
3015007,2,"1007040,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25","40150070,1",Weapon_skill_desc_2
3015007,3,"1007040,1",2,"100012,50;100011,50;100013,50;100014,50;100015,25","40150070,2",Weapon_skill_desc_3
3015007,4,"1007040,1",3,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40150070,2",Weapon_skill_desc_2
3015007,5,,2,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40150075,3",Weapon_skill_desc_3
3015008,0,"1007041,1",,,,Weapon_skill_desc_1
3015008,1,"1007041,1",1,,"40150080,1",Weapon_skill_desc_1
3015008,2,"1007041,1",3,"100012,50;100011,50;100013,50;100014,50;100021,25","40150080,1",Weapon_skill_desc_2
3015008,3,"1007041,1",2,"100012,50;100011,50;100013,50;100014,50;100021,25","40150080,2",Weapon_skill_desc_3
3015008,4,"1007041,1",3,"100012,100;100011,100;100013,100;100014,100;100021,50","40150080,2",Weapon_skill_desc_2
3015008,5,,2,"100012,100;100011,100;100013,100;100014,100;100021,50","40150085,3",Weapon_skill_desc_3
3016009,0,"1007042,1",,,,Weapon_skill_desc_1
3016009,1,"1007042,1",1,,"40160090,1",Weapon_skill_desc_1
3016009,2,"1007042,1",3,"100012,50;100011,50;100013,50;100014,50;100020,25","40160090,1",Weapon_skill_desc_2
3016009,3,"1007042,1",2,"100012,50;100011,50;100013,50;100014,50;100020,25","40160090,2",Weapon_skill_desc_3
3016009,4,"1007042,1",3,"100012,100;100011,100;100013,100;100014,100;100020,50","40160090,2",Weapon_skill_desc_2
3016009,5,,2,"100012,100;100011,100;100013,100;100014,100;100020,50","40160095,3",Weapon_skill_desc_3
3016013,0,"1007045,1",,,,Weapon_skill_desc_1
3016013,1,"1007045,1",1,,"40160130,1",Weapon_skill_desc_1
3016013,2,"1007045,1",3,"100012,50;100011,50;100013,50;100014,50;100019,25","40160130,1",Weapon_skill_desc_2
3016013,3,"1007045,1",2,"100012,50;100011,50;100013,50;100014,50;100019,25","40160130,2",Weapon_skill_desc_3
3016013,4,"1007045,1",3,"100012,100;100011,100;100013,100;100014,100;100019,50","40160130,2",Weapon_skill_desc_2
3016013,5,,2,"100012,100;100011,100;100013,100;100014,100;100019,50","40160135,3",Weapon_skill_desc_3
3016031,0,"1007049,1",,,,Weapon_skill_desc_1
3016031,1,"1007049,1",1,,"40160310,1",Weapon_skill_desc_1
3016031,2,"1007049,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25","40160310,1",Weapon_skill_desc_2
3016031,3,"1007049,1",2,"100012,50;100011,50;100013,50;100014,50;100015,25","40160310,2",Weapon_skill_desc_3
3016031,4,"1007049,1",3,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40160310,2",Weapon_skill_desc_2
3016031,5,,2,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40160315,3",Weapon_skill_desc_3
3016078,0,"1007052,1",,,,Weapon_skill_desc_1
3016078,1,"1007052,1",1,,"40160780,1",Weapon_skill_desc_1
3016078,2,"1007052,1",3,"100012,50;100011,50;100013,50;100014,50;100015,25","40160780,1",Weapon_skill_desc_2
3016078,3,"1007052,1",2,"100012,50;100011,50;100013,50;100014,50;100015,25","40160780,2",Weapon_skill_desc_3
3016078,4,"1007052,1",3,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40160780,2",Weapon_skill_desc_2
3016078,5,,2,"100012,100;100011,100;100013,100;100014,100;100015,25;100016,50","40160785,3",Weapon_skill_desc_3
3016130,0,"1007053,1",,,,Weapon_skill_desc_1
3016130,1,"1007053,1",1,,"40161300,1",Weapon_skill_desc_1
3016130,2,"1007053,1",3,"100012,50;100011,50;100013,50;100014,50;100017,25","40161300,1",Weapon_skill_desc_2
3016130,3,"1007053,1",2,"100012,50;100011,50;100013,50;100014,50;100017,25","40161300,2",Weapon_skill_desc_3
3016130,4,"1007053,1",3,"100012,100;100011,100;100013,100;100014,100;100017,50","40161300,2",Weapon_skill_desc_2
3016130,5,,2,"100012,100;100011,100;100013,100;100014,100;100017,50","40161305,3",Weapon_skill_desc_3
3014029,0,"1007035,1",,,,Weapon_skill_desc_1
3014029,1,"1007035,1",1,,"40140290,1",Weapon_skill_desc_1
