DressId,Level,,,,,AttrRefix
5002044,4,,,颂诗胸针,罗莎莉,"30160170,4"
5002044,5,,,颂诗胸针,罗莎莉,"30160170,5"
5002044,6,,,颂诗胸针,罗莎莉,"30160170,6"
5002045,1,,,怠惰的愿珠,佩内洛普,"30160230,1"
5002045,2,,,怠惰的愿珠,佩内洛普,"30160230,2"
5002045,3,,,怠惰的愿珠,佩内洛普,"30160230,3"
5002045,4,,,怠惰的愿珠,佩内洛普,"30160230,4"
5002045,5,,,怠惰的愿珠,佩内洛普,"30160230,5"
5002045,6,,,怠惰的愿珠,佩内洛普,"30160230,6"
5002046,1,,,深渊眼眸,小闪,"30160310,1"
5002046,2,,,深渊眼眸,小闪,"30160310,2"
5002046,3,,,深渊眼眸,小闪,"30160310,3"
5002046,4,,,深渊眼眸,小闪,"30160310,4"
5002046,5,,,深渊眼眸,小闪,"30160310,5"
5002046,6,,,深渊眼眸,小闪,"30160310,6"
5002047,1,,,小熊帽,仙蒂,"30160380,1"
5002047,2,,,小熊帽,仙蒂,"30160380,2"
5002047,3,,,小熊帽,仙蒂,"30160380,3"
5002047,4,,,小熊帽,仙蒂,"30160380,4"
5002047,5,,,小熊帽,仙蒂,"30160380,5"
5002047,6,,,小熊帽,仙蒂,"30160380,6"
5002048,1,,,堕落之触,昔莱,"30160780,1"
5002048,2,,,堕落之触,昔莱,"30160780,2"
5002048,3,,,堕落之触,昔莱,"30160780,3"
5002048,4,,,堕落之触,昔莱,"30160780,4"
5002048,5,,,堕落之触,昔莱,"30160780,5"
5002048,6,,,堕落之触,昔莱,"30160780,6"
5002049,1,,,航海眼罩,伊卡洛斯,"30161300,1"
5002049,2,,,航海眼罩,伊卡洛斯,"30161300,2"
5002049,3,,,航海眼罩,伊卡洛斯,"30161300,3"
5002049,4,,,航海眼罩,伊卡洛斯,"30161300,4"
5002049,5,,,航海眼罩,伊卡洛斯,"30161300,5"
5002049,6,,,航海眼罩,伊卡洛斯,"30161300,6"
5002050,1,,,青铜面具,桃,"30140090,1"
5002050,2,,,青铜面具,桃,"30140090,2"
5002050,3,,,青铜面具,桃,"30140090,3"
5002050,4,,,青铜面具,桃,"30140090,4"
5002050,5,,,青铜面具,桃,"30140090,5"
5002050,6,,,青铜面具,桃,"30140090,6"
5002051,1,,,青鸟之翎,伊拉,"30140310,1"
5002051,2,,,青鸟之翎,伊拉,"30140310,2"
5002051,3,,,青鸟之翎,伊拉,"30140310,3"
5002051,4,,,青鸟之翎,伊拉,"30140310,4"
5002051,5,,,青鸟之翎,伊拉,"30140310,5"
5002051,6,,,青鸟之翎,伊拉,"30140310,6"
5002052,1,,,卯兔布偶,异邦波斯菊,"30161870,1"
5002052,2,,,卯兔布偶,异邦波斯菊,"30161870,2"
5002052,3,,,卯兔布偶,异邦波斯菊,"30161870,3"
5002052,4,,,卯兔布偶,异邦波斯菊,"30161870,4"
5002052,5,,,卯兔布偶,异邦波斯菊,"30161870,5"
5002052,6,,,卯兔布偶,异邦波斯菊,"30161870,6"
5002053,1,,,世界之泪,贝卡丝,"30160680,1"
5002053,2,,,世界之泪,贝卡丝,"30160680,2"
5002053,3,,,世界之泪,贝卡丝,"30160680,3"
5002053,4,,,世界之泪,贝卡丝,"30160680,4"
5002053,5,,,世界之泪,贝卡丝,"30160680,5"
5002053,6,,,世界之泪,贝卡丝,"30160680,6"
5002054,1,,,流民万用刀,瑞比娅,"30160100,1"
5002054,2,,,流民万用刀,瑞比娅,"30160100,2"
5002054,3,,,流民万用刀,瑞比娅,"30160100,3"
5002054,4,,,流民万用刀,瑞比娅,"30160100,4"
5002054,5,,,流民万用刀,瑞比娅,"30160100,5"
5002054,6,,,流民万用刀,瑞比娅,"30160100,6"
5002055,1,,,荣耀弯角,塞蕾丝蒂娜,"30160240,1"
5002055,2,,,荣耀弯角,塞蕾丝蒂娜,"30160240,2"
5002055,3,,,荣耀弯角,塞蕾丝蒂娜,"30160240,3"
5002055,4,,,荣耀弯角,塞蕾丝蒂娜,"30160240,4"
5002055,5,,,荣耀弯角,塞蕾丝蒂娜,"30160240,5"
5002055,6,,,荣耀弯角,塞蕾丝蒂娜,"30160240,6"
5002056,1,,,古董眼镜,奈奥米,"30160200,1"
5002056,2,,,古董眼镜,奈奥米,"30160200,2"
5002056,3,,,古董眼镜,奈奥米,"30160200,3"
5002056,4,,,古董眼镜,奈奥米,"30160200,4"
5002056,5,,,古董眼镜,奈奥米,"30160200,5"
5002056,6,,,古董眼镜,奈奥米,"30160200,6"
5002057,1,,,世界之泪,艾琳娜,"30160490,1"
5002057,2,,,世界之泪,艾琳娜,"30160490,2"
5002057,3,,,世界之泪,艾琳娜,"30160490,3"
5002057,4,,,世界之泪,艾琳娜,"30160490,4"
5002057,5,,,世界之泪,艾琳娜,"30160490,5"
5002057,6,,,世界之泪,艾琳娜,"30160490,6"
5002058,1,,,聆听者的秘钥,艾斯塔利亚,"30140110,1"
5002058,2,,,聆听者的秘钥,艾斯塔利亚,"30140110,2"
5002058,3,,,聆听者的秘钥,艾斯塔利亚,"30140110,3"
5002058,4,,,聆听者的秘钥,艾斯塔利亚,"30140110,4"
5002058,5,,,聆听者的秘钥,艾斯塔利亚,"30140110,5"
5002058,6,,,聆听者的秘钥,艾斯塔利亚,"30140110,6"
5002059,1,,,决心,极焰,"30161880,1"
5002059,2,,,决心,极焰,"30161880,2"
5002059,3,,,决心,极焰,"30161880,3"
5002059,4,,,决心,极焰,"30161880,4"
5002059,5,,,决心,极焰,"30161880,5"
5002059,6,,,决心,极焰,"30161880,6"
5002060,1,,,迷声金铃,黛比,"30140020,1"
5002060,2,,,迷声金铃,黛比,"30140020,2"
5002060,3,,,迷声金铃,黛比,"30140020,3"
5002060,4,,,迷声金铃,黛比,"30140020,4"
5002060,5,,,迷声金铃,黛比,"30140020,5"
5002060,6,,,迷声金铃,黛比,"30140020,6"
5002061,1,,,糖果腰包,露易丝,"30160160,1"
5002061,2,,,糖果腰包,露易丝,"30160160,2"
5002061,3,,,糖果腰包,露易丝,"30160160,3"
5002061,4,,,糖果腰包,露易丝,"30160160,4"
5002061,5,,,糖果腰包,露易丝,"30160160,5"
5002061,6,,,糖果腰包,露易丝,"30160160,6"
5002062,1,,,远行腿环,恋花,"30140060,1"
5002062,2,,,远行腿环,恋花,"30140060,2"
5002062,3,,,远行腿环,恋花,"30140060,3"
5002062,4,,,远行腿环,恋花,"30140060,4"
5002062,5,,,远行腿环,恋花,"30140060,5"
5002062,6,,,远行腿环,恋花,"30140060,6"
5002063,1,,,引路蝶,花梨,"30140170,1"
5002063,2,,,引路蝶,花梨,"30140170,2"
5002063,3,,,引路蝶,花梨,"30140170,3"
5002063,4,,,引路蝶,花梨,"30140170,4"
5002063,5,,,引路蝶,花梨,"30140170,5"
5002063,6,,,引路蝶,花梨,"30140170,6"
5002064,1,,,虔诚之握,菲尔盖娜,"30130130,1"
5002064,2,,,虔诚之握,菲尔盖娜,"30130130,2"
5002064,3,,,虔诚之握,菲尔盖娜,"30130130,3"
5002064,4,,,虔诚之握,菲尔盖娜,"30130130,4"
5002064,5,,,虔诚之握,菲尔盖娜,"30130130,5"
5002064,6,,,虔诚之握,菲尔盖娜,"30130130,6"
5002065,1,,,瑰丽之人,诺维雅,"30150010,1"
5002065,2,,,瑰丽之人,诺维雅,"30150010,2"
5002065,3,,,瑰丽之人,诺维雅,"30150010,3"
5002065,4,,,瑰丽之人,诺维雅,"30150010,4"
5002065,5,,,瑰丽之人,诺维雅,"30150010,5"
5002065,6,,,瑰丽之人,诺维雅,"30150010,6"
5002066,1,,,纯白蝴蝶,雪泉,"30170010,1"
5002066,2,,,纯白蝴蝶,雪泉,"30170010,2"
5002066,3,,,纯白蝴蝶,雪泉,"30170010,3"
5002066,4,,,纯白蝴蝶,雪泉,"30170010,4"
5002066,5,,,纯白蝴蝶,雪泉,"30170010,5"
5002066,6,,,纯白蝴蝶,雪泉,"30170010,6"
5002067,1,,,雪之花,雪不归,"30170020,1"
5002067,2,,,雪之花,雪不归,"30170020,2"
5002067,3,,,雪之花,雪不归,"30170020,3"
5002067,4,,,雪之花,雪不归,"30170020,4"
5002067,5,,,雪之花,雪不归,"30170020,5"
5002067,6,,,雪之花,雪不归,"30170020,6"
5002068,1,,,无名的胸针,杜达·戴维,"30161190,1"
5002068,2,,,无名的胸针,杜达·戴维,"30161190,2"
5002068,3,,,无名的胸针,杜达·戴维,"30161190,3"
5002068,4,,,无名的胸针,杜达·戴维,"30161190,4"
5002068,5,,,无名的胸针,杜达·戴维,"30161190,5"
5002068,6,,,无名的胸针,杜达·戴维,"30161190,6"
5002069,1,,,灰烬的咏叹,塔嘉娜,"30161890,1"
5002069,2,,,灰烬的咏叹,塔嘉娜,"30161890,2"
5002069,3,,,灰烬的咏叹,塔嘉娜,"30161890,3"
5002069,4,,,灰烬的咏叹,塔嘉娜,"30161890,4"
5002069,5,,,灰烬的咏叹,塔嘉娜,"30161890,5"
5002069,6,,,灰烬的咏叹,塔嘉娜,"30161890,6"
5002070,1,,,星雪袖套,卡洛蒂,"30140280,1"
5002070,2,,,星雪袖套,卡洛蒂,"30140280,2"
5002070,3,,,星雪袖套,卡洛蒂,"30140280,3"
5002070,4,,,星雪袖套,卡洛蒂,"30140280,4"
5002070,5,,,星雪袖套,卡洛蒂,"30140280,5"
5002070,6,,,星雪袖套,卡洛蒂,"30140280,6"
5002071,1,,,,爱尔维拉,"30161910,1"
5002071,2,,,,爱尔维拉,"30161910,2"
5002071,3,,,,爱尔维拉,"30161910,3"
5002071,4,,,,爱尔维拉,"30161910,4"
5002071,5,,,,爱尔维拉,"30161910,5"
5002071,6,,,,爱尔维拉,"30161910,6"
