GachaId,GachaName,,Type,TypeText,DropType,GachaTitle,Back,RolePivot,RoleScale,SmallBanner,TitlePrefabPivot,UpLogoPivot,GachaDesc,GachaDescPivot,UpDesc,UnlockCondition,Order,ItemId,ExItem,DiscountCondition,TenDiscount,Show,QualityValue,WeightAddValue,WeightAddLimit,LastResort,TenQualityValue,DropGroupR,DropGroupSr,DropGroupSsr,InitCount,FirstUp,Srup,Ssrup,SrUpRate,SsrUpRate,UpCount,SsrCount,DisplaySsrCount,IsResetSSr,WishNum,TakeEfffectCount,RefreshType,LimitCount,Group,SummonRateText,RuleText,DecorationRule,RepgetRule,GachaBtnOpen,AutoMigrate
1902,gachaname_1902,克尔苏娜UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3016013,"0,0",100,ui_zh_yeqian_3016013,"-450,200","600,150","gacha_des_3016013_1,gacha_des_3016013_2","0,-150",ui_zh_up_3016013_zi_di_1,"101180,1;31902,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819024,819023,0,1,819022,819021,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1903,gachaname_1903,伊卡洛斯UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3016130,"0,0",100,ui_zh_yeqian_3016130,"-450,200","600,220","gacha_des_3016130_1,gacha_des_3016130_2","-120,-150",ui_zh_up_3016130_zi_di_1,"101180,1;31903,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819034,819033,0,1,819032,819031,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1904,gachaname_1904,安普莎UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3014025,"0,0",100,ui_zh_yeqian_3014025,"-450,200","600,220","gacha_des_3014025_1,gacha_des_3014025_2","120,-150",ui_zh_up_3014025_zi_di_1,"101180,1;31904,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819044,819043,0,1,819042,819041,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1905,gachaname_1905,吉拉蒂亚UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3016009,"0,0",100,ui_zh_yeqian_3016009,"-450,200","600,220","gacha_des_3016009_1,gacha_des_3016009_2,gacha_des_3016009_3","0,-100",ui_zh_up_3016009_zi_di_1,"101180,1;31905,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819054,819053,0,1,819052,819051,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1906,gachaname_1906,牧UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015008,"0,0",100,ui_zh_yeqian_3015008,"-450,200","600,160","gacha_des_3015008_1,gacha_des_3015008_2","-760,0",ui_zh_up_3015008_zi_di_1,"101180,1;31906,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819064,819063,0,1,819062,819061,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1907,gachaname_1907,雷雷UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3014024,"0,0",100,ui_zh_yeqian_3014024,"-450,200","600,220","gacha_des_3014024_1,gacha_des_3014024_2","-260,-150",ui_zh_up_3014024_zi_di_1,"101180,1;31907,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819074,819073,0,1,819072,819071,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1908,gachaname_1908,希夕莉UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015006,"0,0",100,ui_zh_yeqian_3015006,"-450,200","600,220","gacha_des_3015006_1,gacha_des_3015006_2","0,-150",ui_zh_up_3015006_zi_di_1,"101180,1;31908,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819084,819083,0,1,819082,819081,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1909,gachaname_1909,萨拉UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015007,"0,0",100,ui_zh_yeqian_3015007,"-450,200","600,220","gacha_des_3015007_1,gacha_des_3015007_2,gacha_des_3015007_3","-100,-100",ui_zh_up_3015007_zi_di_1,"101180,1;31909,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819094,819093,0,1,819092,819091,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
1910,gachaname_1910,丹妮UP轮替池,1,"ui_summon_type_7,ui_zh_yeqian_bq_xd",1,1,ui_zh_bg_3015002,"0,0",100,ui_zh_yeqian_3015002,"-450,200","600,160","gacha_des_3015002_1,gacha_des_3015002_2","0,-150",ui_zh_up_3015002_zi_di_1,"101180,1;31910,1,1",99,1001001,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",800000,819104,819103,0,1,819102,819101,"50,50","50,50",2,70,70,1,0,0,0,9999999,1,gacha_summonate_01,"gacha_rule_2_1_cn,gacha_rule_2_2_en,gacha_rule_2_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
201,gachaname_201,新手池1,2,"ui_summon_type_2,ui_zh_yeqian_bq_new",1,1,ui_zh_rw_2,,,ui_zh_yeqian_New,,,"gacha_des_201_1,gacha_des_201_2","-618,-170",,"16101,0,9",200,1001001,,,800,"820,156,24","888,100,12","55,0,0,10",,1,"0,988,12",800000,800001,800002,0,0,0,0,0,0,1,10,10,0,0,0,0,9999999,201,,"gacha_rule_1_1_en,gacha_rule_1_2_en,gacha_rule_1_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
202,gachaname_201,新手池2,2,"ui_summon_type_2,ui_zh_yeqian_bq_new",1,1,ui_zh_rw_2,,,ui_zh_yeqian_New,,,"gacha_des_201_1,gacha_des_201_2","-618,-170",,"16101,10,39",200,1001001,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",800000,800001,800002,0,0,0,0,0,0,1,30,40,0,0,0,0,9999999,201,,"gacha_rule_1_1_en,gacha_rule_1_2_en,gacha_rule_1_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
301,gachaname_301,自选UP池（此条为配置示例）,3,"ui_summon_type_2,ui_zh_yeqian_bq_new",1,1,,,,,,,,,,"15076,0,0",199,1001001,,,800,"820,156,24","888,100,12","55,0,0,0",,1,"0,988,12",800000,800001,800002,0,0,0,800002,0,"0,100",1,70,70,0,3,0,0,9999999,301,gacha_summonate_01,"gacha_rule_3_1_en,gacha_rule_3_2_en,gacha_rule_3_3",gacha_rule_Decoration,gacha_rule_Repget,"1,1",
200001,gachaname_200001,专武-常规卡池,100,"ui_summon_type_0,ui_zh_yeqian_bq_common",2,1,ui_hw_zh_bg,,,ui_hw_zh_yeqian_1,,,,,,"101180,1",1,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450002,450003,0,0,0,450003,0,0,1,70,70,1,1,1,2,9999999,200001,gacha_summonate_200001,"gacha_rule_200001_1_cn,gacha_rule_200001_2_en,gacha_rule_200001_3",,gacha_rule_Repget_200001,"1,1",
210001,gachaname_210001,专武-神光UP池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3014023_rw,ui_hw_zh_3014023_slogan_1,ui_hw_zh_3014023_di,ui_hw_zh_3014023_star","0,0",100,ui_hw_zh_3014023_yq,"-450,200","600,150",,,ui_hw_zh_3014023_zi_di,"101180,1;31911,1,1",99,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450007,450006,0,1,450005,450004,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1751317200,1007030,100"
210002,gachaname_210002,专武-桃UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3014009_rw,ui_hw_zh_3014009_slogan_1,ui_hw_zh_3014009_di,ui_hw_zh_3014009_star","0,0",100,ui_hw_zh_3014009_yq,"-450,200","600,150",,,ui_hw_zh_3014009_zi_di,"101180,1;31912,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450011,450010,0,1,450009,450008,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1761184800,1007054,100"
210003,gachaname_210003,专武-塞蕾丝蒂娜UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016024_rw,ui_hw_zh_3016024_slogan_1,ui_hw_zh_3016024_di,ui_hw_zh_3016024_star","0,0",100,ui_hw_zh_3016024_yq,"-450,200","600,150",,,ui_hw_zh_3016024_zi_di,"101180,1;31913,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450015,450014,0,1,450013,450012,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210004,gachaname_210004,专武-瑞比亚UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016010_rw,ui_hw_zh_3016010_slogan_1,ui_hw_zh_3016010_di,ui_hw_zh_3016010_star","0,0",100,ui_hw_zh_3016010_yq,"-450,200","600,150",,,ui_hw_zh_3016010_zi_di,"101180,1;31914,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450019,450018,0,1,450017,450016,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210005,gachaname_210005,专武-昔莱UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016078_rw,ui_hw_zh_3016078_slogan_1,ui_hw_zh_3016078_di,ui_hw_zh_3016078_star","0,0",100,ui_hw_zh_3016078_yq,"-450,200","600,150",,,ui_hw_zh_3016078_zi_di,"101180,1;31915,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450023,450022,0,1,450021,450020,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210006,gachaname_210006,专武-奈奥米UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016020_rw,ui_hw_zh_3016020_slogan_1,ui_hw_zh_3016020_di,ui_hw_zh_3016020_star","0,0",100,ui_hw_zh_3016020_yq,"-450,200","600,150",,,ui_hw_zh_3016020_zi_di,"101180,1;31916,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450027,450026,0,1,450025,450024,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210007,gachaname_210007,专武-异邦波斯菊UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016187_rw,ui_hw_zh_3016187_slogan_1,ui_hw_zh_3016187_di,ui_hw_zh_3016187_star","0,0",100,ui_hw_zh_3016187_yq,"-450,200","600,150",,,ui_hw_zh_3016187_zi_di,"101180,1;31917,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450031,450030,0,1,450029,450028,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210008,gachaname_210008,专武-诺维雅UP池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3015001_rw,ui_hw_zh_3015001_slogan_1,ui_hw_zh_3015001_di,ui_hw_zh_3015001_star","0,0",100,ui_hw_zh_3015001_yq,"-450,200","600,150",,,ui_hw_zh_3015001_zi_di,"101180,1;31929,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450079,450078,0,1,450077,450076,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
210009,gachaname_210009,专武-爱尔维拉Up卡池,101,"ui_summon_type_1,ui_zh_yeqian_bq_ld",2,1,"ui_hw_up_bg,ui_hw_zh_3016191_rw,ui_hw_zh_3016191_slogan_1,ui_hw_zh_3016191_di,ui_hw_zh_3016191_star","0,0",100,ui_hw_zh_3016191_yq,"-450,200","600,150",,,ui_hw_zh_3016191_zi_di,"101180,1;31930,1,1",100,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450083,450082,0,1,450081,450080,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1","1761789600,1007075,100"
220001,gachaname_220001,专武-小闪UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3016031_rw,ui_hw_zh_3016031_slogan_1,ui_hw_zh_3016031_di,ui_hw_zh_3016031_star","0,0",100,ui_hw_zh_3016031_yq,"-450,200","600,150",,,ui_hw_zh_3016031_zi_di,"101180,1;31918,1,1",99,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450035,450034,0,1,450033,450032,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220002,gachaname_220002,专武-耶坦尼亚UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3015004_rw,ui_hw_zh_3015004_slogan_1,ui_hw_zh_3015004_di,ui_hw_zh_3015004_star","0,0",100,ui_hw_zh_3015004_yq,"-450,200","600,150",,,ui_hw_zh_3015004_zi_di,"101180,1;31919,1,1",99,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450039,450038,0,1,450037,450036,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220003,gachaname_220003,专武-克尔苏娜UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3016013_rw,ui_hw_zh_3016013_slogan_1,ui_hw_zh_3016013_di,ui_hw_zh_3016013_star","0,0",100,ui_hw_zh_3016013_yq,"-450,200","600,150",,,ui_hw_zh_3016013_zi_di,"101180,1;31920,1,1",99,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450043,450042,0,1,450041,450040,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220004,gachaname_220004,专武-伊卡洛斯UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3016130_rw,ui_hw_zh_3016130_slogan_1,ui_hw_zh_3016130_di,ui_hw_zh_3016130_star","0,0",100,ui_hw_zh_3016130_yq,"-450,200","600,150",,,ui_hw_zh_3016130_zi_di,"101180,1;31921,1,1",99,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450047,450046,0,1,450045,450044,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
220005,gachaname_220005,专武-安普莎UP轮替池,101,"ui_summon_type_7,ui_zh_yeqian_bq_xd",2,1,"ui_hw_up_bg,ui_hw_zh_3014025_rw,ui_hw_zh_3014025_slogan_1,ui_hw_zh_3014025_di,ui_hw_zh_3014025_star","0,0",100,ui_hw_zh_3014025_yq,"-450,200","600,150",,,ui_hw_zh_3014025_zi_di,"101180,1;31922,1,1",99,1001052,,,800,"820,156,24","888,100,12","55,-81,-9,90",8,1,"0,988,12",450001,450051,450050,0,1,450049,450048,"50,50","50,50",2,70,70,1,0,0,0,9999999,210001,gacha_summonate_200001,"gacha_rule_210001_1_cn,gacha_rule_210001_2_en,gacha_rule_210001_3",,gacha_rule_Repget_200001,"1,1",
