Id,RoleDressId,,RoleId,,Preset,IllusionOff,IntervalX,IntervalY,IntervalZ,posX,posY,posZ,IntervalX1,IntervalY1,IntervalZ1,RotX,RotY,RotZ,Scale,ScalInterval,BrightpartColour,BrightpartHue,BrightpartSaturation,BrightpartBrightness,ShadowsColour,ShadowsHue,ShadowsSaturation,ShadowsBrightness
64,5002004,水仙,3000004,安洁,2,,,,,10,-14,28,,,,-188,2189,-20005,1000,,,,,,,,,
65,5002004,水仙,3000004,安洁,0,,"-332,377","-135,300","-455,298",-12,-2,20,"-180000,180000","-180000,180000","-180000,180000",-89,1590,-39924,500,"300,1500",,,,,,,,
66,5002004,水仙,3000005,米娅,1,1,,,,-9,-17,23,,,,359978,17971,359931,1000,,,,,,,,,
67,5002004,水仙,3000005,米娅,2,1,,,,-8,-16,-25,,,,359953,329764,7633,1000,,,,,,,,,
68,5002004,水仙,3000005,米娅,0,1,"-332,377","-135,300","-455,298",-9,-17,23,"-180000,180000","-180000,180000","-180000,180000",359978,17971,359931,1000,"300,1500",,,,,,,,
69,5002004,水仙,3000006,玛莎,1,,,,,-3,-27,4,,,,358731,8503,336566,1000,,,,,,,,,
70,5002004,水仙,3000006,玛莎,2,,,,,4,-23,-2,,,,1479,13161,349414,500,,,,,,,,,
71,5002004,水仙,3000006,玛莎,0,,"-332,377","-135,300","-455,298",-3,-27,4,"-180000,180000","-180000,180000","-180000,180000",358731,8503,336566,1000,"300,1500",,,,,,,,
72,5002005,菲莉希亚,3000001,律,1,,,,,-1,24,6,,,,128607,-179806,-177671,800,,,,,,,,,
73,5002005,菲莉希亚,3000001,律,2,,,,,40,-61,-64,,,,122811,-179321,-177118,800,,,,,,,,,
74,5002005,菲莉希亚,3000001,律,0,,"-332,377","-135,300","-455,298",-1,24,6,"-180000,180000","-180000,180000","-180000,180000",128607,-179806,-177671,800,"500,1200",,,,,,,,
75,5002005,菲莉希亚,3000002,克萝萝,1,,,,,0,5,-105,,,,105559,-148991,-148564,800,,,,,,,,,
76,5002005,菲莉希亚,3000002,克萝萝,2,,,,,75,15,-198,,,,117602,-133047,-123151,1000,,,,,,,,,
77,5002005,菲莉希亚,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",0,5,-105,"-180000,180000","-180000,180000","-180000,180000",105559,-148991,-148564,800,"500,1200",,,,,,,,
78,5002005,菲莉希亚,3000003,黑神月咏,1,,,,,-127,71,-45,,,,119333,87633,84876,800,,,,,,,,,
79,5002005,菲莉希亚,3000003,黑神月咏,2,,,,,65,-8,-209,,,,126183,-100626,-105652,800,,,,,,,,,
80,5002005,菲莉希亚,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",-127,71,-45,"-180000,180000","-180000,180000","-180000,180000",119333,87633,84876,800,"500,1200",,,,,,,,
81,5002005,菲莉希亚,3000004,安洁,1,,,,,-3,21,22,,,,128878,-181361,-187499,1000,,,,,,,,,
82,5002005,菲莉希亚,3000004,安洁,2,,,,,127,54,-17,,,,136569,-134512,-116487,1000,,,,,,,,,
83,5002005,菲莉希亚,3000004,安洁,0,,"-332,377","-135,300","-455,298",-3,21,22,"-180000,180000","-180000,180000","-180000,180000",128878,-181361,-187499,1000,"500,1200",,,,,,,,
84,5002005,菲莉希亚,3000005,米娅,1,,,,,78,-41,-54,,,,155000,-154807,-137683,1000,,,,,,,,,
85,5002005,菲莉希亚,3000005,米娅,2,,,,,1,-1,-9,,,,132434,-177843,-177311,1200,,,,,,,,,
86,5002005,菲莉希亚,3000005,米娅,0,,"-332,377","-135,300","-455,298",78,-41,-54,"-180000,180000","-180000,180000","-180000,180000",155000,-154807,-137683,1000,"500,1200",,,,,,,,
87,5002005,菲莉希亚,3000006,玛莎,1,,,,,-36,-29,-175,,,,90000,90000,90000,800,,,,,,,,,
88,5002005,菲莉希亚,3000006,玛莎,2,,,,,70,-15,-208,,,,53817,79374,74348,800,,,,,,,,,
89,5002005,菲莉希亚,3000006,玛莎,0,,"-332,377","-135,300","-455,298",-36,-29,-175,"-180000,180000","-180000,180000","-180000,180000",90000,90000,90000,800,"500,1200",,,,,,,,
90,5002006,梅露特,3000001,律,1,,,,,-7,-27,-165,,,,90000,0,0,300,,,,,,,,,
91,5002006,梅露特,3000001,律,2,,,,,41,-24,-164,,,,80652,69513,92511,200,,,,,,,,,
92,5002006,梅露特,3000001,律,0,,"-332,377","-135,300","-455,298",-7,-27,-165,"-180000,180000","-180000,180000","-180000,180000",90000,0,0,300,"200,800",,,,,,,,
93,5002006,梅露特,3000002,克萝萝,1,,,,,-6,9,-103,,,,74876,-25159,-26948,300,,,,,,,,,
94,5002006,梅露特,3000002,克萝萝,2,,,,,47,29,-75,,,,57314,81437,93639,200,,,,,,,,,
95,5002006,梅露特,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",-6,9,-103,"-180000,180000","-180000,180000","-180000,180000",74876,-25159,-26948,300,"300,800",,,,,,,,
96,5002006,梅露特,3000003,黑神月咏,1,,,,,4,-18,-21,,,,41824,2720,536,400,,,,,,,,,
97,5002006,梅露特,3000003,黑神月咏,2,,,,,126,69,-59,,,,102327,-92368,-63361,200,,,,,,,,,
98,5002006,梅露特,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",4,-18,-21,"-180000,180000","-180000,180000","-180000,180000",41824,2720,536,400,"300,800",,,,,,,,
99,5002006,梅露特,3000004,安洁,1,,,,,-12,-3,-16,,,,48236,-4885,-10002,400,,,,,,,,,
100,5002006,梅露特,3000004,安洁,2,,,,,136,56,-14,,,,40876,53728,49246,200,,,,,,,,,
101,5002006,梅露特,3000004,安洁,0,,"-332,377","-135,300","-455,298",-12,-3,-16,"-180000,180000","-180000,180000","-180000,180000",48236,-4885,-10002,400,"300,800",,,,,,,,
102,5002006,梅露特,3000005,米娅,1,,,,,67,-64,-59,,,,29532,13860,33322,400,,,,,,,,,
103,5002006,梅露特,3000005,米娅,2,,,,,-62,-15,-33,,,,26314,-15006,4349,400,,,,,,,,,
104,5002006,梅露特,3000005,米娅,0,,"-332,377","-135,300","-455,298",67,-64,-59,"-180000,180000","-180000,180000","-180000,180000",29532,13860,33322,400,"300,800",,,,,,,,
105,5002006,梅露特,3000006,玛莎,1,,,,,61,-53,-62,,,,59180,61652,68890,400,,,,,,,,,
106,5002006,梅露特,3000006,玛莎,2,,,,,-63,-47,-36,,,,130110,120650,97103,400,,,,,,,,,
107,5002006,梅露特,3000006,玛莎,0,,"-332,377","-135,300","-455,298",61,-53,-62,"-180000,180000","-180000,180000","-180000,180000",59180,61652,68890,400,"300,800",,,,,,,,
108,5002007,奈奈芙,3000001,律,1,,,,,33,20,-43,,,,42123,-59952,-85946,1000,,,,,,,,,
109,5002007,奈奈芙,3000001,律,2,,,,,19,76,-26,,,,-5373,-87625,-53785,300,,,,,,,,,
110,5002007,奈奈芙,3000001,律,0,,"-332,377","-135,300","-455,298",33,20,-43,"-180000,180000","-180000,180000","-180000,180000",42123,-59952,-85946,1000,"400,1300",,,,,,,,
111,5002007,奈奈芙,3000002,克萝萝,1,,,,,1,88,-28,,,,44321,18438,13524,500,,,,,,,,,
112,5002007,奈奈芙,3000002,克萝萝,2,,,,,7,-79,-25,,,,46101,178743,172884,300,,,,,,,,,
113,5002007,奈奈芙,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",1,88,-28,"-180000,180000","-180000,180000","-180000,180000",44321,18438,13524,500,"400,1300",,,,,,,,
114,5002007,奈奈芙,3000003,黑神月咏,1,,,,,30,2,-42,,,,-3538,-63545,-90052,900,,,,,,,,,
115,5002007,奈奈芙,3000003,黑神月咏,2,,,,,38,48,-23,,,,-13354,-69843,-66132,400,,,,,,,,,
116,5002007,奈奈芙,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",30,2,-42,"-180000,180000","-180000,180000","-180000,180000",-3538,-63545,-90052,900,"400,1300",,,,,,,,
117,5002007,奈奈芙,3000004,安洁,1,,,,,6,14,-14,,,,-56840,-81551,-93029,600,,,,,,,,,
118,5002007,奈奈芙,3000004,安洁,2,,,,,42,-53,-42,,,,-35805,-19596,-143461,456,,,,,,,,,
119,5002007,奈奈芙,3000004,安洁,0,,"-332,377","-135,300","-455,298",6,14,-14,"-180000,180000","-180000,180000","-180000,180000",-56840,-81551,-93029,600,"400,1300",,,,,,,,
120,5002007,奈奈芙,3000005,米娅,1,,,,,50,4,-16,,,,-17729,-55331,256540,460,,,,,,,,,
121,5002007,奈奈芙,3000005,米娅,2,,,,,6,5,-23,,,,-42017,283880,264163,908,,,,,,,,,
122,5002007,奈奈芙,3000005,米娅,0,,"-332,377","-135,300","-455,298",50,4,-16,"-180000,180000","-180000,180000","-180000,180000",-17729,-55331,256540,460,"400,1300",,,,,,,,
123,5002007,奈奈芙,3000006,玛莎,1,,,,,36,-8,-31,,,,-3538,-63545,-90052,900,,,,,,,,,
124,5002007,奈奈芙,3000006,玛莎,2,,,,,38,48,-23,,,,-13354,-69843,-66132,400,,,,,,,,,
125,5002007,奈奈芙,3000006,玛莎,0,,"-332,377","-135,300","-455,298",36,-8,-31,"-180000,180000","-180000,180000","-180000,180000",-3538,-63545,-90052,900,"400,1300",,,,,,,,
126,5002008,玛瑙,3000001,律,1,,,,,220,10,-10,,,,-71014,75115,16655,700,,,,,,,,,
127,5002008,玛瑙,3000001,律,2,,,,,144,-57,38,,,,-73828,275075,-4028,700,,,,,,,,,
128,5002008,玛瑙,3000001,律,0,,"-332,377","-135,300","-455,298",220,10,-10,"-120000,-30000","-180000,180000","-40000,40000",-71014,75115,16655,700,"400,1200",,,,,,,,
129,5002008,玛瑙,3000002,克萝萝,1,1,,,,-3,-8,-16,,,,-69613,-108794,9366,700,,,,,,,,,
130,5002008,玛瑙,3000002,克萝萝,0,1,"-332,377","-135,300","-455,298",-3,-8,-16,"-120000,-30000","-180000,180000","-40000,40000",-69613,-108794,9366,700,"400,1200",,,,,,,,
131,5002008,玛瑙,3000003,黑神月咏,1,,,,,105,-43,-11,,,,-91333,-21509,72550,1000,,,,,,,,,
132,5002008,玛瑙,3000003,黑神月咏,2,,,,,111,-44,-7,,,,-104752,25889,-287518,600,,,,,,,,,
133,5002008,玛瑙,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",105,-43,-11,"-120000,-30000","-180000,180000","-40000,40000",-91333,-21509,72550,1000,"400,1200",,,,,,,,
134,5002008,玛瑙,3000004,安洁,1,,,,,93,-37,-71,,,,-1747,-95891,92636,1000,,,,,,,,,
135,5002008,玛瑙,3000004,安洁,2,,,,,73,-35,-69,,,,-6774,-84067,253994,800,,,,,,,,,
136,5002008,玛瑙,3000004,安洁,0,,"-332,377","-135,300","-455,298",93,-37,-71,"-120000,-30000","-180000,180000","-40000,40000",-1747,-95891,92636,1000,"400,1200",,,,,,,,
137,5002008,玛瑙,3000005,米娅,1,,,,,89,6,37,,,,-61898,-28496,127063,500,,,,,,,,,
138,5002008,玛瑙,3000005,米娅,2,,,,,88,-19,13,,,,-53446,-85088,2944,1000,,,,,,,,,
139,5002008,玛瑙,3000005,米娅,0,,"-332,377","-135,300","-455,298",89,6,37,"-120000,-30000","-180000,180000","-40000,40000",-61898,-28496,127063,500,"400,1200",,,,,,,,
140,5002008,玛瑙,3000006,玛莎,1,,,,,105,-43,-11,,,,-91333,-21509,72550,1000,,,,,,,,,
141,5002008,玛瑙,3000006,玛莎,2,,,,,111,-44,-7,,,,-104752,25889,-287518,600,,,,,,,,,
142,5002008,玛瑙,3000006,玛莎,0,,"-332,377","-135,300","-455,298",105,-43,-11,"-180000,180000","-180000,180000","-40000,40000",-91333,-21509,72550,1000,"400,1200",,,,,,,,
143,5002009,哀歌,3000001,律,1,,,,,170,-300,13,,,,47155,-85088,2944,10000,,,,,,,,,
144,5002009,哀歌,3000001,律,2,,,,,270,-200,0,,,,85000,0,0,12000,,,,,,,,,
145,5002009,哀歌,3000001,律,0,,"50,300","-300,-90",,170,-300,13,"0,7000",,,47155,-85088,2944,10000,"10000,20000",,,,,,,,
146,5002009,哀歌,3000002,克萝萝,1,,,,,140,30,0,,,,58440,0,0,10000,,,,,,,,,
147,5002009,哀歌,3000002,克萝萝,2,,,,,240,-70,0,,,,86000,0,0,15000,,,,,,,,,
148,5002009,哀歌,3000002,克萝萝,0,,"100,300","-80,60",,140,30,0,"0,7000",,,58440,0,0,10000,"10000,20000",,,,,,,,
149,5002009,哀歌,3000003,黑神月咏,1,,,,,90,150,0,,,,24359,0,0,10000,,,,,,,,,
150,5002009,哀歌,3000003,黑神月咏,2,,,,,220,270,0,,,,24359,0,0,10000,,,,,,,,,
151,5002009,哀歌,3000003,黑神月咏,0,,"-50,250","150,350",,90,150,0,"0,7000",,,24359,0,0,10000,"10000,20000",,,,,,,,
152,5002009,哀歌,3000004,安洁,1,,,,,180,220,0,,,,25893,0,0,15000,,,,,,,,,
153,5002009,哀歌,3000004,安洁,2,,,,,250,320,0,,,,55000,0,0,15000,,,,,,,,,
154,5002009,哀歌,3000004,安洁,0,,"90,300","250,400",,180,220,0,"0,7000",,,25893,0,0,15000,"10000,20000",,,,,,,,
155,5002009,哀歌,3000005,米娅,1,,,,,110,-250,0,,,,20427,0,0,10000,,,,,,,,,
156,5002009,哀歌,3000005,米娅,2,,,,,200,-130,0,,,,47155,0,0,10000,,,,,,,,,
157,5002009,哀歌,3000005,米娅,0,,"-60,250","-300,10",,110,-250,0,"0,7000",,,20427,0,0,10000,"10000,20000",,,,,,,,
158,5002009,哀歌,3000006,玛莎,1,,,,,-290,-60,0,,,,24250,0,0,3000,,,,,,,,,
159,5002009,哀歌,3000006,玛莎,2,,,,,-10,-70,0,,,,24250,0,0,2200,,,,,,,,,
160,5002009,哀歌,3000006,玛莎,0,,"-300,150","-150,10",,-290,-60,0,"0,7000",,,24250,0,0,5000,"10000,20000",,,,,,,,
161,5002010,波斯菊,3000001,律,1,,,,,7,19,-75,,,,51340,12976,8390,800,,,,,,,,,
162,5002010,波斯菊,3000001,律,2,,,,,-3,-41,-110,,,,101165,152,227,1000,,,,,,,,,
163,5002010,波斯菊,3000001,律,0,,"-332,377","-135,300","-455,298",7,19,-75,"-180000,180000","-180000,180000","-180000,180000",51340,12976,8390,800,"300,1200",,,,,,,,
164,5002010,波斯菊,3000002,克萝萝,1,1,,,,-3,-1,-31,,,,69412,37862,33948,400,,,,,,,,,
165,5002010,波斯菊,3000002,克萝萝,2,1,,,,1,-59,-87,,,,80351,181768,182137,1000,,,,,,,,,
166,5002010,波斯菊,3000002,克萝萝,0,1,"-332,377","-135,300","-455,298",-3,-1,-31,"-180000,180000","-180000,180000","-180000,180000",69412,37862,33948,400,"300,1200",,,,,,,,
167,5002010,波斯菊,3000003,黑神月咏,1,,,,,0,11,-83,,,,76373,1744,2660,700,,,,,,,,,
168,5002010,波斯菊,3000003,黑神月咏,2,,,,,1,-55,-88,,,,68140,179142,178978,800,,,,,,,,,
169,5002010,波斯菊,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",0,11,-83,"-180000,180000","-180000,180000","-180000,180000",76373,1744,2660,1000,"300,1200",,,,,,,,
170,5002010,波斯菊,3000004,安洁,1,,,,,-1,-11,-95,,,,85247,-145704,-151433,1100,,,,,,,,,
171,5002010,波斯菊,3000004,安洁,2,,,,,0,-14,-70,,,,83686,-160524,-163054,800,,,,,,,,,
172,5002010,波斯菊,3000004,安洁,0,,"-332,377","-135,300","-455,298",-1,-11,-95,"-180000,180000","-180000,180000","-180000,180000",85247,-145704,-151433,1100,"300,1200",,,,,,,,
173,5002010,波斯菊,3000005,米娅,1,,,,,-1,38,-80,,,,86017,-3089,-2993,1000,,,,,,,,,
174,5002010,波斯菊,3000005,米娅,2,,,,,-1,-19,-88,,,,65344,-179564,-179380,1000,,,,,,,,,
175,5002010,波斯菊,3000005,米娅,0,,"-332,377","-135,300","-455,298",-1,38,-80,"-180000,180000","-180000,180000","-180000,180000",86017,-3089,-2993,1000,"300,1200",,,,,,,,
176,5002010,波斯菊,3000006,玛莎,1,,,,,0,11,-83,,,,76373,1744,2660,700,,,,,,,,,
177,5002010,波斯菊,3000006,玛莎,2,,,,,1,-55,-88,,,,68140,179142,178978,800,,,,,,,,,
178,5002010,波斯菊,3000006,玛莎,0,,"-332,377","-135,300","-455,298",0,11,-83,"-180000,180000","-180000,180000","-180000,180000",76373,1744,2660,1000,"300,1200",,,,,,,,
179,5002011,爱琳,3000001,律,1,,,,,0,-76,-58,,,,113970,987,1268,600,,,,,,,,,
180,5002011,爱琳,3000001,律,2,,,,,-1,51,35,,,,57061,5367,4728,400,,,,,,,,,
181,5002011,爱琳,3000001,律,0,,"-332,377","-135,300","-455,298",0,-76,-58,"-180000,180000","-180000,180000","-180000,180000",113970,987,1268,600,"200,800",,,,,,,,
182,5002011,爱琳,3000002,克萝萝,1,,,,,-2,5,-109,,,,99029,-20201,-19908,600,,,,,,,,,
183,5002011,爱琳,3000002,克萝萝,2,,,,,2,24,56,,,,82953,25086,26902,200,,,,,,,,,
184,5002011,爱琳,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",-2,5,-109,"-180000,180000","-180000,180000","-180000,180000",99029,-20201,-19908,600,"200,800",,,,,,,,
185,5002011,爱琳,3000003,黑神月咏,1,,,,,-3,29,18,,,,116988,-175777,-173933,200,,,,,,,,,
186,5002011,爱琳,3000003,黑神月咏,2,,,,,1,-59,-63,,,,78556,-192055,-193996,600,,,,,,,,,
187,5002011,爱琳,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",-3,29,18,"-180000,180000","-180000,180000","-180000,180000",116988,-175777,-173933,200,"200,800",,,,,,,,
188,5002011,爱琳,3000004,安洁,1,,,,,-9,-35,-51,,,,82958,48409,46075,600,,,,,,,,,
189,5002011,爱琳,3000004,安洁,2,,,,,2,27,40,,,,82958,48409,46075,200,,,,,,,,,
190,5002011,爱琳,3000004,安洁,0,,"-332,377","-135,300","-455,298",-9,-35,-51,"-180000,180000","-180000,180000","-180000,180000",82958,48409,46075,600,"200,800",,,,,,,,
191,5002011,爱琳,3000005,米娅,1,,,,,1,8,16,,,,82122,47205,46969,200,,,,,,,,,
192,5002011,爱琳,3000005,米娅,2,,,,,3,-15,-19,,,,63188,1956,2732,500,,,,,,,,,
193,5002011,爱琳,3000005,米娅,0,,"-332,377","-135,300","-455,298",1,8,16,"-180000,180000","-180000,180000","-180000,180000",82122,47205,46969,200,"200,800",,,,,,,,
194,5002011,爱琳,3000006,玛莎,1,,,,,7,12,13,,,,116988,-175777,-173933,200,,,,,,,,,
