Id,,BreakLv,LvMax,SkillLvUp,Attr,AttrGrown,BreakReward
3014009,桃,3,180,10,"101,2112;102,375;103,161;104,1108;105,23","101,432;102,59;103,29;104,227","1000002,50"
3014011,艾斯塔利亚,0,30,3,"101,276;102,56;103,24;104,161;105,2","101,390;102,64;103,29;104,227",
3014011,艾斯塔利亚,1,70,5,"101,484;102,100;103,43;104,282;105,4","101,390;102,64;103,29;104,227","1000002,50"
3014011,艾斯塔利亚,2,120,7,"101,1036;102,225;103,92;104,604;105,11","101,390;102,64;103,29;104,227","1000002,50"
3014011,艾斯塔利亚,3,180,10,"101,1900;102,396;103,161;104,1108;105,23","101,390;102,64;103,29;104,227","1000002,50"
3014012,未来,0,30,3,"101,152;102,21;103,10;104,80;105,2","101,342;102,48;103,24;104,179",
3014012,未来,1,70,5,"101,304;102,42;103,20;104,160;105,4","101,342;102,48;103,24;104,179","1000002,50"
3014012,未来,2,120,7,"101,760;102,105;103,49;104,400;105,10","101,342;102,48;103,24;104,179","1000002,50"
3014012,未来,3,180,10,"101,1520;102,210;103,97;104,800;105,21","101,342;102,48;103,24;104,179","1000002,50"
3014016,杏林,0,30,3,"101,176;102,22;103,10;104,72;105,2","101,395;102,48;103,24;104,163",
3014016,杏林,1,70,5,"101,352;102,44;103,20;104,144;105,4","101,395;102,48;103,24;104,163","1000002,50"
3014016,杏林,2,120,7,"101,880;102,110;103,49;104,360;105,10","101,395;102,48;103,24;104,163","1000002,50"
3014016,杏林,3,180,10,"101,1760;102,220;103,97;104,720;105,20","101,395;102,48;103,24;104,163","1000002,50"
3014017,花梨,0,30,3,"101,337;102,46;103,28;104,161;105,2","101,478;102,53;103,32;104,227",
3014017,花梨,1,70,5,"101,590;102,82;103,50;104,282;105,4","101,478;102,53;103,32;104,227","1000002,50"
3014017,花梨,2,120,7,"101,1267;102,182;103,108;104,604;105,10","101,478;102,53;103,32;104,227","1000002,50"
3014017,花梨,3,180,10,"101,2323;102,319;103,189;104,1108;105,21","101,478;102,53;103,32;104,227","1000002,50"
3014018,诗娅,0,30,3,"101,152;102,21;103,10;104,76;105,2","101,342;102,48;103,24;104,171",
3014018,诗娅,1,70,5,"101,304;102,42;103,20;104,152;105,4","101,342;102,48;103,24;104,171","1000002,50"
3014018,诗娅,2,120,7,"101,760;102,105;103,50;104,380;105,10","101,342;102,48;103,24;104,171","1000002,50"
3014018,诗娅,3,180,10,"101,1520;102,210;103,100;104,760;105,21","101,342;102,48;103,24;104,171","1000002,50"
3014019,艾什尔,0,30,3,"101,259;102,26;103,16;104,141;105,2","101,419;102,43;103,32;104,230",
3014019,艾什尔,1,70,5,"101,481;102,49;103,31;104,262;105,4","101,419;102,43;103,32;104,230","1000002,50"
3014019,艾什尔,2,120,7,"101,1108;102,112;103,73;104,607;105,10","101,419;102,43;103,32;104,230","1000002,50"
3014019,艾什尔,3,180,10,"101,2032;102,206;103,134;104,1113;105,20","101,419;102,43;103,32;104,230","1000002,50"
3014020,阿波菲斯,0,30,3,"101,246;102,33;103,15;104,123;105,2","101,395;102,56;103,24;104,203",
3014020,阿波菲斯,1,70,5,"101,457;102,62;103,28;104,228;105,4","101,395;102,56;103,24;104,203","1000002,50"
3014020,阿波菲斯,2,120,7,"101,1056;102,145;103,64;104,528;105,11","101,395;102,56;103,24;104,203","1000002,50"
3014020,阿波菲斯,3,180,10,"101,1936;102,266;103,117;104,968;105,22","101,395;102,56;103,24;104,203","1000002,50"
3014021,纳菲,0,30,3,"101,233;102,35;103,14;104,123;105,2","101,376;102,56;103,24;104,203",
3014021,纳菲,1,70,5,"101,434;102,65;103,26;104,228;105,4","101,376;102,56;103,24;104,203","1000002,50"
3014021,纳菲,2,120,7,"101,1003;102,151;103,60;104,528;105,11","101,376;102,56;103,24;104,203","1000002,50"
3014021,纳菲,3,180,10,"101,1839;102,278;103,110;104,968;105,23","101,376;102,56;103,24;104,203","1000002,50"
3014022,丘吉尔,0,30,3,"101,221;102,33;103,15;104,128;105,2","101,358;102,56;103,24;104,206",
3014022,丘吉尔,1,70,5,"101,410;102,62;103,28;104,239;105,4","101,358;102,56;103,24;104,206","1000002,50"
3014022,丘吉尔,2,120,7,"101,949;102,145;103,64;104,553;105,11","101,358;102,56;103,24;104,206","1000002,50"
3014022,丘吉尔,3,180,10,"101,1741;102,266;103,117;104,1015;105,23","101,358;102,56;103,24;104,206","1000002,50"
3014023,神光,0,30,3,"101,323;102,54;103,24;104,137;105,3","101,456;102,59;103,29;104,192",
3014023,神光,1,70,5,"101,565;102,97;103,43;104,240;105,6","101,456;102,59;103,29;104,192","1000002,50"
3014023,神光,2,120,7,"101,1210;102,214;103,92;104,517;105,14","101,456;102,59;103,29;104,192","1000002,50"
3014023,神光,3,180,10,"101,2218;102,375;103,161;104,949;105,27","101,456;102,59;103,29;104,192","1000002,50"
3014024,雷雷,0,30,3,"101,291;102,48;103,24;104,182;105,3","101,408;102,56;103,29;104,256",
3014024,雷雷,1,70,5,"101,509;102,86;103,43;104,319;105,6","101,408;102,56;103,29;104,256","1000002,50"
3014024,雷雷,2,120,7,"101,1093;102,192;103,92;104,682;105,14","101,408;102,56;103,29;104,256","1000002,50"
3014024,雷雷,3,180,10,"101,2005;102,336;103,161;104,1250;105,27","101,408;102,56;103,29;104,256","1000002,50"
3014025,安普莎,0,30,3,"101,307;102,50;103,26;104,161;105,2","101,432;102,56;103,32;104,227",
3014025,安普莎,1,70,5,"101,537;102,90;103,46;104,282;105,4","101,432;102,56;103,32;104,227","1000002,50"
3014025,安普莎,2,120,7,"101,1152;102,201;103,102;104,604;105,11","101,432;102,56;103,32;104,227","1000002,50"
3014025,安普莎,3,180,10,"101,2112;102,352;103,177;104,1108;105,22","101,432;102,56;103,32;104,227","1000002,50"
3014026,库萝爱,0,30,3,"101,259;102,32;103,16;104,110;105,2","101,419;102,53;103,32;104,179",
3014026,库萝爱,1,70,5,"101,481;102,59;103,31;104,205;105,4","101,419;102,53;103,32;104,179","1000002,50"
3014026,库萝爱,2,120,7,"101,1108;102,138;103,73;104,475;105,10","101,419;102,53;103,32;104,179","1000002,50"
3014026,库萝爱,3,180,10,"101,2032;102,254;103,134;104,871;105,20","101,419;102,53;103,32;104,179","1000002,50"
3014027,贝拉,0,30,3,"101,233;102,33;103,16;104,117;105,2","101,376;102,56;103,29;104,190",
3014027,贝拉,1,70,5,"101,434;102,62;103,31;104,218;105,4","101,376;102,56;103,29;104,190","1000002,50"
3014027,贝拉,2,120,7,"101,1003;102,145;103,70;104,502;105,11","101,376;102,56;103,29;104,190","1000002,50"
3014027,贝拉,3,180,10,"101,1839;102,266;103,128;104,920;105,22","101,376;102,56;103,29;104,190","1000002,50"
3014028,卡洛蒂,0,30,3,"101,323;102,40;103,28;104,171;105,2","101,456;102,45;103,35;104,240",
3014028,卡洛蒂,1,70,5,"101,565;102,72;103,50;104,299;105,4","101,456;102,45;103,35;104,240","1000002,50"
3014028,卡洛蒂,2,120,7,"101,1210;102,161;103,113;104,643;105,11","101,456;102,45;103,35;104,240","1000002,50"
3014028,卡洛蒂,3,180,10,"101,2218;102,284;103,198;104,1179;105,22","101,456;102,45;103,35;104,240","1000002,50"
3014029,贝儿,0,30,3,"101,353;102,44;103,26;104,161;105,2","101,496;102,48;103,32;104,227",
3014029,贝儿,1,70,5,"101,618;102,79;103,46;104,282;105,4","101,496;102,48;103,32;104,227","1000002,50"
3014029,贝儿,2,120,7,"101,1324;102,174;103,102;104,604;105,11","101,496;102,48;103,32;104,227","1000002,50"
3014029,贝儿,3,180,10,"101,2428;102,303;103,177;104,1108;105,22","101,496;102,48;103,32;104,227","1000002,50"
3014030,安娜,0,30,3,"101,307;102,50;103,24;104,171;105,2","101,432;102,56;103,29;104,240",
3014030,安娜,1,70,5,"101,537;102,90;103,43;104,299;105,4","101,432;102,56;103,29;104,240","1000002,50"
3014030,安娜,2,120,7,"101,1152;102,201;103,92;104,643;105,11","101,432;102,56;103,29;104,240","1000002,50"
3014030,安娜,3,180,10,"101,2112;102,352;103,161;104,1179;105,23","101,432;102,56;103,29;104,240","1000002,50"
3014031,伊拉,0,30,3,"101,337;102,46;103,24;104,171;105,2","101,478;102,53;103,32;104,240",
3014031,伊拉,1,70,5,"101,590;102,82;103,43;104,299;105,4","101,478;102,53;103,32;104,240","1000002,50"
3014031,伊拉,2,120,7,"101,1267;102,182;103,96;104,643;105,11","101,478;102,53;103,32;104,240","1000002,50"
3014031,伊拉,3,180,10,"101,2323;102,319;103,168;104,1179;105,22","101,478;102,53;103,32;104,240","1000002,50"
3015001,诺维雅,0,30,3,"101,307;102,54;103,24;104,161;105,2","101,432;102,59;103,29;104,227",
3015001,诺维雅,1,70,5,"101,537;102,97;103,43;104,282;105,4","101,432;102,59;103,29;104,227","1000002,50"
3015001,诺维雅,2,120,7,"101,1152;102,214;103,92;104,604;105,11","101,432;102,59;103,29;104,227","1000002,50"
3015001,诺维雅,3,180,10,"101,2112;102,375;103,161;104,1108;105,23","101,432;102,59;103,29;104,227","1000002,50"
3015002,丹妮,0,30,3,"101,323;102,56;103,22;104,145;105,3","101,456;102,64;103,24;104,206",
3015002,丹妮,1,70,5,"101,565;102,100;103,39;104,254;105,6","101,456;102,64;103,24;104,206","1000002,50"
3015002,丹妮,2,120,7,"101,1210;102,225;103,88;104,547;105,14","101,456;102,64;103,24;104,206","1000002,50"
3015002,丹妮,3,180,10,"101,2218;102,396;103,152;104,1003;105,27","101,456;102,64;103,24;104,206","1000002,50"
3015004,耶坦尼娅,0,30,3,"101,307;102,48;103,26;104,171;105,2","101,432;102,56;103,32;104,240",
3015004,耶坦尼娅,1,70,5,"101,537;102,86;103,46;104,299;105,4","101,432;102,56;103,32;104,240","1000002,50"
3015004,耶坦尼娅,2,120,7,"101,1152;102,192;103,102;104,643;105,11","101,432;102,56;103,32;104,240","1000002,50"
3015004,耶坦尼娅,3,180,10,"101,2112;102,336;103,177;104,1179;105,22","101,432;102,56;103,32;104,240","1000002,50"
3015006,希夕莉,0,30,3,"101,323;102,54;103,24;104,153;105,2","101,456;102,59;103,29;104,216",
3015006,希夕莉,1,70,5,"101,565;102,97;103,43;104,268;105,4","101,456;102,59;103,29;104,216","1000002,50"
3015006,希夕莉,2,120,7,"101,1210;102,214;103,92;104,576;105,11","101,456;102,59;103,29;104,216","1000002,50"
3015006,希夕莉,3,180,10,"101,2218;102,375;103,161;104,1056;105,23","101,456;102,59;103,29;104,216","1000002,50"
3015007,萨拉,0,30,3,"101,276;102,56;103,24;104,145;105,3","101,390;102,64;103,29;104,206",
3015007,萨拉,1,70,5,"101,484;102,100;103,43;104,254;105,6","101,390;102,64;103,29;104,206","1000002,50"
3015007,萨拉,2,120,7,"101,1036;102,225;103,92;104,547;105,14","101,390;102,64;103,29;104,206","1000002,50"
3015007,萨拉,3,180,10,"101,1900;102,396;103,161;104,1003;105,28","101,390;102,64;103,29;104,206","1000002,50"
3015008,牧,0,30,3,"101,307;102,54;103,24;104,145;105,3","101,432;102,59;103,32;104,206",
3015008,牧,1,70,5,"101,537;102,97;103,43;104,254;105,6","101,432;102,59;103,32;104,206","1000002,50"
3015008,牧,2,120,7,"101,1152;102,214;103,96;104,547;105,14","101,432;102,59;103,32;104,206","1000002,50"
3015008,牧,3,180,10,"101,2112;102,375;103,168;104,1003;105,27","101,432;102,59;103,32;104,206","1000002,50"
3016009,吉拉蒂亚,0,30,3,"101,323;102,50;103,24;104,145;105,3","101,456;102,56;103,29;104,206",
3016009,吉拉蒂亚,1,70,5,"101,565;102,90;103,43;104,254;105,6","101,456;102,56;103,29;104,206","1000002,50"
3016009,吉拉蒂亚,2,120,7,"101,1210;102,201;103,92;104,547;105,14","101,456;102,56;103,29;104,206","1000002,50"
3016009,吉拉蒂亚,3,180,10,"101,2218;102,352;103,161;104,1003;105,27","101,456;102,56;103,29;104,206","1000002,50"
3016010,瑞比娅,0,30,3,"101,307;102,54;103,28;104,131;105,3","101,432;102,59;103,32;104,184",
3016010,瑞比娅,1,70,5,"101,537;102,97;103,50;104,229;105,6","101,432;102,59;103,32;104,184","1000002,50"
3016010,瑞比娅,2,120,7,"101,1152;102,214;103,108;104,490;105,14","101,432;102,59;103,32;104,184","1000002,50"
3016010,瑞比娅,3,180,10,"101,2112;102,375;103,189;104,898;105,27","101,432;102,59;103,32;104,184","1000002,50"
3016011,卡萝琳,0,30,3,"101,271;102,30;103,14;104,123;105,2","101,435;102,48;103,24;104,203",
3016011,卡萝琳,1,70,5,"101,504;102,57;103,26;104,228;105,4","101,435;102,48;103,24;104,203","1000002,50"
3016011,卡萝琳,2,120,7,"101,1162;102,132;103,60;104,528;105,11","101,435;102,48;103,24;104,203","1000002,50"
3016011,卡萝琳,3,180,10,"101,2130;102,242;103,110;104,968;105,23","101,435;102,48;103,24;104,203","1000002,50"
3016013,克尔苏娜,0,30,3,"101,276;102,54;103,24;104,171;105,2","101,390;102,59;103,32;104,240",
3016013,克尔苏娜,1,70,5,"101,484;102,97;103,43;104,299;105,4","101,390;102,59;103,32;104,240","1000002,50"
3016013,克尔苏娜,2,120,7,"101,1036;102,214;103,96;104,643;105,11","101,390;102,59;103,32;104,240","1000002,50"
3016013,克尔苏娜,3,180,10,"101,1900;102,375;103,168;104,1179;105,23","101,390;102,59;103,32;104,240","1000002,50"
3016016,露易丝,0,30,3,"101,337;102,46;103,26;104,161;105,2","101,478;102,53;103,32;104,227",
3016016,露易丝,1,70,5,"101,590;102,82;103,46;104,282;105,4","101,478;102,53;103,32;104,227","1000002,50"
3016016,露易丝,2,120,7,"101,1267;102,182;103,102;104,604;105,11","101,478;102,53;103,32;104,227","1000002,50"
3016016,露易丝,3,180,10,"101,2323;102,319;103,177;104,1108;105,22","101,478;102,53;103,32;104,227","1000002,50"
3016017,罗莎莉,0,30,3,"101,233;102,30;103,16;104,128;105,2","101,376;102,48;103,29;104,206",
3016017,罗莎莉,1,70,5,"101,434;102,57;103,31;104,239;105,4","101,376;102,48;103,29;104,206","1000002,50"
3016017,罗莎莉,2,120,7,"101,1003;102,132;103,70;104,553;105,11","101,376;102,48;103,29;104,206","1000002,50"
3016017,罗莎莉,3,180,10,"101,1839;102,242;103,128;104,1015;105,22","101,376;102,48;103,29;104,206","1000002,50"
3016020,奈奥米,0,30,3,"101,337;102,40;103,28;104,182;105,2","101,478;102,45;103,32;104,256",
3016020,奈奥米,1,70,5,"101,590;102,72;103,50;104,319;105,4","101,478;102,45;103,32;104,256","1000002,50"
3016020,奈奥米,2,120,7,"101,1267;102,161;103,108;104,682;105,10","101,478;102,45;103,32;104,256","1000002,50"
3016020,奈奥米,3,180,10,"101,2323;102,284;103,189;104,1250;105,21","101,478;102,45;103,32;104,256","1000002,50"
3016023,佩内洛普,0,30,3,"101,176;102,18;103,10;104,84;105,2","101,395;102,40;103,24;104,192",
3016023,佩内洛普,1,70,5,"101,352;102,36;103,20;104,168;105,4","101,395;102,40;103,24;104,192","1000002,50"
3016023,佩内洛普,2,120,7,"101,880;102,90;103,50;104,420;105,10","101,395;102,40;103,24;104,192","1000002,50"
3016023,佩内洛普,3,180,10,"101,1760;102,180;103,100;104,840;105,20","101,395;102,40;103,24;104,192","1000002,50"
3016024,塞蕾丝蒂娜,0,30,3,"101,291;102,54;103,24;104,153;105,3","101,408;102,59;103,32;104,216",
3016024,塞蕾丝蒂娜,1,70,5,"101,509;102,97;103,43;104,268;105,6","101,408;102,59;103,32;104,216","1000002,50"
3016024,塞蕾丝蒂娜,2,120,7,"101,1093;102,214;103,96;104,576;105,14","101,408;102,59;103,32;104,216","1000002,50"
3016024,塞蕾丝蒂娜,3,180,10,"101,2005;102,375;103,168;104,1056;105,27","101,408;102,59;103,32;104,216","1000002,50"
3016031,小闪,0,30,3,"101,276;102,56;103,28;104,145;105,2","101,390;102,64;103,32;104,206",
3016031,小闪,1,70,5,"101,484;102,100;103,50;104,254;105,4","101,390;102,64;103,32;104,206","1000002,50"
3016031,小闪,2,120,7,"101,1036;102,225;103,108;104,547;105,11","101,390;102,64;103,32;104,206","1000002,50"
3016031,小闪,3,180,10,"101,1900;102,396;103,189;104,1003;105,23","101,390;102,64;103,32;104,206","1000002,50"
3016038,仙蒂,0,30,3,"101,176;102,20;103,10;104,80;105,2","101,395;102,45;103,24;104,179",
3016038,仙蒂,1,70,5,"101,352;102,40;103,20;104,160;105,4","101,395;102,45;103,24;104,179","1000002,50"
3016038,仙蒂,2,120,7,"101,880;102,100;103,50;104,400;105,9","101,395;102,45;103,24;104,179","1000002,50"
3016038,仙蒂,3,180,10,"101,1760;102,200;103,100;104,800;105,18","101,395;102,45;103,24;104,179","1000002,50"
